,POM121B,MTCO2P11,MTCO1P11,SMG1P6,AC008443.5,RPS10P16,MTCO3P11,VN1R83P,CICP5,AC005682.1,AL022345.3,SEC22B2P,ASLP1,AC094019.2,AL117340.1,OR7E7P,FRG1KP,GUSBP15,PDIA3P2,AC008267.3,AL109840.1,UNC93B8,MTCO1P12,ARHGEF34P,FO538757.1,ENPP7P5,BLZF2P,MTND5P14,AC145285.4,DDX12P,AL353807.3,AL031432.2,AC093162.1,PKD1P1,TMSB4XP2,MTATP6P11,TREML5P,AC099654.2,AL157893.1,AL353743.4,PSPC1P1,AP005018.2,IDSP1,KRT128P,AGAP10P,MSTO2P,AC107982.1,OR8R1P,TNRC18P3,TAS2R15P,AL355864.2,CDCA4P4,MTND4P14,AC090114.3,NAIPP2,PKD1P2,MTND1P23,SEPTIN14P8,AL450326.2,AC103810.3,AL589644.1,WASH4P,SPDYE18,MTND4P23,CR545473.1,PSPHP1,GTF2IP23,MTCO3P12,CYP4F60P,ABHD17AP6,AP001282.2,AGAP7P,GUSBP17,NBPF2P,AC090971.3,AL645929.1,MTND6P5,HNRNPLP2,Diagnosis
RNA314_FPKM,0.726050595,0.41724651,0.18568562,0.548722287,0.0,0.381286625,0.0,0.0,0.170806812,0.451305191,0.0,5.44677818,1.336236862,0.0,0.226800661,0.280363268,0.0,2.036322682,2.394538531,0.796987716,0.528544474,0.268252718,177.8737685,0.18781617,4.4799099,0.091764754,0.0,0.447873129,0.0,2.342746016,0.377561813,7.21159491,4.83626637,4.850406201,0.0,0.28226592,0.164252536,0.0,1.756827412,0.0,0.0,16.91320404,5.533784176,0.0,4.732719,4.537890808,0.072776508,0.0,1.054357588,0.815273082,0.109628576,0.13913156,0.0,0.570380933,0.0,1.437876642,8.89817759,0.0,0.241001933,59.1099223,0.769182609,8.956650815,1.351083938,0.0,0.0,0.0,0.0,5.532713778,0.0,25.99927465,2.754637156,6.834030985,0.0,0.715349158,0.272552956,2.328021555,0.0,11.98766423,1
RNA319_FPKM,0.341303382,0.225821597,0.0,1.25800147,1.560866927,0.0,0.0,0.172537849,0.03466336,0.418753437,0.0,6.566707939,0.361598161,0.162668099,0.12274875,0.531158053,0.0,1.285961603,4.373991365,0.323508467,0.428934876,0.544642928,156.9164044,0.101666506,2.15547822,0.0,0.0,0.181797971,0.21268516,3.595913424,0.367866353,2.676737659,3.708636941,3.71259828,0.0,0.114596034,0.933215191,0.0,0.0,0.397098444,0.230915317,14.76030823,3.063412879,0.255781783,4.731961428,3.504802423,0.059061033,0.0,1.141446679,0.165472722,0.533896416,0.338732395,0.0,0.926352869,0.0,2.017969239,13.00501102,0.0,0.273971432,90.38924053,1.2484446,7.210723124,0.438812007,0.0,0.277181743,8.532211274,0.0,6.598107794,0.559551769,27.14163248,2.982217521,6.033058821,0.363022898,0.464741182,0.221266118,0.0,0.0,8.950804547,0
RNA32_FPKM,1.165164506,0.73122368,0.715898167,1.730910222,13.74396038,0.200460068,1.156259531,1.117375511,0.0,0.0,0.0,10.4127606,0.936672364,0.210652952,0.079478972,0.098249203,0.87473484,1.189550485,1.887877092,0.279292678,0.0,0.423098696,60.96683731,0.197472391,0.348870854,0.385842783,0.263968655,0.706349547,0.550848718,1.147273245,0.436683592,8.665957626,22.74165681,3.799395236,0.0,0.445200867,1.726342136,0.100432519,0.307827225,1.157065862,0.0,7.016612456,6.347449958,0.165575676,11.80306466,4.36402399,0.382486233,0.780968974,1.441191511,0.10714245,0.345636826,1.023659544,0.073432935,3.478627445,0.056110719,0.320394469,5.079056671,0.558585357,0.101353918,73.54587734,2.425077891,6.384710354,2.367685122,0.364807119,0.0,1.142852799,0.84981362,7.090029903,0.0,8.382055349,1.930939469,19.38680984,0.235054831,0.150420868,0.573160707,0.0,0.388391381,7.537321948,1
RNA328_FPKM,0.964475211,0.468076388,0.364498813,1.059091636,6.145343072,0.320782583,1.130808953,2.503334816,0.071832127,0.433884299,0.0,6.665403948,0.374784715,0.0,0.190837621,0.943478468,0.466592848,1.903569495,3.021519652,0.447039247,0.444436204,0.67716327,150.9883554,0.052678258,0.279137125,0.077162057,0.140803682,0.06278933,0.0,1.592983574,0.349399653,5.373922064,17.970585,4.525025469,0.0,0.356325169,2.762819615,0.321468821,0.739126512,0.205747863,0.0,16.4556423,16.50605582,0.0,13.49166446,3.864320077,0.061195447,0.104128378,1.626246989,0.0,0.55318668,1.638211754,0.11750972,2.015606971,0.044895079,1.778504468,828.8332808,0.0,0.081094883,62.99134194,0.646781143,6.385850118,1.3640003,0.0,0.0,0.0,0.0,5.527576624,0.0,18.21528028,1.80244073,24.31030207,0.0,0.722239191,0.84077438,2.693065014,0.155379064,8.311552779,0
RNA331_FPKM,0.704889532,0.410542599,0.137014489,0.619253386,0.56726549,0.562840659,0.180293683,0.470467728,0.094518347,0.380547776,0.306187843,5.236911736,1.533720354,0.295651082,0.278901238,1.172270755,0.204723836,2.170260855,1.325051511,0.882126989,0.390004627,0.197939448,63.22694926,0.046195529,2.081294744,0.0,0.0,0.055099312,0.193381796,5.233277368,0.585032723,9.274290321,5.15458074,4.7685403,0.332432515,0.0,0.242269636,0.07047844,1.51246782,0.451073625,0.104978689,18.76212701,2.598350706,0.058127251,2.193389415,5.471712536,0.053700637,0.0,0.33711224,0.225601443,0.0,0.102662983,0.0,0.589296871,0.0,3.274237572,7.316079188,0.0,0.035581462,39.25387658,0.567567709,6.328771872,1.262747919,0.0,0.252024651,2.406415388,0.397570685,1.786069224,1.016873567,14.83927671,2.710137719,2.605929405,0.659973917,0.422343369,0.40222505,3.936597928,0.136349274,7.422991242,0
RNA334_FPKM,0.529810051,0.101454495,0.090345418,0.800864793,0.0,0.556644352,0.089133148,1.085690908,0.031146301,0.329333643,0.0,3.011088288,0.325018612,0.0,0.055147128,0.477403611,0.202313949,1.485910448,1.310359847,0.387774717,0.385413724,0.48948178,153.5065109,0.060921359,0.0,0.066914701,0.183218456,0.0,0.0,2.576061538,0.578573923,4.811516434,3.333144663,2.991845238,0.0,0.0,0.239666318,0.034842958,1.068373545,0.267662386,0.207590675,17.46369742,2.019038209,0.172387057,4.281332054,3.917212915,0.053068505,0.0,0.461646533,0.44620012,0.159962687,0.406022939,0.0,0.83253234,0.0,3.064412187,12.61577335,0.38757897,0.38693087,48.88612172,0.0,5.151220926,0.460126147,0.0,0.0,2.908652746,0.0,3.280461301,0.125663127,20.75745855,2.680314269,7.564233803,0.65270827,0.522064531,0.331493425,1.344902438,0.404368859,7.121323577,0
RNA335_FPKM,0.801107213,0.662718269,0.0,0.615187634,0.0,1.090164825,0.232868972,1.012693086,0.203453013,0.552917241,0.395470414,2.83116786,1.414908707,0.76373129,0.648384966,0.534310033,0.264420101,2.587410121,2.281526385,0.759440665,0.0,0.127896815,71.90194515,0.03977065,2.371669027,0.0,0.0,0.0,0.0,3.669865129,0.35979914,7.068667468,5.248816464,4.688385294,0.429367878,0.134577992,0.0,0.0,1.674061155,0.291304734,0.0,18.74873753,1.438089769,0.375227663,2.720928035,6.644712865,0.138646603,0.0,0.569339253,0.291387757,1.044376415,0.662718269,0.133117123,0.434838563,0.0,0.344820676,9.933244061,0.0,0.275597224,46.00134509,0.0,7.739551985,1.287477472,0.0,0.0,2.762307807,0.0,2.96573891,0.164239079,15.02094836,2.333211449,2.884730835,0.852201345,2.045160885,0.519425315,6.655422293,0.0,8.495894675,1
RNA336_FPKM,0.539198889,0.57719464,0.873375164,0.803763209,4.148410373,0.0,0.0,0.352737335,0.0,0.321047316,0.0,6.164927169,0.616157544,0.166279782,0.062737056,0.853230008,0.230158525,0.751216025,3.478054047,0.330792474,0.43845842,0.668051649,106.1758777,0.069286915,0.413200423,0.0,0.0,0.123889593,0.0,2.184251761,0.376057842,6.327857672,9.031968583,2.537832757,0.373733605,0.351528718,0.681410339,0.0,0.0,0.355224654,0.118021138,10.98232155,3.7579822,0.065348923,4.577537724,4.088076348,0.0,0.0,0.933479865,0.0,0.636770034,0.230835462,0.115929183,0.946905562,0.044291229,0.189687648,9.284997879,0.440921669,0.280087941,58.87505447,0.0,6.741190839,1.719517774,0.0,0.0,2.105488657,0.223601302,5.309847663,0.14295821,18.1963233,4.06483234,6.167318994,0.0,0.475050376,0.452426909,0.644119586,0.153289174,5.650000126,0
RNA35_FPKM,1.465785671,0.326648641,0.145367196,0.505367971,5.116288936,0.149274917,0.765275025,1.663828284,0.033426798,0.302823553,0.0,9.432164234,0.929863217,0.0,0.177554817,0.731624097,0.217127151,1.417040357,4.686098648,0.93590341,0.413633288,0.0,78.1149082,0.163372371,0.519581464,0.430884725,0.196567324,0.292187682,0.0,3.416673106,0.384209838,10.80711759,8.939082968,6.364631633,1.057719409,0.331523994,0.257084579,0.224364723,0.68768135,0.813579236,0.22267777,10.35786756,2.756611708,0.246595699,8.634522281,4.851987159,0.170862366,0.290734393,1.238074359,0.239354608,0.686353267,1.30647836,0.0,1.250284683,0.041783498,0.529253865,5.771751026,0.0,0.377371858,94.85927084,0.0,5.763659466,3.102493088,0.162964839,0.0,3.971210737,0.0,3.789855618,0.269728082,9.502734604,3.593936443,13.96711841,0.875181544,0.448050582,0.355621319,2.50581928,0.144610075,8.393931637,0
RNA358_FPKM,0.801152489,0.145828867,0.454214897,0.845926796,4.836396199,0.399853346,0.384219436,2.00508444,0.402827348,0.202717003,0.869856402,10.20854913,2.178925712,0.420184872,0.0,0.391847305,0.872099247,3.08353372,3.137424701,0.556951507,0.553986759,0.140657631,54.10220623,0.393784245,1.56537294,0.0,0.438684162,0.469515969,0.274691495,4.810881526,0.3166483,12.3121491,9.435657161,8.275388231,0.0,0.148005418,1.032772105,0.100165283,1.534715488,0.384535703,0.0,10.13159271,2.636771823,0.165135104,7.011465782,6.033365488,0.0,0.0,0.736845935,0.320458883,0.689312552,1.020647592,0.219635039,2.511478939,0.0,1.297699432,4.797393004,0.557099044,0.10108423,35.11388683,0.806208372,4.296778127,1.510764703,0.290938718,0.0,2.279221197,0.565034928,1.631193008,0.180625919,7.692220612,2.246085315,9.13550584,2.109367791,0.8999648,0.28567324,0.0,0.580831725,8.083139204,0
RNA365_FPKM,2.444357618,0.43757876,0.58413602,0.643118705,4.434533601,0.399869813,0.512494644,1.337319356,0.044793738,0.135197974,0.435167234,8.827237588,0.934234087,1.260820155,0.158541509,1.077959749,0.581628819,0.0,3.138537873,0.278560993,0.554291226,0.281326847,48.33472006,0.175075583,0.69591378,0.192371898,0.438839809,0.156539406,0.0,2.490334509,0.356311313,9.723093735,11.97444872,5.465256254,0.0,0.0,2.927087464,0.300559148,1.228083141,0.641097588,0.0,9.89350163,4.484048881,0.08261293,4.470735602,4.81660365,0.381453065,0.259601345,0.958217101,0.213723521,0.229820889,0.291669746,0.292962226,2.631955806,0.0,2.256727656,6.131743713,0.557405221,0.151658286,44.42254789,0.0,5.173720674,1.416825669,0.0,0.0,1.519811703,0.282672733,1.450534809,0.541991907,5.88975326,1.604818718,7.358836364,0.937756157,0.600107193,0.571668697,0.0,0.774747763,7.074962683,0
RNA368_FPKM,0.308220316,0.112212634,0.299537824,1.093534876,2.480906407,0.153839901,0.0,0.171470991,0.068867858,0.260024594,0.0,6.789874135,0.958089445,0.0,0.182931173,0.527666389,0.223767129,2.19008245,3.379736616,0.428583551,0.42628263,0.86567798,89.4873679,0.084169479,0.0,0.074010272,0.337571751,0.120396453,0.211370058,0.51773242,0.365450884,2.32679035,5.418125232,2.354183551,0.0,0.113887449,2.913714838,0.115579241,1.180978572,0.197253709,0.0,11.32232749,4.057865533,0.063534214,14.00800126,3.16931265,0.0,0.299537824,1.785972629,0.328827035,0.265176011,0.560964822,0.112660492,0.552103492,0.0,1.113729112,6.357277726,0.0,0.0,102.510609,0.620362527,2.510234829,1.598380711,0.055982825,0.275467837,4.09194165,0.0,2.510325885,0.277854839,16.0027075,2.46875496,28.04334193,0.0,0.346213158,0.073299319,0.0,0.149032404,5.539310253,0
RNA37_FPKM,1.454676877,0.470636239,0.31416817,1.037619861,9.106278806,0.80644929,1.137012676,2.696810008,0.288968526,0.327231741,0.0,11.03057386,1.883956756,0.0,0.063921827,1.185850251,1.407768221,3.062513324,5.063807632,0.561796135,0.446738579,0.567374252,78.39905223,0.052952896,0.280730388,0.232766757,0.283214728,0.82088724,0.0,1.873239639,0.319393855,13.59579239,17.50142756,6.407565401,0.761982482,0.597013206,1.805666897,0.242448971,1.981626268,0.827492288,0.0,8.662530933,3.404602578,0.199818923,6.31979528,5.149637123,0.430780899,0.314113255,1.308166167,0.0,0.556256041,1.647226835,0.118180444,2.798787336,0.06771516,0.402771256,6.021894049,0.0,0.489346548,68.3385557,0.0,4.687375488,2.590660524,0.293469441,0.0,1.532562636,1.139597857,3.071534584,0.0,13.10450362,2.071408688,9.855311948,1.134867526,0.968328721,0.537958856,4.595254444,0.156183995,6.828561648,0
RNA379_FPKM,0.899151901,0.654529693,0.436884641,0.949413471,4.522926513,0.44854746,0.575039006,2.750427522,0.301381369,0.151656128,0.0,7.961784005,1.04797446,0.235805774,0.266810444,0.549783119,0.978826585,4.525409304,2.112530795,0.312471265,0.621789527,0.157872802,55.74305571,0.171857912,1.756948609,0.0,0.098495863,0.175595533,0.0,4.002227521,0.266490911,9.211767448,10.11545888,5.690206539,0.0,0.664298792,0.579478933,0.0,2.755914495,0.143813536,0.0,13.53650216,4.142872641,0.0,5.384047089,6.380575847,0.171138108,0.0,1.323166677,0.0,0.386766936,0.654529693,0.164312807,4.831992423,0.031405284,0.336089496,2.990967533,0.0,0.283578245,28.97689032,0.0,5.983196565,1.271657688,0.0,0.0,2.131726116,0.0,1.220401703,0.0,9.912016012,2.16038748,9.875067147,1.052199033,0.841725441,0.641267753,0.0,0.0,9.426080654,1
RNA38_FPKM,0.811758505,0.875428768,1.217486748,0.584124032,9.98215981,0.45005567,1.922811112,0.167171403,0.268754656,0.152166061,0.0,10.64878178,0.233652022,0.157608632,0.059465447,0.367652125,0.654626429,0.712135589,6.122503244,0.104482127,0.41559371,0.527750284,45.47656243,0.082097076,2.741486096,0.072154485,0.395093119,1.703187559,0.0,1.009995864,0.297057046,6.160512557,12.26101498,2.854004633,0.0,0.999526622,1.550285136,0.150339735,0.460793616,0.144297099,0.223814042,4.978892533,3.562285805,0.0,2.36959802,2.220583374,0.057224057,0.0,1.189032116,0.240546996,0.603592454,0.875428768,0.934249925,1.166894466,0.104984185,0.28470351,3.800566497,0.417928506,0.037916042,93.01486693,0.604807107,3.642941322,2.055179655,0.0,0.0,1.710556415,0.424035151,2.992757494,0.0,4.347801616,2.889851904,2.598291877,0.879583807,0.33771197,0.428871493,0.0,0.145295457,6.54066668,0
RNA383_FPKM,0.948727715,0.238163235,0.3709364,0.829049241,5.924730235,0.653028225,0.313809844,1.091804494,0.182771927,0.496756523,0.354990436,7.489288607,1.271082635,0.68623305,0.064698497,0.880131244,0.474929618,2.905548941,2.050012657,0.568595252,0.452166589,0.344523148,57.98545652,0.071469991,0.994369858,0.235585664,0.644904264,0.191703883,0.224204486,3.819071327,0.2262638,10.0550422,9.776175636,5.211577084,0.0,0.0,0.562329861,0.245380303,0.751977769,0.209374273,0.0,8.668268208,2.584124038,0.0,3.951377478,4.690467692,0.249155384,0.211977749,1.504449481,0.087217478,0.0,0.595352675,0.358827917,2.73481698,0.0,0.383163988,6.747451869,0.45470685,0.123796544,32.89433432,1.974705848,5.133687518,1.773641388,0.118819516,0.0,4.343224667,0.46139886,1.628323252,0.294992714,8.686377148,2.620322454,7.539362547,1.339931014,0.245009077,0.544467646,0.0,0.158081678,8.045397234,0
RNA385_FPKM,1.328610472,0.701967575,0.520656578,0.506831751,2.802867226,0.427756828,0.411143799,1.430226069,0.263384137,0.397679526,0.0,6.294129526,0.915849081,0.449507175,0.042409861,0.838504376,0.0,3.045218186,2.349873652,0.372430567,0.592502311,0.376128459,34.40696807,0.093619421,0.930513486,0.051459492,0.516279526,0.753493213,0.293789234,2.699534914,0.402267097,9.590518323,9.26643054,5.790811175,0.252641603,0.395776961,0.644583398,0.160719849,1.313570322,0.411409567,0.079781559,12.51723164,3.949513375,0.088308005,7.128624782,3.848197938,0.0,0.208262631,1.49788905,0.0,0.430220205,0.701967575,0.313355402,1.663400622,0.0,0.411178273,2.708814727,0.0,0.108138322,39.22497197,0.431339322,4.043738773,1.717373647,0.038924972,0.191533345,2.03215589,0.604465489,1.357419588,0.096638864,10.41432976,1.888012506,16.51294601,1.003033603,0.72214516,0.458537897,1.740701965,0.62153379,10.47226208,1
RNA386_FPKM,0.890591234,0.129710373,0.115392542,0.331019923,3.584086674,0.0,0.455606727,1.783300162,0.0,0.420696976,0.3868555,6.770448864,1.93785123,0.373558906,0.070506038,0.871230555,0.0,2.953136922,2.231896247,1.114562602,0.492754491,0.500198024,61.88447562,0.058367797,1.701558554,0.0,0.156035224,0.139163223,0.0,3.679956914,0.492778935,6.338951684,7.013455006,4.638456576,0.420014543,0.131646349,0.61222154,0.133597403,1.091763489,0.113975309,0.0,12.87152855,2.110554714,0.146810827,4.229805856,6.655283054,0.067848503,0.0,0.786360667,0.095046394,0.613030956,0.389004202,0.0,0.425379502,0.0,0.408355518,7.584575466,0.495522775,0.269646134,45.00322771,1.433494337,6.156285188,1.511476991,0.0,0.0,7.769706901,0.0,1.773104892,0.0,10.47225678,1.712122055,6.456670946,0.625349545,0.53349411,0.76231371,0.0,0.344374616,6.739106033,0
RNA39_FPKM,1.53348054,0.606697383,0.269996218,1.126399217,5.366353947,0.332671122,0.319831194,1.483378796,0.074494301,0.337433286,0.0,7.631775726,2.720058542,0.174882346,0.065982787,0.489144891,0.967770538,1.973943639,2.088669325,0.231748422,1.382957228,0.23404947,67.05511546,0.091031381,1.158076429,0.160043527,0.073048201,0.455847748,0.228655034,2.351784583,0.691687542,10.78554812,12.89196119,4.801394168,0.0,0.738827806,1.289173566,0.416721435,1.532553034,0.853343937,0.0,11.94475512,3.730498772,0.206119354,5.664391031,4.77962073,0.126926828,0.431949939,0.919822098,0.266755758,0.382398324,1.092005844,0.426557679,1.891040307,0.069850266,0.822429705,8.206452588,0.463732961,0.042071594,81.64960494,0.0,6.423247954,2.671747692,0.060560871,0.0,1.580667511,0.470099364,4.22346689,0.300555331,12.88213426,3.471112386,6.282177246,0.585223035,0.873765654,0.396305687,0.084660992,0.161219662,8.040662247,1
RNA392_FPKM,1.480381876,0.404137412,0.419615737,0.562727942,4.096016355,1.292687189,1.065054972,0.411639782,0.08269964,0.249733746,0.0,6.714158148,0.575132505,0.388092591,0.073248391,0.633570006,0.268720637,1.972135284,1.159365208,0.385973933,0.51192032,0.519658731,42.97984357,0.060638447,0.3213679,0.088878504,0.567409598,0.4338018,0.0,2.486589094,0.292537558,8.581173386,10.40905974,4.293929571,0.0,0.546805083,0.636040635,0.138794667,1.417935427,0.592104904,0.0,11.92350788,2.192426991,0.076297866,5.644473158,4.341441794,0.281814927,0.359703456,1.259464688,0.296135173,0.530698891,0.808274824,0.202964136,1.878358422,0.0,0.590250191,2.462328726,1.029099454,0.233431775,50.57025906,0.744989734,5.072518488,1.308551837,0.0,0.0,3.860613116,0.0,1.842084138,0.0,9.300277529,2.37154234,13.59330311,0.649677163,0.554250236,0.263989856,1.315316373,0.536745,7.876371104,0
RNA409_FPKM,1.185406012,0.261435811,0.174547369,0.849622918,2.16836081,0.717016951,0.459483731,3.196570621,0.120410104,0.242426999,0.0,7.602864766,0.837388947,0.0,0.213196147,0.527091659,0.0,3.615803718,2.250888656,0.374590421,0.496826972,0.378309758,51.91495703,0.4904428,0.467909438,0.0,0.236025115,0.421007703,0.492455268,3.771070968,0.177474026,9.87847029,10.35557016,6.427923006,0.0,0.663540949,1.697897908,0.179616367,1.101053894,0.28737714,0.0,10.59961438,5.911400983,0.444143846,5.735917979,5.514380417,0.0,0.0,0.693811357,0.191569345,0.412097807,0.392218205,0.131297158,2.466613647,0.0,1.459101738,3.823854641,0.0,0.045327231,36.11858692,0.0,4.281244547,1.185426262,0.130430192,0.0,4.768956225,0.0,1.787914433,0.0,5.876011346,1.72626783,11.8139473,1.891548792,0.5380339,0.341633437,6.109517429,0.0,7.588198269,0
RNA41_FPKM,0.18194855,0.0,0.0,0.0,0.915289961,0.756629103,0.290906112,0.0,0.0,0.306968412,0.0,5.370373472,0.0,0.0,0.179985076,0.148346546,0.0,0.0,1.425071711,0.421623534,0.419187852,0.532323454,57.78687674,0.049682553,1.843459695,0.0,0.265660138,0.177712179,0.0,1.477148747,0.239700346,3.270358795,4.477721703,1.147057582,0.714889071,0.111991978,0.781810175,0.113717844,0.0,0.0,0.0,10.31777474,2.794606453,0.0,9.218906711,2.283694965,0.0,0.0,0.362592865,0.0,0.173959102,0.0,0.0,0.0,0.0,0.037785747,6.658150773,0.42154284,0.0,76.6181951,0.610037606,5.541752865,1.143713077,0.0,0.0,1.725374179,0.0,6.586176855,0.683584764,9.921066626,0.971507948,19.2187045,0.0,0.0,0.43258661,0.769821611,0.0,6.979608579,0
RNA418_FPKM,1.082173427,0.347487414,0.309332249,0.752805309,5.123578068,0.0,0.3052861,1.416266289,0.142248692,0.268486888,0.0,7.148967295,1.112953089,0.166926719,0.188882048,0.622765315,0.462107985,1.31925619,6.481701033,0.331870002,0.44016431,1.452636544,104.7113358,0.156432285,0.691000464,0.07642038,0.069725143,0.0,0.0,2.646367919,0.408825854,7.723113666,7.720948688,4.028512979,0.0,0.117596136,0.410228197,0.35805612,0.243930066,0.305533081,0.0,12.36261295,5.237840732,0.393555101,7.91670872,5.669681076,0.121214479,0.0,2.107706919,0.169804766,0.365099482,0.0,0.290893844,1.900552293,0.0,0.222082114,7.62354316,0.442637143,0.160591668,72.21162829,0.640564321,6.069404512,1.125343613,0.0,0.0,5.130994698,0.67319499,3.168299599,0.0,11.77114443,2.294340186,12.14879206,0.186263384,0.357475706,0.302671329,0.080809653,0.153885569,9.382857184,0
RNA431_FPKM,1.024714012,0.0,0.0,0.489250479,5.379099167,0.667017388,0.427442667,2.230152293,0.199135951,0.30067221,0.483532926,6.735472208,1.038582647,0.23357099,0.0,0.653732358,0.646601215,0.791484748,1.395512748,0.774342189,0.615896688,0.469277482,50.16778899,0.048652033,2.127910149,0.213861313,0.585466501,0.174026057,0.305389216,1.758630462,0.440184941,8.888707166,11.43422127,3.17600293,0.0,0.0,0.957172984,0.167091225,0.682634719,0.498983036,0.0,14.62209593,2.9326151,0.0,8.026209008,4.1939845,0.0,0.144300402,1.311254162,0.237598076,0.383361095,0.648656076,0.24434315,3.192295159,0.0,0.854880568,10.67115882,0.619356781,0.449629084,44.79699694,0.896304936,5.575380733,1.155151223,0.0,0.39799822,2.957573779,0.628179528,1.814292085,0.0,8.555325608,1.070681633,16.52432053,1.042756813,0.667301258,0.423713863,0.0,1.076819607,7.866305336,1
RNA44_FPKM,0.844823807,0.591333535,0.36840092,0.631277106,4.903741512,0.48648589,0.831164739,0.903610795,0.072600362,0.493393801,0.0,5.613912974,1.893752609,0.170349367,0.128545006,0.238435772,0.471582999,2.116312223,5.089959544,0.225856464,0.449189392,0.34226525,86.36084751,0.283919972,5.220131812,0.0,0.355846729,0.0,0.222728258,2.756150792,0.449434416,10.16188943,8.453171254,4.360716476,0.765760964,0.120007315,3.071592046,0.081217072,0.74704954,0.571828383,0.0,11.0552309,2.352708801,0.133896588,5.321376566,6.164385554,0.061849924,0.0,1.255140073,0.173286425,0.279602551,0.118242502,0.178210489,1.455151281,0.045375226,0.396756025,12.97074476,0.451712928,1.024695067,61.15237148,0.653698384,7.551379937,1.761563733,0.0,0.0,0.0,0.458147585,10.14428841,0.0,15.09785323,3.643473181,7.956140918,0.380165018,0.0,0.695301351,0.9897676,0.471283206,7.17112186,1
RNA442_FPKM,0.321158737,0.233762699,0.05201526,0.705353704,0.0,0.640962239,0.513528794,0.357210416,0.03588231,0.487654095,0.0,2.496993218,1.622261422,0.0,0.254130512,1.021127002,0.0,1.331172062,1.509100967,0.22325651,0.0,0.225473241,75.98537861,0.122778006,1.394505043,0.0,0.140671359,0.125460643,0.0,2.373600825,0.412527156,5.368535163,2.822737266,3.609397161,0.378472941,0.474503389,0.0,0.0,0.492131997,0.0,0.0,16.82599748,2.325391468,0.132355233,1.939537894,4.046531489,0.061137937,0.0,0.265844874,0.342583265,0.0,0.116881349,0.0,0.287621173,0.0,0.416167208,13.46181343,0.0,0.081018672,38.9164179,0.646173314,4.976030303,0.681322435,0.058312045,0.0,6.090941567,0.679310407,2.03447869,0.434313211,10.9639524,2.315173323,2.929728625,0.751577471,0.4809641,0.305396033,1.875126564,0.310466084,6.429932365,0
RNA454_FPKM,0.517303819,0.434489652,0.257832501,0.537808845,2.80252449,0.397052149,0.127280488,0.885321485,0.133387342,0.268553552,0.0,6.187818883,0.618474193,0.208718427,0.0,1.265145209,0.0,0.942507323,1.24644219,0.138363901,0.0,0.838164435,43.78706744,0.065192622,2.07351611,0.191016359,0.174281297,0.155436358,0.0,0.701819842,0.275217974,6.866344573,4.89645614,3.835352853,0.0,0.881949145,0.341906017,0.149218668,0.0,0.127303081,0.296147167,10.54382038,2.357337475,0.16397824,8.472164131,3.457774287,0.075780844,0.128946463,0.951596519,0.0,0.342355693,0.868979304,0.0,1.188026523,0.055569375,0.337151634,5.295021441,0.553455604,0.100376078,40.01117899,0.0,7.430117401,1.594566679,0.0,0.355650172,3.396011075,0.0,0.900334842,0.179444622,10.9432035,1.912316916,17.72037179,0.698470363,0.596018247,0.283816487,1.414196973,0.1924123,5.896768332,0
RNA457_FPKM,0.953545414,1.862267235,1.318494094,0.589361644,4.211779556,0.696302265,2.677255222,0.646807545,0.337840748,0.235423261,0.0,6.02741375,0.451851425,0.243902488,0.230079423,0.910055135,0.0,2.065644092,2.185860276,0.161688166,0.321706193,1.388030078,32.64181975,0.088912474,0.0,0.167514436,0.305633561,1.0903423,0.318897436,2.539184658,0.34468632,8.653012076,9.075771095,4.017889433,0.548199879,1.288715269,0.799458157,0.203510774,0.712829564,0.334889015,0.173115751,8.893331688,2.296380932,0.191710199,1.737790113,3.570224396,0.0,0.150683213,1.133688869,0.124053852,0.133397421,0.592575489,0.765212534,2.430227956,0.064967254,0.637510818,2.011605526,0.323513531,0.264053673,49.1671854,0.468174053,4.111518691,1.151243004,0.168924394,0.0,1.543874836,0.0,0.841842593,0.104891455,6.561140564,2.235378146,2.931123631,1.22475959,0.261281971,0.663527231,2.656685998,1.011861927,7.919280851,0
RNA466_FPKM,0.886025982,0.119464941,0.478384447,0.997939503,5.942857199,0.32756516,1.154320097,0.912592804,0.146667105,0.332201743,0.0,6.662006102,0.509996292,0.172110508,0.064936978,1.043319242,0.238229207,1.748735491,2.5702772,0.456274772,0.453833295,0.92161032,119.6461345,0.071683062,3.419794435,0.157587119,0.359383892,0.192290038,0.225030913,3.610403086,0.25937536,7.785834463,16.38253075,3.329977884,0.386838856,0.727373071,0.705041315,0.205102928,1.005782161,0.209998473,0.0,10.86886441,10.36852568,0.135280866,6.449271971,4.134675177,0.062489354,0.0,1.841130335,0.17507793,0.56470447,0.597211467,0.179934622,0.685857801,0.022922167,2.355162197,9.825091877,0.45638292,0.289794147,53.30080259,0.660456583,7.691828911,1.547062086,0.119201995,0.0,0.0,0.694106775,6.384756597,0.0,13.53670475,1.051351579,9.414000545,0.575960941,0.12289888,0.546182629,0.083319138,0.317328749,11.43294666,0
