,POM121B,MTCO2P11,MTCO1P11,SMG1P6,AC008443.5,RPS10P16,MTCO3P11,VN1R83P,CICP5,AC005682.1,AL022345.3,SEC22B2P,ASLP1,AC094019.2,AL117340.1,OR7E7P,FRG1KP,GUSBP15,PDIA3P2,AC008267.3,AL109840.1,UNC93B8,MTCO1P12,ARHGEF34P,FO538757.1,ENPP7P5,BLZF2P,MTND5P14,AC145285.4,DDX12P,AL353807.3,AL031432.2,AC093162.1,PKD1P1,TMSB4XP2,MTATP6P11,TREML5P,AC099654.2,AL157893.1,AL353743.4,PSPC1P1,AP005018.2,IDSP1,KRT128P,AGAP10P,MSTO2P,AC107982.1,OR8R1P,TNRC18P3,TAS2R15P,AL355864.2,CDCA4P4,MTND4P14,AC090114.3,NAIPP2,PKD1P2,MTND1P23,SEPTIN14P8,AL450326.2,AC103810.3,AL589644.1,WASH4P,SPDYE18,MTND4P23,CR545473.1,PSPHP1,GTF2IP23,MTCO3P12,CYP4F60P,ABHD17AP6,AP001282.2,AGAP7P,GUSBP17,NBPF2P,AC090971.3,AL645929.1,MTND6P5,HNRNPLP2,Diagnosis
R_JS021_FPKM,1.207975133,0.578552077,0.875320284,1.90650563,15.99110746,0.95175637,1.626400061,2.475177112,0.532811693,0.107280049,0.344981349,9.748798421,1.235105945,0.333431848,0.0,0.466473478,1.153710886,0.752850066,2.489970962,0.22103909,0.439417585,1.339208964,100.9589031,0.0,2.208480082,0.152647752,0.487368945,0.683045174,0.217882958,1.948888018,0.219851061,10.11311367,18.88679906,3.179437311,1.123978952,0.35229191,2.731814192,0.278144903,1.218004372,1.017146073,0.0,6.508547342,9.625322097,0.0,9.01297866,4.235367008,0.0,0.0,2.455912138,0.0,0.455869539,0.809892511,0.232416047,2.467546603,0.0,1.275364869,10.57476461,0.884156361,0.040089576,72.12032177,0.639477623,6.566921779,2.247892821,0.057707812,0.0,1.507338744,0.672466039,8.629935875,0.0,10.70120178,1.527738381,14.53722936,0.558003735,0.0,1.058072829,0.161415213,0.614631499,10.62386013,1
R_JS022_FPKM,2.649388122,2.828566419,2.975386158,2.924289918,16.70406423,2.115187442,4.744312475,2.161151871,0.157869777,0.059591267,0.0,8.84975983,1.509752877,0.555638066,0.349472621,1.209547483,0.769094331,4.392355923,6.640082098,0.736812693,0.488382061,1.240130771,94.3430798,0.212204895,1.38047685,0.254375526,0.618983554,1.863153444,0.242161742,3.945787679,0.523545885,12.0002236,18.87698904,6.385433994,0.832575133,3.914741165,3.187508292,0.309106579,1.894832899,0.847758527,0.0,11.59353047,9.068479747,0.509601188,10.52202118,5.167016166,0.941586195,0.915512324,2.566705857,0.282609016,0.506593567,0.385678187,1.614309184,4.218538931,0.049334305,3.389110634,10.81123498,0.491125781,0.222828873,87.43050711,0.71073487,6.245022196,1.998432616,0.128276433,0.0,1.004832058,0.498121875,9.75002167,0.0,10.38444874,1.980682934,10.98178543,1.033546687,0.396764247,1.091789972,2.062496264,1.195373099,7.183736579,1
R_JS023_FPKM,3.478739958,0.477777186,0.744236798,1.524719114,11.22616367,1.473873301,1.469242672,2.555491748,0.330041155,0.276859353,0.0,11.62385053,1.657660352,1.032484598,0.06495938,2.407853533,1.429128241,0.0,4.11251249,1.368912163,0.453989854,0.921669466,215.4079494,0.143375325,0.0,0.157559887,0.359427142,0.384635146,0.0,2.122293113,0.291832797,0.884864206,14.42207922,5.263839506,0.386972304,1.939758315,1.128085023,0.492255283,2.263285317,0.892577977,0.0,14.72330756,10.15310081,0.0,3.997440463,4.847860099,0.0,0.42524671,1.750669382,0.26261684,1.694185764,0.358394746,0.299965045,1.959621904,0.068766486,0.875065,16.15776714,0.456540359,0.703780903,67.68773029,0.660684422,7.366354984,1.00564728,0.297984351,0.0,0.0,0.694326004,19.45257884,0.0,33.14372984,1.840119463,5.239090625,0.768057888,0.245755285,0.546202607,1.666181085,0.475993022,9.674629101,1
R_JS024_FPKM,2.532571172,0.921817792,1.23064519,1.436359345,22.93202257,1.083265852,1.50394511,2.615850597,0.323418661,0.0,0.0,7.344734523,0.702796202,0.379390831,0.071571732,0.707877801,1.312848037,1.071007609,2.266740155,0.377259422,0.500202436,0.635008767,137.4206271,0.138313349,2.04219915,0.17368814,0.713193426,0.494740409,0.49604563,2.278858103,0.107229025,7.218056807,15.77199237,7.131938974,0.852726058,1.603757133,1.554591679,0.226101606,1.108807878,0.578826637,0.0,11.32918858,13.81253703,0.149102808,5.295597007,2.986528782,0.688803698,0.0,2.196167321,0.289449039,0.51874992,0.263341871,0.991968972,1.404165881,0.0,3.786592284,9.869127593,0.0,0.228175933,51.301096,0.727936879,6.755335641,1.02334979,0.197071686,0.323235509,1.715253566,0.765266975,11.6227603,0.0,27.36066351,0.579522564,7.599495857,0.423339178,0.270911456,1.290226693,1.193901042,0.524626384,12.26238196,1
R_JS025_FPKM,3.316399127,1.219323593,0.651116183,1.188480376,9.436985103,0.0,1.499675927,2.608425096,0.411730794,0.113049516,0.0,5.932505555,1.301632721,0.351363643,0.0,1.802416572,1.45880576,1.98358862,4.198078504,0.582206382,0.926500779,1.176085167,158.7815308,0.12806147,0.581770394,0.16085707,0.586987968,0.458069916,0.459400663,3.094723346,0.364065353,10.65726356,12.71918475,6.347722292,0.789731617,2.351164346,1.151556256,0.0,3.336926774,0.911077229,0.0,16.03743527,9.481833305,0.345154825,3.943209531,5.482057933,0.255083942,0.651116183,3.111828866,0.536048237,0.864679285,0.121943853,0.306152839,3.20037088,0.023397805,0.459129566,21.61914611,0.46585292,0.084527849,66.5012544,1.348322272,6.387961905,1.34232045,0.486644463,0.0,1.588241166,2.362222345,17.12767277,0.0,34.78417338,1.609879495,6.674658765,0.979978592,0.125449047,0.557516411,1.78576795,0.485870038,10.98427753,1
R_JS026_FPKM,2.244979054,0.583704127,0.986990647,1.869283661,12.906674,0.160079019,1.230596482,1.605306197,0.430014301,0.108194428,0.696145726,6.095220623,1.869198206,0.0,0.31728122,1.019645129,1.163984769,1.898948448,5.023800324,0.891909025,0.443570914,3.940709446,108.5961487,0.315269125,0.139296831,0.461921279,0.632178104,0.250607429,0.219942364,3.259085377,0.253508673,10.89490259,12.74085588,8.11845669,1.133906758,1.30322335,1.240210517,0.280626279,1.720247777,0.0,0.0,12.26379879,8.866596254,0.198268459,5.711962135,6.084471749,0.244245856,0.0,3.893602472,0.342154755,1.011772474,0.466940607,0.351728832,2.776697418,0.0,1.142855809,18.35054196,0.446062885,0.161834665,75.24211723,1.290416468,8.34539504,1.436306389,0.232956429,0.573000815,0.0,0.678405753,9.867645214,0.0,18.93176859,2.31184873,7.006092953,0.0,0.4803625,0.686225992,0.0,0.465078944,12.28568508,1
R_JS027_FPKM,1.860991214,0.366147801,0.448079433,1.380811649,1.771076704,0.0,1.045420706,3.356901125,0.112406548,0.254581293,0.0,12.05746925,1.465692117,1.055002139,0.0,1.537584103,0.547520131,2.38244017,2.757499173,0.611916951,0.347564872,0.176581918,83.94446401,0.164801299,0.436807903,0.060343465,0.165225101,0.245615325,0.344848345,2.302151214,0.223622803,8.407432983,9.460155363,6.649550452,0.296257677,0.836082271,1.188655163,0.628707321,2.697739129,0.925368365,0.0,9.237950431,3.641837096,0.103655497,3.629511832,4.552545125,0.143618742,0.0,1.20275827,0.469488006,0.577011598,0.274565242,0.459712896,2.177340914,0.035127046,0.620417677,6.860099816,0.69938344,0.44412321,59.64899476,1.012115873,5.694730534,0.889186551,0.091335475,0.0,0.0,0.88659435,3.755020333,0.0,24.68228325,2.618626623,4.286341295,1.029987871,0.376672473,0.179350975,0.0,0.85094701,6.739602056,1
R_JS028_FPKM,2.413642968,1.668013905,1.336157735,1.471040249,9.836416446,1.067117215,1.074688899,3.228516186,0.27311933,0.154635236,0.0,6.070536727,1.305822933,0.16014906,0.302245744,0.672479914,0.665248947,1.989974182,5.264615241,0.531052564,1.267317827,0.965318686,101.8354463,0.08343103,0.265367605,0.220028992,0.602256348,0.417750701,0.0,3.104738657,0.482969985,12.68520003,11.81513582,6.789411473,1.080237577,0.451403354,1.444113208,0.420105661,1.170617417,0.4887783,0.0,14.25864231,4.424307431,0.188884172,5.128682239,4.380366534,0.581646177,0.0,2.135606264,0.325905439,0.43813375,0.44476507,0.16754054,2.097959918,0.08533867,0.852709942,11.99303082,0.0,0.308338082,69.31579188,0.614555743,5.340542552,1.584323423,0.277409703,0.0,1.738313342,0.646295986,12.16511155,0.0,20.13556354,2.447055112,9.204597147,1.072576317,0.800741511,0.653746084,0.0,0.443066194,7.850677259,1
R_JS029_FPKM,1.966609028,1.230227366,0.49773015,0.674864202,7.110600512,0.766664989,1.179138394,1.025368031,0.171677578,0.051822044,0.0,7.167235032,1.671545628,0.483356752,0.060769736,0.676392026,0.892207905,4.912561296,4.813491579,0.854508738,0.849840491,0.215775103,119.4765897,0.251720544,0.266879733,0.368832041,0.13462075,0.180066604,0.210589859,3.277465812,0.333953936,12.26119611,13.50375834,10.27078089,1.810789689,0.34051401,0.924283477,0.30727789,1.412658743,0.344141747,0.0,13.69325255,3.438614234,0.189962021,3.711438621,5.384671137,0.526545177,0.0,1.950064354,0.245845245,0.88126497,0.335506451,0.561692518,3.853134048,0.0,0.980144005,26.98644511,0.0,0.19381541,61.79304071,0.618072676,6.10378547,1.955667259,0.167383996,0.549174902,3.788030868,0.866788876,19.3260418,0.554176495,12.38413638,1.230633769,6.159465774,1.438322037,0.460276695,0.657549213,0.077972245,0.594224405,6.394240498,1
R_JS030_FPKM,2.784623715,0.70707501,0.944052903,1.31284904,24.1069987,0.323125677,0.621202851,2.701364793,0.108535216,0.382376397,0.0,7.13272808,1.635536888,0.339555796,0.0,1.583777838,0.705001476,0.575132783,2.028738425,1.12549393,1.343047505,0.454667619,172.7948631,0.106092455,3.655428384,0.0,0.283664311,0.885534463,0.221981074,2.800923435,0.351922819,7.507563938,12.63551521,5.888243863,1.526384149,1.315771137,1.391235552,0.161889228,0.248096495,0.362602569,0.0,11.99161136,5.54147388,0.0,5.070818604,4.126514939,0.0,0.0,1.667710459,0.259057655,0.185713019,1.060612515,0.71026723,2.706712321,0.022611503,0.669707832,59.888748,0.0,0.122530838,60.93944285,0.0,6.496028112,1.144864127,0.058793227,0.578593269,2.14921906,0.684915964,27.83619785,0.0,10.82338829,2.852966543,6.568128946,0.378889682,0.363699703,0.846845977,3.205570437,0.626055998,6.431535057,1
R_JS031_FPKM,1.586915646,0.918828708,1.402013593,1.462336794,10.88583705,0.719819725,1.383959973,1.404052857,0.443308069,0.243374631,0.391480903,8.412203636,1.120975145,0.567315546,0.28539615,2.028675024,1.308763136,3.2032487,4.519374476,0.877533036,0.997292133,1.266198195,130.1052996,0.098474896,3.132010853,0.346295425,0.394945336,0.704553849,0.0,2.059685441,0.285054358,10.69597022,10.65072244,6.899679616,2.125182045,0.799322202,1.084728336,0.135238857,1.934376227,0.750124541,0.268444048,12.27089245,3.086283683,0.222958316,4.651412846,4.074002021,0.137319455,0.116829379,2.321965175,0.577096849,0.51713584,0.262522488,0.659283403,3.983980018,0.050371132,0.790891984,17.99649601,0.501447449,0.136479581,76.24576359,0.725671918,6.304285056,1.955256309,0.0,0.644459537,1.367933271,0.508590575,15.01310743,0.0,13.25265759,2.888898794,8.701215346,1.688087866,0.81020556,0.685937721,0.824012391,0.697325359,10.57512617,1
R_JS032_FPKM,1.109885845,0.10095249,0.179783064,0.585952201,8.375020475,0.276923913,0.44361268,1.851835258,0.279035998,0.140423963,0.602430968,11.50570509,0.754647528,0.436444818,0.0,0.746461459,0.201312883,1.971451412,4.346653821,0.675155162,1.534684478,1.266345046,85.32017185,0.075762625,0.0,0.266448614,0.182302614,0.379408426,0.0,3.495472492,0.164496121,5.086938309,5.170086255,4.763316557,0.654067908,0.410012719,0.834566798,0.312153907,1.700981557,0.799049433,0.0,9.440622777,2.922274499,0.0,2.925343049,3.375449651,0.369777289,0.359566128,1.531197027,0.0,0.397863516,0.70692717,0.152143245,1.822482502,0.038756846,0.629214048,7.015089262,0.0,0.104995899,60.80572939,0.558111326,6.393461277,1.24270099,0.251912116,0.0,0.0,0.39132268,8.160633068,0.0,16.24767639,1.555697331,6.094769363,0.811716819,0.0,0.461777594,1.197417209,0.268270041,7.698537548,1
R_JS033_FPKM,1.792280192,0.376360629,0.055848934,0.524049516,4.854833207,0.343927533,0.991958248,1.150225744,0.115541864,0.34890965,0.37428584,9.081447051,0.267799147,0.180799092,0.0,0.758671625,1.0007695,2.652994731,3.239559849,1.078336635,1.429749877,0.96799789,204.3350114,0.2070529,2.095243805,0.0,0.150962882,0.471271777,0.472543093,2.026249935,0.476762063,5.389605278,8.845573559,4.663277966,1.625059045,0.509346865,1.480948905,0.172354747,0.0,0.330866487,0.0,10.48158361,6.352600898,0.0,4.339366917,4.791894932,0.065643978,0.111697868,2.536035456,0.367739655,0.098884324,0.627225419,0.125988225,3.087051863,0.048134327,1.176689305,26.14197183,0.479422312,0.086946002,61.31362159,0.693798142,7.667917708,1.70608601,0.250375935,0.0,6.536932663,0.486005859,30.56649541,0.0,29.3339605,1.9323668,5.626353541,0.403281458,0.387178862,0.49169112,2.099810808,0.0,10.16057153,1
R_JS034_FPKM,3.650095837,0.352758945,0.784824776,1.200572723,8.449551777,0.644658667,1.239452422,2.335494087,0.433108882,0.217962303,0.350696028,10.32463964,1.88259381,1.693862001,0.127831646,1.896004375,0.937685333,0.764953824,3.541941655,0.785992671,0.0,0.793796853,98.547136,0.388093345,0.701244549,0.465245477,0.919729972,0.567911736,0.442984456,3.173986392,0.542566725,9.057035892,21.23580357,6.661232214,0.0,0.715922518,5.968262818,0.282639789,3.465181309,0.465122282,0.120238638,15.07511908,7.6545016,0.133153529,8.927034075,6.455598736,0.061506688,0.31397393,2.347013001,0.258487158,1.018977381,1.293202177,0.5314211,5.11114375,0.045123417,2.173335521,11.17521364,0.0,0.244479147,70.78625075,1.30014137,6.80125234,3.578542935,0.351920827,0.0,1.531453613,0.683407643,5.407772022,0.0,11.25686055,1.811089908,16.1676677,0.755911817,0.362898764,0.844743016,2.623854179,0.936851733,8.758467168,1
R_JS035_FPKM,1.444221846,0.685597865,1.067937269,1.087333377,10.42401005,1.723324242,0.903501062,0.873173655,0.0,0.0,2.385684426,7.865378997,0.48796354,0.987725737,0.248467446,2.994578084,0.227945751,0.929574824,2.950674354,0.763955125,0.0,0.551152165,255.0718271,0.085737484,2.590235745,0.075392339,0.550146505,0.490659471,0.215317178,3.876028853,0.217140139,6.602424881,15.01120484,4.898673441,1.480156072,1.159760184,0.404693184,0.15698625,0.962330573,1.054821039,0.0,14.93604119,6.406509229,0.0,7.294895304,3.319171308,0.059791924,0.0,1.010657839,0.41870935,0.540216162,0.457107022,0.172158991,1.218507355,0.065774061,3.019948346,859.55933,0.0,0.277235499,35.61447987,0.631947164,7.608359638,2.886202877,0.456100917,0.280611918,4.16809233,1.549675354,35.79835058,0.0,35.27987772,1.005931311,7.348438348,0.183757686,0.0,0.522513015,0.0,0.3034644,8.265436737,1
R_JS036_FPKM,1.961876147,1.575130205,1.121538024,1.535354146,8.708036906,1.295607985,2.398620706,1.604567919,0.386842009,0.146035098,0.626413712,6.97855062,1.008825056,0.453884511,0.057083264,2.11677577,1.465918305,4.612305238,4.519194455,0.902558372,0.797890091,1.215397234,89.59309682,0.236339042,1.002123505,0.06926398,0.821474525,0.338174411,0.395629713,4.531028373,0.427580255,14.62347688,17.64868523,8.572922584,0.680106315,0.959136658,1.859528714,0.18033122,2.652802013,0.323127435,0.214770415,16.76570267,8.355995892,0.41621827,3.396084122,6.726979631,0.329589984,0.0,1.96359403,0.153903369,0.413737909,0.210032833,0.263704443,4.995816444,0.020149877,0.949017547,7.294264473,1.203558929,0.291136798,66.94303372,0.580578562,6.475849985,2.380221804,0.314355817,0.257802033,3.55657553,0.610351822,3.524576946,0.0,21.27135401,0.693312263,5.679225398,1.85684134,0.648210255,0.685910398,0.0,0.976324496,13.32609653,1
R_JS037_FPKM,2.049363362,1.997951396,1.896819788,1.205575549,7.73207902,0.547867429,1.755306136,3.460075701,0.163545587,0.123467442,0.0,10.59061696,1.279627094,0.0,0.0,1.252955971,0.796898079,1.300202129,2.29274352,0.254391486,0.506231882,1.670184696,257.6336803,0.459668618,0.953481561,0.0,0.240479863,0.714868166,0.251012484,5.409239875,0.542358063,5.130632728,12.35103151,5.536920073,1.29401069,1.892524541,3.302242081,0.137243558,1.96283505,1.053877953,0.0,17.85028491,1.927157521,0.0,6.105686394,3.70986879,0.487689016,0.0,1.009741322,0.48800537,1.889164767,0.665983799,0.334467491,3.168393717,0.102215992,4.532345986,753.8083993,0.509075881,0.415454872,30.19104829,0.736711438,7.996081562,1.725215173,0.398741372,0.0,4.164232583,2.064419453,26.65890853,0.0,34.70260406,1.465595414,6.281316086,0.642416655,0.274019271,0.870065289,0.0,0.176983412,11.76886438,1
R_JS038_FPKM,1.178195841,0.504518556,0.95422685,0.96596128,9.064591338,0.345839333,1.772985107,0.96368713,0.425936659,0.116929999,0.0,5.089065803,0.673219423,1.271985343,0.479917731,1.525520535,0.50303903,0.0,4.342691369,0.602304456,0.479151701,2.068168265,121.0622672,0.151400096,0.0,0.24956786,0.683109195,1.015408301,0.0,3.608755859,0.479342979,8.96903893,9.502487153,5.028765719,0.816839567,0.512048684,4.615851114,0.173268999,0.531072164,0.166324799,0.0,12.5205972,9.124052214,0.357069752,5.958941177,2.760190726,0.395853021,1.234881806,1.752941639,0.09242258,1.093220973,0.882907473,0.253377118,3.620992593,0.048401893,0.639013123,17.29152283,0.96368713,0.087429311,60.75072303,0.0,5.98849466,1.061891437,0.188778036,0.619264654,1.971681713,0.488707433,11.91629734,0.46867844,24.1525475,4.163502647,9.025837434,0.405523189,0.129755151,0.494340948,2.37503346,0.335031854,9.996969481,1
R_JS039_FPKM,1.033794677,0.912175321,0.608938891,0.820338539,3.466886493,1.094262632,1.001717215,1.742312639,0.175035828,0.105691824,0.340021724,6.901099064,0.973750735,0.328495564,0.123940772,1.685561017,0.909617028,4.26629833,4.416482097,0.653411956,0.866200592,1.42976394,68.7919557,0.188184924,2.448435689,0.0,0.411707356,0.550753095,0.429501125,3.104587025,0.34046071,7.263726678,14.53785071,9.286018118,0.738332886,0.810080993,1.615379557,0.274118316,0.720046003,0.300730002,0.0,12.92256844,3.299357545,0.0,2.308731582,5.89795026,0.178903738,0.405993987,1.411817266,0.16707964,0.359419938,1.026182605,0.229083757,1.870612597,0.0,0.663561875,310.3501492,0.0,0.118539683,70.26610885,0.0,4.915944808,0.812241978,0.0,0.279873477,2.673579201,0.441737624,1.701021252,0.0,18.9382847,1.756486296,3.308996604,1.09983289,0.82111084,0.148943233,1.3518804,1.060066925,6.469504425,1
R_JS040_FPKM,0.975776472,0.355130285,1.000987026,1.291318275,7.853941383,0.973744329,0.728001789,2.351755029,0.436133088,0.164613902,0.353053499,8.850928671,0.884573603,0.682171168,0.579173618,1.272746622,0.944236925,4.236834375,4.076265814,0.678338746,1.798797718,0.57089502,125.3173385,0.088808691,3.389595755,0.078075847,0.284942293,0.635392576,0.0,3.906236863,0.449911052,12.62773056,11.206122,9.369165368,1.91657614,0.120143579,0.279500687,0.162618582,0.996856939,0.364236189,0.0,11.94790689,3.425583994,0.134048623,2.630108234,4.286504681,0.681183533,0.316084547,1.136788096,0.520449555,0.093274853,0.473507046,0.178351989,2.233502271,0.0,1.215790761,17.31209115,0.452225831,0.205138119,54.50598463,0.0,6.266945175,1.763403221,0.0,0.581199985,4.318111823,0.688001691,22.51686002,0.0,15.19041799,2.605315192,3.006115089,1.141790041,0.243558844,0.463955031,0.0,0.157219136,6.050442468,1
R_JS041_FPKM,1.95010025,1.223710987,1.198143082,1.136035794,15.22232565,1.342134631,0.752625227,1.495952308,0.450811813,0.113445599,0.365165979,8.568350732,1.567579538,1.234177809,0.266066658,2.466859097,0.976097914,6.768686112,3.686910924,0.934970193,1.394874511,0.708190188,116.2748535,0.220332781,0.438039539,0.161420654,0.589113962,0.459772633,0.461010233,4.715630278,0.564732694,16.13535158,17.02135362,9.574957841,0.39646592,1.614635834,2.455998954,0.210155168,1.803504415,0.322736964,0.0,16.19760402,6.639525017,0.069323766,4.852502238,6.524762133,0.256037991,0.108976235,2.442959087,0.448391414,0.771377494,0.6119224,0.491653454,5.420565416,0.046959564,0.888117375,16.55348299,0.0,0.04243519,72.81364725,0.0,6.144308919,2.694581709,0.0,0.0,1.594280582,0.0,14.14803613,0.0,10.122967,1.077182487,7.869543715,1.967194968,1.007108589,0.719458809,0.0,1.462805899,11.13071965,1
