,POM121B,MTCO2P11,MTCO1P11,SMG1P6,AC008443.5,RPS10P16,MTCO3P11,VN1R83P,CICP5,AC005682.1,AL022345.3,SEC22B2P,ASLP1,AC094019.2,AL117340.1,OR7E7P,FRG1KP,GUSBP15,PDIA3P2,AC008267.3,AL109840.1,UNC93B8,MTCO1P12,ARHGEF34P,FO538757.1,ENPP7P5,BLZF2P,MTND5P14,AC145285.4,DDX12P,AL353807.3,AL031432.2,AC093162.1,PKD1P1,TMSB4XP2,MTATP6P11,TREML5P,AC099654.2,AL157893.1,AL353743.4,PSPC1P1,AP005018.2,IDSP1,KRT128P,AGAP10P,MSTO2P,Diagnosis
RNA86_FPKM,2.468060392,0.34114601,0.101212603,0.844462976,5.34335239,0.311800116,0.999049468,0.347534512,0.174551758,0.368974098,0.339151004,9.581016825,0.60695784,0.16382718,0.123623387,1.29887815,0.453527442,3.699626733,1.468223332,0.651627209,0.431991223,0.329048633,90.35127777,0.170623188,0.0,0.0,0.34215234,0.366186719,0.214200634,3.09603359,0.648211738,13.13970161,10.43407348,6.12441747,0.736442179,0.0,0.671236361,0.741978558,1.915205668,0.799701525,0.0,13.63958633,4.729849098,0.257540146,6.427529435,8.053448164,1
RNA87_FPKM,1.057796738,0.513352129,0.514040068,0.685045174,4.966378601,0.879785838,0.902014077,1.568896395,0.236374826,0.59485323,0.0,12.33627846,0.958971064,0.18494561,0.0,1.897122561,0.511703203,1.252560383,3.866231442,0.245071337,0.487677809,0.24750467,69.84790613,0.231076422,1.377988112,0.084669571,0.308919865,0.41323618,0.241812543,1.806342151,0.243858111,12.54828779,12.64386543,6.912146791,0.415687276,1.172318244,1.969504875,0.264429414,1.891221572,0.620519726,0.0,10.9350068,3.017113851,0.217972623,7.83167797,5.5659133,0
RNA89_FPKM,0.24321937,0.442576233,0.049250017,0.744725401,2.447024153,1.061923217,0.0,0.507330511,0.203819363,0.205147811,0.0,4.46477409,0.82686643,0.0,0.120310193,0.074361686,0.220686293,0.0,1.428873908,0.105693856,0.420413552,1.280737277,78.51107843,0.04981511,0.792034895,0.0,0.133192966,0.0,0.0,1.761730868,0.180223509,2.295049742,3.313286188,1.492717696,1.075057511,0.0,0.914433882,0.456020091,0.6989538,0.194539004,0.0,8.970640258,1.801122254,0.0,7.499494689,2.509596892,0
RNA94_FPKM,0.0,0.0,0.0,4.078568804,9.463389325,0.0,0.0,0.0,0.0,0.0,0.0,19.36584087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.90028693,0.0,0.0,0.0,0.0,0.0,2.579395107,1.395566741,0.309779611,3.212230925,0.0,0.205252381,0.369437402,0.0,0.0,0.313552634,0.0,5.718361079,0.0,4.720182023,0.206334719,0.0,10.33367586,2.860581107,1
RNA95_FPKM,0.885240819,0.358001802,0.584154989,1.163200393,6.927189335,0.327147476,1.258094187,2.735294665,0.073257403,0.221279688,0.356035425,13.87850673,1.401238342,0.343782094,0.0,1.202772852,1.903658647,1.747185827,3.595307135,0.79783501,0.453497636,0.575470033,89.35075405,0.071627825,2.277863514,0.078735283,0.143597476,0.832629027,0.224864479,1.955009612,0.388728503,13.43599063,15.90654738,4.745983816,0.386552747,1.574538773,0.704351343,0.163948132,1.005007127,1.311380658,0.0,9.871836378,4.963706715,0.067590405,7.718656434,2.943879258,0
RNA97_FPKM,0.772861498,0.562534431,0.751098043,1.33832603,6.998254069,0.0,0.61777037,0.214900794,0.215871001,0.065188039,0.0,8.178607494,0.300253856,0.20260774,0.0,1.890150403,1.682969768,1.143909728,1.815775695,0.268625992,1.068501154,0.271293201,108.5326424,0.12663122,0.167773427,0.092755435,0.0,0.905823055,0.0,3.797042939,0.229098879,11.04351433,11.0040513,4.53957055,0.0,0.856556255,0.332051574,0.386441615,0.0,1.669197272,0.0,6.631990865,2.289322475,0.0,7.871120144,3.581638406,0
RNA98_FPKM,1.771383658,0.73263279,1.108538619,0.918166418,6.885556953,0.401766369,1.544776115,1.567340261,0.224916613,0.203758813,0.0,10.25959065,1.564176757,0.422195167,0.07964673,1.181478966,1.460968613,1.430211379,2.522482517,0.559764379,0.556637204,0.706652904,100.7374408,0.0879418,0.0,0.096642153,0.176350548,0.314563724,0.0,1.487673754,0.397756724,5.643985937,8.067428019,3.338409596,0.47446695,1.040994651,1.037896452,0.150966757,1.233907857,0.0,0.0,11.75801903,3.444932906,0.331850323,4.20317698,3.439874455,1
R_JS001_FPKM,1.69194795,1.642218786,1.461585021,2.064381171,15.88742787,1.500952654,3.005671687,1.882158405,0.252052627,0.317194432,0.816053993,13.47930571,1.606940032,1.182831713,0.07441085,3.402271403,0.545631409,1.558336226,2.355925685,0.91486593,0.0,0.263915334,258.7232114,0.061594944,0.816358302,0.0,0.49406776,1.248553567,0.257861423,4.294390984,0.705825675,11.35310749,16.65488267,6.481785618,1.329277544,3.88886294,0.323021372,0.235012238,3.169104646,0.360889831,0.0,18.33947456,6.929622793,0.154921158,4.618172388,5.063882388,1
R_JS002_FPKM,2.211634049,1.704689559,1.475058676,2.022058123,6.020818148,1.687870795,0.832054227,1.44721342,0.087211712,0.131679579,0.0,8.316651659,1.617516259,0.955007218,0.360322468,2.290815394,0.377803645,1.078381357,0.815386348,0.904508387,0.359863249,0.274005593,160.4309788,0.22735169,1.46874371,0.062478682,0.569920329,0.254147582,0.0,2.906300592,0.257089809,7.015042734,12.62339891,4.930384092,0.306740579,1.3456708,1.788815724,0.29272447,0.996919461,0.249787012,0.0,16.76538355,4.110470175,0.26811406,6.178768219,4.031932497,1
R_JS003_FPKM,2.295267131,1.05898844,1.256705045,1.77500516,12.68479297,0.967946823,0.930377441,0.719192999,0.216750169,0.109107525,0.0,8.797040802,1.38162054,0.339111736,0.447682973,1.027819194,0.469386333,3.062592198,6.076725659,0.561897829,1.340840865,0.907917403,110.5537074,0.070618024,0.982546315,0.15524805,0.212398686,0.884122647,0.221690775,2.932224322,0.287469916,13.94531218,13.63833484,5.984685803,1.142907214,1.5524672,1.805821222,0.121217432,1.981677305,0.517222048,0.0,13.04327387,8.724572385,0.066636444,4.169317105,5.430864157,1
R_JS004_FPKM,1.656461944,1.04344438,1.70275559,1.318529559,7.050723601,1.748465732,2.750284325,3.189163797,0.177987387,0.214992263,0.34582637,9.769231436,1.980347041,0.668206885,0.630208306,1.869737975,0.462454032,3.772427546,7.485016788,0.885805851,0.880987848,0.447366879,157.7862358,0.139164556,1.244810839,0.22943282,0.209332068,0.373394218,0.655249964,3.451171835,0.56653808,13.39805773,12.31900156,6.186861349,0.37546863,1.765123362,1.779402479,0.199112152,2.929063205,1.070279978,0.237138082,15.05860326,5.661489542,0.1313046,4.075769127,4.797881893,1
R_JS005_FPKM,1.533287137,1.819841525,1.619698693,1.604915565,11.06693474,1.49686375,3.623979033,3.337019574,0.186216308,0.112466018,0.36181502,9.070445987,2.460702566,0.873875259,0.197826917,2.445552968,1.209586869,4.736690567,6.788003722,0.695172678,0.460859354,0.468050068,106.0226682,0.200246456,1.013082055,0.240040226,0.511023691,1.041820096,0.457029498,3.52722467,0.395213878,8.627174976,15.46831541,7.72241402,1.571310942,1.600753116,3.007734694,0.374971929,1.276994186,0.426600256,0.248101728,12.04351357,4.168796635,0.137375228,5.561278886,4.6341408,1
R_JS006_FPKM,6.293401501,0.367419661,0.436108343,0.994996438,10.49655605,1.679368821,1.398982306,0.935817431,0.263219929,0.113560591,0.0,11.19321338,0.915278091,0.52933341,0.399504525,1.316943771,1.465630971,2.78984141,6.853242437,0.350906418,1.395784188,0.354390595,147.6957661,0.110278059,1.169076401,0.0,0.147427776,0.591653931,0.23061491,4.324425224,0.432260401,11.25121041,10.53021533,5.300017457,1.586603686,0.745940539,0.722983953,0.504828446,1.289284076,0.753816231,0.0,11.24782169,4.209022517,0.138712229,5.821682478,5.020091211,1
R_JS007_FPKM,1.868147251,0.557311673,0.644858817,1.189987189,3.697567422,0.764056326,0.391769059,1.703244664,0.205327672,0.361651997,0.332582698,8.598267938,0.832878303,0.0,0.060614592,1.348138547,0.444491323,2.357282947,6.236356151,1.171029116,0.846768387,1.505210109,193.6931792,0.167242691,1.063811113,0.073548841,0.067105182,0.598219318,0.629917996,2.752062066,0.514400608,8.752270396,9.043966752,5.758581337,1.082859031,1.01821073,0.78958471,0.306248654,2.346575466,0.342949889,0.0,12.6329011,4.031845532,0.37868509,8.871217713,6.164901256,1
R_JS008_FPKM,1.42112471,1.640056592,1.515848131,1.903137343,17.43652733,1.210753743,2.10586965,3.084575105,0.464744584,0.116951744,0.376443992,8.683522788,1.481429002,0.363491968,0.0,1.695427213,0.754831199,3.078484908,5.972596671,0.481933171,0.0,1.581898557,138.882932,0.227142377,1.805981145,0.166409514,0.227785344,0.677064754,0.475258196,3.260325992,0.273961212,12.89614125,18.27850414,6.504955532,0.40871062,1.920607002,3.276632896,0.259951831,3.452750721,0.720903997,0.0,12.31494565,10.72337309,0.0,8.053626379,4.768757049,1
R_JS009_FPKM,1.516744354,1.885009249,2.936136462,1.281208968,13.39911104,0.73847655,3.193974144,2.263342727,0.537394898,0.062420649,0.0,12.46369055,1.72489577,0.582019654,0.073198315,1.628548081,0.537073855,1.971400309,4.056349018,0.257222169,1.534711042,1.688410919,188.4021876,0.161622735,0.642604156,0.088817742,0.405098195,0.650390946,0.253659535,2.205901439,0.182738906,8.57752606,9.884307531,5.032126298,1.30815846,1.913143716,0.95370148,0.092496053,0.567003667,0.473480438,0.0,10.80456987,3.409059281,0.0,3.635146958,3.803856958,1
R_JS010_FPKM,1.718749099,0.595751224,1.1931294,1.359668987,11.25377636,0.40844706,1.22135305,1.213815229,0.030497877,0.27614917,0.0,11.194821,0.530026195,0.572190441,0.323829602,1.734799977,0.990107584,1.776884016,2.563992611,0.853512043,0.377389931,0.574625294,110.6265201,0.074498386,0.947627679,0.130976667,0.537788119,0.373057325,0.0,2.818217493,0.431283116,7.943798359,11.4135574,5.368061119,0.643033068,1.108563461,0.468878278,0.272801907,0.836142069,1.178475581,0.0,8.214427149,2.693647359,0.056247125,6.394812614,4.54363401,1
R_JS011_FPKM,1.439456167,0.564242372,2.833744321,1.814526146,8.689400032,1.104993245,2.478503551,2.340172567,0.247438668,0.0,0.240521155,11.19147453,2.065064797,0.580655685,0.131458156,2.491380653,1.607262901,1.704619145,0.347081161,1.000745509,0.306362142,0.38875104,115.1963829,0.072560898,0.0,0.106319428,0.485023584,1.51409767,0.303643573,3.98007347,0.525128254,12.0605496,26.6262882,6.282380439,0.261137254,1.55429372,2.854674071,0.221445111,1.018099039,0.814872303,0.082464396,10.5351857,3.935739659,0.228201068,9.180291802,5.5162623,1
R_JS012_FPKM,1.903006248,1.607956078,2.146680604,2.238995196,22.5648227,1.356461162,1.086570956,2.457101423,0.379686646,0.458626269,0.0,10.56814998,1.056208377,1.425433763,0.134453385,2.077685017,0.739887906,3.42060407,2.66141114,0.590594045,1.879342839,0.23858324,226.7523317,0.092785296,1.180359186,0.081571864,0.669827724,1.394013314,0.0,2.597069434,0.637929615,16.49120486,13.85835696,7.650454015,0.0,2.008525238,2.336305398,0.679652479,2.0829868,0.924248546,0.0,14.22226198,9.842103518,0.560203777,7.374007394,6.496133861,1
R_JS013_FPKM,2.957603314,0.678890377,0.474742421,1.215389711,7.50617095,0.797792774,1.533658754,2.81571262,0.267957534,0.089898079,0.0,9.897791697,0.724718142,0.558815599,0.0,1.303292843,0.19337314,2.997588794,3.339149982,1.01882924,0.736762465,0.561283994,255.2387842,0.043649762,1.041273575,0.063957556,0.116708391,0.156133166,0.182659946,2.215378874,0.447549555,4.166575805,8.243345346,6.832093675,0.628002292,1.082696148,1.259386144,0.133212607,0.816597407,0.213164173,0.0,13.47815639,4.033917762,0.0,6.518299437,3.665863417,1
R_JS014_FPKM,1.824273081,1.743799195,2.62658437,1.681079193,9.640515875,0.643602288,3.417582998,2.254730852,0.185300608,0.155427828,0.0,7.561339706,0.787527407,0.57975071,0.145825918,1.982915473,0.802470191,1.200131479,1.443117868,0.704571571,0.764237494,0.840949036,150.4468317,0.130818418,0.0,0.176942991,0.443942441,0.791914151,0.378943245,2.677298273,0.091023003,7.55149509,17.03783102,4.986275423,0.21706857,1.905966514,2.13779141,0.460677332,0.423524803,0.91389533,0.0,9.986946541,4.97304956,0.0,5.809316748,2.241657515,1
R_JS015_FPKM,2.798371832,1.642824307,1.462161034,1.347119751,26.33789461,0.450451826,1.539503314,2.175621256,0.537957366,0.101546741,0.326557176,5.588714692,1.169116724,0.0,0.238112823,1.17744621,1.310405312,1.60352229,1.414076619,0.732167482,0.83222944,0.52821727,73.50770886,0.197196916,0.783944231,0.144489883,0.659050755,0.881705232,0.206246637,2.95668922,0.356765039,13.79131155,16.39673789,5.428156725,0.709376522,0.889191468,3.103010153,0.225680915,0.691715498,0.625825119,0.0,9.875359914,5.74395485,0.124037527,3.326340287,4.139812378,1
R_JS016_FPKM,1.640320637,0.617646082,1.420111191,1.290054842,17.9259879,0.705644045,0.994830467,2.202093894,0.25282127,0.0,0.307017058,6.474451653,1.538354447,0.5932194,0.335730884,0.968312038,1.231669606,3.516581358,5.759062618,0.983144512,0.391060834,0.397162492,91.36356251,0.154456949,0.491227293,0.13579028,0.495574437,0.552485314,0.19390551,2.517697634,0.335302197,13.72488751,17.20091976,7.344284241,1.333331224,1.044774466,6.319202965,0.141413918,1.733743387,0.226243986,0.0,10.47403047,7.074102283,0.0,9.002935853,5.242589716,1
R_JS017_FPKM,1.424340507,1.239706471,1.755394211,1.438567236,9.3459539,1.854144735,1.980219669,2.066642221,0.968755703,0.104458864,0.336207843,8.024676606,2.0452017,0.649474427,0.245045507,0.908750779,1.348366811,3.666722545,2.42536277,0.645776801,0.0,0.978381911,61.73607695,0.152197539,0.403327265,0.074350522,1.017302947,0.423400529,0.212341796,2.626482781,0.428302172,13.19007398,15.78444085,6.723259207,0.0,1.029491414,2.927084723,0.077394522,1.423507995,0.594476916,0.0,11.37419728,11.00624099,0.255247235,6.719149771,5.022378675,1
R_JS018_FPKM,1.108210625,1.386504612,1.178009267,3.656737789,11.14968007,1.900853097,1.439686846,2.889242633,0.270895002,0.233735403,0.0,10.47107815,2.556676307,0.90791938,0.411099272,2.7950282,1.256709523,6.766910378,4.882454324,1.203897506,0.957515939,0.729482537,134.8758342,0.226957277,0.601561115,0.083169002,0.531002151,0.270631283,0.237526984,4.013762926,0.376376501,12.13810422,18.3846276,8.502113957,0.816168348,2.814545376,4.017853037,0.346303304,1.592214207,0.664880658,0.0,16.78826381,8.662517249,0.142710535,8.791186142,5.767739437,1
R_JS019_FPKM,1.312690997,0.612478881,0.981319183,1.080401804,7.111239826,1.847567981,0.753425713,0.935922785,0.789781037,0.283902958,1.096093357,10.46771704,1.307787735,1.05893765,0.0,0.823182596,1.221365511,4.185083725,5.272536629,0.701992374,1.396141259,0.945367991,143.9347393,0.128674206,0.438437343,0.080827286,0.147412703,0.460261643,0.230839145,2.911580472,0.365825836,9.982112366,11.24139661,4.823242524,1.190044216,0.994752886,2.892572178,0.3366083,1.289429223,0.43082381,0.0,12.26263183,4.652566482,0.138698047,7.131591493,4.825737527,1
R_JS020_FPKM,2.262115369,0.522732478,1.105039091,1.637860149,10.47639903,1.791722642,2.1815242,2.196816991,0.28086929,0.181710262,0.0,9.150571471,1.116037943,0.753089163,0.142108922,2.019721161,1.303071013,1.48833846,6.187237729,0.624083168,2.482386678,1.260559476,156.8878044,0.098046605,0.311891686,0.086216422,0.550553519,1.052124425,0.246230279,4.643968818,0.532152354,13.74651788,16.41041074,7.548274287,0.846563148,1.326409598,0.771436138,0.179524285,2.200978853,0.517004072,0.0,14.05465835,6.145279806,0.221955832,4.153064207,5.56405579,1
R_JS021_FPKM,1.207975133,0.578552077,0.875320284,1.90650563,15.99110746,0.95175637,1.626400061,2.475177112,0.532811693,0.107280049,0.344981349,9.748798421,1.235105945,0.333431848,0.0,0.466473478,1.153710886,0.752850066,2.489970962,0.22103909,0.439417585,1.339208964,100.9589031,0.0,2.208480082,0.152647752,0.487368945,0.683045174,0.217882958,1.948888018,0.219851061,10.11311367,18.88679906,3.179437311,1.123978952,0.35229191,2.731814192,0.278144903,1.218004372,1.017146073,0.0,6.508547342,9.625322097,0.0,9.01297866,4.235367008,1
R_JS022_FPKM,2.649388122,2.828566419,2.975386158,2.924289918,16.70406423,2.115187442,4.744312475,2.161151871,0.157869777,0.059591267,0.0,8.84975983,1.509752877,0.555638066,0.349472621,1.209547483,0.769094331,4.392355923,6.640082098,0.736812693,0.488382061,1.240130771,94.3430798,0.212204895,1.38047685,0.254375526,0.618983554,1.863153444,0.242161742,3.945787679,0.523545885,12.0002236,18.87698904,6.385433994,0.832575133,3.914741165,3.187508292,0.309106579,1.894832899,0.847758527,0.0,11.59353047,9.068479747,0.509601188,10.52202118,5.167016166,1
R_JS023_FPKM,3.478739958,0.477777186,0.744236798,1.524719114,11.22616367,1.473873301,1.469242672,2.555491748,0.330041155,0.276859353,0.0,11.62385053,1.657660352,1.032484598,0.06495938,2.407853533,1.429128241,0.0,4.11251249,1.368912163,0.453989854,0.921669466,215.4079494,0.143375325,0.0,0.157559887,0.359427142,0.384635146,0.0,2.122293113,0.291832797,0.884864206,14.42207922,5.263839506,0.386972304,1.939758315,1.128085023,0.492255283,2.263285317,0.892577977,0.0,14.72330756,10.15310081,0.0,3.997440463,4.847860099,1
R_JS024_FPKM,2.532571172,0.921817792,1.23064519,1.436359345,22.93202257,1.083265852,1.50394511,2.615850597,0.323418661,0.0,0.0,7.344734523,0.702796202,0.379390831,0.071571732,0.707877801,1.312848037,1.071007609,2.266740155,0.377259422,0.500202436,0.635008767,137.4206271,0.138313349,2.04219915,0.17368814,0.713193426,0.494740409,0.49604563,2.278858103,0.107229025,7.218056807,15.77199237,7.131938974,0.852726058,1.603757133,1.554591679,0.226101606,1.108807878,0.578826637,0.0,11.32918858,13.81253703,0.149102808,5.295597007,2.986528782,1
R_JS025_FPKM,3.316399127,1.219323593,0.651116183,1.188480376,9.436985103,0.0,1.499675927,2.608425096,0.411730794,0.113049516,0.0,5.932505555,1.301632721,0.351363643,0.0,1.802416572,1.45880576,1.98358862,4.198078504,0.582206382,0.926500779,1.176085167,158.7815308,0.12806147,0.581770394,0.16085707,0.586987968,0.458069916,0.459400663,3.094723346,0.364065353,10.65726356,12.71918475,6.347722292,0.789731617,2.351164346,1.151556256,0.0,3.336926774,0.911077229,0.0,16.03743527,9.481833305,0.345154825,3.943209531,5.482057933,1
R_JS026_FPKM,2.244979054,0.583704127,0.986990647,1.869283661,12.906674,0.160079019,1.230596482,1.605306197,0.430014301,0.108194428,0.696145726,6.095220623,1.869198206,0.0,0.31728122,1.019645129,1.163984769,1.898948448,5.023800324,0.891909025,0.443570914,3.940709446,108.5961487,0.315269125,0.139296831,0.461921279,0.632178104,0.250607429,0.219942364,3.259085377,0.253508673,10.89490259,12.74085588,8.11845669,1.133906758,1.30322335,1.240210517,0.280626279,1.720247777,0.0,0.0,12.26379879,8.866596254,0.198268459,5.711962135,6.084471749,1
R_JS027_FPKM,1.860991214,0.366147801,0.448079433,1.380811649,1.771076704,0.0,1.045420706,3.356901125,0.112406548,0.254581293,0.0,12.05746925,1.465692117,1.055002139,0.0,1.537584103,0.547520131,2.38244017,2.757499173,0.611916951,0.347564872,0.176581918,83.94446401,0.164801299,0.436807903,0.060343465,0.165225101,0.245615325,0.344848345,2.302151214,0.223622803,8.407432983,9.460155363,6.649550452,0.296257677,0.836082271,1.188655163,0.628707321,2.697739129,0.925368365,0.0,9.237950431,3.641837096,0.103655497,3.629511832,4.552545125,1
R_JS028_FPKM,2.413642968,1.668013905,1.336157735,1.471040249,9.836416446,1.067117215,1.074688899,3.228516186,0.27311933,0.154635236,0.0,6.070536727,1.305822933,0.16014906,0.302245744,0.672479914,0.665248947,1.989974182,5.264615241,0.531052564,1.267317827,0.965318686,101.8354463,0.08343103,0.265367605,0.220028992,0.602256348,0.417750701,0.0,3.104738657,0.482969985,12.68520003,11.81513582,6.789411473,1.080237577,0.451403354,1.444113208,0.420105661,1.170617417,0.4887783,0.0,14.25864231,4.424307431,0.188884172,5.128682239,4.380366534,1
R_JS029_FPKM,1.966609028,1.230227366,0.49773015,0.674864202,7.110600512,0.766664989,1.179138394,1.025368031,0.171677578,0.051822044,0.0,7.167235032,1.671545628,0.483356752,0.060769736,0.676392026,0.892207905,4.912561296,4.813491579,0.854508738,0.849840491,0.215775103,119.4765897,0.251720544,0.266879733,0.368832041,0.13462075,0.180066604,0.210589859,3.277465812,0.333953936,12.26119611,13.50375834,10.27078089,1.810789689,0.34051401,0.924283477,0.30727789,1.412658743,0.344141747,0.0,13.69325255,3.438614234,0.189962021,3.711438621,5.384671137,1
R_JS030_FPKM,2.784623715,0.70707501,0.944052903,1.31284904,24.1069987,0.323125677,0.621202851,2.701364793,0.108535216,0.382376397,0.0,7.13272808,1.635536888,0.339555796,0.0,1.583777838,0.705001476,0.575132783,2.028738425,1.12549393,1.343047505,0.454667619,172.7948631,0.106092455,3.655428384,0.0,0.283664311,0.885534463,0.221981074,2.800923435,0.351922819,7.507563938,12.63551521,5.888243863,1.526384149,1.315771137,1.391235552,0.161889228,0.248096495,0.362602569,0.0,11.99161136,5.54147388,0.0,5.070818604,4.126514939,1
R_JS031_FPKM,1.586915646,0.918828708,1.402013593,1.462336794,10.88583705,0.719819725,1.383959973,1.404052857,0.443308069,0.243374631,0.391480903,8.412203636,1.120975145,0.567315546,0.28539615,2.028675024,1.308763136,3.2032487,4.519374476,0.877533036,0.997292133,1.266198195,130.1052996,0.098474896,3.132010853,0.346295425,0.394945336,0.704553849,0.0,2.059685441,0.285054358,10.69597022,10.65072244,6.899679616,2.125182045,0.799322202,1.084728336,0.135238857,1.934376227,0.750124541,0.268444048,12.27089245,3.086283683,0.222958316,4.651412846,4.074002021,1
R_JS032_FPKM,1.109885845,0.10095249,0.179783064,0.585952201,8.375020475,0.276923913,0.44361268,1.851835258,0.279035998,0.140423963,0.602430968,11.50570509,0.754647528,0.436444818,0.0,0.746461459,0.201312883,1.971451412,4.346653821,0.675155162,1.534684478,1.266345046,85.32017185,0.075762625,0.0,0.266448614,0.182302614,0.379408426,0.0,3.495472492,0.164496121,5.086938309,5.170086255,4.763316557,0.654067908,0.410012719,0.834566798,0.312153907,1.700981557,0.799049433,0.0,9.440622777,2.922274499,0.0,2.925343049,3.375449651,1
R_JS033_FPKM,1.792280192,0.376360629,0.055848934,0.524049516,4.854833207,0.343927533,0.991958248,1.150225744,0.115541864,0.34890965,0.37428584,9.081447051,0.267799147,0.180799092,0.0,0.758671625,1.0007695,2.652994731,3.239559849,1.078336635,1.429749877,0.96799789,204.3350114,0.2070529,2.095243805,0.0,0.150962882,0.471271777,0.472543093,2.026249935,0.476762063,5.389605278,8.845573559,4.663277966,1.625059045,0.509346865,1.480948905,0.172354747,0.0,0.330866487,0.0,10.48158361,6.352600898,0.0,4.339366917,4.791894932,1
R_JS034_FPKM,3.650095837,0.352758945,0.784824776,1.200572723,8.449551777,0.644658667,1.239452422,2.335494087,0.433108882,0.217962303,0.350696028,10.32463964,1.88259381,1.693862001,0.127831646,1.896004375,0.937685333,0.764953824,3.541941655,0.785992671,0.0,0.793796853,98.547136,0.388093345,0.701244549,0.465245477,0.919729972,0.567911736,0.442984456,3.173986392,0.542566725,9.057035892,21.23580357,6.661232214,0.0,0.715922518,5.968262818,0.282639789,3.465181309,0.465122282,0.120238638,15.07511908,7.6545016,0.133153529,8.927034075,6.455598736,1
R_JS035_FPKM,1.444221846,0.685597865,1.067937269,1.087333377,10.42401005,1.723324242,0.903501062,0.873173655,0.0,0.0,2.385684426,7.865378997,0.48796354,0.987725737,0.248467446,2.994578084,0.227945751,0.929574824,2.950674354,0.763955125,0.0,0.551152165,255.0718271,0.085737484,2.590235745,0.075392339,0.550146505,0.490659471,0.215317178,3.876028853,0.217140139,6.602424881,15.01120484,4.898673441,1.480156072,1.159760184,0.404693184,0.15698625,0.962330573,1.054821039,0.0,14.93604119,6.406509229,0.0,7.294895304,3.319171308,1
R_JS036_FPKM,1.961876147,1.575130205,1.121538024,1.535354146,8.708036906,1.295607985,2.398620706,1.604567919,0.386842009,0.146035098,0.626413712,6.97855062,1.008825056,0.453884511,0.057083264,2.11677577,1.465918305,4.612305238,4.519194455,0.902558372,0.797890091,1.215397234,89.59309682,0.236339042,1.002123505,0.06926398,0.821474525,0.338174411,0.395629713,4.531028373,0.427580255,14.62347688,17.64868523,8.572922584,0.680106315,0.959136658,1.859528714,0.18033122,2.652802013,0.323127435,0.214770415,16.76570267,8.355995892,0.41621827,3.396084122,6.726979631,1
R_JS037_FPKM,2.049363362,1.997951396,1.896819788,1.205575549,7.73207902,0.547867429,1.755306136,3.460075701,0.163545587,0.123467442,0.0,10.59061696,1.279627094,0.0,0.0,1.252955971,0.796898079,1.300202129,2.29274352,0.254391486,0.506231882,1.670184696,257.6336803,0.459668618,0.953481561,0.0,0.240479863,0.714868166,0.251012484,5.409239875,0.542358063,5.130632728,12.35103151,5.536920073,1.29401069,1.892524541,3.302242081,0.137243558,1.96283505,1.053877953,0.0,17.85028491,1.927157521,0.0,6.105686394,3.70986879,1
R_JS038_FPKM,1.178195841,0.504518556,0.95422685,0.96596128,9.064591338,0.345839333,1.772985107,0.96368713,0.425936659,0.116929999,0.0,5.089065803,0.673219423,1.271985343,0.479917731,1.525520535,0.50303903,0.0,4.342691369,0.602304456,0.479151701,2.068168265,121.0622672,0.151400096,0.0,0.24956786,0.683109195,1.015408301,0.0,3.608755859,0.479342979,8.96903893,9.502487153,5.028765719,0.816839567,0.512048684,4.615851114,0.173268999,0.531072164,0.166324799,0.0,12.5205972,9.124052214,0.357069752,5.958941177,2.760190726,1
R_JS039_FPKM,1.033794677,0.912175321,0.608938891,0.820338539,3.466886493,1.094262632,1.001717215,1.742312639,0.175035828,0.105691824,0.340021724,6.901099064,0.973750735,0.328495564,0.123940772,1.685561017,0.909617028,4.26629833,4.416482097,0.653411956,0.866200592,1.42976394,68.7919557,0.188184924,2.448435689,0.0,0.411707356,0.550753095,0.429501125,3.104587025,0.34046071,7.263726678,14.53785071,9.286018118,0.738332886,0.810080993,1.615379557,0.274118316,0.720046003,0.300730002,0.0,12.92256844,3.299357545,0.0,2.308731582,5.89795026,1
R_JS040_FPKM,0.975776472,0.355130285,1.000987026,1.291318275,7.853941383,0.973744329,0.728001789,2.351755029,0.436133088,0.164613902,0.353053499,8.850928671,0.884573603,0.682171168,0.579173618,1.272746622,0.944236925,4.236834375,4.076265814,0.678338746,1.798797718,0.57089502,125.3173385,0.088808691,3.389595755,0.078075847,0.284942293,0.635392576,0.0,3.906236863,0.449911052,12.62773056,11.206122,9.369165368,1.91657614,0.120143579,0.279500687,0.162618582,0.996856939,0.364236189,0.0,11.94790689,3.425583994,0.134048623,2.630108234,4.286504681,1
R_JS041_FPKM,1.95010025,1.223710987,1.198143082,1.136035794,15.22232565,1.342134631,0.752625227,1.495952308,0.450811813,0.113445599,0.365165979,8.568350732,1.567579538,1.234177809,0.266066658,2.466859097,0.976097914,6.768686112,3.686910924,0.934970193,1.394874511,0.708190188,116.2748535,0.220332781,0.438039539,0.161420654,0.589113962,0.459772633,0.461010233,4.715630278,0.564732694,16.13535158,17.02135362,9.574957841,0.39646592,1.614635834,2.455998954,0.210155168,1.803504415,0.322736964,0.0,16.19760402,6.639525017,0.069323766,4.852502238,6.524762133,1
