,hsa-let-7a-5p,hsa-let-7b-3p,hsa-let-7c-5p,hsa-miR-106b-5p,hsa-miR-10a-5p,hsa-miR-1224-3p,hsa-miR-1256,hsa-miR-1271-5p,hsa-miR-1273g-5p,hsa-miR-1278,hsa-miR-1298-5p,hsa-miR-148a-5p,hsa-miR-153-3p,hsa-miR-186-5p,hsa-miR-192-5p,hsa-miR-196a-5p,hsa-miR-197-3p,hsa-miR-200c-5p,hsa-miR-2116-5p,hsa-miR-212-3p,hsa-miR-217,hsa-miR-23c,hsa-miR-26a-5p,hsa-miR-29a-3p,hsa-miR-3074-3p,hsa-miR-30c-5p,hsa-miR-3150b-3p,hsa-miR-3184-5p,hsa-miR-3186-3p,hsa-miR-3663-5p,hsa-miR-3670,hsa-miR-3689c,hsa-miR-369-3p,hsa-miR-378g,hsa-miR-378i,hsa-miR-3977,hsa-miR-4268,hsa-miR-4295,hsa-miR-4307,hsa-miR-4315,hsa-miR-4319,hsa-miR-4424,hsa-miR-4431,hsa-miR-4462,hsa-miR-4471,hsa-miR-4496,hsa-miR-4501,hsa-miR-4514,hsa-miR-4635,hsa-miR-4645-3p,hsa-miR-4663,hsa-miR-4701-3p,hsa-miR-4706,hsa-miR-4711-3p,hsa-miR-4712-5p,hsa-miR-4769-3p,hsa-miR-4772-3p,hsa-miR-4774-3p,hsa-miR-4782-3p,hsa-miR-4789-5p,hsa-miR-4790-5p,hsa-miR-484,hsa-miR-502-5p,hsa-miR-508-5p,hsa-miR-5093,hsa-miR-515-3p,hsa-miR-548ai,hsa-miR-548aq-5p,hsa-miR-548j-3p,hsa-miR-549a,hsa-miR-550a-5p,hsa-miR-561-5p,hsa-miR-5680,hsa-miR-569,hsa-miR-579-5p,hsa-miR-6076,hsa-miR-6513-3p,hsa-miR-665,hsa-miR-6728-5p,hsa-miR-6739-3p,hsa-miR-6758-5p,hsa-miR-676-5p,hsa-miR-6760-5p,hsa-miR-6769a-3p,hsa-miR-6792-3p,hsa-miR-6824-5p,hsa-miR-6828-3p,hsa-miR-6832-5p,hsa-miR-6836-5p,hsa-miR-6838-5p,hsa-miR-6839-5p,hsa-miR-6861-3p,hsa-miR-6868-3p,hsa-miR-6883-3p,hsa-miR-6883-5p,hsa-miR-6891-5p,hsa-miR-7107-5p,hsa-miR-769-5p,hsa-miR-7703,hsa-miR-7704,hsa-miR-7705,hsa-miR-8061,hsa-miR-8083,hsa-miR-873-5p,hsa-miR-877-3p,hsa-miR-887-3p,hsa-miR-892c-3p,hsa-miR-92a-3p,hsa-miR-93-3p,hsa-miR-95-3p,Diagnosis
sample_49,1496229.11,1996.75,133960.42,480.0,8.0,72.75,1.0,352.0,0.0,45.5,11.0,8.0,4715.84,23031.92,98125.08,50.0,1126.0,2.0,19.0,89.0,4428.25,2.0,784251.64,593074.83,16.0,243959.0,3.5,881.75,0.0,8.0,0.0,0.0,2368.5,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,398.25,27.67,0.0,0.0,5.0,0.0,2.0,0.0,0.0,2.66,15.5,20.0,0.0,8.0,0.0,24.0,12.58,1.0,6.0,1.0,2.0,0.0,0.0,0.0,2.33,0.0,5.0,1.0,2.0,0.0,1.5,90.83,41.0,1.0,0.0,0.0,6590.67,0.5,5.67,1.0,0.0,0.0,1542.67,22.83,540.0,0.0,16050.0,210.5,23485.33,1
sample_50,1028619.51,1840.25,89313.92,454.0,12.0,84.0,0.0,293.0,0.0,36.0,6.0,15.0,5133.16,21848.42,91983.42,15.0,993.67,1.0,17.0,139.0,1934.5,2.0,569870.48,607294.0,7.08,250847.16,2.0,779.25,2.0,6.0,0.0,0.0,2413.75,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,241.33,21.0,0.0,0.0,5.0,0.33,0.75,0.0,0.0,6.42,18.0,9.0,0.0,9.0,0.0,16.0,13.0,1.0,8.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,7.0,0.0,1.33,71.67,57.0,1.5,1.33,0.0,8879.33,1.5,5.0,0.0,0.0,0.0,2038.42,24.33,394.0,1.0,16872.34,193.5,21787.5,1
sample_51,1344007.7,2147.25,110700.83,450.33,19.0,75.0,0.83,281.5,0.0,42.5,6.0,10.0,3367.5,22149.08,91532.0,60.5,1288.0,2.0,54.0,182.5,2814.33,4.0,614604.82,579259.42,9.0,227498.5,2.0,1317.79,3.0,24.0,0.0,0.0,2734.0,4.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,379.92,15.0,2.0,0.0,1.0,0.5,1.67,0.25,0.5,4.92,21.5,23.0,0.0,8.0,0.0,22.0,8.0,1.0,12.0,3.0,1.0,2.0,2.0,3.0,0.0,1.0,8.0,0.0,1.0,1.0,2.5,167.33,55.0,2.0,1.33,0.0,5568.17,1.0,7.33,0.0,0.0,0.0,1729.0,36.25,468.0,2.0,27620.66,209.5,22545.83,1
sample_52,1121914.44,1744.75,102896.92,304.0,6.0,65.5,1.0,311.67,0.0,51.0,6.0,10.0,2728.0,20510.25,87707.5,10.0,1322.5,0.0,23.0,144.5,2301.0,1.0,556982.32,537120.25,7.5,210166.16,3.0,1092.58,1.0,11.0,0.0,0.0,2546.5,4.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,340.42,13.25,1.0,0.0,2.0,0.0,2.58,0.0,0.0,2.92,27.0,6.0,0.0,8.0,0.0,12.0,4.0,0.0,6.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,8.0,0.0,1.0,0.0,0.83,166.0,45.5,1.0,1.0,0.0,5352.83,2.0,6.67,1.0,0.0,0.0,1771.42,32.83,365.0,1.0,24152.16,182.0,22286.58,1
sample_53,1079424.0,1153.0,89192.83,272.0,6.0,59.83,0.5,237.83,0.0,39.0,5.0,6.0,2308.84,14456.75,68632.92,32.0,851.5,1.0,17.0,63.0,1427.5,2.0,430519.98,429493.0,5.5,153877.34,2.0,772.17,1.0,15.0,0.0,0.0,1518.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,238.0,14.25,2.0,0.0,2.0,0.0,1.92,0.0,0.5,4.08,22.5,11.0,0.0,10.0,0.0,14.0,2.0,0.0,4.0,3.0,0.0,1.0,2.0,0.5,0.0,0.0,2.0,0.0,1.0,0.0,2.5,134.17,33.0,1.0,1.5,0.0,4783.08,0.0,4.67,0.0,0.0,0.0,1146.83,11.75,265.0,0.0,18400.5,129.0,18084.0,1
sample_54,1176624.79,1043.25,100762.75,364.0,10.0,47.5,0.0,316.5,0.0,29.5,6.0,11.0,1617.0,13652.58,69539.92,6.0,1023.5,1.0,16.0,118.5,2444.0,0.0,441853.16,372094.42,7.5,132932.0,2.0,1180.75,2.0,1.0,0.0,0.0,1612.0,4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,547.42,13.0,0.0,0.0,0.0,0.33,1.0,0.0,0.0,2.08,13.0,10.0,0.0,6.0,0.0,8.0,4.0,0.0,6.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,4.0,0.0,1.25,61.17,32.0,1.0,1.0,0.0,4673.67,1.5,5.0,2.0,0.0,0.0,873.67,24.25,312.0,0.0,23417.34,169.5,13165.58,1
sample_55,1522291.84,907.0,128788.17,320.33,17.0,72.25,0.5,322.5,0.0,31.0,11.0,22.0,2305.34,14528.92,63774.58,12.0,1044.0,1.0,25.0,142.0,2243.0,2.5,612820.66,484254.5,6.5,134380.5,4.0,1252.25,0.0,7.0,0.0,0.0,2350.5,3.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,783.75,21.0,0.0,0.0,1.0,0.0,0.33,0.0,0.0,1.5,15.0,13.0,0.0,17.0,0.0,12.0,8.0,0.0,9.0,3.0,1.0,0.0,2.0,1.0,1.0,0.0,7.0,0.0,3.0,0.0,1.0,86.67,64.0,1.0,0.0,0.0,6535.25,3.0,7.33,0.25,0.0,0.0,1280.0,24.5,308.0,1.0,25982.16,203.0,19514.58,1
sample_56,1310055.5,448.0,103765.5,144.0,140.0,32.0,0.83,214.33,0.0,14.0,4.0,10.0,771.0,5185.25,34590.5,14.0,916.0,0.0,4.0,87.5,1759.0,1.0,369774.32,217018.75,5.75,56956.0,3.5,1183.0,0.0,4.0,0.0,0.0,755.5,3.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,903.67,5.33,4.0,0.0,1.0,0.33,0.75,0.0,0.0,2.16,2.0,8.0,0.0,6.0,0.0,8.0,3.0,0.0,3.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,5.0,0.0,4.0,0.0,1.5,1.0,25.0,1.0,0.0,0.0,3160.67,3.0,5.0,0.0,0.0,0.0,459.67,10.5,211.0,0.0,17262.66,130.0,9570.67,1
sample_57,1104968.79,1227.25,92659.0,340.5,6.0,72.5,0.83,273.0,0.0,31.0,6.0,13.0,2293.0,16353.83,84059.42,8.0,1116.83,1.0,24.0,103.0,2364.5,11.5,490719.82,452959.25,6.92,159639.91,5.0,1170.62,1.0,0.0,0.0,0.0,1946.83,4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,372.0,10.0,3.0,0.0,1.0,0.0,0.58,0.0,1.0,2.0,13.5,11.0,0.0,9.0,0.0,10.0,7.0,1.0,9.0,2.0,2.0,2.0,2.0,2.5,0.0,0.0,2.0,2.0,2.0,1.0,0.0,1.0,39.0,1.0,0.0,0.0,5670.0,0.0,1.67,1.0,0.0,0.0,1266.33,20.33,367.0,1.0,22627.34,211.0,20119.0,1
sample_58,1474627.31,424.25,144728.08,355.0,23.0,29.33,2.33,406.67,0.0,13.0,17.0,21.0,915.16,6180.83,40979.83,35.16,1443.5,0.0,20.0,147.5,2864.33,6.0,740705.16,205150.25,11.5,60244.34,1.0,3994.37,1.0,1.0,0.0,0.0,1489.83,15.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4515.25,23.0,2.0,0.0,3.0,1.0,0.5,0.0,1.0,2.16,4.0,4.0,0.0,7.0,0.0,5.0,4.0,0.0,8.0,0.0,1.0,0.0,0.0,1.25,0.0,0.0,5.5,0.0,1.0,0.0,3.33,60.33,68.5,3.0,0.0,0.0,3252.5,0.0,14.0,0.0,0.0,0.0,395.33,33.25,203.0,0.0,63088.34,256.0,9397.75,1
sample_59,1451569.61,594.5,162802.5,675.5,26.0,28.5,0.83,482.17,0.0,32.0,15.0,41.0,1219.16,11291.0,49564.58,22.0,1617.0,1.0,13.5,282.5,5952.83,2.5,984079.48,354448.0,19.17,105114.5,4.0,2499.08,1.0,20.0,0.0,0.0,1940.0,10.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.5,4133.25,22.33,1.0,0.0,0.0,0.0,0.5,0.0,1.0,2.16,6.0,3.0,0.0,18.0,0.0,13.0,7.0,1.0,12.0,0.0,1.0,0.0,0.0,2.5,1.0,0.0,5.0,0.0,1.0,0.0,3.0,66.83,44.0,1.0,0.0,0.0,6852.83,0.5,10.33,0.0,0.0,0.0,777.17,32.0,397.0,0.0,53882.34,435.0,11709.0,1
sample_60,1335679.22,1198.0,108961.92,282.0,16.0,35.5,0.67,270.5,0.0,60.0,6.0,10.0,3054.84,16310.08,82252.08,14.0,811.75,1.0,13.0,103.5,2461.5,2.0,492615.48,484901.33,3.5,161667.66,3.5,1059.67,0.0,19.5,0.0,0.0,1934.5,4.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.5,347.5,16.0,2.0,0.0,2.0,0.0,2.5,0.0,1.0,3.66,11.5,10.0,0.0,4.0,0.0,17.0,4.0,0.0,7.0,1.0,3.0,0.0,1.5,3.0,0.0,0.0,2.0,0.0,2.0,0.0,0.5,78.33,32.0,0.0,0.33,0.0,5682.08,1.0,3.67,1.0,0.0,0.0,879.67,16.0,360.0,0.0,23178.84,179.5,24445.42,1
sample_61,985183.4,1022.5,86326.17,364.92,24.0,33.5,0.33,336.5,0.0,25.25,5.0,9.0,3364.34,16550.75,60204.42,115.0,1129.5,0.0,14.0,66.0,1619.5,3.5,498263.66,381181.75,9.5,116369.16,3.0,937.25,0.0,23.0,0.0,0.0,1514.75,5.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.5,356.17,18.33,0.0,0.0,2.0,0.0,2.5,0.0,0.5,3.16,16.5,11.0,0.0,8.0,0.0,14.0,13.67,0.0,7.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,6.0,1.0,1.0,0.0,4.5,117.0,21.0,0.0,1.83,0.0,2992.67,0.0,3.67,1.0,0.0,0.0,969.67,10.5,408.0,2.0,13308.66,182.0,16388.25,1
sample_62,2234116.69,1298.25,227063.58,962.0,379.0,32.5,2.67,912.17,0.0,55.0,15.0,46.0,2544.16,21933.58,106888.58,39.5,1961.0,2.0,33.0,175.5,7077.33,6.5,1301247.14,664805.5,25.0,191776.34,4.5,4637.21,1.0,9.0,0.0,0.0,7409.5,28.17,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.5,5341.5,50.58,4.0,0.0,2.0,0.83,1.58,0.33,2.0,4.08,15.0,11.0,0.0,18.0,0.0,14.0,9.33,1.0,14.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,8.0,0.0,3.0,0.0,4.5,1.0,57.0,1.0,0.0,0.0,8483.08,3.0,7.67,0.33,0.0,0.0,1147.83,21.5,618.0,0.0,89474.66,505.5,23711.08,1
sample_63,1790417.32,1019.0,161597.08,469.0,65.0,121.5,1.0,476.0,0.0,22.0,15.0,32.33,3657.5,15210.33,72288.5,274.0,1635.5,1.0,18.0,138.5,3983.5,5.0,825674.48,588871.17,14.5,135393.41,3.0,1818.33,1.0,11.0,0.0,0.0,2732.5,3.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,6.0,0.0,2.0,3.0,1.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,1577.67,21.0,2.0,0.0,4.0,0.0,0.75,0.0,0.0,4.34,22.5,25.0,0.0,12.0,0.0,17.0,33.33,0.0,16.0,2.0,3.0,1.0,1.0,3.0,0.0,0.0,7.0,1.0,2.0,0.0,2.5,1.0,32.0,1.0,1.0,0.0,9061.67,0.0,7.0,2.0,0.0,0.0,2321.67,24.5,628.0,0.0,19473.66,276.0,23234.08,1
sample_64,968845.91,946.5,90085.92,371.0,39.0,27.0,1.17,238.0,0.0,19.0,3.0,9.0,1268.84,10552.25,43438.75,74.5,756.5,0.0,11.0,73.0,1903.0,1.0,432294.82,302143.42,9.67,103282.5,1.5,737.29,1.0,18.0,0.0,0.0,1208.0,4.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,385.42,22.0,0.0,0.0,2.0,0.0,0.83,0.0,0.0,2.66,10.5,11.0,0.0,10.0,0.0,14.0,7.33,1.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.5,0.0,17.0,0.0,0.0,0.0,3881.83,0.5,1.67,0.0,0.0,0.0,1153.25,12.75,277.0,1.0,13901.0,149.0,11248.42,1
sample_65,1565912.63,1815.5,138807.33,494.33,104.0,107.25,0.33,305.5,0.0,36.0,4.0,12.0,5176.84,21874.67,85743.42,59.5,1337.0,0.0,29.0,149.5,2454.5,1.0,759803.3,597618.58,16.5,225268.34,3.5,1268.0,2.0,22.0,0.0,0.0,2739.5,3.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,528.5,23.33,2.0,0.0,2.0,0.0,2.0,0.0,1.0,4.84,31.5,15.0,0.0,8.0,0.0,20.0,12.33,1.0,8.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,0.5,0.5,1.0,43.0,1.0,0.0,0.0,6686.33,0.0,5.33,3.0,0.0,0.0,1778.25,24.75,682.0,3.0,21177.34,253.0,24123.5,1
sample_66,1288898.64,1205.0,126066.58,405.83,11.0,42.5,0.0,258.83,0.0,33.0,15.0,12.0,4301.0,19007.67,76570.5,32.5,896.83,1.0,18.0,133.5,2941.0,1.0,665104.48,574820.42,12.5,178223.25,3.5,776.75,1.0,11.0,0.0,0.0,2582.5,2.5,1.33,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,496.25,20.0,3.0,0.0,3.0,0.0,2.58,0.0,0.5,4.08,23.5,15.0,0.0,7.0,0.0,14.0,11.58,1.0,3.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,1.0,2.0,38.0,1.0,2.5,0.0,6203.33,1.0,2.67,1.0,0.0,0.0,1693.67,15.5,467.0,2.0,14586.16,180.0,19645.33,1
sample_67,1680546.84,547.25,198004.92,359.33,18.0,54.5,2.83,767.5,0.0,12.0,24.0,39.0,1172.5,10132.67,49820.67,53.5,2720.0,1.0,10.0,136.0,7154.67,6.0,1244477.32,268267.67,14.75,78987.84,4.0,4583.58,1.0,8.0,0.0,0.0,1681.5,15.67,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3727.92,38.0,2.0,0.0,1.0,0.0,0.25,0.0,0.5,3.58,8.0,14.0,0.0,8.0,0.0,9.0,8.67,1.0,13.0,2.0,1.0,1.0,0.0,1.5,0.0,0.0,6.0,0.0,1.0,1.0,4.5,148.5,53.0,2.0,1.5,0.0,7106.83,1.5,8.67,4.0,0.0,0.0,793.67,22.0,515.0,0.0,54735.16,576.0,14373.42,1
sample_68,987628.61,1260.25,92468.92,220.0,7.0,82.0,0.33,226.5,0.0,21.0,6.0,7.5,2998.0,10102.08,68848.33,99.0,942.5,0.0,13.0,66.5,1776.0,2.0,449262.98,357278.58,9.5,131292.66,2.0,920.75,0.0,11.0,0.0,0.0,1883.5,3.08,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,388.0,19.0,1.0,0.0,1.0,0.5,1.83,0.0,0.0,2.16,15.5,13.0,0.0,10.0,0.0,5.0,6.0,0.0,5.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,3.0,0.0,2.0,0.0,3.0,2.0,16.0,0.0,1.33,0.0,4629.83,3.0,2.33,1.0,0.0,0.0,973.5,18.5,470.0,0.0,10974.0,161.0,14424.67,1
sample_69,1402234.46,1509.75,133068.5,305.5,55.0,107.0,1.0,278.83,0.0,34.5,14.0,7.0,4405.84,16381.75,85879.67,21.5,1126.0,0.0,24.0,90.0,3007.0,1.0,601588.65,459585.25,11.0,155633.16,2.0,975.42,1.0,19.0,0.0,0.0,2257.0,4.25,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,534.0,6.0,1.0,0.0,5.0,0.0,1.58,0.0,0.0,5.58,13.0,10.0,0.0,2.0,0.0,10.0,8.33,0.0,6.5,5.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,3.0,2.0,1.5,147.17,22.0,1.0,3.5,0.0,4953.33,1.0,6.0,0.0,0.0,0.0,1801.08,12.0,465.0,0.0,16324.66,183.5,21268.33,1
sample_70,1365902.08,1268.25,90272.17,365.5,9.0,110.75,0.67,277.33,0.0,31.0,6.0,11.0,4869.5,17333.58,93099.08,11.0,1009.0,0.0,20.0,72.0,2565.0,1.0,662197.48,555213.92,10.17,187585.0,3.0,918.5,0.0,0.0,0.0,0.0,2351.5,3.25,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.5,482.67,22.0,2.0,0.0,1.0,0.0,0.75,0.0,0.0,3.16,15.0,24.0,0.0,8.0,0.0,12.0,16.33,0.0,6.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,6.0,1.0,3.0,1.0,1.0,167.33,17.5,0.0,1.0,0.0,5697.83,0.0,7.67,0.0,0.0,0.0,1672.83,24.5,376.0,0.0,17927.0,197.5,22686.33,1
sample_71,1406241.55,644.75,102655.67,268.0,100.0,49.5,0.5,241.33,0.0,21.0,6.0,8.0,1309.16,7386.5,50599.75,17.0,971.5,2.0,17.0,66.0,1940.5,4.0,468068.66,236616.17,5.5,69475.41,2.0,1420.25,1.0,5.0,0.0,0.0,1023.5,7.58,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,607.0,12.0,0.0,0.0,0.0,0.5,1.5,0.0,0.0,3.74,11.5,4.0,0.0,8.0,0.0,8.0,5.33,0.0,5.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,1.0,0.0,1.5,0.0,23.0,3.0,0.0,0.0,3016.0,1.0,4.67,1.0,0.0,0.0,470.0,15.0,281.0,0.0,19885.66,119.0,13699.0,1
sample_72,1042774.47,678.25,98242.42,345.5,28.0,15.0,0.5,396.75,0.0,31.0,2.0,14.0,1424.66,16306.42,60353.08,89.0,1057.33,1.0,29.0,58.0,1542.0,2.5,486468.32,402082.5,5.5,96758.34,3.5,1038.42,0.0,31.0,0.0,0.0,882.0,4.58,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,740.0,12.0,2.0,0.0,0.0,0.0,2.25,0.33,0.0,3.92,19.0,5.0,0.0,14.0,0.0,12.0,3.33,0.0,3.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0,6.0,0.0,1.0,1.0,2.0,141.33,20.5,1.0,0.5,0.0,2853.0,0.0,12.33,0.0,0.0,0.0,874.83,16.5,335.0,0.0,16004.16,216.0,11194.33,1
sample_73,1599403.33,1400.5,173094.58,335.5,154.0,43.5,0.0,289.0,0.0,22.0,19.0,32.0,2959.5,24567.17,68415.58,615.5,955.5,0.0,26.0,118.5,3875.08,6.0,606739.32,452213.08,6.0,182408.0,2.0,1079.75,1.0,15.0,0.0,0.0,3531.5,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,0.0,0.0,1.0,0.0,2.0,0.0,7.0,0.0,0.0,0.0,0.5,436.08,15.0,3.0,0.0,1.0,0.5,0.75,0.67,0.0,4.84,43.0,36.0,0.0,11.0,0.0,35.0,27.5,1.0,4.5,1.5,2.0,1.5,0.0,0.0,0.0,0.0,6.33,0.0,3.0,0.0,0.5,0.0,45.0,2.0,1.0,0.0,4828.5,1.0,2.67,1.0,0.0,0.0,1608.92,15.25,456.0,13.0,16609.0,275.0,21970.0,1
sample_74,1464129.38,1289.25,145027.83,460.83,19.0,34.25,0.5,312.0,0.0,46.0,17.0,32.0,3486.34,25643.33,111015.33,36.0,821.0,1.0,35.0,96.5,3211.0,2.0,601618.14,658817.0,7.0,198921.66,3.5,1106.75,1.0,8.0,0.0,0.0,3403.25,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,666.33,22.0,1.0,0.0,3.0,0.0,2.5,0.0,1.5,2.16,41.0,10.0,0.0,11.0,0.0,10.0,7.0,0.0,6.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,8.0,1.0,1.0,0.0,0.5,1.0,32.5,2.0,1.0,0.0,6858.5,0.0,4.0,1.0,0.0,0.0,1553.17,5.25,333.0,0.0,23991.84,227.0,24052.5,1
sample_75,1841514.27,672.75,184399.75,609.5,40.0,33.0,2.5,812.5,0.0,39.0,28.0,33.0,2054.16,15191.5,49571.83,170.0,2154.42,0.0,21.0,366.5,6199.75,6.5,1194868.66,421882.17,23.25,101286.5,6.5,6030.67,0.0,20.0,0.0,0.0,3027.0,18.75,0.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,1.5,10429.08,43.0,3.0,0.0,0.0,0.0,2.42,0.0,0.0,6.34,5.0,8.0,0.0,16.0,0.0,17.0,5.0,1.0,23.0,1.0,0.0,0.0,2.0,6.33,0.0,0.0,11.0,0.0,3.0,0.0,2.5,2.0,141.0,2.0,0.0,0.0,6584.25,1.0,11.67,1.0,0.0,0.0,672.67,62.33,474.0,0.0,107933.5,576.5,14318.0,1
