,AC093525.7,AC253536.3,LINC01772,AC010531.3,AC138028.4,AC007878.1,AL355916.2,AC006059.1,AC022395.1,AP005131.4,AL034550.1,ILF3-DT,AC138207.7,ACTA2-AS1,STARD4-AS1,WAC-AS1,AC008507.2,AP001350.1,AC131971.1,AC009951.5,AP005131.1,AL450326.1,AC006441.1,Diagnosis
RNA74_FPKM,0.590426908,0.255837878,0.81368893,0.0,6.575360508,0.397702876,0.782641538,0.317025828,0.0,0.157308233,0.144784519,16.80593281,0.427299242,0.195475356,0.07482265,5.017964566,0.18205503,0.140483409,0.192601818,0.0,0.060155088,0.751147089,0.163247549,0
RNA75_FPKM,0.394830794,0.116605329,0.521414289,0.634305422,5.079136745,1.168536649,0.250556481,0.228226848,0.0,0.0,0.131979257,18.80421687,0.194807706,0.082272325,0.078726206,3.986713024,0.0,0.42703239,0.746509846,0.10103381,0.013712492,0.856312319,0.148891931,0
RNA78_FPKM,1.305299568,0.287519981,0.766363701,4.222179166,2.478363188,1.241821525,0.355665231,0.300105009,0.146984367,0.035382734,0.569529907,6.877202324,0.360305673,0.050713061,0.064697213,4.04053955,0.0,0.368475386,0.270661497,0.0,0.033811623,0.738890116,1.285026289,1
RNA86_FPKM,1.279462748,0.831466977,1.072271215,3.31597823,6.034912486,1.244831299,0.72170994,1.012397991,0.17001047,0.204567272,1.489977227,14.93414766,1.041823143,0.260669671,0.118486777,4.343081523,0.0,0.811770511,0.573890766,0.120072094,0.130371218,0.508726505,0.884741749,1
RNA87_FPKM,1.299621001,1.251180817,0.833665144,2.891840655,6.338113269,0.918584679,1.445803043,1.122216525,0.25582957,0.038489563,1.327610004,13.68644355,0.391893892,0.16549794,0.133728761,4.469561148,0.074229871,1.37426432,0.942184745,0.0,0.165532818,1.263084231,0.0,0
RNA89_FPKM,0.892298195,0.134863846,0.486946609,1.320120794,3.548076172,0.652277295,0.184359088,0.21111054,0.0,0.0,0.076322541,11.07978787,0.0,0.031712611,0.05461908,5.163165553,0.0,0.296233524,0.304628806,0.0,0.0,0.693044626,0.172206009,0
RNA94_FPKM,0.0,0.0,0.0,0.0,7.696812204,1.441482213,0.226344045,0.0,0.0,0.0,0.0,63.47225524,0.0,0.0,0.0,5.116175239,0.0,0.0,0.0,0.0,0.0,6.84098713,0.0,1
RNA95_FPKM,1.253228682,0.872549194,0.625179007,3.638116422,5.497753594,2.663012989,0.871018773,1.612682576,0.059459563,0.393557682,0.905262499,10.39396927,0.364432972,0.119692062,0.111256656,5.568212846,0.137980568,1.011695163,0.547570683,0.126049809,0.273631655,1.067762832,1.856978839,0
RNA97_FPKM,1.134185597,1.028481525,1.061027251,2.610018551,5.598428343,2.072695094,0.513294777,1.811281766,0.315421492,0.295204384,1.066984743,13.07031537,0.0,0.302269357,0.138847528,3.924113854,0.243956258,2.070958577,0.967996201,0.0,0.30233306,0.880952032,0.875339618,0
RNA98_FPKM,0.989263673,1.071376983,0.368461237,2.913393551,5.130523318,2.406182202,0.871888274,0.722183737,0.146043326,0.08786425,0.808422389,9.496668203,0.596635086,0.14695879,0.128575607,3.453837622,0.084726241,0.653793041,1.21017886,0.0,0.209985373,2.228746066,1.140023563,1
R_JS001_FPKM,1.745114483,3.502067433,2.12205907,3.990724369,12.00395974,5.473901516,3.137693789,2.93724524,0.477379657,0.451331923,1.321266821,9.338450201,1.114479815,0.294112318,0.345232963,3.699589834,0.23737099,1.587583897,0.941873859,0.433460069,0.588348602,2.693738949,1.703598436,1
R_JS002_FPKM,1.243202409,1.038699731,1.547929388,4.142556016,9.982523378,3.588730191,1.900901225,2.710217095,0.471948451,0.141977507,0.587823986,8.768228832,0.867656363,0.122122724,0.223329993,2.441789294,0.821379537,0.676087833,0.738713481,0.899991382,0.624302455,1.609910263,1.473707029,1
R_JS003_FPKM,2.008017421,2.150776288,1.084909191,7.174484349,9.237094332,2.675289313,1.783009436,2.319716767,0.117274051,0.493908022,1.217173599,7.585558933,0.479103121,0.320323356,0.1484229,1.90180517,0.408249681,0.630001742,0.809806457,0.248541521,0.53958421,2.842547918,1.464718008,1
R_JS004_FPKM,1.696003447,3.532299719,1.093342976,3.842150571,8.290176731,2.880298574,2.575636254,1.659059134,0.260000798,0.278083671,0.959520705,12.08671365,0.590182727,0.348867073,0.235269833,4.551150724,0.201143909,0.982956891,0.904405855,0.367306269,0.498475301,2.904695369,0.721724598,1
R_JS005_FPKM,2.229679853,3.252596789,1.11861264,6.593404567,7.064833796,3.320342538,2.338925786,2.71969569,0.151142954,0.582004436,2.259044757,7.86288283,1.234937492,0.260744256,0.166338453,1.960900038,0.35073905,1.407430647,0.835015005,0.256192001,0.55635137,1.085445059,1.321411376,1
R_JS006_FPKM,1.194522516,1.492772286,1.283434593,4.870977357,6.771943504,3.352415447,1.273088706,1.363263766,0.488364638,0.073453874,0.929228111,10.58513347,0.498782596,0.315916663,0.2015333,3.429365673,0.0,0.655879477,0.449644769,0.258685384,0.280873993,2.630304241,1.143661696,1
R_JS007_FPKM,0.459885676,0.679161179,0.934317926,3.250575948,7.887863609,1.642656181,0.972783492,0.40761616,0.055541056,0.20052945,0.999334961,19.26465039,0.56732326,0.175679041,0.097809877,3.667614224,0.193367684,0.994733543,0.767149671,0.706212411,0.159735274,1.097069382,0.693888448,1
R_JS008_FPKM,2.318563978,1.537349541,1.797688629,7.859626284,9.299432325,2.709055543,2.362124682,2.707799912,0.188605579,0.264785651,1.305077781,8.089870981,0.899002779,0.253050455,0.186806673,2.476031276,1.094223377,1.013257304,1.041973098,0.532820524,0.687015009,1.6931667,1.17781379,1
R_JS009_FPKM,1.363560942,1.804995544,1.072210632,5.711300093,7.096560528,3.685114235,0.961434289,1.327272904,0.134219263,0.403710944,1.207230931,5.725412216,0.685270899,0.173629441,0.16984044,4.028763745,0.389252517,0.660884195,0.556035985,0.0,0.385928945,2.048052061,1.466597585,1
R_JS010_FPKM,1.266279842,1.08906913,1.019592222,5.923007548,4.135519555,3.177509897,1.378655169,1.689250116,0.247436194,0.148865382,1.164146401,11.37290673,0.505429171,0.298775999,0.174266345,4.42315674,0.172270189,1.284867892,1.047927014,0.0,0.270380178,0.621925829,0.618018051,1
R_JS011_FPKM,2.811527738,2.062709896,2.499798458,6.41049616,8.020937878,5.769459406,2.545124345,4.139240145,0.502097025,0.676665315,1.222952277,10.58603864,0.984568831,0.415747631,0.265229819,3.528360704,0.745735507,1.510488349,0.88761557,0.425573732,1.004936279,1.586619665,1.254179976,1
R_JS012_FPKM,2.249936462,2.110234275,1.373694511,4.754424183,8.433350383,4.270376652,3.689612235,3.519973791,0.339028563,0.333732508,1.535408817,10.22161973,0.755394539,0.425309028,0.203493846,4.188617688,0.429084653,2.097130821,0.737793612,0.391772944,0.354502482,1.881332239,1.539598939,1
R_JS013_FPKM,1.545916823,2.363678059,1.178710813,5.913391675,12.97488722,2.531688886,1.400335047,1.973621659,0.314139575,0.494317299,1.605165638,6.152373265,1.777023766,0.111164285,0.212748182,2.379233083,0.336484027,0.519256338,0.533972105,0.204783356,0.180671633,1.041245605,0.603571997,1
R_JS014_FPKM,1.71057904,1.552887823,0.660557464,6.489848777,8.231505121,4.151216444,1.835773144,4.265320794,0.401088069,0.34184184,1.202620135,5.956734652,1.024076619,0.259453825,0.375185071,2.748805955,0.271451305,1.077332028,1.015526442,0.495693688,0.538249764,0.720111408,0.834911778,1
R_JS015_FPKM,2.505708028,2.13544008,1.032758887,8.565124918,5.247433382,2.628445829,0.990542413,1.514875397,0.191023542,0.295534531,1.284006694,7.285808296,1.226320942,0.172604802,0.066068424,1.422446062,0.25329859,0.586414976,0.653273589,0.231318431,0.423763531,1.665829738,1.704181586,1
R_JS016_FPKM,3.28171939,2.63428496,1.272663626,6.822341383,7.549798353,2.513804072,2.51535401,1.83297972,0.307780141,0.401204539,1.916765054,5.930163756,0.62874152,0.383466172,0.242750375,1.564730594,0.535713438,0.964521659,0.519567329,0.21739096,0.708084584,1.657804395,1.601828129,1
R_JS017_FPKM,3.740924481,2.197504871,1.535083825,10.90536232,7.435177748,2.277742124,1.967091166,2.078512295,0.196573276,0.642021278,2.254005346,10.08675917,1.261976647,0.226063409,0.142161157,1.886629262,0.456163666,0.955448989,0.310251743,0.83299452,0.56527763,1.411706502,1.753649913,1
R_JS018_FPKM,2.883921436,2.918643024,2.060310463,6.85038807,9.012748723,2.972112726,2.250098641,1.202443743,0.157031128,0.264564564,1.217003783,9.077096559,0.898252141,0.325085454,0.214305443,3.456203641,0.510231658,1.181101155,1.15671452,0.931727376,0.469659875,2.932284353,1.569063025,1
R_JS019_FPKM,1.447375759,0.447866103,1.129551882,5.683563355,8.94003841,1.547481339,1.331555562,1.090746436,0.213686882,0.110189279,0.422399228,7.057628852,0.498865594,0.245744417,0.1209336,3.194072674,0.212507896,0.710610284,0.449719591,0.388057896,0.298464128,2.959569838,0.953056382,1
R_JS020_FPKM,1.887172657,2.388963523,1.588409344,4.850497136,12.86064247,3.906905082,3.058708481,2.140148427,0.195396243,0.274305766,1.892776868,8.111544128,1.197313323,0.355773226,0.293859861,2.72842553,0.377846272,1.282853468,1.019380209,0.551953548,0.898987122,1.286294159,1.626810456,1
R_JS021_FPKM,1.649037113,0.846005663,1.285007093,10.42890042,4.733393737,1.607630366,0.789426095,0.772604578,0.144161016,0.13875279,1.037320555,5.514886068,0.824441478,0.066306643,0.133251127,2.72719064,0.468305193,0.516248351,0.371610599,0.733029751,0.580337803,1.552865657,1.08025437,1
R_JS022_FPKM,3.062224394,1.723499252,1.185497268,12.61172556,7.487268794,4.114338075,2.386963822,2.657464373,0.224269339,0.19276466,1.330103896,7.451196927,2.22503476,0.221056252,0.303211408,2.337904343,0.297348262,1.491597785,1.297857736,0.407237837,0.47907166,1.035357637,1.000435351,1
R_JS023_FPKM,1.276853626,2.329100486,1.001249034,4.433340217,11.97471136,3.822373759,2.018554075,2.297932028,0.208353578,0.250704107,1.31809135,6.226055089,2.431925985,0.154033114,0.222730564,2.149005049,0.82879716,1.598915863,0.931726134,0.630671849,0.427944174,1.710050094,2.230355744,1
R_JS024_FPKM,2.099073259,2.40703582,1.020982457,4.36368576,9.027176964,2.439581531,1.35814958,1.402717441,0.196885256,0.157912233,0.998966575,5.328382636,1.072413675,0.226404821,0.187765709,1.76098028,0.076136255,1.351376852,0.543797956,0.0,0.169843745,2.003001192,1.434407549,1
R_JS025_FPKM,1.714913619,1.04009782,0.485448417,4.363696911,15.50354577,1.899514897,1.644470365,1.977286252,0.303825593,0.219335434,0.672714405,4.306492747,0.744689767,0.157230978,0.086928571,1.618795704,0.211535254,1.08805901,0.559473713,0.386281769,0.401889861,1.309086221,0.948583397,1
R_JS026_FPKM,2.298544765,2.133833795,0.953996848,4.641873983,9.335873532,2.3591833,1.222457619,0.40830472,0.11635017,0.244991196,1.368560328,8.446014034,0.356467693,0.234150877,0.179253176,2.627912726,0.067516321,0.677087185,0.535600844,0.369752204,0.418217009,1.357737987,1.271487487,1
R_JS027_FPKM,1.253082491,0.892403243,1.054954351,2.547985645,12.07737817,2.851983439,2.27300048,0.494788458,0.205267542,0.466550322,0.820644652,5.524279367,0.652222858,0.275414378,0.205819593,2.289613536,0.264621273,0.735137955,0.587968784,0.0,0.209875657,2.129356912,2.136489425,1
R_JS028_FPKM,1.981137937,1.355089659,0.932116414,4.127172273,8.647784041,2.809286577,2.320298551,1.909421576,0.166251294,0.166714914,1.227018065,6.215614371,1.471541797,0.382384983,0.250045013,3.487708913,0.514421188,0.595406538,0.76535051,0.0,0.430273766,1.492433494,1.038214605,1
R_JS029_FPKM,1.698917897,2.862161789,1.546834758,3.558101822,9.851849084,2.307467392,1.330996971,1.671487573,0.139342556,0.53651695,1.234097813,9.281293972,0.910793745,0.256388631,0.079738371,1.764668087,0.258709945,0.349335487,0.718471366,0.236213428,0.801403234,1.701209147,1.044139071,1
R_JS030_FPKM,1.569177154,2.585148452,1.185407608,4.061587093,7.688153412,2.778829006,1.402500745,2.154786812,0.352400817,0.035332966,0.650183917,5.85988807,0.119962826,0.151963024,0.142193202,1.768778255,0.136284299,0.631037946,0.757066238,0.12443349,0.405336953,1.265397144,0.73350268,1
R_JS031_FPKM,1.624759433,1.599766536,1.320384224,7.83016349,9.04726598,3.039907325,1.416379184,1.544409369,0.261656712,0.393593354,0.905344551,7.967491683,0.13361923,0.244509622,0.201580823,1.843854336,0.151798718,0.995717355,0.78302474,0.554395316,0.545554956,1.05712116,1.838471582,1
R_JS032_FPKM,1.534098593,1.107642896,0.571400372,3.078919468,8.337717322,1.318206025,0.705092985,0.867067405,0.20132541,0.060561843,0.905449551,6.164426733,0.616860452,0.072346442,0.166163,2.58452323,0.0,0.270382403,0.695092792,0.426566027,0.072361689,1.445756857,0.785712162,1
R_JS033_FPKM,0.588155739,0.611581361,1.445860926,1.662819823,10.63426293,2.376907646,0.45782791,0.538517832,0.281339569,0.15046843,0.34610791,6.79690796,0.766243198,0.089867949,0.178877619,1.943151346,0.290189115,0.72765866,0.230271525,0.0,0.233709546,3.030579956,0.390361686,1
R_JS034_FPKM,3.307213021,2.149125909,1.921680521,5.766181863,9.966246663,2.871165102,2.182647975,2.542132535,0.263665874,0.458242887,1.054051591,10.9659535,0.957463287,0.421119057,0.174090526,2.477117082,0.271896853,1.154093857,1.456510413,0.37247839,0.724493021,1.577910865,1.280610484,1
R_JS035_FPKM,0.57860306,1.671143952,0.981783295,1.666216032,10.02375375,2.117021713,1.296444319,1.398947052,0.056934325,0.102779221,0.551659279,5.368440599,0.348956997,0.229218731,0.300816424,3.397118058,1.057181863,1.886518385,1.10108512,0.965319177,0.360281907,2.249391643,0.711287815,1
R_JS036_FPKM,2.737297713,3.583073034,2.068467146,5.011002062,11.53334817,2.3875951,2.05778728,1.61945508,0.261646289,0.440774857,1.520847382,13.53943699,0.855105386,0.255775572,0.259155224,2.252912376,0.121447556,0.937102595,1.060031499,0.554434496,0.662140033,2.16102348,2.28759125,1
R_JS037_FPKM,1.648624458,1.947786208,1.311848254,1.942209499,11.43832816,1.738594059,1.637958053,2.456535449,0.132742205,0.159723755,1.561596032,7.399361672,1.220243202,0.248099497,0.197231362,2.204113209,0.077054002,0.594316251,0.855594765,0.0,0.572647818,1.191760482,2.279985064,1
R_JS038_FPKM,1.655710347,1.383357331,1.29508691,3.009408931,7.623656991,2.018023111,0.70045569,1.383642171,0.377141024,0.075633293,1.304789369,6.184870626,0.770372646,0.126501703,0.200596333,2.366222402,0.145864208,0.393948216,0.694478984,0.532721457,0.162679324,1.579939689,0.785063199,1
R_JS039_FPKM,1.41129709,1.111611502,0.931855513,2.116001035,12.90154165,1.968372164,1.664508414,1.450285662,0.170476113,0.205127563,1.022295718,8.953909263,0.0,0.375750675,0.131322106,2.018463726,0.263757999,0.814014722,0.523164052,0.722405765,0.21243068,0.918163383,1.064597969,1
R_JS040_FPKM,1.465270469,1.731245144,0.992323316,2.040021419,10.51537688,2.492291728,1.587299266,1.976306684,0.383485155,0.319464813,0.979751308,9.093471789,0.482013161,0.118725956,0.246721249,2.095679881,0.205347444,0.528243041,1.086372721,0.249988192,0.441108952,1.694762607,0.736807303,1
R_JS041_FPKM,2.340852836,2.386180191,1.359134326,7.461713373,6.67527498,3.709889151,1.281576688,2.120753872,0.213459848,0.293517979,1.350394063,11.41431031,0.872053782,0.368205812,0.194628886,1.96618031,0.283035194,1.52889548,0.673784187,0.258423438,0.526124638,2.737308124,0.952190462,1
