,UNC93B6,HMGB1P5,AC024568.1,PTMAP5,AP003086.3,AC103705.1,GAPDHP72,AL590627.1,FAM91A3P,PHACTR2P1,SH3GL1P1,AL669831.3,RPL37P6,CYCSP38,AIDAP2,AC005230.1,AP001885.1,ZNRF2P2,GTF2IP4,KRT8P12,RPS18P9,PDIA3P1,NANOGP4,CCNYL6,RPS10P7,RPS12P26,RPL26P30,AC112694.1,PRELID1P1,AC016629.1,TUBBP1,CCDC144CP,CBX3P2,AC091167.1,AL356235.1,CHP1P2,CSNK1A1P1,AP001992.1,AC135983.2,CICP18,RPL13AP7,CAP2P1,GLDCP1,AC007161.1,DENND10P1,RTEL1P1,PLEKHA8P1,AC079416.2,TMEM14EP,UPF3AP2,AL590396.1,ANP32BP1,RPS4XP16,AL391825.1,AC021148.1,AC006122.1,SMPD4BP,RPSAP36,RPL6P27,VN1R105P,AL049840.7,CYP2F2P,TSPY26P,AC231533.2,RPS10P20,AL031282.1,RPS21P1,TPI1P2,AC136632.1,VDAC1P8,AC011447.1,AL691432.1,ACTG1P17,FAM91A2P,AC092656.1,AC007318.1,RPLP1P6,CHORDC1P4,TBCAP3,IPO5P1,EGLN1P1,PTENP1,AC005363.1,AC060766.1,BOLA2P2,AC025048.6,BEND3P1,HNRNPA1P70,AP006222.1,AC104996.2,AURKAP1,INGX,BNIP3P1,RPL31P11,SUMO2P17,NPY6R,AP005264.4,SELENOKP3,PGAM1P8,AC063950.1,FDPSP3,RPL12P25,SKP1P1,AL513477.1,RPS16P5,NOC2LP1,FAM74A4,ABCA11P,AC023389.2,GUSBP5,RPL13AP3,RPS2P45,AC087633.2,RPL23AP7,AL137803.1,RPS27AP16,AC022137.1,AC016582.2,RPL12P38,ENO1P1,RPL36AP21,AC004057.1,AC090877.1,AL390726.4,GAS2L1P2,SPTLC1P1,Diagnosis
RNA483_FPKM,0.145218258,35.49882639,0.029438697,21.00790396,0.196448517,0.209255674,0.013997782,0.515453773,0.340026498,0.0,1.648427157,0.310379409,6.968993836,0.206619427,0.078887172,1.867757506,0.256910885,0.079535512,53.11578202,1.944799305,1.067811631,5.166798494,0.14574251,0.123712997,0.349122289,0.336017453,0.536284818,0.0,0.212870456,3.009258014,4.062484158,0.022489506,1.219668342,1.471135054,0.394304362,0.349552306,0.058377996,1.163631751,0.759196493,0.244427073,2.853547284,0.239364405,0.0,0.0,9.815729065,0.110140883,0.677169034,0.084807464,0.079488,0.89340675,0.0,1.406690294,0.562321096,2.244335293,0.118730419,0.05489394,9.449627754,0.187440365,181.7382529,0.219334469,0.0,0.193809698,0.932320289,0.270127184,0.0,5.005215153,0.53871624,0.07208175,1.351092988,0.078801535,3.168567576,8.403928286,0.200534599,0.708433075,0.05972303,2.164585454,0.462628016,0.236687812,0.42648369,1.362658417,0.261934865,31.73124568,7.393396681,6.049070056,0.0,7.698473822,0.098975655,0.122412982,0.425070043,0.066531456,1.921532317,0.206144066,0.461011697,0.10341677,0.390271728,0.064923187,0.094387666,0.0,0.640037862,0.759559133,0.197032939,0.0,2.449374098,0.685458329,0.494045462,0.022273671,0.0,0.377254073,0.0,0.077753941,0.063757983,0.0,0.703457884,0.672978129,0.0,401.0374905,0.440605666,1.555473132,0.59221195,1.632900921,0.97206441,1171.290937,0.0,1.239874269,0.0,6.118515969,0
RNA488_FPKM,0.078853508,40.14652746,0.095901543,30.01356433,0.060960979,0.045452352,0.0,0.547291182,0.142010994,0.0,0.635160709,0.224691913,7.671262971,0.0,0.114209337,1.774787541,0.159408014,0.086394788,34.96521457,2.021317679,0.99388162,7.439801605,0.0,0.057566398,0.55142477,0.0,1.164692551,0.0,1.294380891,3.267752248,5.429412654,0.065128277,1.80269371,1.105922955,0.909875015,0.25313219,0.021137537,1.010848501,0.952644,0.163326775,2.253566449,0.155926251,0.0,0.0,8.435995478,0.313960918,1.102992274,0.184198042,0.043171589,0.737290352,0.0,0.852561752,0.644523303,1.819238563,0.018421932,0.238454396,11.18169626,0.13568391,18.83548616,0.238173064,0.11581609,0.350753368,1.067870975,0.439974761,0.0,2.237983848,0.292588017,0.104372239,26.5301775,0.192524237,9.830638606,2.065507098,0.152445584,0.455874269,0.108101726,3.785226015,0.251144251,0.353410928,0.23163218,1.525222382,0.379273922,9.789272674,13.99807716,2.76572664,0.353741406,8.088552472,0.168895278,0.53175111,0.585851772,0.144538481,5.663567167,0.134285928,0.567374774,0.112299217,0.282509021,0.017626644,0.122991549,0.049397977,0.926683656,0.494914622,0.142683594,0.123748699,1.034385377,0.606475438,2.8616266,0.02419459,0.023267624,0.553594803,0.0,0.028153191,0.0,0.024886102,1.602883311,1.621385136,0.0,479.839204,0.47860424,1.735974045,0.668796399,1.274418223,2.494885902,152.2839471,0.210085001,0.256438978,0.0,4.706384624,0
RNA499_FPKM,0.1251144,41.43450626,0.033836354,29.75520682,0.1934178,0.048094441,0.01608882,0.46052113,0.360529562,0.03496578,1.364144856,0.438793066,7.127884156,0.0,0.151022065,0.536366787,0.168631588,0.045708405,35.54927375,1.595694841,1.12142712,6.093844677,0.167431034,0.04060147,0.52863669,0.0,1.042473575,0.073883293,0.586812032,1.536326977,4.487004504,0.008616356,1.829101043,1.949867178,0.396315459,0.401636945,0.0,1.158424272,1.279058169,0.107996392,2.681870868,0.055014504,0.057081604,0.0,7.932269147,0.316293263,1.074181556,0.0,0.0456811,1.1493574,0.098671176,1.240070162,0.932976031,1.416102761,0.077932467,0.063094192,9.41213078,0.215302161,218.3192399,0.167983005,0.244975215,0.037121437,0.322746617,0.310279839,0.0,2.270767667,0.309595794,0.248439255,30.13351558,0.188576391,10.05248817,1.350674159,0.483759947,0.572654168,0.068621991,3.810343603,0.354263115,0.169941854,0.24509667,1.444868247,0.300964167,21.41474704,11.10565105,2.681833934,0.280703422,7.026677266,0.292346113,0.984408224,0.206576798,0.076470161,2.774768773,0.0,0.529571317,0.237613266,0.149427697,0.018651259,0.043365825,0.104487036,0.299534319,0.174502893,0.075488807,0.0,0.625212819,1.078989614,1.324415257,0.025600991,0.0,0.23423925,0.0,0.148889454,0.0,0.0263327,0.71532378,1.135383833,0.025738863,517.767405,0.506424908,1.488940269,0.734677503,1.406728843,1.015036748,808.9565672,0.0,0.339129751,0.0,3.807116347,0
RNA50_FPKM,0.0,39.40404288,0.0,26.38582351,0.031338822,0.513955485,0.0,0.332504137,0.204422615,0.101890143,1.207121547,0.142163815,5.435651958,0.0,0.088074844,0.0,0.286845632,0.0,21.36685945,3.380939441,1.05591883,7.957908095,0.244067625,0.11839224,0.265758958,0.0,2.072524446,0.035913169,0.95058845,0.37338868,6.927879625,0.008372321,1.853421599,2.40045136,0.522764963,0.130130206,0.0,1.515626585,1.092469713,0.02099586,0.072421391,0.0,0.0,0.0,5.28660589,0.092229833,1.27802742,0.094715548,0.266276454,0.478740208,0.095876577,2.447040842,0.941662713,0.141158237,0.359792353,0.367777875,10.21697568,0.03488467,409.5257625,0.816357004,0.0,0.144241791,0.099817876,0.854436201,0.0,3.07576751,0.300827317,0.053668723,34.18995326,0.161284826,18.52982836,5.096649402,0.58213277,0.087868195,0.0,2.856015593,0.688616661,0.132120093,0.714210711,1.825605007,0.584969533,8.525059914,15.02683522,3.317457617,0.545589699,6.457788981,0.189420796,2.05028024,0.127770196,0.297138089,3.800196894,0.184100427,0.377454605,0.384914442,0.217823795,0.036246023,0.0,0.0,3.043497237,0.508843361,0.146701574,0.0,2.278787956,1.360479082,0.183921652,0.024875911,0.0,0.557787315,0.0,0.115753054,0.0,0.0,1.300359408,1.831374935,0.0,640.1226006,0.492081771,1.254231514,0.581808167,4.158763694,2.36773949,1705.445155,0.0,0.856893181,0.0,0.853769126,1
RNA504_FPKM,0.0,50.08077667,0.070103745,35.63734087,0.133660047,0.0,0.033333571,0.586437299,0.342558033,0.018119862,0.717533336,0.217934757,5.11484754,0.0,0.078270145,1.38991299,0.087388011,0.07103728,27.3977868,2.150125071,0.85361834,6.683038853,0.173531724,0.073646702,0.566828565,0.600130545,1.817279502,0.057440971,0.582889783,2.388655448,6.737064262,0.080337367,1.129469301,2.829386052,0.572175064,0.138734207,0.023169708,0.935165162,2.299973465,0.235049308,1.756665143,0.085500266,0.044378405,0.0,8.192499862,0.139334789,1.372542058,0.100977988,0.023672722,0.999861224,0.0,0.564772601,0.725292334,1.37370247,0.121168094,0.032696483,10.52202276,0.074382377,225.848435,0.043547404,0.06350663,0.269203721,1.224091026,0.187604759,0.0,3.017205366,0.160437803,0.071528567,22.31929568,0.121184713,13.83264256,3.026463377,0.226830099,0.234301184,0.02370354,3.9996707,0.504883311,0.317027181,0.12701326,1.572487725,0.415889725,6.096458986,14.78387077,3.032487619,0.339387801,10.35505249,0.244102735,0.473753976,0.249804849,0.198062601,3.235631059,0.31906479,0.530599293,0.020532714,0.425918179,0.028986675,0.033714998,0.0,1.128936065,1.673078079,0.078200624,0.067822973,0.405035994,0.921900521,0.784425669,0.013266869,0.0,0.394541032,0.0,0.154314454,0.0,0.027278661,1.016038765,1.414710654,0.026663491,554.4119001,0.262437995,1.44044007,0.338442459,1.215078042,0.578637845,811.2266038,0.0,0.140580713,0.0,2.580095921,0
RNA519_FPKM,0.229256608,40.81214862,0.037174695,39.63676526,0.070901002,0.0,0.035368457,0.361730095,0.132159022,0.038415551,1.253835662,0.271426432,17.36524422,0.0,0.06643204,0.589846583,0.231785638,0.050218057,33.61636914,3.369112566,1.194685443,8.416357431,0.644396099,0.066964432,0.661510906,0.424510798,0.781623523,0.0,1.344395472,3.8012056,5.892960152,0.0,1.027125923,3.430740328,0.49809267,0.294406788,0.0,0.808427638,1.108186238,0.118741837,0.122866026,0.120939767,0.0,0.0,7.227640739,0.086949589,0.957222961,0.0,0.100421909,0.857664498,0.0,1.033082656,0.55246194,1.397539907,0.02141596,0.06931915,13.06688363,0.157846269,235.8150819,0.092323967,0.0,0.163209977,0.225862559,0.398060648,0.0,2.178344078,0.340140932,0.273181623,38.11507788,0.091241112,13.53227772,2.140626526,0.075985861,0.198863891,0.0,2.414675425,0.389585808,0.074747121,0.808080405,1.244631115,0.220611911,8.29071765,9.57870519,2.815115743,0.411520872,4.888620081,0.035721691,0.695896885,0.3786146,0.336212552,3.259454753,0.468674049,0.42704212,0.04353099,0.082125914,0.0,0.095379447,0.0,0.748589285,0.383804283,0.248885574,0.071930488,3.265789969,0.513105764,1.872376026,0.056279302,0.027049198,0.425025318,0.176027514,0.065487447,0.0,0.0,1.646081389,0.850094949,0.0,545.6102855,0.556389471,1.473634026,0.688210697,1.546990271,1.116243533,154.8053947,0.0,0.596650492,0.0,7.084938839,0
RNA52_FPKM,0.0,56.76874638,0.665446037,19.82529155,0.0,0.0,0.0,0.291246058,0.418731183,0.0,0.150233126,0.194860338,11.77704915,0.0,0.074285266,0.0,1.07142131,0.0,41.29019405,0.052325363,1.379064175,13.35386008,0.0,0.0,0.508109769,2.531701891,2.136636626,0.0,0.922079246,4.093535895,3.888754469,0.0,3.35002703,0.0,1.972660568,8.120781528,0.0,2.429006849,2.224284587,0.0,16.33712697,1.442579149,0.584962324,0.0,6.595921167,0.0,4.964932088,0.0,0.0,0.538428544,0.080900879,4.189744308,1.853367067,3.274447809,0.191668484,0.051731173,8.957946064,0.0,618.5428375,0.0,0.401664242,0.0,0.168375183,0.593528217,0.0,0.118823556,0.0,0.0,0.212046097,0.290646196,29.41244615,0.586212678,0.0,0.024723258,0.0,0.582387697,1.815213331,0.027878249,0.0,1.421438881,0.0,7.010463156,66.05321089,12.69212882,0.0,5.447127798,0.0,0.92231274,0.210408112,0.062698182,3.36055371,0.0,0.289420886,0.714254756,0.245003409,0.0,0.0,0.0,5.804048588,0.0,0.0,0.375561569,0.384493712,0.478135229,0.0,0.020990352,0.0,0.0,0.0,0.0,0.0,0.0,0.488686576,3.049877723,0.0,972.9439184,0.0,2.88892781,1.806886809,1.441614857,7.739093793,247.3733535,0.0,1.890420817,0.0,1.680673994,0
RNA521_FPKM,0.0,56.22540915,0.100073222,33.16653137,0.023847056,0.106681831,0.011895933,0.506104911,0.355581492,0.077560179,1.114494131,0.108192718,6.002598234,0.0,0.100547784,0.991953871,0.031186636,0.16898198,32.66205071,2.384286164,0.881376145,7.381049614,0.0,0.015017628,0.337102707,0.428343717,2.173203432,0.191295116,1.085166916,3.409215241,6.846798974,0.044596011,1.698448587,2.500022147,0.586331764,0.19804333,0.0,0.988718856,1.92091921,0.367445298,1.598056361,0.040677245,0.08445313,0.077136931,7.732607891,0.093592172,1.86314226,0.07207313,0.033776207,1.184204203,0.0,0.611527797,0.345058781,1.530959754,0.057651155,0.23325648,10.08323525,0.212361956,178.5065675,0.124266749,0.090611171,0.384231347,0.813887205,0.459021538,0.0,6.450792586,0.228912432,0.326688088,20.85504237,0.28455759,7.307642365,9.285899839,0.306715508,0.735701894,0.033836847,4.538333028,0.393103388,0.251378876,0.181222342,1.514103984,1.335540757,6.781107846,12.40294895,4.328326255,0.276824336,8.87496563,0.144163585,0.936230043,0.101871215,0.339248224,2.145856288,0.66556594,0.548409316,0.058592094,0.718450834,0.0,0.128320841,0.0,0.966818868,2.129840185,0.111631531,0.048408708,0.578132624,0.431424952,1.25958499,0.01892915,0.0,0.207926798,0.118411247,0.08810498,0.027092176,0.019470169,1.107244228,1.715442007,0.038062182,383.870135,0.374446163,1.505240888,0.54345119,2.601452757,0.825886404,151.9015821,0.0,0.451528248,0.015627797,4.332432178,0
RNA528_FPKM,0.047484232,41.876331,0.115503109,24.038296,0.073386094,0.32834846,0.054920477,0.449380105,0.444648861,0.079560324,1.019891936,0.312217322,4.369531206,0.0,0.17193236,1.221317979,0.335969471,0.0,39.92539263,2.252566382,1.117125447,4.586667505,0.095332528,0.023117822,0.415048737,1.318368818,1.132881556,0.0,0.612404526,4.809991327,3.911446298,0.058825245,1.284832195,1.775762082,0.676791833,0.304725793,0.0,0.913005853,1.478197441,0.295040436,1.696198199,0.375592843,0.0,0.089030364,9.90126128,0.342077541,1.138556822,0.0,0.155936097,0.42057523,0.0,0.727267614,0.531073569,1.94285575,0.066540154,0.0,7.410338981,0.122552594,138.0926256,0.095646811,0.418328567,0.506868012,1.202504062,0.176615038,0.0,2.502650342,0.352382988,0.314246904,14.13438433,0.111633939,4.932910599,2.351739506,0.026232248,0.411730325,0.0,3.087990297,0.604952552,0.464272167,0.278969865,0.87726763,0.228344394,10.43646021,8.18087195,4.024578039,0.426041156,7.1832539,0.166406944,0.240144458,0.228046475,0.0,3.087158194,0.0,0.281345335,0.090154626,0.255168158,0.0,0.024691801,0.0,0.650993214,1.191949891,0.171765477,0.074519348,0.533818049,0.863171844,0.646131253,0.029139136,0.02802273,0.28000888,0.0,0.338975332,0.0,0.0,1.100881241,0.66004266,0.029296061,309.7601806,0.0,1.751615342,0.247828853,0.734040088,0.346662717,456.1406565,0.0,0.38608183,0.024057103,2.667246161,0
RNA53_FPKM,0.137718248,33.82365078,0.167547046,16.04110021,0.053234405,0.039691438,0.013277801,0.662708317,0.24807149,0.028856601,1.075919227,0.294374608,2.897418061,0.0,0.149636958,0.664309338,0.348093696,0.0,37.33550607,1.897234185,1.302119405,7.034641027,0.276492386,0.201145457,0.767607618,0.318734278,1.134638702,0.061004724,0.807541742,1.585662993,4.29759961,0.078220085,1.381722835,1.073288897,0.864832342,0.221048641,0.0,1.08523866,1.744133379,0.035665096,3.229251704,0.13620731,0.023565865,0.021524348,8.233647875,0.300334348,1.024552687,0.160890726,0.037699753,0.237253335,0.0,1.179034765,0.325917023,2.248552986,0.0,0.208281806,12.72899746,0.266659382,183.5047388,0.0,0.404547353,0.490169997,0.193810018,0.085398359,0.0,12.00748028,0.255503592,0.068374201,21.99741556,0.155702623,6.725943754,9.512266094,0.152162477,0.547478911,0.207720903,2.852827745,0.146255822,0.505099586,0.202273677,1.630425251,1.656414361,26.43773907,8.989941188,3.120240831,0.231735816,4.933466066,0.093872867,0.174174942,0.129216599,0.126218774,3.124227086,0.195506156,0.378947821,0.0,0.123381011,0.030785067,0.089516861,0.0,0.764417229,1.873109664,0.062299494,0.0,0.645290257,0.601959053,0.468634063,0.612712496,0.0,0.087034092,0.0,0.07375464,0.0,0.08692753,0.393750076,0.857681304,0.0,401.1933237,0.417942961,1.106463281,0.381936483,1.790680463,1.089537892,1216.646832,0.0,2.015916537,0.0,1.934387345,0
RNA535_FPKM,0.0,42.41669591,0.035251061,30.01050402,0.336108794,0.0,0.0,0.425272724,0.156610449,0.072891991,1.188773078,0.142965068,6.859976638,0.247414282,0.015741434,0.279534733,0.483497711,0.0,28.00464352,2.994632805,0.621158055,5.51043768,0.349123311,0.042341244,0.475135913,0.402562589,1.185726897,0.0,0.611803422,1.601756697,4.972309797,0.008976608,1.785338791,2.574966862,0.826417432,0.418707853,0.0,1.231003191,1.232543383,0.04504515,2.873814449,0.229316247,0.0,0.135885737,8.713373458,0.230842858,1.892329715,0.152378702,0.047591039,0.855976316,0.0,0.470132128,0.523785696,2.120025717,0.040635938,0.065732177,12.21959115,0.486383162,248.8415319,0.087546592,0.127672114,0.193406302,1.697819744,0.215662776,0.0,4.382467373,0.322540076,0.230227218,22.78800302,0.141558582,16.08271694,5.30165623,0.168122895,0.377069696,0.119215135,3.703410845,1.015737369,0.212611991,0.255344227,1.782603991,1.045818833,6.78997572,9.989758933,2.287740217,0.390146368,3.93718838,0.0,1.099660471,0.261069271,0.398416982,2.169821812,0.098770003,0.368089585,0.495465673,0.233706925,0.0,0.113026094,0.054454818,1.334338286,0.454813906,0.157368988,0.0,0.977841243,1.064158273,0.394591052,0.05336953,0.0,0.500662458,0.0,0.093136807,0.0,0.0,2.347898992,2.694971961,0.0,659.0617782,0.527598668,1.034953183,0.595761944,1.650045758,0.423306219,192.1650479,0.0,0.84849046,0.044061577,3.663788308,1
RNA58_FPKM,0.139779079,32.48848373,0.075556211,13.13749639,0.396171529,0.053697182,0.01796308,0.57330327,0.402791358,0.0,1.114614511,0.520882599,3.798007248,0.0,0.118104945,1.198573931,0.565196478,0.10206637,43.30218774,2.602816201,0.548160361,4.872269673,0.0,0.022676897,0.63134058,0.862610026,0.794120438,0.082531192,0.382424265,4.291176773,3.666701704,0.038489416,1.478322863,1.597487579,0.063243347,0.299049102,0.0,0.920886523,1.212492773,0.144772706,1.747823464,0.798618513,0.0,0.029119549,8.419103128,0.61841602,0.827665789,0.380961839,0.153055586,0.275161443,0.0,0.671728016,0.40091276,4.259541269,0.130601735,0.0,11.84514083,0.080167623,164.3367278,0.093822548,0.0,0.414536009,0.967026306,0.28888504,0.0,9.122347194,0.345662019,0.092529813,20.66205508,0.168547158,3.872762711,10.56327663,0.077219726,0.639790945,0.0,1.912064404,0.19786447,0.417662382,0.821202089,1.990902117,0.896571051,11.12691395,13.86737896,3.541050978,0.209004942,4.272341418,0.145173638,0.157090191,0.202821787,0.170757037,3.311473463,0.105797421,0.512738907,0.442458123,0.500831483,0.0,0.072685121,0.0,0.699687892,0.974822121,0.084282842,0.0,1.92090531,0.944850826,1.47952754,0.686133889,0.054976509,0.575741769,0.08940159,0.133071122,0.0,0.029400316,0.725175542,0.512803362,0.0574746,342.8114832,0.0,1.164459009,0.060789262,1.047772075,1.474209474,127.2799894,0.0,0.227342548,0.023598264,2.617575251,0
RNA6_FPKM,0.0,35.99199057,0.252947621,22.34374243,0.482249026,0.256819165,0.017190022,0.478029184,0.160511978,0.074677252,1.087800512,0.517716355,5.038653513,0.253739668,0.064557893,0.28668131,0.135147999,0.0,34.40118121,2.86449881,1.011059473,6.758440203,0.357861442,0.108457496,0.662263661,0.412422095,1.164589219,0.078936273,0.992805448,8.208337124,5.671306039,0.046010419,2.328742244,2.63903897,0.604984847,0.286023029,0.0,1.095005777,1.263182617,0.023086797,6.248811005,0.117495791,0.0,0.0,12.65343399,0.388678339,1.424856157,0.104091236,0.097562216,0.614077573,0.0,1.084130143,0.690206544,1.202778245,0.041631188,0.067412684,12.21519183,0.230068848,32.36547667,0.628199585,0.130936175,0.436111223,0.956236514,0.0,0.0,5.446523895,0.661211133,0.117994762,20.17626237,0.177319475,5.185543953,7.386172529,0.44308015,0.225418621,0.073316374,1.932255922,0.851761262,0.290513915,0.26187235,2.032807869,1.500541262,20.42196946,12.56504449,4.038035417,0.699708228,8.785233021,0.173541212,0.525907656,0.301004148,0.326727496,2.156396353,0.101189064,0.67904847,0.084621321,0.23951449,0.039833939,0.069510163,0.0,1.338427083,0.466144375,0.08065565,0.489436321,0.668154389,1.121782022,1.617242069,0.027353255,0.0,0.663289372,0.0,0.540878755,0.0,0.028135046,0.452955352,0.72276387,0.0,513.2105801,0.54108724,0.901581665,0.43613977,3.319498807,3.145456915,188.9315857,0.0,0.434823998,0.02258269,3.755146713,0
RNA60_FPKM,0.0,41.38849117,0.073857218,18.19572578,0.281561172,0.262421022,0.0,0.804408267,0.295202963,0.152604898,1.644858897,0.628749475,5.267545445,0.518376747,0.148388923,1.464033071,0.460237803,0.099771257,34.48762414,1.742022297,0.956474874,6.290193754,0.457009228,0.155133871,0.597023879,0.842795234,0.879465515,0.0,0.694013596,1.677120163,4.338734431,0.009398851,2.421746506,1.702939541,0.463577986,0.29232454,0.048820507,1.094427773,1.375203845,0.188635642,4.513785655,0.180095045,0.062329094,0.0,8.505208243,0.51796423,1.53664105,0.319097658,0.04982963,0.672212977,0.0,0.984590413,1.567010452,3.765855149,0.042548385,0.206544647,10.61007368,0.0,227.9587964,0.183425618,0.133677564,0.283533507,0.768774242,0.56455422,0.0,3.87679703,0.675778594,0.06028072,22.5905529,0.115291203,8.703846912,11.49301091,0.125753293,1.18453681,0.0,2.50294389,0.580143946,0.111308187,0.534991387,1.814000816,1.861650755,9.511721907,8.558362822,2.661738418,0.612808109,3.809496874,0.230502178,0.230296332,0.669734415,0.0834148,0.206544647,0.155100441,0.30835175,0.129705758,0.407868451,0.020345073,0.142032404,0.057016268,1.456618668,0.666756878,0.411894793,0.142908658,2.730215466,0.764081229,2.065374103,0.027925946,0.0,0.204577898,0.262127867,0.617611015,0.0,0.028724105,0.780932067,1.186783087,0.0,490.5940255,0.552415894,1.462979878,0.683247455,3.391468952,1.77300845,160.9459081,0.485224746,0.59235274,0.092246244,1.918253736,0
RNA62_FPKM,0.13905096,33.26357796,0.0,12.67304629,0.429996472,0.053448797,0.0,0.51190423,0.434160858,0.0,1.06371159,0.538564062,2.194092473,0.0,0.134293152,1.490446426,0.093710327,0.0,43.87003694,2.660547067,0.701184069,4.269698378,0.186086333,0.0,0.344454774,1.501879809,1.422147353,0.0,0.760984298,3.842418226,3.591092764,0.009575615,2.033183965,1.011470076,0.944001515,0.446375497,0.0,1.832438644,0.366201538,0.096033907,2.898261693,0.061139271,0.0,0.05794571,9.761948133,0.228534083,0.967572888,0.108283507,0.050766778,0.501900134,0.0,0.668331186,0.638209217,3.753616641,0.0,0.0,8.257546666,0.478648655,168.0272376,0.0,0.0,0.371185062,0.375059441,0.229948576,0.0,6.793618297,0.0,0.153404562,18.54471732,0.092227183,6.935521333,6.491273592,0.102430378,0.268003801,0.0,1.86647678,0.787552306,0.113330551,0.544541098,0.214132842,0.222961709,31.32013418,10.16617016,2.574586986,0.519923172,5.738439696,0.252745104,0.156298825,0.500993433,0.084983587,3.785352609,0.0,0.431657298,0.044032946,0.24914996,0.020727704,0.241028316,0.0,1.967387161,0.775864886,0.083892978,0.0,2.432348586,0.421406037,0.841247514,0.028451151,0.0,0.130190747,0.0,0.397164642,0.0,0.0,0.559537622,0.322225549,0.0,332.625416,0.562805209,1.213731461,0.15122009,1.23793408,1.579572986,1093.463621,0.0,0.980040126,0.0,1.627498971,0
RNA63_FPKM,0.080908373,34.08532916,0.0,11.30697134,0.062549577,0.093273615,0.046796943,0.331838284,0.320565742,0.0,1.224479383,0.718259973,3.829335747,0.0,0.043948996,0.260073056,0.081800909,0.0,47.82320457,2.228849282,0.747868822,5.280718144,0.0,0.019686805,0.300589312,0.936189181,1.562766254,0.071679578,0.996108556,0.372466437,4.824951423,0.008351642,2.529207289,2.01743225,0.329519805,0.259728629,0.0,1.447788725,0.545150725,0.041905919,3.865994262,0.373361552,0.0,0.101141436,10.00260076,0.444873672,0.844333962,0.0,0.0,0.119455354,0.0,1.385128841,1.496722804,3.275540002,0.0,0.0,9.252211035,0.243649088,199.512677,0.244424031,0.0,0.143954704,0.953428621,0.200640521,0.0,4.358434518,0.600425293,0.13388621,19.94628426,0.124382807,13.61762276,1.926711087,0.178750265,0.087707361,0.044376136,1.691397896,1.890036964,0.296699691,0.237566734,1.308079353,1.556758744,36.65034441,7.181601048,2.956184638,0.635217329,4.914844277,0.063014596,0.204623614,0.400756945,0.0,0.305883594,0.0,0.273946133,0.076841993,0.362395812,0.018078249,0.168253441,0.0,1.082905068,0.0,0.073169616,0.126973499,3.487163028,0.480874088,1.651677241,0.02481447,0.0,0.340820607,0.0,0.115522668,0.0,0.0,0.745259777,1.335639914,0.0,473.8956582,0.490866364,2.118272983,0.501486661,1.478258121,0.689206584,145.1129105,0.0,1.776192911,0.0,2.840606997,0
RNA64_FPKM,0.287165644,22.83057451,0.0,3.16865353,0.507403049,0.189159218,0.0,0.517767219,0.206908265,0.068761581,0.781182228,0.314761001,3.452200084,0.0,0.044578437,0.0,0.456226025,0.0,62.7906204,1.883759399,1.137705249,4.077147749,0.0,0.059923365,0.017941782,1.708980314,1.30528227,0.254410162,0.817839103,0.378039649,8.071706268,0.025421011,0.803994743,1.790256888,1.058269702,0.526730573,0.022003478,1.753255478,1.487078592,0.021257386,5.313360796,0.432752744,0.0,0.0,11.84469413,0.140028182,0.510157572,0.335484146,0.583942271,0.0,0.0,6.173654728,0.988460235,4.357962422,0.268333176,0.24815442,7.290472685,0.28240672,13.22279243,0.578433655,0.0,0.365003831,0.461839435,0.559633141,0.0,3.73113332,0.608832302,0.271544923,3.308018144,0.222619351,1.70500656,2.149485818,0.181291837,0.148262243,0.02251044,0.825956368,0.174254436,0.2340483,0.723113682,1.705700451,0.0,20.70655759,4.498705629,4.317299228,0.092080649,8.4174504,0.175762385,0.622590804,0.554244671,0.0,0.310225286,0.046610836,0.868271978,0.116897134,0.073538504,0.0,0.042661441,0.0,1.312599208,0.772552745,0.0,0.0,0.307528791,0.745913286,0.74446326,0.25172678,0.0,0.495452228,0.0,0.0,0.0,0.0,0.377915423,1.616033525,0.025321404,738.211903,0.0,4.10141734,0.695991001,4.324773543,1.19825959,114.812,0.0,0.066752343,0.0,2.592935649,0
