,UNC93B6,HMGB1P5,AC024568.1,PTMAP5,AP003086.3,AC103705.1,GAPDHP72,AL590627.1,FAM91A3P,PHACTR2P1,SH3GL1P1,AL669831.3,RPL37P6,CYCSP38,AIDAP2,AC005230.1,AP001885.1,ZNRF2P2,GTF2IP4,KRT8P12,RPS18P9,PDIA3P1,NANOGP4,CCNYL6,RPS10P7,RPS12P26,RPL26P30,AC112694.1,PRELID1P1,AC016629.1,TUBBP1,CCDC144CP,CBX3P2,AC091167.1,AL356235.1,CHP1P2,CSNK1A1P1,AP001992.1,AC135983.2,CICP18,RPL13AP7,CAP2P1,GLDCP1,AC007161.1,DENND10P1,RTEL1P1,PLEKHA8P1,AC079416.2,TMEM14EP,UPF3AP2,AL590396.1,ANP32BP1,RPS4XP16,AL391825.1,AC021148.1,AC006122.1,SMPD4BP,RPSAP36,RPL6P27,VN1R105P,AL049840.7,CYP2F2P,TSPY26P,AC231533.2,RPS10P20,AL031282.1,RPS21P1,TPI1P2,AC136632.1,VDAC1P8,AC011447.1,AL691432.1,ACTG1P17,FAM91A2P,AC092656.1,AC007318.1,RPLP1P6,CHORDC1P4,TBCAP3,IPO5P1,EGLN1P1,PTENP1,AC005363.1,AC060766.1,BOLA2P2,AC025048.6,BEND3P1,HNRNPA1P70,AP006222.1,AC104996.2,AURKAP1,INGX,BNIP3P1,RPL31P11,SUMO2P17,NPY6R,AP005264.4,SELENOKP3,PGAM1P8,AC063950.1,FDPSP3,RPL12P25,SKP1P1,AL513477.1,RPS16P5,NOC2LP1,FAM74A4,ABCA11P,AC023389.2,GUSBP5,RPL13AP3,RPS2P45,AC087633.2,RPL23AP7,AL137803.1,RPS27AP16,AC022137.1,AC016582.2,RPL12P38,ENO1P1,RPL36AP21,AC004057.1,AC090877.1,AL390726.4,GAS2L1P2,SPTLC1P1,Diagnosis
RNA368_FPKM,0.374581324,36.94774049,0.0,24.79955677,0.611325538,0.0,0.0,0.302049292,0.239898969,0.069749569,1.138000522,0.091238522,9.5221826,0.0,0.045217723,0.535236163,0.378713495,0.0,36.79150929,3.344513374,1.084322473,4.900335393,0.083575675,0.060782708,0.254709461,0.385207845,1.229665986,0.0,1.513056503,4.60027369,3.582746841,0.0,1.398317983,1.167699944,0.367318169,0.267149398,0.0,1.15619425,0.444879396,0.064664283,3.866376676,0.109742667,0.0,0.104076224,8.82189833,0.347258379,1.404848897,0.09722263,0.045582193,0.286787532,0.0,1.537734807,0.46561458,4.530103074,0.038884095,0.0,7.50450371,0.179087361,234.4813908,0.083851199,0.0,0.185172854,1.010328793,0.154835519,0.0,4.556960779,0.617580188,0.055089313,27.88140923,0.090343873,9.168269979,2.696210199,0.183937003,0.391072183,0.0,3.029556256,0.795605524,0.169611418,0.244565996,1.369993242,0.100137258,26.23409334,5.868250216,2.068331209,0.280106361,4.914050797,0.08105739,0.701789588,0.281155126,0.228846897,1.699468503,0.047276698,0.493301049,0.079037464,0.372879843,0.018610876,0.194782289,0.0,1.222979724,0.348346448,0.225910066,0.0,4.680169168,0.989604812,1.132905432,0.025545561,0.0,0.374064516,0.079900095,0.029725201,0.0,0.026275686,1.692324761,1.374323182,0.0,446.7487919,0.505328416,1.5356541,0.89620848,1.989075315,1.620990641,864.2614012,0.665252608,0.406116943,0.063252321,2.630680333,0
RNA37_FPKM,0.043625862,36.33977503,0.035383277,15.46615177,0.269955835,0.150932407,0.016824365,0.495818535,0.69189447,0.036564337,1.278744199,0.468886247,2.640094316,0.0,0.110653066,0.842043954,0.706084153,0.095646337,38.23645766,2.338408071,0.770348197,6.439206729,0.087586205,0.021239364,0.591512288,1.212244857,1.041617742,0.0,0.614266108,2.010044462,5.716659044,0.099160317,1.710926087,3.129499555,0.029617113,0.420284635,0.0,1.04935158,1.886570251,0.248671323,2.846232874,0.057529644,0.119504347,0.054575826,12.51396908,0.248309632,1.667199901,0.203972366,0.0955892,0.300760026,0.206472672,0.550695304,0.26291792,2.280477779,0.10196249,0.0,9.927664415,0.03754282,134.5000513,0.615401285,0.128150971,0.271852024,0.75246793,0.433061762,0.0,2.983816412,0.647839357,0.173365462,14.89125185,0.078958019,7.982483346,3.368261508,0.120554204,0.914903274,0.02392765,3.109667492,0.463498086,0.49804991,0.256301941,1.159512122,1.679961377,14.49359227,7.293952218,6.635311707,0.587575231,11.30795794,0.187005485,0.147209127,0.340732223,0.079966206,1.452293344,0.0,0.517373787,0.082910011,0.234587025,0.058532324,0.136184103,0.0,0.855062667,1.0960022,0.394865595,0.0,4.09031096,0.79363917,0.594016155,0.026771411,0.0,0.20841201,0.167556357,0.218159396,0.038316342,0.027536572,0.568508255,2.149357707,0.107718829,193.9153029,0.52957752,1.298806532,0.14239902,1.472542833,1.168722193,496.6223783,0.0,0.567937253,0.0,6.130893531,0
RNA379_FPKM,0.0,42.8802511,0.196938138,30.66430673,0.187718343,0.209924444,0.0,0.632112559,0.568608844,0.101728185,1.363442099,0.346006541,3.352512597,0.345653184,0.065951366,0.780629966,0.613701005,0.0,26.1186748,1.765428501,0.153039828,6.033340907,0.0,0.059091511,0.636890328,0.281061428,0.896801549,0.107529986,0.427101556,1.677285757,4.964423558,0.025068117,1.246374997,3.027756401,0.08239983,0.194921761,0.032553473,1.070224964,1.749158825,0.220079134,0.162660753,0.400273753,0.083076751,0.037960548,8.990663399,0.299304965,0.781890395,0.0,0.398781201,0.657325589,0.0,0.601740535,0.783577671,1.110071867,0.056711583,0.183563977,9.370916775,0.104450488,142.0671297,0.244483011,0.178365906,0.486145974,1.195992836,0.225832115,0.0,3.551929551,0.450608604,0.401820124,17.69767163,0.153727436,10.09252134,2.833816329,0.301826615,0.789747754,0.166481303,2.914525731,0.257797845,0.247390181,0.356731812,1.051682696,1.752284216,7.452150418,12.36325238,4.791484866,0.544773796,5.706118423,0.04727572,0.409457397,0.246049223,0.0,1.836139402,0.0,0.308341677,0.115274373,0.543871472,0.0,0.126263884,0.22814755,0.475682427,1.524247229,0.109871989,0.0,2.047976906,0.594322821,1.377179496,0.074482605,0.0,0.358060264,0.0,0.086669085,0.0,0.038326558,1.658433891,0.738527585,0.0,364.8489717,0.737088247,0.867039333,0.475343743,0.938604484,0.591075951,569.9057724,0.0,0.394924748,0.06149241,4.689426236,1
RNA38_FPKM,0.162396441,23.46236412,0.032916493,8.660623293,0.282447422,0.0,0.015651436,0.320247848,0.467996511,0.102070239,0.832523748,0.622992646,2.135230704,0.231028802,0.132322236,0.261022014,0.246252192,0.0,31.18074235,1.739891832,0.477646395,8.533531574,0.0,0.118580405,0.408176345,0.563706091,0.784237073,0.071936364,1.190223769,2.24349359,2.396361133,0.067075106,2.045956409,0.63276182,0.082676893,0.260659086,0.0,2.10374346,0.622619501,0.084112087,1.813150932,0.053518902,0.083356091,0.076134929,9.432491554,0.985378129,0.52288312,0.047413177,0.0,0.319705458,0.0,0.512166562,0.489082998,3.6057044,0.056902272,0.061378939,4.792265151,0.034925481,94.36250576,0.245305068,0.119216785,0.252864218,0.59986452,0.251734743,0.0,7.267146302,0.301179247,0.134367624,11.07996781,0.168901945,3.205920038,10.13300042,0.179412767,0.99763509,0.0,1.760473568,0.086200781,0.297769158,0.238433571,0.046892356,0.488272901,30.67292616,11.8719115,5.103166545,0.091054191,9.121153197,0.110688544,0.068437235,1.042129747,0.148836338,0.982329311,0.0,0.274961461,0.115661975,0.072718743,0.0,0.0,0.050848444,0.715747168,0.254826041,0.367289191,0.063691159,1.521733948,0.397461574,0.736813555,0.024905013,0.0,0.193836102,0.0,0.02897985,0.0,0.0,0.490065037,0.658516866,0.025039136,163.6916647,0.492657445,1.497905828,0.105971049,0.855975346,0.790559844,361.5803039,0.0,0.132064186,0.0,5.702129505,0
RNA383_FPKM,0.0,36.72753456,0.322452132,29.08409096,0.307356313,0.101855975,0.017028786,0.975711515,0.286455117,0.0,1.035301692,0.242109132,3.717453767,0.0,0.095999407,1.136498245,0.580608835,0.096802749,30.90448099,1.690385617,0.556863575,4.405684118,0.0,0.064512303,0.502077814,0.613355604,1.204749706,0.156550024,0.362630083,1.22054683,4.128605051,0.045615754,1.15436012,2.47871367,0.449822021,0.425374465,0.0,0.943979573,1.888747076,0.20591744,1.302145758,0.0,0.030223234,0.027604986,6.512394377,0.251297219,1.000602552,0.103219248,0.241839796,1.000173715,0.0,0.398072585,0.456164619,1.346296482,0.06191405,0.133622937,9.588779723,0.0,151.8120157,0.177968132,0.259536859,0.393048368,0.761523173,0.273910568,0.0,6.756012883,0.327683479,0.087717161,4.11017644,0.127852821,9.363915494,10.94185175,0.317252507,0.41508037,0.024218378,3.07869348,0.750554622,0.324029266,0.519073718,0.994913703,0.531285852,9.540474955,14.30229114,2.453622739,0.396452876,6.63352045,0.0,0.074459815,0.278521287,0.161951,1.402947572,0.250830123,0.486209616,0.041936694,0.158309873,0.019740932,0.022961084,0.055323185,0.490370665,1.016772624,0.399644441,0.0,0.496705152,0.494289446,1.402947572,0.027096692,0.026058538,0.334990821,0.0,0.063089599,0.038781897,0.02787115,0.799872508,0.972453513,0.0,450.7263625,0.536012049,0.84125496,0.345899124,1.738622144,0.215074369,599.8422649,0.235284359,0.143700976,0.0,3.412616164,0
RNA385_FPKM,0.0,51.96121228,0.140807655,41.36524707,0.246054772,0.033367759,0.0,0.684758942,0.625442807,0.048494702,1.003089321,0.183957872,3.119831229,0.0,0.178150793,1.116580002,0.321784812,0.126818522,33.29990963,1.993038809,0.997029971,6.49308898,0.058110336,0.098613556,0.31621855,0.535776229,0.887795321,0.0,1.289449595,1.599122113,6.369407016,0.077690742,1.80930829,1.803969073,0.825028557,0.185740654,0.031020156,0.757448435,1.801968297,0.269758661,1.24061932,0.076300657,0.0,0.018095067,8.629797002,0.208499706,0.835334036,0.067595866,0.031693391,0.826032098,0.0,0.417190968,0.497997096,1.738498525,0.040558922,0.087506529,9.884209991,0.074700775,138.7170486,0.641094356,0.169964605,0.514919328,1.109598277,0.251204355,0.0,3.671007834,0.214796504,0.229848538,15.16626063,0.0889787,8.538769409,2.122568924,0.175827566,0.752898976,0.015875146,3.338625355,0.860380666,0.377308327,0.170047233,0.919039345,1.044046261,9.933611082,0.604465489,2.960601381,0.45444313,9.15460234,0.078895035,0.195186188,0.234559881,0.3182253,1.619104769,0.328620004,0.636932617,0.054952287,0.362932588,0.01294018,0.090276681,0.036264345,0.358987915,3.874850265,0.209444607,0.0,0.650767486,0.384463593,0.919009993,0.035506499,0.0,0.495748725,0.166610105,0.041315899,0.0,0.018269537,0.790495764,2.81612051,0.035697716,357.0266193,0.351355871,0.9987479,0.339863261,1.626892354,0.281762798,122.9416139,0.0,0.564729903,0.0,4.064114234,1
RNA386_FPKM,0.0,39.07211,0.078017612,36.21146132,0.223131892,0.332733154,0.018557344,0.500874302,0.207958221,0.040330615,0.845525221,0.200365255,11.13190014,0.0,0.069677852,0.618665977,0.389059856,0.0,26.6816464,1.877507166,0.970241428,5.330488479,0.096607945,0.046831289,0.462602062,0.890504058,1.585207202,0.085219818,0.620529991,0.443231427,5.205591679,0.029805392,1.43658965,3.14893486,0.685768036,0.154471198,0.051570577,0.848026471,1.341328153,0.274057184,2.492143485,0.063455434,0.065840106,0.060136359,7.549008291,0.054732642,1.345946473,0.112377185,0.368675307,0.615579044,0.0,0.346787374,0.455346655,0.879607457,0.112373862,0.145478386,11.43979638,0.206968385,291.5876904,0.096926433,0.282563788,0.256818308,1.150779991,0.238592427,0.0,6.660110584,0.357097384,0.063676347,32.07528483,0.156622011,14.59502588,6.4614781,0.398591918,0.139053473,0.079151064,2.421225558,0.408620634,0.078399201,0.847829671,1.861172243,0.578533676,6.598763975,15.82541622,1.546871413,0.323773387,5.789732448,0.131143745,0.0,0.2166303,0.088203054,1.527701071,0.054648732,0.529426411,0.091357411,0.258575618,0.02151294,0.100039605,0.0,0.345524893,1.50973514,0.174057062,0.0,1.442465273,0.840981803,0.218324391,0.029528977,0.028397635,0.324256291,0.184628066,0.274782048,0.0,0.0,1.772559889,2.062112252,0.0,871.7391611,0.584126185,0.343536178,0.533587678,1.41991848,0.936740396,1140.625161,0.0,1.095307217,0.048734053,2.702549879,0
RNA39_FPKM,0.13505147,29.71734936,0.146022015,14.40453213,0.591593226,0.0,0.0,0.539739168,0.551363026,0.264087379,1.142904375,0.493416834,3.432971099,1.281224287,0.130429473,1.736893439,0.2730362,0.049339191,42.04169886,2.170368215,0.87009728,5.549430872,0.09041015,0.065750158,0.334526005,1.250036945,0.664955814,0.119646855,0.95017783,1.658340469,5.563332103,0.08366918,1.512393051,3.227350626,0.611191438,0.288975266,0.0,1.154314564,1.150611655,0.116573671,0.080411733,0.237417089,0.0,0.028152956,10.85640961,0.443871614,1.379484023,0.105165632,0.492896321,0.620364229,0.0,0.649028059,1.045904216,2.430200221,0.06310205,0.136142638,9.070318066,0.116220349,188.0587527,0.090708206,0.1322828,0.320438623,0.791834577,0.502411349,0.0,6.78012488,0.334188126,0.148990329,18.00949762,0.179139619,10.29027748,11.14985193,0.124338222,1.008590589,0.024699122,2.579503499,0.191199162,0.440246028,0.2645656,1.923656201,0.541409738,14.67773679,14.57427768,4.210918887,1.211889006,7.585256472,0.42078764,0.759069403,0.500056084,0.082544467,1.429601726,0.20446701,0.952742284,0.299253418,0.16129509,0.100622981,0.117036658,0.0,0.499703434,0.659314038,0.162887341,0.0,1.687338325,0.377761663,0.6127459,0.580072746,0.106249116,0.265503722,0.172779976,0.128558533,0.0,0.028424403,0.600581384,1.225634894,0.027783395,349.6271192,0.5466521,1.607299523,0.117483002,2.657480508,1.862772295,132.901827,0.0,0.585717448,0.022814944,2.212870104,1
RNA392_FPKM,0.099934371,44.87074606,0.040545901,31.79939264,0.424976813,0.0,0.0,0.741126831,0.180028751,0.167516875,0.85400959,0.164331949,2.49702526,0.284576824,0.018105856,1.606993484,0.707354365,0.218983506,32.96378278,1.721059828,0.545987953,5.676295305,0.0,0.097306615,0.458766112,0.462575007,1.135754849,0.044288902,0.937692365,4.602946161,5.868990588,0.0,1.165970323,2.336699709,0.33925418,0.320805084,0.0,0.800920681,1.579291151,0.310586603,0.178537722,0.263567918,0.0,0.03125298,9.506223703,0.398014962,1.065362667,0.0,0.164165735,1.180676557,0.0,0.540396258,0.387019976,1.697101747,0.116745639,0.0,9.31335394,0.344040649,139.7528353,0.201296377,0.146848938,0.266809165,1.582334807,0.55774868,0.0,6.977079692,0.370986791,0.264646653,13.48418089,0.108473896,7.685304933,9.378943775,0.0,0.397326508,0.054811401,2.437993729,0.10618046,0.285092417,0.293697876,1.558405358,0.721295119,17.15620779,9.655895942,3.506251594,0.224210163,8.592796786,0.155717506,0.67415509,0.337587083,0.183179703,1.662666893,0.17026855,0.634632531,0.189823526,0.179061293,0.022349692,0.025995386,0.0,0.750547208,2.09129289,0.0,0.0,2.060572645,0.594108787,0.906830212,0.367983257,0.088478249,0.070179764,0.095951557,0.249775164,0.0,0.157711137,0.317499579,0.926402832,0.061655908,346.0616735,0.606845942,1.427545292,0.358711293,0.913189974,0.486533075,108.4118962,0.0,0.487690222,0.0,4.562451058,0
RNA409_FPKM,0.0,43.5516158,0.0,27.95052687,0.18750419,0.335482239,0.0,0.811169206,0.209676399,0.162615641,0.663131366,0.319001495,5.48497095,0.276186422,0.122969529,0.935818876,0.392322568,0.159419235,27.77723515,3.340961256,0.692987599,5.307850378,0.097406383,0.094459604,0.360459326,1.122657666,1.98430004,0.042983097,0.739453325,3.574275454,6.024520329,0.050092669,1.539109933,1.66324693,0.724436441,0.467089982,0.0,0.803294529,1.397618422,0.376837978,1.689758452,0.063979876,0.19918475,0.060633135,9.688125042,0.275942397,1.507993185,0.113305514,0.371773469,0.668473456,0.0,0.437097919,0.417397731,1.520511147,0.045316429,0.073376261,7.676297615,0.292182529,173.4090642,0.293086132,0.142519276,0.302111062,1.331032818,0.180452219,0.0,8.710820256,0.360048696,0.321075178,20.30863504,0.105291742,12.70099566,16.3580584,0.187567446,0.455743512,0.0,4.094121045,0.20599809,0.395312213,0.569795999,0.14006693,1.633461384,8.479483495,10.13170561,4.253862043,0.0,7.784170133,0.321165736,0.654352176,0.189314586,0.177776352,0.733545517,0.055100389,0.862377072,0.046078771,0.434577161,0.043360086,0.176552847,0.0,0.443426282,1.420887642,0.0,0.0,2.363528725,0.746271801,0.660169257,0.8036368,0.0,0.122605752,0.0,0.034644343,0.0,0.091841729,1.725735337,1.039671393,0.0,497.3960813,0.588953827,0.750497108,0.28484341,2.113576326,0.944596036,135.3291989,0.0,0.394474211,0.049136637,3.06561356,0
RNA41_FPKM,0.122837605,37.91952448,0.033201162,20.03134389,0.094964711,0.0,0.015786793,0.12920917,0.05901207,0.0,0.519823481,0.080789857,4.737999038,0.0,0.059315542,0.0,0.082805684,0.0,39.36900647,3.133809367,1.548591201,4.707768329,0.0,0.119607612,0.393804291,0.947697059,1.721654088,0.0,0.432171459,3.017333495,3.776665172,0.008454606,1.490404658,0.765854865,1.000738303,0.525737226,0.0,0.721898014,0.342537521,0.0,1.243599763,0.0,0.0,0.0,5.95319455,0.077651156,0.927501834,0.0,0.269009953,0.443399944,0.0,0.369014784,0.422838179,2.388930547,0.076522038,0.061909757,6.728203941,0.21141909,200.5800099,0.494860067,0.0,0.437206467,1.03722253,0.710941831,0.0,1.755390672,0.303783909,0.0,29.97113416,0.08147742,9.360535206,0.468110874,0.384548932,0.0,0.0,3.170880201,1.043621462,0.066752648,0.240495595,0.969509767,0.29548731,9.001972901,7.056501674,2.274417961,0.091841647,3.895897485,0.063790046,0.552391321,0.479463722,0.0,1.176617212,0.372025629,0.312001843,0.0,0.440198104,0.036616269,0.0,0.0,1.336931045,0.085655965,0.074071694,0.0,0.307007576,0.830438259,0.92893078,0.050260028,0.09665034,0.310528567,0.0,0.087713802,0.0,0.284301204,1.105661488,0.616756431,0.0,497.2021654,0.49691805,1.218430339,0.293916232,1.381357855,1.295800001,151.8910447,0.0,0.599364677,0.04149439,1.150176076,0
RNA418_FPKM,0.214877395,36.50711714,0.20914145,23.9226262,0.332239784,0.049553089,0.0,0.556004187,0.216764578,0.036026251,0.860369824,0.414558039,9.154759295,0.978511966,0.217920999,0.276454075,0.260705833,0.047094687,40.01082766,3.354963548,1.228051001,5.789506734,0.0,0.020926803,0.356968385,0.79565872,0.439523321,0.038080914,0.856807176,2.375174251,5.338065537,0.026624388,0.802218865,1.071834182,0.671055293,0.413820388,0.0,0.872474522,0.918787674,0.133557411,0.115151775,0.169993843,0.0,0.026872241,8.175415997,0.277092824,1.317069997,0.20081635,0.235286896,0.846164259,0.0,0.580929594,0.51779257,2.320236954,0.040167939,0.0,8.009548685,0.110934949,227.1090675,0.173163542,0.126265082,0.458892889,1.058414067,0.21318055,0.0,5.751353455,0.318985471,0.0,27.724929,0.116610164,5.537614038,6.878583229,0.142453187,0.217448378,0.023575527,3.893884784,0.365099482,0.175131287,0.252530165,1.538783487,0.620288289,11.41352312,8.304123837,2.512851436,0.096437468,7.094281069,0.133922333,0.869659017,0.335492077,0.315080853,1.429917393,0.195217381,0.436637114,0.204077857,0.616068914,0.076848989,0.134087851,0.0,1.066426821,0.53956584,0.155556587,0.067456688,0.483213582,0.781434847,1.364972988,0.026377439,0.0,0.482843841,0.0,0.061386374,0.0,0.0,1.092214526,0.946099901,0.026519492,470.7551255,0.521784182,1.790369249,0.841330858,1.329033651,1.360038198,140.3509904,0.0,1.118367529,0.043554125,6.036620117,0
RNA431_FPKM,0.180491339,37.95372163,0.097562396,22.79140396,0.232531269,0.208075865,0.0,0.892181782,0.173382913,0.0,1.145581169,0.184636934,8.226708191,0.0,0.130720637,1.547670638,0.304099084,0.0,26.75559711,1.795620754,0.75836539,3.874936078,0.0,0.175717701,0.157781337,0.55679549,1.367284971,0.0,0.705478744,1.662515702,4.549853159,0.0,1.403646791,0.937638841,0.408393807,0.386148886,0.0,0.932045593,0.810813496,0.12463581,0.107451761,0.317328152,0.123540188,0.0,6.661923454,0.456327469,0.748121836,0.140529646,0.329349844,0.829081315,0.0,0.704770847,0.569440744,2.566828971,0.056204694,0.272970812,11.15957079,0.414165382,185.784679,0.0,0.0,0.642358444,1.439204613,0.074591006,0.0,6.761127978,0.446338085,0.238922768,17.72523426,0.054409517,14.5024779,8.424909019,0.166163845,0.304387522,0.065975767,2.748558624,0.638854738,0.245145237,0.353350984,0.833778414,0.868211478,11.70193405,6.28327823,1.406973307,0.269878842,2.413649515,0.117155044,0.202843619,0.397366367,0.0,3.093382894,0.136611533,0.45839158,0.057122024,0.862338478,0.026889148,0.281536956,0.075355781,0.982102707,1.007045963,0.108830708,0.094388277,0.902016629,0.588992525,2.729364549,0.036908439,0.0,0.304142743,0.0,0.042947217,0.0,0.075926658,0.859980737,0.871290233,0.0,501.2135862,0.0,0.716015115,0.588819835,2.621425953,0.878588507,782.5268551,0.320481125,1.467608621,0.091442959,6.759940716,1
RNA44_FPKM,0.0,38.45495124,0.0,16.94452861,0.746198658,0.05056912,0.0,0.539915172,0.189666551,0.0,1.328185709,0.298165701,4.384450978,0.499409325,0.015887157,0.846656146,0.133092665,0.192290438,37.09636124,2.014662652,0.995572592,6.122980549,0.0,0.064089509,0.728824787,0.609335862,0.498582522,0.11662494,0.771798088,0.80808946,5.071733398,0.036248102,1.515007705,3.145649523,0.268077299,0.281628376,0.070575315,1.007889576,1.549655772,0.113621589,0.07836735,0.28928547,0.0,0.054846454,4.20279782,0.366074285,1.500423375,0.205036267,0.0,0.691044744,0.0,1.423338364,0.415313854,1.680985291,0.14349136,0.0,9.732276749,0.0,228.3110791,0.353518574,0.0,0.234228983,0.16979242,1.033788915,0.0,6.735488156,0.651051832,0.145217336,0.544334861,0.246024221,9.847177658,6.436890245,0.096956571,0.158559465,0.096260294,1.936587389,1.39782203,0.250296401,0.257708017,0.076023,0.316662732,8.333598669,12.37209501,1.539112297,0.393759979,2.967299657,0.119616788,0.369923463,0.263453901,0.643321508,0.132681355,0.0,0.631468921,0.083321141,0.314469113,0.0,0.0,0.0,2.29196447,1.377078096,0.079373052,0.206589899,2.960194511,0.981858308,0.796291838,0.02691828,0.0,0.603827895,0.0,0.0,0.0,0.027687638,1.379806635,3.812539484,0.0,493.0726672,0.53248279,0.731060528,0.429448349,1.480097255,0.747565214,1028.654285,0.233735178,1.498520068,0.0,0.308064756,1
RNA442_FPKM,0.0,43.57940592,0.21104009,24.29848245,0.067042866,0.099973984,0.0,0.574712486,0.218722454,0.0,0.889319348,0.066550642,8.781319572,0.0,0.031408543,0.0,0.043838565,0.0,17.29327732,1.85860738,0.911144904,6.8480544,0.087052922,0.021110045,0.398113467,0.0,1.478411855,0.0,0.508552703,1.597574223,5.652988089,0.008955416,1.861760082,0.946309391,0.058873569,0.278386401,0.023246364,0.671873799,1.269724796,0.157228008,3.06024029,0.057179365,0.02967861,0.0,2.209644591,0.016445131,1.752711312,0.0,0.142436053,0.81109368,0.0,0.937919232,0.074628467,1.095106415,0.121578028,0.0,12.33860978,0.149256934,336.6076481,0.262019728,0.0,0.231529419,0.961188982,0.161324731,0.0,1.457118619,0.321778614,0.14354326,32.01056488,0.164737962,16.04190692,1.611261372,0.431216731,0.1253617,0.047563924,2.182827728,1.013148542,0.0,0.764224208,1.227137603,0.938830127,2.654187283,8.379225766,1.014209313,0.389127626,2.982665382,0.033777866,0.073118047,0.091143312,0.0,0.131153989,0.246264738,0.257011511,0.041180994,0.155384785,0.038770399,0.045094648,0.0,1.755723291,0.816653604,0.156918692,0.068047361,0.487603175,0.697538497,0.393461968,0.133067053,0.0,0.572475654,0.083224416,0.123847787,0.0,0.0,1.763353177,2.989620503,0.0,951.4825885,0.526353097,0.258098238,0.452765567,1.462981379,0.527850314,2594.693455,0.231044528,1.057976185,0.0,0.609036916,0
RNA454_FPKM,0.0,38.13649469,0.0,22.79409732,0.166161139,0.061959181,0.0,0.61036671,0.193586147,0.045045769,0.787084255,0.294490029,3.815163559,0.0,0.097309456,0.345667009,0.325927152,0.0,30.34149597,2.426230129,0.5419093,5.042600055,0.215704125,0.052307534,0.469770564,0.497317843,1.221170475,0.095185049,0.819147122,5.444166259,5.021913677,0.05549106,1.404116139,1.340027418,0.802510434,0.34489994,0.0,1.320458819,0.724188437,0.11132186,1.487883558,0.141681918,0.073539158,0.0,8.578559747,0.305681181,0.644334626,0.251095004,0.0,0.528933398,0.0,0.33894839,0.277420623,2.058696599,0.075313016,0.0,7.667231795,0.046251219,162.034226,0.0,0.0,0.3346704,0.15123534,0.333209174,0.0,3.735357937,0.398846549,0.142278101,16.33146251,0.155509712,9.15648764,6.654649949,0.178090997,0.349510603,0.0,3.037458052,0.684711387,0.087566859,0.631211109,1.241206138,1.292485549,11.28342153,7.856649852,3.769882037,0.482213049,6.590585092,0.146498305,0.634241973,0.161322521,0.0,3.25048538,0.183056359,0.318439272,0.051044092,0.288810326,0.0,0.0,0.067337729,0.49121555,0.787010302,0.097250837,0.168611187,0.604198289,0.864250645,0.243849251,0.42863306,0.0,0.332022398,0.10315717,0.115096597,0.0,0.0,1.621566963,0.778202002,0.033158902,393.9560297,0.652417864,1.470909701,0.245432903,1.510542926,0.91556577,609.3227969,0.0,0.087413574,0.0,4.150916036,0
