,UNC93B6,HMGB1P5,AC024568.1,PTMAP5,AP003086.3,AC103705.1,GAPDHP72,AL590627.1,FAM91A3P,PHACTR2P1,SH3GL1P1,AL669831.3,RPL37P6,CYCSP38,AIDAP2,AC005230.1,AP001885.1,ZNRF2P2,GTF2IP4,KRT8P12,RPS18P9,PDIA3P1,NANOGP4,CCNYL6,RPS10P7,RPS12P26,RPL26P30,AC112694.1,PRELID1P1,AC016629.1,TUBBP1,CCDC144CP,CBX3P2,AC091167.1,AL356235.1,CHP1P2,CSNK1A1P1,AP001992.1,AC135983.2,CICP18,RPL13AP7,CAP2P1,GLDCP1,AC007161.1,DENND10P1,RTEL1P1,PLEKHA8P1,AC079416.2,TMEM14EP,UPF3AP2,AL590396.1,ANP32BP1,RPS4XP16,AL391825.1,AC021148.1,AC006122.1,SMPD4BP,RPSAP36,RPL6P27,VN1R105P,AL049840.7,CYP2F2P,TSPY26P,Diagnosis
RNA457_FPKM,0.0,39.05833808,0.101877854,27.25991286,0.509829251,0.108620996,0.012115592,0.535090748,0.226261742,0.131609217,1.134672856,0.268496941,2.147181735,0.178836673,0.227468829,0.807873506,0.190494166,0.103232148,19.56903231,1.730455084,0.527840323,7.427644176,0.31525669,0.152884428,0.260835483,0.436129755,1.356055497,0.0,0.883853931,1.157004769,5.87007268,0.05188596,1.611954542,1.860005407,0.383739915,0.201614666,0.016842764,1.224708975,1.561637653,0.081330703,0.841534902,0.289893045,0.042988041,0.039263975,9.622025593,0.821794443,1.08791031,0.073372833,0.068770594,0.649197183,0.0,0.339592845,0.270239377,0.92972616,0.029345392,0.0,7.414152419,0.270239377,76.73681325,0.253015329,0.368980688,0.363260804,1.38103583,0
RNA466_FPKM,0.0,36.39194056,0.0,29.06546845,0.342559087,0.204319269,0.0,0.643169278,0.09576709,0.0,1.189968507,0.495428075,7.807381186,0.25228621,0.240725428,0.854847292,0.313610655,0.097114357,40.14519907,2.814735799,0.96825087,6.506221922,0.0,0.021576669,0.542368344,0.205141818,1.560978887,0.0,1.143192904,4.081445202,4.768049619,0.073209609,1.447416794,1.795644682,0.782131536,0.284539964,0.0,1.017913687,1.523915011,0.183592901,0.118728791,0.175274445,0.0,0.027706739,8.128068224,0.3024918,1.121768135,0.0,0.242594861,0.872403432,0.0,1.158007191,0.648255264,1.813458193,0.124226346,0.134053069,8.775400579,0.152520018,200.611846,0.356997404,0.0,0.315405474,1.215967071,0
RNA471_FPKM,0.059219529,46.95874047,0.12004069,25.2620865,0.183082613,0.307163995,0.0,0.691247718,0.639882257,0.024804536,1.315365813,0.499724979,3.269796459,0.337109929,0.257324834,2.855895548,0.209509849,0.097308379,36.36251187,2.197693987,0.82102585,6.048555795,0.297143437,0.028831181,0.42705876,2.055379372,1.244700445,0.078683865,0.972082803,1.636149924,5.697485032,0.103941367,1.519566683,0.922854205,0.723501592,0.190104023,0.031748873,1.122897428,1.527170337,0.260661099,1.189982968,0.078093091,0.0,0.018501883,9.090707232,0.325597546,1.327967419,0.103758392,0.064844323,0.75768852,0.0,0.506870535,0.229291433,2.294246186,0.041498067,0.179079569,7.859700979,0.254759752,131.6752311,0.238510371,0.260892496,0.42144551,1.239395141,0
RNA476_FPKM,0.0,47.25947829,0.039805111,34.64908775,0.075844773,0.0,0.0,0.588288721,0.424194193,0.0,1.006157762,0.139828917,2.322417562,0.279377486,0.106614308,0.630975286,0.099188062,0.053771399,35.79593045,2.853752971,0.45359084,7.221004696,0.0,0.023893639,0.536193562,1.589733747,0.892062669,0.043479725,0.632937697,3.163490271,7.210193847,0.060797185,0.366341199,1.070637014,0.099921299,0.314935125,0.0,1.048466419,1.390923131,0.15246539,0.131475393,0.323464362,0.100742161,0.153347702,7.433169301,0.316336982,2.484154966,0.0,0.0,1.593852696,0.0,0.442144578,0.464451465,2.007948552,0.068770713,0.0,7.149515999,0.042234531,150.4049548,0.098856649,0.288185828,0.349268988,0.914838141,0
RNA483_FPKM,0.145218258,35.49882639,0.029438697,21.00790396,0.196448517,0.209255674,0.013997782,0.515453773,0.340026498,0.0,1.648427157,0.310379409,6.968993836,0.206619427,0.078887172,1.867757506,0.256910885,0.079535512,53.11578202,1.944799305,1.067811631,5.166798494,0.14574251,0.123712997,0.349122289,0.336017453,0.536284818,0.0,0.212870456,3.009258014,4.062484158,0.022489506,1.219668342,1.471135054,0.394304362,0.349552306,0.058377996,1.163631751,0.759196493,0.244427073,2.853547284,0.239364405,0.0,0.0,9.815729065,0.110140883,0.677169034,0.084807464,0.079488,0.89340675,0.0,1.406690294,0.562321096,2.244335293,0.118730419,0.05489394,9.449627754,0.187440365,181.7382529,0.219334469,0.0,0.193809698,0.932320289,0
RNA488_FPKM,0.078853508,40.14652746,0.095901543,30.01356433,0.060960979,0.045452352,0.0,0.547291182,0.142010994,0.0,0.635160709,0.224691913,7.671262971,0.0,0.114209337,1.774787541,0.159408014,0.086394788,34.96521457,2.021317679,0.99388162,7.439801605,0.0,0.057566398,0.55142477,0.0,1.164692551,0.0,1.294380891,3.267752248,5.429412654,0.065128277,1.80269371,1.105922955,0.909875015,0.25313219,0.021137537,1.010848501,0.952644,0.163326775,2.253566449,0.155926251,0.0,0.0,8.435995478,0.313960918,1.102992274,0.184198042,0.043171589,0.737290352,0.0,0.852561752,0.644523303,1.819238563,0.018421932,0.238454396,11.18169626,0.13568391,18.83548616,0.238173064,0.11581609,0.350753368,1.067870975,0
RNA499_FPKM,0.1251144,41.43450626,0.033836354,29.75520682,0.1934178,0.048094441,0.01608882,0.46052113,0.360529562,0.03496578,1.364144856,0.438793066,7.127884156,0.0,0.151022065,0.536366787,0.168631588,0.045708405,35.54927375,1.595694841,1.12142712,6.093844677,0.167431034,0.04060147,0.52863669,0.0,1.042473575,0.073883293,0.586812032,1.536326977,4.487004504,0.008616356,1.829101043,1.949867178,0.396315459,0.401636945,0.0,1.158424272,1.279058169,0.107996392,2.681870868,0.055014504,0.057081604,0.0,7.932269147,0.316293263,1.074181556,0.0,0.0456811,1.1493574,0.098671176,1.240070162,0.932976031,1.416102761,0.077932467,0.063094192,9.41213078,0.215302161,218.3192399,0.167983005,0.244975215,0.037121437,0.322746617,0
RNA50_FPKM,0.0,39.40404288,0.0,26.38582351,0.031338822,0.513955485,0.0,0.332504137,0.204422615,0.101890143,1.207121547,0.142163815,5.435651958,0.0,0.088074844,0.0,0.286845632,0.0,21.36685945,3.380939441,1.05591883,7.957908095,0.244067625,0.11839224,0.265758958,0.0,2.072524446,0.035913169,0.95058845,0.37338868,6.927879625,0.008372321,1.853421599,2.40045136,0.522764963,0.130130206,0.0,1.515626585,1.092469713,0.02099586,0.072421391,0.0,0.0,0.0,5.28660589,0.092229833,1.27802742,0.094715548,0.266276454,0.478740208,0.095876577,2.447040842,0.941662713,0.141158237,0.359792353,0.367777875,10.21697568,0.03488467,409.5257625,0.816357004,0.0,0.144241791,0.099817876,1
RNA504_FPKM,0.0,50.08077667,0.070103745,35.63734087,0.133660047,0.0,0.033333571,0.586437299,0.342558033,0.018119862,0.717533336,0.217934757,5.11484754,0.0,0.078270145,1.38991299,0.087388011,0.07103728,27.3977868,2.150125071,0.85361834,6.683038853,0.173531724,0.073646702,0.566828565,0.600130545,1.817279502,0.057440971,0.582889783,2.388655448,6.737064262,0.080337367,1.129469301,2.829386052,0.572175064,0.138734207,0.023169708,0.935165162,2.299973465,0.235049308,1.756665143,0.085500266,0.044378405,0.0,8.192499862,0.139334789,1.372542058,0.100977988,0.023672722,0.999861224,0.0,0.564772601,0.725292334,1.37370247,0.121168094,0.032696483,10.52202276,0.074382377,225.848435,0.043547404,0.06350663,0.269203721,1.224091026,0
RNA519_FPKM,0.229256608,40.81214862,0.037174695,39.63676526,0.070901002,0.0,0.035368457,0.361730095,0.132159022,0.038415551,1.253835662,0.271426432,17.36524422,0.0,0.06643204,0.589846583,0.231785638,0.050218057,33.61636914,3.369112566,1.194685443,8.416357431,0.644396099,0.066964432,0.661510906,0.424510798,0.781623523,0.0,1.344395472,3.8012056,5.892960152,0.0,1.027125923,3.430740328,0.49809267,0.294406788,0.0,0.808427638,1.108186238,0.118741837,0.122866026,0.120939767,0.0,0.0,7.227640739,0.086949589,0.957222961,0.0,0.100421909,0.857664498,0.0,1.033082656,0.55246194,1.397539907,0.02141596,0.06931915,13.06688363,0.157846269,235.8150819,0.092323967,0.0,0.163209977,0.225862559,0
RNA52_FPKM,0.0,56.76874638,0.665446037,19.82529155,0.0,0.0,0.0,0.291246058,0.418731183,0.0,0.150233126,0.194860338,11.77704915,0.0,0.074285266,0.0,1.07142131,0.0,41.29019405,0.052325363,1.379064175,13.35386008,0.0,0.0,0.508109769,2.531701891,2.136636626,0.0,0.922079246,4.093535895,3.888754469,0.0,3.35002703,0.0,1.972660568,8.120781528,0.0,2.429006849,2.224284587,0.0,16.33712697,1.442579149,0.584962324,0.0,6.595921167,0.0,4.964932088,0.0,0.0,0.538428544,0.080900879,4.189744308,1.853367067,3.274447809,0.191668484,0.051731173,8.957946064,0.0,618.5428375,0.0,0.401664242,0.0,0.168375183,0
RNA521_FPKM,0.0,56.22540915,0.100073222,33.16653137,0.023847056,0.106681831,0.011895933,0.506104911,0.355581492,0.077560179,1.114494131,0.108192718,6.002598234,0.0,0.100547784,0.991953871,0.031186636,0.16898198,32.66205071,2.384286164,0.881376145,7.381049614,0.0,0.015017628,0.337102707,0.428343717,2.173203432,0.191295116,1.085166916,3.409215241,6.846798974,0.044596011,1.698448587,2.500022147,0.586331764,0.19804333,0.0,0.988718856,1.92091921,0.367445298,1.598056361,0.040677245,0.08445313,0.077136931,7.732607891,0.093592172,1.86314226,0.07207313,0.033776207,1.184204203,0.0,0.611527797,0.345058781,1.530959754,0.057651155,0.23325648,10.08323525,0.212361956,178.5065675,0.124266749,0.090611171,0.384231347,0.813887205,0
RNA528_FPKM,0.047484232,41.876331,0.115503109,24.038296,0.073386094,0.32834846,0.054920477,0.449380105,0.444648861,0.079560324,1.019891936,0.312217322,4.369531206,0.0,0.17193236,1.221317979,0.335969471,0.0,39.92539263,2.252566382,1.117125447,4.586667505,0.095332528,0.023117822,0.415048737,1.318368818,1.132881556,0.0,0.612404526,4.809991327,3.911446298,0.058825245,1.284832195,1.775762082,0.676791833,0.304725793,0.0,0.913005853,1.478197441,0.295040436,1.696198199,0.375592843,0.0,0.089030364,9.90126128,0.342077541,1.138556822,0.0,0.155936097,0.42057523,0.0,0.727267614,0.531073569,1.94285575,0.066540154,0.0,7.410338981,0.122552594,138.0926256,0.095646811,0.418328567,0.506868012,1.202504062,0
RNA53_FPKM,0.137718248,33.82365078,0.167547046,16.04110021,0.053234405,0.039691438,0.013277801,0.662708317,0.24807149,0.028856601,1.075919227,0.294374608,2.897418061,0.0,0.149636958,0.664309338,0.348093696,0.0,37.33550607,1.897234185,1.302119405,7.034641027,0.276492386,0.201145457,0.767607618,0.318734278,1.134638702,0.061004724,0.807541742,1.585662993,4.29759961,0.078220085,1.381722835,1.073288897,0.864832342,0.221048641,0.0,1.08523866,1.744133379,0.035665096,3.229251704,0.13620731,0.023565865,0.021524348,8.233647875,0.300334348,1.024552687,0.160890726,0.037699753,0.237253335,0.0,1.179034765,0.325917023,2.248552986,0.0,0.208281806,12.72899746,0.266659382,183.5047388,0.0,0.404547353,0.490169997,0.193810018,0
RNA535_FPKM,0.0,42.41669591,0.035251061,30.01050402,0.336108794,0.0,0.0,0.425272724,0.156610449,0.072891991,1.188773078,0.142965068,6.859976638,0.247414282,0.015741434,0.279534733,0.483497711,0.0,28.00464352,2.994632805,0.621158055,5.51043768,0.349123311,0.042341244,0.475135913,0.402562589,1.185726897,0.0,0.611803422,1.601756697,4.972309797,0.008976608,1.785338791,2.574966862,0.826417432,0.418707853,0.0,1.231003191,1.232543383,0.04504515,2.873814449,0.229316247,0.0,0.135885737,8.713373458,0.230842858,1.892329715,0.152378702,0.047591039,0.855976316,0.0,0.470132128,0.523785696,2.120025717,0.040635938,0.065732177,12.21959115,0.486383162,248.8415319,0.087546592,0.127672114,0.193406302,1.697819744,1
RNA58_FPKM,0.139779079,32.48848373,0.075556211,13.13749639,0.396171529,0.053697182,0.01796308,0.57330327,0.402791358,0.0,1.114614511,0.520882599,3.798007248,0.0,0.118104945,1.198573931,0.565196478,0.10206637,43.30218774,2.602816201,0.548160361,4.872269673,0.0,0.022676897,0.63134058,0.862610026,0.794120438,0.082531192,0.382424265,4.291176773,3.666701704,0.038489416,1.478322863,1.597487579,0.063243347,0.299049102,0.0,0.920886523,1.212492773,0.144772706,1.747823464,0.798618513,0.0,0.029119549,8.419103128,0.61841602,0.827665789,0.380961839,0.153055586,0.275161443,0.0,0.671728016,0.40091276,4.259541269,0.130601735,0.0,11.84514083,0.080167623,164.3367278,0.093822548,0.0,0.414536009,0.967026306,0
RNA6_FPKM,0.0,35.99199057,0.252947621,22.34374243,0.482249026,0.256819165,0.017190022,0.478029184,0.160511978,0.074677252,1.087800512,0.517716355,5.038653513,0.253739668,0.064557893,0.28668131,0.135147999,0.0,34.40118121,2.86449881,1.011059473,6.758440203,0.357861442,0.108457496,0.662263661,0.412422095,1.164589219,0.078936273,0.992805448,8.208337124,5.671306039,0.046010419,2.328742244,2.63903897,0.604984847,0.286023029,0.0,1.095005777,1.263182617,0.023086797,6.248811005,0.117495791,0.0,0.0,12.65343399,0.388678339,1.424856157,0.104091236,0.097562216,0.614077573,0.0,1.084130143,0.690206544,1.202778245,0.041631188,0.067412684,12.21519183,0.230068848,32.36547667,0.628199585,0.130936175,0.436111223,0.956236514,0
RNA60_FPKM,0.0,41.38849117,0.073857218,18.19572578,0.281561172,0.262421022,0.0,0.804408267,0.295202963,0.152604898,1.644858897,0.628749475,5.267545445,0.518376747,0.148388923,1.464033071,0.460237803,0.099771257,34.48762414,1.742022297,0.956474874,6.290193754,0.457009228,0.155133871,0.597023879,0.842795234,0.879465515,0.0,0.694013596,1.677120163,4.338734431,0.009398851,2.421746506,1.702939541,0.463577986,0.29232454,0.048820507,1.094427773,1.375203845,0.188635642,4.513785655,0.180095045,0.062329094,0.0,8.505208243,0.51796423,1.53664105,0.319097658,0.04982963,0.672212977,0.0,0.984590413,1.567010452,3.765855149,0.042548385,0.206544647,10.61007368,0.0,227.9587964,0.183425618,0.133677564,0.283533507,0.768774242,0
RNA62_FPKM,0.13905096,33.26357796,0.0,12.67304629,0.429996472,0.053448797,0.0,0.51190423,0.434160858,0.0,1.06371159,0.538564062,2.194092473,0.0,0.134293152,1.490446426,0.093710327,0.0,43.87003694,2.660547067,0.701184069,4.269698378,0.186086333,0.0,0.344454774,1.501879809,1.422147353,0.0,0.760984298,3.842418226,3.591092764,0.009575615,2.033183965,1.011470076,0.944001515,0.446375497,0.0,1.832438644,0.366201538,0.096033907,2.898261693,0.061139271,0.0,0.05794571,9.761948133,0.228534083,0.967572888,0.108283507,0.050766778,0.501900134,0.0,0.668331186,0.638209217,3.753616641,0.0,0.0,8.257546666,0.478648655,168.0272376,0.0,0.0,0.371185062,0.375059441,0
RNA63_FPKM,0.080908373,34.08532916,0.0,11.30697134,0.062549577,0.093273615,0.046796943,0.331838284,0.320565742,0.0,1.224479383,0.718259973,3.829335747,0.0,0.043948996,0.260073056,0.081800909,0.0,47.82320457,2.228849282,0.747868822,5.280718144,0.0,0.019686805,0.300589312,0.936189181,1.562766254,0.071679578,0.996108556,0.372466437,4.824951423,0.008351642,2.529207289,2.01743225,0.329519805,0.259728629,0.0,1.447788725,0.545150725,0.041905919,3.865994262,0.373361552,0.0,0.101141436,10.00260076,0.444873672,0.844333962,0.0,0.0,0.119455354,0.0,1.385128841,1.496722804,3.275540002,0.0,0.0,9.252211035,0.243649088,199.512677,0.244424031,0.0,0.143954704,0.953428621,0
RNA64_FPKM,0.287165644,22.83057451,0.0,3.16865353,0.507403049,0.189159218,0.0,0.517767219,0.206908265,0.068761581,0.781182228,0.314761001,3.452200084,0.0,0.044578437,0.0,0.456226025,0.0,62.7906204,1.883759399,1.137705249,4.077147749,0.0,0.059923365,0.017941782,1.708980314,1.30528227,0.254410162,0.817839103,0.378039649,8.071706268,0.025421011,0.803994743,1.790256888,1.058269702,0.526730573,0.022003478,1.753255478,1.487078592,0.021257386,5.313360796,0.432752744,0.0,0.0,11.84469413,0.140028182,0.510157572,0.335484146,0.583942271,0.0,0.0,6.173654728,0.988460235,4.357962422,0.268333176,0.24815442,7.290472685,0.28240672,13.22279243,0.578433655,0.0,0.365003831,0.461839435,0
RNA66_FPKM,0.0,31.19751014,0.096250823,13.04729705,0.122336013,0.0,0.0,0.349516646,0.142527718,0.0,0.79195031,0.407610954,5.513855851,0.0,0.014331521,1.526504286,0.0,0.086667683,52.11052386,2.089070421,1.06391604,4.863353619,0.0,0.057776059,0.138353774,0.549310254,1.078911039,0.070079765,1.067019629,0.364481543,4.110874329,0.0081726,1.439911625,1.479891265,0.02686364,0.253931758,0.0,1.542810361,1.195046899,0.0,6.572716536,0.156494144,0.0,0.024738004,9.111032088,0.075023901,1.30019728,0.184868507,0.0,0.311556056,0.0,1.818138581,1.12341037,2.721347301,0.092426846,0.059844742,6.346283755,0.102125287,278.1494051,0.637491622,0.116236902,0.0,0.167020358,0
RNA67_FPKM,0.045327683,34.96841603,0.036763558,22.22244807,0.770659761,0.208962098,0.0,1.21531642,0.685593024,0.0,1.371724333,0.456948576,4.408973831,0.258029944,0.180530244,0.291528569,1.05367895,0.0,42.18485774,2.427537628,1.06628266,6.198228696,0.091002894,0.242672925,0.534814414,1.677794539,1.390252225,0.0,0.531399822,2.50416174,4.402177053,0.187172489,1.564691833,3.531289775,1.230451427,0.290855431,0.024301153,1.282996464,2.779768196,0.140810451,3.440435226,0.0,0.0,0.0,10.49747145,0.326519802,1.589882456,0.158804393,0.198476544,0.713698232,0.0,1.225041182,0.623899581,2.130663425,0.021179108,0.137028425,11.36416229,0.116978448,190.9524963,0.182503792,0.133150067,0.483813773,0.765205053,0
RNA69_FPKM,0.127466147,31.2577744,0.206765882,21.25454233,0.131401908,0.195945865,0.032766036,0.57649591,0.336742653,0.0,1.120303154,0.391225482,5.251676712,0.241951796,0.138497597,0.0,0.085900148,0.093088445,39.4926328,3.381879819,1.356938252,6.430018283,0.085332397,0.020692823,0.222890958,0.196738582,1.689917472,0.075271614,0.597941002,2.739695335,4.702665821,0.00877842,2.299944998,1.456927395,0.057680359,0.136442169,0.0,1.384650954,1.184814638,0.110026113,3.909246431,0.168090249,0.0,0.026571787,9.987729755,0.161151421,1.490819022,0.0,0.186113456,0.794726723,0.0,0.995526323,1.170042927,3.033850618,0.099256287,0.0,13.50381092,0.109692698,202.7321732,0.34236695,0.124853331,0.30244071,0.941741726,0
RNA7_FPKM,0.0,30.32705449,0.109525602,10.98317902,0.417592343,0.259479032,0.034724132,0.298290705,0.35677177,0.037715621,0.813257791,0.621724248,3.07796609,0.256161685,0.146726652,1.157936576,0.455125935,0.049303086,45.19260641,1.825957742,1.399802727,5.159920067,0.0,0.197233356,0.275496123,0.625070357,1.125390432,0.0,0.950251339,4.975434403,3.958145474,0.027890463,2.226664354,1.964549736,0.33615829,0.289043431,0.0,1.322686365,1.443532495,0.069942883,3.25705618,0.712310393,0.0,0.0,9.572355104,0.648759324,1.03964358,0.0,0.246458578,0.398809659,0.0,2.190586457,0.852232285,2.979053502,0.042070813,0.136174752,5.858953202,0.077485352,167.0675365,0.544017278,0.132185998,0.280395854,0.570136279,0
RNA72_FPKM,0.0,32.81511309,0.168973268,19.66998057,0.19329516,0.0,0.0,0.460202244,0.270210221,0.069852587,1.220796618,0.502441341,4.602528023,0.0,0.120741046,0.803901677,0.547683408,0.365254293,39.91874467,2.806487744,1.085639441,6.767909506,0.167324872,0.223156019,0.455415136,1.157330364,1.325894386,0.073836447,0.928504697,1.151316472,5.124498442,0.060241937,1.322286389,1.169072792,0.056580596,0.267543972,0.0670114,1.024044666,1.452481777,0.215834428,3.16391194,0.714352531,0.08555339,0.05210355,9.455583859,0.268670646,1.314042383,0.194732451,0.136864981,0.533270686,0.0,0.938817928,0.645459908,3.229397871,0.077883053,0.252091762,10.43275489,0.035842427,190.549945,0.0,0.0,0.519074946,0.689044239,0
RNA74_FPKM,0.0,44.82615656,0.0,31.02704411,0.0,0.0,0.0,0.491395643,0.196357157,0.0,0.779397036,0.102416898,7.781233162,0.0,0.05639911,0.500903634,0.27552819,0.0,22.14016204,3.3669896,1.34152062,8.750049609,0.390772259,0.094760975,0.32337693,0.360498828,1.681190178,0.068998326,0.273956129,0.358488337,7.325339011,0.0,1.271722527,1.577765371,0.343602236,0.250013197,0.02086551,0.769577551,1.755100745,0.020158005,0.173866994,0.05132315,0.213170944,0.048689473,2.988858448,0.0,2.230599386,0.0,0.170511287,2.031237461,0.0,1.087623967,1.105626612,1.389955568,0.200093934,0.0,14.15795445,0.0,300.9583664,0.86260275,0.0,0.588913559,1.177955631,0
RNA75_FPKM,0.106490628,44.23753796,0.028790165,21.45997485,0.0,0.0,0.0,0.257655747,0.230212962,0.0,1.144123386,0.140102065,5.882126071,0.20206762,0.077151641,0.22830096,0.107665373,0.27228346,29.71725829,2.228071481,0.805619047,7.081798482,0.071265908,0.0,0.450080298,0.164307509,1.734852423,0.031447933,0.832709477,0.326963687,5.675888581,0.0,1.325381784,2.32413382,0.530243133,0.227901134,0.0,0.853526233,1.584016599,0.055156067,5.80360202,0.140429727,0.072889216,0.0,5.451163266,0.026925625,1.907975587,0.041469582,0.038868443,0.803825045,0.083955837,1.375770383,0.88600314,1.514827364,0.049757155,0.0,10.85373248,0.091641935,318.6928666,0.07150085,0.0,0.189545852,0.999251372,0
RNA78_FPKM,0.087526541,36.09187984,0.0,10.83919094,0.406021437,0.0,0.016883661,0.262381371,0.220737613,0.0,0.534241279,0.460541496,2.416943376,0.0,0.095101452,1.125867714,0.176984169,0.0,33.70228422,2.411641406,0.698841533,4.380081752,0.087894896,0.042612523,0.267854275,0.405141791,0.547073023,0.0,1.745025252,2.418635416,4.009688921,0.036154625,1.184528545,0.818551782,0.802214042,0.421513467,0.0,0.958621672,1.362768973,0.045333752,2.071982351,0.173154093,0.0,0.054719014,12.1014845,0.282171991,0.602580618,0.0,0.095839994,0.344653382,0.0,0.867678256,0.715574359,4.72557763,0.122688873,0.0,5.412382289,0.150644272,115.7859042,0.352606921,0.0,0.194718611,0.615900739,1
RNA86_FPKM,0.3796715,40.15813096,0.102645702,21.82607112,0.032613424,0.243164871,0.016268973,0.452561435,0.425505268,0.035357306,1.730176242,0.221953079,4.881196075,0.0,0.076394417,0.813962409,0.426510915,0.323541543,38.49248769,2.292243274,0.992689319,6.486127556,0.084694884,0.020538228,0.405699221,0.781075039,0.95873774,0.074747635,0.989407533,2.331450116,5.836134137,0.0,1.417302563,2.366991695,0.343641683,0.270845635,0.09046672,1.262030373,1.489977227,0.087399185,4.371032228,0.222522097,0.0,0.105493082,8.540402802,0.223977944,1.27403522,0.0,0.230963049,0.581356284,0.0,1.900763145,0.254124414,1.506040084,0.197110448,0.191402052,11.38218186,0.072606975,220.3325206,0.33989639,0.123920559,0.26275971,0.934992555,1
RNA87_FPKM,0.0,37.54593712,0.038625809,19.37980687,0.257640054,0.0,0.036711717,0.721097523,0.96047888,0.039915102,1.278561555,0.323555004,3.255333543,0.0,0.120700369,0.612248393,0.144393337,0.365131242,35.94907685,3.242942152,0.64021907,6.842242512,0.0,0.162248225,0.624385148,1.322147071,0.703307382,0.0,0.614167636,0.876838151,5.942726668,0.029496915,1.244123356,2.67144317,0.452492273,0.305588077,0.0,1.017399188,2.721570732,0.14794299,2.466620467,0.062801675,0.032596836,0.119058475,9.315431876,0.27085112,1.120700611,0.389333695,0.364913123,0.374951072,0.0,0.986815319,0.819435324,2.363045544,0.08898278,0.0,9.675798466,0.040983253,178.5336191,0.958955701,0.0,0.127080155,0.887741156,0
RNA89_FPKM,0.205240515,36.16513789,0.033298242,19.47785139,0.158669702,0.0,0.0,0.388586581,0.05916197,0.034409705,1.302842043,0.071997123,4.53403046,0.0,0.163537987,0.264049213,0.124524036,0.089962972,27.26255192,3.581545794,0.82798696,5.032368469,0.329629615,0.059963367,0.2153398,0.0,1.399441693,0.072744346,1.444209501,4.159124393,3.180383078,0.008479327,1.724023069,0.767788929,0.362286595,0.13179339,0.0,0.899163354,0.553256953,0.021264206,3.006820016,0.162418761,0.0,0.025666448,7.613634418,0.093411937,1.18509063,0.0,0.449469372,0.323291054,0.0,1.331740089,0.423906,3.753244754,0.268526085,0.06209078,9.08819433,0.105991586,214.2702264,0.578806501,0.1205994,0.255686367,0.722108862,0
RNA94_FPKM,0.0,69.25242582,0.0,6.332474324,0.0,0.0,0.0,1.74995097,0.030496012,0.0,0.0,0.222750025,6.679910843,0.0,0.306657943,2.178365669,0.0,0.0,89.57305115,3.013247134,0.818313348,0.381178286,0.0,0.0,0.055529514,0.0,2.357295771,0.0,1.191562992,0.0,5.20623251,0.0,0.0,0.0,0.02873402,0.135870148,0.0,0.723741616,3.069335699,0.0,10.85327738,0.0,0.0,0.0,14.69719331,0.369282312,0.714499225,0.0,0.0,0.375089189,0.0,5.302998722,0.327894869,1.548292355,0.0,0.0,2.471309812,0.0,404.5236377,0.0,0.0,0.0,0.759610648,1
RNA95_FPKM,0.13281027,31.47115695,0.035918618,13.78678332,0.376460913,0.102053552,0.034139522,0.558757962,0.446552692,0.11131286,0.86463106,0.582325619,4.074775646,0.0,0.240507039,1.423531135,0.626602344,0.048521265,46.03769116,3.388162632,0.967352109,5.917750797,0.533277602,0.043098313,0.81282546,1.639261613,1.207396033,0.0,1.038331734,4.485370974,6.043127695,0.064006595,1.983227904,1.932023893,0.060098203,0.284177142,0.023742637,0.851441184,1.810569118,0.137576279,4.58724742,0.408675199,0.0,0.027686247,12.63217106,0.4197612,1.455016853,0.0,0.581699463,0.348629215,0.104743325,1.196859514,0.800041585,1.002277886,0.062054862,0.0,5.915159045,0.152402489,144.5063949,0.35672231,0.130089867,0.512107271,0.950079381,0
RNA97_FPKM,0.0,26.15846183,0.0,8.956261077,0.242046685,0.0,0.0,0.625631802,1.165439923,0.087453912,1.248359641,0.446110034,4.253772115,0.0,0.113395118,0.671093707,0.738521521,0.057161299,48.10687788,2.435916453,1.008585405,4.372742392,0.104743541,0.254028182,0.410582042,0.724476161,2.193840226,0.0,1.162636823,1.441671154,8.277466188,0.107765195,1.753072012,1.463920494,0.708456373,0.334959206,0.0,1.254391921,2.230958182,0.027021999,5.919250315,0.068799175,0.0,0.032616253,12.65513318,0.296828134,1.251418447,0.0,0.114254305,0.616368319,0.0,2.115938388,0.628610102,1.999139111,0.02437697,0.157806689,8.663788039,0.044897114,207.3288568,0.525444249,0.0,0.232113721,0.826068845,0
RNA98_FPKM,0.434863325,30.9881116,0.132262911,18.52828112,0.378212794,0.062665446,0.0,0.737568685,0.587488558,0.182236963,0.928990948,0.715032114,5.432347484,0.0,0.118124552,1.048821678,0.32974537,0.059556521,34.66198544,1.996963169,1.142114391,6.212178217,0.0,0.052928584,0.736651525,0.251611261,1.050122139,0.096315186,0.892471422,1.001387532,4.646055061,0.145948707,2.181535893,4.744669497,0.07380597,0.523492431,0.0,1.306852991,1.136869324,0.0,4.078799674,0.0,0.0,0.0,11.22700881,0.22677812,1.110601084,0.190512542,0.238083774,0.374579171,0.0,1.812540874,0.654898043,2.272079235,0.025398435,0.16441924,7.897826765,0.187113727,139.3721201,0.766446611,0.479029132,0.19347196,0.994487337,1
