,IGHV3-21,IGHV1-18,IGKV6D-21,IGHV1-2,IGHV1-3,IGHV3-7,IGKV1-16,IGKV1-12,IGKV1D-42,IGLV4-60,IGHV4-4,IGHV3-64D,IGKV2D-29,IGLV4-3,IGLV9-49,IGLV1-50,IGLV10-54,IGLV1-47,IGLV7-46,IGKV3D-20,IGKV3-15,IGHV1-24,IGLV2-8,IGKV1D-16,IGKV3-7,IGKV3-11,IGKV3D-15,IGKV2-30,IGKV2-40,IGHV2-26,IGHV4-28,IGHV3-33,IGHV4-34,IGHV3-35,IGHV3-38,IGHV4-39,IGKV2D-26,IGKV6D-41,IGKV1-33,IGHV3-74,IGKV1-37,IGKV1D-13,IGHV7-81,IGHV3-66,IGKV1D-39,IGKV3OR2-268,IGLV1-40,IGHV4-31,IGKV2D-30,IGKV2D-24,IGHV1OR15-9,IGHV5-10-1,IGHV3-64,IGLV1-36,IGLV3-25,IGLV3-27,IGKV6-21,IGKV3-20,IGKV1-17,IGHV1-69D,IGKV1-6,AC135068.3,IGHV7-4-1,IGLV11-55,IGHV1OR21-1,IGKV1-9,IGKV1-39,IGHV3OR16-10,AC135068.9,IGLV1-51,IGLV5-48,IGLV6-57,IGLV5-52,IGHV8-51-1,IGHV1-69,IGHV4-61,IGHV3-73,IGHV2-70D,IGKV3D-7,IGHV3OR16-9,IGHV3OR16-12,IGHV3-72,IGLV3-9,IGKV1-8,IGHV2-70,IGKV1D-17,IGKV1D-37,IGHV3-15,IGHV3-13,IGHV3-11,IGHV3-20,IGHV3-16,IGHV3-23,IGHV3OR16-13,IGLV4-69,IGKV3D-11,IGLV8-61,IGKV2D-40,IGKV1OR2-108,IGLV3-22,IGHV3-43,IGLV3-16,IGLV2-11,IGLV3-10,IGLV2-14,IGLV3-12,IGLV2-18,IGLV3-21,IGLV3-19,IGLV2-23,IGKV4-1,IGKV5-2,IGHV3OR16-8,IGHV3OR15-7,IGHV3-30,IGHV1-69-2,IGKV1D-12,IGHV2OR16-5,IGKV2D-28,IGLV3-32,IGLV2-33,IGLV5-37,IGLV7-43,IGLV1-44,IGLV5-45,IGKV2-24,IGKV1-5,IGKV2-28,IGHV4-59,IGHV4OR15-8,IGHV1-58,IGHV3-49,IGHV3-48,IGHV3-53,IGHV5-51,IGHV1-45,IGHV1-46,IGKV1D-8,IGKV1-27,IGLV3-1,IGKV1D-33,IGKV1D-43,IGHV2-5,IGHV1OR15-1,IGHV6-1
R_JS003_FPKM,6.698717574,7.610875784,0.586822775,3.83742068,6.887057765,4.279757053,0.846669007,0.603041495,0.0,2.431194155,0.767484136,0.679916473,1.028731627,0.198586526,3.325657478,0.0,0.558758735,9.632729696,5.195521241,3.236459053,4.887638954,2.725507041,7.273773387,0.846669007,0.0,3.674041526,4.647210942,1.641235306,0.0,0.0,0.188306752,8.539467451,1.400128499,0.0,0.0,1.317767999,0.0,0.0,1.359947102,2.180857817,0.0,1.489498403,0.0,0.562085515,6.596748144,0.457316399,5.111317071,1.495518153,3.646137414,0.615411577,0.0,1.561175047,0.0,0.0,5.685095836,0.848914814,0.591158904,3.200408847,0.0,1.557376568,0.0,0.0,4.776729622,0.0,0.0,1.956338653,1.206285488,0.0,0.226714929,16.45475138,0.0,4.306670391,1.688870104,0.0,0.0,0.350242319,1.464718008,0.0,0.0,0.0,0.0,1.189313898,1.735667048,0.0,0.447097038,0.752013636,0.0,3.295707731,2.046726242,2.706476826,0.385688529,0.0,14.81689419,0.226714929,4.392113444,2.342686991,3.672112677,0.248541521,0.226714929,0.0,0.0,0.415742181,9.601428027,3.97972421,19.50528002,0.0,0.653979605,0.66457019,4.669138364,2.868972666,12.34384646,0.0,0.0,0.0,5.754935736,0.0,1.294074459,0.0,6.382696553,0.0,0.0,0.641739345,2.909567256,8.566491126,0.0,0.820617653,5.715091545,2.051647459,0.969902271,0.0,0.0,0.364603052,1.111346353,0.840808449,0.390392048,0.0,0.610795808,0.0,1.885110312,5.628859781,1.780358519,0.0,6.138403605,8.839827398,5.591124247
R_JS004_FPKM,11.00123398,4.615060563,0.0,2.457879683,5.189548495,6.234090592,1.251562101,0.396223178,0.0,0.435626588,3.21421937,6.923834893,0.788484124,0.0,3.084305782,0.0,0.330370443,15.69081131,4.91473982,40.92693647,4.280938531,1.342916999,24.70486255,0.834374734,0.0,2.614632214,3.782894702,3.638917666,0.12595593,5.173289352,2.04056236,29.08554223,1.379847216,0.0,0.0,2.411613712,0.0,0.0,0.223366607,4.163737167,0.0,2.935596383,0.0,0.369313407,13.42001133,1.126405891,20.72758082,0.368450525,2.994006715,0.0,0.0,1.730590679,0.182942952,0.200632093,11.61878147,1.254881895,0.0,100.1292996,5.422940887,3.069296995,1.452470754,0.223366607,3.530293258,1.241707281,0.0,8.09621692,4.160108359,0.0,0.446733215,13.37667751,0.0,5.807001857,0.208043304,0.0,0.574138925,0.345069638,1.804097461,0.363356739,0.0,0.0,0.0,5.220664334,1.710174817,0.594334767,4.844910631,0.0,0.670099822,5.953799867,5.133880186,4.667163806,0.0,0.0,14.60047529,0.670099822,2.822512297,2.130827512,3.237510814,0.489741692,0.0,0.0,0.0,0.614403213,7.687018708,34.88025993,20.98538655,0.221484304,22.12733445,2.619393213,5.437325346,5.497026627,31.65400386,0.0,0.0,0.0,7.682952947,0.0,3.18768909,0.0,5.278625046,0.0,0.0,0.0,238.3690113,16.03842493,0.0,0.606526249,7.113615027,1.819338919,1.911287708,0.0,0.0,0.17960914,1.277636312,0.414264864,1.346192406,0.0,0.120379256,0.0,1.444866195,6.933435595,1.857562683,0.0,7.717223964,6.030368464,0.949980872
R_JS005_FPKM,1.72661493,1.408431149,0.403392785,2.176299614,1.044225626,2.11050451,0.218237631,0.0,0.0,0.0,0.791307669,0.0,0.235696641,0.0,0.403392785,0.0,0.0,0.810750117,0.642809022,0.741517523,1.493100895,0.200714901,0.159562523,0.0,0.0,1.262660578,0.416635477,0.0,0.0,0.0,0.0,2.297008732,0.412469122,0.0,0.0,0.388206233,0.211522627,0.0,0.0,0.281069249,0.0,0.877593877,0.0,0.0,2.413608881,0.0,0.810750117,0.0,0.835380501,0.0,0.0,0.0,0.38280197,0.0,1.519623082,0.21881651,0.0,1.443641928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.403392785,1.243625494,0.0,0.233693554,0.0,0.0,0.701080661,0.0,0.0,0.0,0.0,0.566319161,0.0,0.0,0.0,0.0,0.111478141,0.357890779,0.0,0.230429677,0.31012716,0.0,1.321411376,0.0,1.046433291,0.1987803,0.0,1.527663416,0.0,0.590647908,1.486375215,1.195562673,0.256192001,0.0,0.0,0.0,0.0,2.68126147,0.0,2.873130379,0.0,0.224778813,2.192667876,1.750532084,1.807802668,3.986848152,0.0,0.0,0.0,0.38280197,0.0,0.667065966,0.0,1.880322025,0.0,0.0,0.0,0.857078696,1.05987783,0.0,0.0,0.15506358,0.423045254,1.166579336,0.0,0.0,0.375826079,0.190957927,0.0,0.60361335,0.0,0.0,0.0,0.64785726,1.658167326,1.0797621,0.15506358,0.654712892,5.141498606,0.1987803
R_JS006_FPKM,9.2980276,7.71996325,0.610868874,5.592848914,6.32610477,8.523174637,0.660966586,0.209175835,0.0,0.920405453,0.399504525,2.595521014,1.427943318,0.0,0.610868874,0.0,0.581618375,13.09803185,2.812499493,4.118038782,3.580525942,1.823906401,11.43893831,0.660966586,0.0,5.7371582,2.734374508,5.339416994,0.0,1.749011938,0.0,5.991073756,5.205931569,0.0,0.0,1.959922201,0.0,0.0,0.825824566,4.115092677,0.209175835,0.664482366,0.0,0.194969514,9.082765224,0.0,6.13958571,0.0,6.537095668,1.708650124,0.0,1.828354953,0.579687632,0.0,5.041524317,1.104612087,0.0,4.372964633,0.0,4.25592665,0.657487815,0.0,3.315291285,0.0,0.0,1.629275179,2.720633932,0.0,0.0,8.136722191,0.677087722,4.955200718,0.219662223,0.0,0.808705763,0.546707592,3.049764523,0.0,0.0,0.0,0.0,1.350757193,2.348833633,1.883481233,3.257412597,1.252581858,0.707777251,2.668543958,0.387426482,3.874264816,1.003466883,0.0,16.58179815,0.471935941,4.373573408,1.876051656,0.0,0.258685384,0.471935941,0.0,0.383855731,1.298130289,6.663511928,1.744433373,19.26979693,0.233853883,1.588643443,3.735823944,13.25653101,4.148152644,26.62950483,0.204048977,0.0,0.0,2.512325534,0.0,1.796155117,0.0,4.746122962,0.0,0.0,0.0,1.730840385,6.064235885,0.0,0.427162531,7.671811749,2.776441808,1.346209189,0.0,0.402399486,0.379483797,0.38563284,0.437557565,1.828354953,0.0,0.635784361,0.0,1.308325029,8.37130231,1.635347764,0.626290929,5.288442389,9.910401435,4.415728332
R_JS007_FPKM,3.8780127,3.327600511,0.741391813,5.271196499,2.686514246,4.054358875,0.60158835,0.380833018,0.0,0.628177891,0.908805606,1.502956031,0.649715418,0.376108043,0.555991189,0.0,0.846888735,5.58702161,3.346944217,3.065879123,2.400844179,0.184498431,4.544964508,2.606730878,0.0,5.99425166,2.870999528,1.943445834,0.121132357,1.989354004,0.0,5.451848377,2.084431827,0.0,0.0,0.713480592,0.0,0.0,0.322096879,2.58257908,0.0,0.201672487,0.0,0.177585141,6.249326198,0.649715418,4.283474979,0.531309338,5.564782127,0.194432962,0.0,2.588227139,0.0,0.0,5.983994198,1.407277132,0.0,3.221433809,0.60158835,0.922072841,0.199549619,0.0,0.0,0.0,0.0,0.370590565,3.999287955,0.0,0.429381137,10.32722908,0.0,2.576775031,0.0,0.0,0.36789209,0.0,0.52036704,0.0,0.0,0.0,0.0,0.409769259,2.13740623,0.0,1.270393276,0.0,0.429381137,3.469047872,1.586514394,4.807437199,0.913185392,0.0,8.421837974,0.214812621,3.798846315,1.7070808,0.0,0.11774667,0.0,0.0,0.0,0.59065038,4.926721359,0.992073135,13.76412901,0.0,0.413001475,3.147750594,4.825244038,3.92567439,15.35668857,0.185855037,0.0,0.0,2.813792734,0.0,2.451756296,0.0,4.426909581,0.0,0.0,0.20275095,1.37803501,4.54463866,0.0,0.58307794,3.704301774,1.943445834,1.378184221,0.0,0.54927632,0.34526547,0.701919564,0.0,1.109270227,0.0,0.231406933,0.0,0.0,3.427930175,1.190577992,0.427444354,1.203176701,18.89569928,2.55704368
R_JS008_FPKM,14.16487684,8.578740628,0.0,6.377560224,3.04044927,5.586151569,0.680945606,0.0,0.0,3.317617297,0.617260045,0.0,1.225487206,0.0,2.516893038,0.0,1.317975243,4.847861245,2.228158556,1.927732683,2.32898021,1.461152936,9.126230404,0.45388415,0.0,7.440688267,2.166265262,0.659993433,0.274070621,1.125894089,0.0,8.75775138,3.217016729,0.0,0.0,1.211069709,0.0,0.0,0.364585608,4.676629629,0.0,2.737790566,0.0,1.406402474,10.95164232,0.735421254,6.112491777,2.004301504,1.954688773,0.0,0.0,0.0,0.0,0.0,7.224162084,1.137839914,0.0,3.860510326,1.134829756,0.0,0.451495286,0.0,4.694876985,0.0,0.0,0.629333592,2.371030839,0.0,0.48602892,9.041860302,0.0,1.215200135,0.226462349,0.0,0.416427691,0.0,1.570418387,0.0,0.22351362,0.0,0.0,0.579683308,0.744330624,0.0,0.0,1.773816305,0.0,6.085681038,2.792970841,8.16156464,0.413417371,0.0,9.531984986,0.0,3.071137689,3.671043039,1.036148908,0.133275202,0.0,0.209851419,0.0,0.445631711,8.149715546,2.245657183,17.28541812,0.0,2.804929844,2.565123141,6.371472611,4.613975985,15.94550408,0.0,0.0,0.0,8.75775138,0.48602892,3.699827282,0.0,7.087832703,0.0,0.0,0.0,2.00545991,4.959777183,0.0,0.0,4.676286002,1.319755452,1.21319971,0.0,0.0,0.390815965,0.595827405,0.901409153,0.0,0.0,0.392973189,0.0,1.122946722,3.664258544,2.807130544,0.161333139,8.85109907,8.991918526,5.167825869
R_JS009_FPKM,5.536197431,5.359567588,0.671670603,0.878379781,3.476904764,4.045725001,0.484503133,0.0,0.0,0.0,1.536937997,0.0,0.261631692,0.227223554,0.447780402,0.0,0.255785174,1.349710203,3.805060971,2.057564992,2.071530365,0.445601422,4.073213963,0.484503133,0.0,2.569355902,1.387202153,0.704393017,0.0,0.961376296,0.215461393,2.549323911,2.975824245,0.0,0.0,1.077084613,0.469595345,0.0,0.0,2.339654824,0.0,1.217449363,0.0,0.64335662,5.600669199,0.0,2.024681399,0.0,1.622539607,0.469595345,0.0,0.0,0.0,0.0,3.614151005,0.971576575,0.0,2.975824245,0.969006267,0.668402133,0.0,0.0,0.68336636,0.0,0.0,0.0,3.220618818,0.0,0.518816386,5.178341972,0.248160141,3.112630611,0.0,0.0,0.88903973,0.801497525,1.885687252,0.0,0.0,0.0,0.0,0.618595892,1.390245433,0.460156242,2.557587769,0.0,0.259408193,2.095232086,0.851824113,4.065124598,0.0,0.0,4.026994793,0.518816386,2.185242056,1.64971675,2.432820081,0.0,0.0,0.0,0.0,0.0,6.180339969,1.198327121,15.03241438,12.85951575,0.499025026,0.912511715,3.642910827,3.647874189,11.91304916,0.0,0.0,0.0,0.849847723,0.0,1.233857036,0.0,1.956378037,0.0,0.0,0.0,2.378224471,3.136934634,0.0,0.0,1.721083499,0.704393017,0.739968422,0.0,0.0,0.625770562,0.0,0.0,0.670032382,0.0,0.139803194,0.171481446,0.479429802,3.220618818,0.359572352,0.0,4.84453133,7.522034482,2.647611098
R_JS010_FPKM,6.124167534,3.129155967,0.0,0.971488807,3.760696297,2.04133596,1.250432884,0.509019452,0.0,0.559640171,0.971488807,1.338990454,0.482323837,0.0,0.82549312,0.166797031,0.094347483,3.484007103,2.27993367,1.517423308,3.360803252,1.642952244,3.526308943,0.535951698,0.0,5.85654427,3.239782694,1.038745725,0.0,0.531731606,0.0,1.56671316,2.700910512,0.0,0.0,0.476681746,0.173212302,0.0,0.669495227,1.380392362,0.0,1.436563236,0.0,0.158203273,3.950731482,0.771639681,1.990885298,0.0,1.196616786,0.0,0.0,0.988075201,0.0,1.030816368,4.086915355,0.358188181,0.0,5.908295378,0.178711105,4.107213575,0.355360379,0.0,1.343651186,0.0,0.0,0.0,1.526885865,0.0,0.573908617,6.769645346,0.0,3.060521826,0.178239572,0.0,0.655519147,0.0,1.699628189,0.0,0.0,0.0,0.0,0.456252278,0.292921788,0.678577609,0.377198168,2.284588626,0.0,2.781238327,1.25615762,2.997866577,0.325390227,0.0,5.93944269,0.191367699,4.995645851,2.889535916,1.304704775,0.104895649,0.0,0.0,0.0,0.526207122,5.57053139,0.0,10.9177636,0.0,0.919963722,0.448627722,4.83581359,3.766244066,11.04455167,0.0,0.0,0.0,1.253243102,0.0,2.912032897,0.0,1.635111611,0.0,0.0,0.0,0.0,3.759352413,0.0,0.346248575,2.538417468,1.384994299,0.409272206,0.0,0.0,0.615202479,0.468957736,0.236492021,0.823479722,0.0,0.309297316,0.0,1.237339346,1.696616513,1.237339346,0.0,1.607673477,11.09427007,1.952506786
R_JS011_FPKM,7.647871,5.748348946,0.0,5.126120882,2.497722242,2.804258013,0.725051543,0.964032193,0.0,0.908414336,2.891680924,0.931575041,0.391527833,0.0,0.536016283,0.0,1.148248788,3.097315607,0.284715143,0.246326584,3.224121279,2.000355554,2.226290372,0.0,0.0,1.258418732,0.830419166,1.124259794,0.0,0.0,0.0,3.81506326,1.370191623,0.0,0.0,0.644869372,0.0,0.0,0.543462908,1.680750061,0.0,0.0,0.0,0.0,2.915467063,0.0,2.827990472,0.256110584,3.191411271,0.281064948,0.0,2.138987697,0.0,0.0,4.904007697,0.581513686,0.0,1.233250357,0.0,0.0,0.288461394,0.0,0.0,0.0,0.0,0.0,1.101661607,0.0,0.621050028,3.099822482,0.148614697,3.88165094,0.289222506,0.0,0.0,0.23985849,1.630505269,0.0,0.0,0.0,0.0,0.666621815,0.951109153,0.550830803,2.143316506,0.824175413,0.0,3.888171827,0.382451519,3.360366684,0.660408393,0.0,7.358725,0.155350774,3.139489917,0.617273611,3.706949119,0.0,0.0,0.0,0.631496505,0.0,3.425556955,1.291361631,8.044143549,0.0,1.045462706,4.370253407,2.180758972,5.022464583,4.380712022,0.0,0.0,0.0,1.398875807,0.0,0.886377331,0.0,1.561560706,0.0,0.0,0.0,0.427153645,2.582079112,0.0,0.0,3.193855429,1.405324742,0.553675723,0.0,0.662003582,0.499386469,0.25373919,0.959854027,0.534708926,0.0,0.251075043,0.0,0.573902251,7.161113594,0.430426688,0.309124348,1.449938226,9.16075271,1.981075018
R_JS012_FPKM,13.8870915,21.53920572,1.644999355,4.235527265,10.85907612,16.03874022,1.334930032,1.690464161,0.0,0.92928831,21.98435663,0.0,1.682158179,0.417372665,1.028124597,0.415311566,1.409650197,7.026105658,11.7967254,4.724982556,7.991922486,1.841618804,17.56939289,1.112441694,0.0,5.792904137,11.25666335,1.078212718,0.268691987,1.324418772,0.0,13.07435493,2.523273853,0.0,0.0,1.780953714,0.0,0.0,0.71473591,7.02067101,0.0,1.789374299,0.0,0.98478445,14.3158117,0.0,11.57233529,1.768470393,1.916216021,1.078212718,0.0,0.0,0.585386951,0.427992835,8.189280997,1.338470961,0.207144315,7.569565467,2.224883387,0.409248623,1.77053878,0.0,12.97150253,0.0,0.0,5.140873441,4.015109762,0.0,0.238245303,11.24276519,0.227914884,6.909403982,0.0,0.0,0.204127651,0.0,4.041681623,0.0,0.0,0.0,0.0,1.704880158,3.831268697,0.845232081,1.174589274,0.0,1.429471819,14.04954354,4.498641985,7.290336463,1.621216232,0.0,17.13255057,0.0,8.029185095,3.977961418,5.891351705,0.130590981,0.0,0.0,0.581340498,1.092215481,15.34912632,8.366563798,51.46759921,3.307614397,1.604098486,6.147227447,8.031369195,16.41906415,28.92106219,0.0,0.0,0.0,5.46384922,0.0,2.720510893,0.0,6.349912661,0.0,0.0,0.0,5.242900378,12.24656867,0.0,0.0,6.956073163,1.509497806,2.718609918,0.0,0.0,0.574719308,2.725719271,0.589146004,2.256607193,0.0,0.385193551,0.472475236,2.201586179,23.03386109,1.100793089,0.0,9.567540558,17.1545324,6.282459734
R_JS013_FPKM,5.214324413,3.056078332,0.483669247,0.0,2.671319985,2.760585757,0.174445081,0.331357993,0.0,0.546466083,0.0,0.0,0.282601031,0.0,0.161223082,0.325630818,0.82894684,3.402635374,3.597071681,1.333766152,2.387265598,0.962786413,6.505360024,0.0,0.0,2.186956378,0.832739836,1.014628758,0.0,0.0,0.0,1.836071136,0.659402406,0.0,0.0,1.551685126,0.0,0.0,0.653888749,1.685231948,0.0,0.0,0.0,0.0,2.455391332,0.0,1.620310021,0.616263931,2.504382667,0.0,0.0,0.965134673,0.611974391,0.335573744,3.99145547,0.1749078,0.0,2.637928485,0.0,0.0,0.173526949,0.0,2.460774014,0.0,0.0,0.0,1.98830819,0.0,0.0,3.221059424,0.0,3.736352285,0.173984804,0.0,0.160049128,0.0,0.301785998,0.0,0.0,0.0,0.0,1.158495811,1.430512317,0.994234211,2.21046553,0.371843462,0.560398646,2.26368685,1.073594085,0.55763417,0.317784292,0.0,5.800889426,0.0,1.416529684,1.485284185,2.707999118,0.204783356,0.0,0.0,0.303872077,0.0,3.462181493,1.035877528,23.62260562,3.33441538,0.0,1.752776402,2.623955314,2.233290109,5.393356275,0.0,0.0,0.0,2.907174283,0.0,0.0,0.0,2.066684954,0.0,0.0,0.0,1.37035246,3.247865265,0.0,0.16907754,2.107352697,1.014628758,1.332254906,0.0,0.0,0.15020556,0.76334485,0.0,1.125964528,0.0,0.100672123,0.123483597,0.0,4.970850591,1.035794057,0.371843462,4.361633153,7.472704571,2.542581673
R_JS014_FPKM,5.939523555,5.339362639,0.780505464,0.0,4.387514236,6.363775238,1.20653587,1.031258408,0.0,3.527617581,0.0,0.0,0.586344067,0.0,0.557488076,0.0,0.636970054,5.042493509,3.198358058,1.947216641,1.754066275,1.44250382,6.351466195,1.809743867,0.0,2.326890606,4.491546775,1.052412427,0.0,0.837865446,0.0,5.290841748,2.052317514,0.0,0.0,1.287728636,0.0,0.0,0.387595376,3.651633679,0.0,0.0,0.0,0.533987408,3.881451564,0.521223496,5.37871912,0.639351251,1.385530811,0.0,0.0,0.0,0.0,1.97276665,3.00040458,0.0,0.112276846,3.192493911,0.603207998,0.665796436,0.0,0.0,7.147318069,0.0,0.0,0.780505464,1.145905926,0.0,0.129134277,7.034507332,0.0,2.583969171,0.0,0.0,0.332035222,0.199593242,0.313040072,0.0,0.0,0.0,0.0,0.986098505,0.098881561,0.0,1.146482812,0.0,0.0,4.905054851,0.742387755,5.206725195,0.0,0.0,13.40757741,0.258396917,1.741558219,1.848934697,8.482417019,0.212420049,0.0,0.0,0.420341529,0.0,5.472846705,1.552013272,17.01755816,0.0,0.497079628,1.51518458,3.508174971,3.452326938,13.13953718,0.0,0.0,0.0,1.798833628,0.0,2.581470396,0.0,4.417777492,0.0,0.0,0.0,1.895358166,2.148512268,0.0,0.0,0.942960448,1.754059441,1.01344436,0.0,0.220323941,0.103836901,1.055718886,0.239577078,0.444946887,0.0,0.069594503,0.0,0.716341192,3.093889076,0.537226239,0.0,2.292358215,13.95343352,3.846323613
R_JS015_FPKM,9.006060083,8.355506401,0.72831086,1.785916914,3.959265171,7.100847555,0.0,0.374294145,0.0,1.028710429,4.286172298,2.109709216,1.063896219,0.0,2.002890927,0.0,2.392288844,9.69793826,7.544037342,5.355395796,3.706841122,1.087221926,3.601253156,0.985167131,0.0,1.899814677,3.949267026,1.336674994,0.0,0.0,0.0,9.676299252,3.723636766,0.0,0.0,2.278003433,0.190910349,0.0,0.42192513,3.679262391,0.0,1.188426094,0.0,2.092965862,6.53618661,0.0,2.92770409,1.044037877,1.696891942,0.954854296,0.0,2.179747373,0.0,0.379056157,3.919617648,1.97540412,0.0,4.28219703,0.788040058,8.697631859,0.979982041,0.0,8.521785135,0.0,0.0,0.910496761,1.496880109,0.0,0.0,6.892108666,0.0,3.16464739,0.0,0.0,0.723007626,0.48889301,1.704181586,0.0,0.0,0.0,0.0,0.603848934,1.292317318,0.935661245,1.040204401,0.0,0.210920782,3.237985516,3.290696908,7.557561721,0.358961614,0.0,24.47951855,0.422008696,3.377087519,1.845005381,0.359828671,0.0,0.0,0.0,0.0,0.386932649,5.957877823,0.389971387,18.15513298,0.0,2.232104603,3.587586418,5.13608201,4.005493932,14.67308874,0.182487833,0.0,0.0,4.492582176,0.0,2.208038785,0.0,3.288656831,0.0,0.0,0.0,2.32128941,6.059955762,0.187544171,1.145764645,1.819833569,1.145764645,1.053137874,0.0,0.0,0.678540186,1.379070101,1.304251056,1.998005827,0.0,0.68221101,0.278968295,0.779788329,3.368054364,1.754562352,0.0,5.51659256,2.953559476,3.230085872
R_JS016_FPKM,0.976742641,2.390077519,0.684595494,0.503596326,3.189699595,2.767282443,0.555554677,0.351758237,0.0,1.160219159,0.671461767,1.189799817,0.199999684,0.0,0.0,0.0,0.293295625,3.611624098,2.363459464,0.943818731,2.217040233,1.53284429,2.166211918,0.370369784,0.0,1.249998022,2.828110004,0.717947582,0.0,0.367453487,0.164705622,2.436036362,0.524999169,0.0,0.0,0.658822487,0.0,0.0,0.297449954,2.027140461,0.0,0.372339836,0.0,0.163934167,1.489359346,0.399999367,2.407694798,0.0,0.708859638,0.538460687,0.0,0.170731437,0.162412736,0.5343503,0.921051174,0.185676099,0.0,2.274829734,0.185184892,0.0,0.36842047,0.0,1.5671617,0.0,0.0,0.0,0.879395594,0.0,0.19829997,4.498536156,0.0,1.189799817,0.0,0.0,0.0,0.0,0.480548439,0.0,0.0,0.120274724,0.0,0.662161115,0.60737431,0.0,0.586591251,0.394736218,0.0,1.121279691,0.32558088,2.663702621,0.168674432,0.0,2.916507731,0.793199878,0.167064175,1.103601858,1.352654865,0.10869548,0.594899909,0.0,0.0,0.0,4.724825858,0.0,12.18853793,7.668152662,1.716618537,1.511514774,2.227936351,1.952055345,6.245095448,0.0,0.0,0.0,0.487238208,0.0,0.56603684,0.0,3.091068234,0.0,0.0,0.0,1.090907365,3.59728196,0.0,1.076921373,2.105134514,1.076921373,0.989897424,0.19829997,0.0,0.478359152,0.486110342,0.36777525,0.853657186,0.0,0.10687006,0.0,0.183245783,1.758791187,1.191010332,0.0,2.22204234,7.535021129,1.855418751
R_JS017_FPKM,10.5152417,6.355259973,1.311609953,6.248576952,4.656308743,6.77257795,0.0,0.192601478,0.0,0.211755216,1.654098914,3.473676255,0.766354958,0.0,2.435798419,0.378373217,1.391398817,6.590276053,4.777251827,1.377761481,1.040255843,0.18650946,5.336359269,0.608191908,0.0,0.977569688,3.870429353,0.786030588,0.122452697,0.0,0.0,8.890474903,1.149482706,0.0,0.0,1.803164734,0.0,0.0,0.325632495,3.655526206,0.0,0.0,0.0,0.179520816,8.356662393,1.094878051,8.096673741,0.716242826,5.238501565,0.392926033,0.0,2.990750532,0.0,0.0,4.638568918,0.813135091,0.188806375,1.91586253,0.0,5.034569631,0.0,0.0,0.0,0.0,0.0,1.686452927,0.962832457,0.0,0.0,8.471327025,0.0,4.341898085,0.202256961,0.0,1.67417293,0.670791968,4.384204443,0.0,0.0,0.0,0.0,0.932107091,1.994914942,0.385028023,0.64216911,0.864272711,0.0,3.33204636,1.782197702,6.966905312,0.923391127,0.0,25.01318154,0.217154074,2.011934129,2.071296821,3.517160046,0.0,0.0,0.0,0.353090214,0.398028969,13.02810889,3.209967848,17.72920621,0.215324124,0.835291361,2.67333125,6.911555939,5.801212188,14.6720363,0.0,0.0,0.0,3.911834804,0.0,2.891905503,0.0,4.148445183,0.0,0.0,0.0,3.782088985,5.25127583,0.0,0.0,5.906212518,0.589478311,1.703031112,0.0,0.370147713,0.349068686,0.887053976,0.268373298,0.747687633,0.0,0.819005299,0.0,0.401154851,4.813812416,1.805561349,0.28804728,2.027367757,5.644625297,2.031326266
R_JS018_FPKM,4.983460457,5.853733148,1.257420999,4.110913476,7.378014632,7.574666246,1.813969687,0.43064159,0.0,0.0,0.205628876,1.942437795,0.734693127,0.0,1.257420999,0.0,0.119758717,7.581599834,2.894331478,2.311394107,5.429933463,2.293973567,7.957991315,0.226844554,0.0,7.43447903,4.328916463,1.318679971,0.0,1.124771515,0.0,6.165135,4.071507019,0.0,0.0,1.210082797,0.0,0.0,0.364224638,5.986795707,0.0,0.228051174,1.481561556,0.803020693,5.699170203,0.0,6.317999862,0.0,3.472051173,1.758155235,0.0,4.599379029,0.0,0.218186365,5.187877668,0.454629584,0.0,2.785794047,0.680271414,2.502604325,1.12773144,0.0,4.051250765,0.0,0.0,0.6287105,2.584347682,0.0,0.0,12.33923407,0.232377348,3.642246379,0.226246019,0.0,0.416008138,0.375044536,0.392209046,0.0,0.0,0.0,0.0,0.694979985,0.9295834,0.0,2.394343644,1.127880508,0.0,4.707415915,0.398593844,1.993283586,0.0,0.0,11.70626076,0.728449276,2.863880025,4.633199899,3.726704266,0.399289743,0.0,0.0,0.0,0.0,7.071421345,0.897617371,24.30701141,0.0,1.868339351,0.569584445,5.911236361,3.927078712,38.39601424,0.0,0.0,0.0,1.193237097,0.0,2.31044481,0.0,5.860799872,0.0,0.0,0.229270699,4.230137163,6.056891945,0.0,0.659339986,4.672328388,1.758155235,1.904693204,0.0,0.0,0.781070241,0.595237487,0.1501703,1.672391565,0.0,0.261672295,0.0,0.673148153,3.014989273,1.121956838,0.322171716,2.267658795,7.770032002,4.543964824
