,AL133216.2,AL732372.2,GTF2IP13,AMZ2P1,FAM157B,PKD1P5,RP9P,SMG1P1,CCDC144B,AC009093.3,UBE2Q2P1,USP32P3,HERC2P9,CSPG4P11,FRG1CP,H3P37,PKD1P3,PKD1P6,GUSBP2,AC009053.1,SMG1P3,AC242842.2,ANAPC1P1,ADAMTS7P3,HERC2P3,AC138409.2,BMS1P1,AC110079.1,RPL23AP82,AC004381.4,LINC00888,NMRAL2P,SMG1P4,AL390719.1,EP400P1,LINC01347,ZNF658B,C9orf129,CROCCP3,UBE2Q2P2,AC005622.1,GPAT2P1,FAM238A,AP000769.1,ZNF252P,PDPK2P,CASP4LP,NSUN5P2,A2MP1,SHLD2P1,EEF1DP3,H2BC19P,CEP170P1,AC127502.1,LSP1P5,ULK4P2,AC068620.3,AP000347.1,LRRC37A17P,FAAHP1,LRRC37A4P,POLR2J4,AOC4P,Diagnosis
R_JS029_FPKM,0.092676514,4.167843948,0.781664153,0.95294646,30.10541383,5.022671772,1.234302193,0.960312267,0.866086559,0.394746158,0.265968893,0.398647822,0.671923103,0.046465252,1.692296869,0.294095773,12.29475865,5.916696583,0.359126791,2.659920192,1.730421184,1.063786348,0.408055145,0.194062687,0.817392673,0.477760565,0.436811449,11.84500994,0.505957707,0.059024021,0.288327809,0.049845835,0.950177874,0.259827859,0.326061655,1.021598426,0.112123201,2.220505906,1.747714286,0.365816099,0.089325571,0.195802605,1.80954367,0.442391235,0.643218509,2.075347868,0.902086544,8.641511228,0.409622084,1.328010764,0.389057411,2.149119888,1.641425373,3.495889797,0.336742526,0.192445708,0.056698266,1.37826196,0.914310792,1.03589009,0.29805977,3.674066036,0.291228283,1
R_JS030_FPKM,0.10849603,5.586272676,0.816031789,1.210472714,41.05643611,2.936497511,0.850423014,0.67761633,0.367498434,0.103981619,0.358109321,0.42006663,0.536851071,0.032641616,0.148595013,0.371887792,7.709607943,3.588632304,0.261974759,2.693217544,1.760202305,0.560385789,0.779342616,0.102239306,0.699029429,0.57367171,0.852354397,12.64049387,0.383485237,0.062216745,0.701118358,0.01750823,1.195345937,0.449777617,0.162553338,3.249420617,0.118141188,1.819841455,0.949884558,0.192725271,0.752931592,0.383169179,2.916212858,0.427322667,0.594353536,2.3538961,1.075902159,7.374246979,0.201431268,0.835435586,0.102474639,3.318786128,1.362734326,2.41515394,0.846141014,0.236586324,0.044801622,1.080790262,0.55279671,0.813695273,0.348024734,3.435891523,0.295503358,1
R_JS031_FPKM,0.145029112,4.54919615,0.637104731,1.041862855,29.58681876,2.974162032,0.835803968,0.865459288,0.675410162,0.540527816,0.381535162,0.362855914,0.519974617,0.0,1.749785131,0.310677526,6.816769971,4.558009977,0.194531738,2.825435336,2.020940082,1.248358684,0.748334814,0.068326853,0.549207194,0.730271435,0.664582885,12.05138841,0.406306574,0.0,0.20824181,0.019501343,0.921766402,0.370296059,0.238669706,1.665347392,0.144762992,1.809841375,1.856948207,0.171731882,0.157236017,0.09848214,4.310112414,0.30286162,0.551684516,2.401995805,1.012236905,7.079324949,0.785261123,1.023616425,0.798981485,1.891810362,1.634643252,2.798811914,0.486449456,0.225873419,0.066535703,1.608259417,0.140729438,1.061081428,0.330918774,4.258345632,0.139260725,1
R_JS032_FPKM,0.130168014,3.959632173,0.535904948,1.096242394,35.35214126,2.867532905,0.943094878,0.433567382,0.614101226,0.118818565,0.186792491,0.286512599,0.300031425,0.041955591,2.292176207,0.292118715,5.925581376,2.579539862,0.224505898,1.623604722,0.951448888,0.480053798,0.322408099,0.087613221,0.395789021,0.441442803,0.248347539,7.908252359,0.520992797,0.0,0.460625747,0.0,0.586591095,0.251373235,0.177288525,1.486244846,0.151869013,2.005076192,0.76415826,0.23122197,0.806508358,0.126280329,1.297546682,0.299595122,0.39316583,1.80893281,1.002547475,6.249484159,0.061643845,1.12757676,0.087784774,3.529918441,1.527092419,2.50866401,0.584754751,0.231723763,0.025597141,1.063655619,0.59552148,0.289123769,0.152758214,3.607913214,0.136352425,1
R_JS033_FPKM,0.092396224,3.921129524,0.665688948,1.127453859,13.56723363,2.268025102,1.437728318,0.452015805,0.130398917,0.553434193,0.265179138,0.200762461,0.372689888,0.0,1.965979538,0.263897337,4.556548575,3.329664674,0.123960189,1.266746583,0.922431678,0.596763437,0.200235192,0.087078949,0.318896501,0.598192999,0.308490576,6.793567795,0.527687984,0.0,0.621945964,0.0,0.663394844,0.603667355,0.271349238,1.400542897,0.188639224,1.452871298,1.021440937,0.123100158,1.252291667,1.631442985,4.119039659,0.2067442,0.482829533,1.180080308,0.922876741,9.627768037,0.321614059,1.689655724,0.0,4.363985861,1.115834312,1.973579608,0.813548344,0.179887509,0.015903312,0.790950366,0.117678625,0.802774766,0.153608113,2.524135415,0.266164726,1
R_JS034_FPKM,0.162362883,6.45765834,0.654305174,0.933118851,47.11836096,2.752309489,0.898254845,1.162691552,0.84932566,0.933628214,0.465984945,0.410507999,0.473468315,0.065122342,1.058899646,0.216406335,8.280092547,4.734169301,0.174234685,3.3115742,2.521399772,0.559151708,0.402150321,0.224388232,0.647542292,0.607330822,0.867327134,11.4990252,0.457211423,0.124159463,0.279771413,0.0,1.324965931,0.273121904,0.372237089,1.511426841,0.082504317,4.668438932,2.098262001,0.269180751,0.704176311,0.2352282,4.139970968,0.775046849,0.608531514,2.530051935,0.64607434,9.429385075,0.703301162,0.895939375,0.10224897,4.343020295,1.725470598,3.942579807,0.435684929,0.236029853,0.089390251,1.80260817,1.118688709,0.475174945,0.397994924,5.165600865,0.385502087,1
R_JS035_FPKM,0.1367645,2.836603792,0.510242766,1.307089716,17.79942552,2.264604764,1.843185717,0.604467981,0.296949086,0.504152941,0.135867461,0.789687785,0.520546698,0.047475209,2.614170372,0.060082665,3.82029101,2.887579596,0.197579386,1.98892652,1.706744748,1.086529879,1.016268619,0.059480294,0.472042527,0.840057453,0.44629115,6.513990828,0.770887265,0.0,0.67982443,0.0,0.951000215,0.436110766,0.22209547,1.662339891,0.068731615,1.323445375,1.484932977,0.261633501,0.45627676,1.829037861,2.664487294,0.376655028,0.793682672,1.575594942,1.752208319,8.098382916,0.809131448,2.288430098,0.397484367,3.918366131,2.18529587,2.223522652,1.190980779,0.065530904,0.014485557,0.957902627,0.964805763,0.942930249,0.271613862,2.909236075,0.275512824,1
R_JS036_FPKM,0.241689854,4.786325951,1.162013791,0.735385197,31.93424276,4.965266802,0.757747107,1.135091751,0.158267037,0.46327359,0.221973908,0.236798058,0.88737841,0.02908805,0.567464127,0.552259998,14.1638604,8.504591448,0.337183514,3.753079612,2.678335241,0.499378763,1.101501268,0.510169623,0.789694314,0.824117947,0.759481267,16.52438194,0.566718425,0.277217248,0.187407863,0.0,2.084647214,0.331072033,0.306138887,0.959195544,0.15790779,2.779804629,2.340479412,0.858644186,0.461211913,0.709063475,4.847032455,0.415344183,0.650371002,3.504671181,0.707358428,11.68926127,0.410233286,0.744386188,1.004403948,2.661417511,1.369895119,3.173613288,1.118759122,0.451745483,0.133066106,2.136692656,0.098517568,1.326261193,0.257157264,5.476199552,0.394950878,1
R_JS037_FPKM,0.147152004,2.902182751,0.370640855,0.932788842,14.81942837,7.363226632,1.130759009,1.439791097,0.498417342,0.391755176,0.545527376,0.397257956,0.606752452,0.110689305,4.294774081,0.630452125,5.941582415,3.426334086,0.23029267,2.902337868,2.540317405,0.633674873,2.065405441,0.323549743,0.507888824,0.727766079,0.558731842,7.273091668,0.549698479,0.070353654,0.554707331,0.0,1.339444431,0.552548784,0.250526821,1.239193735,0.106827544,0.44078223,1.435076084,0.348538349,0.0,0.199883961,4.500196829,0.351241507,0.748347623,1.733559819,0.696534449,10.33749294,0.99192878,1.91204567,0.115876607,2.647711472,1.579660721,3.14318755,1.850963146,0.152785102,0.016886975,0.954312471,0.82113448,0.493462771,0.518053523,3.937978563,0.12845525,1
R_JS038_FPKM,0.150959384,4.164306094,0.832526329,0.927447852,32.04919034,2.484917951,0.96368713,0.995936282,0.393305314,0.111290858,0.483231772,0.422042422,0.55790134,0.0,2.226520277,0.563827775,5.079391564,3.049570086,0.436162064,1.876879291,1.922452417,0.0,0.08628587,0.109426071,0.467570539,0.463599586,0.748013569,9.025038975,0.450453362,0.0,0.450226533,0.0,1.005928751,0.376726887,0.17396811,2.240171922,0.164379479,1.947628368,1.307031909,0.041254524,1.359751981,0.473160102,3.961242583,0.291021368,0.440798849,1.641542261,0.95022524,7.76126147,0.338761113,0.782330691,0.658067682,6.518656851,2.056754284,3.028571775,1.343750872,0.325564484,0.031967258,0.777146369,0.60850828,0.212402562,0.154439003,4.557628322,0.29192358,1
R_JS039_FPKM,0.125975985,2.781975152,0.538648412,0.8517394,18.03339854,3.151633321,1.742382197,0.952799797,1.208899378,0.368881521,0.798402889,0.464479517,0.4366101,0.078962191,1.84853004,0.209881773,5.778353257,3.896987307,0.53513,1.98458811,1.772889672,0.542132538,0.858028782,0.415479152,0.49516524,0.702291284,0.445329102,5.541916464,0.642505604,0.180570543,0.633134168,0.0,0.77100233,0.548692536,0.239484059,0.65576288,0.080016846,1.634945305,1.706755166,0.410223221,0.59188701,0.798461589,3.689582333,0.338247296,0.348054005,1.645629837,1.546260388,9.282965865,0.765606746,0.808286706,0.099136769,2.266569518,0.862073199,2.431106387,0.818662098,0.032697154,0.028894876,1.511329319,0.672364111,2.553801745,0.23816778,4.494825009,0.153951004,1
R_JS040_FPKM,0.108995721,2.895585413,0.704808974,0.75997469,21.78243398,4.362927934,0.804007229,0.816814014,1.212075541,0.208900167,0.547411649,0.275571156,0.422050131,0.098366026,3.646552161,0.498074084,9.39831254,4.594857389,0.233944787,1.6200999,1.52334375,0.562910475,0.350949359,0.123239905,0.583070786,0.482189242,0.667856406,8.399998782,0.685880547,0.0,0.446050795,0.035174218,1.406004953,0.451823666,0.282044676,1.121420085,0.166154679,1.697536071,1.63573365,0.580819328,0.567254721,0.680975867,3.098399262,0.429247985,0.57085736,1.754350214,1.080770502,11.66392694,0.563661214,1.384693959,0.205872629,2.470929173,1.246050169,2.916192046,0.548366612,0.169751577,0.075005775,1.272282566,0.349033656,1.335702556,0.4092849,3.645903936,0.091341653,1
R_JS041_FPKM,0.168999554,6.283479335,0.760245366,1.056968018,45.47265279,4.510001928,0.519427885,1.107037309,0.744127414,0.971790168,0.614369571,0.400587517,0.75135687,0.0,0.771541361,0.48268782,10.39895692,7.363786211,0.392955325,4.471310843,2.127718545,1.163809051,0.613937837,0.191109115,0.589762544,0.62000967,0.584161656,10.09671934,0.553599472,0.064641183,0.121349441,0.127273744,1.326103118,0.548262291,0.360604537,1.759521639,0.061345604,3.037057672,1.861972022,0.360248495,0.537511048,0.459077125,3.261073075,0.524384881,0.579275234,3.62696168,1.030434235,12.22635117,0.522902808,0.95424401,0.212819302,2.635315249,1.68715408,3.597141021,0.623556754,0.21057532,0.0,1.481760312,0.951221545,0.515194199,0.520036539,4.422077008,0.271440857,1
