,AL133216.2,AL732372.2,GTF2IP13,AMZ2P1,FAM157B,PKD1P5,RP9P,SMG1P1,CCDC144B,AC009093.3,UBE2Q2P1,USP32P3,HERC2P9,CSPG4P11,FRG1CP,H3P37,PKD1P3,PKD1P6,GUSBP2,AC009053.1,SMG1P3,AC242842.2,ANAPC1P1,ADAMTS7P3,HERC2P3,AC138409.2,BMS1P1,AC110079.1,RPL23AP82,AC004381.4,LINC00888,NMRAL2P,SMG1P4,AL390719.1,EP400P1,LINC01347,ZNF658B,C9orf129,CROCCP3,UBE2Q2P2,AC005622.1,GPAT2P1,FAM238A,AP000769.1,ZNF252P,PDPK2P,CASP4LP,NSUN5P2,A2MP1,SHLD2P1,EEF1DP3,H2BC19P,CEP170P1,AC127502.1,LSP1P5,ULK4P2,AC068620.3,AP000347.1,LRRC37A17P,FAAHP1,LRRC37A4P,POLR2J4,AOC4P,Diagnosis
RNA41_FPKM,0.020325847,0.542616104,0.292845832,1.597463359,6.945619182,0.466895736,2.155126114,0.135388808,0.063100787,0.097388119,0.0,0.160579235,0.094731786,0.0,1.451396414,0.058053637,0.903891582,0.832714888,0.027255585,0.454612228,0.321250582,0.524717661,0.0,0.0,0.116907686,0.438595964,0.047896475,1.920664497,0.499314044,0.0,0.218890659,0.0,0.057409824,0.329665198,0.062279549,0.485427201,0.210240316,0.669595049,0.680828582,0.036091691,0.0,0.165620692,7.353158019,0.472970141,0.556648589,0.426695235,0.997862375,8.260987755,0.175177271,0.410771257,0.095952207,4.772064071,0.392694712,1.370862728,0.690228006,0.031646826,0.0,0.774981217,0.05916357,0.241638782,0.198748302,3.94311201,0.212891035,0
RNA418_FPKM,0.085328798,2.671805429,0.337353366,1.48736289,17.51810726,2.10113866,1.130992068,0.426299595,0.325125121,0.034078465,0.244880553,0.160116436,0.435944517,0.0,1.836375183,0.12184101,5.368554309,3.917212876,0.085830527,1.893217069,1.268863034,0.550974905,0.475512752,0.040208937,0.454004528,0.494861994,0.268113211,5.508938854,0.59762687,0.0,0.666231837,0.0,0.512183688,0.288338407,0.196106264,0.587885169,0.197433233,2.491686534,1.467283014,0.227349531,0.832635953,0.086903803,2.701182663,1.298293375,0.655998648,1.328601276,1.375914351,11.23368941,0.155570905,1.231846953,0.100753723,4.739995746,1.09912309,2.661846456,0.724431248,0.132889436,0.014683081,0.913009819,0.124209401,0.214593844,0.241977435,4.709448222,0.357509631,0
RNA431_FPKM,0.104512152,2.578584876,0.209881106,1.589873079,28.55667786,1.484664494,1.720825404,0.472408816,0.09270168,0.333878355,0.214234171,0.188740322,0.28905372,0.067380983,0.93472449,0.255830296,2.343491864,2.771104368,0.160220171,1.443534686,0.745234047,0.770947602,0.295832416,0.196970338,0.24045941,0.805466836,0.211107801,4.5975904,0.514794259,0.0,0.418053048,0.0,0.492022638,0.403610277,0.249086068,0.713186021,0.097534593,1.52034877,1.200311769,0.1591345,0.777016086,0.32444732,9.414182477,0.481055633,0.50934205,1.191083428,1.106709307,10.09072675,0.296947023,0.574779948,0.0,2.820530262,0.86541772,1.980468268,0.338016952,0.279028741,0.041090387,1.208305892,0.152133771,1.17424414,0.163515455,4.994071732,0.422245541,1
RNA44_FPKM,0.087100123,2.863916141,0.397963032,1.725441676,19.10028834,1.761206904,1.756969619,0.498657559,0.086046562,0.417397669,0.406244205,0.206466284,0.296695372,0.049143992,3.983690691,0.124401355,4.466477732,2.84869463,0.087648747,1.492744174,1.268152886,0.562272037,0.728150175,0.143637817,0.50105485,0.716669723,0.273713106,7.078604994,0.807196075,0.187342392,0.727023455,0.017567162,0.820186674,0.784961477,0.359610662,0.580137718,0.082989327,1.304415992,1.060195681,0.232088362,0.141689373,0.177459252,4.727254143,0.233888369,0.648755338,1.066767228,2.023063616,9.934869678,0.534196613,1.278499935,0.205639134,3.741790978,1.192178081,2.545994243,0.383458179,0.237417379,0.0,1.177774357,0.015846453,0.318654114,0.187399324,3.593618697,0.262323347,1
RNA442_FPKM,0.064574953,0.227029361,0.363100061,1.050562949,3.300353714,1.659537603,4.664093344,0.403262997,0.042527509,0.275047249,0.293424603,0.144554749,0.300977367,0.048561701,5.390469128,0.061468923,3.153407293,3.09197913,0.288727888,1.009525837,0.895339957,0.555799424,0.079959072,0.141982629,0.229058274,0.673531528,0.388906275,3.0511736,0.862791576,0.0,0.208628917,0.0,0.243208531,0.15517551,0.289489815,0.177957352,0.058598155,0.644661699,1.134446693,0.42056142,0.373405308,0.672397352,8.010053399,0.462349253,0.496448564,0.617590584,2.020367531,11.90104127,0.328231311,1.118688048,0.101635956,3.233749089,0.259938775,2.564925037,0.406110068,0.067042866,0.0,1.11389152,0.109662972,0.905521744,0.143130791,4.080005423,0.045088253,0
RNA454_FPKM,0.013338085,1.872382723,0.346796281,1.758134672,17.0501739,1.653370582,1.352545675,0.277590883,0.0,0.255582148,0.210489428,0.179107297,0.277300893,0.0,3.365595691,0.152346505,3.697871375,2.343412766,0.0,1.75116712,0.79874301,0.688916766,0.0,0.050252071,0.230117936,0.330927822,0.251415482,5.410058735,1.103519663,0.076486877,0.775494022,0.043027718,0.401791453,0.432603736,0.217934357,0.538999545,0.08711572,1.677423417,1.357978542,0.142113018,0.462675351,0.325987087,5.100194756,1.384488219,0.557446182,1.175817552,0.71889575,7.18514345,0.353635184,0.410680197,0.0,2.663170188,0.730017446,2.72830238,0.369001732,0.124611119,0.018359131,1.421659206,0.485264315,0.439031726,0.125188453,7.315293162,0.293329042,0
RNA457_FPKM,0.062346046,3.421631508,0.334149662,1.501779566,24.993277,1.476440402,1.904342539,0.668416567,0.017597367,0.423253116,0.257223068,0.357144427,0.452666446,0.05862105,1.21984843,0.155820314,3.482397472,2.854611158,0.146368083,1.237154639,1.160564315,0.402695165,0.135127878,0.146876722,0.345188508,0.445691271,0.281626703,5.066634395,0.544171848,0.0,0.369303505,0.176065943,0.748504531,0.294974415,0.130025484,1.002317898,0.025461799,3.547999899,1.113915778,0.221494901,2.129399072,0.381058393,5.840739271,0.641748487,0.681556006,1.952527949,0.442664582,4.184694684,0.227350399,1.095120274,0.368068232,3.856137016,1.355272611,3.872481063,0.25487645,0.242770929,0.042907929,1.049217581,1.077723109,0.256586867,0.243876654,7.50801385,0.106129238,0
RNA466_FPKM,0.153950072,2.78370245,0.486950614,1.226810168,23.66307181,2.581613592,1.520988006,0.622658495,0.099323414,0.210787179,0.189368548,0.269347341,0.386388526,0.0,1.570618449,0.31407873,4.234787716,3.137642975,0.029508231,1.206079743,0.978888834,0.568085033,0.326854431,0.165791088,0.385863063,0.498352914,0.310985508,8.672110788,0.445533321,0.063071553,0.426346711,0.035497557,0.67304301,0.198196094,0.220911369,2.262855439,0.263424813,3.095968773,1.257405227,0.15626149,0.381523943,0.179234997,4.149114517,0.472457545,0.644648134,1.816187004,1.122176604,6.978268662,0.233311948,1.016045258,0.311549205,4.768365759,1.487361761,2.793885852,0.719262652,0.102754736,0.030278106,0.804418501,0.784351954,1.045922064,0.283895166,3.923708189,0.28797603,0
RNA471_FPKM,0.06612385,4.465385878,0.294345105,1.648553822,34.21489609,2.265763256,1.219384705,0.593402153,0.398137387,0.539800652,0.274104532,0.261215773,0.495211668,0.033156195,3.55043394,0.209836919,5.112597242,3.967612641,0.197107981,2.86262353,1.142950309,1.517793272,0.327540962,0.09692303,0.688846718,0.776877227,0.253939925,5.590262154,0.848643664,0.0,0.807052939,0.082989153,0.636433598,0.304543462,0.170102533,0.647907366,0.159999491,3.124623742,1.785130216,0.339314666,0.637273368,0.379174207,2.202397399,0.631275319,0.822536296,2.745530542,1.492366244,7.172494222,0.224060881,0.664670339,0.416360403,3.7541023,1.774451935,3.7661837,0.240270841,0.27462392,0.030338598,1.595121482,2.245799429,0.309068625,0.396579989,8.519518908,0.338610576,0
RNA476_FPKM,0.024347137,1.645472562,0.325215948,1.265759248,20.25192629,2.636244813,1.964782569,0.466388196,0.412399976,0.272290036,0.646475545,0.144302261,0.785806553,0.0,2.763450768,0.173865222,5.185882923,4.159358487,0.130674558,1.985587952,1.06361174,2.515713687,0.482527527,0.068840905,0.546312887,0.762018017,0.401725707,5.416106328,0.913167599,0.139617979,0.734338615,0.0,0.470060771,0.329169725,0.132666152,0.06711132,0.225395346,3.063354614,1.533658231,0.302806428,0.686500046,0.231531653,2.076804562,1.525730332,0.696234087,1.959838374,1.453523151,6.697980205,0.258329818,0.796878323,0.115037788,3.06707106,1.333188444,2.765019517,0.306308607,0.11378638,0.0,1.392883918,0.726676525,0.512241617,0.333394945,7.277023966,0.191311521,0
RNA483_FPKM,0.081078032,3.771225126,0.348277885,1.496180283,21.75071869,1.905190696,1.702962014,0.285061052,0.035599162,0.287791436,0.142211871,0.298959842,0.484515617,0.0,2.273807728,0.205843345,4.336684679,2.339254761,0.0,1.339122429,0.734502373,0.465254934,0.200819029,0.101874963,0.30056841,0.680466667,0.099080926,6.253243934,0.761077506,0.0,0.368700901,0.0,0.330836593,0.243555472,0.174846345,1.804183415,0.196197382,2.590368678,0.949651538,0.256041794,0.664212116,0.146836329,5.867060746,0.580583584,0.744573042,1.614002789,1.040769268,8.084917234,0.23892403,1.075184636,0.085078588,5.008727536,1.334568148,2.653499643,0.566595153,0.112267004,0.0,1.044613952,0.458986434,0.659141578,0.204390339,3.977924835,0.339728921,0
RNA488_FPKM,0.058698241,2.27005675,0.254415686,1.637082636,17.05947866,6.126422379,1.759012803,0.236232984,0.027612043,0.156261232,0.196533644,0.208691495,0.336720506,0.029437572,4.765949395,0.139704551,4.586307487,3.254897463,0.104978833,1.821200849,0.675507208,0.505379302,0.363456709,0.165930772,0.343269538,0.42223634,0.230552628,5.594848133,0.430092078,0.056109659,0.758588808,0.063143266,0.156599488,0.317365884,0.196526018,1.132350526,0.095869482,1.816646434,1.109865441,0.208535454,0.381845389,0.292321139,6.269860027,0.315212165,0.761518395,1.560939557,1.01714453,7.181406797,0.168633649,1.111035284,0.184831816,3.925166841,1.118391666,1.671640347,0.442971865,0.121892336,0.040390885,1.134331429,0.655055766,0.840998506,0.336745523,5.759446519,0.215199704,0
RNA499_FPKM,0.04139305,1.719132335,0.45824807,1.653028054,11.7258169,2.084239697,1.669892162,0.361911524,0.029211192,0.36366472,0.178198408,0.392463503,0.363613493,0.0,1.599519734,0.354674093,5.100586407,3.013996561,0.305409674,1.000586126,0.964236281,0.534756372,0.281956014,0.058518677,0.196441021,0.647647521,0.292657053,4.754936398,0.731503465,0.0,0.913899343,0.0,0.506699857,0.727402711,0.29245418,0.684468064,0.146492314,1.425774564,1.016887418,0.220583743,0.40395085,0.927658223,4.278976317,0.481656503,0.681239625,0.912501558,1.743451568,9.889283375,0.219554089,1.0557592,0.0,4.39419406,0.883136702,2.861882051,0.416524616,0.0644726,0.0,0.918064929,0.301270268,0.700354576,0.218590097,5.353996844,0.054204968,0
RNA50_FPKM,0.070410389,0.285110071,0.311065625,1.338862319,1.228540227,1.835826453,2.689575872,0.527637315,0.31227964,0.674772532,0.173191037,0.381452254,0.670757049,0.0,5.155861591,0.258538487,4.567989579,2.790381353,0.377778047,0.827353693,0.886969612,0.519610821,0.473328437,0.018960027,0.399212599,1.204668905,0.837536292,3.900390397,1.44795174,0.173007564,1.624834427,0.0,0.416710554,0.779495665,0.297946285,0.221744843,0.197134167,2.168955478,1.159061406,0.035740427,0.0,1.475381558,4.782710466,0.288064071,0.836106778,0.886894634,2.27549999,13.65278821,0.61350215,1.78120752,0.0,3.981317568,0.858351452,3.595669506,0.126513092,0.062677644,0.027694501,0.657479483,0.029288273,1.342998479,0.259664057,2.422441097,0.0,1
RNA504_FPKM,0.080447848,1.969276645,0.309114942,1.692987599,13.93799381,2.710544258,3.09081582,0.348332165,0.193759296,0.513986403,0.54642053,0.207633593,0.630710735,0.032267712,4.742924237,0.229770999,5.163334634,4.474262119,0.345326868,3.227452283,0.754041808,1.661899971,0.584485336,0.090966335,0.604666154,0.509252228,0.235932638,4.972229863,1.007864268,0.061504062,1.108993722,0.043273454,0.499947073,0.386642696,0.186261809,0.472977547,0.128478201,3.019888274,1.911599741,0.304846993,0.279120631,1.558828161,2.356183439,0.441617417,0.796305958,2.034257029,1.559272555,8.44795734,0.184901634,0.722657642,0.4558786,3.937053282,1.38170615,3.665752,0.229361388,0.083535471,0.0,1.201999724,0.772878369,0.725921703,0.310483194,8.061097375,0.157299579,0
RNA519_FPKM,0.068280372,1.770473694,0.191975192,1.788965407,20.46595177,1.776312307,1.783899309,0.284283443,0.102785861,0.290841308,0.293949191,0.14386502,0.293777958,0.0,4.876144528,0.130012588,4.525345117,3.685229155,0.15264343,2.282780618,1.060359856,0.587516155,0.056373667,0.085790394,0.320760548,0.343825839,0.268189479,3.708465541,0.549357969,0.130517295,0.441223822,0.0,0.364330277,0.389695289,0.209238097,0.606343949,0.02478347,1.704209346,1.016598591,0.323436799,0.34546896,0.37095905,4.352593114,0.774101452,0.667126809,1.194608115,1.763873858,8.161665508,0.1509033,1.139089529,0.85987865,3.828945635,0.842913527,2.737768885,0.429413741,0.283604009,0.015656879,1.629504171,0.397571012,0.978320743,0.26708973,7.664196172,0.214573321,0
RNA52_FPKM,0.02545592,0.173374405,0.274307168,3.474019265,0.154347612,0.336401521,1.095222553,0.734696156,0.0,0.0,0.194784136,0.583173168,0.55969315,0.0,11.95130109,0.0,0.86117542,0.36016606,0.0,2.411936798,1.065766255,0.438448822,0.0,0.0,0.502658399,0.906281279,0.333233164,2.875267358,1.784469341,0.0,3.124836759,0.0,1.070451387,0.902155531,0.245536766,0.140292327,0.092377446,0.0,1.220182514,0.0,0.0,0.0,5.086597262,0.516360703,1.532797785,0.486845377,5.594764897,14.41496227,1.484973328,3.037528833,0.0,1.266958414,0.177591812,4.768733957,0.789660956,0.60784895,0.0,1.610929651,0.0,0.41898176,0.119465437,2.913590917,0.0,0
RNA521_FPKM,0.061241669,1.211101176,0.199077416,1.795329564,12.75191847,3.367717423,2.046948598,0.446183257,0.017285653,0.244529019,0.472343833,0.229829574,0.790438745,0.023031108,1.947003942,0.196779712,6.184107899,5.003109006,0.4723534,3.247796747,1.350088062,0.3953942,0.75839356,0.100992497,0.572425224,0.850759402,0.324729716,4.203259973,1.088798464,0.175594319,1.071741396,0.037060107,0.691950345,0.262133584,0.211119333,0.562569551,0.141698465,2.384398564,1.661683804,0.326327,0.829989226,0.914930151,2.176058462,0.438487308,0.934271951,1.896391714,1.702333843,9.600281315,0.507518975,1.105121798,0.289214172,4.06303657,1.368152704,3.631519162,0.231074194,0.214623507,0.010536968,1.179492703,0.869132135,0.854095039,0.347337322,9.935144709,0.128293762,0
RNA528_FPKM,0.058910672,2.749314021,0.248424917,1.613053211,27.92321481,2.335726816,1.412218105,0.519930711,0.219465458,0.489267605,0.338119167,0.242016838,0.481539906,0.017726802,2.81215187,0.100942392,4.869786284,4.117539672,0.031615909,1.887199108,0.882107128,0.608661524,0.291800696,0.13321614,0.704795357,0.572054482,0.388712604,3.99275199,0.487482487,0.0,0.837412089,0.076048858,0.421545165,0.254794559,0.188535467,0.99568974,0.089799889,4.304895908,1.073484997,0.292983478,0.970793162,0.544046461,2.80103062,0.843577001,0.554778371,1.9457642,1.349681637,6.104777345,0.203085584,0.612304405,0.445109494,3.645949255,1.460684627,3.364051374,0.592745011,0.183515066,0.0,1.521912219,0.120045851,0.474070773,0.184334218,6.357991976,0.308525539,0
RNA53_FPKM,0.102533529,2.934648986,0.360350517,1.527353662,18.34205108,2.495324527,1.733341469,0.576308947,0.448576353,0.436743164,0.331057597,0.303800002,0.318610498,0.025706471,2.27359351,0.097616995,5.543728616,3.138159298,0.137543161,1.590670142,0.92409993,0.441324386,0.105817215,0.048310324,0.353884414,0.626944971,0.550411587,7.643253934,0.574525233,0.097995943,0.901825596,0.068941869,0.563189329,0.600601781,0.215291105,1.067521972,0.083736471,3.019832799,1.686878738,0.030355646,0.963502094,0.487420791,4.372126084,0.52004827,0.615857584,1.255718116,0.855489456,6.769709982,0.441879012,0.394742062,0.0,2.552033401,1.320784829,3.554086901,0.193455206,0.479109645,0.0,1.250079405,0.286069354,0.56263941,0.427814932,3.506077063,0.250611664,0
RNA535_FPKM,0.053942185,0.960212277,0.333689131,1.518304303,7.683035288,2.478653537,2.338007222,0.296485235,0.0,0.241276716,0.294167576,0.238695664,0.464213953,0.016225539,1.034390031,0.184905015,3.669513097,2.87614446,0.289471104,1.385790967,0.502664354,0.557114677,0.400848737,0.081334418,0.316529373,0.76838102,0.169520092,2.900719216,1.069606729,0.061853571,0.418318202,0.034829536,0.172711081,0.252805304,0.220422447,0.05947318,0.070494526,1.680447907,1.301187512,0.114998645,0.842286034,0.293090824,5.688169571,1.661007271,0.679166532,0.483243633,1.610016456,10.55381619,0.071529081,0.664601681,0.0,3.009024666,0.920769991,2.838296876,0.352859719,0.201672024,0.059401711,0.940397036,0.031417971,1.006497561,0.185696716,6.977736898,0.248640292,1
RNA58_FPKM,0.092497582,4.237679615,0.30880664,1.465733313,33.74284589,1.99385832,2.132195201,0.625767493,0.078317121,0.369353018,0.149323035,0.246642863,0.447692715,0.034777401,2.850225495,0.132093415,4.464482512,2.887937509,0.279173868,1.067834924,0.952239667,1.194105155,0.257734963,0.087163452,0.352481032,0.736041936,0.181651601,6.593383573,0.538192689,0.19892473,0.747107767,0.0,0.587867792,0.187546525,0.244072566,1.274543549,0.188842145,2.354765696,1.14643021,0.041067109,0.250717609,0.408267648,5.378179219,0.662285402,0.59999671,1.375487212,1.291144039,9.963328845,0.352607525,0.845697206,0.218359383,3.931644791,1.359002573,2.209572607,0.174506338,0.108062021,0.047747867,0.962719514,0.403918393,0.44409779,0.198987967,5.208176812,0.33910027,0
RNA6_FPKM,0.044236054,1.939025026,0.380843067,1.373822021,12.67327492,5.372894269,1.886326375,0.515631315,0.049936242,0.105978946,0.222151242,0.200950194,0.650209272,0.0,3.375061194,0.189499863,5.461787408,4.028480946,0.415333252,1.930904553,1.34311456,0.571357855,0.410837228,0.125043798,0.330757186,0.668173815,0.243227492,7.477154552,1.048550465,0.063434917,0.547822225,0.0,0.551839169,0.219226237,0.293676379,1.361203703,0.192648031,1.390976532,1.659524589,0.549981934,0.57550986,0.0,6.686943322,0.475081576,0.658863628,1.300070997,1.351971709,11.23148286,0.395892408,1.149421584,0.0,5.729991384,1.299778838,2.88399934,0.166909621,0.310025293,0.0,1.351023094,0.563359579,0.586559945,0.380633034,4.340044052,0.127413008,0
RNA60_FPKM,0.124277505,3.798311648,0.539982497,1.374978991,29.24345901,2.645164596,0.989642619,0.818447719,0.535715313,0.757925946,0.421522093,0.330273871,0.510385861,0.0,2.961971537,0.193605655,6.431475169,3.625076225,0.242492386,2.168430588,1.391043964,1.167253934,0.531659113,0.042591812,0.422414639,0.877716684,0.816506379,7.289579402,0.779115841,0.0,0.924731019,0.0,0.734018178,0.651595519,0.261577359,1.452998355,0.135325616,2.165643502,1.584504675,0.160532425,0.783954999,0.368270853,5.72250329,0.647152381,0.494006777,1.612903511,1.326917896,10.41455929,0.269657572,0.695918279,0.320117791,4.959860707,0.945947398,3.048184019,0.341051924,0.070399541,0.015545061,0.826436655,0.098672492,1.797828446,0.256318857,5.845078428,0.236691248,0
RNA62_FPKM,0.06901717,3.723278699,0.291070128,2.05620487,26.99484689,0.984627353,1.484960841,0.478923756,0.025975542,0.183727176,0.346641318,0.172685713,0.197965366,0.05191047,2.925785741,0.0,3.250124328,1.328753683,0.0,1.112222076,0.813430394,0.594290815,0.256418923,0.0,0.145572153,0.409595982,0.216873354,7.159703558,0.406560748,0.0,0.445984968,0.055687221,0.422417812,0.310981465,0.156667384,0.739714346,0.112729062,2.136080841,0.904271341,0.0,0.598662147,0.06248504,5.826550217,0.988387432,0.574842306,1.030409736,0.830553992,7.148441606,0.106776374,0.354283459,0.108674663,6.105562489,1.185409238,1.344886009,0.144678894,0.071656188,0.0,1.190572288,0.234414359,0.526009623,0.170984646,3.847832261,0.421734743,0
RNA63_FPKM,0.050193734,4.53946224,0.155224772,1.196223126,22.72203994,1.288843512,1.897449766,0.417924705,0.0,0.160350742,0.244874875,0.079310914,0.223137485,0.0,2.690653114,0.229347788,3.466451044,1.328002892,0.0,1.18786488,0.684781759,0.51832742,0.273480633,0.227023086,0.202097056,0.346603408,0.126163237,5.838968517,0.614375958,0.0,0.475678594,0.0,0.34971543,0.379921345,0.15380438,2.194691615,0.032791666,0.901970269,0.905680756,0.10698695,2.916830954,0.218129231,6.122140988,0.467195489,0.636684964,0.941323312,1.343255624,10.68568242,0.173038473,0.927482536,0.0,3.883093268,1.454673171,1.105896898,0.2525199,0.125072412,0.0,0.984262233,0.029228429,0.642626596,0.109940167,2.507152094,0.168238571,0
RNA64_FPKM,0.040720709,2.697925519,0.078715054,3.136263321,9.127925833,0.378046346,0.844840329,0.779908367,0.0,0.130087871,0.146086632,0.418271207,0.401515603,0.0,4.959739031,0.029091218,1.821759262,0.492509822,0.0,1.336959228,0.990943462,1.051619431,0.226947084,0.0,0.240104335,0.505311104,0.239927875,2.670652765,0.517784065,0.0,0.54820905,0.065711854,0.517641614,0.440375096,0.100524248,0.24316402,0.11085182,1.036725481,1.136807253,0.0,0.0,0.193591256,4.63047296,0.838306958,1.076211232,0.712453604,1.146714814,10.97121613,0.13499244,1.567740304,0.0,3.846658943,1.180268854,2.105871299,0.179282911,0.222005325,0.126119308,2.147011949,0.296392193,0.353804878,0.302651011,3.541689594,0.106638476,0
RNA66_FPKM,0.039271417,1.410890326,0.179413641,1.966507404,12.55307748,0.685882995,1.674733319,0.204376024,0.060963332,0.345001832,0.028170786,0.333552109,0.204162526,0.044302823,5.205484536,0.196282115,1.499966661,0.882049476,0.052668011,0.920919299,0.34304047,0.507215574,0.048623418,0.036997967,0.259779749,0.561454716,0.107973952,4.814937121,0.330063776,0.0,0.317207035,0.047526078,0.129420079,0.937812964,0.180509899,0.847769947,0.203109685,0.999755035,0.771772696,0.174406212,0.553516894,0.133354364,3.957945585,0.562368459,0.967074837,0.467196497,1.890300499,12.18362038,0.377535731,1.096085333,0.0,5.617249191,0.537474584,2.383960454,0.345766722,0.183489549,0.0,0.672322901,0.128612649,0.736250982,0.046081318,2.8461745,0.195389731,0
RNA67_FPKM,0.1799223,4.440445748,0.545381326,2.309498718,22.35684146,2.307316362,1.244265134,0.683553181,0.228528122,0.395183202,0.338867039,0.426478212,0.467698665,0.0,4.51033708,0.321182491,6.660519854,4.185568765,0.120686428,2.093443078,1.450070478,0.581018476,0.69631066,0.211936188,0.48513981,0.679492325,0.441692914,9.875883402,1.03723242,0.064507486,0.653973998,0.01815286,0.751789681,0.425609725,0.225903054,1.859479717,0.220401675,2.020870856,1.828289232,0.119848049,0.390138953,1.069134354,5.521589227,0.523384399,1.134724992,2.234978906,1.613060156,11.06292806,0.790298181,1.277114687,0.106247624,5.422449233,1.394237289,5.081998653,0.226296539,0.175133928,0.0,1.251403364,0.212798978,0.761033868,0.307909788,3.86193626,0.270928937,0
RNA69_FPKM,0.063267113,2.446821294,0.585516759,1.363519601,20.03205509,1.917991597,2.09042743,0.368775226,0.041669166,0.101057719,0.25723027,0.116636581,0.264644357,0.0,3.631017983,0.150573246,4.259296426,2.675503269,0.056569912,1.232580514,0.517571576,0.544814533,0.052225677,0.0,0.30934366,0.443738613,0.248506112,7.714244111,0.736268332,0.0,0.681380714,0.034025993,0.476584287,0.304083873,0.20823769,1.472379268,0.126297112,1.263268166,0.82892434,0.299676701,0.777430535,0.057277296,4.087513071,0.67953111,0.825880074,1.269245684,1.725730187,10.76953085,0.559285332,1.035176595,0.199152133,5.141475935,1.154553476,2.916098425,0.636636094,0.197085995,0.014518911,0.763136535,0.07674072,0.732907956,0.206227313,3.480209957,0.17673177,0
RNA7_FPKM,0.067026228,4.521806203,0.180599432,1.274641755,23.89419868,1.856253334,1.854188522,0.660466286,0.176575244,0.214124448,0.320616081,0.3354144,0.56076232,0.0,1.114735097,0.063822041,2.688830641,1.742664211,0.059950526,1.934626251,1.412684754,0.576811627,0.525730015,0.147388482,0.417700953,0.614773556,0.544105159,6.898754477,0.471881559,0.192180017,0.866261304,0.036059384,0.767896451,0.120804227,0.220618882,1.888334991,0.109477161,2.743699653,0.768431505,0.079386147,0.775219638,0.273109079,3.753170215,0.919892792,0.746154711,1.954517494,1.010968517,5.285465539,0.222210948,0.731155039,0.105478341,4.060263215,2.30248892,3.441126411,0.449659075,0.104398086,0.015371611,2.173425101,0.82935061,0.388243414,0.349591951,2.092672545,0.198933925,0
RNA72_FPKM,0.082733608,4.035826312,0.472473362,1.284809015,23.94625208,1.757378645,1.859456962,0.886951046,0.058379551,0.26430382,0.43035011,0.522935999,0.296620818,0.0,4.491786669,0.413493576,3.463002389,2.338085916,0.277456607,2.522147369,1.006594972,0.533876713,0.204919662,0.058461847,0.452097547,0.948480249,0.471178901,10.04256193,0.837974102,0.118608391,0.9800903,0.0,0.57450883,0.61506765,0.228874704,1.330007382,0.146388032,3.283166619,1.607429828,0.220443879,0.852174305,0.365189414,5.238136683,0.407262438,0.670833372,1.418475899,1.015489121,10.09608559,0.342828665,1.274017649,0.0,5.340132708,1.315466422,3.371451387,1.196695248,0.25772688,0.028469551,1.014009584,0.541927094,0.624206842,0.129442008,4.012750549,0.205822272,0
RNA74_FPKM,0.154592845,0.363055982,0.482179715,1.641355633,1.255505495,2.864218207,2.895475038,0.611445266,0.109084274,0.061746339,0.138649567,0.091603303,0.685910182,0.029074855,3.024612136,0.275958748,5.894605043,3.281459076,0.259218788,2.35642848,1.21375308,0.498875377,0.741860211,0.018203414,0.650262927,0.688077457,0.455411183,7.225946128,1.357610589,0.0,1.290304549,0.0,0.627739279,1.027417663,0.345426384,0.390531593,0.220934369,0.868130086,1.743491249,0.068666443,0.0,0.2886975,2.796543644,0.380498547,0.868173968,1.108909028,3.357893285,16.47099071,0.448413473,1.450684662,0.273780965,0.556288996,0.855662021,3.128209205,0.510421603,0.12038629,0.013294666,0.834599363,0.576637066,1.02501694,0.309909593,5.472829292,0.030364021,0
RNA75_FPKM,0.140968319,1.144238826,0.309654281,0.882429433,6.503054779,1.76901004,2.031115598,0.315481055,0.104447469,0.112600739,0.265512082,0.348079502,0.404359966,0.0,3.723579057,0.100670111,4.305847694,2.46178531,0.070903495,1.513107405,0.923587962,1.820509844,0.305519939,0.083031049,0.461212055,0.418317419,0.22148309,5.13949192,0.706360216,0.0,0.835048916,0.042647437,0.331852349,0.238195762,0.141000371,0.582765402,0.086342588,0.73889737,1.290823924,0.250406928,1.261021489,0.215396019,4.371841475,0.252349007,0.668926404,0.690589697,1.696461043,14.523903,0.712682318,0.831042898,0.166408628,4.010790166,0.737732447,2.080067958,0.265983961,0.082327002,0.0,0.884509647,0.051307234,0.983070954,0.323967806,5.776693608,0.110754348,0
RNA78_FPKM,0.141194819,2.828197818,0.343538566,1.266787263,23.82343861,0.649423671,1.952930592,0.307494303,0.018395306,0.173494956,0.124683232,0.377590409,0.163554324,0.0,2.295060058,0.124080549,1.784447049,1.30823483,0.0,1.065847767,0.379508785,0.561175107,0.053801526,0.122814097,0.149944994,0.164077864,0.051198509,5.556861801,0.477506026,0.062304379,0.467897761,0.0,0.317038528,0.234913818,0.088755934,1.097548242,0.047305366,2.016910147,0.523935159,0.192939076,0.894993179,0.118011143,4.771690765,0.894350791,0.574086778,0.942524241,0.376429947,3.36462425,0.043210806,0.564497762,0.205161316,5.413178047,0.856951272,2.319935093,0.327887203,0.270664107,0.0,0.726898551,0.063238529,0.0,0.195429052,4.844231394,0.443709376,1
