,AL133216.2,AL732372.2,GTF2IP13,AMZ2P1,FAM157B,PKD1P5,RP9P,SMG1P1,CCDC144B,AC009093.3,UBE2Q2P1,USP32P3,HERC2P9,CSPG4P11,FRG1CP,H3P37,PKD1P3,PKD1P6,GUSBP2,AC009053.1,SMG1P3,AC242842.2,ANAPC1P1,ADAMTS7P3,HERC2P3,AC138409.2,BMS1P1,AC110079.1,RPL23AP82,AC004381.4,LINC00888,NMRAL2P,SMG1P4,AL390719.1,EP400P1,LINC01347,ZNF658B,C9orf129,CROCCP3,UBE2Q2P2,AC005622.1,GPAT2P1,FAM238A,AP000769.1,ZNF252P,PDPK2P,CASP4LP,NSUN5P2,A2MP1,SHLD2P1,EEF1DP3,H2BC19P,CEP170P1,AC127502.1,LSP1P5,ULK4P2,AC068620.3,AP000347.1,LRRC37A17P,FAAHP1,LRRC37A4P,POLR2J4,AOC4P,AC211429.1,MRPS31P4,DNM1P47,SIGLEC17P,AC007342.3,STAG3L1,FGF7P6,AL353743.1,PARGP1,PMS2P10,AC010203.1,CD99P1,ANKRD20A5P,MFSD14C,AC027559.1,WASH3P,PVRIG2P,TBC1D29P,PLEKHM1P1,GTF2IP9,AP000356.3,AC073264.3,FAM86C2P,EFL1P1,PRSS40A,AC009093.9,NBPF8,ADAMTS7P1,AL158066.2,AGAP12P,RHOXF1P1,MT1L,CCT6P3,HTR5BP,HERC2P7,NPEPPSP1,ZSCAN12P1,CELP,ZNF56,SUGT1P3,LINC00674,Diagnosis
R_JS003_FPKM,0.151663064,4.848965242,0.647218266,1.057481595,43.55303528,2.706822456,1.398430832,0.667517166,0.348569501,0.692129941,0.341998283,0.47931675,0.567072513,0.065181443,0.572274548,0.185654147,7.617975995,4.844969189,0.174392163,2.782731703,1.649255701,0.559652936,0.536621202,0.183748951,0.529670525,0.49093785,0.595706911,9.937449751,0.541623847,0.0,0.396673639,0.017485333,0.856825494,0.449071628,0.317213715,1.373334827,0.07078013,3.049911469,1.335463475,0.384868932,0.328861656,0.058867503,4.647298389,0.698121318,0.432046672,2.77470004,1.02204413,6.223561351,0.287289843,0.688130687,0.102340626,2.943182712,1.482661771,3.190709289,0.408764703,0.101227547,0.0745567,1.146512619,1.813424611,0.990725943,0.322045197,4.734977395,0.215608374,1.223865716,1.465388666,0.125535955,2.575124977,3.321829898,7.115573818,0.102951944,1.819323097,1.628665754,2.091770488,0.703921935,1.11904206,0.088672841,2.57474599,1.128431695,1.972192089,11.20816118,0.110473208,24.67802908,0.265881627,0.731449608,1.321668391,0.066422472,0.279885757,0.022445764,0.546301852,5.158699555,0.36409657,0.497083042,0.01934035,0.687313749,0.60271353,1.645471685,0.136361689,0.26243615,7.628729463,0.231262825,0.038136941,0.5081065,0.347313451,2.673372545,1
R_JS004_FPKM,0.192144312,3.483290253,0.712784968,1.163817759,21.33338208,2.196964049,1.328789056,0.968863835,1.560689025,0.647935252,0.612717291,0.632559185,0.8190413,0.048176219,2.610651589,0.396340227,6.099145995,5.090321693,0.544143226,2.187483241,2.335599105,1.102774998,0.581649231,0.06035857,0.939475994,0.817789571,0.670847882,12.27939324,0.818971464,0.183653134,0.528820769,0.034454189,1.216204696,0.384791292,0.207172477,1.451322102,0.1394792,3.964499136,1.573410641,0.53092075,0.555541641,0.202993338,4.634503457,0.343937071,0.856590723,2.330741608,1.5825895,8.176800539,0.580341887,1.417793273,1.008172111,3.629996104,1.89068609,3.480086594,0.268525406,0.133021362,0.132229254,1.270980061,1.103226175,0.585751685,0.509414153,4.903823516,0.14536035,0.150761783,0.721969405,0.146189677,1.943614199,2.439216578,7.042189637,0.101451894,3.165871808,1.039778202,3.091788939,0.655097496,1.489794164,0.436879443,3.053048702,2.117969037,2.195987758,14.51083009,0.054434527,18.36289633,0.261954858,0.160179609,1.202163919,0.087257024,0.236427024,0.077399928,2.104407904,13.5088708,0.029900801,0.489741692,0.095273577,0.557748479,0.0,1.401854548,0.268723377,1.971865118,7.446004845,0.037980931,0.037573701,0.816882927,0.622286785,1.599438517,1
R_JS005_FPKM,0.134038825,6.472291268,0.620227599,0.991215641,45.34182422,3.036985902,0.772467064,1.255600397,0.315259933,0.606608947,0.448788023,0.60893544,0.520616815,0.067204745,1.48604892,0.350934625,7.784573258,4.741885031,0.449506806,2.482345263,1.700501108,0.0,0.304331636,0.189447415,0.533280912,0.735190344,0.561558658,6.333379402,0.529576909,0.064048,0.457120891,0.0,1.020173439,0.221453621,0.281430833,2.503670598,0.2432495,4.148314458,1.476739249,0.317436554,1.017296056,0.424787941,4.79169133,0.239923871,0.50987267,2.376284898,0.666693395,6.941212238,0.518393823,1.161020657,0.738435769,3.436570753,1.582689346,3.666573047,0.590073291,0.382757039,0.046120289,1.677596876,1.690930645,0.490326067,0.393220193,2.839615099,0.257403065,0.78865989,0.528806567,0.114727888,1.355811452,4.248388253,6.183328913,0.042456935,1.357019725,1.22988779,3.504778277,0.846752289,1.423851806,0.314911147,2.799456636,0.997295977,2.3791476,9.447579437,0.0,24.57648144,0.274065862,0.33517044,0.663899845,0.07989164,0.082452598,0.0,0.665738416,9.560905947,0.06256642,0.512384003,0.159485403,0.125053802,0.155355602,1.378504239,0.24604038,0.710313728,9.767013307,0.0,0.078621705,0.358457416,0.390690909,2.165810272,1
R_JS006_FPKM,0.157887044,4.505233292,0.539026051,1.200951496,31.41871878,5.997788814,1.143899662,0.816987396,0.261014959,0.504391743,0.210377366,0.276225159,0.541819838,0.067858813,2.074095457,0.38652758,6.301990749,3.78562356,0.211780655,1.741407318,2.261096116,0.582181696,0.391064289,0.276298113,0.441128173,0.93699215,0.513839481,8.581227967,0.729122068,0.193979324,0.680145231,0.0,0.976939949,0.548796002,0.230394256,0.766649988,0.208757051,3.242621142,1.521224933,0.240394498,0.538002888,1.010940116,3.788769032,0.484517849,0.720723225,1.94149512,1.194272347,5.250923459,0.433673142,1.345922746,0.532530379,3.408888386,2.05195178,3.042719927,0.567416169,0.140525843,0.077606924,1.281324306,0.837208758,0.990131716,0.388196705,3.370014695,0.24807628,1.274136804,1.067906327,0.089103244,2.832890746,5.735865989,4.8197648,0.128610438,1.6522108,0.716402346,2.449902751,0.610657719,1.20213595,0.276932153,2.944510812,1.454415453,1.416647208,9.113008848,0.10062688,18.4806299,0.0,0.38071383,0.282242079,0.126759673,0.166510132,0.011674657,2.119875682,10.44540738,0.300074415,0.517093059,0.201296988,0.589264128,0.784253779,2.159099478,0.106453076,0.40982383,6.549149113,0.160494593,0.019836069,0.55679608,0.657432467,2.385478786,1
R_JS007_FPKM,0.112885558,2.624898233,0.497719526,1.535204195,11.68162046,4.424468458,0.993580903,0.581083193,0.115864714,0.426186969,0.176724614,0.535155796,0.382666336,0.092627453,4.055907876,0.615512995,5.12259625,3.38408301,0.137657805,1.925286256,0.768388532,0.530271715,0.457517173,0.251427474,0.371903114,0.498295633,0.370851801,7.608148879,0.955423622,0.117679768,0.663143131,0.049683285,0.396186961,0.610375352,0.248091846,1.640386316,0.044704298,1.967144636,1.420967696,0.4375188,1.201713094,0.223012995,7.160662697,0.330684047,0.882680237,1.623105496,1.452318637,7.687629011,0.462683491,1.165495631,0.387761191,4.099153752,0.908843177,4.014826782,0.232357353,0.191818133,0.042378009,1.565298856,0.164322572,0.86346272,0.329169635,5.629874141,0.129003203,1.159411729,0.138801778,0.059461755,3.789003825,3.66126026,4.945205898,0.136526886,3.226986863,0.956161388,2.477081569,0.296369665,1.364603487,0.242665749,3.262406128,2.952494325,2.279330225,9.842755276,0.039247566,13.4785112,0.251923107,0.538940136,1.685444557,0.167784265,0.113643377,0.0,1.176254412,14.94197291,0.057495118,0.470986678,0.128212537,0.153223472,0.0,3.036428931,0.064580972,1.398455764,6.233654909,0.255560443,0.0,1.114669426,0.269219096,2.170784012,1
R_JS008_FPKM,0.185842936,6.569562555,0.808235841,1.281057795,54.15277573,4.130360365,0.696153859,1.208953684,1.61949258,0.371038514,0.266686598,0.477209449,0.691291873,0.209655652,1.954358605,0.53079502,6.879500973,4.506666411,0.186961361,2.296371323,2.290110372,0.600204407,0.661663155,0.372129344,0.547863498,0.43865289,0.456210963,12.8501054,0.44054515,0.066637601,0.175133816,0.0,1.323340485,0.334952641,0.261014724,3.649148815,0.050587707,2.852622593,1.608252608,0.288857074,1.41047867,0.283965452,4.622534407,0.249493275,0.435328274,3.300125038,1.129367886,7.937594565,0.477458279,1.252043354,0.658190059,4.911069773,2.188152626,3.629953316,0.935007354,0.108560708,0.079941418,1.382937979,0.439589469,0.297418886,0.236254313,4.662343086,0.425837332,0.0,1.335508151,0.104006197,1.723184648,2.688343468,6.663088403,0.0,1.743116902,1.598679018,3.083889785,1.132070354,2.003957859,0.338034921,2.911083041,1.382745975,2.156827558,16.13989439,0.177668149,26.60849237,0.285146944,0.871392757,0.67220399,0.035611156,0.171482468,0.096237952,3.035275809,13.20547274,0.764502898,0.533100809,0.062203344,1.040378351,0.0,1.856150476,0.292404276,0.246221343,8.838453599,0.04134356,0.061328911,0.43008245,0.575522849,2.559245508,1
R_JS009_FPKM,0.099170625,6.202644272,0.627366067,1.492999357,29.63957469,4.299089285,1.200252144,0.990956634,0.377886883,0.396027864,0.409141562,0.430964437,0.702258813,0.037299834,3.153066087,0.106230965,5.124174468,3.512615886,0.399113188,1.824777628,1.711985334,0.640357288,0.798311501,0.140171486,0.656043261,0.815949616,0.272666728,6.847343753,0.566374986,0.497595609,0.507337927,0.0,0.852107818,0.201084756,0.185720798,1.981527367,0.094486679,2.896102671,1.406410946,0.3963662,0.483878643,0.707173202,4.997686974,0.266278261,0.619495126,2.446468067,1.109901795,6.470217111,0.378070309,1.360173378,0.117098583,5.821513897,2.175739054,3.288937708,0.935575362,0.617861018,0.13650284,1.148006687,1.136838255,0.249427319,0.387931965,3.649173056,0.194777674,0.0,0.670763953,0.120801327,1.462958331,4.349574536,6.258105715,0.094257429,2.214798068,1.470015527,1.795357199,0.716006097,1.157952363,0.124022597,2.742551434,1.045345578,2.098882566,8.144928441,0.079006034,18.58345585,0.304222898,0.976538311,0.155119491,0.0,0.045762665,0.0,1.420852764,14.38934789,0.416652012,0.568764548,0.022129312,0.323852019,0.862073372,1.392628865,0.234057117,0.71326845,10.17796777,0.088218779,0.0,0.550832439,0.578116998,2.294515436,1
R_JS010_FPKM,0.118843009,6.617244501,0.494787903,2.10935755,39.20197073,2.002369094,1.559522532,0.837366836,0.701854281,0.4964742,0.446039509,0.252815378,0.596559082,0.0,1.395174591,0.365555785,3.769319493,2.987562219,0.34338077,1.754683797,1.467881798,0.472397187,0.566084768,0.06891398,0.552171792,0.76943522,0.416536624,8.058604879,0.646225253,0.0,0.334747259,0.029503374,0.783345046,0.346020227,0.192993725,2.217161076,0.169224289,2.792874051,1.298511036,0.454702867,0.396508146,0.471847719,5.811957279,0.621887517,0.799500168,1.714615211,0.880117195,9.045330111,0.242448491,1.214233738,0.345363029,5.625503162,2.414137189,4.357607275,0.459958479,0.256305599,0.062919621,1.230781568,0.73191885,0.167224708,0.243169723,1.95718153,0.239407854,0.645557717,1.174866251,0.077047797,0.940165961,4.326287343,6.083564269,0.225881231,2.907364102,1.413175858,2.647895395,0.99007403,1.727996386,0.249438673,3.694304335,1.813885954,1.947278153,10.49430022,0.046612684,16.50625029,0.0,0.411523777,0.729270162,0.102758373,0.101244249,0.009473117,0.377219475,18.77437059,0.192038568,0.419582594,0.163183512,0.887123586,0.0,1.76472454,0.143854574,0.249159727,7.109232169,0.097586581,0.0,0.586770581,0.426347358,2.095009042,1
R_JS011_FPKM,0.066788538,5.571968008,0.380768494,1.7686603,31.91771431,3.003209916,1.368519922,2.212163681,2.429656809,0.450422488,0.681526169,0.621508531,0.824808816,0.0,3.862092643,0.169551941,5.350516519,3.604647536,0.278716785,2.677298704,3.611590355,1.533081537,0.808718838,0.209784673,1.071437196,1.281159675,0.909420297,9.697204905,0.671688017,0.978732494,0.303696936,0.0,1.879626665,0.762354899,0.341108021,1.049837312,0.202008371,3.245024601,2.114695143,0.711802844,1.544857634,0.403168671,2.684857368,0.398519696,0.944932724,2.856300904,1.464543323,7.356270664,0.531371372,1.771279573,0.070126373,5.354132745,2.533172266,4.688446228,0.186674608,0.462343153,0.010219684,1.397529602,0.194442311,0.312186095,0.458633759,3.773141951,0.303161595,0.0,1.907283502,0.261891184,1.551335248,2.83347603,8.365147029,0.183358415,3.049395054,2.592777367,2.686752067,0.830464853,1.288487226,0.789645968,3.631058721,1.251526477,1.769801462,15.13152391,0.037837532,25.90089952,0.364170531,0.139192221,0.777693635,0.0606615,0.219121099,0.069176854,0.442291001,12.50093584,0.87296754,0.34061381,0.132449649,1.218595035,0.0,2.430503792,0.256887717,0.539338366,9.659195411,0.079216837,0.026117543,0.366382224,0.865181103,3.33566156,1
R_JS012_FPKM,0.182197659,8.835427819,0.520255595,1.602416392,47.76433609,11.65364744,1.680039837,0.93872275,0.372832593,0.43655257,0.506551543,0.557824563,0.824725435,0.05138529,4.834663004,0.357776082,6.267989845,5.452632426,0.458267823,3.434554143,2.065212146,0.588116028,0.564089295,0.15021795,0.80568438,1.130411134,0.805090729,10.37171779,0.706763531,0.326477454,0.637712986,0.0,1.522565161,0.697809908,0.290796337,2.385069571,0.223192259,3.069530831,2.034487515,0.323619402,0.34568652,0.34027545,5.591370488,0.774606731,0.831696509,3.633894597,1.074344396,8.765452839,1.056974641,1.994673866,0.107545514,4.855777617,2.200280284,4.81334345,1.460945186,0.248293608,0.031345729,1.825492185,1.210021783,0.520707587,0.463238604,3.859936438,0.214708991,1.447237721,1.771443272,0.173946001,4.665070328,2.266306296,9.896705218,0.194777491,3.946913213,1.953141543,2.336294937,2.178709036,1.814507202,0.538534129,3.824264792,2.033462852,2.052371406,18.48941887,0.029030235,21.96111496,0.0,0.512600072,0.552143327,0.128003452,0.168117126,0.094349283,1.722858107,15.50881871,0.191374581,0.522363926,0.142267797,0.127489528,0.791907646,2.324248285,0.035833231,0.758636926,7.525006396,0.081021765,0.060114791,0.590312456,0.697006657,3.211722934,1
R_JS013_FPKM,0.205355142,2.748758449,0.633860109,1.007424539,21.83526558,2.86602259,0.699819997,0.483265169,0.428423601,0.256715371,0.640631609,0.507931507,0.428975003,0.040289353,3.354102747,0.127519325,5.223032835,3.296895246,0.311400981,1.958552786,1.032505773,0.461120564,0.42018515,0.067303129,0.57009877,0.433547069,0.645303112,9.965467704,0.492595475,0.0,0.326950025,0.028813739,1.042498101,0.337938652,0.176328443,1.427207682,0.204168155,2.246346468,1.236303538,0.348920836,0.38723792,0.218288318,2.492016693,0.35162696,0.617805443,2.01201423,0.679065327,5.733027592,0.959007122,1.323405969,0.168645117,3.662811601,1.998383749,2.589686477,1.639674377,0.194704958,0.036865584,0.771264166,0.506883026,1.502495316,0.272420768,2.827417566,0.299287905,1.639171893,0.785061264,0.101115584,2.122453033,4.1463506,5.557450564,0.0,1.595225395,0.90752592,1.724136265,0.966959206,1.049889487,0.511589434,1.810719327,0.930068904,2.226942513,12.40717377,0.01138078,22.32144232,0.219070567,0.234456809,0.321209885,0.063869045,0.230707375,0.073984812,1.18712495,7.047493918,0.137543879,0.819133424,0.111562459,0.333232025,0.869388807,1.003042735,0.112382174,0.405588829,5.602339316,0.031763122,0.0,0.418780787,0.234224916,1.416529684,1
R_JS014_FPKM,0.123495954,4.6811874,0.390620007,1.377762072,33.63554112,2.114204779,1.252628251,1.34198635,1.48142587,0.670691998,0.318992425,0.434211095,0.580048705,0.018577212,1.220209268,0.387995062,4.897996277,2.487319006,0.016558082,4.722878917,2.943543033,0.318772025,0.611764666,0.174555545,0.515031187,0.586328841,0.61119376,7.30436295,0.479065713,0.0,0.359104069,0.059786396,1.564033066,0.233705592,0.216554679,1.531574599,0.073957682,3.033072653,1.6713734,0.372918371,0.187449639,0.150952867,1.787260412,0.442143053,0.804078426,2.610059799,1.224589874,5.042970678,0.499462792,1.996868748,0.933136693,4.366272911,2.783939466,2.943286406,1.05629421,0.211579485,0.008495043,2.282512789,1.501055513,0.225889331,0.347813581,1.927834487,0.122891988,1.918461241,1.419999908,0.152869179,1.217987419,4.815581754,5.384271717,0.011730417,2.007846845,1.503666505,3.055337638,1.493475116,1.533580513,0.286410195,2.953699184,1.225172757,0.876842583,8.114138775,0.015742857,22.82445806,0.151443188,0.162126325,0.27043574,0.044165293,0.227921319,0.0,1.330545605,11.96043219,0.0,0.566547278,0.077145175,0.553092138,0.0,2.637930543,0.213743059,0.13088427,6.84206834,0.1318123,0.0,0.533497426,0.503945369,2.231344433,1
R_JS015_FPKM,0.241989419,11.12708132,1.048915134,0.766969468,91.00800831,1.973678822,0.743804972,0.604516408,0.165066266,0.322113907,0.231508756,0.191199599,0.506125386,0.045503891,1.282319813,0.287984282,5.613436779,3.285130551,0.081156595,3.768760286,1.652532322,0.0,0.274709051,0.285052444,0.336406078,0.32639621,0.348526649,12.20680018,0.260758877,0.057806705,0.130314439,0.032547317,0.702578992,0.163560839,0.264355279,2.334222997,0.252525256,3.322003197,1.333091464,0.179121297,0.612217554,0.328685702,7.817333307,0.433202338,0.402136681,3.062466678,0.601842178,6.095654136,0.374375581,0.349357737,0.380919619,3.737260481,1.039076359,2.788478644,0.608764935,0.094232014,0.02776166,1.404561829,0.587092908,0.313529123,0.307642663,4.991856835,0.327419812,2.563070051,0.954767853,0.146057265,1.9378998,3.4040585,6.333827469,0.076654437,1.513245516,1.174320511,3.407307169,0.509582842,1.385079812,0.119215793,2.471883382,0.90025899,2.514867596,12.1837389,0.141384603,29.97947114,0.494913853,0.642981514,0.346976657,0.020609999,0.0,0.041772422,0.231156533,6.446168594,0.014117375,0.46245364,0.053993259,0.0,0.420761028,1.834703098,0.158667736,0.274814398,8.177559684,0.071757741,0.05323424,0.448023274,0.382064506,1.33307939,1
R_JS016_FPKM,0.075818997,7.022189295,0.639486363,1.117357198,61.57372383,2.994331294,0.65538806,0.733903386,0.240741492,0.756890383,0.353590529,0.314491016,0.638808051,0.04276979,1.131071058,0.135343947,7.914080234,4.29469534,0.050853534,2.666949017,2.846237143,0.97901943,0.727676023,0.250046385,0.506987775,0.685141356,0.536026947,8.724524766,0.408480524,0.271738701,0.142898578,0.030587673,1.258233603,0.256205874,0.300097872,2.072053106,0.134148886,3.803562514,1.574679012,0.202019882,1.068661453,0.257447184,5.143215562,0.305380031,0.459938986,2.997784405,0.74813924,6.423206242,0.452399045,0.857404603,0.626597474,2.796471418,1.693842244,2.70611444,0.5006577,0.324756972,0.052180313,1.688895582,1.365731646,1.19608528,0.289149703,4.565008881,0.287892515,1.605988536,0.833270965,0.122302854,1.693598477,4.568668753,5.735680246,0.036026706,2.607543044,1.62549437,2.744984764,0.410523951,1.405979028,0.224101768,2.946645814,1.645307448,2.536254306,16.2467364,0.084570111,29.42234827,0.0,0.63988387,0.681885128,0.038738179,0.0,0.107979075,1.998672609,9.251693938,0.305258018,0.434781921,0.101498148,0.176856719,0.0,1.739428839,0.238602094,0.660078223,7.686055018,0.202311819,0.0,0.374308677,0.303866923,2.255286806,1
R_JS017_FPKM,0.114134904,7.790844826,0.423001384,1.262805881,78.36199501,2.416309506,0.908929001,0.959029286,0.082000683,0.762394545,0.550913761,0.336125916,0.580355164,0.0,0.426316665,0.118542896,5.689628458,3.851782534,0.055663332,2.231105566,1.493358892,0.536051666,0.308402344,0.351990016,0.525233894,0.570993436,0.505358525,7.810709725,0.572443,0.41649726,0.223489359,0.0,1.094243391,0.467520093,0.24023804,2.135135611,0.485824298,4.537267536,1.520119813,0.073709068,1.125013119,0.591888714,5.470189044,0.334347672,0.448717998,3.87755098,0.599340419,5.474022137,0.233894701,0.838856092,0.39201014,6.104761472,1.720853615,2.84614617,1.070199271,0.290914908,0.0,1.606847853,0.996847143,0.550383673,0.284105747,7.080525492,0.347801136,2.784138163,1.403562293,0.166695018,2.011673521,4.711365585,4.940423988,0.118320402,1.186427582,1.472092256,1.502705537,0.824047312,1.493728525,0.415219998,2.466133678,1.235219579,1.492295774,16.53399668,0.171943658,32.15039597,0.254669064,0.544894333,1.022470534,0.042411722,0.114890825,0.0,1.284424654,10.623329,0.348737572,0.476120424,0.055557405,0.658308986,0.432950172,2.068582283,0.293889752,0.219946072,8.761382549,0.073815584,0.0,0.614719904,0.24195101,1.554646161,1
R_JS018_FPKM,0.208889191,4.291812468,0.701502474,1.382950315,31.90896945,3.213814657,0.802567398,1.584790919,0.425817016,0.630237165,0.732735899,0.559317501,0.690703437,0.139649805,3.360433175,0.530340376,8.294497877,5.23609455,0.404764845,2.897327713,2.70330135,0.599631059,0.833560933,0.240577478,0.534042275,0.61359076,1.002832151,12.49876897,0.500195712,0.133070926,0.299962198,0.0,1.529825943,0.585659002,0.31611206,2.068211724,0.151639448,2.224510379,2.43623252,0.247371423,0.603975559,0.914188563,4.078749076,0.207725617,0.563210004,3.086153412,1.329504241,8.519111688,1.292637817,1.295662375,0.54800249,4.364003499,1.607017222,3.70512939,0.35033051,0.361524683,0.063900454,2.510643139,1.739948033,0.955210232,0.381315149,5.5900564,0.267443682,0.0,0.314001681,0.168104191,3.502124725,3.079532242,9.320353161,0.066171537,2.280751785,1.376135909,3.361341103,0.33513223,1.900220574,0.390525597,3.874272922,1.784535383,1.838091012,10.42940341,0.0,24.01040276,0.284874556,0.348237959,1.434001602,0.1185909,0.0,0.120204042,1.596167563,12.37906032,0.243783271,0.532591561,0.082863663,0.519742485,0.0,2.074908172,0.255659323,0.421718072,7.862606948,0.123864448,0.06126819,0.888092642,0.710338659,1.125087275,1
R_JS019_FPKM,0.078953629,3.702778111,0.539090184,1.587164877,19.19944062,1.767611268,1.456002808,0.422630078,0.362913935,0.540461257,0.631224056,0.677273703,0.541886089,0.0,3.685283465,0.193278643,4.886410733,2.672529123,0.272331223,2.457808856,1.107228438,1.164869607,0.335223723,0.191305909,0.408737111,0.718047011,0.531627816,7.479623969,0.700046903,0.064699481,0.607351185,0.0,0.594737699,0.731820628,0.21506189,1.036122992,0.085972505,2.702549189,1.652399105,0.120206486,0.293492995,0.06126383,4.547110172,0.282671596,0.834622016,2.099603944,0.792654495,6.479759447,0.224335086,1.498069476,0.426140942,2.800510512,1.870596828,3.575648382,0.680982218,0.316207447,0.093145466,1.597459858,0.476123262,0.288831848,0.24706244,3.67224957,0.437135776,0.477838022,0.991730836,0.047528147,3.346649837,4.838670205,5.855630325,0.15006472,2.579350475,0.9792106,2.314072368,0.366435902,1.115527091,0.297481767,2.573951481,1.230824667,2.217627136,10.73257516,0.057515053,15.69046648,0.276853593,0.634609663,0.529263524,0.046104347,0.0,0.046731485,0.723962138,10.99723502,2.211352295,0.517595848,0.040255281,1.178633906,0.0,2.337820083,0.212960618,0.478189014,7.603982414,0.120380195,0.0,0.529006899,0.361639194,2.087547729,1
R_JS020_FPKM,0.204538515,3.37897257,0.752689599,1.037261029,33.86508905,3.286657422,0.887597239,0.871655297,0.190179229,0.807213664,1.139557896,0.617930612,0.78514957,0.0,1.718524495,0.343656006,9.053063084,5.333774428,0.322809455,2.882405307,1.151147501,0.621602312,0.745048986,0.204084027,0.491405896,0.986705467,0.567131098,8.665329684,0.674184799,0.344990074,0.518340292,0.0,0.974336226,0.520460455,0.311358977,2.100124043,0.078613644,2.810939653,2.020720547,0.256486939,0.0,0.326846058,4.975127367,0.301563488,0.641755867,2.643991863,1.112016134,9.487740807,1.100892618,1.459144003,0.568218945,2.987538448,1.220565846,3.381607898,0.454033258,0.299838114,0.0331305,1.320252104,0.805659367,1.892692757,0.41417602,4.668830002,0.189057105,0.339920193,1.057933502,0.259850067,4.239556502,2.749434179,9.628876913,0.16009405,2.493656663,1.350355822,3.775531384,1.25962569,1.652816834,0.459605658,2.763842622,2.685779004,3.000975154,17.26482342,0.046007759,20.95244547,0.295312726,0.451343032,1.110393361,0.122951637,0.088844708,0.137089267,0.38617348,16.00034243,0.286446998,0.552106401,0.107382121,0.493978555,0.334798985,1.066111838,0.340777716,0.910920901,7.429123403,0.171222584,0.0,0.386117441,0.315629558,2.439090472,1
R_JS021_FPKM,0.095871478,6.769388771,0.456728113,1.120860878,41.13771908,3.090742806,0.736690324,0.337061832,0.330726677,0.306274541,0.213999187,0.277741019,0.290265869,0.0,0.45851783,0.365097571,3.02088121,2.050782338,0.0,2.029170021,0.762127851,1.100558267,0.290214029,0.040158161,0.238971511,0.425276022,0.251048266,7.827730939,0.376482924,0.0,0.137670213,0.0,0.651962052,0.326376133,0.137826777,4.129536397,0.092788243,2.679991712,1.579624975,0.0,1.201172128,0.347238808,5.120292488,0.228827513,0.368532772,2.206580598,0.45121758,4.699801971,0.211881131,0.61513877,0.0,3.46904966,1.612300425,2.011829395,0.509151644,0.132725149,0.0,1.069355873,0.573711937,0.350704592,0.125005603,3.563256535,0.513277707,0.0,0.144120725,0.022442685,1.023633724,4.679766758,5.499725478,0.040499185,2.207674614,1.172933563,2.442596776,0.346093226,1.252554697,0.029064842,2.967022884,0.686902664,2.462890089,8.849136704,0.095051244,17.07808094,0.0,0.239751732,0.54983546,0.119731355,0.0,0.0,0.0,17.38645952,0.193932133,0.488545017,0.019008156,0.437300776,0.296383865,2.376477915,0.100569058,0.967727537,8.319158098,0.113697293,0.074980064,0.604799651,0.24837516,1.783853493,1
R_JS022_FPKM,0.130207498,6.757820627,0.449298708,1.200553699,39.10058181,7.912310288,0.81865321,1.074394819,2.104900119,0.453777237,0.254805215,0.589227924,0.763953208,0.0,3.034012056,0.135221019,8.088971404,5.399386646,0.15880503,2.203686289,2.786978576,0.611331392,0.469115637,0.245397444,0.374505546,0.779147093,0.855515722,10.08735607,0.418379723,0.135745946,0.203981165,0.019099932,1.538161427,0.341362331,0.205558255,2.327124693,0.206236596,3.899960435,1.660206886,0.21028872,0.513383555,1.093286664,6.301861238,0.169501481,0.648433563,3.363344693,0.60398989,6.689511796,0.423808871,0.86586604,0.670857593,5.132934943,2.706585588,3.459961985,0.774248987,0.442485437,0.048874612,1.685775709,1.240633511,0.43303229,0.287077319,3.748522975,0.297596688,1.671686794,0.720578576,0.180819868,1.776146463,4.310440834,7.198152136,0.06748872,2.157218026,1.980219456,3.142851577,0.76918065,1.63907235,0.387573848,3.40921032,1.056913102,0.818912496,14.39291625,0.060352357,28.52094083,0.290433186,0.310833431,0.629531224,0.036284057,0.0,0.024518409,0.868344402,4.086837286,0.7625672,0.542983783,0.042252484,1.50209522,0.0,1.741855015,0.148990863,0.286777948,8.73118552,0.042110014,0.041658513,0.642856004,0.552053209,3.234244594,1
R_JS023_FPKM,0.252931338,4.741293718,0.231894535,0.543733081,31.06686191,2.346436722,0.963334815,1.034777713,0.254527146,0.351306755,0.378747823,0.29542536,0.741283101,0.049635118,1.764361947,0.376900797,7.411327497,4.516742228,0.619581045,3.47564668,2.095141366,0.568281006,0.490302587,0.062186381,0.670551511,0.700119137,0.760251351,11.18127223,0.578286617,0.126121307,0.85275022,0.0,1.366871581,0.455868927,0.295816063,2.566087597,0.08382676,1.976275568,1.915692388,0.351631148,0.381548428,0.209119865,3.183070023,0.118133023,0.639402465,2.555137592,1.154013272,8.609815149,0.656215738,0.571572445,0.103918394,3.442932532,1.930148207,2.991858534,0.857633501,0.274051866,0.015144276,1.223814781,0.416211921,0.46264261,0.30112281,3.874904619,0.299512025,2.329586783,1.413243932,0.136127724,3.615371984,3.3398064,7.6020701,0.020912039,3.025833481,0.88489815,2.12359162,1.468887922,1.208532758,0.380067079,2.37818464,1.30921091,1.942036046,25.58018709,0.056073263,20.42880364,0.269980677,0.536277117,1.186898921,0.044948601,0.121793317,0.056955921,1.663846184,8.510084837,0.107811322,0.504746484,0.098151926,0.287315267,0.0,1.235428653,0.069213568,0.599459744,5.76250335,0.039144597,0.0,0.461503386,0.705197633,1.260059241,1
