,AL133216.2,AL732372.2,GTF2IP13,AMZ2P1,FAM157B,PKD1P5,RP9P,SMG1P1,CCDC144B,AC009093.3,UBE2Q2P1,USP32P3,HERC2P9,CSPG4P11,FRG1CP,H3P37,PKD1P3,PKD1P6,GUSBP2,AC009053.1,SMG1P3,AC242842.2,ANAPC1P1,ADAMTS7P3,HERC2P3,AC138409.2,BMS1P1,AC110079.1,RPL23AP82,AC004381.4,LINC00888,NMRAL2P,SMG1P4,AL390719.1,EP400P1,LINC01347,ZNF658B,C9orf129,CROCCP3,UBE2Q2P2,AC005622.1,GPAT2P1,FAM238A,AP000769.1,ZNF252P,PDPK2P,CASP4LP,NSUN5P2,A2MP1,SHLD2P1,EEF1DP3,H2BC19P,CEP170P1,AC127502.1,LSP1P5,ULK4P2,AC068620.3,AP000347.1,LRRC37A17P,FAAHP1,LRRC37A4P,POLR2J4,AOC4P,AC211429.1,MRPS31P4,DNM1P47,SIGLEC17P,AC007342.3,STAG3L1,FGF7P6,AL353743.1,PARGP1,PMS2P10,AC010203.1,CD99P1,ANKRD20A5P,MFSD14C,AC027559.1,WASH3P,PVRIG2P,TBC1D29P,PLEKHM1P1,GTF2IP9,AP000356.3,AC073264.3,FAM86C2P,EFL1P1,PRSS40A,AC009093.9,NBPF8,ADAMTS7P1,AL158066.2,AGAP12P,RHOXF1P1,MT1L,CCT6P3,HTR5BP,HERC2P7,NPEPPSP1,ZSCAN12P1,CELP,ZNF56,SUGT1P3,LINC00674,Diagnosis
RNA185_FPKM,0.084808312,0.859636273,0.327882123,2.002618362,11.48931506,3.856797847,1.906263832,0.776852738,0.418929618,0.812832827,0.273847985,0.393700874,0.684204278,0.127575192,2.696542745,0.060564686,7.666176406,4.55315185,0.426649169,2.187845594,1.173054661,0.547623346,0.393885031,0.139853038,0.59764682,0.617735547,1.349202241,5.700476453,0.767685592,0.060799797,1.164616333,0.034218981,0.648868489,0.343947189,0.256296573,0.564880644,0.161618019,3.746918503,1.524781002,0.338963123,0.137950919,0.345581003,4.876832699,0.303632668,0.677534271,1.958701751,0.92878183,6.369384437,0.78725675,1.204052779,1.101438119,2.479768298,1.468094708,3.885391051,0.346711473,0.198169899,0.0,1.617065678,0.200619804,0.271484652,0.315170482,5.485020433,0.111050131,0.598930314,0.286850324,0.072596269,4.146650214,2.969602698,6.811647954,0.221648124,3.901910475,1.997991378,2.942744047,0.84195954,1.409722442,0.453185047,2.47752904,1.735433675,2.026588422,10.88886472,0.081094379,18.45359264,0.0,0.119314584,1.509024609,0.075827899,0.430447081,0.076859354,2.624705041,13.29042497,0.193011924,0.486398376,0.0,0.514373363,0.589906882,1.526481192,0.200196349,0.610006444,6.687482773,0.22632988,0.074634395,0.628098093,0.278099579,2.522911588,1
RNA2_FPKM,0.140715723,1.7196784,0.456498292,1.399692263,7.876585424,2.622904226,2.145895647,0.666981406,0.164977633,0.242069221,0.497049727,0.487480301,0.496760184,0.048845447,1.990735997,0.185484257,5.187858377,4.370875191,0.0,1.577704656,0.972556484,0.558844036,0.402160555,0.102002448,0.386036873,0.712461468,0.578224078,9.947130916,0.718482285,0.186204305,0.909296875,0.017460061,0.601336346,0.526736787,0.316957849,0.556857986,0.08250981,2.463890701,1.489104069,0.269198672,0.563365608,0.147020078,7.105209997,0.581310119,0.759373736,1.515023258,1.146270316,7.763056152,0.631548757,1.729376729,0.102192707,5.472657131,2.318074422,3.966942427,0.353993981,0.438349358,0.029801798,1.221402587,0.236350567,1.187935624,0.423407358,4.489802954,0.136067456,0.76433574,0.0,0.062716437,1.478133317,3.478750964,5.774845586,0.02056477,2.823475242,1.146040386,3.788372224,1.17223778,1.475005794,0.315024621,4.250053907,1.879211612,2.817969573,11.85310016,0.124179053,20.84269691,0.0,0.406041231,2.336458061,0.055305422,0.03993738,0.0,1.191021856,14.90958827,0.015152578,0.496364579,0.077291661,0.0,0.752820324,3.562349432,0.408782118,0.590026208,6.863973442,0.077031044,0.038102561,0.374077883,0.567906046,3.148245397,0
RNA201_FPKM,0.070464741,0.452907741,0.229067539,1.753134528,3.090271459,2.566745979,2.558350977,0.403392822,0.3033017,0.337663871,0.214878355,0.29925283,0.511604941,0.0,7.237991324,0.226421622,5.797683782,4.339366485,0.212686638,1.1058687,0.791399098,0.455061072,0.610859836,0.116197715,0.329332222,0.532227819,0.179909084,3.961043037,0.728917171,0.0,0.891700714,0.0,0.422981647,0.825493687,0.245921814,0.388397448,0.143864282,3.323988861,1.258939806,0.344206415,0.0,0.622080384,5.645120859,0.28382274,0.812616267,1.220487943,1.619610389,8.566054497,0.25694978,1.915890688,0.665540384,2.139476611,0.964416457,4.238031937,0.35453173,0.41156956,0.0,2.344224941,0.307717332,0.789430553,0.206722048,6.442717759,0.0,0.746281288,0.595724729,0.044075657,5.553720436,1.441356037,6.113961282,0.033473707,2.234606118,1.044466576,3.401650851,0.76312695,1.597115659,0.424571711,2.233915677,2.359315376,3.191053361,22.283906,0.022450608,11.4022037,0.0,0.462548346,2.121687676,0.081008068,0.195055029,0.13684356,1.049929587,9.12290415,0.049341352,0.404184679,0.141499834,0.065729572,0.857587282,1.588763133,0.0,0.346762035,4.585941269,0.15669558,0.0,0.500094922,0.282401396,3.726308876,1
RNA205_FPKM,0.100886454,1.167582366,0.323049295,1.406916606,8.506738625,1.545129488,1.860542686,0.33603037,0.050622503,0.358109804,0.128685608,0.088569733,0.233111367,0.0,4.320686031,0.384205301,3.542660958,2.069594961,0.030077196,0.905918155,0.736742105,0.579038608,0.333184074,0.042256964,0.096726049,0.471730744,0.246577313,3.579922181,0.695757949,0.0,0.941673067,0.108529557,0.369436793,0.525290267,0.190842215,0.041195284,0.183099288,0.40287087,0.951325763,0.079656105,0.875099642,0.609010568,8.343252776,0.361195999,0.511714358,1.019843056,1.5000646,9.007686635,0.23782579,1.143642662,0.31765673,3.327944085,0.649790578,1.688657992,0.789592833,0.104769111,0.015430958,1.927900072,0.163174984,0.984186303,0.105238313,5.299660899,0.15265316,0.15832222,0.758195849,0.035428431,3.874231896,4.74294183,4.630100278,0.042615811,1.642284464,0.427263386,1.352859259,0.0,1.034787832,0.091755615,1.742700594,2.446614876,2.795881333,7.957831169,0.042873242,14.16441878,0.0,0.75687897,0.771497152,0.126003374,0.124141711,0.034834885,0.462537148,13.27869913,0.204087491,0.514301373,0.080041103,0.167362347,0.0,2.110667497,0.176400769,0.373412213,4.67664302,0.239277352,0.039457956,0.581117064,0.326736333,1.77839462,0
RNA209_FPKM,0.105581505,2.51340102,0.296850017,1.323648727,23.71957545,1.882819772,1.352141096,0.478654268,0.331117077,0.149919611,0.269357063,0.12050055,0.403792878,0.035289041,3.488815017,0.06700278,4.81233471,3.24301832,0.125904156,1.591400613,0.829574605,0.606101231,0.348680973,0.110541172,0.269925106,0.316454351,0.184321947,4.243444011,0.657334752,0.201818063,0.353757903,0.0,0.298250253,0.486300841,0.203716039,1.40100601,0.166067984,2.248731421,1.215647884,0.208374629,0.610550006,0.063725336,5.638989405,0.252003553,0.524241485,1.362837626,0.880918604,8.105217351,0.451121037,0.745206755,0.0,5.593498594,1.057819743,2.16286809,0.619751927,0.146189009,0.032290196,1.433303924,0.59767984,0.472062499,0.156019226,4.395103179,0.405525219,0.331298641,0.317412217,0.055614391,2.056884283,5.638072205,5.249277992,0.08919561,1.844437592,1.068170879,2.831567289,0.381146137,1.21184174,0.138706949,2.618746377,1.338388748,2.84051127,9.213916201,0.029904934,21.88079641,0.0,0.176035623,2.568934779,0.083917516,0.086591299,0.036452344,0.537863111,2.080969539,0.328577774,0.53833836,0.083763688,0.569196128,0.815839651,1.206521885,0.221509728,0.142113219,7.243395845,0.125212748,0.0,0.521273393,0.376122409,1.861157508,0
RNA213_FPKM,0.074351471,2.051708953,0.4405087,1.683297427,16.31492909,1.89201814,2.203787983,0.451099665,0.173889363,0.30539049,0.289616124,0.335709374,0.258980843,0.031955773,2.764126977,0.12134791,3.946099009,2.055507346,0.056993406,1.931485391,0.759983217,0.548611355,0.236774921,0.0800729,0.29939829,0.618934741,0.350469483,4.378807828,0.714229647,0.06090949,0.617750242,0.034280718,0.350070641,0.134006824,0.224240259,0.878225957,0.185065593,1.78160341,1.689047857,0.15094069,0.737110934,0.605942272,5.929418799,0.456371413,0.6686357,1.189392166,1.441891388,9.093936528,0.338045118,0.797435446,0.501607569,3.077051484,0.564432366,1.647908572,0.480995493,0.165439527,0.029240188,1.008485569,0.03092291,0.893739418,0.224368772,7.485472265,0.322673157,0.750013611,0.0,0.053154122,2.525037828,4.635285135,4.235063254,0.060564661,1.935778438,0.584809105,2.435709462,0.268406631,1.202333335,0.096603157,1.894825489,2.16028385,2.707355017,8.904390322,0.067700573,16.03581065,0.0,0.597688419,0.664593653,0.054269109,0.0,0.0,0.486973456,10.47081586,0.431393331,0.487275924,0.075835112,0.991087788,0.0,1.798347909,0.133705026,1.479671903,5.885021898,0.113369109,0.074769048,0.996426598,0.495382762,2.340528321,0
RNA219_FPKM,0.044172475,1.25941165,0.380337895,1.455984902,14.34964392,1.056468924,1.120111386,0.597702614,0.024935639,0.317508768,0.19016392,0.0,0.166296502,0.049835728,2.311857341,0.157703934,2.507691273,1.232007527,0.0,1.195245591,0.661474827,1.140761882,0.0,0.124875439,0.152456962,0.428963101,0.312308135,4.264395729,0.409337506,0.0,0.689813287,0.0,0.311949801,0.417973149,0.188002723,1.095625117,0.132273215,1.190722256,1.203523051,0.117697654,0.431051245,0.329977646,10.55928749,0.751199717,0.737578859,0.741903756,0.75482391,6.862607471,0.13179179,0.616463321,0.312907191,4.848101623,0.817941394,2.20979287,1.083428423,0.034400875,0.015200238,0.799223209,0.208974807,0.323187616,0.12959084,5.122323695,0.208220187,0.0,0.074692742,0.014542233,2.494750577,4.997994092,5.733189873,0.0,1.459998501,0.701529311,1.199477567,0.079730669,1.322777922,0.160698386,2.12396109,2.355408831,2.030533551,9.34057652,0.140774033,15.78753055,0.0,0.124272942,1.900032801,0.056422575,0.163047425,0.011438014,0.303778304,14.30382213,0.154653915,0.506611643,0.0,0.7830849,0.0,2.166636146,0.069505304,0.300975921,5.086199808,0.039289246,0.0,0.490695368,0.225316228,1.654649245,0
RNA23_FPKM,0.086543607,2.096658305,0.539876486,2.276619013,10.68350679,1.851996312,2.493771351,1.207073061,0.329763623,0.414713071,0.605435747,0.350442128,0.543014505,0.0,4.106177788,0.154479177,4.890535326,2.61673781,0.348280647,2.513501215,2.816975641,0.558584699,1.554068674,0.285422772,0.752962914,1.05055911,0.475906994,4.935448446,0.69941966,0.062016779,0.699035872,0.0,1.466828078,0.604433067,0.250474561,0.775168604,0.188474445,1.684824383,1.691190875,0.230572758,0.0,1.087284837,4.640894843,0.426048962,0.873295991,1.938104469,1.562195022,9.200636412,0.588138781,2.51968825,0.71526019,4.710374575,2.334148255,5.837544111,0.517081093,0.572880545,0.074447103,1.128093778,1.181046048,0.791494651,0.321597827,3.522208535,0.181310759,0.0,1.609691323,0.113965747,2.972825732,3.907348415,5.957695505,0.226180908,5.373157374,2.474010775,3.002868674,0.702921498,1.450367717,0.560812113,3.412099639,1.663510214,2.363363619,19.85282243,0.068947731,16.43754412,0.265374126,0.284069816,0.795296245,0.077384265,0.319445817,0.044819175,0.595168604,13.97370791,0.151491525,0.496134236,0.115843587,0.484495513,0.0,2.379245135,0.238318478,0.753487343,8.48479406,0.230905956,0.0,0.774437297,0.567552243,2.002273643,1
RNA246_FPKM,0.09550649,3.066274791,0.328953013,2.191613149,21.61970513,2.170100448,1.497184175,0.636244007,0.145571343,0.396649611,0.397464692,0.362226209,0.404082446,0.0,1.775267167,0.272780717,5.447167742,3.413537817,0.204982064,2.012368406,1.128314542,0.493340251,0.449476806,0.1439948,0.291180939,0.463761525,0.375145745,5.664630867,0.469299006,0.0,0.843469529,0.0,0.413691394,0.464776832,0.243903101,0.701917751,0.166400836,3.947656226,1.057980687,0.305369542,2.568227928,0.648606159,3.998622811,1.025835397,0.596617307,1.376909072,0.671226636,6.849897884,0.329283268,0.404478187,0.0,6.066199149,1.983879873,3.135251598,0.672753104,0.178526333,0.0,1.256119688,0.570015178,0.384344429,0.231632886,4.472852951,0.370178984,0.404671066,0.258416322,0.045278569,2.817861737,6.195422243,4.054523034,0.090771559,1.535775345,1.031460313,2.074823824,0.344775627,1.175550971,0.330084232,2.265302852,0.758023417,2.208288709,17.09483071,0.060879924,21.85867865,0.0,0.322429293,1.658265655,0.058561972,0.141024799,0.009893094,1.839109044,15.7255594,0.160505545,0.438184198,0.136374002,0.356448172,0.797148654,1.752999802,0.150293259,0.665217234,7.93730261,0.135929973,0.0,0.40081702,0.528942319,2.188672794,1
RNA253_FPKM,0.109816488,2.809042893,0.478600701,1.239134002,16.69673283,2.820179836,2.075950474,0.466388036,0.148786205,0.421003179,0.457026095,0.373120179,0.614264118,0.033045778,3.932181193,0.0,5.229124782,2.916700824,0.088390787,1.854322575,1.132933958,0.567028432,0.326411586,0.041402085,0.385355643,0.497712544,0.431373837,6.334570629,0.530165323,0.062954244,0.827936128,0.035450027,0.506706668,0.395874523,0.272976694,1.634393097,0.191341426,3.223525633,1.187088515,0.273095113,0.857333544,0.56682925,4.938376436,0.589771783,0.701860115,1.245074901,0.919830543,8.618687075,0.131062749,1.35295968,0.311176263,5.295676931,1.750683217,2.913701068,0.524934854,0.239462143,0.04534846,1.264881574,0.591495419,0.40175676,0.412405682,4.261437154,0.51768291,0.930553872,1.188524627,0.054956808,1.610805735,7.496226977,4.032115427,0.375717711,2.197608363,0.930214333,2.385684681,0.475737708,1.399990757,0.329617393,2.818190926,1.252944012,2.579192085,11.19679138,0.097991843,21.42056617,0.269385601,0.205990152,0.75582645,0.033666275,0.243218228,0.022753439,2.567884467,15.04882915,0.338367192,0.503633949,0.058806147,0.327910281,0.0,1.511769479,0.0,0.89793298,8.137138062,0.234431443,0.038659703,0.406650798,0.256090942,1.548769562,1
RNA26_FPKM,0.139197644,3.035858604,1.410552281,1.397072377,12.90278693,3.110214584,1.176576342,0.975580673,0.052385295,0.667028849,0.29962516,0.348277032,0.981543215,0.017449318,2.882378932,0.331307618,7.550439638,4.798641238,0.809146349,2.393864569,2.074845873,0.599133916,0.632084272,0.021861738,1.134350071,0.938745252,0.91125452,14.13772497,0.479978431,0.19955625,0.199886031,0.0,1.507320005,0.418136408,0.655649563,1.385310883,0.315775284,2.432007501,1.979227632,0.247261616,0.503089548,0.063020338,6.775027549,1.162836742,1.125931411,3.588125557,0.982743824,18.40287083,0.153817145,2.41155424,0.219120588,4.362101039,4.576166467,5.085832166,0.23345,0.252945192,0.079832417,1.119371196,2.380852693,0.297044601,0.980101008,4.966799407,0.243018437,1.474350573,1.726076281,0.7179473,0.449794898,2.137650333,11.81174838,0.286616045,4.932545364,2.603721708,4.059817564,1.549373191,1.708185317,0.126599409,4.988138295,3.970217829,1.647239122,17.17038325,0.369676173,21.42578331,0.284638372,0.087025038,0.25401654,0.355601065,0.12845,0.02402921,0.106363935,15.31521861,0.227430053,0.53215,0.103523622,0.303048535,0.322697363,2.955006334,0.109513613,0.63229631,9.717547439,0.041269822,0.0,1.059497844,1.521478591,2.760448746,0
RNA277_FPKM,0.039463468,1.300708411,0.388320732,1.400780723,5.811488204,2.351245558,2.971631266,0.164293435,0.037123705,0.462232226,0.264262305,0.228643754,0.320705875,0.0,4.889897194,0.112713525,4.473677554,3.220738768,0.070596617,1.442701204,0.634713316,1.359108288,0.488693083,0.123941453,0.272392515,0.780643921,0.227330548,4.500876758,0.453574331,0.0,0.509991236,0.0,0.470661956,0.64011505,0.19258708,0.676695563,0.186205719,1.260754718,1.104560318,0.140200662,0.0,0.786083786,8.498459099,0.376734722,0.556213022,0.828491837,1.55761844,10.47116181,0.523279829,1.544556161,0.24853259,4.875486596,0.762485262,2.188551683,2.183987925,0.163897877,0.036219248,0.880339372,0.114890491,1.94885372,0.205816379,6.864187392,0.20667746,1.11463547,0.26692049,0.055431129,3.570399693,2.50157683,3.697517117,0.0,2.726165852,1.25342644,2.222480527,0.997183345,1.387718672,0.143554439,1.749998743,3.458129721,1.628430129,15.19899204,0.050306727,12.69909326,0.0,0.838819329,0.67898048,0.067200686,0.388407662,0.013620066,0.482435588,16.86580594,0.092098323,0.603258946,0.046967734,0.294570162,0.0,1.727468681,0.28976525,0.278835195,5.882842105,0.093618731,0.0,0.746854816,0.230053019,1.275275545,0
RNA288_FPKM,0.04100356,1.696017338,0.266568452,2.092113525,10.09591226,1.199939046,1.654006613,0.460892324,0.133082285,0.196468421,0.220639387,0.275355931,0.455702194,0.030831506,0.862340737,0.146381919,1.372955157,1.315571059,0.21998463,1.952553691,1.330266924,0.529310127,1.1424567,0.0,0.442210345,0.90692581,0.177149252,5.77856756,0.804063516,0.0,0.861058877,0.049630969,0.772110858,0.535745145,0.22685292,0.90395023,0.256707742,1.412204877,1.51998029,0.07281515,0.711287302,0.0,3.602496565,0.403673598,1.039224254,1.047282781,1.154539333,8.929223148,0.489301606,1.913852279,0.290487143,3.762238654,1.782478707,2.189366362,1.21191709,0.223503306,0.02821146,3.980326884,0.343170795,0.599939982,0.264626194,5.303048016,0.182529233,0.434342153,0.415966108,0.132276825,1.693481521,6.890590674,5.938876497,0.019477959,4.578250339,1.714663482,1.85560609,0.888044947,1.284104273,0.093225869,2.456626694,1.728695263,1.250252956,11.99838283,0.104524972,10.39070347,0.0,1.03814165,1.186404613,0.251375202,0.302657515,0.0,1.69175043,31.32447749,0.157902661,0.470132597,0.16466794,0.956357408,0.285089823,2.367828292,0.129038046,0.310408891,6.670890484,0.0,0.0,0.63256394,0.238996719,1.355168171,0
RNA29_FPKM,0.039855133,3.185758034,0.182097836,1.819010892,16.39168208,2.088355906,0.964695745,0.489519357,0.033747709,0.445629349,0.314558983,0.495978467,0.478716187,0.07494145,6.667355776,0.199206314,1.91857985,1.003421111,0.668322398,1.279775455,1.094215748,0.514632895,0.937824988,0.0,0.389754532,0.88162794,0.422692314,2.776226346,0.438059835,0.057137037,0.622415158,0.096472586,0.469110678,0.431014899,0.227308534,0.622443805,0.162743264,0.895285936,1.317359395,0.141592119,0.734628636,0.0,3.038514133,1.07021526,1.043755167,1.04597228,1.6787023,10.47604214,0.739902906,1.093263406,0.0,2.904336539,1.460012162,2.150696592,0.952518431,0.279347337,0.0,2.186656822,0.69620007,0.656119144,0.420937843,5.55513278,0.281814859,0.0,1.010886044,0.04723524,1.915038197,7.183154297,6.40198668,0.056813565,3.239997961,1.160454897,1.563239464,0.791317247,0.90884329,0.072496002,2.949131341,2.174713994,2.013538542,9.631980976,0.0,12.17670992,0.244493369,0.635384747,0.140265255,0.030544758,0.073555726,0.0,0.319768794,16.10912141,0.055815323,0.457096298,0.088922794,0.5949874,0.0,2.711702342,0.250847904,0.482771654,8.845946602,0.0,0.140276395,0.836304845,0.20329421,4.21541665,0
RNA295_FPKM,0.09064702,2.145370999,0.363190948,1.425060242,13.64068423,1.899951123,1.797181042,0.317035128,0.040936649,0.34752759,0.195125101,0.143249776,0.279522721,0.054543291,1.578541237,0.077682222,4.904452267,2.559689192,0.072969933,1.3605514,0.829580243,0.46840872,0.0,0.11959525,0.239868313,0.430387927,0.099700869,4.874277811,0.625162886,0.0,0.644358128,0.029255796,0.256070601,0.571841825,0.154329555,1.049284034,0.148062642,2.606498717,0.987965311,0.289849717,0.707689444,0.295507093,7.168717586,0.681541558,0.439946382,1.040420577,0.79417322,7.505601437,0.060105925,0.87248285,0.42812021,5.137815178,1.03636321,1.752848384,0.524518095,0.197677682,0.0,0.853599699,0.514626598,0.580338732,0.113472232,6.266908943,0.227897668,0.256030169,0.674451777,0.031037124,1.421319499,4.610660722,4.420314604,0.086152858,1.749194663,0.633458721,3.172706639,0.556311181,0.886622998,0.032977165,2.226858102,1.888584004,2.161965677,8.557589263,0.057782189,16.08008815,0.222533047,0.272023928,0.340302088,0.120421295,0.13383686,0.028170835,0.664985316,15.09827469,0.152348083,0.416040043,0.145625317,0.439820676,0.0,1.305247846,0.085592768,0.164703295,4.992101266,0.032265148,0.015959601,0.581821603,0.264214244,1.518038729,0
RNA3_FPKM,0.076728413,2.174959551,0.476386086,1.913004135,10.56836687,2.189230551,1.297080294,1.011586095,0.03609334,0.490238802,0.568863874,0.424358545,0.449329177,0.0,3.42775657,0.21914774,5.6606215,3.62349369,0.171538417,1.273362948,1.712833584,1.321269854,0.475095836,0.12050147,0.308948884,0.524343201,0.341560811,6.105023682,0.727563947,0.0,0.688604929,0.041280662,0.794717988,0.299634677,0.230770099,1.151266299,0.041766721,1.53202031,1.907747051,0.454300395,0.83190592,0.0,6.477383518,0.366290666,0.675923047,2.040437298,1.231101919,8.883246784,0.457839837,1.673859987,0.0,4.233600484,1.688461842,3.162743731,0.321692957,0.358506844,0.052796063,0.676704327,0.744594166,0.725097166,0.26010985,4.106572434,0.294698998,0.0,0.605482463,0.037047544,3.665043663,4.16638491,6.345618901,0.267360092,3.290026101,1.760119581,2.778019878,0.092346818,0.92750601,0.011632902,2.790892689,3.742499023,2.002156504,8.88493353,0.03260987,16.70864065,0.0,0.431701232,1.620182905,0.078405652,0.141581045,0.066224269,1.407116214,5.998316742,0.143279796,0.586775121,0.045660123,0.429519821,0.0,3.196922212,0.0,0.309822732,7.383627957,0.181972286,0.0,0.505082412,0.410008412,2.141420344,0
RNA302_FPKM,0.081256032,2.303310707,0.214174516,1.545173919,13.64688676,1.061188169,1.498483583,0.338300761,0.051600485,0.194693842,0.07287565,0.248779098,0.189368548,0.015283339,1.748771537,0.058014264,2.338339846,1.173254534,0.027257971,0.630284063,0.549243365,0.524763601,0.17609519,0.133992308,0.146063461,0.40550207,0.207455439,4.038048485,0.674181772,0.058261797,0.284411788,0.114729267,0.181708654,0.421041961,0.152165661,1.101021874,0.088479589,0.851769434,0.689574955,0.0,1.01317085,0.220727124,7.034620341,1.200005766,0.614944728,0.781883771,0.821371582,7.189096354,0.094275737,0.645194656,0.191847682,6.92617051,0.850432652,1.02764649,0.664337888,0.063274942,0.027958421,0.806221079,0.044356737,0.185780569,0.127138449,4.25829995,0.265984235,0.430336677,0.137385428,0.024074338,1.986334964,8.190618363,2.243258027,0.135130174,1.125102568,0.623711186,3.432223736,0.146651893,1.194306686,0.073901866,1.902911952,1.561844868,2.144967582,10.6621303,0.090630973,15.31799619,0.0,1.14298924,0.889674259,0.051894157,0.187451759,0.010523236,0.605368107,13.20437961,0.042674646,0.466094378,0.108780127,0.151616864,0.423853262,2.298117654,0.06392198,0.430599308,4.813633988,0.036147011,0.053625466,0.451316507,0.088818501,1.253259799,0
RNA303_FPKM,0.030560116,0.564157332,0.186183535,1.859874946,4.633466054,0.583515915,2.771311589,0.076349327,0.051759288,0.585829178,0.175442593,0.225391749,0.168029084,0.0,3.269036817,0.029094743,2.068298961,1.056138594,0.081989472,0.823340498,0.491589849,0.526146893,0.05046211,0.076811304,0.105485752,0.439722078,0.0,2.622791192,0.755286736,0.0,0.877777084,0.0,0.067152029,0.56922379,0.152633281,0.636416942,0.066563691,0.366181276,0.910108586,0.0,1.679048508,1.771179181,10.74213548,1.021309779,0.499333537,0.741500975,1.373132874,11.83992764,0.229658538,0.47066421,0.0,2.969582454,0.229666675,1.122409787,1.665897547,0.253892672,0.0,0.848331926,0.088983349,0.987652217,0.17534801,7.08854738,0.25612517,0.287720863,0.757963865,0.021465537,3.881755802,2.282956279,2.220908435,0.077463588,0.910100425,0.862929364,3.442748487,0.110321123,0.974041922,0.074126281,1.46200704,3.183745593,1.502350073,11.23330974,0.012985676,11.51207766,0.0,2.292981295,1.019872129,0.04164686,0.112802107,0.021101951,0.0,13.63287545,0.042798069,0.934646033,0.0,0.304183691,0.0,2.272903689,0.032057523,2.036209186,4.114293659,0.181243982,0.071723493,0.905394919,0.267252774,1.526489325,1
RNA31_FPKM,0.033779691,1.165330055,0.356136725,2.02694088,10.30010455,1.835442227,3.218469662,0.2625138,0.038137694,0.215827678,0.210044111,0.169029806,0.266436653,0.0,0.793058098,0.257268723,1.991264539,1.133868866,0.090627241,1.5111501,0.262277248,0.58177251,0.027898548,0.042435143,0.265544739,0.461677321,0.229971716,3.889310144,0.873549185,0.0,0.339542289,0.145356547,0.159026054,0.081163166,0.16101733,0.848157822,0.085817993,1.618727292,1.307577891,0.07999198,0.097653157,0.367011243,7.390872781,1.814001312,0.63841434,0.772198476,1.029766624,7.863797973,0.104506903,0.628535542,1.169812931,3.403447417,0.634550788,2.88598483,0.396556712,0.105228509,0.092991724,1.883862573,0.114722792,0.926766891,0.184979764,9.189946867,0.200508765,0.795028913,0.913831108,0.014826705,3.796470969,8.332764793,4.004683654,0.17120353,2.534679181,0.64374643,3.532996859,0.487733905,1.385816579,0.122879395,2.434876181,2.569159285,3.21822971,10.20385495,0.057405359,16.54734916,0.0,1.140369501,1.338474991,0.092044399,0.0,0.034987631,1.342144058,13.31070166,0.236518841,0.516729621,0.0,1.092569013,0.0,2.19127398,0.0,0.784213728,6.726590763,0.120181501,0.079248666,0.472522494,0.164088446,1.587820804,1
RNA314_FPKM,0.064019198,0.945424104,0.288008606,1.363606858,4.459230737,3.183420307,0.944598999,0.373181743,0.057824321,0.368158686,0.110249709,0.404692834,0.367288215,0.0,5.110855268,0.036585252,3.014957782,2.338792062,0.171756554,1.718553427,0.500679497,0.661604621,0.539153689,0.024141225,0.331457508,0.967179676,0.221293565,5.821016835,0.750598268,0.146830874,1.075666128,0.0,0.192917848,1.200092514,0.235436902,0.541097402,0.05577725,1.764161845,1.475603285,0.27294625,0.499813788,0.243495666,7.280134877,0.595986412,0.744500328,1.003641359,2.046354138,12.14053147,0.424493802,0.862684927,0.241839087,3.087243302,0.783485871,2.504749219,0.869737276,0.159568574,0.0,0.717465288,0.093189947,0.913437135,0.120210837,6.053790101,0.254853953,0.361602612,0.173185134,0.050586155,2.935939894,1.887748733,3.893233556,0.121679309,2.699537049,0.569407508,3.399841258,0.554697218,1.111669062,0.16303764,1.697169894,2.096040227,2.377801163,4.931870817,0.048969214,10.26464793,0.628299555,2.401604976,1.141640177,0.130851182,0.567171668,0.039787916,0.176118949,13.32355721,0.017938844,0.587636403,0.114269162,0.238931679,0.0,2.309693622,0.161200293,0.387778738,5.042922239,0.091097383,0.022542164,1.295981724,0.522505396,2.257140726,1
RNA319_FPKM,0.051986632,0.829317956,0.628475317,1.713499068,4.782551208,1.452715536,1.677690231,0.33763852,0.02934678,0.132869343,0.164120045,0.271084838,0.193841662,0.0,5.858495083,0.029690388,2.828802938,2.196672305,0.139474488,1.230329174,0.562223787,0.536918482,0.43778621,0.156752052,0.209319295,0.448741127,0.261353454,5.082136367,0.663225189,0.0,0.716629257,0.0,0.30348577,0.449734121,0.254884507,0.783187153,0.033958135,0.435954542,1.049512227,0.110792703,0.766575736,0.621322248,9.780254581,0.372247469,0.704410571,0.742156317,1.541420679,15.61586512,0.206794119,1.500988471,0.196366606,3.030491423,0.786824714,1.89346891,0.601551272,0.161945704,0.014308487,0.881914416,0.045395749,0.684606016,0.138277564,4.683491471,0.021778285,0.146805627,0.632866882,0.062977982,2.769452949,2.437076389,3.817169061,0.0,2.117615622,0.462326792,2.760416981,0.225196778,1.165409577,0.170207834,2.186182411,2.630194013,2.895982279,11.6992666,0.066270843,9.519410124,0.0,0.272997435,1.414823799,0.063745518,0.191890687,0.010766981,0.476689341,11.64737399,0.101921113,0.476890328,0.111346691,0.426844806,1.15689509,1.595703622,0.163601732,0.440780607,4.823287937,0.110952808,0.0,1.360266568,0.151528518,2.474162836,0
