,TRAV9-2,TRAV13-1,TRGV3,TRGV1,TRAV25,TRAV17,TRBV25-1,TRAV41,TRGV5,TRAV12-1,TRDV2,TRAV4,TRAV13-2,TRBV24-1,TRBV15,TRAV36DV7,TRAV26-1,TRBV27,TRBV5-4,TRAV19,TRBV13,TRBV18,TRAV14DV4,TRBV7-4,TRBV7-6,TRBV4-1,TRBV2,TRAV38-2DV8,TRBV12-5,TRAV21,TRBV7-2,TRBV5-6,TRAV38-1,TRBV30,TRBV28,TRBV6-2,TRAV23DV6,TRAV8-6,TRGV9,TRAV8-4,TRBV7-9,TRAV20,TRBV11-3,TRGV2,TRBV29-1,TRBV6-5,TRAV8-3,TRAV1-1,TRBV19,TRAV10,TRBV5-1,Diagnosis
R_JS019_FPKM,4.440012683,3.470962296,4.498788511,1.074878646,0.826903764,1.377033954,2.405232858,2.479347581,2.716405275,2.205081929,1.762295613,4.007059856,1.625571789,0.0,1.385157962,0.701992374,2.171886414,22.17164767,2.450145879,0.891832204,2.22743526,1.167800399,2.940109239,0.720199669,1.062463365,1.563408853,3.957533432,0.421712288,0.405295265,3.400300304,1.268575052,0.217012842,0.707958315,5.591011996,8.239013551,0.589408692,1.222050295,2.227355484,1.728530797,3.729989333,0.96035221,1.641587275,0.637523687,2.296960343,1.243329778,5.07952979,3.90873712,0.0,10.5640145,1.538658317,0.638781655,1
R_JS020_FPKM,2.70653364,2.715509892,13.90114542,4.204448784,1.102598549,2.203252591,1.632875266,0.529101968,4.18591523,11.23925493,12.30488623,3.824611315,1.950744634,1.632875266,2.955231628,0.998477766,0.992991333,7.807600456,6.371118735,6.279769263,4.752376634,1.245879313,2.091045719,0.0,0.906780828,4.050191607,61.63805567,2.699681656,1.72972304,4.145570777,2.481176551,0.462964222,1.006963413,9.34408224,39.79555331,0.628700364,0.651757834,2.059293021,4.507476435,4.547648072,1.792868808,1.969963793,1.133538815,15.02928253,3.094906754,8.886752232,3.909213038,2.267077629,8.049768393,1.406956058,2.589723513,1
R_JS021_FPKM,0.599075076,3.715248318,3.516231475,0.169152146,0.390520675,0.81284176,0.413070426,1.40497369,0.855201376,2.776889175,0.453914577,2.589362195,0.767539823,0.619515958,2.055625261,0.0,0.293072313,8.538578246,3.326398078,2.190145754,2.945063676,0.367709888,1.666133505,0.226673624,0.802783999,2.742085971,4.485074352,0.59755843,0.574295815,3.89938599,0.798708953,0.0,0.445835219,2.464102494,7.565117785,0.0,0.384791766,1.402428676,1.405730956,2.684080271,1.813782868,0.0,1.204263163,3.760287011,1.761459551,5.756798687,4.152918306,0.602131581,2.850588722,0.622785171,0.362017761,1
R_JS022_FPKM,3.106756479,7.042933865,2.767827225,1.128194919,1.084839326,1.264526914,1.835830487,0.780539188,2.850984799,6.171630136,0.336232265,3.762843595,2.345640445,0.0,2.076703547,0.736688671,1.302516602,3.614735997,7.875074593,3.557096355,1.87019095,1.634232279,2.262853135,0.0,0.892044786,1.406462835,5.814811882,1.549445637,0.638105029,4.078433909,1.33149908,0.227657263,0.247649827,3.520679215,19.93595335,0.0,2.137633725,4.052041042,2.318028479,3.169132665,1.259914261,0.645963466,0.669033589,5.785822092,1.957392548,4.69128089,5.640543006,1.784314835,5.701969598,0.922642628,0.938697893,1
R_JS023_FPKM,3.092319511,2.256170047,4.991538552,1.397369835,0.604735552,1.006885806,1.066017508,0.24185769,8.97601401,6.450363153,15.30789312,1.439485858,1.386821741,0.852725687,4.244586227,2.053486397,1.361342937,4.827263207,2.687651314,1.391385382,2.823341294,0.759085249,3.822415431,0.702329762,1.65759432,3.266417929,5.595172721,0.822502498,0.395241468,1.420795131,0.0,0.0,0.690392145,9.449034847,4.686007191,1.149369646,0.198689936,3.185331197,4.166607069,2.771083308,0.93627806,1.800593984,0.621705172,6.121752161,6.26371134,11.68857437,3.334879261,1.450502332,11.47749613,1.07164293,0.373785931,1
R_JS024_FPKM,1.818203896,3.482193755,3.501724116,1.348034621,0.66652285,1.665100353,0.0,0.79943068,3.082161917,1.580293714,6.888036978,5.893941851,0.655143191,0.470006489,2.977647866,0.0,1.667494985,11.10612175,36.04794969,2.492619948,0.718205103,1.464570324,1.474908468,1.032117996,1.370662915,2.160612791,3.402998157,0.906696062,0.0,2.088549081,1.363705235,0.0,0.507287457,3.605854904,9.348095484,0.422340736,1.532606598,1.755759435,8.206050854,2.291081619,0.0,1.543931278,0.0,4.773526076,1.113634778,3.712880258,2.625937851,2.284297977,1.784385948,0.0,1.373381606,1
R_JS025_FPKM,2.104416353,2.072828398,4.477504944,0.534979482,0.0,1.88426386,0.0,1.727305309,2.553326943,9.75412901,8.290979599,3.568193601,0.606745023,0.435285143,9.452969756,1.164412765,0.617521647,10.92606608,2.590875869,0.710083779,0.0,2.518288196,1.755807584,0.477935561,3.17263007,2.444996537,4.332649813,1.679231401,0.0,2.175563333,2.314679463,0.0,0.939402619,6.120870872,18.67761364,0.0,0.608228507,1.477967991,1.672549233,1.767889218,1.194613672,1.225253114,3.595501205,3.505454763,1.44371787,12.13318487,2.674439028,0.0,23.73161226,0.0,1.271687183,1
R_JS026_FPKM,4.230761664,3.52778136,4.286558957,0.682837877,1.575779716,2.952065448,0.0,2.834766895,2.732104545,6.770241646,2.442310172,4.421061492,3.678345631,2.708348741,9.804277061,2.006632746,1.478138643,15.38305417,3.501912711,2.549634384,2.971337069,3.152804867,5.229553242,1.372451984,2.227448073,20.00365596,12.8209072,3.416203755,0.0,5.55405398,2.014620434,1.033642725,2.47354007,10.83212953,55.82529242,1.497734022,1.940734599,3.67871968,1.509741656,4.738934174,6.862482286,1.759510487,0.809999012,6.857871023,1.777018054,13.93932084,6.983229775,1.012547975,6.614782254,1.675565239,1.582639372,1
R_JS027_FPKM,2.053694483,2.247654518,1.854487879,1.472398654,2.007830338,1.41459788,0.490037702,1.667187862,2.706197465,2.74601729,2.872732693,2.521164534,2.884454594,0.653492138,3.400344086,1.223833902,2.318138726,7.076644693,4.919940044,1.732667294,1.83065608,1.308820378,4.686545906,0.538052924,1.905304812,14.68451204,4.435372346,2.678825648,0.454268527,7.258545164,1.421764268,0.810402648,11.46112785,6.683762865,40.01301991,0.146731397,0.913131435,3.217496644,2.044851367,4.11408501,1.435046137,0.613252475,3.334481214,7.66593453,2.632179431,6.983296947,2.737964454,1.270308698,2.480671645,0.821093976,1.622908177,1
R_JS028_FPKM,0.767614841,1.890415759,4.646832034,3.740233919,2.251611822,2.030970911,2.778632806,0.675148485,4.109599476,3.558352388,1.454115442,3.445821131,1.106584835,0.397006653,3.592301381,0.212332462,0.844878552,2.149377799,7.784113188,5.829119257,1.415214274,1.413456348,1.067528899,0.653746084,0.771531243,3.64905991,9.339946145,1.339975034,0.0,4.849969662,0.767614841,0.0,0.0,5.244047578,11.42573412,1.96181417,0.924472924,1.617468029,3.268730419,2.902130803,1.089652524,0.558743574,0.192832542,6.116099283,1.504873923,7.930652814,4.435070033,3.279359669,2.465759686,0.797995376,1.159723972,1
R_JS029_FPKM,5.211803608,9.295261123,6.089890251,0.98126618,2.453290463,2.357019637,2.594950279,3.16897192,2.066662145,8.500015383,5.26516112,6.546425074,5.00841615,1.596877222,2.709732789,2.99093979,2.124390138,15.32850622,8.667851957,2.605611228,1.626765299,2.66541473,3.04216224,1.753343578,2.910197715,17.73898295,10.6581746,3.850793263,0.0,8.647312447,2.895425138,0.197976404,1.292602759,14.97240174,35.31027438,1.434929768,1.487555554,5.016011214,2.805393281,3.729654,2.849210537,3.746461426,0.388064918,6.710545772,4.351263,12.61365912,7.583102358,3.686327551,9.506563728,2.80943157,3.266063743,1
R_JS030_FPKM,3.864588843,6.678152361,4.924804785,0.861668471,1.391925992,1.1589797,1.682628195,1.907980186,4.210144352,4.949759823,3.390487515,5.072048129,3.71377562,1.261971147,3.426396286,3.601804778,3.432381146,11.38933767,4.861434135,5.319636013,0.642795464,2.246966892,3.017041178,1.154685415,0.408852897,6.015722559,6.662447755,5.274921972,0.77990431,6.074618597,2.033887508,0.0,4.994485857,5.737102912,12.32914518,0.377996075,1.763365551,3.856915056,2.817570423,2.904856436,2.30937083,0.592131782,0.0,3.977443652,2.392293108,12.90039152,4.230242922,0.817705794,14.51796351,0.422876875,1.475002806,1
R_JS031_FPKM,4.757623939,1.983503242,2.825834727,0.959759633,1.993578366,1.659942317,0.937088146,1.328238778,0.646794536,2.100179904,0.858246595,5.197516769,3.048049539,0.0,24.1710796,0.501447449,0.664861422,4.382399329,2.625396328,4.205056698,1.909254458,1.25127541,2.310417348,0.514453291,1.138490381,12.68347195,8.268966096,1.80774979,0.868687551,4.163893885,1.132711242,0.0,0.758563563,2.795750136,33.35106041,0.631539947,2.400800423,3.023152478,1.492022056,1.52251848,2.829761882,0.879385674,0.455396153,4.102085323,1.77627156,20.02968235,3.141305041,10.24712722,3.557538909,0.942033202,0.54759292,1
R_JS032_FPKM,2.265921974,3.624544555,7.289477179,0.590771014,1.022488293,3.972935488,2.523414569,0.817584885,1.741704621,2.221820579,7.659801805,3.477174008,7.034931041,0.901197414,6.52486334,0.385826575,0.767342239,10.4697765,4.797083098,4.411681021,0.183549982,4.974071799,2.585353439,0.0,3.328663367,3.12997796,1.468087259,1.390929223,3.676004851,2.002248699,2.963151724,0.0,0.972680495,3.687230995,13.01790092,1.133751121,0.671658977,1.101719672,3.087400315,1.464331138,1.187500813,2.368031898,0.875908711,4.418403036,1.708386328,2.512506142,2.215304976,1.226302233,10.20161086,0.0,0.526619961,1
R_JS033_FPKM,1.299112833,6.397891017,3.653751682,2.201507338,1.693395813,1.586313397,1.791177199,4.316113681,1.081705328,4.767065451,5.905800866,3.887253372,7.282144583,0.0,1.823695212,1.677250959,3.971420316,5.951526528,5.174800041,2.922648877,1.140409852,1.594482506,0.602177007,0.491608232,3.699526012,5.488781604,11.75236088,2.807472905,0.207633021,7.212328929,2.81459847,0.222232217,1.691505216,7.633540411,20.15449336,0.603597236,1.668553821,3.801519981,5.310065167,4.183506723,1.229144913,1.050525332,0.0,3.76344768,4.668476322,5.201591975,4.502830153,1.740914573,4.945206614,2.250729734,0.65416148,1
R_JS034_FPKM,5.072667622,2.664822706,7.592746478,0.859590092,1.190243392,2.477711275,1.888567375,0.475944609,2.896597192,1.881133752,5.688560184,3.238407472,2.729886739,0.839240679,2.658559532,0.449206148,1.191034405,6.404090978,2.792211316,1.027126525,1.068741692,2.801897797,3.762168588,0.691285541,2.447286159,4.50101969,3.228336451,1.82163081,0.777982235,3.962477101,1.420372542,0.832684111,1.132321226,3.93476295,8.785283791,0.942710832,0.781786549,2.992656585,3.22551459,3.238726985,6.451029181,3.150667368,1.019666819,4.555851486,1.789910871,13.25939128,5.157885744,0.815690558,14.91754408,1.054642198,1.226231387,1
R_JS035_FPKM,3.944362046,7.77058263,8.826751284,2.172349671,1.735260104,2.247669624,3.6711414,2.312617033,3.096988494,5.713649772,2.241541537,2.950890125,3.790435722,1.223639233,0.553689487,1.309568955,4.05166517,5.622078027,1.999764886,4.9916873,2.493311031,3.26800204,1.462742471,0.447763034,33.50027921,5.83309436,7.19836822,2.55732303,0.756284124,30.8101697,2.958379694,0.607039776,1.540895323,7.301155021,19.42628747,1.832639913,2.659833981,1.662207354,3.896447183,2.485291257,2.239306406,2.296793905,4.36106543,6.999177102,1.932933639,6.822950602,4.557415384,1.189302418,4.363854113,1.025230281,1.310995129,1
R_JS036_FPKM,4.349518021,7.933916119,11.96746971,1.075006757,1.948992275,2.508080301,1.499239889,2.125097392,2.457849985,3.990391741,2.334443973,5.242445357,4.005799621,0.749723497,2.713776016,1.604523589,2.127559968,5.904391228,19.55785704,4.28127356,2.8638731,4.337692585,3.864418458,2.057731193,7.832763501,5.360200409,12.7207665,2.530828801,1.563556109,32.89263761,1.268726248,0.557899712,0.80919165,9.4249284,15.88986175,0.673690218,1.57120186,4.200375345,1.975503809,13.85488785,16.05094002,0.879447822,0.546514003,11.68220602,1.953840515,15.32611929,6.910294922,0.364342669,8.53771945,2.260831267,1.095142215,1
R_JS037_FPKM,5.517079716,2.767648536,6.746651516,2.33734345,2.247488749,2.245588232,2.139429027,3.234716381,3.445817824,6.659837986,9.231600144,5.503112426,6.185578439,1.664030764,6.454189782,1.017565944,2.361250358,18.0210891,3.16334637,11.44285287,1.210879634,2.962596828,6.180231509,0.783118861,2.772614041,4.127972352,22.3744255,3.66891761,0.0,1.848384027,2.528815921,0.943368428,0.513106907,9.320886698,13.18800021,0.854371406,0.0,3.067487389,8.352626776,4.055632066,0.783118861,1.338631748,1.386440025,5.660785614,4.280747326,17.67293592,4.515348056,3.234672046,24.61244473,3.345623858,1.38916866,1
R_JS038_FPKM,3.918342085,4.764897474,3.513779143,0.184447644,0.851296819,2.480897032,1.350679599,2.042098917,1.087639641,5.549704117,1.484448828,3.908422232,3.137859312,0.675339799,2.852147657,0.240921782,2.076324039,5.540365154,6.306330207,4.223950761,2.981246013,2.404714613,1.816266802,0.247170474,0.87518525,4.598828661,7.537622729,1.519941979,0.626044924,6.001029621,1.959171043,0.670063707,0.242969276,8.442318234,31.57331061,2.629683983,2.935829251,5.350807237,1.779579835,1.645870769,1.483022845,1.478761285,2.187963126,1.103634341,3.62701151,15.47970326,9.054460453,0.656388938,5.282671568,0.678903598,1.447008742,1
R_JS039_FPKM,3.542153154,9.90729279,11.11772314,2.834587935,0.384739221,3.204003808,0.0,1.153882022,22.33358516,4.10473042,2.98218816,16.68480138,14.56150567,1.017596744,3.499318029,8.494020053,1.010715578,43.27549998,4.988550233,6.475098798,0.829356702,1.268117442,3.831206579,1.117303629,10.4831114,102.479827,66.48534101,2.551857159,0.943319609,7.911869758,4.329410531,0.403775797,0.439234861,6.764812391,38.98070512,0.365683741,2.085217793,2.211334112,2.502567452,2.810412345,1.78754818,2.482718172,1.384577208,21.52180109,6.364780663,13.04862953,3.865347184,3.758196148,2.949751442,1.636620629,1.783793687,1
R_JS040_FPKM,3.473390303,10.50989596,7.195640121,1.038660618,2.596851087,4.989766048,2.746800493,2.395959507,3.20832748,7.813339297,7.121281441,3.260809067,3.730507744,1.901696054,3.824238416,2.713580871,5.846541832,18.51329226,12.28232813,6.205618747,2.367750247,3.197466774,4.546046071,1.159887577,3.696459126,5.611426209,9.943096286,2.445657697,0.587563488,10.7961118,2.043254808,0.838502061,0.228034555,15.66812463,20.3465184,0.56954857,2.755567692,2.726396034,4.59347925,8.238931226,6.031878893,4.16379451,1.642984691,7.843051746,4.605903936,18.45640267,4.485361218,1.026737218,14.58366431,1.061955117,2.469331861,1
R_JS041_FPKM,3.168098231,4.62316093,3.719157027,2.14741541,1.238893506,1.719263371,1.528955186,3.962763531,3.316598966,8.810986733,3.840744853,6.109376109,3.04446513,1.310430664,2.767156437,1.636325635,0.929746895,5.160690758,4.436035962,1.960131295,2.892529436,2.916426877,4.503363483,1.199156288,2.122763958,8.477641242,10.87129592,1.26398502,0.202573828,6.550375711,0.844795402,0.0,0.70731597,10.98359054,40.00731101,0.981384981,2.441438058,2.373419869,2.39815524,3.726022998,2.87766042,3.89428594,1.486050832,1.835566481,2.277067947,14.20742996,7.56489225,1.486050832,7.537679966,0.658792975,2.552665544,1
