,TRAV9-2,TRAV13-1,TRGV3,TRGV1,TRAV25,TRAV17,TRBV25-1,TRAV41,TRGV5,TRAV12-1,TRDV2,TRAV4,TRAV13-2,TRBV24-1,TRBV15,TRAV36DV7,TRAV26-1,TRBV27,TRBV5-4,TRAV19,TRBV13,TRBV18,TRAV14DV4,TRBV7-4,TRBV7-6,TRBV4-1,TRBV2,TRAV38-2DV8,TRBV12-5,TRAV21,TRBV7-2,TRBV5-6,TRAV38-1,TRBV30,TRBV28,TRBV6-2,TRAV23DV6,TRAV8-6,TRGV9,TRAV8-4,TRBV7-9,TRAV20,TRBV11-3,TRGV2,TRBV29-1,TRBV6-5,TRAV8-3,TRAV1-1,TRBV19,TRAV10,TRBV5-1,TRAV5,TRAV30,TRBV20-1,TRAV16,TRAV34,TRAV2,TRAV12-3,TRDV1,TRAV6,TRBV16,TRAV40,TRBV4-2,TRGV4,TRBV23-1,TRGV8,TRAV8-1,TRAV12-2,TRAV22,TRDV3,TRAV18,TRAV1-2,TRBV10-3,TRAV8-2,TRBV10-2,TRBV12-3,TRAV27,TRBV5-5,TRBV6-1,TRAV3,TRBV3-1,TRBV9,TRBV12-4,TRBV14,TRGV10,Diagnosis
RNA336_FPKM,3.984693963,8.504241265,1.754236303,0.0,1.363604316,5.190070901,2.884496086,1.869097013,0.995529963,4.617557122,3.019171964,8.346782346,4.595067609,3.296675047,1.864571759,1.102506616,4.239236639,5.476749253,5.050585583,7.900366985,3.358377521,4.035069172,6.649417916,1.58366726,2.403124731,9.470518145,10.62833293,2.782260782,0.954969234,6.408122501,1.195371605,0.408771131,2.223752722,9.658809796,17.46842275,0.555481701,1.151531571,2.238918348,2.17177378,2.678109153,2.488382616,1.933459879,2.002512017,2.020207737,2.147932258,14.16822767,6.906235196,3.003768026,20.05160546,2.278281709,2.28755424,4.460140402,1.164665743,14.82562141,3.340404282,0.44976537,6.767316672,4.918631194,1.344789286,3.108993052,0.0,0.0,2.242876817,5.47678417,2.940947988,2.012873707,4.149120183,9.349482841,2.368519416,1.29301774,0.713655223,3.710162598,2.559850257,6.241171852,0.397387631,15.93025427,3.140040588,3.812906429,10.37536126,4.84006612,1.204543254,0.805149483,2.900189818,0.0,9.965766971,0
RNA35_FPKM,5.637390204,9.048938174,2.895285871,0.955359466,3.123094487,4.589115166,1.36032155,3.525496189,0.402393253,6.532740413,2.989939448,9.933928992,8.125995369,0.3886633,1.231074847,3.11945607,5.652693979,7.652341882,2.994133955,2.060911443,3.761197314,3.45964522,5.400219013,0.853491166,3.021853876,6.947063043,8.617148541,3.561234925,1.441174864,9.281566717,2.818594825,0.96406717,3.565459145,7.122097056,12.61061863,1.222364411,3.620362235,6.070763743,1.15216753,8.998002956,2.133727914,4.194209926,0.188878466,7.076951458,4.235943358,10.65401001,8.684622605,2.266340013,6.169743587,3.711577297,1.930378954,3.154904434,0.659112985,4.481670574,2.700320015,0.212150025,2.127596512,7.60776107,0.792723326,2.565559412,0.0,0.7006974,1.789813025,0.0,1.49360954,4.271390309,1.565335278,6.322192339,0.957418431,0.0,0.841367712,6.077546761,1.005983134,2.223687417,0.93721973,9.774920075,3.309853636,2.115438818,6.092702738,5.563421868,1.514892248,0.379694147,1.458923323,0.0,10.26669802,0
RNA358_FPKM,8.807352196,14.04555473,5.723356138,2.558609602,2.952241849,9.422906199,2.862440512,2.360726167,4.131056703,4.957254611,42.51765874,7.530085221,12.81615102,1.301084259,3.061560795,5.291555695,4.984902743,10.24757072,10.02380363,7.64273094,1.590579499,3.011488539,4.199129876,1.714342169,1.011605798,6.910801993,8.713346742,2.008111372,0.0,10.11690019,4.781202607,0.7744423,3.089489618,8.650215298,41.67333534,0.935258191,3.636037428,3.181158997,13.54309122,6.976054383,7.714388395,5.128118327,1.011605798,4.009521453,2.712910038,10.39803832,8.140927868,5.31126541,5.3883762,3.400836662,0.608204713,4.506542437,1.470958762,4.321138493,4.821589477,1.988654333,6.267757674,8.448453973,2.97211066,2.454025261,0.0,0.0,3.26843804,7.061151807,0.571548298,6.355520646,6.497763734,15.81854408,1.709491362,1.866362334,0.0,7.152288639,2.155445631,7.006731215,0.0,11.63547387,1.399709959,6.515266572,9.395218475,5.730989716,0.760577604,1.271059238,0.244245394,0.0,13.74853929,0
RNA365_FPKM,6.041184748,5.234271685,19.3919311,2.985911446,5.906269952,4.098256066,0.520565426,1.771152123,8.624010111,11.66767953,4.958773496,5.272590465,2.660720161,0.780980464,2.355767145,0.835824597,0.554103457,29.47091723,3.646242529,8.069969193,1.856215003,3.707439836,7.934128843,0.285931209,1.518130391,5.583574353,5.889417862,7.030120621,1.447949181,3.758984037,4.531016519,10.07263995,2.528498126,6.877966894,23.97655116,1.169549491,0.484927695,2.298273662,5.316053951,4.440667876,3.143790392,3.908335591,0.505957723,12.21469005,1.973737663,29.51090093,11.63346346,3.795068755,7.90540349,3.663453358,0.760565926,7.043877613,3.23707794,7.204198314,4.220209187,0.568296353,4.274905034,4.971318135,17.20179917,2.700235807,0.0,0.0,0.871804076,25.22647085,1.429074882,4.873950131,2.72585946,5.571786337,1.282558434,0.933343187,0.676258083,6.907705585,4.311913722,9.812537317,1.506600287,5.577038291,0.700126016,2.833651337,3.462465892,55.41629463,0.0,2.543020431,1.709912343,0.0,17.04582934,0
RNA368_FPKM,8.519288055,8.688201657,3.409513833,0.328047971,1.892916334,2.994737293,0.0,2.724566858,5.113407805,3.141166973,11.00289771,3.862677064,2.790978931,2.202493106,8.154166472,0.857167101,2.557073108,12.41873991,7.853040364,5.390684412,3.671519409,3.386572079,9.872351453,0.0,0.389138537,12.88485883,15.58350756,1.738247005,0.0,3.780885329,1.548992325,0.0,1.945063929,3.925289346,16.34712556,0.0,2.984366632,3.127636966,3.825337909,2.927821447,5.496099839,2.442756293,0.0,5.188604979,0.948895719,10.79186132,7.830084463,3.308274663,8.153805897,0.805149045,0.585055336,1.950589679,0.452647794,15.33125856,0.927512122,0.655721769,3.288222303,5.735846424,1.470251749,1.510650931,0.219897956,0.240708488,1.005920428,11.42088259,1.538900246,2.11914328,0.806461055,2.057201043,1.972962208,0.179540214,0.866945634,4.744145881,1.243733137,2.560870759,0.965711592,5.222641606,2.692473792,4.141293856,3.614595635,2.645757724,6.438490078,0.391134119,2.06687161,0.0,7.896888791,0
RNA37_FPKM,2.030663974,3.333556816,4.320660525,1.720605604,0.992552972,3.801954005,0.0,0.952478102,3.188731038,1.882544955,1.846342167,2.835732274,2.536741787,0.419990344,0.380086274,0.674108221,1.042858788,5.581856281,1.764885895,1.199175951,0.855702252,1.121609728,3.200227706,1.152734432,0.203995422,1.28699454,6.461267339,3.038178364,0.0,3.032256946,0.0,0.0,1.133141212,2.50584843,9.671085592,0.943393509,1.956189745,1.42617042,4.150182497,1.194062194,2.53616084,1.970644349,0.0,6.912392633,0.59697146,6.049295178,2.580785371,1.836815026,1.159538559,0.844413304,0.613495166,1.818367286,0.474825879,1.355968932,1.702173766,0.0,1.149421977,3.609390703,0.685294737,0.396080003,0.23045016,0.252259324,0.0,13.02434036,0.461142136,6.325341851,0.845663526,3.775571724,0.344862761,0.94117376,0.181741376,3.383325311,0.0,1.837569139,0.0,2.738665643,1.317682751,2.971611807,2.194632946,3.083166111,0.409248903,0.205041553,0.196961098,0.196961098,15.46991821,0
RNA379_FPKM,9.601830121,7.108835612,8.081008536,4.546452966,8.559159311,7.586656721,2.628505793,7.285358616,4.636197138,9.490769594,0.641884357,9.014282348,4.342245765,7.301263703,0.528454965,0.624942529,2.900782334,5.175194584,3.068052277,14.7723392,7.437918371,3.119720964,13.09045137,1.92380326,1.13540865,4.176193333,39.64476628,7.887497055,0.0,9.7318976,6.777870928,0.0,0.315298372,6.471947843,86.50932206,2.62415076,13.33071544,3.966846622,5.836048453,4.033307226,0.96190163,3.836749047,3.406225951,25.77199533,1.937462827,8.141563114,7.178535176,2.554746702,11.08663469,2.348708132,0.511932309,2.212670615,0.0,2.155352014,11.83714709,0.637477193,7.673796395,5.019549634,14.05760715,7.160793777,0.0,0.0,7.336353576,7.116107704,0.96190163,4.755130245,8.468756276,89.01576603,1.438706317,0.78536439,0.252955285,7.196419617,2.418914081,7.077246852,3.098582905,7.61750938,1.570728779,4.450628895,4.994514474,11.14844409,3.130281963,1.141231259,0.0,0.0,18.03785876,1
RNA38_FPKM,4.34386653,3.307175346,0.831387755,0.480059381,1.661744011,1.076240265,0.390646557,0.442965292,0.404397848,2.407409337,0.143060143,3.767736204,1.088915181,0.585899245,1.060463716,0.836159202,0.554325281,4.037847739,1.778227045,0.478003452,1.790595819,2.781736273,2.801372058,0.0,1.328827266,2.194421379,4.41881176,0.376800856,0.0,3.037162643,0.566567544,0.193727276,0.843265371,0.665934398,12.47006837,0.702058198,1.273594837,1.989646792,0.257322896,1.586626653,0.857846329,0.549821705,0.0,1.231034626,0.925532214,3.44831887,2.836819685,1.138916389,14.42404296,1.374407093,0.57065023,1.902508058,0.220745621,4.324151785,1.809396846,0.0,0.855381253,2.610894202,3.505435437,0.736813555,0.0,0.234672789,1.47183041,4.109993116,1.286614479,3.49794519,1.41581995,4.514836627,0.0,0.0,0.0,1.110585135,0.0,0.788790149,0.0,4.730344805,1.225647737,0.637793178,0.742325875,0.143335788,0.570914609,0.190746857,0.91641367,0.0,1.162678833,0
RNA383_FPKM,4.726709281,15.06928892,13.26874575,1.04484516,1.20559057,31.11650399,0.425068241,4.337748922,6.307396256,3.810390111,4.204134799,6.149656395,4.344659211,1.062571704,10.00100844,0.454918539,1.658645845,6.904400763,6.697856127,1.386999226,3.030966947,2.459448174,5.143882578,0.2332502,1.445894946,22.79299443,10.96262321,1.230007594,4.334088264,5.193324421,1.643981316,0.632522967,2.523209118,45.10387012,20.68724254,0.763919811,0.197891979,3.175241134,2.006733564,2.417018418,7.700297104,1.794930588,0.206474029,8.781645903,2.215653778,5.924668966,3.324286328,2.272175558,3.667163871,1.709046539,1.614484384,6.670741748,1.681871866,0.980241693,4.676053061,0.0,3.722794936,3.449800645,1.213684837,2.00415752,0.0,1.277097221,3.737082323,18.47705156,0.699967779,3.460169394,10.95571922,4.002944441,0.698064655,0.190441928,0.0,6.848111728,0.880168478,3.862455999,0.410002531,5.345110258,1.333625456,2.776087538,3.432594657,4.368330012,2.070791914,0.622791844,0.199354235,0.0,6.325769364,0
RNA385_FPKM,2.423035283,6.924299075,4.938287369,1.140629435,1.184461416,13.25920997,0.695985732,0.631450556,4.900115026,3.119805338,1.019985937,15.84391133,1.681720335,6.403393518,4.409256689,0.744861134,7.407383047,5.618920844,2.047405426,1.817058733,0.850869787,1.610993779,6.738767399,0.611433391,8.794447879,3.554703429,7.432774983,1.611267344,0.387135402,15.46259206,3.36523954,0.138163377,1.352232155,4.746012595,89.75476801,0.250136589,2.204452726,1.890791114,4.096232256,2.261692569,4.126841072,3.527127714,0.270555902,11.11439182,1.187407838,4.268875982,3.421676624,1.758942187,2.594227993,0.559808408,1.301482252,1.20535004,0.786856273,1.669504449,1.612135828,0.30389087,1.828881037,4.652373599,5.564894177,2.494255145,0.152895494,0.0,1.049094397,6.937976668,2.292689485,5.439638556,1.345561524,1.66855846,1.486002883,0.124834674,0.843818266,12.26975273,2.594227993,2.811177566,0.402816836,7.780443631,3.119775009,2.27303786,3.042011135,1.941578186,4.476314968,0.544018941,1.306385929,0.0,21.75348124,1
RNA386_FPKM,8.727473447,7.347377682,3.612086494,0.56886636,3.500573292,4.55415972,2.545638782,3.936095187,0.95841615,7.001821802,13.22547899,8.258999328,11.18251882,2.082857145,4.60734073,0.743041734,3.447995713,9.113249591,11.66949147,2.643278872,4.243451445,6.180037303,7.67601114,0.508126235,4.048599082,10.40071635,8.377262689,4.464229478,2.145219761,9.25394076,6.265827823,0.91833231,3.247048667,10.84867019,53.04706852,0.831697186,3.018120375,4.243528365,3.506444094,6.2037928,2.286941131,3.474706987,3.598803665,3.727745407,5.044511197,18.06392314,11.11807667,6.522804123,22.84110502,1.86112274,4.327395818,7.264031864,2.87800705,42.05676149,2.143968141,0.252730814,6.333946278,7.955142056,2.643278872,1.964278644,0.254187475,0.834456964,2.32528599,4.100962316,10.41770704,3.767885991,5.778560295,11.68987681,0.570092365,0.622406723,2.003830277,4.386494139,4.312638153,7.477220505,1.116057369,14.22776931,5.186384246,6.045990158,12.09315605,6.795428886,2.48053293,1.582467858,4.560526349,1.085819362,8.782479811,0
RNA39_FPKM,6.073047857,15.35590468,6.45317427,1.774426755,2.252031887,2.727527006,1.515903142,2.946765826,5.082128761,11.16283628,1.745324713,4.386524789,4.628493093,0.433083666,25.67367689,1.390490534,2.304772181,6.822341452,2.73001461,2.29673175,2.867844191,2.313348873,12.23066323,0.475518377,0.420930808,4.64524743,10.38719119,3.342083724,1.606091397,5.292191716,0.837588207,0.644659749,5.142271271,3.507097125,21.53396174,0.389162445,3.83293989,1.323643447,2.140002263,3.518586102,3.804389254,2.438702753,0.21057262,14.56033545,2.873428344,8.653412317,8.22678908,2.946730088,6.427353352,1.088533563,1.771653672,6.797672886,1.713825214,4.395210069,3.761892588,1.418380029,4.267609045,4.342549603,0.883413748,2.654885463,0.0,0.0,3.808081959,13.55158433,0.951036753,6.875652221,2.965470482,6.860225534,0.711227917,0.194222276,0.0,7.18357086,0.896765634,3.644323401,0.0,5.850319941,4.27111002,1.650168849,15.22614659,5.405269896,0.844014715,0.423089427,1.422559353,0.0,13.53654134,1
RNA392_FPKM,2.324838289,11.95890489,2.558620911,1.181993291,0.681919206,5.677600946,0.480786622,1.36307483,2.157245881,1.885802488,0.352268659,5.101651329,6.032061995,1.682868362,2.175739397,1.029099454,2.046864039,11.59789526,2.188970085,2.353674494,1.469590589,0.642087477,2.801881709,1.055790794,4.206104258,13.0154018,4.351478793,2.782698706,1.114338547,4.539822542,3.02233433,0.238629524,1.297431,4.918164988,29.44260924,1.080172507,1.343831003,2.612501188,2.059019699,3.710930931,10.55891972,1.804942323,0.46729516,4.37794017,1.367231046,7.819395124,4.297985825,1.635645015,5.310033625,1.933526605,0.421493006,2.862556884,0.815470149,9.536945724,0.278521998,0.0,2.895459837,3.214118956,0.392247758,3.854354287,0.264074171,0.289065417,0.805185507,3.062188971,1.319864965,2.544443859,3.09854792,4.734350589,0.987054187,1.50864199,0.208258494,3.645803896,0.497770932,3.39859772,0.0,8.286600185,3.232892774,2.355292996,3.654895677,3.529812277,1.171337962,0.469691546,0.676880394,0.0,13.95451286,0
RNA409_FPKM,10.60552654,12.34801621,2.814536228,1.147132816,2.426772196,7.347579893,0.700021994,6.085781886,0.483167354,12.81306327,9.745451197,9.003110552,9.324450614,0.93343939,6.124292582,0.998989909,3.807863526,10.56778587,12.09382459,5.711288011,3.09028221,6.439494226,8.995352357,1.02490031,3.402116333,10.24939612,10.55887372,3.376277475,2.163156124,8.812862707,11.28245136,0.926146895,4.28160327,15.11611775,37.6142462,2.096832941,5.651665265,4.912840515,2.562124401,5.118258254,11.0173624,3.065757573,0.907245938,2.778319769,1.990361042,16.26334782,8.864551052,3.628760016,12.56282787,1.407432083,1.499983428,2.020684134,1.846732307,18.29789291,8.106904258,0.764207392,6.387030947,6.016198299,0.761542629,0.660169257,0.0,0.280542675,3.321771328,2.19681098,1.02490031,2.469584501,3.571209949,8.391219604,1.532932792,0.418297298,1.212310817,2.654032893,4.348744517,6.754460692,0.675211088,9.347248782,3.765501135,6.604374552,8.20329249,6.509542035,1.364237236,1.139929322,2.189795978,0.0,10.41880997,0
RNA41_FPKM,4.38136045,4.795155604,2.37603977,0.0,1.489948798,4.497063384,0.0,2.903980359,0.0,6.843251126,3.031017909,1.900192583,3.112032577,0.787915895,1.24787954,0.632475647,1.257884527,4.266721943,1.793634928,4.339420614,0.401408302,2.104311499,6.357631572,0.432641801,4.40371433,15.49388048,6.239670638,0.950096292,0.0,3.063475295,3.047966323,0.195402671,1.700989704,2.18285772,21.2380076,0.354072417,3.670158159,2.140639449,1.038207863,4.640892704,5.407443003,2.957878648,0.76580601,1.379735423,1.120205624,9.153086449,3.081442892,0.957367437,1.631603843,0.396112678,0.230255682,1.49249229,0.668134511,1.090369639,2.509455003,0.645161405,2.588061268,7.524284145,1.767902989,4.272910934,0.0,0.236702289,1.979440267,1.200015546,1.081521715,0.801897511,2.380140913,3.204629352,0.323548933,0.0,0.0,0.373449514,1.223702882,3.049922292,0.380067607,7.156857576,0.883030671,3.431139232,2.433260351,2.60302116,0.57586018,3.271623991,0.554584558,0.369770209,2.63860934,0
RNA418_FPKM,8.997231403,8.53402638,3.227299592,0.847032827,1.759183914,5.208265309,1.447372933,3.282435044,6.421936907,8.109319541,17.11859161,7.977313692,6.340462978,1.240576577,2.619710629,1.327695719,3.667463901,23.816086,7.819737285,5.397859549,3.159387148,6.441982813,7.784982897,1.816249276,3.014313248,8.659057158,9.542918881,5.584100143,1.150023542,7.349272331,2.199314569,0.410361518,0.223199466,10.04525397,27.48507091,1.857878606,4.044671074,6.459355765,5.176055936,5.374840959,2.043086794,6.014994559,1.406757876,4.489131969,1.763559994,12.68092596,9.933520088,1.406757876,4.852136291,2.286358682,1.208190995,4.028349511,1.402550967,2.098135449,6.225351774,1.580083345,4.301058733,9.871627662,2.024238441,2.924779191,0.0,0.497094079,1.385139558,6.984461305,0.680955163,1.346663459,3.997121995,7.435096025,1.697716657,0.741366713,0.537026004,4.703081352,5.351706834,3.897031019,0.0,13.48248726,2.038893977,2.926025038,7.85795239,7.892790482,2.01468166,2.423895774,2.522435377,0.38812518,8.769977587,0
RNA431_FPKM,6.436972538,4.900957019,3.285557778,0.474174224,2.736137165,1.594889992,2.894129338,1.312756344,0.0,3.243127287,5.513476547,1.395776301,5.916882129,1.736422955,4.452707919,0.619356781,0.821389445,12.82193502,8.918829679,5.666836589,1.179374684,3.349308183,2.075699443,0.317710395,3.094155063,5.616839271,18.85829493,2.233347502,2.146404534,8.358623337,3.358523846,0.287097675,1.561846002,3.700212341,36.35239462,1.300310469,2.426449317,3.144999157,2.923535654,4.702410786,7.308839135,3.259257131,1.125219724,5.878397848,0.0,11.56487278,4.527124367,1.406458262,14.58277495,1.745586137,1.014688874,7.518217861,2.61772185,24.83055286,3.351560114,0.63177941,4.436061521,4.421916107,1.180581668,5.731871697,0.0,1.043661276,5.089398166,4.327403069,4.44884556,2.120550792,2.564289185,4.460304587,1.425812814,0.518802386,2.004936962,3.017186032,4.794414475,5.065384814,0.558205099,10.24514963,2.075699443,1.575233254,4.399861663,4.461803787,2.538152866,0.565361575,6.51825785,0.543081316,12.27606884,1
RNA44_FPKM,5.715098283,11.39275179,5.091732642,1.210573347,1.596331285,5.150750883,1.266434922,2.15419258,1.748230816,9.697579516,55.3656527,7.125735013,4.511321755,0.0,3.056354663,0.90365703,8.6858608,5.818472154,4.582653359,8.265725143,4.94556663,2.254727595,4.541286637,1.158809233,3.07734799,13.36731676,9.742020531,2.646653954,0.0,5.861375283,1.224648998,0.837765372,0.455551848,10.61456857,7.511704475,0.948365104,2.359470441,3.870488097,16.87184502,9.773778995,4.403285351,4.159685018,1.025782663,9.313261128,2.200543555,14.51471357,7.310743189,2.25667987,6.118807856,4.031504002,1.850184681,4.797818515,0.0,13.43565559,4.64419458,1.382555029,4.621680799,5.038726121,3.443993401,3.383985679,0.927094821,1.014832501,2.827967721,14.26035786,4.403285351,30.24319199,4.250426474,8.493682563,0.520036641,0.0,1.462094336,1.600302258,1.529664692,5.257023203,0.0,10.42102798,3.784340984,3.906086327,9.225146732,4.803397741,2.26245143,0.824876674,0.59432759,0.792369219,5.183311577,1
RNA442_FPKM,5.850758895,13.02722952,3.996584117,0.0,3.550315419,5.748088657,1.669053122,0.709636764,1.727946575,5.844726575,23.99936949,3.421007079,4.45914244,1.043231723,11.51724766,1.563005398,2.664389411,10.2698038,6.429160785,11.06371142,2.125315172,4.643007092,8.977542202,1.832591468,5.069405703,14.70421046,12.46135998,1.609896808,0.193380335,14.59998425,2.622793213,1.242058865,5.854635561,8.180082328,49.57114465,6.186594988,5.247348828,2.408730474,5.497774403,4.237115214,7.101318846,2.936795963,1.622217447,4.09125917,3.756856794,13.76513131,14.45253748,3.649941617,4.031965558,2.306984676,2.804061964,3.838914194,2.122814709,4.041863838,2.657590249,0.683203303,6.852523914,8.167983745,1.702072536,1.770763755,0.0,0.0,2.795205447,10.51372033,1.603544443,3.736686074,5.713732753,8.931267575,0.856619152,0.374020318,0.541904438,7.316189661,1.943990644,3.791812139,2.213537195,13.99311285,2.24429767,5.450650623,21.21011986,4.9010346,2.642916946,0.611379366,1.174755183,4.307313012,11.79902427,0
RNA454_FPKM,5.749240963,4.650819479,3.301322365,0.423522292,0.733133904,1.627967194,0.516897286,1.465723686,0.892179635,4.924397095,9.470119748,2.992162489,1.441233968,0.516897286,2.105365536,1.383379659,1.283838034,4.071782726,2.896654255,4.217875751,0.526571834,1.150661585,3.476134462,0.567544282,2.763747667,2.112429281,3.976947773,1.994774992,1.19825586,1.722757805,1.249957255,0.512859026,1.11605683,4.406595024,11.36408282,0.0,2.167136651,1.053308248,3.576247389,1.469980862,0.851449462,1.213012706,0.0,13.57848052,1.469915241,2.642412404,2.888193513,2.512433643,2.319432883,1.039493565,3.172182628,1.119227446,0.0,1.192453168,1.19747131,0.56429188,1.698005537,1.974777248,5.483396642,1.950336936,0.0,0.0,1.082380568,7.730276642,0.0,1.893929253,7.079471511,2.434582215,2.12257325,0.695183443,0.671484008,3.184892914,3.211696149,1.740060049,0.0,5.538388605,0.463383214,2.81392568,7.859481693,3.036184807,3.778407024,1.262777329,1.455433318,0.0,10.38755924,0
RNA457_FPKM,2.921877526,5.916058195,2.036653965,1.114136144,1.713974807,1.783965352,0.755457632,0.514010069,1.25132581,2.708752342,1.549718888,2.040136258,2.66751995,0.302157413,3.418168891,0.323376333,1.071899204,4.908364344,1.587204468,2.958166369,0.769597213,1.882836032,1.625251405,0.331763615,2.055749545,2.006212482,7.383235523,2.331584295,0.0,3.859845856,3.944596644,0.599593617,0.978373721,5.665958479,8.697469014,0.407328734,0.985211081,1.641668086,1.492950345,1.841021813,3.981163385,1.84314595,0.0,2.539455321,0.572746142,5.615706075,4.220085346,1.762071039,3.128314526,1.366948039,0.971158407,1.798850231,0.854093049,8.501803014,1.399659265,0.494863562,2.646482173,3.318113104,1.232569321,1.567315053,0.0,0.0,1.391637981,1.422327333,0.995290846,2.459871251,2.068839757,1.940312877,1.98486163,0.135495079,0.39251678,1.145492284,0.625662905,1.423770003,0.437233881,7.740534771,1.48987125,1.151289521,4.737000003,2.107289363,0.736136465,0.442839444,1.417758307,0.425387643,7.30759491,0
RNA466_FPKM,5.565772351,9.250184834,0.907523198,0.349402838,1.410858851,3.691757249,2.98444943,2.417284509,0.882862242,4.538761855,2.967651982,2.467544088,3.763851294,0.852670965,2.315154192,0.45638292,2.873703968,4.40736783,3.881902845,1.043554512,3.908938157,2.656717834,3.439865578,0.702108006,1.035979075,5.661541951,6.945279674,1.850560596,0.988087099,3.078248027,1.443086592,0.211552499,2.991045533,12.53739822,20.08205592,0.383189433,3.375999296,2.46129004,1.872524715,3.117148978,1.404437917,2.400689445,3.729446099,5.225600337,0.808128452,5.744845429,5.954601138,1.243214177,10.74109537,2.785855075,0.872049259,2.076623396,0.482113708,10.42292846,3.456155723,0.0,6.534915132,3.460610808,1.565249326,1.206287023,0.0,0.0,1.785071638,4.01379422,2.574765864,2.256066396,5.494752862,5.475556821,0.350155861,1.719932789,0.369255272,2.828545356,1.986335422,6.026900528,0.205661164,6.751810326,1.911076695,2.552696443,4.658470495,5.633839582,1.246393753,1.041291789,4.801189232,0.0,6.821214568,0
RNA471_FPKM,4.682499746,6.17985071,5.759736244,1.750387594,1.750459529,2.578551874,0.427288497,1.291931178,3.145670035,4.787824889,18.7832144,3.159542043,3.705769321,0.284906554,1.933325965,0.609675387,1.717839159,5.608523863,1.595914984,2.556256074,6.964137997,1.901706147,4.596363052,0.781821205,3.875932197,8.728620055,2.577854028,3.846494738,0.0,3.322227598,1.928128707,0.423950306,0.922362139,6.191016842,22.3610193,1.663762241,2.388085938,1.837744508,7.662443069,1.735458915,0.938310764,1.470162052,0.553684791,6.483579483,1.079823074,6.088030659,4.933027387,0.692071322,5.210025227,0.859086636,1.331560969,3.699775521,0.483076906,1.182544195,1.649356452,0.0,2.806687209,7.88778417,2.672417788,0.671514748,0.0,0.34242712,1.192611589,15.85290051,0.469155382,8.580038443,1.835470933,3.902044628,1.286391796,6.383851783,0.246703175,1.754813906,0.0,1.821510016,0.54947959,6.766221341,1.659847507,1.240253931,6.089389151,2.8229632,0.693841326,1.113048399,0.0,0.0,24.37579784,0
RNA476_FPKM,8.445202111,11.49128694,12.8951544,1.353837772,2.231568414,15.79378518,1.180093079,1.873614774,3.747158783,11.37375232,17.46747906,4.325783775,5.04495524,1.180093079,2.34983758,2.021050883,3.851828023,13.01339888,1.487798751,3.273782944,3.366494995,3.992253718,2.116051931,2.591706256,1.376466871,5.786571578,9.185453182,4.781044424,0.437537607,9.438895702,2.967283192,0.46830197,2.547654591,7.645121213,34.58880962,1.272582579,5.936867251,4.809208935,7.049377976,5.944210273,1.554971221,2.215078992,0.458744787,6.447295464,2.237119579,15.35405695,9.757799507,1.376466871,5.865110916,3.796562228,1.241353559,7.409109835,1.6011128,1.959715546,3.280091268,0.0,3.101005825,4.282417522,0.770336311,1.558253871,0.259249425,0.0,2.569471599,13.7249201,0.0,5.188416037,3.422251672,14.55074708,1.162877184,0.21166953,0.0,6.040245536,0.488662925,4.607785622,2.732025385,10.77420734,2.327721462,2.312464344,8.970793723,4.678571687,0.9200692,0.691762838,1.107427249,0.221575247,20.37505205,0
RNA483_FPKM,4.559863652,11.09005704,2.230435632,0.429235197,1.816289083,3.574493437,2.270413154,3.56471409,2.531409966,4.696860788,1.919404467,6.064376263,5.031005126,0.698648469,2.05469694,0.560658334,3.965182126,14.44277314,2.935537992,9.688932388,1.423291148,2.798467136,4.540351036,0.0,1.01848974,3.211109743,5.847886175,5.053621888,4.533133174,4.849922355,1.85777792,0.519776997,3.769991063,3.721528787,5.484012763,0.15691381,1.626830808,4.863003826,1.380650504,7.377506189,1.150570542,2.458350549,1.357935942,4.892672226,0.827653041,11.19820215,6.24428974,0.339446202,14.58571247,1.053424744,1.122644939,3.402681631,0.592268151,16.4335058,2.224816111,0.953342471,1.720811336,6.837456507,0.71245508,1.811793318,0.575199904,0.419756818,0.877468084,5.60944532,4.410378133,5.26059846,6.752483256,4.934459005,1.147221744,0.469633804,0.302415707,4.303618964,2.892993963,2.703889067,1.347622504,8.459780935,2.818221022,2.471506891,7.135182188,4.102702893,1.191251748,1.19430624,2.294479969,0.327741161,9.617031561,0
RNA488_FPKM,5.134815564,5.017721788,4.574790579,0.0,1.972260987,1.492875904,0.568864799,1.93536517,2.225301425,3.187729136,16.11835825,4.207193325,5.463231836,1.32759698,4.805504352,1.82663679,3.767443821,9.522038573,5.047186157,10.52103872,0.579512001,5.571012385,2.72022858,0.0,0.737262063,5.423907056,4.633843448,3.292570619,0.0,8.215564168,2.200737102,0.564420542,0.818715945,7.112336641,20.04867688,0.511173321,2.120025472,1.931957052,6.913144655,5.392178638,4.58089949,2.135690685,0.184360307,10.49291592,1.977167109,4.758166078,4.02590802,2.580506801,9.293591613,2.097153503,0.886523707,2.463325051,0.857586731,1.924506484,2.854983057,0.0,3.322118237,7.967956087,1.856724664,2.146263411,0.0,0.455957352,2.064372364,6.616350455,2.082282241,2.778985886,5.193789727,4.221683335,0.778612002,0.0,0.328496547,4.673256428,0.588960566,5.234058287,1.097582808,7.596443125,1.190151645,4.128868214,4.50468789,3.758859522,1.478295286,0.555737149,1.067845342,0.0,12.70110828,0
