,Y_RNA.226,Y_RNA.418,Y_RNA.322,RN7SL481P,AC004079.1,Y_RNA.387,Y_RNA.213,Y_RNA.398,RN7SKP292,RN7SL172P,Y_RNA.510,Metazoa_SRP.55,Metazoa_SRP.24,Y_RNA.464,Y_RNA.680,RN7SL648P,RN7SL128P,Y_RNA.655,RN7SKP80,Y_RNA.206,RN7SL263P,Y_RNA.237,Y_RNA.172,Y_RNA.31,RN7SKP173,Y_RNA.465,RN7SKP97,RN7SL145P,RN7SL382P,RN7SL473P,Y_RNA.528,AC004079.5,RN7SL2,RN7SL395P,RN7SL748P,RN7SL285P,Y_RNA.396,AC093416.2,RN7SL1,Y_RNA.69,RN7SL833P,Y_RNA.462,RN7SL333P,Metazoa_SRP.48,AC005837.3,RN7SL5P,RNY1P12,Y_RNA.298,Diagnosis
RNA35_FPKM,5.807086951,6.170029886,0.0,0.495253235,30.48565711,0.813630315,13.33989328,0.725885869,0.7006974,0.733072858,0.661074631,1.115065642,1.26781436,0.0,1.542507471,0.245981258,0.0,0.0,2.35464038,1.898470734,0.510623163,0.78766339,2.620897651,0.655224413,0.235048758,0.655224413,0.0,1.750954427,0.78766339,3.218881751,0.0,27.57201593,124.6280188,0.0,0.0,0.560911808,0.0,0.409062755,58.68433703,0.0,0.0,0.0,0.74788241,0.0,4.090627549,13.14661491,0.0,4.487294462,0
RNA358_FPKM,16.52418204,13.42621974,3.509287371,0.994601482,49.57254611,0.0,8.038401582,3.887739931,1.25094471,2.290562252,1.770779103,0.298685632,0.0,0.0,4.130723676,0.0,0.325126655,1.101818109,1.050833368,4.236864126,0.683887102,1.054932232,0.877554246,0.0,1.57369239,0.877554246,0.297788678,0.670024526,0.0,6.631613414,0.847552391,40.34136999,618.3311019,0.0,0.0,0.37561981,0.918181757,2.738746424,291.4649605,2.631733125,0.698335421,0.0,2.336836237,0.0,3.83447714,12.35454788,0.944415522,4.005550232,0
RNA365_FPKM,17.50216185,14.46300857,2.633217316,1.658491585,35.97606191,1.090309114,7.148130997,2.917191732,0.0,3.273194614,0.885876155,0.597395865,0.339788114,0.0,4.131988069,0.658921685,0.325305342,0.0,2.803683889,3.390349185,1.367830533,1.055512015,0.878036543,0.0,0.944614466,1.755180773,0.29795234,1.340104239,0.351837338,5.306970735,0.8480182,31.46288382,541.1710358,0.340955771,0.956763848,0.751270558,0.0,1.095775841,292.553127,1.755180773,0.0,0.0,1.335592103,0.0,2.191551683,11.43164584,0.944934565,5.008979636,0
RNA368_FPKM,6.731446735,3.178661334,0.675261866,0.2551993,59.08488525,0.838511987,6.872480024,0.748084224,0.962622991,2.014201242,0.0,0.229833105,0.783722251,0.0,2.383821847,1.774081015,0.250178986,0.847828787,1.347901339,2.608132377,0.789127232,0.811750966,0.675261866,0.0,0.48426129,0.675261866,0.0,1.288702969,0.540930165,5.357843331,0.65217599,80.49558974,586.136512,0.0,0.245352382,0.866844308,0.0,1.685919824,280.1432986,1.349931916,0.0,0.0,0.770528274,0.540930165,4.214614821,39.68802892,0.726710389,0.770753443,0
RNA37_FPKM,1.568787462,12.50083806,4.248220916,1.872960432,43.9252263,0.0,12.97429631,1.568787462,1.009566695,3.696746693,0.713983979,0.481976871,0.0,0.0,5.000510036,0.531615685,1.049287352,0.888513395,0.847994794,6.154115301,1.103560836,2.553005604,1.416073639,0.707665536,0.25386097,1.416073639,0.961058986,0.0,0.567433763,8.027294005,0.683471843,52.41827166,68.53878588,0.0,0.771647996,0.302902294,0.74042783,1.768136145,33.44752608,2.123739175,0.563437751,0.776370928,2.693877461,0.0,5.304408436,14.70515766,0.76158291,5.65671888,0
RNA379_FPKM,14.18177351,22.02188156,3.938762752,0.74407873,31.63589865,2.444830114,15.03622017,1.09117966,2.10586666,4.77406237,4.967683181,0.335241944,0.761916234,1.09117966,0.0,0.369768523,1.459279315,0.0,1.179434154,13.31384712,1.534759279,1.184046014,1.96884549,0.0,0.706284255,0.984958631,0.334235211,0.376014612,0.0,7.070570667,0.951284832,36.8342227,1455.779996,0.382475345,0.715368297,0.842725532,0.0,3.688175311,931.8381069,0.984958631,0.783378663,1.080585682,0.749089361,0.394682005,4.303094235,37.78338156,1.060003098,3.371513794,1
RNA38_FPKM,7.295371572,14.72719518,1.975465594,0.99556079,48.87856765,0.817486529,20.11108028,1.459179785,0.939030524,0.736724793,1.328895875,0.0,0.254764637,0.0,3.100757042,0.24714709,0.243905817,0.0,1.314713605,12.72013505,0.769750387,0.791396533,1.317135735,0.65832986,0.0,0.0,0.44695597,1.005650933,0.263798844,9.457107905,1.272105453,57.47679767,260.6895087,0.0,0.478573434,0.281785129,0.0,0.82230021,152.8056285,1.317135735,0.524071613,0.72224538,1.503216243,0.0,6.166805804,40.10355311,1.417488934,1.503397354,0
RNA383_FPKM,21.43284407,17.71221309,2.149458578,0.812337188,50.80446265,0.889426587,13.13048322,0.793508033,1.277097221,1.603475246,2.168650172,0.0,0.831811025,0.0,3.373979164,0.538043189,0.0,1.799455554,1.144530034,6.228562554,1.116903447,4.306806587,1.433194689,0.716263888,0.771075617,0.0,0.0,0.547131756,0.574294326,7.582485873,0.0,57.51662955,1207.798503,0.278136836,0.520742765,1.533484163,0.0,1.341927178,676.1921975,0.716263888,0.284992322,0.785804072,0.817807472,0.0,5.368125073,31.2781425,1.542390475,2.453422417,0
RNA385_FPKM,14.55899048,14.36415745,4.224229652,1.773888586,23.91855814,1.165471579,13.85650239,2.08007242,0.501932651,1.225346657,0.473703005,0.958509941,0.363212033,0.0,2.210076946,0.176261583,0.347730864,1.178421263,2.248942053,6.34622662,1.097328622,1.692687768,1.408076551,0.469510943,1.010239049,0.938565608,0.159323533,0.537542737,0.564229256,5.321493319,0.0,22.67800633,1413.434382,0.182318682,0.34102223,0.0,0.491247561,1.172195507,829.0790024,0.938565608,0.186812453,0.0,0.714368306,0.0,4.395377078,33.54050579,1.515358574,4.821595461,1
RNA386_FPKM,12.96596062,11.02088672,0.780557999,0.589698339,60.50866233,0.969264329,11.12082192,1.728625525,0.834456964,1.746025462,0.787527267,0.265671849,0.0,0.0,0.918781812,0.0,0.578097716,0.980033933,8.723449336,2.260879123,0.607999322,0.938330361,0.780557999,0.780557999,0.280009695,0.780557999,0.0,0.595675012,0.312776787,2.359082001,0.0,42.56471419,1168.835744,0.0,0.0,0.334102477,0.816694944,2.435594812,921.8003957,0.780557999,0.0,0.856340329,0.29697998,0.0,5.358499314,29.38999468,0.840029085,3.562016232,0
RNA39_FPKM,2.426954351,6.016240596,6.571362601,1.10371155,14.56007792,0.907082056,13.37953106,3.235389739,0.780912756,2.450706184,1.473257828,0.248627913,0.847771725,1.61769487,6.876078794,0.822423069,0.540999596,0.917160746,0.874732664,3.526104449,1.137964667,0.878132629,0.73048201,0.73048201,0.785870933,0.73048201,0.49551014,1.114897815,0.585123676,8.002611558,1.410298091,19.91583094,42.62948202,0.0,0.795978597,0.625018472,0.0,1.367675933,25.93918932,1.460220148,0.0,1.601989094,0.833499474,0.0,3.646981018,9.767429376,0.0,3.333431852,1
RNA392_FPKM,20.65476482,13.35868191,4.053036664,1.531749642,35.92103082,1.006964146,9.902396296,1.79587944,1.155707904,1.511528525,0.818158369,0.276005233,0.0,0.0,2.862640002,0.608570441,0.60058919,2.035330032,1.942144453,4.697665644,0.947632552,0.974826993,2.431977346,0.810918029,0.581522866,0.0,0.275176388,0.618850347,0.324942331,8.884324055,1.565638486,40.43010271,3156.513669,0.0,0.294642242,0.34709749,0.0,1.012042557,2365.040235,4.053036664,0.0,0.889647935,0.925297778,0.0,3.036612598,99.30406113,0.87270226,4.626193364,0
RNA409_FPKM,20.91916413,7.409175159,3.147260245,2.973435341,16.56061084,0.977275032,5.606745832,0.871882627,0.280542675,1.173730718,2.381324819,0.267867554,0.608823122,0.0,2.778212288,0.295455242,0.582873284,0.988133644,1.884864874,3.799764407,1.226346233,0.946085404,0.787009097,0.787009097,0.846693269,0.0,0.267063147,0.600595783,0.315361801,4.162868143,1.519455998,11.64953315,1130.298595,0.305608343,0.285955074,0.0,0.0,1.964864131,616.9935531,0.787009097,0.0,0.0,1.496876887,0.0,4.91191805,32.95900835,0.846971695,2.694024037,0
RNA41_FPKM,52.24406624,3.909250366,0.664023235,0.753047928,37.52745166,0.0,6.76194658,0.0,0.236702289,0.247639028,0.669952014,0.678196778,0.0,0.0,0.0,0.0,0.0,0.0,0.26514002,1.283134229,0.0,0.798240697,0.0,0.0,0.0,0.0,0.0,0.0,0.798444434,1.506095855,0.641321586,41.40950861,532.8894757,0.0,0.0,0.0,0.0,0.0,286.4133918,0.664023235,0.0,0.72849151,0.252641837,0.0,3.31739981,22.21241558,0.0,0.75792551,0
RNA418_FPKM,4.633918391,4.923538291,2.091074704,0.79027238,16.99078314,0.865817708,9.226205074,0.77244521,0.0,0.260031061,2.109745014,0.0,0.269826752,0.0,1.641446072,0.261758842,0.258325939,0.0,2.783535438,4.03982629,0.543375251,0.838185228,1.394502858,0.0,0.500250231,0.0,0.0,1.330642785,0.279395076,2.371073971,0.673413773,23.36089897,442.7212354,0.270753991,0.0,0.0,0.0,0.870601231,228.4241606,1.394502858,0.0,0.764945742,0.265284214,0.0,2.611379425,27.48560195,0.750375347,1.591705282,0
RNA431_FPKM,37.83750564,20.67537022,2.927793138,0.0,59.45835422,0.0,13.90765234,2.161676609,0.347777625,4.002999289,0.984334885,0.996507906,1.133015838,1.080838305,3.446256507,0.0,0.361460679,1.224950079,0.779120191,8.482203167,1.901143582,2.345649087,3.903417095,0.975623956,1.050287697,0.975623956,0.993515389,0.744902075,0.390941514,5.163041503,0.942269291,55.51511569,1371.74768,0.0,0.0,1.253184184,0.0,1.218182399,1111.54201,0.975623956,0.77637681,0.0,0.371196994,0.390941514,10.96594222,70.42092744,1.04995721,3.341824491,1
RNA44_FPKM,6.307073605,13.40338868,2.135371695,0.537825426,52.0363829,0.883570343,13.0408569,2.365656877,1.268475722,2.654170323,0.717900904,0.484366875,1.377078096,0.0,5.026163596,0.0,0.0,0.893387792,1.704988358,6.186399203,2.495892092,0.85537129,1.423095597,0.0,1.276529536,0.0,0.24145616,1.358468932,0.285123763,7.262019473,0.0,53.24323849,73.44964411,0.0,1.292947923,0.60912804,0.0,1.777358579,30.93046688,0.711547799,0.0,0.0,0.812447816,0.0,6.220073,18.78952481,1.531521929,3.249514169,1
RNA442_FPKM,31.17202153,10.76438048,2.110070378,0.0,25.71682622,0.0,10.74179424,2.337626988,0.250723399,0.262307979,0.709636764,0.239395535,0.544378888,0.0,0.827909558,0.0,0.521175853,0.0,1.123382581,0.0,0.548133225,0.845524655,0.703356793,1.406713586,0.504630588,0.0,0.0,0.268511208,0.0,0.265817116,0.0,21.37977158,1666.872269,0.0,0.0,0.301058021,0.0,1.317336756,794.8843631,0.703356793,0.559713504,0.77164386,0.26760713,0.0,3.513310714,31.44857886,1.513891764,1.60564278,0
RNA454_FPKM,32.82931397,9.232905109,1.742812973,1.317618933,100.4205157,1.082583489,8.87273863,2.896597681,0.310773178,1.300224624,0.879599085,0.593186343,0.0,0.0,3.077635036,0.327292683,0.968698241,1.094612195,1.044003405,2.525239004,1.358510555,1.048032952,1.742812973,0.0,0.312746341,0.871815022,0.0,0.332821275,0.0,7.246749736,0.84200938,76.75345855,1166.10976,0.0,0.0,0.0,0.0,2.720901428,681.5174724,1.742812973,0.69344319,0.956457257,0.994791123,0.0,10.3388133,24.23882076,1.875598724,1.989271373,0
RNA457_FPKM,7.336443685,17.98780852,3.565940993,1.155069979,59.81875974,1.265076643,14.51988868,1.693209638,0.726321606,2.849634424,1.027874773,1.560461767,0.394253337,0.0,2.998222476,0.19131365,0.377449097,1.27913305,1.017064868,12.29956498,0.992515026,0.612610729,1.018778536,0.509605386,0.913743993,0.509605386,0.864352425,0.194545299,0.204203576,11.3582698,0.9839485,49.62204602,1999.879047,0.0,0.370167121,0.0,0.0,2.226250454,1198.203699,1.528383921,0.202765523,0.559081637,1.744354568,0.0,6.678481514,48.5954818,1.096399758,1.162848228,0
RNA466_FPKM,1.592865877,11.84453368,2.15603078,1.629899523,19.9070489,0.892705052,8.049042837,0.796432939,1.024819047,1.34027656,2.175281055,0.0,0.556412053,0.0,3.384037894,0.0,0.532696129,0.902623997,1.147942183,3.470972629,0.0,0.864214465,1.437808137,0.718904068,1.289218405,0.718904068,0.73162606,2.195051607,0.288071488,4.074620043,0.694326152,25.20644261,184.3704054,0.279162061,0.522419034,0.615425453,0.752186664,0.897637124,145.3273423,1.437808137,0.286042816,0.78870058,1.09383043,0.0,14.35921604,27.07344258,1.547355424,2.460924021,0
RNA471_FPKM,12.23548144,13.00019903,4.322042057,0.907330964,45.75089515,1.192850517,11.24341538,2.127886646,1.711792659,2.328168945,1.937896767,0.490352161,1.486605739,1.064209775,2.825957899,0.18022432,0.177860723,0.602750227,3.067765906,11.5946026,0.935489511,0.577101281,1.440680686,0.0,0.516815611,0.480066552,0.325974165,0.916526886,0.38492694,5.081489704,2.318734686,35.1771047,1708.913034,0.0,0.523462757,0.205483032,0.502291856,1.498850598,783.4516551,1.920747238,0.0,0.0,1.827064892,0.0,8.394284096,36.51316443,1.033803781,4.384736119,0
RNA476_FPKM,15.86985334,14.9885113,2.38750006,1.203167415,66.12617606,0.988566488,6.481928958,0.881956377,0.0,2.077671828,1.605606753,0.270962501,0.0,0.0,5.620573058,0.0,0.589599857,0.99955056,0.635434475,3.842867207,0.620096401,0.957016494,0.796102216,0.0,1.712936551,0.0,0.2701488,0.60752688,0.0,4.210933538,1.53699108,59.54056901,920.8950454,0.0,0.289259005,0.0,0.0,1.987552802,495.9747504,2.38750006,0.0,0.873393693,1.513856778,0.0,2.981077423,15.40880317,1.712647204,3.633808658,0
RNA483_FPKM,10.43746842,9.703738201,2.944394004,0.667539688,63.9305105,0.731114897,10.19056968,1.304538345,0.839700526,0.658727283,1.188061707,0.0,0.455694901,0.0,1.386071992,0.0,0.0,0.0,0.940583275,7.393396681,0.688256437,0.707781443,1.76632183,0.0,0.42242194,0.0,0.399588322,0.899273874,0.471854295,2.670555037,0.56864492,86.73134282,78.7387632,0.0,0.21392751,0.0,0.0,0.735154206,53.63242512,0.588773943,0.0,0.645936462,1.120257651,0.0,8.822832419,10.15718391,0.0,2.688738049,0
RNA488_FPKM,9.20871986,6.773778096,2.557581668,0.724874543,56.6707402,0.794167475,9.764215372,0.708521963,0.683714474,0.715305242,1.290522147,0.217678434,0.247497398,0.0,1.505609172,0.0,0.473896657,1.605983117,0.765856849,4.323200421,1.494983479,1.53764341,0.639550799,0.0,0.22942616,0.0,0.434049491,1.220526921,0.256273902,1.691687121,0.617685814,78.73305186,290.2236236,0.0,0.232376978,0.273747122,0.0,2.794554968,183.89945,0.639550799,0.254469156,0.701643109,0.243330775,0.0,15.56872105,16.88205461,0.688278479,3.64925221,0
RNA499_FPKM,7.493359521,8.75825867,1.352783489,1.278258293,20.98140666,1.679830047,5.508631864,1.498671904,0.964445011,1.261383596,1.364861913,0.0,0.785392792,0.749707462,2.388903077,0.0,0.25072184,0.0,1.620472094,1.306534481,1.581357251,0.813512353,2.029510579,0.0,0.0,0.0,0.0,1.291213614,0.542072816,0.76700567,0.653591121,29.51919136,359.4900928,0.0,0.0,0.0,0.708057048,1.267042516,220.0964087,0.67672709,0.0,0.0,1.286866093,0.0,15.20199788,27.38263053,0.728287249,1.544086204,0
RNA50_FPKM,7.283185034,3.869192049,0.0,1.242282397,28.40426614,0.81653129,7.362065053,0.728473994,0.0,1.716340368,1.326863346,0.0,0.0,0.0,1.548007238,0.0,0.0,0.0,1.575076976,2.539641789,0.0,0.790471781,0.0,0.0,0.471773634,0.0,0.0,0.0,0.0,0.248509523,0.0,28.17839175,34.66769643,0.0,0.0,0.281455861,0.0,2.462689415,23.3545908,0.0,0.0,1.442802862,2.751478858,0.0,1.231125646,14.57988468,0.707660451,3.001394842,1
RNA504_FPKM,10.09707942,13.20409207,2.453803833,0.927357301,41.94197949,1.305993068,7.137391032,1.165150678,0.499793262,1.830229921,1.061119368,0.0,0.135712799,0.388511149,2.063152095,0.131654941,0.259728629,0.880191466,1.259706944,3.046983462,1.092786105,0.421575928,1.051728931,0.701037451,1.006057049,0.0,0.356893001,0.133878842,0.28091217,3.44448863,0.338702028,35.51413479,472.1723134,0.0,0.509435575,0.15010658,0.366927197,2.188537029,208.5248159,0.701037451,0.278933915,0.384739196,1.467051505,0.0,8.097328163,10.61250552,0.754449828,4.00126467,0
RNA519_FPKM,9.064178339,3.502214085,0.743493895,1.124456696,45.32239475,0.923239672,8.32924496,0.823674609,0.53030371,0.277276601,3.001897787,0.0,0.0,0.0,0.875154272,0.0,0.0,0.0,0.89088723,1.436805779,0.869383056,0.893774576,2.231160055,0.743493895,0.533670718,0.0,0.504823652,0.567926608,0.0,1.405442683,0.7180753,70.14010151,753.1094734,0.0,0.0,0.318237917,0.0,0.928763956,383.7173865,1.48766616,0.295826796,0.815677768,0.282878149,0.0,8.823045828,40.06235245,0.800141049,0.848634446,0
RNA52_FPKM,3.071928125,3.916226363,5.545099274,0.0,29.48763692,0.0,16.93572769,3.071928125,0.0,0.413594863,0.0,0.0,0.0,0.0,5.874741208,0.0,0.0,0.0,0.0,0.0,0.0,2.666366885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.64002905,4.595038932,0.0,0.0,0.0,0.0,0.0,1.46707663,0.0,0.0,0.0,0.0,0.0,0.346398793,5.270555602,0.0,1.265850945,0
RNA521_FPKM,9.422947905,8.244964316,5.003107006,0.945507871,36.029424,1.242667487,10.18707026,1.108654327,0.535091836,2.425660738,1.009667333,0.170305333,0.0,0.554327163,2.355890444,0.0,0.185381543,1.256474904,0.599378488,5.315320191,1.559761949,0.601503943,1.000732224,0.500366112,1.076978489,0.0,0.339587812,1.719163297,0.401002629,3.214517346,0.483259578,31.58345217,604.9584366,0.194300243,0.545415151,0.0,0.52353121,2.186682844,224.0725911,1.501098336,0.0,0.548945346,0.951874927,0.0,2.186682844,8.102111591,1.076978489,5.140124606,0
RNA528_FPKM,7.67755959,9.970711189,3.080315257,2.037166054,77.63123219,1.912070638,6.271632866,2.55918653,0.82346065,2.297528872,1.553557393,0.262164452,0.29807739,0.0,2.719135688,0.289164777,0.570486649,0.967095533,0.614835435,7.437176719,2.100388449,1.851047107,1.539809098,0.0,0.0,0.0,0.783894973,0.587832527,0.308647511,7.857565225,0.743919641,63.01111023,897.4154688,0.0,0.279866875,0.659084955,0.0,2.403945978,393.1683065,0.77025308,0.306473937,0.0,0.878912546,0.0,7.691843802,14.90922929,0.828939029,4.395093152,0
RNA53_FPKM,9.280792226,17.09212568,5.026411365,0.422136369,33.41085201,0.693509749,13.64527289,1.237438964,1.393582681,1.041409029,1.690430013,0.0,1.512896267,0.618719482,1.972168348,0.0,0.0,0.0,2.453015048,4.31517177,0.870474305,0.671376459,3.35094091,0.0,0.801389043,0.0,0.189517679,1.279244334,0.671376459,3.377090951,1.078792943,34.38373506,0.210364624,0.0,0.0,0.239050709,0.0,1.743353236,25.75011397,0.558490152,0.0,0.612712496,0.424979038,0.447584306,9.762778121,14.15537655,0.0,2.549874228,0
RNA535_FPKM,53.12728303,5.81074757,1.41075031,0.0,53.90833596,0.875465922,7.897129275,0.78105293,1.256835904,0.789050112,0.711316061,0.0,0.0,0.0,2.490439416,0.529617226,0.522671426,0.0,0.563303127,0.680917939,0.274715168,0.84752552,0.705021229,0.0,0.506078683,0.705021229,0.0,0.269146618,0.282508507,2.931710199,0.680917939,39.02058666,1231.483614,0.547817131,0.0,0.603843883,0.737661101,1.320896044,640.4554873,1.41075031,0.28051901,0.773469892,0.536750118,0.0,3.522094837,24.32911132,0.0,5.63466431,1
RNA58_FPKM,5.023045172,6.226345064,3.022951949,1.142453412,70.32419115,0.0,9.231542478,1.6740886,1.346915107,2.536520327,0.762308202,0.0,0.292392187,0.0,2.668906788,0.0,0.0,0.948650207,1.207044418,6.568937258,1.177908863,0.908282113,5.289638284,0.755562112,0.271042916,0.755562112,0.512783896,0.576881883,0.605521409,5.997548074,2.919603165,60.65915403,48.10504504,0.0,0.274528999,0.0,0.0,1.415552772,23.41909853,1.511124223,0.300628587,0.0,1.150146701,0.0,15.09717995,13.30131118,1.626257497,1.724818558,0
RNA6_FPKM,4.003357576,10.20930512,0.723045781,0.819475997,49.64408248,0.897848057,13.24450395,1.601168135,0.257741871,1.347664927,1.458206694,0.246096907,0.0,0.0,1.701241143,0.0,0.267882535,1.81465722,1.154514121,2.094216436,0.281738528,0.869193332,2.891393772,0.723045781,1.037230147,0.723045781,0.490447897,0.827781497,0.579145921,4.370339771,1.395890169,59.70519233,70.23823532,0.280770355,0.787856344,0.309485505,0.756520122,3.158351506,37.14848469,0.723045781,0.0,0.7932444,1.10009258,0.289731111,6.317195811,16.02900744,0.0,4.949966121,0
RNA60_FPKM,2.454236397,14.77685287,2.21532843,1.674462291,13.90762623,0.916646153,13.53146554,0.817792156,0.526553037,1.652357178,1.490333148,0.754012387,1.142968878,0.0,2.607626172,0.554542567,0.547269877,0.92683111,0.884565769,4.992128419,2.014065604,1.775716091,1.477144359,0.73818407,1.059514008,0.0,0.250494895,3.101059629,1.479607891,5.302366138,0.0,10.35857017,61.47024605,0.286648797,0.268214791,0.632262548,0.772359259,1.843905594,25.95416551,0.73818407,0.587737016,0.809852427,0.562011154,0.0,7.837446825,14.29717391,1.589688691,3.371180934,0
RNA62_FPKM,4.997655078,4.424762827,1.503511703,0.284226042,20.82379273,0.933885566,6.888659702,3.331999956,0.804039145,3.084283991,0.758782023,0.255974658,1.745756226,0.0,1.769758567,0.0,0.0,0.0,0.900637488,7.261750543,1.171944812,0.904080708,3.759090544,0.0,0.0,0.0,0.255205966,1.435058214,0.301360236,10.79776616,0.726355441,16.99186554,43.32990403,0.0,0.0,0.321907525,0.0,1.877701633,28.41483974,0.0,0.0,0.0,0.858183195,0.0,7.979551753,13.49833942,0.0,0.858420066,0
RNA63_FPKM,5.087966253,7.722900273,1.968370517,1.735694173,75.59406232,0.0,18.70228501,0.726674716,0.467839266,0.244623172,0.661793045,0.0,0.761732426,0.726674716,2.316936129,0.0,0.0,0.0,0.524046104,2.534587089,1.278382468,0.0,2.624306986,0.0,0.0,0.0,0.667945551,1.001846924,0.788744214,6.694880971,1.267564507,78.2307977,11.12108207,0.0,0.715195718,0.0,0.0,2.048237104,6.694880971,0.655936469,0.0,0.719619622,0.249565054,0.0,12.2883717,4.850210821,2.118341604,1.498030782,0
RNA64_FPKM,10.32030441,5.483069018,3.992431289,0.502948423,68.55822458,0.0,38.61254317,5.160535547,1.897559351,1.48892652,0.0,0.226596054,0.0,0.0,1.566474777,1.74875291,0.0,2.506794096,0.26583,1.928303151,0.259413414,0.800317979,5.323241719,0.0,0.0,0.665751239,0.451596332,0.254155034,2.399844696,9.304938147,0.0,68.45170339,4.010175429,0.258521959,0.241896753,0.0,0.696573056,1.661674901,4.023587386,0.0,0.0,1.460015326,0.253299293,0.0,19.94053087,2.576753218,0.0,3.038011688,0
RNA66_FPKM,14.21789038,6.04288933,0.0,0.727514585,35.54472595,0.797053045,12.41164857,0.0,0.0,0.478531464,0.0,0.0,0.0,0.0,0.755539865,0.240969525,0.0,0.80590919,0.768646151,0.619930146,0.0,0.0,1.925016467,0.641874576,0.0,0.0,0.0,0.979927999,0.514166786,3.395221061,0.0,37.5060509,21.51182826,0.0,0.233221309,0.0,0.0,0.801077534,16.00600936,2.566891043,0.255393757,0.0,0.244214906,0.0,7.211214282,9.2616245,0.690779305,0.732644718,0
RNA67_FPKM,4.071005336,12.97729652,2.204991975,0.555446325,15.47127648,0.0,20.20249404,1.628220109,1.309913389,1.64464748,2.224679403,0.500236298,1.137841559,0.0,3.460934742,0.0,0.272411941,0.923173801,4.989370142,6.388822902,2.29105737,0.88388981,1.469720806,1.469720806,1.581994242,0.0,0.0,1.122465322,0.883560614,13.88895242,1.419473941,16.03836194,168.0508454,0.0,0.0,0.314718341,0.769311501,5.047864993,121.1124476,1.469720806,0.292555078,0.806656719,0.559186704,0.0,4.588828296,77.62265883,0.0,2.516809022,0
RNA69_FPKM,6.108116291,3.245353385,2.06765882,0.520859426,48.86649873,0.856137124,12.6294836,0.763808611,0.24576807,0.771107085,0.0,0.0,0.800155639,0.0,0.811546649,0.258832154,0.0,0.865649759,1.926499546,1.99696963,1.611347908,1.656776259,0.0,2.06765882,0.494403074,0.0,0.0,1.315481132,0.2762712,3.907114493,1.3310852,60.1566208,101.5052553,0.267726729,0.0,0.589912759,0.0,1.721292403,64.07614264,2.06765882,0.274325628,0.0,1.311051903,0.0,5.593868867,30.57018309,0.741985507,3.147009343,0
RNA7_FPKM,9.706974962,7.735245673,4.381024098,0.82785238,57.43466628,0.906418271,9.663704345,1.618076459,0.260202091,2.450770906,2.210070192,0.99401182,0.847698156,2.42674374,3.437624211,0.0,1.352693968,0.916489585,0.874656755,3.526253507,1.137972152,0.877490029,0.729947457,0.729947457,0.0,0.729947457,0.991026799,0.278662374,2.04828177,6.071086177,0.704991989,47.23119366,17.60265392,0.0,0.0,0.625165905,0.763741321,1.8232703,11.31431997,0.729947457,0.0,0.0,0.555703026,0.0,15.04354779,4.88388444,1.571845703,0.83317235,0
RNA72_FPKM,8.237082451,9.5479755,1.351925735,0.766260796,50.17174214,0.83894912,12.38585229,2.995443294,2.409583722,1.764512191,0.68164616,0.229952921,0.261453322,0.0,3.977912354,0.25363578,1.252064216,0.848270777,1.079629739,8.48675229,0.790041303,0.812174148,2.027539628,0.0,0.242363079,0.675613893,0.229262372,1.80624052,0.541729106,5.61994923,0.652515982,55.30996216,196.8078463,0.262351787,0.491214174,0.867848401,0.706892314,2.109831967,162.7242504,0.675613893,0.268818204,0.741207475,0.257051751,0.0,7.173951569,60.20047715,0.727089237,2.314262403,0
RNA74_FPKM,9.794757028,3.716407007,0.631320168,0.238592572,13.99273183,1.568764129,8.357892233,3.49779483,0.0,0.471146983,0.0,0.0,0.0,0.0,0.743116448,0.237007239,0.0,0.792657544,2.269576481,0.609736572,0.0,0.758927436,0.0,0.0,1.132619278,0.0,0.0,1.205321191,0.0,1.193227668,0.609736572,21.16230917,74.45456066,0.0,0.0,0.0,0.0,1.182854777,54.65517632,0.631320168,0.251194292,0.692613388,0.720864359,0.0,1.182854777,16.45097189,0.0,2.162593078,0
RNA75_FPKM,12.76004816,5.422875024,0.575803307,0.217611283,30.6239787,0.715008502,12.3116278,0.637899742,0.0,0.0,0.0,0.391962492,0.0,0.0,0.677768476,0.0,0.0,0.722953041,0.229914395,1.668353171,0.448729474,0.692189081,0.575803307,1.151606613,0.206558012,0.575803307,0.195392714,0.879503067,0.0,2.176579808,0.556117724,30.96714837,98.26537523,0.0,0.418429413,0.246461264,0.0,1.078438237,59.41745333,1.151606613,0.229104837,0.63170654,0.219076679,0.0,2.157262182,11.96108711,0.619674035,2.62962533,0
RNA78_FPKM,11.01091153,7.52075664,1.419788932,0.53657575,95.95004669,0.881846597,8.672764207,1.572903424,0.506107726,0.529492242,1.432465619,0.0,1.098877735,0.0,1.671209888,0.533010463,0.526020162,0.0,0.850474168,2.057129825,0.27671738,0.853702556,3.549737512,0.710159649,0.0,0.710159649,0.722775344,1.084028036,3.982670129,6.97568519,0.685880686,102.9037333,190.3902236,0.275766462,0.0,1.215425373,0.0,1.77277513,114.5626308,0.710159649,0.282563522,0.779107187,1.620567164,0.0,7.091431633,34.98719638,0.0,0.810586266,1
