,ENSG00000004777,ENSG00000011143,ENSG00000019485,ENSG00000059804,ENSG00000072135,ENSG00000074800,ENSG00000081791,ENSG00000083223,ENSG00000089116,ENSG00000102178,ENSG00000104320,ENSG00000107902,ENSG00000108984,ENSG00000110777,ENSG00000112335,ENSG00000112337,ENSG00000112855,ENSG00000112877,ENSG00000120451,ENSG00000120699,ENSG00000122126,ENSG00000124116,ENSG00000124614,ENSG00000128298,ENSG00000130300,ENSG00000130822,ENSG00000131730,ENSG00000132259,ENSG00000136040,ENSG00000137393,ENSG00000138472,ENSG00000139835,ENSG00000141376,ENSG00000143379,ENSG00000143457,ENSG00000145075,ENSG00000147206,ENSG00000147439,ENSG00000156500,ENSG00000160298,ENSG00000161921,ENSG00000164099,ENSG00000164932,ENSG00000167202,ENSG00000168122,ENSG00000168256,ENSG00000168264,ENSG00000168542,ENSG00000168675,ENSG00000169188,ENSG00000171711,ENSG00000172243,ENSG00000172922,ENSG00000173457,ENSG00000176728,ENSG00000177047,ENSG00000178125,ENSG00000179055,ENSG00000182141,ENSG00000182704,ENSG00000183617,ENSG00000183742,ENSG00000184454,ENSG00000188672,ENSG00000189067,ENSG00000197548,ENSG00000197888,ENSG00000198155,ENSG00000198363,ENSG00000198752,ENSG00000198771,ENSG00000198786,ENSG00000199636,ENSG00000200432,ENSG00000200478,ENSG00000200560,ENSG00000200680,ENSG00000200817,ENSG00000202440,ENSG00000204172,ENSG00000204267,ENSG00000204371,ENSG00000204682,ENSG00000206939,ENSG00000207308,ENSG00000207397,ENSG00000207443,ENSG00000213014,ENSG00000215492,ENSG00000220744,ENSG00000221783,ENSG00000221970,ENSG00000222312,ENSG00000222579,ENSG00000223396,ENSG00000223660,ENSG00000223744,ENSG00000224070,ENSG00000224205,ENSG00000224459,ENSG00000225071,ENSG00000225246,ENSG00000226080,ENSG00000226506,ENSG00000226578,ENSG00000226824,ENSG00000226987,ENSG00000227436,ENSG00000227930,ENSG00000228076,ENSG00000228784,ENSG00000229197,ENSG00000229299,ENSG00000229901,ENSG00000230166,ENSG00000230606,ENSG00000231665,ENSG00000232241,ENSG00000233828,ENSG00000233859,ENSG00000234016,ENSG00000235782,ENSG00000236327,ENSG00000236990,ENSG00000237007,ENSG00000237032,ENSG00000237470,ENSG00000241484,ENSG00000242362,ENSG00000242412,ENSG00000243319,ENSG00000244153,ENSG00000244326,ENSG00000247925,ENSG00000248444,ENSG00000249055,ENSG00000249142,ENSG00000249209,ENSG00000249506,ENSG00000249997,ENSG00000250219,ENSG00000250483,ENSG00000250892,ENSG00000251079,ENSG00000251813,ENSG00000252086,ENSG00000252202,ENSG00000252449,ENSG00000252563,ENSG00000253270,ENSG00000253605,ENSG00000254013,ENSG00000254054,ENSG00000254112,ENSG00000254219,ENSG00000254469,ENSG00000256450,ENSG00000257376,ENSG00000257835,ENSG00000258636,ENSG00000258910,ENSG00000259134,ENSG00000259755,ENSG00000259810,ENSG00000260874,ENSG00000261067,ENSG00000262136,ENSG00000262154,ENSG00000263485,ENSG00000263793,ENSG00000265724,ENSG00000265944,ENSG00000266071,ENSG00000266325,ENSG00000266502,ENSG00000267096,ENSG00000267567,ENSG00000268204,ENSG00000268297,ENSG00000269469,ENSG00000269707,ENSG00000270333,ENSG00000270432,ENSG00000271390,ENSG00000272592,ENSG00000272655,ENSG00000272664,ENSG00000274317,ENSG00000275234,ENSG00000277289,ENSG00000278955,ENSG00000279181,ENSG00000279400,ENSG00000279879,ENSG00000280152,ENSG00000280441,ENSG00000280767,ENSG00000281344,ENSG00000282973,ENSG00000283623,Disese Group
sample_11,2016,426,780,6732,634,12014,1290,1041,0,401,643,355,368,2,865,0,648,301,3453,456,1728,317,69,138,1,627,36,27,265,339,1316,866,1317,1332,468,300,0,945,376,338,163,60,8,851,0,620,3204,3,2318,125,0,45,392,76,0,0,49,0,744,220,392,3,36,74,590,828,0,365,6849,5429,19,27707,4,0,12,0,19,0,0,430,686,1824,65,0,0,0,0,3,13,19,1,0,0,0,27,1,0,0,0,0,0,4,0,0,162,921,1,20,0,0,101,0,44,4,0,9,7,0,0,1,0,0,0,0,2,0,4,64,0,10,190,0,0,19,0,10,11,1,2,0,0,0,1,63,0,0,40,0,0,0,0,1,0,0,0,202,0,4,10,11,0,2,14,1,40,74,55,0,34,0,0,1,26,0,0,41,0,4,11,0,2,0,1,0,0,120,0,1,6,0,0,1,147,16,167,0,3,22,0,0,0
sample_12,1943,598,844,4736,905,10990,1562,1341,0,465,1015,376,482,2,1424,0,683,319,4577,486,2399,196,89,143,1,698,34,46,390,531,1814,1113,2085,1481,810,413,0,1023,617,413,300,51,42,1049,0,751,3532,19,2182,179,0,109,973,121,144,0,69,0,885,223,639,11,137,43,971,1227,0,322,8818,6741,70,32363,6,0,4,3,13,0,0,440,554,2384,169,0,0,0,0,0,10,56,3,1,0,0,23,0,0,0,0,0,0,2,0,0,62,793,1,30,0,0,71,0,57,5,0,23,29,0,0,1,0,0,0,0,4,0,3,8,0,14,289,1,0,29,0,8,4,5,1,0,0,0,0,47,0,0,25,0,0,0,0,0,1,0,0,194,0,0,28,20,0,3,6,4,44,64,108,0,16,1,0,1,5,1,1,47,0,6,7,0,0,0,0,0,0,162,0,2,9,0,0,0,216,25,246,0,6,53,0,0,0
sample_13,1630,320,415,12840,510,18757,886,818,0,265,535,563,183,16,729,0,589,203,2465,318,1510,250,62,121,1,1089,27,32,186,218,772,755,1446,1056,370,292,1,1996,288,233,185,16,10,1337,0,454,3304,1,3591,76,0,20,250,66,131,1,37,0,828,643,404,3,66,66,1567,750,0,289,7136,4712,13,28947,2,0,9,0,14,0,0,344,252,1538,47,0,0,0,0,1,10,21,3,0,0,0,5,0,0,0,1,0,0,1,0,0,141,1060,2,27,0,0,69,3,57,4,0,11,5,0,0,0,0,1,0,0,2,0,1,31,0,11,217,1,0,22,0,9,1,4,3,0,0,0,0,62,0,0,18,0,0,0,3,1,0,0,0,140,0,0,13,7,0,3,8,1,14,58,61,0,39,5,0,0,17,0,2,14,0,13,5,0,1,0,0,0,0,99,0,1,2,0,0,0,158,11,225,1,4,21,0,0,0
sample_14,1523,472,594,10625,672,19668,1314,1075,0,322,779,475,284,50,924,0,600,215,3524,446,1742,151,59,122,0,872,32,35,276,375,1299,598,1767,1255,589,386,2,1377,382,273,186,20,28,1234,1,548,4106,1,3583,132,0,51,403,73,0,1,57,0,775,391,360,2,125,53,1472,928,0,400,8138,4613,36,23081,6,0,7,1,28,0,0,224,348,1697,71,0,0,0,0,0,16,30,3,0,0,0,19,0,0,0,0,1,0,1,0,0,120,709,0,25,0,0,57,1,65,2,0,12,6,0,1,2,0,0,0,0,7,0,3,38,0,20,267,1,0,26,0,8,3,7,0,0,0,0,0,37,0,0,20,0,0,0,1,0,0,0,0,193,1,2,25,26,0,2,11,4,29,42,40,0,39,3,0,1,4,0,0,39,0,7,22,0,1,0,0,0,0,124,0,3,8,0,2,0,308,18,156,0,4,40,0,0,0
sample_15,1487,424,766,1490,635,8985,1229,962,0,331,800,333,356,1,699,0,496,268,2709,300,1596,291,55,97,1,626,23,22,268,348,1141,680,1664,1196,414,226,0,591,321,303,124,47,10,730,1,462,1536,10,1326,100,0,44,458,44,0,0,42,0,742,125,312,4,42,68,411,817,0,232,5790,4514,34,22710,4,0,5,2,26,0,0,378,370,1762,80,0,0,0,0,2,8,36,4,0,0,0,19,0,0,0,0,0,0,0,0,0,96,351,0,18,0,0,121,0,49,7,0,10,13,0,1,3,0,1,0,0,3,0,3,30,0,23,284,0,0,19,0,12,3,3,0,0,0,0,0,58,0,0,24,0,0,0,0,0,0,0,0,166,1,0,31,19,0,4,12,3,37,53,46,0,40,3,0,1,20,0,1,34,0,2,13,0,0,0,0,0,0,135,0,2,5,0,0,0,149,20,144,0,2,35,0,0,0
sample_16,1412,523,834,2156,707,10553,1372,1083,0,414,855,291,490,14,1118,0,592,330,3486,477,1972,320,66,121,1,654,17,43,296,386,1299,778,1597,1280,680,370,1,820,477,317,162,50,28,807,0,584,2660,1,1830,144,0,25,639,58,129,0,65,0,739,167,361,2,60,92,643,1001,0,388,7953,5192,28,17464,1,0,8,0,18,0,0,388,234,1981,134,0,0,0,0,3,12,58,2,1,0,0,33,0,0,0,0,0,0,0,0,0,60,612,3,35,0,0,121,0,36,7,0,23,20,0,1,0,0,1,0,0,2,0,3,14,0,19,394,2,0,20,0,14,5,5,0,0,0,0,1,82,0,0,14,0,0,0,1,0,0,0,0,230,0,4,38,27,0,1,10,3,36,47,85,0,48,4,0,0,22,0,0,63,0,8,39,0,0,0,0,1,0,139,0,7,5,0,0,0,227,24,251,1,4,25,0,0,0
sample_17,1643,453,748,4008,639,15086,1166,835,0,406,577,351,300,9,844,0,572,226,2709,368,1581,131,62,102,0,898,31,28,250,336,1194,657,1687,1122,477,278,1,738,319,328,154,29,17,645,0,559,2434,0,3248,98,0,47,366,82,0,0,47,0,579,228,361,2,29,65,591,894,1,339,7016,4667,20,23891,5,0,14,1,15,0,0,360,433,1751,93,0,0,1,0,1,10,29,2,0,1,0,22,0,0,0,0,1,0,1,0,0,98,1171,1,24,0,0,136,0,81,3,0,12,8,0,0,0,0,0,0,0,3,0,2,26,0,17,251,0,0,6,0,8,5,2,1,0,0,0,0,59,0,0,28,0,0,0,0,0,1,0,1,179,0,1,24,13,1,4,6,4,30,43,85,0,24,1,0,1,6,0,0,27,0,13,10,0,0,0,0,0,0,111,0,0,9,0,0,0,162,29,122,0,7,28,0,0,0
sample_18,2233,566,838,13990,956,48423,1333,1340,1,428,844,902,371,264,1453,0,741,334,3629,579,2605,142,96,137,6,828,53,73,490,993,2033,891,2222,1673,959,345,1,1511,416,415,418,49,10,2421,0,895,5844,0,5084,175,0,40,562,165,0,0,71,0,933,1043,674,5,330,257,3548,1167,0,511,11918,6400,57,38670,1,0,13,1,14,0,0,456,585,2374,103,0,0,0,0,5,8,33,2,2,0,0,31,0,0,0,0,1,1,0,0,0,188,663,1,31,0,0,87,2,52,2,0,21,19,0,1,1,0,0,0,0,6,0,3,28,0,21,187,1,0,9,0,4,1,0,3,0,0,0,0,57,0,0,37,0,0,0,2,0,0,0,0,174,0,0,14,21,0,2,10,3,39,36,82,0,19,2,0,0,3,1,0,28,0,23,11,0,1,0,0,0,0,144,0,2,7,0,2,0,317,39,151,2,3,15,0,0,0
sample_19,1632,436,938,5415,661,16691,1450,1082,0,499,794,331,331,15,1208,0,529,269,4404,381,1992,125,72,120,0,437,44,23,341,613,1884,854,1563,1065,605,260,2,819,477,357,172,37,11,671,1,596,4399,1,2829,143,0,26,913,93,169,0,54,0,604,236,362,2,79,45,813,1025,0,355,7821,5416,55,18484,6,0,7,0,14,0,0,174,248,2266,185,0,0,0,0,4,10,43,3,0,0,0,24,1,0,0,0,1,1,1,0,0,48,582,3,22,0,0,135,0,43,4,0,12,14,0,2,1,0,0,0,0,0,0,2,10,0,14,303,2,0,30,0,6,5,1,0,0,0,0,0,26,0,0,25,0,0,0,0,0,0,0,3,155,0,1,27,13,0,4,11,6,36,31,105,0,22,1,0,0,10,1,3,27,0,4,7,0,2,0,0,0,0,132,0,6,10,0,0,0,114,14,191,0,2,23,0,0,0
sample_20,1540,440,694,8063,758,16800,1328,1016,0,323,729,377,247,8,792,0,643,315,2925,414,1674,254,57,95,2,750,48,23,265,428,1013,799,2063,1243,497,351,1,1149,322,342,177,22,16,960,0,557,3753,0,3438,108,0,24,477,67,0,0,46,0,750,245,344,5,62,85,1313,993,0,314,8265,4988,23,32510,7,0,6,0,21,0,0,117,271,1758,56,0,0,0,0,0,6,45,5,0,0,0,16,0,0,0,0,0,1,1,0,0,120,968,0,25,0,0,84,0,92,2,0,39,8,0,3,0,0,0,0,0,6,0,2,16,0,17,281,1,0,14,0,10,4,5,0,0,0,0,1,3,0,0,24,0,0,0,0,1,0,0,0,216,0,0,12,7,0,0,10,4,18,50,61,0,43,5,0,0,21,0,3,52,0,12,7,0,1,0,0,0,0,122,0,0,10,0,5,0,263,31,244,0,5,27,0,0,0
sample_21,1077,357,738,2114,650,14648,1064,809,0,511,581,350,305,366,1007,0,448,171,3125,275,1445,83,65,94,3,312,36,41,198,212,1398,394,1128,973,462,136,1,528,202,262,130,48,8,803,0,339,2081,13,3590,128,0,16,669,77,0,0,37,0,503,230,280,7,50,32,303,790,0,185,5160,4036,15,24861,1,0,6,0,12,0,0,285,345,1474,165,0,0,0,0,1,16,38,1,0,0,0,24,0,0,0,0,0,0,4,0,1,65,260,7,24,0,0,23,0,39,4,0,29,20,0,1,1,0,0,0,0,2,0,0,13,0,21,204,1,0,21,0,6,3,0,0,0,0,0,0,38,0,0,14,0,0,0,0,0,0,0,1,155,1,0,28,33,0,1,10,4,20,46,47,0,20,1,0,0,6,0,1,45,0,6,29,0,1,0,0,0,0,149,0,1,4,0,0,0,66,9,258,0,3,18,0,0,0
sample_22,1164,452,768,7758,761,21889,1686,985,0,481,587,488,276,814,1215,0,531,255,3346,403,1846,91,82,132,1,673,27,69,240,308,1838,373,1682,1126,660,289,1,979,300,283,229,99,12,1473,0,523,3053,2,4205,149,0,35,702,84,168,0,52,0,641,470,311,10,46,73,621,939,1,278,7466,5102,36,28731,0,0,17,0,32,0,0,54,434,1713,130,0,0,0,0,2,6,40,2,0,0,0,31,1,0,0,0,0,0,0,0,0,75,415,3,19,0,0,99,0,32,1,0,19,27,0,1,2,0,0,0,0,1,0,3,30,0,22,348,0,0,23,0,6,3,0,0,0,0,0,0,0,0,0,25,0,0,0,1,0,0,0,5,149,0,2,34,31,0,3,26,4,27,43,54,0,18,3,0,1,3,0,1,52,0,5,3,0,2,0,0,0,0,131,0,2,9,0,3,0,147,27,255,0,0,35,0,0,0
sample_23,1068,555,999,3424,781,12159,1477,941,0,597,1006,464,287,131,1143,0,614,256,3975,416,2026,133,80,93,3,626,34,96,236,202,1589,452,1324,1230,559,229,0,558,272,267,187,26,9,550,0,657,2228,12,1497,171,0,31,647,48,122,0,61,0,692,159,524,2,16,57,375,968,0,508,5468,4878,24,18783,6,0,4,0,13,0,0,283,542,1694,142,0,0,0,0,2,10,18,5,0,0,0,32,0,0,0,0,2,0,0,0,2,64,366,2,11,0,0,66,0,53,3,0,22,18,1,1,0,0,0,0,1,6,0,3,11,0,14,194,0,0,9,0,4,4,1,2,0,0,0,0,42,0,0,25,0,0,0,3,0,1,0,0,167,0,2,14,41,0,3,3,0,38,49,67,0,18,1,0,0,6,0,0,34,0,6,33,0,0,0,0,0,0,85,0,2,5,0,0,0,101,22,159,0,5,34,0,0,0
sample_24,1207,492,851,3122,722,17091,1306,1139,0,529,815,371,315,201,1263,0,746,207,3214,441,1982,113,132,85,1,325,41,37,280,259,2193,557,1735,1224,611,310,2,579,281,283,125,82,6,772,0,650,2943,4,1200,172,0,19,793,83,137,0,76,0,683,181,554,6,22,40,459,934,1,465,6456,4426,17,24667,4,1,7,0,13,0,0,344,378,1856,135,0,0,0,0,1,11,41,3,0,0,0,20,0,0,0,0,0,0,0,0,0,89,182,2,10,0,0,48,0,34,1,0,11,8,0,1,3,0,0,0,0,4,0,5,14,0,9,242,0,0,19,0,7,2,2,1,0,0,0,1,45,0,0,15,0,0,0,0,2,0,0,0,138,1,0,33,17,0,2,4,0,40,47,48,0,15,1,0,0,4,1,0,28,0,4,47,0,2,0,0,0,0,114,0,2,10,0,0,0,99,18,105,0,2,29,0,0,0
