,CCDC200,AC108010.1,CELF2-AS1,ALKBH5,AC087222.1,RSL1D1,RPL15P5,PLEKHG2,MIDEAS,CFAP298,DTD1,FAM32A,PLXND1,ZBTB37,RBM14,HIF1A-AS3,PIEZO1,ZNF222,HNRNPM,NEURL4,FOXK1,TUFM,Y_RNA.142,SUFU,POM121B,AC010531.3,AL356750.1,FIP1L1,CUL9,A2M,PPM1F-AS1,FUT4,ASB8,AC018607.1,ATP6V0CP1,AC116158.3,HNRNPH2,RAMACL,NOL6,PLEC,SKI,AL513475.1,HCFC1,TRIO,CWC15,EEF1A1P9,GAA,PDHB,ANKRD61,NUP210,DNAJB11,UBE2D2,NISCH,RN7SL288P,AC008267.3,PHF20,EP400,THAP1,CSNK1G2-AS1,ZNF891,AL645924.2,AC112694.1,CSK,SLC38A10,AARSD1,AC114402.1,Diagnosis
R_JS030_FPKM,0.692419927,36.55825551,12.72357322,27.72481497,2.703130295,4.764041605,1.509735996,3.214142054,3.824496738,0.59345508,1.861444126,13.53492666,13.11333813,4.810336863,7.968324292,0.737359808,29.10461507,0.479065826,8.555331768,4.177461226,7.53468461,39.30791365,2.334034014,4.165895617,2.784623715,4.061587093,0.610035258,2.136942263,5.679557607,0.168266991,0.571451466,3.624042513,2.681971204,1.905263746,0.0,1.540896217,16.614188,2.616285964,3.641302188,81.97652464,31.73923294,0.0,13.57849877,1.923044345,5.203393475,5.099214773,41.20808993,2.303114053,0.619512763,58.88050071,2.377241061,13.08009881,14.99641993,0.826135751,1.12549393,4.838976443,5.696463828,1.819832275,1.325161779,0.855902377,1.42471389,0.116194057,54.4495274,20.52838048,1.47740659,1.371021247,1
R_JS031_FPKM,0.657461387,25.36401646,10.08682685,32.79786704,1.59407159,4.299520952,2.662462387,3.457910051,4.825119893,0.915255423,1.857963994,14.86296936,14.87390459,2.024681817,8.726729677,2.680071244,27.59757449,0.381157014,10.8552718,4.046785631,8.604748694,56.89078625,1.733158173,4.640194604,1.586915646,7.83016349,1.001362429,1.844075183,4.899263535,0.799020407,0.647640384,5.480409788,2.36094451,4.907458298,0.0,1.993153536,40.86035799,2.062346316,4.030520195,49.68819485,23.57699532,1.133430424,10.45746677,1.457177231,5.090386689,3.291699021,53.35049332,2.321010052,1.254565134,52.17717689,3.983981487,15.54914959,13.77758113,2.760866259,0.877533036,4.953099096,5.318922689,1.658475325,1.845044274,0.530204739,1.289380739,0.043140477,61.67561698,20.1237583,1.485616034,1.249474465,1
R_JS032_FPKM,0.330723043,16.06238846,5.562938925,36.95931918,1.771375511,3.935321841,4.420210414,2.84832522,3.513579031,0.606352244,2.185567904,16.34950543,15.37983578,1.981938829,7.26610789,0.598609914,39.5188165,0.498497771,8.812187306,4.799347963,7.288008412,66.37974255,2.667073024,3.801398317,1.109885845,3.078919468,0.302651842,1.943737963,4.544827895,0.068301993,0.503398598,5.610472827,2.201912222,2.142927638,0.11108041,0.862558769,48.42508958,2.448955397,4.128010211,75.92939828,22.11783376,0.217929184,13.94656396,1.263017932,6.087125145,4.220788157,83.65717351,2.181741319,0.434339238,51.42347895,3.438868144,13.26034989,12.60613071,1.179918263,0.675155162,4.381322262,3.259730101,1.74379918,1.589806812,0.435370183,0.991970286,0.066386786,81.80413703,32.61700279,1.002291447,0.533991003,1
R_JS033_FPKM,0.338325487,13.63129283,2.798591453,42.83414116,2.877409121,3.829847314,4.553127327,2.857897427,3.670950941,0.753196925,1.878516979,12.51499517,12.21857079,0.224167017,11.5519514,0.908826868,28.15287181,0.801335389,10.61923727,4.858640101,8.96690183,58.84036695,3.31322718,4.688812553,1.792280192,1.662819823,0.307602438,2.189307297,4.914756613,0.131980215,0.540231797,3.60425895,2.375989748,1.52110091,0.276032454,1.269863303,33.02984747,2.013751979,5.410325487,38.74616292,26.1294879,0.0,11.55622658,0.633530092,6.79601532,6.29147694,45.04174246,2.593355199,0.299728239,57.20526143,3.49393262,16.08784154,15.80137733,0.0,1.078336635,4.560229276,3.775640561,2.007599819,0.881625758,0.516441545,0.568722729,0.0,64.74630419,23.43517628,1.430678238,0.0,1
R_JS034_FPKM,0.452952309,34.35843651,16.28719542,32.58098885,3.013815388,3.571218326,1.255106537,4.219727206,4.137157246,0.493359767,2.013738169,12.47256646,12.06475145,5.738632855,9.289722614,1.742156268,32.97787013,0.546187426,10.4271413,4.487998404,10.47137676,46.95814973,3.104375714,4.031530163,3.650095837,5.766181863,0.704663076,2.117259623,6.49464427,0.494752376,0.829205448,5.079945354,3.072538387,1.781890427,0.646778953,2.665298936,40.18218296,2.168305808,3.995808078,56.52997078,32.52581178,0.507674249,9.366006417,1.84560737,3.295530499,1.618587943,49.49693482,2.399172591,2.078743005,51.8065239,4.318781477,14.77506772,15.43359336,0.824316436,0.785992671,5.558095488,6.432981601,1.386358666,2.974447898,0.703169181,1.776579611,0.038646058,59.36166452,20.05228364,1.494328987,0.373057672,1
R_JS035_FPKM,0.35220637,14.21919427,5.224384842,30.01487805,1.387519488,5.206627123,3.293586649,1.248456853,3.665817208,1.305779455,1.980710324,14.03212126,5.29509787,4.331073119,8.495884989,1.542802321,25.72216553,0.86266884,11.98898281,4.432112635,6.494074545,65.15119414,5.280932515,3.69687485,1.444221846,1.666216032,0.996224748,2.736790724,4.328482907,0.661210801,0.346794505,4.296286657,3.019945649,2.655545201,0.0,2.192950423,44.40286324,2.927090677,3.773448065,37.77857642,24.60695193,0.740010393,8.714693788,1.366493958,7.186310453,5.450018211,49.20254466,2.969959848,1.037550509,50.87948182,4.440886885,16.73796904,13.2083165,1.068153866,0.763955125,5.746627979,4.144105005,2.053307732,0.770943126,0.892037605,1.813120164,0.150233337,58.2351875,20.53030288,1.303203934,0.725049064,1
R_JS036_FPKM,0.697883092,40.57999237,14.95219416,37.92317893,1.841798042,4.317394313,1.233035929,3.913420155,6.527999783,0.623692544,1.637059988,11.51492205,13.52209804,5.336281825,13.11469304,1.69438754,42.10271135,0.640288436,9.970162662,5.223977349,14.99630446,66.17432192,2.773249053,4.72090864,1.961876147,5.011002062,0.658003944,1.806596561,7.877304483,0.394554253,0.646266015,5.916137787,2.944736222,3.925787847,1.386496845,2.070544366,32.37531969,2.223594417,5.049257033,102.9979274,43.95702598,0.906808421,18.71860395,2.031169385,3.843304269,1.548934981,49.75989911,1.835757036,1.154165738,81.11849869,3.274435435,14.12187617,18.48820822,0.981596744,0.902558372,4.430330404,7.705691457,1.651011131,2.361512407,0.811570944,2.380196754,0.138059281,70.2643715,25.93865686,1.599806115,0.444237407,1
R_JS037_FPKM,0.564476677,24.68604176,8.7308969,28.28942228,6.469639659,5.220896985,6.967149644,2.856537471,3.784383472,0.722316264,2.10383518,12.229201,10.15868764,5.36987914,7.895682266,1.842168815,31.88775168,0.61879695,9.348161223,5.521897115,8.926878882,56.3101731,4.396786243,3.921663292,2.049363362,1.942209499,1.451503151,2.448161334,6.483327217,0.700648222,0.39293665,3.722221145,2.473841239,4.03746493,1.025883044,2.851062423,38.46235016,3.229925298,4.389801901,59.05269303,27.66605829,0.287668276,11.09336359,1.202533857,5.281218994,7.007502083,39.31055243,3.364422552,1.145712715,61.9830366,4.584778304,14.45726849,16.11745042,0.933822148,0.254391486,5.042564879,5.195176847,1.944598088,1.010943222,0.998387321,1.207627449,0.0,65.23933468,24.27254663,1.298712631,0.281690106,1
R_JS038_FPKM,0.340145294,21.66261188,7.885361821,30.8529518,0.850874549,4.924431204,2.962165463,3.705228171,4.310942068,0.61883743,1.966291379,13.72833813,12.68591518,3.376720093,9.133382492,1.329054913,29.60616676,0.69581338,7.857462598,4.021610427,7.33462919,63.75944731,2.498101588,4.18047261,1.178195841,3.009408931,0.618520345,2.037221791,5.147197819,0.303293004,0.551702617,4.699529537,2.398084501,2.29394767,0.555133686,0.997433167,38.77414886,1.938465296,4.173033263,63.0013897,35.49034886,0.0,9.072103976,0.859286657,6.008410262,2.790661175,62.62581457,2.255243233,0.783546036,48.97324535,3.687870321,14.36897937,14.34428348,0.589471852,0.602304456,5.012472176,3.930174024,2.053851833,2.162784158,0.504537942,1.334171293,0.0,72.73037693,24.93534377,1.43840489,0.266774975,1
R_JS039_FPKM,0.461264248,16.33639316,5.464225392,35.30477097,2.615244821,3.760887385,1.338860404,4.941413119,3.021411179,1.060011917,2.619592415,11.96693944,14.02520154,4.393115187,7.025178181,1.351717327,45.60537424,0.728346605,9.503381576,6.573377753,7.250792481,71.92586951,3.011450547,3.940098585,1.033794677,2.116001035,0.931917856,2.145137376,5.850373516,0.676899904,0.57608308,4.581230254,2.218168881,1.728132962,1.129132963,2.152097512,32.85799972,3.271206223,5.343222912,71.11900125,19.52148355,0.738332886,13.86929662,0.578541429,7.021579957,1.45761935,45.14426259,2.387450984,0.435895445,68.79916429,4.230742231,14.63643328,14.79162829,0.532817546,0.653411956,4.710400128,3.983482877,1.952790623,1.121856687,0.637678081,1.20612059,0.0,71.31415256,33.78802867,1.866173476,0.241135157,1
R_JS040_FPKM,0.285065974,23.75623138,9.325006273,30.89941814,1.118002748,4.140854901,4.928717369,2.270615333,3.703353423,0.978273678,1.627030808,12.2134922,11.58934471,4.368184838,6.812394828,0.818644344,42.65570487,1.306189909,8.925758787,6.166074221,8.473540736,87.06603414,3.907582421,3.015935842,0.975776472,2.040021419,1.515850379,2.058696715,6.588043972,0.32915462,0.507801564,3.494284058,1.920637587,2.27267188,0.521010989,2.084625464,30.78411404,1.940762805,5.379978723,102.9460384,24.69231565,1.533260912,15.78983411,1.192886686,6.121011623,6.40285226,56.62600336,2.533867492,0.848575814,58.34779862,2.387984346,15.41363751,14.44116232,1.106476947,0.678338746,4.266261045,4.705574639,1.861299973,1.996731515,0.606900557,0.536641319,0.155623389,67.6379205,30.58475842,1.504704781,0.375565464,1
R_JS041_FPKM,0.518616752,30.40147177,11.62790853,42.10486581,2.311454087,3.088304301,3.527125383,4.070390666,4.631564118,0.79794603,1.807395618,11.21580618,16.3729105,5.159954131,11.57082701,1.571631006,31.39081313,0.532976389,9.896513367,5.65890931,13.60342245,53.90371627,3.231547462,4.703377916,1.95010025,7.461713373,0.966828351,1.984197569,7.604645618,0.239099571,0.686751828,6.235314488,2.632201461,2.843877385,0.404017051,1.935541484,30.04592642,2.047986689,5.39592059,72.6562572,35.73458733,0.528332363,17.39638448,2.017268481,3.608008953,3.790748626,57.39807745,2.16376376,1.403504795,67.67594878,3.091270132,14.81012733,16.4813985,0.286109427,0.934970193,4.394709669,7.171038221,0.979199066,1.960826902,0.988566175,2.219097026,0.080437262,67.12714869,24.66523993,1.938957001,0.517650682,1
