,CCDC200,AC108010.1,CELF2-AS1,ALKBH5,AC087222.1,RSL1D1,RPL15P5,PLEKHG2,MIDEAS,CFAP298,DTD1,FAM32A,PLXND1,ZBTB37,RBM14,HIF1A-AS3,PIEZO1,ZNF222,HNRNPM,NEURL4,FOXK1,TUFM,Y_RNA.142,SUFU,POM121B,AC010531.3,AL356750.1,FIP1L1,CUL9,A2M,PPM1F-AS1,FUT4,ASB8,AC018607.1,ATP6V0CP1,AC116158.3,HNRNPH2,RAMACL,NOL6,PLEC,SKI,AL513475.1,HCFC1,TRIO,CWC15,EEF1A1P9,GAA,PDHB,ANKRD61,NUP210,DNAJB11,UBE2D2,NISCH,RN7SL288P,AC008267.3,PHF20,EP400,THAP1,CSNK1G2-AS1,ZNF891,AL645924.2,AC112694.1,CSK,SLC38A10,AARSD1,AC114402.1,Diagnosis
RNA454_FPKM,0.209257386,8.249707797,0.997258459,24.41777061,0.977149124,9.132316956,0.463819409,2.010218538,3.256662335,1.234271024,3.045285054,24.26983198,6.581778038,0.340541856,4.655002966,0.524643625,12.66700165,1.976519772,11.05228733,3.578491175,4.250355893,43.02477172,0.0,2.285389379,0.517303819,2.687801265,0.03946919,2.939967727,3.229411188,0.054424042,0.358517471,4.14502429,3.817078136,1.4634086,0.956158458,0.748324883,86.99290645,2.869110191,2.601137657,21.72898901,24.36351519,0.312746341,5.316213494,0.524428105,7.278337354,0.427263866,28.88741402,2.917119672,0.346087954,25.19161098,6.633834154,18.4500759,9.372078297,0.338539854,0.138363901,7.692891317,2.067898551,2.155208601,1.302873981,0.315001896,0.328281071,0.095185049,42.18213422,19.47778242,1.878744298,0.15321166,0
RNA457_FPKM,0.260899659,20.17620498,7.576950916,19.91393443,1.48475646,6.415205041,0.180725235,2.318902392,3.85168412,0.896240349,2.248630137,27.02316257,9.873462459,3.632921479,3.522102173,1.560999579,17.19622203,1.278061563,11.53436735,2.496531613,5.868123491,32.41585987,1.67677071,2.626609138,0.953545414,3.253982558,0.161438835,2.834070145,3.121619216,0.089054461,0.469298239,10.48818552,3.684981424,1.539521205,0.652024809,1.07107572,74.68456815,3.324754797,2.811601902,43.20322846,14.96665279,0.182810821,5.98651128,0.969911844,6.220878388,0.915648388,40.56829139,2.48701863,0.404504478,29.94228976,7.104133822,14.29456453,8.443347891,1.18682448,0.161688166,4.76180713,2.723233874,1.936935217,2.141603017,0.253139553,1.151219745,0.0,43.57099121,17.95015569,1.304361543,0.895194203,0
RNA466_FPKM,0.241593676,14.54849442,4.802822717,26.37154298,1.611523006,9.565039202,1.147521877,2.310225424,4.069748114,1.195209411,2.51133917,20.57635792,8.497944232,2.493790523,3.854743891,0.668660393,20.5117381,1.179116321,12.78822598,3.27673074,4.6052205,47.258209,1.57740116,2.390078586,0.886025982,1.583250673,0.423012449,3.148881048,3.828600186,0.10771134,0.479934098,5.965189632,3.481001655,0.965431316,0.262900193,0.982352061,68.45012049,3.304279216,3.044612095,36.41232285,29.66470083,0.257892571,8.348779266,1.300276287,8.552253233,2.114217457,44.78216677,2.389766375,0.11417591,31.7953732,6.277480828,17.61212043,12.2280527,1.116383635,0.456274772,6.97396347,3.747264397,2.196502456,0.940120077,0.264408995,0.451226442,0.0,44.17749078,16.61629462,1.382963797,0.126339284,0
RNA471_FPKM,0.292068512,18.84508179,7.846010697,24.49899384,1.399672997,7.565559857,0.255568159,2.547649627,3.302209664,1.107612101,3.011868206,21.28050407,12.62439704,4.683035921,5.475220508,1.077358961,18.51442794,1.552355524,12.58415811,3.676718755,5.660833536,37.1953936,1.580552597,2.926273505,0.964663908,2.644383049,0.326093843,4.11859274,4.479209816,0.113932442,0.591223643,5.919724796,3.971725377,1.693200693,0.526850866,1.691238262,81.93761764,4.224361116,2.922707474,42.91430189,25.77516679,0.34460126,8.103942428,1.545420478,6.397480164,0.62774964,31.93492543,2.737003698,0.838911867,44.36069794,6.335197123,17.89878267,10.1582964,0.745857175,0.457294712,7.575033625,4.207182201,2.20680246,2.086164804,0.06508219,0.602931414,0.078683865,43.93601002,18.77089558,1.632538063,0.253183386,0
RNA476_FPKM,0.229281167,18.19482389,6.046393624,24.68234309,1.427567687,9.840184803,0.423528268,2.606155733,4.341018337,1.220935556,2.79424346,23.12637662,6.128234927,3.698242626,4.127060453,0.522590812,21.38089402,0.652799588,13.56508592,4.43032031,4.943619927,40.00309943,1.745902489,2.45987161,0.872077252,1.577704718,0.28825886,3.298344978,4.185239352,0.188825792,0.49777429,4.794145766,3.669864516,0.267203501,0.582114979,1.896522064,72.30527962,3.16180982,3.132774795,37.27173246,23.22986982,0.0,6.791635066,1.716964213,7.202940518,0.910389825,26.48791552,3.138361922,0.631990211,39.0211784,5.971752163,19.51717608,10.60502561,0.617965486,0.378915038,6.941416913,3.495133654,2.543463913,0.59483137,0.421172733,0.799437905,0.043479725,41.98891483,18.78243678,1.266476973,0.0,0
RNA483_FPKM,0.188499553,12.99070783,3.988618697,23.33005156,1.056172399,8.444140713,0.626762917,1.754071243,3.328942209,1.206599034,2.539154007,18.31751332,5.643504028,2.13813516,5.572174119,0.483336718,13.07782014,0.852340156,12.21757388,3.452231985,4.017320597,34.65702666,0.0,2.691265349,1.34423737,2.853547284,0.159955119,3.124732065,3.525026959,0.073530092,0.386550918,2.591744279,3.591701841,0.988668351,0.107656077,0.722250634,69.46691733,4.077270085,2.286438835,24.74703609,30.01002031,0.0,6.700156758,0.596727578,5.457342621,2.549993566,33.39719047,2.874939959,0.280567799,33.57475763,4.952691153,19.79311847,10.91156506,0.228630432,0.373855431,7.525744774,3.452392068,2.184117271,0.440108218,0.307824524,0.295761185,0.0,46.92886172,15.9245343,1.345957414,0.413973665,0
RNA488_FPKM,0.092108031,13.26846649,3.745903891,28.90487656,0.430034699,8.549952965,0.567152227,2.700150127,3.428468625,1.255356723,3.531010331,22.23491855,5.652753246,2.478338454,5.413095046,0.349904086,17.07013641,1.326620512,13.19075343,3.553614959,4.86210778,53.86996214,1.403286218,2.828747231,0.759050135,4.507064445,0.20265002,3.439142499,3.551839309,0.055897276,0.628726896,5.759876221,3.065550342,0.751581648,0.35070791,0.548998364,79.39851174,4.318610753,2.947923333,30.39574098,25.76426623,0.0,9.135336037,0.842881006,8.688489006,1.567357782,45.32709463,3.439696652,0.203096787,34.2753511,6.449749687,20.56994471,10.52185997,0.248347905,0.405908327,6.831220865,3.166943036,2.297113039,1.105167437,0.033012363,0.401417743,0.0,41.27340059,19.32769961,1.73907929,0.224787684,0
RNA499_FPKM,0.108261002,8.569179159,2.940908574,28.05279162,0.303302647,9.40648336,0.599998791,2.237730102,3.546064038,1.502104696,3.619903354,20.62160441,6.873773343,0.4545607,4.377024782,0.407163599,17.43209801,1.631805783,12.26151448,3.852923999,4.344791279,50.16649704,0.742428749,2.932872496,1.266165998,2.979815482,0.734925645,3.603230188,3.657141277,0.109808528,0.482137056,4.793623479,3.944186832,0.908555924,0.494707231,0.72296576,66.34628137,3.147926515,3.342681404,36.03147608,25.26784106,0.0,9.176403929,0.915717183,7.803289753,1.989560099,33.40290787,3.519055607,0.429696512,34.69832884,6.115475275,21.20924393,10.7416906,0.262784059,0.322099291,7.099216933,3.368002682,2.051253203,1.074285689,0.327400647,1.019096895,0.073883293,47.4679212,14.73294283,1.712426121,0.237736445,0
RNA50_FPKM,0.094699791,7.562802823,1.293792319,28.52939837,0.884418223,9.184366045,1.399394455,1.060938909,2.430285762,1.262465022,4.369875138,19.47572489,7.137099138,2.126812535,4.188613819,0.395733279,13.95127659,1.45909777,14.54431438,3.8238172,4.115797969,56.93423475,0.721401431,3.129831538,0.630332967,1.013744896,0.416675867,3.752249179,4.312413169,0.270912627,0.322282379,2.672833788,4.074079958,0.66232806,0.240467144,1.140403952,35.33199778,2.164088672,4.022394044,20.88083814,14.87443003,0.0,9.626120465,1.098208372,10.96387971,1.450283137,15.66943967,3.732546377,0.0,48.76351246,6.378497153,20.48027427,12.13701433,1.021093091,0.104360038,4.993214963,3.83986786,3.082544017,0.153552061,0.377610384,0.247593047,0.035913169,32.89607975,13.37375246,1.892617401,0.346553253,1
RNA504_FPKM,0.235648583,18.14688847,5.246274626,20.92515869,1.021767007,9.276260114,0.435290162,1.829142855,2.687747637,1.737456105,3.423461905,22.8674864,8.897228184,3.029641101,3.511378598,0.38365637,20.40314186,1.319259736,12.89138443,3.779649446,6.86642243,43.95911382,1.153838536,2.788329897,0.832244122,2.548112931,0.206318338,4.026788987,4.87340031,0.196985785,0.499739713,7.171828188,3.681931535,0.412005696,0.128183223,1.332881518,72.49506916,3.441897357,3.629703293,39.78509402,19.23212912,0.0,8.015679724,1.84140792,8.392753193,1.174323864,27.73365301,3.004764973,0.807271588,42.62759175,6.73222536,18.4764678,13.22296109,0.408403331,0.556355621,6.345345231,3.724832468,2.796705172,0.867892657,0.576903161,0.52815826,0.057440971,37.75804831,17.26508654,2.287147722,0.123199428,0
RNA519_FPKM,0.309544134,9.369251223,2.553238973,24.41383974,0.833784449,8.229828981,0.395794484,1.62552821,2.825291596,1.619925191,4.183605669,27.62980702,5.561704932,1.499621785,4.228166132,0.32562959,15.4072417,0.861347273,13.30661788,5.784618455,4.856628492,60.44969306,0.0,2.887463047,2.92060332,1.63846273,0.505111676,2.799703486,5.351581131,0.037154664,0.513434407,2.913187932,2.903678528,1.248932215,0.816049884,0.534368171,53.04524631,4.010552379,3.015512213,36.68119583,24.73112311,0.0,8.083784144,0.786169559,7.898990627,1.337070887,38.62735338,2.662071042,0.11813512,32.8306682,5.524196588,16.0481509,14.95695912,0.288710688,0.708312961,6.192760679,3.526282931,2.030161471,1.216131254,0.254427894,0.840488794,0.0,44.2592276,25.03761583,2.195197395,0.0,0
RNA52_FPKM,0.0,3.229976793,1.471986709,23.51861506,0.0,12.07282172,1.377134545,0.648799921,1.618883261,4.527223456,10.72708298,19.1033292,2.070843039,3.336583363,3.889447118,0.849659337,7.554411393,1.123732381,28.72152441,2.34851702,2.997632973,28.06505636,0.0,1.908923422,0.0,0.0,0.577407797,5.839565831,1.767467475,0.699393812,0.042182316,1.406492808,6.013808443,0.0,0.0,0.738453325,70.63044296,3.241654367,1.0736143,1.373492778,8.969411446,0.0,3.291312895,0.814382933,16.64900721,3.080933769,0.907387179,5.549477981,1.056857374,28.02262109,13.25019381,21.0863154,5.677461947,0.0,0.0,8.163150079,5.693810375,4.217088469,0.0,0.411562585,0.0,0.0,16.70235285,3.056900288,4.412202973,0.0,0
RNA521_FPKM,0.312321278,13.33308762,4.213466451,24.11775657,1.570469393,8.003994679,0.26628589,1.806666197,4.27378589,1.878700528,3.641295286,19.98796579,16.99824282,3.881118537,6.414460833,0.547585859,21.77232865,1.231179359,14.42847671,4.367598068,5.979685592,44.31884802,1.646836039,2.777805263,1.050819321,1.102048912,0.362419598,4.399355375,4.293804479,0.162450328,0.422894983,3.545887303,4.248142054,0.336055695,0.274472673,2.025167506,80.39944186,4.174324745,3.318217165,34.71403888,18.63463081,0.0,7.996723207,1.257681171,8.259740711,1.062916141,24.60800556,3.404445811,0.794634433,45.11089751,7.485592993,21.2030802,14.12381795,0.582900729,0.238236112,8.900155986,3.822119165,1.937524073,0.514199066,0.477904046,0.439766216,0.191295116,39.70404484,18.23002921,2.200432063,0.175867405,0
RNA528_FPKM,0.172553159,19.00652652,6.801895858,20.233602,0.863321869,6.645146049,0.273152948,1.822631113,4.519954108,1.115262509,2.559269694,22.60482673,5.840451162,3.193212726,4.087097924,0.969170159,17.61814617,2.192083458,11.00717918,3.738371308,4.476136988,33.85105083,1.689305127,2.673393207,0.738318364,4.410084609,0.209164284,4.014986824,3.878624867,0.105778348,0.637838243,5.859405561,3.306630234,0.646529305,0.0,1.146892794,89.93325199,3.933373724,3.245353369,33.09420895,25.34335128,0.0,5.314702044,1.530216528,6.114476609,0.943791683,46.37237789,2.840959427,0.917262051,25.42685315,5.659706903,17.74124671,10.19511939,0.299101711,0.122245222,7.487588943,3.096015769,1.904122794,2.158287746,0.27333729,0.58008228,0.0,39.76207797,15.97944219,1.537331589,0.0,0
RNA53_FPKM,0.21453616,18.01374755,6.134545063,27.12526774,2.003472608,6.926692377,0.396291285,2.647537835,3.534698556,1.054513527,3.026947633,19.66136248,6.183092103,3.11021013,4.542267655,0.825159057,18.23886023,0.997031308,12.05936227,3.749359284,5.869869649,46.64498388,0.0,3.305168538,2.702841973,3.936647931,0.379263144,3.285255368,4.073219383,0.174354589,0.523967877,5.134963592,3.740350867,1.031505585,0.102118749,1.409162753,13.63330687,2.535786525,3.208023233,24.28619495,29.23342534,0.200347261,7.378167883,0.632283417,7.116952788,1.59712838,35.83939576,2.843920349,0.487844876,40.29673392,6.775488072,18.42052826,13.91675229,0.216870746,0.443183898,8.780847309,3.827110191,1.836986465,1.01747255,0.270329775,0.631093871,0.061004724,45.85666533,17.48767834,0.985697616,0.294445041,0
RNA535_FPKM,0.180605994,3.902372445,0.451868584,21.50044368,0.158070236,10.6164099,0.12506656,1.778275109,2.675557259,2.050327932,3.978520031,22.94522567,3.338642792,2.156575584,6.087360352,0.578852752,13.07029326,1.020812063,16.19774847,4.18668312,4.145280933,46.68561381,0.773469892,2.386379089,0.676159717,2.174782716,0.223490291,3.901843705,4.069522719,0.070449681,0.387444452,3.761596802,4.275735229,0.355248416,0.257952727,0.358349274,59.38607718,3.922473498,2.836385896,26.52661327,16.22779959,0.252912377,7.329929848,0.951951999,9.259210379,1.210047216,28.0876229,3.645663828,0.279983824,28.71047626,5.21583033,22.02709358,9.723955949,0.547817131,0.447681998,5.915533723,2.461506186,2.862536492,0.461208571,0.050064615,0.619813074,0.0,49.60745622,17.63190889,2.377142887,0.371822992,1
RNA58_FPKM,0.084664182,13.81045359,4.18494498,22.45110626,0.338803645,6.030061157,0.402221431,2.434015117,3.888360436,1.402554551,1.81606599,21.95956553,4.039610955,3.495903316,3.969077461,1.199251339,14.6881309,0.911554417,13.0116043,3.046784924,4.903374798,36.78058937,3.31644243,2.523956451,1.173101456,3.995091474,0.068412275,3.388397503,3.92749029,0.179302667,0.485434329,4.298586967,4.093146865,2.283880866,0.414587462,0.715031007,24.47259657,3.516981647,2.214873853,26.68622651,28.35140452,0.0,6.20782621,0.717946517,6.58417993,1.049655317,33.70253838,2.662814925,0.30005066,33.18694999,4.775731572,21.17555975,11.39836123,0.586793942,0.47976625,7.82900685,3.542493955,1.798141787,1.376733649,0.268244502,0.664143473,0.082531192,49.66941457,15.39416197,0.841804938,0.132781522,0
RNA6_FPKM,0.242928338,12.84024366,2.977124867,26.46861808,1.134249251,9.526126604,0.384651998,2.498038253,3.093234028,1.527521994,3.560064797,21.27530564,5.535582019,1.769672969,5.445878976,0.870110527,16.40888966,1.987768548,16.80405057,3.836319224,6.095996505,37.68139292,2.378867214,2.710404751,0.52797236,1.751245845,0.229031099,4.363088677,4.553931968,0.117328795,0.476495562,3.936004775,4.470234484,1.45630504,0.396477869,1.367742602,64.24217186,3.035510049,3.339869117,28.25489684,23.88001498,0.0,8.032790722,0.763905674,8.42539185,2.362196801,26.29801288,3.329164216,0.286958871,45.30812704,6.13458194,20.39968718,12.27748046,0.0,0.573514709,7.050458967,4.697365974,2.360471597,1.114165918,0.471124017,0.453713859,0.078936273,41.0391501,14.15311866,2.572190156,0.253995567,0
RNA60_FPKM,0.212746838,18.06514748,6.725530266,26.07931828,0.827875844,7.972567106,0.916921546,2.492633274,3.127711955,1.830009015,2.957651865,18.77083666,11.09165449,2.846726931,7.233203329,0.888978009,19.06227426,1.211386865,18.63188879,3.625909042,6.829396058,49.8052849,0.809852427,3.46149155,1.146290116,3.741212671,0.367753866,3.288237285,4.516130918,0.193648446,0.426496229,3.484275382,4.044718413,1.363913299,0.0,2.846576415,52.11595101,2.766100691,3.586083715,28.77295424,26.77970834,0.0,9.849776492,0.923709063,7.271463451,1.508367101,24.67972419,2.985370704,0.351837122,47.06448708,5.438773681,21.06739025,12.51212215,1.146896606,0.351590046,6.386743119,4.841666196,1.981014673,1.414281547,0.3669617,0.741757264,0.0,44.34546467,16.91351421,2.382269033,0.51904652,0
RNA62_FPKM,0.060166747,9.634684855,2.75287882,20.4270105,0.505715097,6.143226773,0.0,1.183025424,2.852496866,1.153455463,3.165195697,19.72008298,5.044085618,1.32781462,4.17388109,0.781726896,10.09957233,1.632453516,12.04998448,2.82970238,3.1462352,30.62955634,1.649483713,2.434055922,0.823855867,4.802769012,0.068067637,3.456260647,3.291066329,0.037558183,0.49568022,3.323258402,3.934798574,1.388615229,0.0,0.3952247,26.1986315,3.627139647,2.517286679,21.39651611,22.06657764,0.0,6.244883238,0.625015728,5.770496381,1.658657759,37.1412226,2.674225616,0.298508244,23.20475711,4.924909345,16.90955188,9.264552945,0.0,0.238619133,7.993239551,2.866786282,1.683782708,1.229289654,0.101899758,0.377626662,0.0,46.08759153,17.04653592,1.250856373,0.13216732,0
RNA63_FPKM,0.147017722,7.691081859,3.092916213,21.44462502,0.441321167,7.543645463,0.232817971,1.036772278,2.810861871,1.013594234,3.242928773,20.40975256,3.182004204,0.300785773,3.097049661,0.43084914,9.905714794,1.107995813,10.84214595,2.523920951,3.52539527,29.31967425,0.719619622,2.441219957,1.55769583,3.468505929,0.11880877,3.940466475,3.604061017,0.016389109,0.349369519,3.377235955,4.178036276,1.211767084,0.0,0.482849861,64.96946688,3.05348692,1.937019372,16.475583,20.14058968,0.235304194,6.873246347,0.636318803,7.711709489,1.072159691,18.30207603,1.942285364,0.156307708,28.76488093,5.609183833,18.97197445,9.18734354,0.254710725,0.728894042,6.653513619,3.730776961,2.066249062,1.072726827,0.292173634,0.41192324,0.071679578,41.38170541,13.0122707,1.110538811,0.345918924,0
RNA64_FPKM,0.266261874,8.527042475,2.740918363,20.98761987,0.0,5.428484238,0.472155663,0.962002369,2.386426404,2.619941212,4.525192193,24.50228765,2.166120582,3.612146525,4.357623729,1.165222014,9.957185419,1.155826907,12.92728185,2.818199518,3.505029481,28.95228951,2.190402608,2.407652744,0.27343685,3.078061746,0.24099612,2.805704753,3.212181207,0.041550784,0.271841437,4.219437559,6.843104081,2.681511359,0.0,0.582976844,2.914710693,5.098458191,2.235006782,14.32743906,21.71860902,0.0,5.126517241,0.990419631,9.041782676,2.772847112,15.5932927,3.741275236,0.105679254,28.64844824,5.566058293,19.32257966,11.85695825,0.0,0.633630247,10.19142138,2.160886505,2.545763925,0.714934789,0.369328019,0.584860695,0.254410162,37.54149337,7.886121392,1.058919655,0.0,0
RNA66_FPKM,0.17460311,3.924630531,1.262877731,18.1096165,0.143912355,7.672440951,0.341486438,1.255638058,1.167671616,1.321776137,3.357641582,21.84697373,2.200224741,0.207262833,4.017378755,0.807627932,6.659487838,1.331359999,12.76515492,2.794851845,2.930775926,36.12257209,0.704192496,2.011609609,0.3222805,1.130833091,0.087150185,2.633075995,3.002703925,0.128209319,0.356159833,3.075678004,4.328948772,2.26263989,0.234619796,0.23612291,62.12148152,4.406805304,2.512246776,16.54085396,19.49234252,0.0,6.786654374,0.543598281,8.719400579,2.359392735,23.84373526,3.437757639,0.254807108,27.54788159,5.831338561,22.46994709,11.41768339,0.0,0.611030508,7.350942314,2.826649995,2.829219899,0.389681385,0.289899794,0.322287431,0.070079765,32.78836413,12.05951059,1.921645241,0.112802219,0
RNA67_FPKM,0.258815056,23.22580576,5.44963124,24.47782031,1.483119602,8.844352157,0.782304845,2.911048869,3.372895559,0.827962492,3.106787067,15.75137986,7.14149843,4.529790597,4.487550092,1.769718445,16.09583252,1.702270847,12.83056021,3.602282093,6.731872594,41.55363545,5.644794451,2.8963115,1.510122922,1.942799947,0.698777505,3.794532645,4.617517042,0.247814879,0.600538257,3.591472699,4.312866589,2.591602752,0.403178144,1.326539072,61.71348484,2.961847444,3.522271695,30.20136457,30.54756722,0.527233178,8.872573723,0.997980427,8.497224426,2.162011534,29.68243885,2.809141091,0.758778647,38.3664662,5.47002957,19.38529945,12.61791454,0.28551767,0.349949569,7.913785605,4.936100599,2.43476129,1.61373819,0.749493963,1.19971335,0.0,37.71829473,14.63173022,1.648153335,1.162507433,0
RNA69_FPKM,0.18753034,12.6958544,1.671814322,23.83602122,0.618162549,9.075151972,0.489095644,1.955719104,3.260140886,1.493590945,3.782463244,18.76430514,6.918593699,0.642696894,5.254190609,1.055998794,14.42189664,0.931100559,15.0239401,2.969937214,4.662768646,47.2014315,1.512009402,2.584600916,1.101348235,1.669928476,0.15600257,3.799081409,3.93888827,0.13770977,0.403891601,4.190342504,4.439304616,1.967257358,0.0,0.736662649,58.07169064,2.855509397,2.904689704,29.49910498,25.87928552,0.0,8.721885869,0.859403487,8.001038016,1.970959423,34.89757131,2.923399532,0.273634867,33.54633035,5.892218828,20.30768236,12.0444534,0.267726729,0.328153717,7.52134729,3.940343139,1.99366057,1.062463792,0.382535238,1.038424207,0.075271614,45.5426769,15.38306669,1.79473138,0.484531765,0
RNA7_FPKM,0.140242414,13.87603416,5.848341058,20.97477412,0.327467855,7.315783257,0.38858377,1.325688105,2.8509119,0.869537033,2.762845723,14.34905483,6.618087947,4.347938877,4.70895456,0.799133641,11.18910676,1.620646171,12.03480558,2.592849894,4.095874658,30.17681886,0.800816143,2.588524515,1.200165661,3.860231122,0.23141645,3.754637355,3.263743263,0.10941667,0.392932909,2.941510384,3.928296062,1.961662769,0.133469357,1.189888468,77.37290768,2.94240882,2.413498878,21.50191304,23.58656176,0.0,6.723983689,0.823789798,7.859953526,1.551223691,26.86147031,3.105289322,0.463878793,24.36298864,6.19765469,17.41704093,9.035116159,0.567160821,0.92710607,7.595271227,3.448751891,1.890758375,1.057394937,0.395853969,0.550061915,0.0,30.78611753,10.76802893,0.802830319,0.513237829,0
RNA72_FPKM,0.1730966,20.62081994,2.969837874,24.36696775,0.909331,6.754939232,1.079144116,1.954400176,3.048065218,1.102237254,2.684276916,21.35454896,5.478508019,2.912125839,5.033130586,1.183633346,14.94997327,2.087278275,11.22837586,4.031556572,5.519446613,45.63646791,1.48318066,2.43579284,1.327024351,0.893377825,0.336611542,3.788456169,3.888007492,0.219460718,0.472284699,2.533842729,4.873264993,2.95081729,0.0,0.90012909,60.61226922,2.915586389,2.949955523,31.46621879,26.29182138,0.0,9.225594616,1.28969015,7.047514432,2.098702591,30.84447181,3.098539218,0.966148703,40.53979515,6.246402613,17.26368043,11.89935942,0.262351787,0.536347733,7.947661005,3.849500289,2.097153625,1.262998935,0.039260655,1.273019584,0.073836447,44.05466329,12.10700604,1.662360082,0.237585705,0
RNA74_FPKM,0.181940667,7.402918281,0.953821257,28.37430417,0.707887049,12.35656549,1.792500397,0.815326172,2.702752136,1.761523295,2.486373342,22.94756006,10.83189879,0.174365596,8.991996303,0.449262004,18.82852728,1.462591409,16.4197945,4.560873334,6.776322982,60.8394336,0.0,4.403471056,1.672330668,0.0,0.514623842,3.494068987,5.587033606,0.173492873,0.229522381,2.932687963,4.398986798,0.318122904,0.346434813,0.973779869,29.27839778,3.082445423,4.24227705,39.67567232,21.33163155,0.0,12.90898693,1.11745625,8.733552556,6.295120071,14.49666174,3.718089438,0.60176225,61.6090262,5.991352055,20.97074132,15.78545235,0.0,0.400893109,6.832477252,5.647366859,2.401322777,0.383516345,0.362741764,0.713655716,0.068998326,44.04736969,15.36138653,2.521565436,0.0,0
RNA75_FPKM,0.258090781,6.79278393,0.474440407,26.75815737,0.387296272,10.1670341,0.510829955,2.637130771,2.561341234,2.23037919,2.875919073,22.49419487,4.182357256,1.674087677,9.929282182,0.53575186,16.58498921,1.111464485,17.72996203,4.56919063,5.19016859,48.47810883,0.0,4.007164769,0.9991589,0.634305422,0.208572116,3.529803811,3.73508451,0.194171195,0.369937166,2.577702418,3.786697255,0.483504727,0.31585327,0.444004145,47.44679339,4.216414396,3.81316512,30.76267677,18.70414066,0.206558012,9.556154306,0.572204935,8.005971671,2.117460959,20.29636426,2.716287703,0.41156836,44.14375544,6.030341898,20.68109883,13.02218625,0.0,0.731174161,6.128511694,4.338255617,2.256976734,0.59183814,0.3939739,0.506144699,0.031447933,48.17440227,17.95799968,2.349449511,0.0,0
RNA78_FPKM,0.136356491,7.960053488,2.111917651,17.1587976,0.954977079,5.37518721,0.503724174,1.479820425,2.351591705,1.058638754,2.710323987,24.09297765,5.138060309,1.852867268,4.774847966,0.893484592,11.18390611,1.19885675,9.378933156,2.015364811,3.230786175,36.49521718,1.557632517,2.267057253,3.370876561,4.222179166,0.224982567,2.854591923,2.03954506,0.044327587,0.528030092,3.468855389,3.56805199,1.430426192,0.25960542,0.211464915,84.23864151,3.666526646,1.328910692,34.5803552,23.23914886,0.0,5.443402318,0.44401581,5.191547577,1.044096366,40.81169113,2.438771289,0.33823503,17.29013413,4.628322549,18.16043085,7.231906908,0.551326973,0.22533167,6.562228005,2.032488681,1.689199698,1.160695539,0.146612503,0.445689265,0.0,50.88381931,18.6386461,0.934586423,0.374314447,1
RNA86_FPKM,0.262854064,14.79683011,4.478366589,29.74175012,1.380829086,9.132134425,0.485566272,1.766839704,3.439231514,1.490213522,3.38212367,18.92476175,10.41931049,4.912178599,6.54335701,0.374462125,19.18453182,2.24506548,13.91578821,4.309036134,5.25880815,48.14270899,0.750742028,3.137399947,2.468060392,3.31597823,1.022276822,3.968851201,4.572937145,0.111079564,0.597634485,3.037246218,5.283926027,0.689388667,0.875865699,1.366832885,53.31060012,3.106868859,4.069595813,38.158534,29.72328753,0.0,10.3374984,0.961586352,7.464691282,1.733152632,22.98541758,3.748961706,1.304110815,42.86966484,5.650033015,20.18978612,12.98483574,0.26572656,0.651627209,6.560722094,4.637641229,2.777464326,0.831088279,0.432781256,0.945006794,0.074747635,42.05721759,16.82216752,1.989728098,0.240517664,1
RNA87_FPKM,0.259574179,22.32292592,8.306157869,24.60529076,0.519414921,9.076211033,0.685045174,2.160266822,4.338644935,1.350476747,2.500879847,16.55001345,10.23448431,4.389325088,6.657593855,0.46486393,21.40142492,0.819764317,13.95777783,3.799205756,6.199263985,43.92803426,0.847517746,3.506990308,1.057796738,2.891840655,0.349619266,3.685123722,4.789736673,0.106082884,0.539601541,4.810579643,4.21121962,1.037383203,0.0,1.989200132,55.94848159,2.936694336,3.651292259,41.54650366,26.68089329,0.553939023,13.15982691,1.751709006,6.076300945,1.766781107,38.8292669,2.738305694,0.490624663,46.15619953,5.118017065,17.52573756,12.16499902,0.299980508,0.245071337,6.582729612,4.858807406,2.414083192,0.721536684,0.528320333,0.678738409,0.0,44.71001011,14.49918783,1.642344342,0.0,0
RNA89_FPKM,0.149210741,2.666490358,0.883777005,20.62081107,0.0,8.258575333,0.82686643,0.913404629,1.96454474,1.950212253,3.4500964,26.97793554,2.629709747,1.404903762,3.829336113,0.765201815,9.696153754,1.8312985,11.47946472,2.099685147,2.764722458,48.07117793,0.73062161,2.662896767,0.24321937,1.320120794,0.0602997,2.533691111,2.487739114,0.033258022,0.378958231,4.880483203,3.95592812,1.006273354,0.0,0.210013905,63.21661618,4.535038707,2.008589868,24.45132043,13.18529849,0.0,5.299975471,0.537720339,8.18007127,1.033719231,36.01836605,3.287779739,0.105768132,21.24850832,5.498156123,21.596889,8.884458245,0.775814699,0.105693856,5.93280974,2.118219127,2.796007631,0.591001941,0.090247401,0.418006516,0.072744346,53.13358028,17.97670294,1.83991691,0.0,0
