,RNU4-31P,RNU6-785P,RNU1-134P,RNU6-915P,RNU6-1076P,RNU6-553P,RNU6-262P,RNU4-62P,RNU6-1016P,RNU1-22P,RNU7-181P,RNU4-82P,RNU6-375P,RNU6-1152P,RNU6-1278P,RNU6-1153P,RNU6-442P,RNU6-30P,RNVU1-4,RNU6-878P,RNU6-1043P,RNU6-223P,RNU6ATAC39P,RNU6-1237P,RNU6-838P,RNU6-322P,RNU6-32P,RNU6-88P,RNU5A-6P,RNU6-118P,RNU6-1262P,RNU6-1128P,RNU6-226P,RNU6-48P,U2.4,RNU6-5P,U6.16,RNU6-1231P,RNU6-595P,RNU6-100P,RNU6-767P,RNU6-877P,Diagnosis
R_JS010_FPKM,0.957708824,5.193728623,0.0,0.0,5.843274754,0.703674976,1.746463292,1.55838263,9.3380262,2.563992611,12.77469271,0.482519984,0.675527977,1.262027516,1.262027516,1.286066135,1.947978287,1.262027516,3.705491308,5.524550677,0.682351492,0.631334558,0.453374481,0.631334558,0.0,11.80001115,1.262027516,3.376266861,0.582351704,6.6201311,0.703674976,3.097492533,4.417417105,5.048110063,0.706999708,6.310779179,9.089685198,0.0,11.35888924,1.273933436,0.631334558,1.262027516,1
R_JS011_FPKM,1.554827374,2.635283492,2.325362503,0.532415761,3.16198067,0.571237743,1.889919481,3.794616484,8.746235452,10.40691307,9.62879463,1.957639165,3.288459896,1.536954703,1.536954703,2.610185554,0.527296378,2.048884671,2.339541543,4.982514994,2.214451109,1.024442335,0.735673355,1.536954703,0.507766883,6.385359022,1.024442335,5.480766494,0.472748477,3.223980291,3.425479059,0.503108471,8.196121083,8.70805105,3.443413504,22.02638381,4.743270605,0.532415761,8.70805105,1.034106886,0.512512368,1.024442335,1
R_JS012_FPKM,1.192916199,7.277935849,0.509700558,1.633021205,6.46927631,0.0,0.725005104,1.940782893,10.73733554,5.855752843,10.22845038,3.604311087,2.523017761,1.571973683,1.571973683,0.0,1.617319078,2.357960524,4.102467904,9.94009212,0.84950093,0.785986841,0.564433504,1.571973683,0.778709185,9.799121759,3.143947366,3.364023681,0.725005104,3.298062433,1.752095667,3.857825323,4.715921049,7.073881573,1.320951707,14.93470734,3.234638155,0.816510602,12.57674682,2.380205435,0.785986841,0.0,1
R_JS013_FPKM,1.402983843,3.170817069,0.399637822,0.640196511,3.804857844,1.373755013,2.273801401,0.50723262,2.805967687,1.669373181,5.347367781,0.0,0.0,0.0,1.232527862,0.0,1.268081551,0.616263931,2.010762044,1.798370199,0.666063037,0.0,0.442551951,0.616263931,0.0,8.323173789,0.0,0.659402406,2.84280151,3.8794629,1.373755013,2.419825344,1.848791794,6.163235312,1.035710586,7.395763174,0.0,0.640196511,6.779499243,4.977223557,1.848791794,0.616263931,1
R_JS014_FPKM,1.617110802,2.6311763,0.829081887,0.8855739,3.069487835,0.0,1.179297512,7.367119362,6.307117767,0.577304505,13.55885445,0.325602854,3.192267348,2.130959094,0.852468334,0.434137139,2.6311763,1.704936668,1.946504481,4.146095988,0.460448481,0.426022426,1.224350493,2.557405002,1.689150217,7.084591203,1.704936668,4.104408466,2.751954611,0.894255997,0.950146997,4.184133566,2.557405002,4.26234167,3.104026545,11.50811077,4.823605369,0.8855739,14.49196168,1.290551994,0.852468334,0.426022426,1
R_JS015_FPKM,1.584568126,10.02506245,0.902842847,0.722864427,11.45745735,0.775573292,1.284216118,3.437293934,4.753704377,2.828153237,12.07697869,2.127708155,0.74455036,1.392234296,0.0,0.709095581,1.432394901,1.392234296,1.81633623,4.739120432,0.752071071,0.695841458,2.499283057,0.695841458,0.0,4.33833215,0.695841458,2.234241057,0.641853759,3.650913485,3.879095577,4.099524876,6.960068722,5.567834425,1.169759716,4.176151509,6.444926127,0.722864427,11.83206169,0.702406,0.0,0.0,1
R_JS016_FPKM,0.496453115,4.711531007,2.121208765,0.679610575,6.057682724,0.729165513,3.620683927,1.61538206,5.21275771,3.987335464,10.40538894,0.499999209,1.399997785,0.654204572,0.0,1.333331224,0.673075858,0.654204572,2.560971558,1.272725259,0.707069588,0.654204572,0.469797914,0.654204572,0.648147123,4.757274027,0.654204572,2.79999557,2.413789285,2.058820272,2.916662052,2.568803275,3.271022862,3.925227435,1.832457834,6.542045724,3.365379291,1.359221151,15.04608211,1.320752627,0.654204572,0.654204572,1
R_JS017_FPKM,0.543655236,4.421087332,0.928734261,0.0,8.105773079,0.0,0.660822312,1.768434933,4.891415771,4.365564856,9.321070908,0.547538487,0.766553882,0.0,0.0,0.730051316,0.0,1.432160309,6.074643617,3.483702888,0.774296851,0.0,0.514465693,0.716405497,0.0,2.976232325,0.716405497,0.766553882,0.660822312,1.502364245,0.798493627,4.921545603,2.864971304,3.581376801,2.808630737,3.581376801,0.0,0.74422707,17.90558263,0.72316404,0.0,0.716405497,1
R_JS018_FPKM,1.215569879,3.297017652,2.078120217,0.832497489,4.945049892,0.893200431,3.69429265,3.296445749,5.471119029,2.71226549,11.58344628,1.836732817,2.571425944,2.403201817,0.0,1.632336695,1.64803224,0.0,5.226676979,2.337659949,2.597399943,0.801376088,2.876093607,1.601825729,1.586994009,12.48265021,0.801376088,3.428898358,2.216746503,3.361665056,1.78536826,7.863991051,4.005027546,6.408229362,2.243654175,8.811431179,4.120557186,0.832497489,15.22058699,1.616937292,0.801376088,0.0,1
R_JS019_FPKM,0.591013698,3.204252084,1.514601729,0.809057587,3.204252084,0.868051369,0.0,1.922379118,3.545129965,2.635985058,3.377152504,1.189831099,4.164856392,0.778812443,0.0,1.586441465,0.801278187,0.778812443,3.047674211,3.029474698,0.841746782,0.778812443,0.559281419,0.778812443,0.771601217,7.278911222,1.556788354,2.499092853,1.43600305,0.816989524,0.0,1.52822343,1.556788354,2.335600797,1.744723648,11.67800399,1.60169571,2.426303741,12.45681643,2.357634767,1.556788354,0.778812443,1
R_JS020_FPKM,0.630419366,1.709406357,2.154291423,0.863001268,4.272569378,0.925928443,0.766285608,4.101818045,5.672727084,2.249734713,4.803487631,0.634922361,0.0,0.830739538,0.0,1.693126297,1.709406357,0.830739538,2.167427346,3.231437134,0.897870006,1.661479076,0.0,0.0,0.0,1.726002535,0.830739538,1.777782611,1.532571217,4.356345248,2.776759939,0.815496611,1.661479076,6.64407635,2.326425211,4.983517251,0.854703179,0.863001268,6.64407635,1.677153407,0.830739538,1.661479076,1
R_JS021_FPKM,1.674011205,5.295451032,0.953817165,0.763648036,3.025878149,0.819330705,2.712856272,3.631316613,3.34778008,0.996074887,9.569009994,1.124141659,1.573798322,0.735100445,0.0,1.498855545,0.0,1.470839553,4.797332239,0.0,1.589695275,0.735100445,0.527890924,0.735100445,0.0,4.583215143,1.470839553,2.360355799,1.356722691,3.085209093,0.819330705,7.21800447,5.146980443,0.735100445,2.471576752,8.088020887,3.782840501,0.0,19.85282133,2.226750753,0.0,0.735100445,1
R_JS022_FPKM,1.240005518,5.884913716,1.059641079,0.0,5.884913716,0.910629052,2.260872129,2.017393592,6.510968367,4.980201294,9.452046155,1.2488627,2.62261167,0.817012981,0.817012981,1.665150267,1.681161327,4.085890172,3.731896503,7.153380041,1.766068465,0.817012981,1.76014206,1.634025963,0.809448046,11.8840976,3.268051925,7.868718045,0.753624043,4.286178906,2.731887156,4.812941628,5.719916135,7.353942098,4.577446039,6.536929116,3.362322654,0.0,17.97593612,2.474161953,1.634025963,0.817012981,1
R_JS023_FPKM,0.57634173,4.685891636,0.492510205,0.788972659,3.905314141,0.846501916,1.400381408,2.499142206,4.320773092,2.056256245,5.488549603,0.580458456,1.624442434,0.0,0.759478354,1.547088032,2.343350262,3.036340998,2.476540675,6.645828703,0.820850342,0.759478354,1.090229821,1.518170499,3.008226729,7.097486965,1.518170499,1.624442434,0.700553309,4.777771864,0.0,2.235857131,4.554511496,6.832160349,3.827440614,8.350330848,5.467278019,0.788972659,3.795819352,1.532492862,0.759478354,0.759478354,1
R_JS024_FPKM,0.635008767,8.610046223,1.085287711,0.0,8.610046223,0.932669126,2.315592314,2.754961112,3.810052601,3.967317081,7.260808955,1.918633631,3.581449445,0.0,0.0,0.852726058,1.721850695,0.836787254,2.183810637,1.627931566,0.0,1.673574507,1.802743009,0.0,0.829039223,4.346419229,0.836787254,1.790724723,1.543728209,5.267645712,1.865338253,4.107166795,4.183936268,5.858281297,1.875104421,7.531855804,1.721850695,0.869283846,12.55257932,1.689362946,1.673574507,0.836787254,1
R_JS025_FPKM,0.588098012,3.188549275,1.005112967,0.0,3.985874465,0.863768956,1.429686547,1.275720304,3.527756645,1.049643288,5.601769518,0.592298712,0.829218197,0.774970278,0.0,0.789731617,0.79732519,4.649091253,2.527627709,3.76846313,0.837594139,0.0,1.669566841,0.774970278,0.0,5.634704697,0.774970278,2.487654592,0.714843274,0.812959017,2.591306867,1.52150128,2.324910834,6.199031809,0.868291306,10.07315278,3.985874465,0.0,10.84812306,0.782281318,0.774970278,0.0,1
R_JS026_FPKM,0.0,3.0530732,2.405568523,0.770865957,4.57923883,0.827074933,2.052762234,2.44245856,2.533195949,1.507091261,7.50864908,0.567137097,0.793991936,0.0,0.742048538,1.51163072,0.763453784,3.709521554,1.9360952,2.886541934,0.0,0.742048538,1.598123619,0.742048538,0.0,11.55999279,0.742048538,1.587212256,0.684475807,3.11293738,1.6533461,0.728432968,1.48337594,6.676273435,1.246703765,11.12784353,1.526165631,0.770865957,4.450848957,2.246419049,0.0,0.742048538,1
R_JS027_FPKM,0.0,4.189277589,0.377055225,1.208643227,4.189277589,0.0,0.536328553,5.266656723,5.297457548,2.363738969,4.205332661,0.889216088,1.867043645,0.0,0.0,1.185621451,1.197021657,1.163460303,0.379354343,4.526918268,0.0,0.581440301,0.0,0.0,1.152687522,5.438593414,1.744900603,3.111946169,0.0,2.440985341,0.648063668,0.570771671,2.908360906,3.490380908,1.955344278,6.398741813,1.197021657,0.0,2.908360906,0.586925587,0.581440301,0.0,1
R_JS028_FPKM,0.536101818,2.181248953,0.458123372,0.733886955,2.181248953,0.787399545,0.651641003,7.561460929,2.413296714,3.828856436,6.131078138,1.080425248,2.268498911,0.706451928,0.706451928,1.440566998,0.726830349,0.706451928,0.922314236,4.124543474,0.0,0.706451928,0.0,0.706451928,0.0,6.607278381,1.413640512,3.781094258,0.0,0.741081925,0.787399545,2.081191661,4.24018488,2.826544369,2.37539153,4.946636809,1.454418603,0.0,6.36027732,2.140093312,1.413640512,0.706451928,1
R_JS029_FPKM,0.0,1.462706229,2.765386508,0.738086788,1.462706229,0.791905616,0.655370165,1.754956823,4.854135892,3.369539763,3.083032256,1.08658177,2.281443869,0.710494758,0.0,1.448775693,1.462706229,1.421695774,2.318694114,1.382922253,0.767908476,0.710494758,0.510221068,0.710494758,0.703916103,8.860709877,1.421695774,1.521214478,0.0,1.491386743,3.169196829,0.697458157,0.710494758,1.421695774,1.19447323,4.97558208,3.656402257,0.0,7.107772612,0.717197539,1.421695774,0.0,1
R_JS030_FPKM,0.568334523,9.247132977,0.485667684,0.778011338,6.934774137,0.834741331,0.690820412,4.314970574,5.967512496,1.014369213,3.248723019,1.144788112,0.801351678,1.497853604,2.995707208,0.763192074,1.541060919,1.497853604,0.488629072,2.185504577,0.809446139,0.748926802,0.537819918,1.497853604,0.0,6.224090703,0.0,0.801351678,0.690820412,3.1425556,3.338965325,2.940740103,5.991414415,2.995707208,0.839111705,8.238940764,0.77053046,0.778011338,5.991414415,2.267976447,0.748926802,0.0,1
R_JS031_FPKM,1.266065899,6.007726166,1.081910859,0.866579086,5.149479571,0.0,3.077849859,2.059791829,5.697296547,1.694765429,4.824737616,1.275109227,2.677729377,0.834183607,0.0,0.850072818,0.858246595,1.668367213,3.265523631,3.245732578,0.901592383,0.834183607,0.599044603,2.50255082,0.826459684,7.800117294,1.668367213,1.785152918,0.0,2.625224879,1.85953429,2.456632456,5.839285246,5.839285246,2.803905107,7.508524124,5.149479571,1.733158173,9.176891337,0.0,0.0,0.834183607,1
R_JS032_FPKM,0.0,3.301502064,1.24849669,0.666482457,1.980788018,0.0,1.775878913,5.810915361,1.46121554,3.477323057,4.639948846,0.981101863,0.686476931,0.0,0.0,0.653787553,0.0,1.28368468,1.67505196,3.121420133,0.693411042,0.641567225,0.460722773,0.641567225,0.635626788,2.00001897,1.28368468,1.373542608,0.591790458,1.3466104,1.43077355,2.520261665,1.28368468,1.28368468,1.438264511,3.208936585,0.0,0.666482457,4.492621265,1.295794913,0.0,0.0,1
R_JS033_FPKM,0.605228166,2.460819501,0.517194979,0.0,1.640269775,0.888928869,0.735665271,1.9686556,3.630451059,0.54010868,4.611654048,2.437588568,2.559252281,0.797543658,1.594280903,0.812734966,1.640269775,0.797543658,1.560519683,3.877393497,0.861991631,0.0,0.0,0.0,0.0,4.140905676,1.594280903,2.559252281,1.470586695,7.52721259,1.776958923,1.565028042,3.18936822,2.391824561,3.126185033,9.567298245,1.640269775,0.828516228,7.972210928,3.219456599,0.797543658,0.0,1
R_JS034_FPKM,1.134165876,3.843359547,0.969196294,0.776298003,4.612193146,0.832903065,1.378598177,3.074687637,3.401603177,6.071747939,3.241568687,0.571133531,2.398760829,0.0,0.747277517,1.523022748,1.537667198,2.24183255,2.92480541,2.906824533,0.807663579,1.494555033,1.609906596,0.0,0.74035828,6.209567725,1.494555033,3.197506986,1.378598177,3.134810771,2.498709196,4.400624653,2.988324286,2.988324286,1.674087427,10.46031367,3.074525948,0.0,8.218481122,2.262981914,2.24183255,0.747277517,1
R_JS035_FPKM,0.551273058,4.482755268,0.0,0.0,2.988776684,0.809682304,0.0,1.793102107,7.439466189,1.475337177,4.200442907,1.665023385,1.553737727,0.726443937,0.726443937,2.22003118,0.74739905,2.904979207,1.421361426,0.706631829,0.785146477,0.726443937,1.564451503,1.452091334,1.438646044,6.035587867,1.452091334,0.777295012,1.339429075,0.762053933,2.428159103,1.425447456,3.631423144,3.631423144,1.220435989,15.25054343,1.493978584,2.263138582,11.61912029,0.733297181,0.0,0.0,1
R_JS036_FPKM,1.0129243,2.059937398,0.432794928,0.693312263,2.746583197,0.0,3.693680851,2.197266558,3.798466124,3.615255681,6.755110025,1.53023921,1.428223262,0.667394048,0.667394048,2.040318946,0.686645799,0.667394048,4.353858072,5.192821797,0.72132488,0.0,0.479269551,0.667394048,0.0,6.932356542,0.667394048,2.856446525,1.23122695,2.80043777,3.719331413,1.310296571,1.334788096,6.673203027,2.990630354,5.338414931,2.059937398,0.0,8.007991123,2.021070654,0.667394048,0.0,1
R_JS037_FPKM,0.642663169,2.612906201,0.54918489,0.879762202,4.354509452,0.94391153,0.781168162,6.967215123,8.671515523,3.439775252,2.447658623,0.64725362,6.339957211,0.846873896,0.846873896,2.58802138,4.354509452,2.539647149,0.552533578,3.29321342,1.829563011,0.0,0.0,0.846873896,0.839032471,8.793572486,0.0,1.811267381,0.781168162,1.775752334,3.77347371,0.0,4.232420402,5.925193655,4.267656854,5.079294298,0.0,0.0,8.464840804,7.689834521,0.846873896,0.846873896,1
R_JS038_FPKM,1.216569568,1.649387587,1.039613994,0.0,1.649387587,0.0,2.218141928,5.937795314,3.649708704,2.171345684,3.477087346,1.22525935,0.857681545,0.801571538,0.0,0.816839567,0.0,0.801571538,1.568929656,3.118841983,0.0,0.0,0.575625198,0.801571538,0.0,8.327005294,1.603143075,0.857681545,0.0,0.84086426,1.786836553,3.147455212,1.603143075,2.404714613,3.143335506,7.214143839,4.948162762,0.0,6.412572302,0.809133533,0.0,3.206286151,1
R_JS039_FPKM,1.099644723,1.490864481,0.9396964,0.752669447,1.490864481,0.0,0.0,12.52509843,1.649467085,2.453825059,3.1429035,1.107499329,1.55049906,0.0,0.0,0.738332886,0.74543224,1.449064542,1.891337844,2.1143169,0.0,2.173596813,0.520301698,0.724532271,0.717823639,6.022128334,1.449064542,1.55049906,0.66831856,2.280145676,0.0,1.422476202,0.724532271,2.173596813,4.059314787,3.623405228,1.490864481,0.0,9.420407269,0.0,0.724532271,0.0,1
R_JS040_FPKM,1.141790041,3.09600761,0.975711489,0.781516484,0.774001903,0.0,0.69393274,7.431036847,4.281712652,4.076265814,2.175572915,0.574972842,0.0,0.0,0.752300915,2.299891368,0.0,0.752300915,2.944982849,4.390701702,0.813092908,0.0,1.620728816,1.504601829,0.0,4.689098905,0.752300915,1.609923957,0.69393274,0.78917841,0.838502061,3.692486141,2.256902744,2.256902744,1.685784248,6.771459781,1.548003805,0.781516484,6.019158866,2.278194279,0.752300915,0.752300915,1
R_JS041_FPKM,0.590481158,2.40079363,1.008634511,0.808328575,5.60126852,1.733590565,2.152435668,1.920634904,4.426672678,4.213283399,4.49796471,0.59469888,2.496825375,1.555370975,0.778110684,1.584997088,0.800556185,1.555370975,5.073923606,2.26984125,0.840988315,0.778110684,2.233888514,1.555370975,2.311875347,16.96606588,0.778110684,1.664246943,0.0,1.63161465,1.733590565,1.526832058,8.554965557,5.444223608,1.742666956,8.554965557,0.800556185,0.808328575,5.444223608,2.355495637,0.778110684,0.778110684,1
