,NPM1P29,DGKZP1,RPL15P5,HNRNPLP1,AC027575.1,ETF1P2,AC114878.2,AC006483.1,H3P6,AC021074.1,AL663070.1,DNAJB6P1,AL162430.1,AC012618.2,AL354710.1,AC068790.1,FTH1P12,AC139451.1,AL139132.1,RPS12P3,RPL10P12,BAK1P1,AC018638.4,SRP72P2,AL162151.2,RPL41P2,MTND3P12,FTH1P16,RPL11P3,YWHAQP6,RPL23AP23,AC138932.2,AC084337.1,EEF1A1P29,EIF4BP5,NSRP1P1,RPS24P16,RIMKLBP1,NDUFB4P6,MTCYBP3,RPS27AP10,YBX1P1,HNRNPA3P15,RPL23AP30,FAM32BP,AC005183.1,AC093433.1,RBM8B,PRKXP1,AL512310.6,ST13P7,AL513475.1,RPL21P134,EEF1A1P16,XBP1P1,VDAC2P5,PTMAP2,Diagnosis
RNA53_FPKM,0.550144097,63.38186385,0.396291285,0.042044895,0.045947861,0.517290059,0.403577216,0.40325487,2421.483938,0.299096622,0.609332014,26.79155612,1.233171933,2.23001368,0.0,0.0,0.687216557,0.573721701,0.550372562,2.203320249,1.389200346,1.389200346,41.26783871,0.0,5.192544511,1.23441344,1.154440009,1.486271799,4.585385681,1.037983341,0.401970619,0.06636108,3.495855264,0.057581558,0.0,0.0,0.0,0.271088433,0.0,0.333031067,0.303410515,20.0502508,0.30755062,0.125966841,0.568553037,0.095668601,0.0,17.79072027,1.631169543,0.0,1.148487482,0.200347261,1.698596341,0.312422709,1.548696617,18.91125659,39.3708068,0
RNA535_FPKM,0.198524016,50.78257281,0.12506656,0.265434365,0.0,0.150745387,0.764387489,0.254528431,1613.392885,0.12585687,0.109886067,21.15773161,0.366378831,1.689532528,0.0,0.0,0.289319029,0.24141636,0.0,1.192429845,0.501304356,1.754187946,16.561763,0.161065984,59.01142555,0.584553017,0.0,0.577444896,0.457136107,0.786454552,0.676750707,0.0,0.929299075,0.072689233,0.0,0.188275005,0.20323316,0.205397065,0.217670489,0.070068073,0.0,18.92650636,0.466047142,0.0,0.717964516,0.040256392,0.0,25.50088076,0.639257176,0.135672158,2.175379301,0.252912377,1.154931194,0.169082167,0.244501204,16.91500897,58.48836347,1
RNA58_FPKM,0.106324432,54.01709971,0.402221431,0.056881092,0.0,0.161547952,1.911267786,0.0,2645.336807,0.404763115,0.117763474,23.36245231,1.07968126,1.206950783,0.347067149,0.240502869,1.239904066,1.035132031,0.496386736,2.768278638,1.342679525,1.342679525,42.32558318,0.0,4.864339615,0.835192103,0.78114345,2.320500483,3.102313264,0.56170078,0.543981001,0.0,0.995899622,0.077900108,0.095129269,0.050430312,0.0,0.146698486,0.233274641,0.075091045,0.820947294,15.74447985,0.915519197,0.170416205,0.512783896,0.0,0.0,17.24135789,3.196554143,0.072662569,2.020235635,0.0,1.591233249,0.241579611,0.261897296,17.93167798,26.89779001,0
RNA6_FPKM,0.508521137,53.42821021,0.384651998,0.05443316,0.089196696,0.102975504,0.718136786,0.521786421,2042.202837,0.387082659,0.337963204,29.16864181,1.783626338,1.73161359,0.0,0.0,0.889376853,0.494906514,0.0,3.055153653,1.541027189,1.412561507,37.35619664,0.082526099,10.85489914,0.998392354,0.249098089,1.479501713,2.03003493,0.805997773,0.346749787,0.085867061,1.547679692,0.074547603,0.0,0.048259996,0.0,0.210501137,0.446227185,0.071859431,0.392808525,22.45982088,0.318447852,0.163082182,0.245357878,0.0,0.0,17.26780069,1.892607606,0.208530488,2.155167477,0.0,1.860018879,0.346567642,0.626292136,20.3948599,46.20607054,0
RNA60_FPKM,0.831359325,59.30634494,0.916921546,0.111204072,0.182258546,0.263082866,0.933849531,0.0,2100.303783,0.263692437,0.575516448,30.47603398,0.959093262,3.04680321,0.0,0.0,0.757258485,0.505810038,0.242484884,3.745617644,1.836726494,1.968019753,43.39072154,0.084344271,4.753141377,0.408110789,1.017521075,0.604613972,4.148325455,1.921312582,1.417370568,0.087758839,2.554409312,0.0,0.0,0.098592624,0.0,0.0,0.0,0.293532905,1.203519772,22.51238413,0.243988414,0.0,0.751748086,0.126494246,0.0,18.75498512,2.528581139,0.0,1.670372691,0.0,1.209273344,0.472122728,0.256008148,18.75349797,38.78726369,0
RNA62_FPKM,0.423242834,44.5002334,0.0,0.226425047,0.0,0.0,1.697863196,0.54280135,3153.66906,0.268399404,0.0,31.37354603,0.390648271,1.400964026,0.0,0.0,1.079390934,0.514838856,0.24704531,2.330518826,2.671776143,1.736643432,40.11614355,0.085849834,4.301630636,0.415395654,0.0,1.846959485,3.24890875,0.558871126,0.541147365,0.089325354,0.743091571,0.077539769,0.0,0.0,0.0,0.073009954,0.0,0.0,0.0,15.48762256,0.165591445,0.0,0.255205966,0.128792526,0.0,20.06681972,0.530075227,0.0,1.546113991,0.0,1.05540542,0.240356432,0.651498821,16.39417716,26.24165342,0
RNA63_FPKM,0.369298492,47.13879602,0.232817971,0.098804162,0.0,0.093508857,0.88899228,0.236807735,2638.197627,0.234289174,0.102235615,30.87505902,0.681716527,0.785957132,0.0,0.0,1.076394517,0.0,0.0,2.58839181,1.398904833,1.049178624,43.64596289,0.0,6.569272884,0.72505303,0.0,1.611781655,1.701153869,0.24381849,0.787114471,0.077973211,0.32423596,0.0,0.0,0.087598965,0.0,0.063677681,0.0,0.0,0.713005035,15.83197858,0.433578691,0.296018059,0.667945551,0.0,0.0,12.28601899,1.651985533,0.0,1.416667583,0.235304194,2.148954691,0.104883343,0.113682241,11.86579137,20.17879209,0
RNA64_FPKM,0.187274693,36.81095648,0.472155663,0.050119847,0.0,0.142251872,0.360627287,0.480452328,4029.500915,0.475139269,0.5186111,20.97698584,2.074318557,1.15137734,0.0,0.0,0.818774475,0.455701753,1.093003044,4.687802576,0.472898046,0.236449023,11.24626675,0.0,1.903564286,0.367681121,0.458480422,1.36215198,0.862609437,0.0,0.159723758,0.0,1.753721033,0.068640411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.874484063,0.439712218,0.0,0.225915586,0.0,0.0,8.736677045,2.680668247,0.0,2.531552781,0.0,1.868094144,0.159555494,1.61452615,27.31186877,4.599064181,0
RNA66_FPKM,0.270892728,43.54371161,0.341486438,0.193243629,0.0,0.182886941,1.217231531,0.0,2243.811265,0.229060085,0.100043899,21.59722652,0.83346254,0.256215384,0.0,0.0,0.658059011,0.0,0.210848335,1.808260373,0.0,1.254157605,20.8077525,0.0,8.260948007,0.709189946,0.0,1.445007675,1.663816565,0.238591536,0.0,0.038134504,0.634189098,0.066178674,0.0,0.0,0.0,0.0,0.0,0.0,0.348710707,9.063976597,0.212014484,0.144774106,1.742094221,0.0,0.0,7.043988331,0.904787074,0.0,1.121654193,0.0,1.9516341,0.461513849,0.222385021,24.69191617,23.28374076,0
RNA67_FPKM,0.93087457,58.97123603,0.782304845,0.16599873,0.090704075,0.314204405,1.195031622,0.265449336,2121.27202,0.131256939,0.458275497,28.6555322,2.004768566,4.500055406,0.0,0.0,0.753616233,1.761860086,0.0,2.899819593,4.701209305,2.089475013,61.38949262,0.08392039,23.65540652,0.203143379,0.253309884,1.504670148,5.081858922,1.639237455,0.88161899,0.087317798,1.452851855,0.075808068,0.092522814,0.196249105,0.0,0.071379418,0.227009951,0.365208922,0.0,18.94723972,1.295230125,0.165839605,0.498734087,0.125904039,0.0,10.9159371,3.849347646,0.0,2.191672541,0.527233178,1.031735375,0.293665166,0.764307034,12.72709405,41.65510086,0
RNA69_FPKM,0.581931374,60.23446381,0.489095644,0.103755475,0.0,0.245512242,0.560300831,0.746471076,2033.248115,0.369108131,0.751999133,23.30135186,2.327471887,2.385041863,0.0,0.0,0.989472544,0.944102803,0.452723745,1.35959943,1.469468218,1.836835272,50.85981758,0.078694779,47.81318217,0.571260261,0.949859527,0.987680021,2.82940948,0.768570548,0.165410782,0.081880635,1.475933331,0.071084378,0.0,0.046018003,0.0,0.602178986,0.0,0.0,0.374559992,20.93057129,0.379515024,0.466358177,0.467678584,0.078694779,0.0,13.05437418,2.221204488,0.066305088,1.559005111,0.0,0.96747597,0.440613764,0.119491531,18.03374619,42.87047955,0
RNA7_FPKM,0.719321867,43.81217547,0.38858377,0.219861375,0.0,0.208078136,1.121249486,0.527296482,2873.061916,0.2607327,0.227646619,36.91905792,2.655529299,1.069054633,0.0,0.0,0.898467737,0.0,0.0,3.086571025,1.297395158,1.686589909,39.82101552,0.208474816,6.26652814,0.403530071,3.773521284,2.242237285,2.681994467,1.900050853,0.0,0.086773816,1.804249244,0.0,0.0,0.194927303,0.0,0.212652802,0.0,0.217702605,0.396557994,14.61151884,0.321649049,0.164638848,0.495627024,0.208474816,0.144455451,13.20191837,1.323745849,0.0,1.57667944,0.0,1.537440134,0.350110129,0.379643959,14.51684802,29.27035239,0
RNA72_FPKM,1.141476523,63.91661311,1.079144116,0.203554441,0.0,0.096322578,1.221100889,0.0,1986.829183,0.241339033,0.210713942,32.52875424,0.965726908,2.788904148,0.0,0.0,1.109020748,0.925864291,0.444091884,4.000050997,0.720477918,1.681280484,57.98297288,0.077194345,31.42246892,0.560175985,0.931509805,1.798822496,2.336638615,0.753657822,0.162089957,0.080319457,1.447449006,0.0,0.0,0.090234854,0.0,0.196831596,0.0,0.0,0.36704024,23.39163628,1.042197259,0.457309337,0.229262372,0.038577246,0.267543972,13.53031949,2.791103085,0.0,1.598533265,0.0,1.265156174,0.432157307,0.820011034,12.83124834,38.07353948,0
RNA74_FPKM,0.088840821,74.85831181,1.792500397,0.095108285,0.051968524,0.090011057,0.399306641,0.0,741.9235314,0.112700125,0.689010494,26.83294385,2.05061347,1.008607398,0.0,0.200955434,0.129472194,0.0,0.0,2.669337645,0.448923068,1.795318793,30.09623119,0.0,81.75055581,0.872310691,0.0,1.551282031,0.545766527,0.704265509,0.151463225,0.0,2.184544935,0.065090492,0.0,0.210735424,0.0,0.0,0.0,0.0,0.0,24.82808961,0.278202625,0.0,0.642933077,0.0,0.0,12.23349472,2.289663299,0.0,3.960978269,0.0,2.954986845,0.353276244,0.656738389,15.79529289,61.75987838,0
RNA75_FPKM,0.486257105,61.25525301,0.510829955,0.043348284,0.0,0.0,0.624243733,0.207877871,1404.12956,0.514057948,0.269237684,21.48746311,0.673174455,1.226374564,0.0,0.0,0.472473517,0.197169011,0.189144691,2.758921674,0.613828053,2.046422818,26.20029576,0.131547705,9.061116834,1.750276617,0.0,1.060981478,0.746585956,0.21403215,0.0,0.068418269,0.379494035,0.118733164,0.0,0.038432235,0.0,0.0,0.177775338,0.057225834,0.938448659,21.48875133,0.380569644,0.0,0.390785427,0.0,0.0,14.87457043,0.696015071,0.0,1.421162712,0.206558012,2.559956809,0.368172562,0.399283601,24.74528336,43.18524989,0
RNA78_FPKM,0.499527197,43.63585314,0.503724174,0.053463051,0.0,0.151755479,1.026018486,0.256383515,3477.593124,0.126774155,0.331978193,30.70438325,0.737637468,1.700807155,0.326211546,0.0,1.310331465,1.215516178,0.0,2.20057054,0.756868521,0.882950453,31.11165216,0.162138605,6.09289131,0.392264424,0.0,2.761183666,1.533806398,0.0,0.170378005,0.084351288,0.467743875,0.073219015,0.0,0.094764412,0.0,0.137831743,0.438350135,0.282209585,1.157135527,18.46746234,0.390955496,0.320231835,0.963580476,0.081069302,0.140539475,15.43294329,1.07246086,0.0,1.313908348,0.0,1.494808773,0.113462623,0.492135427,17.30069652,29.19351836,1
RNA86_FPKM,0.288890768,67.32273445,0.485566272,0.0,0.02814941,0.04875563,1.421601328,0.0,1820.365583,0.366475966,0.426628573,26.26043779,0.533285716,1.639329937,0.0,0.0,0.561353385,0.234322512,0.0,2.699464842,1.458989223,1.702021071,37.38366102,0.078146972,4.404669997,1.701559559,0.94300523,1.961024278,2.217613442,0.763089758,0.164175008,0.121965976,1.352525574,0.0,0.0,0.137022615,0.0,0.0,0.845097583,0.0,0.743523354,23.92154201,0.904320218,0.0,0.464422996,0.273514402,0.135422818,15.02261472,3.239013325,0.065809727,1.688580246,0.0,1.120672882,0.218745202,0.118598817,17.46550887,34.75961108,1
RNA87_FPKM,0.76072798,60.82945204,0.685045174,0.116249695,0.0,0.275141094,1.464903041,0.0,1748.322194,0.689374053,0.722165848,33.8720151,0.702143181,2.569697469,0.0,0.0,0.791966925,0.0,0.253762581,3.482089256,0.274510465,2.058212993,40.59832997,0.0,4.971222934,0.213433564,0.0,0.790532202,1.168001086,0.287152394,0.0,0.0,1.3993353,0.079648109,0.0,0.051561918,0.0,0.524797739,0.238509093,0.0,0.419684269,23.18041995,0.170068998,0.174240175,0.523996373,0.0,0.152879734,18.11837301,1.40000765,0.148502802,2.461549947,0.553939023,0.722731776,0.123402258,0.669284932,19.7119055,40.03099931,0
RNA89_FPKM,0.56221655,46.7834438,0.82686643,0.100271853,0.0,0.094897889,0.421034305,0.240428197,3002.064611,0.0,0.415105984,27.27839563,1.037838828,0.354478019,0.0,0.0,0.955923622,0.0,0.0,0.375331799,0.23664788,1.064814414,15.24505236,0.0,3.809923681,0.551985519,0.0,1.772053996,0.575433726,0.0,0.0,0.0,1.0968101,0.068662432,0.041924248,0.044450104,0.0,0.0,0.0,0.0,0.0,19.90828329,0.146694007,0.150207636,0.225988065,0.0,0.0,21.64155341,0.335299344,0.0,1.506274589,0.0,1.090505002,0.212837227,0.0,20.49775724,37.73697048,0
RNA94_FPKM,2.319318751,38.82743649,1.461792203,0.0,0.0,0.0,0.0,1.983495897,2894.573392,0.245124343,0.749189891,12.13135889,0.713602547,0.0,0.0,0.0,0.844974259,0.0,0.0,0.774107501,0.0,0.243968096,5.060778039,0.0,1.96466524,0.379373371,0.0,1.827433855,9.792673737,0.0,0.0,0.0,0.0,0.070786364,0.0,0.0,0.0,0.0,0.0,0.0,10.81928807,11.39735741,0.0,0.0,0.0,0.0,0.0,40.3514479,1.86734271,0.0,2.541924104,0.0,6.90835872,0.493929328,0.0,19.37772413,19.93367222,1
RNA95_FPKM,0.404255669,45.68885781,0.764336657,0.05408133,0.11817157,0.613975347,2.46487598,0.259348488,2191.355248,0.256343046,0.223813998,23.40352569,0.932758336,2.293910249,0.0,0.228665005,0.736309208,0.0,0.235976968,3.440077991,2.296615332,1.403441547,52.28671444,0.123012241,4.622301744,0.396736304,0.742198857,1.323050137,3.413507941,2.135353943,0.172348359,0.042679325,1.419482363,0.074065764,0.0,0.239637551,0.0,0.209141946,0.0,0.0,1.170390506,15.55312897,0.474544299,0.971821258,0.974826733,0.369036723,0.142164758,8.037314095,5.062600045,0.0,2.067467792,0.0,1.680123711,0.459085996,0.497879298,17.4082976,33.74906485,0
RNA97_FPKM,0.833777763,52.29889303,0.450380785,0.127422856,0.0,0.241187524,1.376155476,0.916589648,2490.366879,0.453226793,0.131904625,27.45459302,1.868772502,1.802357153,0.0,0.269382685,0.520676152,0.579580929,0.0,5.724078854,1.202903814,1.353435928,22.2882981,0.144968449,7.263783609,0.467632534,1.457787397,0.866221497,2.194412639,1.887804904,0.40607581,0.0,2.370017604,0.087254428,0.053276241,0.112972065,0.0,0.164314181,0.0,0.252324151,0.0,11.15805341,0.466037297,0.0,0.574359479,0.096645632,0.502438809,8.197749869,2.642494799,0.0,2.088585642,0.30359001,1.980157565,1.082179083,0.880203513,24.64285484,20.47341026,0
RNA98_FPKM,0.372246797,46.66123053,0.625670703,0.066381119,0.036271591,0.188470478,0.876114032,1.273329833,2333.895106,0.0,0.549727224,31.6913501,1.259791556,1.173593162,0.0,0.56134118,1.084987943,1.509667567,0.0,3.478635491,0.626654462,2.506617847,44.44793391,0.100695361,11.35117133,0.243613837,1.518872857,2.346548501,2.095637961,1.311027098,0.634637321,0.052385941,1.597694831,0.090910638,0.111017336,0.0,0.0,0.256799122,0.272235135,0.087632418,1.437087396,20.34308277,0.485565592,0.0,0.897640175,0.0,0.174497477,13.09547817,2.752923211,0.0,0.997287219,0.6326226,1.031449891,0.704653886,0.611276438,14.13729547,34.12740836,1
R_JS001_FPKM,2.781197898,67.04318612,5.112908497,0.619941923,0.135506465,0.938805191,2.529136991,0.891847554,1224.217359,0.588050961,1.026858643,23.45207274,3.529726899,4.932357098,0.0,0.786333195,1.520073485,2.538062092,1.622955141,6.265750208,5.560041878,2.926203858,47.57989544,0.235130991,70.6755749,2.275141386,1.985928483,2.191451288,4.981908547,1.836501871,1.382982044,0.048942152,2.306001996,0.25469734,0.051859595,0.219867843,0.474643649,0.479636227,0.254338726,0.654769144,3.131656454,25.49343292,1.541829795,0.557182204,1.117826601,0.329148329,0.163026224,9.74876953,4.146862541,0.1583492,0.762111456,2.067887437,5.009270931,2.895674118,1.141829013,15.52689107,37.27939338,1
R_JS002_FPKM,0.962351672,88.26855949,1.213137195,0.214526973,0.187542384,1.136901797,4.169628144,0.205800388,1822.723177,0.203524555,0.888289616,18.31253195,1.332401035,2.123823616,1.047111644,0.907056298,0.350587918,1.365949719,1.123315428,1.927103224,4.252713343,2.32880702,27.88701727,0.130161427,37.90489368,0.314990325,1.963445036,2.216543116,3.693991001,3.177441894,1.230561465,0.1692981,2.628463922,0.058773286,0.071772169,0.114101561,0.82144129,0.719230167,0.175998693,0.679655579,1.548100894,9.525481557,1.004247424,1.542451882,1.353643865,0.650807136,0.112811772,5.887759185,2.984548161,0.0,0.703155954,0.817744331,1.333353979,0.500956769,1.382821221,15.20400087,11.22528447,1
R_JS003_FPKM,0.49822074,82.95134092,2.63773123,0.533072957,0.029133735,0.050460511,1.598941389,0.255688082,1463.372361,1.264048197,1.876129529,17.25309512,2.942904687,3.958150279,0.0,0.901523619,2.323345805,0.242516272,1.162997833,4.788641666,1.761167923,2.516044691,41.39720591,0.080879606,27.85204184,2.738834703,0.48799006,3.188886165,5.048484603,1.579281659,0.339831719,0.0,1.749465261,0.218987696,0.0,0.236309069,0.204159107,0.137509226,0.655766434,0.211091042,1.153896706,20.66964295,0.623861374,0.159741257,1.201415179,0.28299717,0.140158266,11.88746313,3.565553793,0.068110953,1.237665067,0.0,4.638273691,1.527819249,0.736352185,13.53201395,29.60678318,1
R_JS004_FPKM,1.865537113,55.09851588,3.218008878,0.367714115,0.20092424,0.646239488,4.159494445,0.755735582,1614.05515,1.868298029,1.848730313,16.78843705,2.084283239,3.528809271,0.641044003,0.0,1.860137618,0.716803749,1.146052505,4.325381561,3.966921588,1.61153432,49.3619772,0.43822082,17.96427708,2.12038876,0.721174503,2.713815764,4.974781151,2.074650546,0.837031978,0.041455527,2.298651187,0.287767928,0.0,0.139719573,0.0,0.609572318,1.077164103,0.416086609,0.758157811,34.98615751,1.383214317,0.629528242,1.183910096,0.239055318,0.276176576,14.26656084,4.216159189,0.067105032,2.080452132,1.752186942,3.917546233,2.676409614,2.297586353,22.37288653,46.05147044,1
R_JS005_FPKM,2.568406577,64.19133567,2.331198917,0.494633191,0.06006103,0.884287444,2.967539441,1.317792723,1814.548817,1.172897978,2.0482396,19.45700571,3.034353164,4.566995865,0.0,0.23237697,2.695052106,0.999925145,1.918461034,5.348938419,3.891485022,1.556620697,66.06989293,0.166738402,13.57547029,1.613571138,1.509033374,2.540724431,7.413727513,1.899528852,0.87573062,0.086744295,3.60772537,0.225804264,0.045957562,0.097452835,0.420886859,0.637838849,0.676178889,0.362769677,1.189814776,16.84328482,1.527746135,0.823291661,0.495458405,0.125053802,0.144472547,13.04252745,2.941107592,0.14041502,1.87664284,0.523770314,3.757658402,1.050193572,1.897994228,14.42070721,26.99468981,1
R_JS006_FPKM,1.452246214,68.11210449,3.269030812,0.277440877,0.151597654,0.3151199,1.930902799,1.064494486,2012.045294,2.500146076,1.493534214,22.33913695,4.308398274,3.237628004,0.0,0.0,2.569871287,1.009656891,0.242011577,3.7390037,2.619392879,2.357453591,43.53060438,0.168361179,46.39196321,3.462100438,0.761723688,2.1125973,4.937194625,1.096009126,0.353701459,0.087588532,2.064138599,0.456003797,0.092809686,0.098401292,0.0,0.143121467,0.455173189,0.21974087,1.201179661,25.68258829,0.649486889,0.665043461,0.500280442,0.0,0.14580032,12.53391363,4.083051704,0.0,2.501133918,0.528867895,5.863350224,2.238461763,1.916266399,17.58550205,41.01056478,1
R_JS007_FPKM,0.943890256,67.74242645,3.688770252,0.555478168,0.027604243,0.286759642,1.211809688,0.968783552,1545.083579,2.155317867,1.568159742,20.32837175,4.356197374,1.249909455,0.924391855,0.0,1.925904042,0.91887652,0.220432719,2.268333132,1.191735653,2.741154586,47.71927841,0.229813438,33.10149861,2.223964757,0.231185534,3.432872931,2.318823458,0.997464644,1.126419276,0.119558568,1.767849371,0.345777315,0.08444097,0.089528376,0.386662095,0.0,0.207182664,0.466616956,0.0,22.66024342,1.0342818,0.0,1.365768147,0.0,0.0,15.30380582,2.364429352,0.0,1.37941212,0.240726524,4.864899898,1.876159641,0.697547228,24.00392888,56.09453793,1
R_JS008_FPKM,3.632316066,73.79674051,3.366793933,0.285786574,0.031244714,0.649060058,2.40014311,0.822356035,1596.351085,2.439500996,1.419874831,18.96109788,3.845649941,2.930252242,0.0,0.966581458,3.269530523,1.559710989,0.498744793,4.492546928,4.855987832,2.697755251,74.74673144,0.260083187,33.12060757,2.097410865,1.569221422,4.662343086,6.233052043,3.668547641,1.275018804,0.090204106,1.750696008,0.234851678,0.0,0.050696533,0.0,0.589581473,0.468765598,0.603582089,0.824847158,21.35746676,1.588638508,0.684903029,0.772965282,0.260083187,0.300469718,9.967725708,6.34608404,0.0,0.85866267,1.089321961,3.907537367,2.062765064,1.447347046,7.595267761,30.69436114,1
R_JS009_FPKM,1.254280839,63.29416726,2.731023156,0.122013447,0.133339778,0.86593782,2.415242238,1.462495081,1600.637556,1.301809367,2.020618585,13.20346746,5.051655083,3.235393715,0.372240212,0.0,2.658708664,1.387154425,1.064780142,5.02337912,2.879296923,2.015418694,48.64644938,0.185085583,63.16528508,1.790890555,1.674792843,2.819781823,7.002802458,1.807013331,0.38883691,0.38510738,2.002007845,0.2506508,0.051014536,0.324472565,0.0,0.23600797,0.500388482,0.402604187,1.320736907,21.36412723,0.267751732,0.548329893,1.099953059,0.323852019,0.0,10.81284993,3.753830426,0.0,0.999780351,0.87210564,4.549529422,2.266343865,0.982980283,15.6931083,41.44010745,1
R_JS010_FPKM,1.513575528,46.45815322,0.423977847,0.134969848,0.09831594,0.638594834,2.59080145,0.215823635,2306.441537,0.426657012,0.186257854,26.29915253,1.474659709,3.976595475,0.0,0.190289571,0.980304495,0.409202861,0.196374412,4.883138822,1.911008096,0.849288957,64.9976591,0.068234939,21.3679086,0.495329442,1.646792002,3.547352659,6.584347428,1.110614099,0.286702642,0.070997342,2.263888972,0.123208891,0.075229495,0.239285784,0.0,0.232022241,0.368953399,0.237532004,0.324773066,9.495321476,0.72391571,0.673905561,1.013893952,0.102369753,0.236492021,6.687936195,4.332980923,0.0,1.105915513,0.857377423,1.118318378,0.955048156,1.449888436,13.94905458,24.98526409,1
R_JS011_FPKM,2.9350225,62.88510431,0.774411527,0.365141006,0.079807302,1.24409726,3.811688762,0.350208722,1633.223823,0.25980119,1.209634422,15.80765029,0.62997316,4.648146654,0.0,0.617551154,0.497403781,0.830513585,1.274596859,8.747668803,6.032584114,2.240662901,51.66413235,0.166167756,12.4882168,0.0,3.342120779,2.978790335,5.973480644,3.06500481,0.930915753,0.057631614,5.512951418,0.0,0.122134072,0.064746208,0.279630944,0.70631111,1.197981747,0.433861163,1.844638524,6.6228525,2.136811807,0.984631024,1.975050989,0.221557008,0.0,4.175940789,4.396503382,0.0,0.698186815,1.391940697,0.340484789,0.310085799,1.260960326,12.75366217,16.76132552,1
R_JS012_FPKM,1.675855429,73.71348094,1.980551518,0.448237666,0.122461728,0.53026855,2.554778074,0.537383975,1475.836522,0.79716201,1.044007349,22.44317945,2.51346877,5.349516231,1.367489301,0.473806152,2.137043058,1.019401116,0.48895693,6.711780096,7.934340244,3.570469216,65.38289918,0.169986037,53.23146448,0.616874758,3.846375967,2.742596184,5.950146804,1.659880106,0.17855752,0.132650776,3.432826551,0.076734117,0.093705395,0.298052896,0.214542327,0.289005471,1.608481268,0.443802596,0.808659539,13.05385966,0.819693879,0.671461813,1.515325983,0.169986037,0.147286501,7.048820806,5.322147366,0.286299888,2.0662588,1.334930032,2.089667787,2.022365631,0.773931829,10.88306433,35.75137416,1
R_JS013_FPKM,1.149722467,110.2991062,3.519873623,0.483282091,0.024004456,1.039531735,1.63416369,0.842686781,1404.615537,1.458494693,1.819217044,16.53112726,2.198227925,3.107025575,0.536099517,0.185747157,1.316527076,0.399637822,0.766746984,3.124668619,4.147586027,2.281152261,56.88617036,0.199952105,58.8510553,0.806271333,0.0,2.986770529,2.774020723,1.952387953,0.280001022,0.104006689,2.59559448,0.120328906,0.0,0.0,0.336429799,0.283303243,0.360329184,0.290030761,0.0,15.73102277,0.64275456,0.131617247,0.396037481,0.06663996,0.0,6.783032103,3.409016568,0.0,0.900119339,0.209334097,3.003753288,1.772266076,1.011451194,10.10536356,33.07406672,1
R_JS014_FPKM,2.158241747,64.76320308,1.43193268,0.273444934,0.016594248,0.460096402,2.734217853,0.291418887,1520.786994,0.432294368,1.132313111,14.32132259,3.302553866,2.309871315,0.370789072,0.25694116,0.744901718,1.79657294,0.927984694,5.004265482,8.891941711,0.788765658,49.65208523,0.368728092,36.65869265,0.557488076,3.059009845,2.148158429,6.191354322,4.500696303,1.065084837,0.095913892,3.124648644,0.041591605,0.203262645,0.296311257,0.116286734,0.117524494,0.622985309,0.360985793,0.877058767,15.58236356,1.77805286,0.637179111,0.958638843,0.345671138,0.159744504,6.862732872,5.812643791,0.038795234,1.410955323,0.868705826,2.077340019,1.290157168,0.839393666,12.63123908,23.71009021,1
R_JS015_FPKM,1.947583739,66.45158806,2.688977727,0.14885017,0.135563588,0.657381144,2.381222552,3.569075171,1506.673982,1.52946518,2.362591465,12.54598573,6.077707478,4.298211696,0.0,0.419631182,2.838311692,0.677042745,0.216439058,3.528677482,3.044501443,2.810273346,71.81789231,0.075274922,15.083235,2.549160134,1.81633623,3.103041326,6.83504148,1.714813314,1.423083476,0.117467984,2.714063968,0.135920684,0.0,0.131969348,0.0,0.1279803,0.20342906,0.196503171,0.357956904,7.447285823,0.580661095,0.743299751,0.67094326,0.188172398,0.0,9.64605981,3.451520353,0.063365988,0.677640904,0.236365194,3.392181731,1.316724103,1.142219867,8.19966904,12.98146793,1
R_JS016_FPKM,3.225233586,74.05663115,2.307584,0.37308402,0.12741152,0.441361218,2.797650783,0.447283637,1744.815569,1.437491143,2.413697331,19.90482026,2.815934242,4.946753069,0.0,0.197182787,2.667751375,0.848483506,1.017440251,3.316536731,3.962048239,3.631964904,61.71909076,0.141485375,20.82190799,2.224772356,1.920728668,3.677409641,8.164040621,3.6839854,0.148619722,0.11040992,2.040715916,0.255474048,0.155988611,0.165386626,0.178571146,0.360824171,0.382513056,0.30782713,1.009613787,11.520329,1.364455281,0.558881351,0.840839511,0.353713437,0.12259175,12.26613932,5.86428068,0.119148748,0.891657673,0.666665612,3.188262727,1.435594145,1.288239271,10.8848863,24.61667869,1
R_JS017_FPKM,2.767682779,51.56931165,0.842148306,0.255301344,0.083690041,0.19328621,1.408997753,0.0,1876.188444,0.363185689,0.951392065,27.16355016,1.057075619,5.415947816,0.0,0.647595891,1.112711178,1.161234296,1.559443229,3.440022122,4.81977995,1.084527118,53.44542137,0.07743363,91.18729474,0.936937207,2.570123171,1.527174638,4.982134969,2.01678901,2.115162533,0.040302517,2.010858412,0.069941048,0.085371116,0.0,0.19554946,0.263360764,0.837573578,0.13477674,0.0,18.20108567,1.04570852,0.764884866,1.610956369,0.116168035,0.134247615,15.32723178,5.259360786,0.065238628,0.976248354,0.486479851,0.951952552,0.541969598,0.470171671,8.785748871,32.34188956,1
