,RNA5SP494,RNA5SP493,RNA5SP82,RNA5SP37,RNA5SP498,RNA5SP310,RNA5SP317,RNA5SP207,5S_rRNA.3,RNA5SP312,RNA5SP450,RNA5SP434,RNA5SP295,RNA5SP449,RNA5SP39,RNA5SP383,RNA5SP155,RNA5SP284,RNA5SP392,RNA5SP490,RNA5SP437,RNA5SP244,RNA5SP78,RNA5SP195,RNA5SP311,RNA5SP108,RNA5SP151,RNA5SP483,RNA5SP307,RNA5SP390,RNA5SP203,RNA5SP324,RNA5SP219,RNA5SP393,RNA5SP283,RNA5SP290,RNA5SP479,RNA5SP474,RNA5SP395,RNA5SP377,RNA5SP132,RNA5SP464,RNA5SP237,RNA5SP21,RNA5SP131,RNA5SP260,RNA5SP217,RNA5SP492,RNA5SP340,RNA5SP496,RNA5SP345,RNA5SP315,RNA5SP425,RNA5SP196,RNA5SP466,RNA5SP427,RNA5SP248,RNA5SP477,RNA5SP452,RNA5SP221,RNA5SP33,RNA5SP159,RNA5SP357,RNA5SP74,RNA5SP69,RNA5SP282,RNA5SP320,RNA5SP354,RNA5SP146,RNA5SP141,RNA5SP111,RNA5SP376,RNA5SP212,RNA5SP152,RNA5SP245,RNA5SP88,RNA5SP294,RNA5SP52,RNA5SP363,RNA5SP247,RNA5SP465,RNA5SP229,RNA5SP129,RNA5SP364,RNA5SP20,RNA5SP507,RNA5SP370,RNA5SP122,RNA5SP197,RNA5SP371,RNA5SP473,RNA5SP344,RNA5SP209,RNA5SP154,5S_rRNA.4,RNA5SP394,RNA5SP67,RNA5SP435,RNA5SP298,RNA5SP369,RNA5SP372,RNA5SP289,RNA5SP367,RNA5SP386,RNA5SP432,RNA5SP124,RNA5SP65,RNA5SP296,RNA5SP174,RNA5SP469,RNA5SP97,RNA5SP341,RNA5SP25,RNA5SP482,RNA5SP297,RNA5SP327,RNA5SP18,Diagnosis
RNA97_FPKM,1.482648888,2.101776994,2.078931592,0.735621948,0.796923777,1.648807815,1.648807815,1.787492584,0.831572637,0.824403907,0.937557385,0.79033763,0.0,0.735621948,0.796923777,3.984618885,0.0,0.0,0.853846904,0.0,0.0,0.853846904,1.620861919,0.81735772,0.824403907,0.0,0.0,0.0,0.824403907,0.0,0.703168039,0.0,2.53887221,0.0,0.803620616,0.752998844,0.0,1.062565036,1.620861919,0.0,0.0,0.885470863,0.0,0.0,0.0,0.0,1.050888497,0.0,0.0,0.0,0.885470863,0.0,0.0,0.0,0.0,0.0,0.0,0.803620616,0.0,0.0,0.975825033,0.0,0.0,0.0,0.0,0.885470863,0.0,0.0,0.777486612,0.796923777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.663145274,0.0,1.754694555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.803620616,0.0,0.0,0.0,0.0,1.723078437,0.0,0.803620616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.620861919,0.0,0.0,0.0,0
RNA98_FPKM,0.772388058,0.0,4.332089541,1.532893222,3.321268648,0.858948788,1.717897576,2.793590451,0.866417908,0.858948788,0.0,1.646910073,0.823455037,2.299339833,2.490951486,3.321268648,0.0,1.688780668,0.0,0.0,0.772388058,0.889625531,1.688780668,0.851607346,0.0,0.0,1.703214691,0.844390334,0.0,1.763505477,0.73263279,0.922574624,1.763505477,0.0,0.837294617,0.0,0.0,2.214179098,0.0,0.0,0.0,0.922574624,0.881752738,0.0,0.837294617,0.0,1.09492373,0.874018065,0.0,0.914110637,0.922574624,0.0,0.0,0.97684372,0.922574624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.922574624,0.0,0.0,0.810065524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.845149249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.703214691,0.0,0.0,0.0,0.0,0.0,1
R_JS001_FPKM,0.7216122,1.022944768,3.034220482,4.29458899,8.530173339,0.802482533,1.603968194,1.738881406,0.809460642,2.406450727,2.736747886,1.537688516,0.769322098,0.716061337,5.428204521,7.754440224,0.7216122,0.788881134,0.831142624,0.684470396,0.0,0.831142624,3.154544561,1.590259064,0.802482533,0.0,3.18150648,1.576782292,4.812901454,0.823787379,0.684470396,0.0,0.823787379,0.0,0.782251881,0.0,0.0,2.067336783,0.788881134,0.0,0.788881134,0.861925684,1.64655142,0.0,2.345783902,1.676219013,1.022944768,0.0,0.869981064,0.854018109,0.861925684,0.802482533,0.0,0.0,0.861925684,0.0,0.0,0.782251881,0.0,0.0,0.0,0.903766736,0.0,0.0,0.795623708,2.584706336,0.750709467,0.0,0.0,0.775733115,0.0,0.0,0.869981064,0.0,0.0,0.0,0.940282564,0.0,1.617915743,0.0,0.854018109,0.0,1.576782292,0.0,0.0,0.769322098,0.0,0.0,0.782251881,0.0,0.0,0.895076672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.809460642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
R_JS002_FPKM,0.998690256,2.12279058,4.899602251,0.991008023,4.293157739,0.55530622,2.77590505,1.805363951,0.56013497,1.11061244,0.0,0.532359682,0.0,0.495504012,4.293157739,3.756361726,0.499345128,1.0917885,0.575138585,1.420396638,0.998690256,0.575138585,2.728855812,1.65105934,0.0,0.0,1.101120026,1.0917885,1.11061244,0.570048863,2.84132726,0.596440014,1.140097726,1.101120026,0.541306904,0.0,0.0,0.0,0.54589425,0.0,0.54589425,0.596440014,0.570048863,0.0,1.082613807,0.0,2.12279058,0.0,1.20402844,0.0,0.0,0.55530622,0.0,0.631524721,0.596440014,0.0,0.0,0.0,0.0,0.0,1.31460248,0.0,0.0,0.0,0.550560013,0.596440014,0.0,0.0,0.523703427,0.0,0.0,0.0,0.60201422,0.0,0.0,0.590968087,0.0,0.0,0.0,0.0,0.590968087,1.301323667,0.54589425,0.0,0.0,0.532359682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.580320014,0.0,0.0,0.0,0.0,0.0,0.0,1.12026994,0.0,0.0,0.0,0.55530622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
R_JS003_FPKM,1.240780927,2.637478186,4.348600592,1.84623473,2.667007372,0.0,2.069056163,2.243088924,0.695916259,3.448890125,1.569222937,1.32281603,1.983557974,1.84623473,2.000087624,6.667854242,1.240780927,3.39043436,0.714556873,0.588458602,0.0,0.714556873,0.678223473,0.684020255,0.689916981,0.684020255,2.051371922,0.678223473,2.069056163,0.708233361,0.0,0.0,2.123986857,0.684020255,0.672524116,0.630160392,0.684020255,0.889226331,0.678223473,0.0,0.0,0.741021943,0.0,0.0,0.672524116,0.720994323,0.879454613,0.0,0.747947381,1.468447152,0.741021943,0.689916981,0.0,0.784611469,0.0,0.0,1.260320784,0.672524116,0.0,0.0,0.0,0.776993882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747947381,0.0,0.661408015,0.734223576,0.808387574,0.0,0.0,0.0,0.734223576,0.0,0.0,0.0,0.0,0.0,0.0,0.741021943,0.0,0.640242958,0.0,0.769522787,0.0,0.720994323,0.0,0.672524116,0.610918853,0.741021943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
R_JS004_FPKM,2.444912012,1.73293214,6.85536702,3.032631245,2.628280412,0.679727693,4.078366157,2.210703151,0.685638368,4.078366157,0.773023651,1.954919315,0.651639772,1.213052498,4.599490722,5.912851485,1.222456006,0.668206885,0.704003682,0.0,0.611228003,0.704003682,2.004620654,2.021754163,0.679727693,0.673918054,1.347836109,0.668206885,1.359455386,0.697773561,1.739303214,0.730077892,0.697773561,0.0,0.662591701,0.620853641,0.0,0.876093471,1.336413769,0.704003682,0.0,0.730077892,0.697773561,0.821337629,0.662591701,1.420692115,0.0,0.0,0.0,0.72337993,0.730077892,0.0,0.0,0.773023651,0.0,0.0,0.0,0.0,1.325183401,1.531037133,0.0,0.0,0.662591701,0.0,0.0,0.0,0.635874293,0.579767738,0.0,0.0,0.0,0.704003682,0.0,0.0,0.651639772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.010877082,0.938671576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.710346057,0.0,0.662591701,0.0,0.730077892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
R_JS005_FPKM,2.557948045,4.532627717,3.586688019,0.63456788,4.124691222,0.0,2.844614636,2.312910966,0.717337604,6.400382931,0.808762985,0.0,0.681767144,1.903703641,5.499588296,6.874485371,1.918461034,2.097300622,0.736552004,0.606572239,0.639487011,0.736552004,1.398200414,1.410150845,0.0,0.0,0.705075423,1.398200414,2.133460977,0.0,0.0,0.763831708,1.460067689,0.705075423,0.693225416,0.0,0.705075423,0.916598049,1.398200414,0.0,0.699100207,0.763831708,0.0,0.0,0.0,0.743187608,0.906525543,0.0,0.770970322,0.0,0.0,0.711153659,0.0,0.808762985,0.763831708,0.693225416,0.649557673,0.693225416,0.0,0.0,1.683547438,0.0,0.0,0.756824077,0.0,0.763831708,0.0,0.606572239,2.012044499,0.0,0.816770539,0.0,0.770970322,0.0,0.0,0.756824077,0.833270954,0.0,0.0,0.0,0.756824077,0.0,0.699100207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79320985,0.0,0.0,0.0,0.693225416,0.0,0.763831708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.705075423,0.0,0.0,0.0,0.0,0.0,1
R_JS006_FPKM,1.936785811,1.830696561,2.715710539,2.562975186,5.553112903,0.717689504,3.589989281,3.891950997,0.0,2.872299777,0.816195907,0.688032913,0.688032913,0.640399865,5.553112903,4.164834677,0.645364205,1.411808365,0.743321272,0.61214693,0.645364205,0.743321272,2.82361673,1.423875103,0.717689504,0.711555406,1.423875103,1.411808365,2.153839393,0.0,0.61214693,0.0,0.736743208,0.0,0.699596491,0.655527421,0.0,0.925022028,1.411808365,0.743321272,1.411808365,0.77085169,0.0,0.0,0.0,0.0,0.91485695,0.0,0.778055911,0.763779656,0.77085169,0.0,0.0,0.0,0.77085169,0.699596491,0.0,0.0,0.699596491,0.0,0.849510025,0.0,0.0,0.0,0.0,1.542531362,0.0,0.61214693,1.354417781,0.0,0.824277054,0.743321272,0.0,0.0,0.0,0.0,0.0,0.0,0.723930282,0.0,0.0,0.0,0.705525275,0.0,0.0,0.0,0.0,0.77085169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.723930282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.711555406,0.0,0.0,0.736743208,0.0,0.0,1
R_JS007_FPKM,2.350614354,0.833284123,2.47174344,1.165934933,3.790006608,0.653697028,0.653697028,0.70868089,0.65938135,0.0,1.485995502,0.0,0.0,2.332532705,3.790006608,11.36930175,1.174973188,0.0,0.67704335,0.557565112,0.0,0.67704335,0.642617417,0.0,0.653697028,0.648109874,1.295483259,0.0,1.960348245,0.671051816,0.557565112,0.0,0.671051816,0.0,1.910927701,0.0,0.648109874,0.842542836,0.642617417,0.0,0.0,0.0,0.0,0.0,0.0,0.68314284,0.833284123,0.0,0.70868089,0.0,0.70211903,0.0,0.0,0.0,0.0,0.0,0.0,0.637217271,1.273710431,0.0,1.54664838,0.0,0.0,0.695677571,0.0,0.0,0.0,0.0,0.616494758,0.0,1.500708329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65938135,0.722179573,0.695677571,0.765948032,0.0,0.0,0.0,0.626684754,0.0,0.70211903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.637217271,0.0,0.0,0.0,0.0,0.0,0.553495293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
R_JS008_FPKM,3.325315099,2.828543285,3.729743669,0.660224847,5.718940293,0.0,2.218943439,4.009024745,0.746341132,0.739907157,1.682041263,1.417919081,0.709332481,1.319755452,3.574713731,5.718940293,2.659972229,1.453967871,0.766332412,0.0,0.66534287,0.766332412,0.727366357,0.733583164,0.0,0.733583164,1.466394947,0.727366357,1.479036283,0.0,0.631097281,0.794715094,0.759550709,0.733583164,0.721254035,0.67582071,0.733583164,1.906313431,2.907935742,0.766332412,1.453967871,1.588594526,0.0,0.0,0.721254035,0.773236308,0.943178354,0.752887984,0.0,0.0,0.794715094,0.0,0.0,0.841463041,0.0,2.163003689,0.0,1.441749654,0.721254035,0.833293497,0.875808471,0.0,0.0,0.0,0.733583164,0.794715094,0.692171211,1.261530947,0.0,0.0,0.849794358,0.0,0.802142338,0.0,0.0,0.78742413,0.0,0.0,0.746341132,0.0,0.78742413,0.0,0.0,1.100374746,1.02177655,0.0,0.709332481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.588594526,0.0,0.0,0.746341132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
R_JS009_FPKM,2.839413712,1.006275738,2.986013876,0.704393017,4.577767105,0.789405967,0.789405967,3.4232184,0.0,1.578811934,0.897755806,0.756785886,0.0,2.817572068,2.289277305,6.103951975,1.419706856,1.55205241,0.817599038,1.346633709,0.0,0.817599038,0.0,1.565317815,0.789405967,0.0,2.347976723,0.0,2.368217902,0.810363648,0.0,0.847880483,0.0,0.0,0.769504976,0.0,0.0,2.03491316,1.55205241,0.0,0.776026205,0.847880483,0.0,1.907731088,0.0,4.123972616,2.012551477,0.0,0.0,0.840101763,0.847880483,0.0,0.0,0.897755806,0.847880483,0.0,0.721032222,0.0,0.0,0.0,0.9343989,0.0,0.0,0.0,0.0,0.0,0.0,2.019950563,0.744480424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.539009953,0.0,0.847880483,0.0,0.0,0.796270367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.840101763,0.0,0.0,0.0,0.0,0.810363648,0.0,0.0,1
R_JS010_FPKM,1.046798017,0.742338436,3.669855284,1.038745725,4.501231473,0.0,0.582351704,4.417417105,0.587415632,1.746463292,2.647783219,1.674295388,1.116007803,1.55838263,4.501231473,5.064171454,1.046798017,0.0,0.603149979,0.992918707,0.0,0.603149979,1.144380883,0.577374339,0.0,0.0,0.577374339,1.144380883,4.074686468,0.597812369,0.496711748,0.0,0.597812369,0.577374339,0.567670569,0.531911793,0.0,0.750586641,0.572481336,0.0,1.144380883,0.625488868,0.0,0.0,0.0,0.0,0.742338436,0.592568401,0.631334558,0.619750438,0.625488868,0.0,0.0,0.66228233,1.875830943,0.0,0.0,0.567670569,0.567670569,0.0,0.0,0.655852405,0.0,0.0,0.0,0.625488868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.619750438,0.682351492,0.0,0.587415632,0.643359978,0.619750438,0.0,0.0,0.0,0.0,0.558287584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.216549047,0.0,0.567670569,0.515670211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
R_JS011_FPKM,3.398924957,2.409128129,5.957354885,2.951421638,5.024295606,0.472748477,1.417708218,4.610281709,0.476859334,1.889919481,2.149320194,0.905911817,0.453213416,2.108226793,8.678139936,6.851217771,1.274838397,0.464735791,0.489632351,0.403226642,0.0,0.489632351,4.180509685,0.468707892,0.472748477,0.936883161,1.405591053,0.928943474,3.307627698,1.455346489,2.417985218,0.0,2.425393656,0.468707892,0.460830448,0.431801759,0.0,1.21794811,1.857886947,0.0,0.464735791,0.0,0.0,0.0,0.0,1.481568948,0.0,0.48104231,0.512512368,1.005645228,0.507766883,0.0,0.0,0.537635523,1.014956758,0.460830448,0.431801759,0.460830448,0.0,0.0,1.118523774,0.532415761,0.0,0.0,0.468707892,1.014956758,1.326243171,0.0,0.0,0.0,0.0,0.0,0.512512368,0.0,0.0,0.0,0.553927509,0.81802485,0.0,0.0,0.0,0.0,1.393679265,0.0,0.0,0.0,0.0,0.0,1.381967674,0.0,0.0,0.0,0.0,0.0,0.0,0.460830448,0.418616972,0.0,0.0,0.0,0.476859334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.485299322,0.0,0.0,1
