,RNA5SP494,RNA5SP493,RNA5SP82,RNA5SP37,RNA5SP498,RNA5SP310,RNA5SP317,RNA5SP207,5S_rRNA.3,RNA5SP312,RNA5SP450,RNA5SP434,RNA5SP295,RNA5SP449,RNA5SP39,RNA5SP383,RNA5SP155,RNA5SP284,RNA5SP392,RNA5SP490,RNA5SP437,RNA5SP244,RNA5SP78,RNA5SP195,RNA5SP311,RNA5SP108,RNA5SP151,RNA5SP483,RNA5SP307,RNA5SP390,RNA5SP203,RNA5SP324,RNA5SP219,RNA5SP393,RNA5SP283,RNA5SP290,RNA5SP479,RNA5SP474,RNA5SP395,RNA5SP377,RNA5SP132,RNA5SP464,RNA5SP237,RNA5SP21,RNA5SP131,RNA5SP260,RNA5SP217,RNA5SP492,RNA5SP340,RNA5SP496,RNA5SP345,RNA5SP315,RNA5SP425,RNA5SP196,RNA5SP466,RNA5SP427,RNA5SP248,RNA5SP477,RNA5SP452,RNA5SP221,RNA5SP33,RNA5SP159,RNA5SP357,RNA5SP74,RNA5SP69,RNA5SP282,RNA5SP320,RNA5SP354,RNA5SP146,RNA5SP141,RNA5SP111,RNA5SP376,RNA5SP212,RNA5SP152,RNA5SP245,RNA5SP88,RNA5SP294,RNA5SP52,RNA5SP363,RNA5SP247,RNA5SP465,RNA5SP229,RNA5SP129,RNA5SP364,RNA5SP20,RNA5SP507,RNA5SP370,RNA5SP122,RNA5SP197,RNA5SP371,RNA5SP473,RNA5SP344,RNA5SP209,RNA5SP154,5S_rRNA.4,RNA5SP394,RNA5SP67,RNA5SP435,RNA5SP298,RNA5SP369,RNA5SP372,RNA5SP289,RNA5SP367,RNA5SP386,RNA5SP432,RNA5SP124,RNA5SP65,RNA5SP296,RNA5SP174,RNA5SP469,RNA5SP97,RNA5SP341,RNA5SP25,RNA5SP482,RNA5SP297,RNA5SP327,RNA5SP18,Diagnosis
RNA288_FPKM,0.0,1.663546113,3.291872763,0.582241139,3.154530353,0.0,0.0,0.707395777,0.0,0.652511622,0.742072041,0.625548332,0.625548332,2.329633032,2.523769118,7.570583174,0.0,1.925092763,0.675815608,0.0,0.586754637,0.675815608,1.282904206,0.0,0.0,0.0,1.941546548,1.282904206,1.958284018,0.0,0.0,0.700845816,0.669834939,0.0,0.636061749,0.0,0.646934599,0.0,0.641452103,0.0,0.0,0.0,0.669834939,0.788451543,0.636061749,0.681904037,0.0,0.663959194,0.0,0.694416038,0.700845816,0.0,0.0,0.742072041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.230753628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.658185636,0.0,0.694416038,0.0,0.0,1.940803798,0.0,0.0,0.0,0.0,0.636061749,1.817287568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.681904037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
RNA29_FPKM,0.0,0.0,3.999592607,0.0,1.839812599,0.634418138,1.268836275,10.31670617,0.0,0.0,0.721495137,0.608202512,0.0,0.0,1.226541733,1.839812599,0.0,0.623665288,0.657075928,0.541121353,0.0,0.657075928,1.247330576,0.0,0.0,1.257991521,0.0,0.623665288,3.806508826,1.302522194,0.0,0.0,1.302522194,0.0,0.618424403,1.158937071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.645548281,0.687780411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.236848806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59831304,0.613270866,1.457277306,0.0,0.0,0.0,0.0,0.0,0.743358626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.758685608,0.0,0.0,0.0,0.0,0.0,0.0,0.681412074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.669022763,0.0,0.0,0.0,0.0,0
RNA295_FPKM,1.557257563,0.0,0.728070076,0.515249592,4.463459288,0.0,0.577434888,1.877441361,0.582456061,0.577434888,0.0,0.553573942,0.0,1.030029066,1.115864822,6.137511168,1.557257563,1.134777785,0.598057562,0.0,0.0,0.598057562,0.567647856,0.0,0.0,0.572499547,0.0,0.0,0.577434888,0.0,0.492517993,0.620207843,0.0,0.0,0.562877706,0.0,0.0,0.0,1.134777785,0.0,0.0,0.620207843,0.0,0.0,0.0,0.603445468,0.0,1.174594549,0.626004178,1.228475033,0.0,0.0,0.598057562,0.0,0.620207843,0.0,0.0,0.562877706,0.0,0.0,0.0,0.0,0.562877706,0.0,0.0,0.0,0.0,0.492517993,0.54457274,0.0,0.663192545,0.598057562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.620207843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.663192545,0.0,0
RNA3_FPKM,0.0,1.038140599,2.053712925,3.632655851,3.148120551,0.814403401,0.814403401,7.062220974,0.82148517,2.442273031,0.92618426,0.780750368,0.0,0.72669842,4.722633793,7.083497723,0.732331741,0.0,0.843489237,1.38927639,0.0,0.843489237,3.201478526,0.807442688,0.814403401,0.0,0.0,0.800599954,1.628806802,0.0,0.694638195,0.0,0.0,0.807442688,0.793872223,0.0,0.0,0.0,1.601199907,0.0,0.800599954,0.0,0.0,0.984070776,0.793872223,1.702176478,0.0,0.0,0.0,2.599116253,0.0,0.0,0.0,0.92618426,0.874729579,0.0,0.0,0.793872223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.749459158,0.0,0.0,0.0,0.0,0.0,0.0,0.882904622,0.0,0.0,0.0,0.0,0.0,0.82148517,0.0,0.866704537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.574513242,0.0,0.0,0.0,0.0,0.0,0.82148517,0.0,0.0,0.882904622,0.814403401,0.0,0.0,0.851088239,0.0,0.0,0.0,0.807442688,0.0,0.0,0.0,0.0,0.0,0
RNA302_FPKM,0.0,0.824628515,1.630705293,0.0,5.001308756,0.0,0.646906853,2.103421326,0.65253213,0.0,0.735697989,0.0,0.0,4.039352737,1.875550682,6.251516148,1.744698309,0.63594233,0.670010669,0.0,0.0,0.670010669,0.63594233,0.0,0.646906853,0.0,0.641377734,0.63594233,0.646906853,0.0,0.0,0.694825879,0.664081371,0.0,0.630598277,0.0,0.0,0.833791055,0.63594233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.824628515,0.658256096,0.0,0.0,0.0,0.0,0.0,0.735697989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.610091016,0.625343291,0.742982128,0.0,0.701319579,0.682192681,0.0,0.0,0.0,0.0,0.0,0.714678047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.694825879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63594233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
RNA303_FPKM,0.583248106,1.65360452,0.817815279,0.0,2.50852918,0.0,0.0,3.51647203,0.0,0.0,0.0,0.0,0.0,2.894326978,0.626991714,3.135520893,1.166496212,0.637618692,0.671776836,0.553227983,0.0,0.671776836,0.0,0.0,0.0,0.0,0.0,0.0,0.648612118,0.0,0.0,0.69665746,0.0,0.0,1.264521103,0.592433115,0.0,0.835988952,0.637618692,0.0,0.0,0.0,0.0,2.351218927,0.0,0.0,0.0,0.659991278,0.0,0.690266107,0.69665746,0.0,0.0,0.73763731,1.39331492,0.632260552,0.0,2.529609257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69665746,0.0,0.0,0.611699233,0.626991714,0.0,0.671776836,0.703168277,0.0,0.0,0.0,0.0,0.0,0.654252223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
RNA31_FPKM,1.289173073,0.0,2.711921688,0.0,6.237419883,0.0,0.0,8.549473948,0.0,1.433649365,0.815622245,0.0,0.0,1.279256357,1.385861053,4.850862067,0.0,1.409350224,0.74279883,0.611716683,0.644910612,0.74279883,0.705029398,0.0,0.0,0.0,0.71105529,0.0,0.717185077,0.0,0.0,0.0,0.736225389,0.0,0.699104781,0.0,0.0,0.0,0.0,0.74279883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.763242834,1.539845615,0.0,0.0,0.815622245,1.539845615,0.0,0.0,0.699104781,0.0,0.0,0.0,0.807703582,0.0,0.0,0.71105529,0.0,0.0,0.0,1.352059564,0.0,0.0,0.0,0.0,0.0,0.0,0.763242834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.066582935,0.0,0.0,0.68754933,0.0,0.0,0.0,0.665547752,0.0,1.714467282,0.0,0.693278908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.114379621,0.777509056,0.717185077,0.0,0.0,0.0,0.0,1.525718591,1.979801505,0.0,0.0,0.0,0.0,0.823697712,0.0,1
RNA314_FPKM,1.466032296,0.0,1.028363705,0.727765084,0.0,0.0,1.630329019,1.767459497,0.822690964,0.0,1.854099668,0.781896371,0.0,1.454755124,0.788412174,3.94038161,0.733406673,0.801775092,0.844727329,0.0,0.0,0.844727329,0.0,0.808627871,0.0,0.808627871,0.0,0.0,0.815598801,0.0,0.6956578,0.0,0.0,0.0,0.795037486,0.744956385,0.0,1.051216232,0.801775092,0.0,0.801775092,0.876013526,0.0,0.0,0.0,0.852337485,0.0,1.658931282,0.0,0.867976705,1.751094131,0.0,0.0,0.0,0.0,0.0,0.0,0.795037486,0.0,0.0,0.0,0.918538455,0.0,0.0,0.0,0.0,0.762979523,0.0,0.0,0.0,0.936727335,0.844727329,0.0,0.0,0.781896371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.756875687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.795037486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
RNA319_FPKM,0.595188705,0.0,0.0,1.77183099,1.919483572,0.661890887,0.0,0.717563952,0.66764646,0.0,0.752738656,0.634540024,0.0,0.59061033,0.639827857,2.559949344,1.190377409,0.0,0.685529847,0.564553992,0.0,0.685529847,0.650672397,0.0,0.0,1.3124674,0.6562337,0.0,0.661890887,0.0,0.0,0.710919842,1.358926423,0.0,1.290409124,1.20912351,0.0,0.0,1.301344795,0.0,0.0,0.710919842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.752738656,0.0,0.0,0.604561755,0.645204562,0.0,0.0,0.0,0.0,0.645204562,0.0,0.0,0.710919842,0.0,0.0,0.0,0.0,0.760191514,0.685529847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.731231837,0.0,0.0,0.0,0.98435055,0.0,0.0,0.0,0.710919842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.645204562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
RNA32_FPKM,0.77076119,1.092617511,3.242223702,0.0,6.629305693,0.857139599,1.714279199,14.86947071,0.0,1.714279199,0.0,1.643441215,0.0,2.294496774,4.972169134,5.800737413,0.0,0.84261181,0.887751728,0.731089658,0.77076119,0.887751728,0.0,0.0,0.0,0.0,5.09966065,0.84261181,2.571418798,1.759791036,0.0,0.0,0.879895518,0.0,0.835531038,0.0,0.0,0.0,0.84261181,0.887751728,0.0,0.0,0.0,0.0,0.0,0.0,1.092617511,0.0,0.929235454,0.0,0.0,0.0,0.0,0.0,0.920631422,0.0,0.0,0.835531038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.731089658,0.0,0.0,0.98443756,0.0,0.0,0.0,0.0,0.912185262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.920631422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.835531038,0.0,0.0,0.0,0.0,0.0,0.0,0.84261181,0.0,0.0,0.0,0.0,0.0,1.685223619,0.0,1.183668971,0.0,0.0,0.84261181,0.0,0.0,0.0,1
RNA328_FPKM,0.0,1.748441331,2.594976776,0.0,4.64128488,0.0,0.685811039,5.205179305,0.691774613,0.0,0.0,0.0,0.0,1.223908932,3.315383538,6.630767075,2.467379411,0.674187123,0.710304291,0.584956475,0.0,0.710304291,2.023202232,0.679949406,0.685811039,0.0,0.679949406,0.0,1.371622078,0.0,0.0,1.473223714,1.408036824,0.0,2.674722218,0.626410083,0.0,0.883934228,0.674187123,0.0,0.0,0.0,0.0,0.0,0.0,2.150791562,0.874220665,0.0,1.48699216,0.0,0.0,0.0,0.0,0.779941966,0.0,0.0,0.0,2.674722218,0.0,0.0,0.0,0.0,0.0,0.72985395,0.0,0.736611857,0.0,0.584956475,1.293562285,0.662950671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.691774613,1.51531582,0.0,0.0,0.0,3.060741839,0.0,0.0,0.0,0.0,0.0,0.636432644,0.0,0.764943082,0.0,0.0,0.0,0.668521685,0.607283058,0.0,0.0,0.736611857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72985395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
RNA331_FPKM,0.0,0.767151959,2.275631943,1.07344085,12.21255809,0.0,0.601817485,1.956618119,0.60705068,1.202994056,0.0,0.576948994,0.0,1.07344085,1.162894254,5.815090821,1.622931308,0.0,0.623310966,0.0,1.081762097,0.623310966,0.591617188,0.596673746,0.0,0.0,0.0,0.0,1.202994056,1.234931952,0.0,0.646396558,0.61779494,0.0,0.586645615,0.549691561,0.0,0.775675869,1.774221515,0.623310966,0.591617188,0.0,0.0,0.727196127,0.586645615,0.0,0.767151959,0.612375686,0.0,0.640466314,0.0,0.0,0.0,0.684419885,1.292104727,0.0,0.0,1.172666475,0.0,0.0,0.0,0.677775031,0.0,0.0,0.0,0.0,0.0,0.513314913,0.0,0.0,1.38165654,0.0,0.0,0.0,0.576948994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.671257964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.182604327,0.0,0.0,0.596673746,0.0,0.0,0.0,0.0,0.0,0
RNA334_FPKM,1.070137978,0.0,1.500519556,0.530685051,9.20202518,0.0,0.0,8.385104354,1.200415645,0.594733247,0.0,0.0,0.0,2.654497346,0.574908805,4.026103785,1.070137978,0.0,0.61597372,0.0,0.0,0.61597372,0.584653022,0.589650057,0.0,0.0,0.589650057,0.0,0.0,0.0,0.0,0.0,0.610522625,0.0,0.579739972,0.0,0.0,0.766545074,0.584653022,0.0,0.0,0.0,0.0,0.0,0.0,1.243673867,0.0,0.0,0.644757539,1.26649357,0.638787561,0.0,0.0,0.6763633,1.917007924,0.0,0.0,0.579739972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.657038635,0.0,2.091281372,0.0,0.0,0.0,0.0,0.0,0.638787561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
RNA335_FPKM,0.698970964,0.0,3.918273574,0.693594264,6.759413266,0.777303917,0.777303917,6.737965772,0.784063081,2.331102058,0.0,0.74518392,0.0,0.693594264,0.751393786,3.00400974,2.794427665,1.52746258,0.805064771,0.662994517,0.698970964,0.805064771,0.764129274,1.540517815,0.0,0.0,0.0,0.0,0.777303917,0.0,0.662994517,0.0,0.0,0.770660293,0.757708019,0.70997838,0.0,0.0,1.52746258,1.609290932,0.764129274,0.0,0.0,0.0,0.757708019,0.812317606,0.990848949,0.0,0.0,0.0,0.834881984,0.0,0.0,0.0,0.834881984,0.0,0.0,0.757708019,0.0,0.0,0.0,0.0,0.757708019,0.0,0.0,0.834881984,0.0,0.0,0.733067108,0.0,0.892745092,0.805064771,0.0,0.0,0.0,0.0,0.0,0.0,0.784063081,0.0,0.0,0.910780347,0.0,0.0,0.0,0.0,0.74518392,0.0,0.0,0.0,0.721338035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.797940304,0.0,0.0,1
RNA336_FPKM,0.608403543,0.0,1.706175154,0.603723516,1.308067618,0.0,1.353173398,1.466991722,0.682470062,1.353173398,0.76945154,0.0,0.0,1.811724932,1.96270201,7.850207456,0.608403543,0.665119128,0.70075051,0.0,0.0,0.70075051,0.665119128,0.670803907,0.0,0.0,2.013027702,0.0,0.676586699,0.0,0.0,0.0,0.694549178,0.0,0.659529892,0.617984702,0.0,0.872045079,1.995968145,0.70075051,0.0,0.0,0.694549178,0.0,0.0,0.0,0.0,0.688456641,0.0,0.0,0.0,0.0,0.0,0.76945154,0.0,1.319059783,0.0,0.659529892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.180780011,0.0,0.0,0.638081765,0.654033809,0.777069872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.726704232,0.0,0.0,0.0,0.0,0.0,0.707063577,0.0,0.659529892,0.0,0.0,0.0,0.0,0.682470062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
RNA35_FPKM,1.147912537,1.627260629,2.414359521,0.56954122,3.702017932,0.638278954,1.276557907,1.383931937,0.643829205,1.914836861,0.0,0.0,0.0,1.13908244,2.468011954,5.553026897,0.573956268,1.254921333,0.661074631,0.0,0.573956268,0.661074631,1.254921333,0.632823578,0.638278954,0.0,1.265647156,0.0,1.276557907,0.0,0.0,0.0,0.655224413,0.0,3.110939438,0.0,0.0,0.822670651,0.627460666,0.0,0.627460666,0.0,0.0,0.771253736,0.622187888,1.334060516,0.813630315,0.64947683,1.383931937,0.679269345,0.0,0.0,0.0,0.725885869,0.0,0.0,0.0,0.622187888,0.0,0.0,0.0,0.0,0.0,0.0,0.632823578,0.0,0.0,0.544414402,0.601954135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.685558876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.565193577,0.685558876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
RNA358_FPKM,1.537420617,1.089710217,4.310320358,4.575974865,2.478215359,0.854858877,1.709717755,0.926762895,0.862292433,2.563671062,0.972192449,0.81953413,0.81953413,0.762797152,0.826363582,7.435521464,0.768710308,2.52021901,0.885389552,0.0,0.0,0.885389552,0.840369744,2.541759343,0.854858877,0.847552391,0.847552391,0.0,0.0,0.0,0.729144337,0.918181757,1.755108492,0.0,0.833307813,0.780815983,0.0,0.0,0.840369744,0.0,0.840369744,0.918181757,0.0,1.032954477,0.0,0.893366034,0.0,0.0,0.0,0.0,0.0,0.854858877,0.885389552,0.972192449,0.918181757,0.0,0.0,0.0,0.0,0.0,1.011873773,0.0,0.833307813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.944415522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.793309038,0.0,0.95349644,0.0,0.893366034,0.0,0.0,0.0,0.918181757,0.0,0.0,0.862292433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.840369744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
RNA365_FPKM,1.537483933,0.0,4.311639724,0.76321638,2.479612972,0.0,2.565116868,3.707204249,0.862766342,3.419576333,0.972726759,0.81998454,0.0,0.76321638,1.652795228,4.959225945,0.769132786,2.521640311,0.885876155,1.45834873,0.0,0.885876155,0.840831605,0.8480182,0.855328701,0.8480182,0.8480182,0.0,0.855328701,0.0,1.45834873,0.0,0.878036543,0.0,4.167134319,0.0,0.0,1.10242366,0.0,0.885876155,0.840831605,0.0,0.0,0.0,0.833765793,1.786805651,0.0,0.870334468,0.927272237,0.910258068,0.918686383,0.0,0.0,0.972726759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.833765793,0.910258068,0.0,0.918686383,0.0,0.0,0.0,0.0,0.982357717,0.885876155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.918686383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
RNA368_FPKM,0.591508456,0.838511987,0.829397726,0.0,3.178800658,0.657798197,1.97281808,0.713127017,0.663518181,0.0,0.0,1.260680219,0.0,0.586958391,0.63587159,3.178800658,1.774006956,0.646649075,0.681290989,0.0,0.0,0.681290989,0.646649075,0.0,0.0,0.0,0.65217599,0.646649075,0.657798197,0.0,0.0,0.0,0.675261866,0.0,0.641215049,0.0,0.0,0.847828787,0.646649075,0.681290989,0.646649075,0.706523989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.681290989,0.0,0.0,0.0,0.0,0.641215049,0.0,0.0,0.0,0.0,0.0,0.700042118,0.0,0.0,0.0,1.121634606,0.620362527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.706523989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.292731411,0.0,0.0,0.0,0
RNA37_FPKM,2.480873196,2.637170624,4.347813564,0.615124658,2.666938686,0.0,1.379451044,2.242827353,0.69535831,1.379451044,0.783982408,0.0,0.660877732,1.230894778,4.000408029,6.000262419,0.619893067,2.033750227,0.0,0.0,0.0,0.713983979,1.356070518,0.683471843,0.0,0.683471843,1.367660865,0.677679708,1.379451044,0.707665536,0.0,0.74042783,1.416073639,0.0,0.671984921,0.629655162,0.683471843,0.0,0.677679708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.878749512,0.701457944,0.0,0.733634914,1.481632603,0.0,0.0,0.783982408,0.74042783,0.0,0.0,0.671984921,0.0,0.0,0.0,0.0,0.671984921,0.733634914,0.0,0.74042783,0.644888755,0.0,0.650131753,0.666385047,0.0,0.0,0.0,0.0,0.0,0.733634914,0.0,0.596762728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74042783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.671984921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.677679708,0.0,0.951978638,0.0,0.0,0.0,0.0,0.0,0.0,0
RNA379_FPKM,0.0,1.223080498,3.628042018,0.856156348,1.853996169,0.959485563,1.917927072,2.079248041,0.0,1.917927072,2.181171964,0.919837399,0.919837399,0.0,1.853996169,4.636504302,0.862793219,1.885419833,0.993752904,0.818384745,0.0,0.993752904,0.943223096,0.951284832,0.0,0.0,1.901534533,0.0,0.959485563,0.0,1.635878973,1.030558568,0.0,0.0,0.935296851,0.0,0.951284832,0.0,0.943223096,0.0,0.0,0.0,0.0,1.159378389,1.869575969,0.0,1.223080498,0.0,0.0,0.0,0.0,0.959485563,0.0,0.0,0.0,0.0,0.0,0.935296851,0.0,0.0,0.0,0.0,0.935296851,1.021103902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.919837399,1.021103902,0.0,0.0,0.0,0.0,0.0,1.12424571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.325003873,0.0,0.0,0.0,0.0,0.0,0.0,1
RNA38_FPKM,0.576676544,0.817486529,1.617786283,0.0,3.100532918,0.0,0.641304087,3.477233179,0.646880645,0.641304087,1.459179785,0.614803918,0.0,2.289789816,4.340835735,9.921526039,1.153770062,2.522649797,0.664207805,0.546994663,0.576676544,0.664207805,0.630434526,0.0,0.0,0.0,2.544210907,0.630434526,1.28307188,0.0,0.546994663,1.378114241,1.975465594,0.635822856,0.625136757,0.585758064,0.0,0.826569712,0.630434526,0.0,0.0,0.688808094,0.65832986,0.0,0.0,0.670191659,0.817486529,0.0,0.0,1.365470991,0.0,0.0,0.0,0.0,0.688808094,0.625136757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.688808094,0.0,0.0,0.0,0.0,0.0,0.0,0.695245553,0.0,0.0,0.0,0.0,0.555158762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.595130193,0.0,0.0,0.0,0.0,0.625136757,0.0,0.688808094,0.0,0.0,0.646880645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
RNA383_FPKM,0.627424956,0.889426587,3.52067391,1.868375533,5.397738653,0.697739822,2.093869132,2.269988965,0.703807125,2.792258618,0.793508033,0.0,0.0,3.114152455,2.699183331,5.397738653,2.510868215,2.744932201,0.722659102,1.190816176,0.627424956,0.722659102,2.058379824,0.691776234,0.0,0.0,1.38419658,0.0,0.697739822,0.716263888,0.0,0.749424254,0.716263888,0.0,0.680149743,0.0,0.691776234,0.0,2.058379824,0.722659102,0.685913724,0.0,0.0,0.0,0.0,0.0,0.889426587,0.709980872,0.756428219,0.742548802,0.749424254,0.697739822,0.0,0.793508033,0.749424254,0.0,0.0,0.680149743,0.0,0.0,0.825896116,0.0,0.0,0.742548802,0.0,0.749424254,0.0,0.0,0.0,0.674481828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.668907598,0.0,0.749424254,0.0,0.0,0.0,0.0,0.0,0.729169544,0.0,0.0,0.0,0.749424254,0.729169544,0.0,0.0,0.0,0.0,0.756428219,0.0,0.735798358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
