,SNORA25,SNORD62B,SNORD14E,SNORA55,SNORA1B,AC022973.1,SNORA16B,SNORA71B,AC015982.1,SNORA50A,SNORD36C,SNORD99,SNORA3B,SNORD59A,SNORA17B.1,SNORD124,SNORA63B,SNORA70.21,SNORD38A,AC008810.1,SNORA8,SNORA4,SNORA24,SNORD87,SNORA2B,SNORA6,SNORA70G,SNORA20,SNORA22,SNORA60,SNORD34,AC076966.1,SNORD125,SNORA21,snoZ196,SNORA52,SNORA66,AC087441.1,SNORD14C,SNORA33,AP000254.1,SNORA30,SNORD51,SNORD73B,AL355598.1,SNORA9B,SNORD14D,AL355987.6,SNORA31,AC127002.1,SNORD101,AL389886.1,U3.1,Diagnosis
RNA32_FPKM,0.742001444,6.937910419,3.50923036,0.736505137,2.242741207,0.782899162,1.473010274,2.19360403,2.015436355,0.0,1.506487781,1.343624237,12.14529287,22.5407026,0.764832258,0.956040322,21.02030546,0.80184027,4.261208294,0.0,11.44628321,38.19147345,2.276981531,2.234341428,5.806691118,7.244320521,1.400397092,1.506487781,0.0,0.742001444,1.400397092,0.776782762,2.071420698,2.259731671,3.351512141,4.452688777,3.738587237,0.0,1.129865836,4.589694585,0.561741206,0.77076119,2.485704838,0.0,1.54152238,0.747580402,1.142852799,2.259731671,29.83266428,0.77076119,1.362030048,0.0,0.0,1
RNA328_FPKM,8.31331338,9.252233128,4.680541465,0.589289486,1.795021529,1.252820166,1.768428618,0.877712733,0.0,0.0,1.205364857,6.451352771,17.614095,15.91384098,3.6723085,3.825442543,26.52294534,0.641565166,12.50351614,0.621516254,19.46253575,35.74771618,7.89583428,8.940360101,0.0,5.796331984,0.560240004,3.616667463,1.187374337,0.593687168,30.25828569,0.0,4.144229422,9.644637531,1.787732147,8.31331338,3.589474474,0.0,0.904023643,8.569107638,1.79825957,0.616698299,0.994426007,1.104917785,1.233396598,1.196301963,0.914414719,9.041955102,11.0169255,0.0,2.179563851,0.0,0.0,0
RNA331_FPKM,8.853268689,8.925834033,4.926073853,2.067918274,0.524893445,0.549691561,1.033683782,1.796055536,1.414582019,1.04139784,1.057739822,7.544102541,19.71018433,19.54009295,9.125676956,3.354860089,30.06960426,0.0,17.94498332,0.0,21.08589638,42.98326103,7.990768655,0.784391328,1.018593508,0.462323366,0.491625551,3.172093011,0.52097633,0.52097633,34.40122305,0.545397096,3.634431763,0.528869911,1.567947309,15.10276537,2.099014789,0.0,0.793304866,14.49402499,3.154031571,0.541169211,1.744341382,0.969594837,1.622931308,1.049227899,5.615254089,9.516279034,10.19911781,0.541169211,4.779526703,0.0,0.323198279,0
RNA334_FPKM,15.45103167,3.210413935,2.435727716,0.0,0.518714712,0.0,0.511030049,0.761164911,0.466142275,1.030207457,1.045288737,13.0566922,23.1809401,11.96274888,3.716403494,1.327382684,16.83283125,1.113288703,14.78934236,0.0,15.8883888,23.50536238,3.688034001,19.38599538,2.015296338,0.45688117,0.485838427,2.614277689,0.0,0.514843706,18.46873067,0.0,2.156633915,7.319660776,0.77515794,20.08670521,2.594621466,0.0,0.783966553,14.33385683,1.16969975,0.0,1.72559749,0.0,0.534798889,0.518714712,0.792977662,5.751199747,11.14867444,0.534798889,2.836121313,0.0,0.0,0
RNA335_FPKM,8.743363886,5.240097943,2.120477464,4.673251908,1.355192364,0.70997838,0.667905588,0.662649207,0.609238205,0.0,1.36617052,12.17968711,17.19960451,19.22691466,18.02478093,2.600075372,18.31827798,0.0,18.02540022,0.0,27.23194332,39.18477757,4.815946622,1.013115217,1.973779845,0.597134135,1.904280554,2.730917946,0.672889958,0.672889958,1.269961328,0.0,2.81674832,5.461835891,1.013115217,18.15961773,4.065577092,0.0,4.096376918,19.41196946,1.527727902,0.0,1.127090679,1.252322977,0.698970964,2.710384728,1.036405222,19.80022243,8.319518697,0.0,3.704216969,0.0,0.0,1
RNA336_FPKM,5.858094856,4.563864597,1.846683696,0.581363386,1.180211385,0.617984702,1.162726772,0.288544328,0.530297683,0.0,1.18915238,5.303950748,18.57641419,7.327100525,6.038343928,1.50930879,12.12589727,0.632935944,13.4574985,0.0,15.81284905,26.16657482,4.794019821,12.34823606,1.719155045,5.198574243,0.552704627,2.378850744,0.585701919,0.585701919,36.48561089,0.0,3.270919773,8.325704613,0.881843338,12.30242947,2.951070341,0.0,0.891864285,11.47296434,2.217470934,0.0,0.0,0.0,0.0,0.590105692,0.902115599,5.946853869,11.47296434,0.0,3.226359468,0.0,0.0,0
RNA35_FPKM,6.629890187,5.165606416,1.742126085,0.548447101,0.556694426,0.58299495,1.645341303,1.088828803,2.001090774,0.0,1.121823616,3.001636161,5.086742196,10.85819902,5.695412202,1.423853051,23.47492642,0.0,13.74922348,0.578440302,15.44670059,33.79931549,5.651935773,9.982081854,1.621321722,7.354479212,1.042821953,3.365470847,0.55253999,0.55253999,17.72686026,0.0,3.856268679,5.04820627,1.663828284,7.734970166,3.340166555,0.0,0.841367712,7.972969249,0.836614222,0.0,2.776513449,1.028338314,0.573956268,0.556694426,0.851038605,7.291254876,17.08562877,0.0,2.028502976,0.0,0.0,0
RNA358_FPKM,0.740027088,5.764105845,3.498656978,2.937403503,0.0,0.0,2.202858097,1.093330306,1.340049051,0.0,0.0,6.698825712,5.298018033,14.5411978,6.10156917,2.859479261,25.79354371,0.799706692,9.914862318,0.0,9.272784855,22.98989765,2.27012094,13.36801646,2.170699585,0.65671278,0.698335421,0.75123962,1.480054176,0.740027088,8.378545528,0.774715858,4.130723676,0.75123962,2.228396175,5.919432777,2.235983783,0.0,1.126859429,6.863558274,1.120492992,0.768710308,1.239545372,2.754545272,0.768710308,2.981574984,1.139811837,10.51496726,10.67673599,0.768710308,2.716811775,0.0,0.0,0
RNA365_FPKM,2.960230258,4.612451798,7.001260157,2.938302627,1.491243814,0.0,0.734949106,1.0939469,0.670392766,0.0,0.0,4.020994009,8.327444778,11.90079785,3.814530646,3.814142833,25.80218968,0.0,11.33489344,0.775141636,13.5563871,27.30924357,4.542802392,7.800274284,1.447703849,0.657073704,1.396728361,2.254193611,0.740433801,0.740433801,9.77780861,0.775141636,2.065994034,0.751652495,2.228487947,8.881443248,2.237244787,0.0,3.381290417,4.577747026,2.241078275,0.769132786,2.479192841,0.0,0.0,0.746000973,5.699873379,6.010928338,9.154718425,0.769132786,4.076076119,0.734949106,0.0,0
RNA368_FPKM,6.831749733,1.773747749,3.590017507,1.129943011,2.868090819,0.60082355,0.0,0.280531584,0.51557156,0.0,1.156130164,6.185051278,13.97640403,6.102583927,2.347319139,0.733697989,8.063081749,0.0,9.808679529,0.0,15.9158139,13.267456,5.823246432,11.99996372,0.556967816,2.526199198,0.537356273,4.045442313,0.0,0.0,16.11692059,1.191736769,0.794839488,5.201572477,4.286023359,12.52462498,2.868090819,0.556967816,2.600532924,10.56267891,0.431099383,0.591508456,1.906778831,1.059785984,0.591508456,0.0,0.877064262,3.467377231,19.95195547,0.0,2.089620636,0.0,0.0,0
RNA37_FPKM,3.582454951,7.442619589,1.882544955,2.962954429,1.8043799,0.629655162,1.185306083,0.588295298,1.081191359,0.0,1.211609176,2.162382718,7.939420859,16.00107272,5.538703771,1.538618473,26.01823182,0.0,8.000216701,0.624735981,13.23845855,34.20547543,0.61042905,10.78761716,1.168002344,4.768420465,2.253751002,3.636734572,0.596762728,0.596762728,1.126284586,0.0,1.666836679,5.454784017,0.898496692,3.582454951,2.406260469,0.0,2.727074168,4.307808993,0.904047012,0.619893067,0.99957757,0.0,0.619893067,1.203130234,0.919151788,4.24253916,10.46228288,0.619893067,2.192004399,0.0,0.0,0
RNA379_FPKM,3.321493962,5.175351057,6.545653132,1.647996595,0.836844551,0.876380514,0.824446854,2.045516604,2.255269362,0.830599443,1.686368565,3.006480275,16.13817274,19.28721197,9.414924981,3.209421785,31.66196255,0.0,11.12657224,0.869533791,10.40676905,33.05871185,5.095875811,15.00270307,3.248760518,13.26357817,1.566757326,2.528635346,0.830599443,0.830599443,18.80620525,0.0,2.317495212,0.843184283,2.499770116,15.77687037,6.692935202,0.812411134,1.264776424,8.558768632,3.143392747,0.862793219,1.391254066,0.0,0.0,3.346467601,8.952414443,9.272274602,26.53339386,0.0,3.047664936,0.824446854,0.515279284,1
RNA38_FPKM,1.665877703,6.056980096,2.626207202,0.551046475,1.119070211,0.0,1.653537868,0.547192419,0.502643744,0.0,0.0,2.011301865,11.92860363,11.90618985,1.717135478,0.0,24.80408842,0.59992963,9.566897664,0.0,9.636111243,30.7354058,3.408055147,11.70502007,2.172793256,7.39199901,0.523882212,3.946214305,0.0,0.555158762,9.432152626,0.0,1.550378521,2.818666289,0.835857013,4.997633108,2.238140422,0.0,0.845355388,6.86895568,2.102056216,0.576676544,1.860454225,1.033212141,0.576676544,1.119070211,1.710762506,3.382236548,22.32358875,0.576676544,1.01905855,0.0,0.0,0
RNA383_FPKM,3.02119268,6.590590919,9.525642803,4.198450511,2.435353382,0.0,2.399274072,0.8929736,1.094263513,0.604013578,0.0,2.188527025,12.97994242,15.11442184,11.2114126,3.114442305,21.06557135,0.65272435,13.88043769,0.632326714,8.737550053,28.75025893,4.326647473,10.00778448,2.364248173,0.536012049,1.710484643,4.293869841,0.604013578,0.0,17.10590785,0.0,3.373979164,0.613165298,1.819674156,9.06357804,1.826231724,0.0,0.919747948,8.719858754,1.829954801,0.0,2.024387498,1.12413638,0.0,1.217676691,5.584517237,13.49477482,14.32556505,0.627424956,3.327244099,0.599539403,0.0,0
RNA385_FPKM,2.374815675,9.250735478,4.991567225,3.142838623,1.196335716,1.252855514,1.571610273,1.169945958,1.433563424,0.791476968,0.803859645,4.300341898,17.40900977,24.04323106,6.527434063,1.529929329,25.44063632,0.427860779,12.88030235,0.41449013,5.723476627,25.74986581,3.64380115,9.534454249,1.935551561,0.351355871,1.494136527,4.419665639,1.187407838,0.39593087,18.67470956,0.0,3.31484688,1.205398865,1.787782587,12.26962447,3.190099354,0.0,4.21909133,11.42320792,1.498138779,0.411277028,1.325723921,0.736871341,0.411277028,2.392671432,4.267586633,5.625064504,9.791547706,0.411277028,2.906402559,0.785614175,0.0,1
RNA386_FPKM,2.631638858,5.126077453,7.260734876,2.612145237,2.651425617,0.0,1.306072619,0.648234572,0.595966581,0.658231746,0.0,4.765400095,18.17266727,21.16067787,8.138500965,1.695382726,22.93871604,0.0,23.93219849,0.0,8.24610201,26.19524885,7.40372806,12.87874359,1.930823777,0.584126185,2.483377514,4.007922082,1.315819429,0.658231746,13.66039966,0.689086359,2.755446432,0.668204954,3.962242775,13.15948242,5.966680995,0.643817912,5.009575693,12.20808339,1.992314164,0.0,3.306535718,2.44888616,0.683744604,1.325712808,1.013828206,8.015190344,11.52959836,0.0,2.415339774,0.0,0.408347472,0
RNA39_FPKM,3.078762839,4.797142099,3.882467687,1.222258346,3.101911432,1.299250998,1.222258346,0.910107882,1.672630701,1.231379677,1.250673744,1.115465772,8.81769614,18.70223384,6.98129885,2.380282152,26.83211143,0.0,10.60805677,0.644878649,16.62040567,35.87367093,5.038958506,19.46828417,1.806929517,0.5466521,1.162006174,4.375447706,1.231379677,0.616003486,6.972037043,0.0,1.718800799,2.500073889,3.707974757,2.462759354,3.721914512,0.0,5.625166251,7.61625629,0.932230942,0.63987959,2.062560959,2.291734398,0.0,2.481276341,5.689823334,7.500858467,16.50178086,1.279107571,1.130746125,0.0,0.0,1
RNA392_FPKM,4.101693137,8.521006781,4.310110655,2.713773375,0.688975468,0.721525491,2.713773375,1.68379832,0.619146874,0.0,1.388389959,2.47540139,13.28569929,13.43493364,6.341173451,1.761343297,26.06465041,0.0,9.159612083,0.0,9.884744093,32.52453235,2.796636685,14.40936476,2.005937519,0.606845942,1.289997907,3.469645023,1.367012708,0.0,16.77182713,0.715888573,5.725280003,0.69419498,2.058198908,12.3044244,4.132532935,0.0,3.122880002,11.97814717,1.552618306,0.0,3.435168002,2.544162539,0.710339049,0.688975468,8.423064174,4.857370044,10.56907253,0.0,2.509310998,0.0,0.0,0
RNA409_FPKM,1.990361042,2.067166881,5.230263948,1.316861865,3.342649892,0.700252189,1.316861865,0.980545514,1.201191566,0.66367185,0.0,2.402383132,10.85857959,10.66833519,6.838901285,2.564503651,27.467092,0.717193774,10.1611545,0.694781468,14.71095477,32.2122162,6.107825489,5.993446734,3.245054274,0.588953827,1.878228026,3.367972997,0.66367185,0.0,11.26936816,0.0,4.630962871,0.673727484,2.996723367,10.61547706,4.67931419,0.64913889,4.041368269,4.787298364,1.506827004,0.0,2.222204397,1.235167055,1.378111254,1.336664299,4.087820777,8.755799596,8.890504205,0.0,0.0,0.658755763,0.0,0
RNA41_FPKM,5.601313958,2.618155004,3.531717128,0.0,2.82171455,0.590823823,0.0,0.827799009,0.0,0.0,1.136888266,7.099422787,17.76110979,5.003840469,11.54688221,0.0,4.881702159,0.0,10.72251529,0.0,5.399827844,10.33376856,2.291572182,8.433438993,0.0,2.485351226,0.0,4.54885883,0.0,0.559959892,11.62831966,0.0,0.781610683,5.686182351,1.686816908,16.80351311,4.514656884,0.0,0.852666199,6.350851507,0.0,0.581663764,2.814516629,1.042147577,0.0,0.564170117,0.86246696,11.94037358,19.62974395,0.0,6.168803571,0.0,0.0,0
RNA418_FPKM,5.290679981,3.663730849,2.779899312,0.58362527,4.738635329,1.240778133,1.16725054,0.868718535,1.596563794,0.0,1.193778961,2.129443553,6.01328648,11.55373254,8.483832113,2.272033092,15.37104637,0.635398479,12.37899915,0.615542277,13.03488699,27.97094222,5.411840591,15.93234863,1.724755048,6.260393058,0.55485501,2.98386564,0.0,0.587980682,16.64240554,0.0,1.641446072,3.58075512,2.654960017,13.52126337,2.36902897,0.575105193,6.266466902,5.453470134,1.780117814,0.610770631,1.969735286,0.0,0.0,1.77662738,0.905625419,4.177644601,14.54337464,0.0,2.158614012,0.0,0.0,0
RNA431_FPKM,2.468959885,7.69275751,5.189248608,1.633266772,4.145350668,0.868074859,0.816633386,1.216325826,1.48980415,1.64545533,1.670386471,2.979608299,21.043987,17.64344527,6.785940488,1.060052953,23.30900654,0.0,15.75233254,0.861293024,7.139696191,19.17690353,4.208638464,9.912047904,3.219606801,0.730102696,2.329863554,5.847929972,0.0,0.822727665,24.84992291,0.0,2.296781397,9.188702914,2.477427125,9.87506265,3.316437081,0.80471173,1.252789853,11.87499546,1.869156071,0.854616334,2.756137677,1.531187598,0.0,1.657827174,3.8027658,8.353509679,11.02695309,0.854616334,4.532063351,0.816633386,0.0,1
RNA44_FPKM,3.000797045,8.416380311,1.891880029,0.595591861,1.814263169,1.89997639,1.191183722,0.591212509,3.260214225,0.0,0.0,7.606981169,15.34695971,25.73395761,8.041756244,0.77312405,26.15261898,0.0,16.08333161,0.628163291,16.77808363,37.29578953,6.752813047,28.01082503,1.761291982,0.53248279,1.132463398,5.483399293,1.800723892,1.200073153,23.78636785,0.0,0.837551055,3.655391706,3.614628121,4.800906774,4.232455688,0.0,3.65570344,12.99101629,0.908529958,0.623293808,2.010122531,1.11673474,0.623293808,1.814263169,0.924194267,7.919911452,14.84651401,0.623293808,4.40687538,0.595591861,0.0,1
RNA442_FPKM,8.304924205,4.621759146,3.740203181,1.177471372,0.0,0.0,0.588735686,1.753494868,0.537022416,0.0,1.204232085,3.222134497,29.12561401,29.67526651,4.891609533,1.528448415,27.1423157,0.640962239,26.11783429,0.0,13.72465984,27.6482278,6.674406046,17.86219943,0.580141004,5.264025659,0.559713504,7.225958406,0.0,0.593129236,31.34711251,0.0,2.483728675,0.602116042,1.786052081,7.711794969,3.586094768,0.0,2.70952219,23.23528893,1.79614277,0.616118741,1.98698294,1.103879411,0.616118741,1.195177708,0.913555375,7.225958406,7.337126997,0.616118741,5.444812144,0.588735686,1.103879411,0
RNA454_FPKM,4.409745724,4.581023965,3.475917217,1.458799007,1.480735834,0.0,0.729741463,1.08622413,0.665642551,1.469685567,0.0,5.323892716,27.06580321,22.3239335,6.818145311,0.947260553,23.22113167,0.0,11.25623031,1.538577078,11.33654615,24.26514511,3.759413424,11.06599986,3.59476758,2.609060007,0.693768292,4.476560053,0.0,0.735187295,16.64653779,0.0,3.077635036,0.746326496,2.212785011,8.82018047,2.221450853,0.719088303,2.237930295,10.6064773,2.782390726,0.0,1.231438719,1.368265243,0.763682926,0.740715019,6.792022149,5.222886549,10.6064773,0.0,2.697778986,0.0,0.0,0
RNA457_FPKM,1.288861068,6.024108218,1.354376171,2.132069316,1.298551753,0.90647224,1.279313949,2.327923828,0.389090598,1.288861068,0.0,1.555702359,15.81828658,22.2572407,4.427768252,1.660647914,28.54670443,0.464398456,10.69024651,0.449886004,5.38357738,24.60958457,1.31837697,4.527543058,1.680612767,9.148766189,2.432154392,6.104953195,0.859119213,0.429741855,8.107181306,0.449886004,2.39837447,0.436253095,1.293505332,4.295596065,3.029709265,0.420331449,0.654379643,5.313321902,1.951219908,0.0,0.719817607,0.799797341,0.446398516,1.731157512,3.96972326,3.488544683,6.641840234,0.446398516,1.57701335,0.0,0.0,0
RNA466_FPKM,3.030625355,9.444274362,3.82197221,1.804677616,1.831815625,0.639654801,1.203498663,2.090353372,1.646158636,0.0,1.230850905,1.097785942,16.1202683,20.57572041,5.622857196,1.562233841,27.73354227,1.310260641,8.122515958,0.0,9.349262968,25.30769463,5.579934622,10.95145972,1.185929339,15.59858693,0.0,3.076543921,0.606239998,0.606239998,36.60588879,0.0,2.537827897,6.768513295,1.825531679,9.091876065,4.885227637,0.0,5.53795406,8.121839025,0.917922709,0.0,2.030903993,2.256559993,0.0,0.610798194,4.667859742,6.768513295,8.121839025,0.629737672,3.337417508,1.203498663,0.0,0
RNA471_FPKM,4.859203833,5.678962237,4.468721828,2.009570061,1.224036973,0.42714583,3.215473154,0.797957492,0.733441872,1.214902369,0.821932127,5.132991289,12.84093388,24.598732,7.930574377,2.086965749,27.35179123,0.875398363,13.1782804,0.423808753,8.978554726,28.31093184,2.485449122,9.145283496,1.980233272,7.546516994,1.146457165,4.110896006,0.810070127,0.404832242,16.04963473,0.0,5.087403671,0.410966064,1.219656147,8.099078699,4.487863107,0.0,0.616449096,5.426424541,2.145996358,0.420523414,0.678094005,1.507630515,0.841468194,0.81616088,4.36599259,11.5103441,6.678290396,0.841468194,2.973211478,0.401833485,0.0,0
RNA476_FPKM,2.013339603,6.274128065,5.289593684,1.998425976,0.676387597,0.708342917,1.332058936,2.314465309,1.822888559,2.013339603,1.363023491,2.430107519,14.41612632,23.98192189,3.458580486,1.729114965,33.63303493,0.0,7.70821448,0.0,8.41086027,29.97727027,2.746160742,9.093960903,1.31261282,0.595758612,0.633517961,3.406177751,0.671339928,0.671339928,18.9991202,1.404905909,3.747365179,0.681511745,2.020538836,8.72469834,2.028477495,0.656639054,10.21956899,4.842573569,2.540200357,0.0,2.247849455,1.2494382,0.0,1.352089898,7.236029471,6.131534245,8.993150597,0.0,3.695719271,1.332058936,0.0,0
RNA483_FPKM,1.4895102,6.189661503,4.697035036,1.478476791,1.000473017,0.0,1.971741236,2.446227208,1.348610587,0.0,1.008052358,2.697221173,15.7458939,24.8415698,9.725195306,0.639725535,26.50777265,0.0,9.505340007,0.0,11.48872423,31.34114358,2.539820782,13.45779701,1.456893189,0.440605666,0.468531378,3.528632073,0.0,0.4965034,37.48751677,0.0,2.772761113,4.032658252,3.738387893,9.931394368,4.002337513,0.0,0.756039268,6.654057013,1.879754364,0.515747718,1.66328639,0.924047995,0.515747718,0.500236508,5.353786594,5.54518561,14.33167488,0.0,2.734169409,0.985651194,0.0,0
RNA488_FPKM,5.931501327,3.360543355,1.700452712,3.746773698,1.086755492,0.569049136,0.535327706,1.062524737,0.488305677,0.0,1.094988489,7.810992662,19.85649635,22.15788484,7.781220508,1.389793082,34.65888118,0.0,17.54809124,0.0,11.95569326,34.03324343,6.619010825,13.80186951,0.527512703,10.04882858,0.508938312,6.021372559,0.539322688,0.539322688,30.53036356,1.129206879,2.257682169,8.210817472,2.435252677,10.24503459,3.259738414,0.0,0.821241366,11.11618365,2.857708753,0.560226669,1.806731006,1.003739448,0.560226669,2.716360667,0.830680922,9.30580596,13.33931233,0.0,2.969006688,0.535327706,0.0,0
RNA499_FPKM,6.274573376,7.999166257,5.395218855,2.831105405,0.574963618,0.602127253,1.698775521,0.281140298,1.549558753,0.0,1.158638805,7.230591404,21.58802884,25.47792763,10.58292929,1.469851291,34.17733809,0.616694848,21.83779061,0.0,13.74708325,44.30910984,4.667619366,16.31742662,2.23159904,11.135827,1.615033066,4.632258613,1.140780106,0.0,24.76028222,0.0,3.981241975,7.527707323,1.717579036,15.97092149,5.172393219,0.0,0.868979104,17.05056647,3.454565745,0.0,5.732420034,1.062085572,0.592791947,1.724321018,8.78531806,12.15996594,13.52292337,0.0,3.14157117,0.566445638,0.0,0
RNA50_FPKM,11.08783393,5.183102141,6.991484455,0.550402573,0.558679304,0.0,0.0,0.546355496,2.007689793,1.10902011,1.125823445,2.008225605,19.28086038,13.86697284,5.142927124,0.714464879,38.65404334,0.0,18.04081007,1.740888609,30.46328201,41.45047787,10.20733628,25.04106315,4.337782326,6.395487519,0.523270052,3.376869577,2.217448428,0.554510055,3.138503408,0.0,9.285565292,6.190827431,1.669760616,7.761365394,5.026921249,0.0,8.441873562,20.5717085,3.357492535,0.0,0.928804343,1.032004825,0.0,1.675441669,11.95428693,5.065003986,15.42878137,1.152005386,2.035735545,0.0,0.344001608,1
RNA504_FPKM,3.251599231,7.369498816,6.058477311,1.467130379,0.297955919,0.312032577,0.880336068,2.330062126,0.803009251,0.295732367,0.600426322,5.888031041,18.7475527,26.93620142,11.27397229,2.28511246,45.40864912,0.319581752,15.2790034,0.309594822,10.54400286,47.36194718,5.442703283,13.35209623,1.156455941,0.262437995,0.557867831,3.901292208,0.591173373,0.295732367,21.75877003,0.0,2.888331595,5.101553298,1.780162516,16.84975225,3.574003265,0.0,6.301814389,7.92232385,4.028215424,0.614087069,1.485567115,0.550390795,0.307194862,1.191236571,5.919201971,10.50302398,11.27397229,0.921281932,6.511540195,0.0,0.0,0
RNA519_FPKM,6.899598437,5.864172422,2.966130426,1.245231675,1.263956963,0.0,0.0,1.236075559,0.0,0.626976195,0.0,6.815119301,19.89014467,11.20708507,5.172500803,4.040647714,17.08365954,0.677538791,12.00759115,0.0,10.88457903,20.70874416,5.133016064,6.610490319,1.840299899,3.33985979,1.183847015,1.273532395,0.626976195,0.626976195,44.98618656,0.0,6.1284754,5.730605413,0.943986631,18.81786673,2.527913926,0.0,1.910298592,5.172500803,0.949752972,0.651277598,2.101328451,1.166872363,0.651277598,0.631690302,9.661280235,9.551202597,12.28439458,0.0,2.3028257,0.0,0.0,0
RNA52_FPKM,4.676091179,5.828802028,9.58368992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.949972448,2.540776016,4.305153862,4.17782225,0.0,0.0,29.54744052,0.0,21.48440061,0.0,80.24259826,76.28351406,16.74141468,0.70447395,0.0,10.78958468,0.0,8.544493882,0.0,0.467896877,0.88307298,0.0,0.0,10.91825652,1.408081389,0.0,11.30757927,0.0,0.712479336,28.4387182,14.16080221,0.0,3.13298109,0.0,0.0,0.0,0.720668754,0.0,39.5249479,0.0,3.433403934,0.0,0.0,0
RNA521_FPKM,2.531703164,7.231307701,4.656348173,2.09412484,0.0,0.890415286,2.512949807,0.207872686,1.910181441,0.843901055,0.0,3.056290306,11.22147345,23.36876348,6.088589033,1.087334051,32.17597957,0.455978796,13.73058123,0.0,11.38917816,36.46281822,6.473724771,17.15229655,0.82542147,9.735185578,1.592714667,2.99840602,0.421950527,0.421950527,25.48167086,0.441729458,2.355890444,0.428343717,1.905888899,11.81414749,3.400984702,0.0,5.782640182,8.263257136,1.916656633,0.438305199,2.827068533,1.57059363,0.438305199,1.275369263,0.649900812,8.13805627,7.393389895,0.438305199,3.872696621,0.0,0.261765605,0
RNA528_FPKM,3.896075016,7.082705234,4.095007342,1.9336076,1.308258857,0.685343291,2.578337956,0.959694949,1.175665054,0.0,0.0,3.527527379,13.94914466,17.40351864,6.02393137,2.509971404,21.93079371,0.701924177,8.701609287,0.679989047,11.26835197,34.68016379,3.985298108,7.821924136,1.270061519,0.576414556,0.612947873,1.977553228,0.649541776,0.0,15.93220707,0.0,2.719135688,0.659383318,0.977961775,11.03927109,3.925368813,0.635318234,0.989074977,4.685481924,1.966528949,0.674717814,1.087982475,2.416644834,0.674717814,1.962684406,1.000443655,3.955106455,13.38691809,0.0,3.575849672,0.644730356,0.0,0
RNA53_FPKM,8.006414786,9.539791079,3.712316891,2.804861651,0.0,0.0,1.402430825,2.552217862,1.705659112,0.470965576,0.956202835,4.26414778,15.89778455,18.51208689,13.10733425,0.60682103,33.35048914,0.0,10.81875208,1.972168348,14.52877977,40.70098156,5.781012562,8.50913085,1.381957383,11.28445995,0.888864608,4.781014177,2.354827878,0.470965576,4.444323038,0.0,0.657389449,3.824811342,1.418188475,3.767724605,3.321546692,0.0,6.454369139,7.281852362,1.782751049,0.0,1.577734678,0.876519266,0.0,1.898026681,7.979347799,8.127724101,14.56370472,0.0,2.593536458,0.467476942,0.0,0
RNA535_FPKM,7.136184689,1.853660292,2.812731576,1.18085026,1.198607407,0.627302353,1.77097914,0.878978617,0.0,0.0,1.207081801,8.614853589,21.89943689,9.563287357,7.355759603,0.766032681,23.32379051,0.0,14.79994478,0.0,14.9064192,34.07055303,8.516515522,0.895139313,0.58151386,0.527598668,0.56103802,3.622457332,0.594532827,0.594532827,19.0809256,0.0,4.980878832,0.6035409,2.686316673,10.70457549,4.19422381,0.58151386,6.338997349,11.03394705,0.900648503,0.617576735,1.992684813,1.106491651,0.0,0.599002999,5.496142159,13.88568246,12.87304077,0.0,2.183764179,0.0,0.0,1
RNA58_FPKM,5.735564621,7.944036518,4.018747886,0.632433471,2.568372709,0.6722718,1.264866942,1.255858714,1.153763765,1.274306248,1.293613918,5.769893093,13.03731569,9.109161874,15.76524558,1.641894589,32.63012876,0.0,10.97950942,0.0,17.20141007,34.652692,3.91107334,13.43300841,2.493383725,5.089838803,0.601257173,4.528250956,0.637153124,0.0,24.05476557,0.0,1.778719138,6.469274074,0.959309198,6.372717745,3.210316458,0.0,3.881745117,9.196444216,1.447542665,0.0,1.067231483,0.0,0.661848982,0.641943749,5.889087443,9.057104152,14.45111841,0.661848982,2.339137496,0.0,0.0,0
RNA6_FPKM,7.923196034,5.698216814,6.725430853,1.814987578,0.614317092,0.643339947,1.20977148,1.501259091,1.103507769,1.218799625,1.237942019,2.207015537,21.19749259,17.42308789,13.19287742,0.78561705,35.85634648,0.0,11.66692779,0.0,14.10142005,53.85605995,4.987525158,24.77663719,2.384872235,12.9807774,1.725516359,9.281186477,3.657064522,0.609732636,35.65983389,0.0,5.954808568,4.949740877,2.753071045,9.142661306,3.070244156,0.0,0.928456514,9.423973961,3.691332179,0.0,2.041489372,1.134780184,0.0,1.227963532,9.387183282,10.51845276,19.47575543,0.0,3.356483877,0.0,0.0,0
RNA60_FPKM,5.604450281,4.851737502,3.926434264,2.472199352,1.882196335,0.656809448,3.090736483,1.840677298,0.563613513,0.0,1.263860605,5.638505745,14.0132793,23.3643305,10.9121375,3.209104928,45.4530185,0.0,10.72851911,0.651678125,15.00771007,50.18693216,8.280482825,19.68904256,0.608867153,9.946971359,2.35033037,9.48227699,3.736300187,0.622498507,16.45416567,0.651678125,3.476530338,5.057435892,3.749965309,10.58640205,3.76439267,0.0,8.534049291,9.628158175,2.357341385,0.646626356,2.086466408,2.318296008,0.0,0.627178947,4.795970404,8.850346688,14.12107375,0.646626356,2.286538529,0.617887407,0.386179629,0
