,SNORA25,SNORD62B,SNORD14E,SNORA55,SNORA1B,AC022973.1,SNORA16B,SNORA71B,AC015982.1,SNORA50A,SNORD36C,SNORD99,SNORA3B,SNORD59A,SNORA17B.1,SNORD124,SNORA63B,SNORA70.21,SNORD38A,AC008810.1,SNORA8,SNORA4,SNORA24,SNORD87,SNORA2B,SNORA6,SNORA70G,SNORA20,SNORA22,SNORA60,SNORD34,Diagnosis
RNA476_FPKM,2.013339603,6.274128065,5.289593684,1.998425976,0.676387597,0.708342917,1.332058936,2.314465309,1.822888559,2.013339603,1.363023491,2.430107519,14.41612632,23.98192189,3.458580486,1.729114965,33.63303493,0.0,7.70821448,0.0,8.41086027,29.97727027,2.746160742,9.093960903,1.31261282,0.595758612,0.633517961,3.406177751,0.671339928,0.671339928,18.9991202,0
RNA483_FPKM,1.4895102,6.189661503,4.697035036,1.478476791,1.000473017,0.0,1.971741236,2.446227208,1.348610587,0.0,1.008052358,2.697221173,15.7458939,24.8415698,9.725195306,0.639725535,26.50777265,0.0,9.505340007,0.0,11.48872423,31.34114358,2.539820782,13.45779701,1.456893189,0.440605666,0.468531378,3.528632073,0.0,0.4965034,37.48751677,0
RNA488_FPKM,5.931501327,3.360543355,1.700452712,3.746773698,1.086755492,0.569049136,0.535327706,1.062524737,0.488305677,0.0,1.094988489,7.810992662,19.85649635,22.15788484,7.781220508,1.389793082,34.65888118,0.0,17.54809124,0.0,11.95569326,34.03324343,6.619010825,13.80186951,0.527512703,10.04882858,0.508938312,6.021372559,0.539322688,0.539322688,30.53036356,0
RNA499_FPKM,6.274573376,7.999166257,5.395218855,2.831105405,0.574963618,0.602127253,1.698775521,0.281140298,1.549558753,0.0,1.158638805,7.230591404,21.58802884,25.47792763,10.58292929,1.469851291,34.17733809,0.616694848,21.83779061,0.0,13.74708325,44.30910984,4.667619366,16.31742662,2.23159904,11.135827,1.615033066,4.632258613,1.140780106,0.0,24.76028222,0
RNA50_FPKM,11.08783393,5.183102141,6.991484455,0.550402573,0.558679304,0.0,0.0,0.546355496,2.007689793,1.10902011,1.125823445,2.008225605,19.28086038,13.86697284,5.142927124,0.714464879,38.65404334,0.0,18.04081007,1.740888609,30.46328201,41.45047787,10.20733628,25.04106315,4.337782326,6.395487519,0.523270052,3.376869577,2.217448428,0.554510055,3.138503408,1
RNA504_FPKM,3.251599231,7.369498816,6.058477311,1.467130379,0.297955919,0.312032577,0.880336068,2.330062126,0.803009251,0.295732367,0.600426322,5.888031041,18.7475527,26.93620142,11.27397229,2.28511246,45.40864912,0.319581752,15.2790034,0.309594822,10.54400286,47.36194718,5.442703283,13.35209623,1.156455941,0.262437995,0.557867831,3.901292208,0.591173373,0.295732367,21.75877003,0
RNA519_FPKM,6.899598437,5.864172422,2.966130426,1.245231675,1.263956963,0.0,0.0,1.236075559,0.0,0.626976195,0.0,6.815119301,19.89014467,11.20708507,5.172500803,4.040647714,17.08365954,0.677538791,12.00759115,0.0,10.88457903,20.70874416,5.133016064,6.610490319,1.840299899,3.33985979,1.183847015,1.273532395,0.626976195,0.626976195,44.98618656,0
RNA52_FPKM,4.676091179,5.828802028,9.58368992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.949972448,2.540776016,4.305153862,4.17782225,0.0,0.0,29.54744052,0.0,21.48440061,0.0,80.24259826,76.28351406,16.74141468,0.70447395,0.0,10.78958468,0.0,8.544493882,0.0,0.467896877,0.88307298,0
RNA521_FPKM,2.531703164,7.231307701,4.656348173,2.09412484,0.0,0.890415286,2.512949807,0.207872686,1.910181441,0.843901055,0.0,3.056290306,11.22147345,23.36876348,6.088589033,1.087334051,32.17597957,0.455978796,13.73058123,0.0,11.38917816,36.46281822,6.473724771,17.15229655,0.82542147,9.735185578,1.592714667,2.99840602,0.421950527,0.421950527,25.48167086,0
RNA528_FPKM,3.896075016,7.082705234,4.095007342,1.9336076,1.308258857,0.685343291,2.578337956,0.959694949,1.175665054,0.0,0.0,3.527527379,13.94914466,17.40351864,6.02393137,2.509971404,21.93079371,0.701924177,8.701609287,0.679989047,11.26835197,34.68016379,3.985298108,7.821924136,1.270061519,0.576414556,0.612947873,1.977553228,0.649541776,0.0,15.93220707,0
RNA53_FPKM,8.006414786,9.539791079,3.712316891,2.804861651,0.0,0.0,1.402430825,2.552217862,1.705659112,0.470965576,0.956202835,4.26414778,15.89778455,18.51208689,13.10733425,0.60682103,33.35048914,0.0,10.81875208,1.972168348,14.52877977,40.70098156,5.781012562,8.50913085,1.381957383,11.28445995,0.888864608,4.781014177,2.354827878,0.470965576,4.444323038,0
RNA535_FPKM,7.136184689,1.853660292,2.812731576,1.18085026,1.198607407,0.627302353,1.77097914,0.878978617,0.0,0.0,1.207081801,8.614853589,21.89943689,9.563287357,7.355759603,0.766032681,23.32379051,0.0,14.79994478,0.0,14.9064192,34.07055303,8.516515522,0.895139313,0.58151386,0.527598668,0.56103802,3.622457332,0.594532827,0.594532827,19.0809256,1
RNA58_FPKM,5.735564621,7.944036518,4.018747886,0.632433471,2.568372709,0.6722718,1.264866942,1.255858714,1.153763765,1.274306248,1.293613918,5.769893093,13.03731569,9.109161874,15.76524558,1.641894589,32.63012876,0.0,10.97950942,0.0,17.20141007,34.652692,3.91107334,13.43300841,2.493383725,5.089838803,0.601257173,4.528250956,0.637153124,0.0,24.05476557,0
RNA6_FPKM,7.923196034,5.698216814,6.725430853,1.814987578,0.614317092,0.643339947,1.20977148,1.501259091,1.103507769,1.218799625,1.237942019,2.207015537,21.19749259,17.42308789,13.19287742,0.78561705,35.85634648,0.0,11.66692779,0.0,14.10142005,53.85605995,4.987525158,24.77663719,2.384872235,12.9807774,1.725516359,9.281186477,3.657064522,0.609732636,35.65983389,0
RNA60_FPKM,5.604450281,4.851737502,3.926434264,2.472199352,1.882196335,0.656809448,3.090736483,1.840677298,0.563613513,0.0,1.263860605,5.638505745,14.0132793,23.3643305,10.9121375,3.209104928,45.4530185,0.0,10.72851911,0.651678125,15.00771007,50.18693216,8.280482825,19.68904256,0.608867153,9.946971359,2.35033037,9.48227699,3.736300187,0.622498507,16.45416567,0
RNA62_FPKM,5.706277813,5.927451372,2.998593047,1.88800303,0.638974335,0.669162099,0.629508048,0.312439656,1.722164926,0.0,1.287630099,3.444329851,16.21394548,10.19521636,7.842474123,0.0,19.34070949,0.685351504,10.9234461,0.0,11.61342475,23.39516001,3.891303954,8.59147446,1.860440942,6.751798914,2.393408419,1.28709714,1.267886735,0.63420587,3.589864915,0
RNA63_FPKM,8.299472701,4.310824602,1.744765263,1.647599025,1.115075544,0.0,1.098555906,1.907987345,1.002061131,0.0,0.0,6.011509957,13.58277513,15.81666884,2.28112838,0.712700202,16.27454805,0.0,10.59140609,0.0,15.46816157,31.16049939,6.225337765,23.32532176,1.082518594,0.490866364,1.566379355,5.616654744,0.0,0.553140455,1.043955226,0
RNA64_FPKM,17.39517589,0.0,2.654252572,1.113937619,6.219081074,0.0,2.227875238,0.0,2.540493562,0.0,1.139846819,8.128733977,26.9777435,21.05394234,3.470344121,0.0,28.12076836,0.0,22.55779537,0.0,54.09578081,58.30152143,9.183607852,19.4317669,2.195351512,2.49002018,4.236100805,4.557017532,0.0,0.56141709,1.059575916,0
RNA66_FPKM,8.117186002,0.843393338,4.265770764,0.0,0.545352083,0.0,0.0,0.0,2.449935912,0.0,1.098967077,9.798816343,25.46238152,8.701074431,3.346567089,0.697421414,14.1486464,0.0,15.5386132,0.0,23.47510901,34.15409399,7.19571962,17.10962523,0.529429395,7.203330625,0.0,2.74689784,0.541282292,0.0,1.021575029,0
RNA67_FPKM,4.338909168,14.48628449,4.885206403,4.3067691,5.620242703,3.269626333,1.230210749,1.83208892,3.928471814,1.859433531,1.258873365,4.489861288,14.58259493,18.82655667,7.666587482,3.194708993,38.4895171,0.670045501,14.23794818,0.0,14.34037946,45.74116525,7.608063914,15.86507584,1.818716009,7.70084541,1.169566557,6.292256982,0.620042105,0.620042105,17.54676713,0
RNA69_FPKM,5.812274763,8.150422558,1.832199628,0.577099839,0.585778032,0.0,2.884314186,0.572562384,1.052276813,0.0,1.180431489,3.157370901,10.10659696,14.5375834,3.594545333,2.995710817,24.06083194,0.0,12.23819012,0.608659987,17.92943478,28.21785591,7.134212112,21.0018379,2.842207409,2.57869149,2.194041725,4.13029827,2.325029291,0.581406554,1.097302511,0
RNA7_FPKM,1.847222847,7.675575836,3.882493226,1.222546658,0.620180923,0.0,1.222546658,2.123586247,2.229810299,0.0,0.0,2.230321606,10.0778553,16.50286641,5.07768863,3.967035196,28.84573554,0.665194054,12.96610548,0.0,8.310469388,39.46206015,6.298803975,12.05248519,1.204699262,6.557029445,2.324027635,4.375874691,0.0,0.615552707,19.75610009,0
RNA72_FPKM,3.989904432,6.216827837,1.797265977,2.263223822,3.445885895,0.601136771,0.565513851,0.842323448,1.548053905,0.0,1.156732878,3.09610781,12.82721237,13.23933357,3.525406339,2.937838615,15.52484281,0.615680403,10.911972,1.193496938,21.43057593,26.01391656,5.830824733,6.86595991,1.115092029,3.03511804,2.689292859,5.207687894,2.849847656,0.569734104,9.681898619,0
RNA74_FPKM,1.597736677,8.298015385,5.037569758,1.057463228,0.536384804,0.0,0.528438363,0.524843881,0.0,0.0,1.080896651,2.893198848,8.716204218,13.32086956,4.940693417,2.058622257,20.88619692,0.0,13.25322911,1.115293248,15.91530323,28.44146151,6.536699856,22.45090375,0.0,6.143881045,0.502388584,3.243889617,1.597736677,0.532381933,5.025001024,0
RNA75_FPKM,5.342262212,7.567411194,3.828219781,1.445906081,0.489216343,0.0,1.445906081,0.478424806,1.318900817,0.0,0.985845055,8.794558956,12.41926407,10.41238547,7.508663316,4.380098353,17.98849894,0.524723981,12.08563834,0.0,15.91788036,18.39118878,5.96128939,24.86050977,2.375172857,4.740815473,0.916419347,3.450986581,0.0,0.485565475,0.916419347,0
RNA78_FPKM,4.190720061,6.529726606,2.831578701,1.782845849,3.015942397,1.263276766,1.782845849,0.29502956,2.71027256,0.0,1.215879398,3.252489048,6.736097608,8.556594628,4.319665293,1.542655282,18.26151237,0.647161615,6.875834969,0.626937815,13.85103398,15.11398458,0.61258046,5.407960088,1.756818902,2.656426085,0.565127044,4.254215819,1.197284696,0.598865972,13.55882855,1
RNA86_FPKM,6.347060559,8.991445213,1.819445384,1.718365085,1.744205162,0.608869518,2.291153447,0.852865024,0.522475871,0.0,1.171612558,5.224758705,8.263247339,19.58823394,4.758549467,2.230570063,32.06011434,0.0,9.941969422,0.0,21.13838195,32.49767439,4.131946579,14.76926616,1.693279464,9.217159714,0.544552316,2.343225116,0.577062902,0.577062902,29.40463347,1
RNA87_FPKM,3.256520715,7.103076371,5.133809127,1.939149037,1.311960843,0.0,1.939149037,0.641510265,1.178991839,0.0,1.322641331,4.717289836,9.992545524,17.45364618,5.370453044,0.839368537,29.08935726,0.703986515,6.233911082,0.681986936,13.18412736,32.25101907,4.663088305,15.68896395,3.185210042,5.779137006,0.614748788,3.966441212,1.953620299,0.651450208,19.66644777,0
RNA89_FPKM,3.930700864,1.750093623,4.425951344,0.557437228,0.565819743,0.592551384,0.557437228,0.276669212,0.508473147,0.0,1.140212512,3.050838884,12.63660896,8.026239222,2.893891263,0.723596402,8.564453916,0.0,9.674599535,0.0,16.78096026,10.90498349,3.446258703,11.83626777,0.549299458,4.982859129,1.059915856,3.420150682,0.561597207,0.0,20.13568586,0
RNA94_FPKM,0.578969063,0.0,1.825455399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.291632659,0.0,0.0,10.74417269,0.0,15.77231554,0.0,0.0,0.0,93.78864482,60.16704513,0.0,0.87170623,0.0,0.0,0.0,0.0,6.369998351,0.578969063,1.092702176,1
RNA95_FPKM,4.239242741,5.661423842,1.909001745,2.404572608,3.660770304,0.639181708,1.803268335,1.49156755,2.74125928,1.210933943,1.229940559,2.192772275,4.955325181,15.14706732,6.866067876,1.560241811,36.28480589,0.654645781,6.955463577,0.634188101,14.59500632,37.6330058,3.096995218,21.88235732,7.107772998,5.911184264,2.286037339,3.688503412,0.0,0.0,1.143325026,0
RNA97_FPKM,2.140989252,4.447946663,4.500275447,4.251056969,0.719028972,0.0,2.125130072,1.406336077,1.292308828,0.0,0.0,6.461544138,10.95091885,14.02729276,6.621425004,2.758582305,35.76788239,0.0,6.830775232,0.0,27.52199168,56.8295867,8.030892801,16.1187682,2.792141701,7.6005153,0.673456713,3.622380805,1.427326168,0.713663084,1.346913426,0
RNA98_FPKM,2.230702823,4.634328346,2.344424928,3.690298497,1.498316683,0.784551649,1.476119399,0.73263279,2.019690394,0.0,1.509667567,1.346460263,12.16953398,10.62805967,5.365126277,1.916116528,25.92290927,0.0,7.117004245,0.778422339,22.22143772,41.87758975,3.802979368,7.836701304,1.454570211,10.55767517,0.701676475,3.774168918,1.487135215,0.743567608,1.40335295,1
R_JS001_FPKM,2.777882524,16.23089603,3.284097463,4.135530138,4.197718561,0.732976172,9.650141371,3.079266508,4.401246909,4.166392303,1.410423846,2.51432852,17.75870142,26.0553817,5.010650327,8.947431027,56.74121672,1.500486375,13.2933261,0.727249796,11.3807005,71.47805615,4.261805868,12.5472896,2.717052979,23.41768872,7.8641463,5.639943306,2.083196152,0.694686372,22.28052633,1
R_JS002_FPKM,4.325331718,8.985678988,2.272634621,4.293292224,6.294615898,1.014417662,0.954304023,1.894040179,2.175709364,4.325331718,0.97599275,3.480938707,15.73065431,24.04168334,9.907287089,2.476821772,54.97350889,1.038960025,6.439477245,1.509171428,9.265808069,63.46459717,2.458053327,0.723769905,7.520860272,17.48549778,4.988400503,3.902870672,4.325331718,0.480712847,0.907260867,1
R_JS003_FPKM,1.791123245,11.16421691,1.883067525,4.74134644,0.601732104,0.630160392,2.963490774,2.059012498,2.16243841,0.597241566,1.212581361,2.162982968,10.99407846,17.06884718,6.154942377,3.846838986,48.13721348,1.290812416,6.858594633,0.625237264,6.907357224,35.94691312,2.443060188,8.091147631,2.920228135,8.47790423,2.253809047,2.424552157,1.194483131,0.597241566,25.91965539,1
R_JS004_FPKM,2.942104939,9.167332449,3.710513523,5.839930301,1.185690412,1.241707281,5.255867987,0.579767738,1.065519086,1.765262964,1.194672915,3.196557258,15.64787523,26.28030991,13.94866476,2.274473434,56.40730967,0.635874293,12.38912861,2.464012887,9.075403344,59.4172475,5.416352506,9.74425846,2.877679284,14.61965881,2.221082039,4.777983075,1.176841976,0.588420988,29.98197279,1
R_JS005_FPKM,0.0,16.30790565,0.970515582,5.499588296,8.063944271,1.299115346,3.666392198,1.516430596,2.229562823,1.846876667,1.249906431,2.229562823,15.74374413,32.99866138,8.250035292,6.345678804,42.92568598,1.330545556,9.427865651,0.644483003,5.934807514,49.61831094,6.927610222,6.488278327,2.408578816,9.834262982,2.323769703,6.249532155,1.231251111,0.615625556,10.45696366,1
R_JS006_FPKM,2.486468464,10.65370835,0.979435088,1.850706441,3.757745573,0.655527421,2.468050179,1.224951376,1.688144389,0.621283451,1.261393674,2.251261988,8.265742786,19.99120645,7.688925558,1.601859491,43.34064199,0.671386956,8.329030625,0.650406113,8.988530159,37.42250418,3.815115735,0.935415534,1.823688829,6.619604785,1.173192867,3.786213343,1.243234232,0.621283451,17.59726327,1
R_JS007_FPKM,7.919202441,10.57676263,4.458493385,1.684447381,1.709777417,0.0,1.122752157,2.786558365,3.584753236,0.0,1.148922049,5.121242401,15.62227022,20.2129856,15.74244153,2.915665881,39.43955156,0.611523026,15.1596161,0.0,11.99672994,43.39116417,6.943523556,22.99457752,1.659856908,5.019495864,3.736221683,5.168190828,1.131130905,0.565886979,29.89220076,1
R_JS008_FPKM,1.92087641,10.97291016,3.028205164,2.541751241,3.225305622,0.67582071,5.083502482,2.207845061,1.739171885,1.92087641,1.300442881,1.159854462,17.68103774,24.02015091,9.898513013,2.474975375,33.47819117,0.692171211,6.128080682,0.670540861,9.875078574,35.43354585,5.893908895,7.710930732,3.756968075,15.90758394,3.020884843,3.249739756,0.640516643,0.640516643,31.41516853,1
R_JS009_FPKM,3.41612657,9.581922432,1.077306967,2.713217547,2.065513358,0.721032222,1.356608773,2.019603135,3.092979462,1.366732719,1.387440791,4.949788768,13.27986069,19.53264632,15.49519252,0.880491271,33.49777761,1.4769531,5.23263384,0.715399158,6.587168499,37.15517507,5.591406389,1.028888676,6.683331543,0.606431074,2.579467386,2.081161186,1.366732719,0.68336636,15.47547332,1
R_JS010_FPKM,4.535078914,8.636482775,1.588669932,5.001876831,1.523231142,2.12656605,2.500938415,0.496459354,2.737235355,0.504125356,1.023527238,2.737699215,14.43247726,23.40823436,12.98511369,3.246410443,61.48358359,0.544780627,11.57557595,0.527756232,18.94526647,62.14029594,5.154605894,10.62165461,1.971342251,9.390668151,1.901928791,4.603792231,2.015476779,0.504125356,4.755305438,1
R_JS011_FPKM,3.68134435,19.1196775,3.22434686,6.496184858,10.30242693,1.726225667,2.842109726,2.014987682,2.962576483,4.090124249,0.830891263,1.481288242,13.80722457,38.73199623,10.54017525,3.689277048,53.47291919,1.326243171,14.0942898,0.428428308,13.40663975,72.28528203,3.765649946,15.39576159,9.201514248,15.24492877,10.80758405,4.152095829,2.8633195,0.40924495,0.772377794,1
R_JS012_FPKM,0.627616358,16.62572676,3.957674919,3.73780409,5.691017506,0.662209386,1.868902045,1.855160118,4.545977948,1.255232717,1.274251394,2.272988974,16.69250252,33.64160264,9.70470244,5.660616771,51.96792473,1.356461162,16.82158179,0.657035875,12.70658179,69.47811359,8.98863149,19.84511089,3.683237607,21.16574418,5.330319213,3.185628486,0.0,0.0,14.21562734,1
R_JS013_FPKM,0.984182696,9.968452329,0.775767537,3.419595974,3.966809752,0.519214493,1.465338681,1.454798588,2.673683891,2.460932651,0.999094555,3.564337332,10.06818593,24.62024072,10.65286613,0.634040775,21.9821541,1.063552268,11.30495228,0.0,8.065551329,47.3095764,4.027371733,0.74090158,3.85099049,8.734651369,4.179760125,2.498219509,2.460932651,0.492091348,15.79030472,1
R_JS014_FPKM,3.403511632,14.84880889,2.146214394,2.026980261,5.486563112,0.718221352,2.702640348,1.341383996,4.930492527,3.062991392,0.0,1.232623132,13.22952766,20.0668025,9.121411174,3.069487835,35.9663558,0.367616126,5.863440665,1.425220496,10.82741142,40.31928128,2.436845304,10.2487766,3.994778616,8.154753989,8.350587695,2.764063992,1.020884413,1.70158674,6.423528996,1
R_JS015_FPKM,1.667344073,9.525376619,0.8759416,3.861505537,3.919573289,1.759244927,3.309986751,3.01169996,1.509622336,0.0,1.128106606,2.013095536,10.23271478,17.87314182,12.60325982,1.432394901,21.79699407,0.600443839,9.575318817,0.581679969,3.750383075,23.7448446,1.705527525,0.836573438,3.261665777,1.972709548,2.622487151,2.82116042,1.667344073,0.555634597,12.58727356,1
R_JS016_FPKM,1.044774466,12.20850782,1.647056218,4.148141585,5.263149568,1.653540691,9.33282474,1.28676267,2.837833348,1.044774466,1.060604383,1.891888899,9.083446189,27.99906681,6.999476105,3.365379291,39.83570933,1.129030472,9.999984179,1.09374827,5.539559581,40.57819667,1.603050899,5.505609267,3.06568858,11.12536871,4.436612699,3.181813148,0.522387233,0.522387233,27.60465116,1
R_JS017_FPKM,1.143590694,5.346431192,2.704665191,1.702937343,6.338348874,0.603585734,1.702937343,1.127029153,2.589238633,1.143590694,0.0,4.142593642,15.21032618,21.45793883,5.894961631,1.473472625,37.38324956,2.47219298,4.379313278,1.197196508,2.756887178,37.20766514,1.169779794,4.305700199,2.237605325,7.105277758,2.158816405,2.322363102,2.859756102,0.572055136,25.90481625,1
R_JS018_FPKM,0.639904786,14.95015084,3.025206993,6.983875083,10.95570169,2.024744838,3.174355166,3.151378767,1.158076709,3.198044383,1.299200627,4.633646429,11.77752341,21.7147041,11.20852558,2.472524946,41.81180396,0.691510011,12.24535749,0.0,6.166726795,39.75103329,3.925841136,15.40966532,1.876953244,10.21758653,9.054316704,3.246499601,0.639904786,0.639904786,25.35208677,1
R_JS019_FPKM,1.243107118,5.811843844,0.980387429,3.085078809,3.758034365,0.656164815,4.93692173,1.531197203,2.2516366,2.486882215,1.262620174,2.251031809,4.451538184,29.99030769,6.408159903,3.204252084,33.86353193,1.343357692,4.760603096,1.952416291,11.38696866,36.82324744,4.451538184,13.10452814,3.648310734,13.24081981,2.346776174,5.049124496,0.621887548,0.0,12.90695379,1
R_JS020_FPKM,1.989320553,14.46688971,2.091508955,3.291460854,1.336678655,0.699914414,4.608336862,2.287226016,1.801141582,1.326703441,1.346805009,2.402408934,8.818804464,26.06758246,14.35598455,2.563163021,49.85342995,0.716847827,8.887506806,0.694446333,5.753994964,34.13073266,4.070506457,0.998754276,4.541061872,10.00477794,3.129205741,2.692864278,1.326703441,0.663351721,7.510371068,1
R_JS021_FPKM,1.17447636,4.574597815,3.702250912,2.914188237,4.732200414,1.239211277,5.245235108,1.735555734,2.126292754,1.17447636,1.191753752,1.062915509,9.008991598,17.83319193,8.472721652,2.269572883,32.62224814,1.269192195,3.371936855,1.229529939,8.490488484,21.6647714,1.201372765,6.18794278,4.019904433,4.168097053,1.662222393,4.172173541,0.586983191,0.586983191,3.324444787,1
R_JS022_FPKM,2.609563851,16.26631199,1.028475165,5.181121596,2.629184632,4.130792421,1.942675311,2.250114068,3.544666469,0.652390963,1.324551349,1.181356608,11.34597878,26.81245143,8.070253627,3.362322654,34.11886333,1.410006274,4.9954508,0.682971789,8.176642881,48.1496811,4.671992568,8.84125623,3.191169697,15.05427168,3.078804567,2.649102697,1.304781925,0.0,17.2403106,1
R_JS023_FPKM,1.818719606,11.3333193,1.911108746,2.406581383,3.053779478,0.639875464,4.813162766,2.687651314,2.195192478,1.212270473,1.231275513,4.390384956,7.440194353,15.16258437,9.372106827,2.343350262,28.39575137,1.965390542,8.122813057,0.0,9.933943387,32.37265945,3.720097176,14.60267496,2.371448808,6.454738147,5.148177165,2.461276415,3.636811419,0.606449134,20.59270866,1
R_JS024_FPKM,0.668180867,12.49438697,3.160102451,1.989694136,5.386258157,0.705009733,5.969693119,0.987532016,3.630404477,1.336361733,0.0,2.419898274,10.25287014,26.26616115,12.3985934,8.610046223,26.20773852,1.444132841,6.395445438,0.699501845,9.018631307,33.09246574,4.785008388,6.037077108,2.614196675,11.86019612,6.93648622,1.356609638,0.668180867,0.668180867,18.91726743,1
R_JS025_FPKM,0.61881955,15.42549776,0.975550821,3.070599588,1.246944658,1.305855429,2.456363886,3.048308982,2.240602193,0.0,1.256391208,2.241130263,10.12666265,12.15978278,11.47967917,3.985874465,17.52564793,0.668724353,7.106468058,0.0,10.13983074,20.42718188,1.898972971,7.45276858,0.605268757,8.236231705,0.583956477,2.512190338,0.0,0.61881955,18.68440573,1
R_JS026_FPKM,0.592531295,9.229772687,1.867308537,3.527709914,4.177744601,0.625190501,1.763854957,1.750885435,1.608921751,0.592531295,1.203018084,3.217843502,9.089154637,19.05066235,9.769240688,5.342692615,25.813348,0.640316077,5.670268662,0.0,10.84979647,31.63565987,5.453139371,7.135272197,2.897217564,12.09033988,1.11775511,2.405451612,1.184486758,0.592531295,25.71325805,1
R_JS027_FPKM,1.393316153,13.02732841,1.464591204,4.610750088,1.87203387,0.980238208,5.071595363,0.686413105,2.10266633,0.0,0.942638063,2.523031953,9.502599204,21.57748337,10.53331345,2.394043315,31.37407918,0.0,2.667205208,0.972580097,6.716876826,35.18067941,1.425224157,0.699034968,0.908687974,9.480429538,1.314819469,5.186858894,0.464284419,0.464284419,9.643174282,1
R_JS028_FPKM,1.692909635,9.672200093,2.668822248,5.601037256,2.273986823,1.191019959,0.559928566,2.502020858,3.065539069,1.128802498,0.0,2.044047767,10.39007135,17.14011987,11.63352986,1.454418603,29.50892892,0.609599648,6.48142546,1.181715115,4.352225302,36.71280277,2.886331495,10.19550072,1.655838621,0.500598386,1.065207991,4.009773777,0.0,0.564107137,21.30082931,1
R_JS029_FPKM,0.567335367,11.49623321,2.684051611,5.07043504,2.287540569,2.395613351,1.126825539,2.236802286,1.02784762,1.135234685,1.151862714,0.0,8.128050115,13.18234742,11.70048722,3.656402257,29.06108911,0.613088219,7.605532608,0.0,7.112777385,25.35083661,0.58032778,0.854190327,1.110375531,8.058413532,1.606650612,4.033236989,1.702570052,2.837804737,11.78245928,1
R_JS030_FPKM,3.588141842,15.8416008,0.94276668,1.780781507,3.615120352,2.523942293,1.187187671,1.17845835,1.62436151,1.196047281,1.214169209,2.165815346,7.34123534,16.02809777,6.164243677,2.311591379,24.1069987,1.292502707,8.013516781,0.626055998,13.26035018,27.29356898,4.282031867,0.900395144,1.169856464,6.368886289,2.821660838,2.428338418,0.59802364,0.59802364,18.05975353,1
R_JS031_FPKM,1.998305505,8.303036828,5.250449759,0.661167747,4.697770837,0.702816109,1.322335495,1.31261244,3.01546101,2.66440734,1.352388574,3.618553212,10.2210531,20.23297665,6.866690209,2.574739786,28.30272135,0.719819725,10.20087382,0.697325359,3.852848025,31.69495981,4.088136454,11.03289183,2.606062654,7.685050761,6.914981501,3.380971436,2.66440734,0.666101835,16.34426289,1
R_JS032_FPKM,0.512296217,5.58965669,0.807619919,1.525940399,2.065477605,0.540533017,1.525940399,1.767317924,0.463835764,0.0,1.040116562,0.927671529,5.766557228,15.56642372,7.395545775,0.660073972,16.19145097,0.553610428,6.867292505,0.0,4.940800747,23.38897059,2.621039806,3.857934996,1.002585845,0.454620484,1.450717985,1.560620863,0.512296217,0.512296217,11.6065731,1
R_JS033_FPKM,1.273045198,8.927624235,1.003966723,3.159357664,0.641632868,0.0,3.159357664,0.627161973,0.57660251,1.909889762,1.292987446,4.611654048,12.37253629,20.47286776,11.15549382,4.101089276,22.19312236,0.0,9.74912161,0.0,9.819259176,33.38030096,5.860883085,15.33569691,3.736134716,8.473773867,1.802290338,3.231161247,1.273045198,0.636844563,1.201931992,1
R_JS034_FPKM,0.596706674,15.80383309,1.881381042,5.922243439,4.207720161,0.629596018,4.737670191,3.526971229,1.620784344,1.790120021,1.211495368,2.161045791,10.98476535,27.71452983,6.150022033,3.843359547,38.34801834,0.64482818,6.852401245,0.0,4.026091953,39.39384367,2.440845027,5.389529069,2.333946705,0.529527777,3.377944276,4.845344513,0.596706674,0.596706674,23.64620203,1
R_JS035_FPKM,4.639295151,8.131509556,8.227174374,1.726690918,4.08974473,3.059545483,5.180072754,0.285770225,2.625420786,0.0,1.177719715,1.050398665,15.42267499,18.64939831,6.575144802,4.482755268,30.32376295,0.626850816,9.990140311,0.0,13.97583397,36.03734741,4.745538552,24.446564,4.537704747,9.77771109,1.641572352,2.354793751,1.739576671,0.580070905,27.36113975,1
R_JS036_FPKM,1.598757383,16.60632971,3.360525323,5.818102867,3.75848227,0.562292623,2.644857893,4.200366554,0.965015718,0.532919128,1.08198732,2.895047154,16.35249679,20.94622242,9.33777589,6.179053469,32.50983338,1.151792954,8.160148537,0.557899712,7.191923571,35.70329439,4.360384715,9.627584833,3.127496195,12.29491673,3.01737309,4.868345157,2.664595639,0.532919128,28.15992609,1
R_JS037_FPKM,2.703384151,34.75530399,2.130902801,6.037944142,1.361855174,0.0,4.025811036,0.999052371,2.447658623,2.703384151,1.372962225,2.447658623,13.82806055,19.32296608,10.45082268,3.483206502,39.76376672,0.0,15.52663863,0.0,11.07722077,59.06986735,5.531383419,18.31853027,2.644185957,12.59663205,6.378436381,3.430825629,1.351692075,0.676235126,1.276274744,1
R_JS038_FPKM,0.0,5.983824735,1.009037112,3.176598316,4.514113396,0.0,1.270639326,1.576620488,1.159029115,2.560243419,1.299517493,1.159029115,6.547187369,17.15363091,5.937795314,1.649387587,17.43188061,2.075035997,4.901037402,1.340127415,12.34074166,29.21029503,5.237749895,6.745809907,2.504179694,0.568001023,4.228007618,0.649758746,2.560243419,0.640060855,2.416004353,1
