,AC093525.8,AC131649.2,AC005921.3,AC099811.6,AC092117.2,AC092653.2,AL133243.4,AC233300.1,AC134407.3,AL356750.1,AC020951.1,AC090181.3,AC018529.3,AC005785.2,AP000560.1,AC022413.1,AC005261.5,AC009951.4,AC009948.3,AC141586.5,AC141586.4,AC020978.8,AC064801.2,AC118344.2,AC131212.2,AC012676.5,AC005839.1,AC020763.3,AP003108.3,AC092139.1,AC000123.3,AL356274.2,AC027290.2,AC012513.3,AC055811.4,AC120114.3,AC093525.10,AC127070.4,AC087741.3,AC093330.2,AC010435.1,AC127024.8,AC130448.2,AC022532.1,AP000648.4,AC092881.1,AC126474.1,AL845472.1,AC025809.2,AC109326.1,AL353795.3,AC007998.5,AC084876.2,AL353763.2,AC011466.4,AC009093.7,AC111170.3,AC008985.1,AL445363.3,AD001527.2,AL662907.2,AP000974.1,AC020978.9,AC099521.2,PRO1804,AC124319.3,AL118508.3,AL031602.1,AC006330.1,FP671120.9,AP001148.1,AC091925.2,AC002350.2,AL023806.3,AC005538.2,AC007224.2,PWAR1,AC008537.3,AC091132.3,AL158212.4,AC073592.9,AC026362.2,AL139288.2,AC008993.2,AC006128.1,AC120057.4,AL031587.5,AL359922.3,AC090617.9,AC093909.6,AC099494.2,AC090373.1,AC009716.2,AC079777.1,AC004678.2,AC007610.4,AC004836.1,AL109806.1,AC020604.1,AC011815.3,AC021106.2,AL359258.3,AL049833.3,AC099804.1,AP001767.3,AC093642.3,AC012313.10,AC100788.2,Diagnosis
RNA3_FPKM,28.57450758,0.063821507,0.702560008,0.230631542,0.512368732,1.104709659,0.182282424,3.121380529,0.574054654,0.605451353,0.083197529,0.686236008,0.335251839,1.347099408,0.243802406,1.727792851,1.36191856,0.686499712,0.0,0.691090625,0.060057721,0.0,0.434931738,0.47573226,0.766761119,1.642636697,1.322849691,0.325237783,0.761033199,0.58545047,0.968247661,0.201401291,4.04383643,0.491002512,1.992393622,1.420639903,0.421406533,1.301858118,0.280456174,0.850472141,0.0,0.315753032,0.757496448,1.530462203,2.389036526,0.159448457,0.43829548,0.162002571,0.157216244,1.358448333,0.182209982,0.398610947,0.055278405,5.261024687,0.292593098,0.540627023,0.498337218,0.126531341,23.92929402,0.481241358,0.43828497,0.079154415,1.327340683,0.385783564,0.046083314,0.262247133,2.811076136,0.440681225,0.237667469,1.614420795,0.5205184,0.369026541,0.878379306,0.059305772,0.608064437,1.481681655,0.039134546,1.355751139,0.083528554,0.0,0.0,0.0,0.607412707,0.234418845,6.596159242,2.453080949,1.838933271,0.113138676,0.705005929,8.043571477,0.482868365,0.0,0.225768852,0.0,0.09428223,0.533379817,0.298015125,2.119101512,0.148404228,0.0,0.889350773,0.040528011,0.0,1.05834404,0.209006183,0.019660935,1.937916035,0.163463226,0
RNA302_FPKM,33.31663487,0.152092981,0.104633232,0.274805961,0.045232788,0.0,0.024136763,2.846495726,0.035082373,0.15027683,0.0,0.19818347,0.565793165,1.426635221,0.077452187,1.448498659,0.216330046,0.315693624,0.0,0.329336948,0.238455797,0.197253358,0.17272915,0.141687459,0.387539377,0.460463849,0.747143075,0.258327114,0.503703181,0.774981341,0.256341265,0.239927192,3.211854508,0.283628096,0.556013694,0.991570017,0.334681871,0.392216318,0.612637812,0.656737564,0.063756325,0.071645123,0.601780968,1.21557924,0.449407529,0.014076382,0.87028067,0.119486403,0.0,1.476529931,0.263129406,0.0,0.043909418,3.666160547,0.743689034,0.61339488,0.243570232,0.0,25.93780471,0.860051902,0.652710503,0.0,0.66583345,0.229796032,0.0,0.104149043,2.998166332,0.991677911,0.113269291,0.320688867,0.286197856,0.879164382,0.410383992,0.094229048,0.684172636,1.618084574,0.0,1.076810065,0.066324,0.175012505,0.0,0.026953807,0.080430005,0.093103219,5.645559435,0.487280486,1.866338515,0.0,0.560008917,1.839126039,0.767057196,0.0,0.17932025,0.0,0.0,0.035313503,0.118361506,2.88532436,0.31438295,0.475826812,0.282532744,0.193106891,0.020075226,0.105099713,0.0,0.0,0.405065841,0.337572869,0
RNA303_FPKM,18.33531219,0.050848618,0.13994584,0.505309244,0.408208879,0.0,0.048400776,0.921000655,0.070349701,0.090431497,0.198811763,0.6461308,0.300451877,0.238475454,0.0,1.223535618,0.0,0.08634928,0.034152976,0.146840732,0.334863648,0.527589416,0.057742905,0.0789638,0.333211449,0.69280668,0.304463751,0.181384476,0.639962429,0.233178737,0.438633383,0.140389264,2.818458396,0.53342157,0.428995174,0.617336855,0.191856916,0.357631908,0.837951034,0.583461504,0.0,0.107792272,0.402347624,0.783817743,0.434083999,0.0,0.640136536,0.202825357,0.0,4.272218178,0.23753719,0.0,0.044025164,4.824087416,0.419590167,0.430695436,0.274845183,0.100811531,32.2970646,1.917175223,0.807476973,0.0,0.222625564,0.179285405,0.110105862,0.104450262,0.383929858,0.351089823,0.151496478,0.0,0.127606402,1.763677785,0.658620924,0.189031406,0.363314662,1.180352008,0.0,0.800097049,0.06652432,0.0,0.202800554,0.067600163,0.080642021,0.093348642,4.303741893,0.488564972,2.848749435,0.0,0.0,4.466321463,1.000247476,0.0,0.13990452,0.0,0.0,0.318691073,0.11867351,0.904423111,0.591262463,0.31813533,0.0,0.096832697,0.0,0.526978301,0.0,0.0,0.243754878,0.208369513,1
RNA31_FPKM,16.85544826,0.018741489,0.309296568,0.101528282,0.200486228,0.648356048,0.026758916,1.628633824,0.194389959,0.299875956,0.146458235,0.274636804,0.221381362,1.317908468,0.300518042,1.436775714,0.119901461,0.222686858,0.056626599,0.121705754,0.158612076,0.291504516,0.127631102,0.802828578,0.061397394,1.148535829,0.491780464,0.171829749,0.63285018,0.0,0.468039679,0.177317942,1.599779455,0.43232217,0.474116444,1.554053985,0.477049322,0.316205759,0.802596168,1.268854062,0.494565376,0.119148422,0.667103731,2.69506853,0.793428307,0.046801125,0.707497071,0.122262138,0.230743686,1.259046546,0.102087592,0.351027295,0.0,4.588528523,1.082028473,1.019951239,0.337500099,0.111432244,20.20171613,0.847511996,1.061221357,0.069670434,0.584353043,0.707624441,0.081123574,1.116006882,4.242929483,2.004661119,0.292955938,3.198676863,0.0,0.324974488,1.546767503,0.052228762,0.133850212,0.326084954,0.034462912,2.475852429,0.147040961,0.19400995,0.224241156,0.044825152,0.356491589,0.20633167,6.408589441,2.15978346,3.598144495,0.0,0.0,6.009133444,0.510218395,0.137965952,0.176705688,0.0,0.331942767,0.195670646,0.131219983,2.198956351,0.217810436,0.351592656,0.313188939,0.856237988,0.0,0.582353112,0.0,0.0,0.538869968,0.172721907,1
RNA314_FPKM,17.26606256,0.042603777,0.219826031,0.288672645,0.399074572,0.368651396,0.060829259,1.736399186,0.309520671,0.113672927,0.124935107,0.37480532,0.209780742,0.899295173,0.097634572,2.114535417,0.0,0.361818034,0.0,0.138403721,0.360747142,0.165747735,0.145140573,0.138943277,0.558356768,0.677252519,0.824201091,0.162825686,0.804375659,0.0,0.874477159,0.0,2.447762724,0.223462095,1.078383083,0.689720873,0.120534204,0.224736594,0.210636694,0.780641295,0.160678136,0.270991048,0.505663546,0.930414526,1.825627065,0.053222215,0.438867173,0.254925613,0.0,3.22173687,0.165870281,0.0,0.166019676,5.764985808,0.058618005,0.850614102,0.5373493,0.0,31.14938143,2.289140412,0.850314887,0.0396353,0.489655575,0.096571691,0.046150957,0.481397986,0.884609734,0.44125603,0.095177738,0.0,0.080168786,0.738742837,0.672603922,0.098983838,0.710315812,1.668986041,0.039191989,0.95532973,0.125432196,0.073568788,0.255012024,0.0,0.0,0.234637923,7.459004292,1.842387188,1.841390765,0.113244411,0.0,5.125402295,1.063702502,0.0,0.050230589,0.0,0.0,0.267037767,0.895039833,1.515612122,0.644064939,0.0,0.0,0.040587499,0.05059341,0.0,0.0,0.019689794,1.123435256,0.163671095,1
RNA319_FPKM,21.22907824,0.086499947,0.535491977,0.234415912,0.37029011,0.0,0.074087497,0.939959031,0.179510642,0.307670885,0.270502551,0.30432801,0.272542721,0.730194306,0.0,2.341222597,0.885812967,0.029372358,0.052278263,0.149850693,0.292913291,0.336523457,0.235758957,0.419007159,0.340038824,1.37476202,0.645299862,0.264444397,0.721842368,0.951968196,0.586547604,0.081874712,2.822773035,0.108855401,0.875608043,0.665012381,0.195789625,0.109476249,0.228057848,0.326532886,0.0,0.330033732,0.615877082,1.155421941,1.294907623,0.0,0.178142327,0.037637089,0.0,2.034564534,0.350152423,0.971890416,0.044926473,6.658174103,0.095141689,1.004597372,0.529820811,0.102875404,32.84506646,0.586945996,0.779483686,0.0,0.766770879,0.444342573,0.0,0.177683139,0.587662105,0.417987519,0.038640837,0.32811685,0.455728656,0.299919308,0.714156717,0.289356881,0.49436975,1.355079678,0.0,1.388027861,0.067886245,0.0,0.0,0.0,0.082292972,0.0,5.686522347,3.989034369,2.118095665,0.0,0.0,6.044166275,0.3926107,0.0,0.224362781,0.0,0.076626091,0.180693301,0.0,0.553758522,0.643594859,0.0,0.289187732,0.263539808,0.0,0.537777681,0.0,0.0,0.165830114,0.398699634,0
RNA32_FPKM,24.30470424,0.112014441,0.138672515,0.789223923,0.839166353,0.581451424,0.063961527,4.260027476,0.697337622,0.557763213,1.226047538,0.919535653,0.397047416,1.260723745,0.102662048,1.414814003,0.358494667,1.141243437,0.315972987,0.727612279,0.695417927,0.435786242,0.915825474,0.897368128,1.100815626,3.051924208,1.918882108,0.30817661,0.845751603,0.205430152,1.818943015,0.477073797,3.420938702,0.892915445,1.360684826,2.356880193,1.077471443,1.512432446,0.073814546,1.218764239,0.0,0.712323387,4.25409991,1.956605471,1.059061734,0.093271826,0.692146076,0.085284059,0.165529734,1.505554334,0.715030295,0.0,0.0,5.904852949,0.369678003,1.463598437,0.403560499,0.0,14.67177076,0.126660119,0.836363733,0.08330808,1.912350275,2.47081709,0.0,0.736248666,4.397104713,0.463966016,0.350321333,1.27472043,0.04214845,0.0,1.631953143,0.08327484,1.173655398,1.169922149,0.04118815,1.903174185,0.263775551,0.309334299,2.14424982,0.0,0.106568267,0.493553237,5.74737054,3.228779887,1.18317667,0.0,0.0,3.336125899,1.830246307,0.0,0.369768122,0.0,0.198459468,0.140369214,0.156826804,6.055725314,0.364635144,1.681853453,5.992764345,0.042654738,0.0,0.417765519,0.0,0.0,0.96646315,0.206528313,1
RNA328_FPKM,34.86286625,0.053781902,0.51789121,0.631473926,0.095906065,0.15507618,0.0,3.993050522,0.409184726,0.478180318,0.455462039,0.262778088,0.247095912,0.882653226,0.164322119,0.727782488,0.458910069,0.517462217,0.108352271,0.659827432,0.404646069,0.418405,0.549607036,0.083493394,0.822128408,1.098894263,1.262975009,0.273998639,1.068521104,0.328813992,1.423421732,0.106035721,4.127200227,0.827264773,1.134110674,1.559448695,0.15215925,0.378180632,0.177236721,1.273729019,0.067590553,0.189993326,1.489182314,1.841835981,1.129879879,0.07462878,0.738437904,0.175471737,0.044147658,1.204681376,0.697717401,0.335671226,0.232794631,4.473882845,0.246496917,0.39035168,0.226036601,0.0,25.61357119,0.506810222,0.484610841,0.033328061,1.265321907,1.056207792,0.0,0.184102742,3.788932592,0.061861649,0.040037283,0.0,0.168650286,1.243327906,0.739959647,0.116590786,0.384194189,0.624101851,0.0,0.972911398,0.175882416,0.061861649,0.0,0.0,0.0,0.0,4.023887473,1.033169877,2.711094936,0.238231152,1.781625846,3.901399243,1.220386578,0.0,0.147929399,0.0,0.07939529,0.037437214,0.376558144,1.65767965,0.375137752,0.33638089,0.899058578,0.068257469,0.063867807,0.89146816,0.0,0.0,0.773367137,0.495742581,0
RNA331_FPKM,15.28817129,0.125763367,0.486653042,0.085193718,0.63097691,0.408105534,0.0,3.245832284,0.326232304,0.195724001,0.368750575,1.198422999,0.185765873,0.110635227,0.07204301,1.489336353,0.804994359,1.06786239,0.031672109,0.442521482,0.621093367,0.0,0.160673936,0.468652403,0.824005296,1.749087827,1.607241922,0.336425574,0.374857903,0.792997652,1.02397135,0.018606298,4.214309119,0.956413308,1.432282394,1.081438472,0.756110901,0.762858499,0.414449583,0.349098585,0.0,0.233298522,0.55978112,1.090406973,1.130298972,0.039271832,0.377824521,0.495900652,0.0,6.3392709,0.489546174,0.294560457,0.0,8.580997078,0.21617438,0.741757185,0.339867108,0.093505198,29.12033682,2.489120677,0.769096571,0.029246262,1.212987941,0.308770945,0.034054063,0.322911105,0.118662679,0.434108544,0.175594086,0.0,0.236652644,0.272698548,0.610791672,0.073038612,0.112316598,1.231518463,0.0,0.964599905,0.061692003,0.0,0.188169348,0.037613751,0.448784863,0.259749552,5.293734579,0.906151367,3.132581239,0.041802891,0.52097633,4.502197658,0.428135253,0.0,0.037064359,0.035745432,0.0,0.295564431,0.110111716,1.118346268,0.621444738,0.885235259,0.657072409,0.0,0.037332079,0.879656045,0.0,0.0,0.301478366,0.072467338,0
RNA334_FPKM,10.85111486,0.015541576,0.57754106,0.379188381,0.166422904,0.538198048,0.133185497,1.942932039,0.161329899,0.13825507,0.12157446,0.227929098,0.061245696,0.546885349,0.035616446,1.54300481,0.447808628,0.44882635,0.0,0.13468078,0.394857322,0.0,0.158892445,0.347610605,0.254675022,1.34146279,0.730324881,0.047537121,0.339820218,0.071269687,0.915581887,0.036793123,2.792119203,0.424010475,1.023040098,0.723507509,1.627514785,0.229625691,0.256187569,0.276198855,0.058614322,0.329593749,0.184462718,1.477760821,1.025961602,0.0,0.160121312,0.295947427,0.0,1.619604078,0.205757993,0.291093066,0.040368085,15.23195699,0.128275623,0.790020623,0.280101181,0.184936897,32.50198885,1.758393147,0.580466702,0.057833179,0.255240129,0.164442632,0.0,0.159687485,1.936628486,0.644025746,0.34734238,0.0,0.906950821,0.0,1.283661839,0.404534254,0.185131253,1.488545817,0.0,0.587051048,0.0,0.0,0.0,0.0,0.1479612,0.256869548,4.362816606,0.89641428,3.50860483,0.330611683,0.514843706,4.630741501,1.693624266,0.0,0.018323787,0.0,0.137772255,0.194858217,0.0,0.718915197,0.397673319,0.437710055,0.259977023,0.11844513,0.0,0.869902756,0.0,0.014357764,0.670745753,0.023879909,0
RNA335_FPKM,13.09578026,0.142124129,0.419012946,0.220073974,0.217288227,0.702692337,0.173921439,1.544403935,0.421363649,0.361096493,0.198436118,1.309603932,0.199932752,0.428538572,0.046549951,2.839298724,1.299567245,0.586110149,0.225004579,0.307750735,0.343751909,0.947885566,0.138327386,0.340453134,0.997676269,1.567405516,1.43055391,0.217248281,0.443764627,0.651744842,0.887664146,0.0,4.273990021,0.553691286,1.387336816,1.602062993,1.665793091,0.728180575,0.20074821,0.22543693,0.0,0.473433704,0.723015612,1.303905203,2.059664229,0.01691376,0.278794407,0.309183537,0.0,2.319665241,0.252896983,0.0,0.105465526,7.814367049,0.223346449,1.03170729,0.47549138,0.120771701,22.69928713,0.574074424,0.862561058,0.113283552,1.266552867,0.368120296,0.087922236,0.125130883,0.306531606,0.280311951,0.362839626,0.0,0.076405504,0.352215837,0.986050201,0.264136072,0.338459768,1.413651642,0.037351804,0.910380882,0.0,0.490582432,0.0,0.0,0.193183906,0.111870043,7.379356492,0.585501651,3.363238992,0.0,0.672889958,5.698231134,0.368590152,0.0,0.071821471,0.0,0.269868103,0.424139692,0.568582285,1.155463621,1.321925631,0.190628445,0.169806505,0.154646576,0.048218455,3.408107529,0.0,0.037511048,0.583932779,0.124777144,1
RNA336_FPKM,24.04136052,0.035361143,0.182469714,0.287531387,0.094616103,0.459111581,0.050488297,2.402122211,0.183493387,0.031443933,0.103709485,0.466645082,0.383082861,0.74639685,0.081036714,1.994444966,0.509373218,0.390401282,0.0,0.344634465,0.149729333,0.0,0.662677489,0.181210654,0.231740442,0.883380872,1.050564296,0.108129579,0.737925492,0.729856047,0.86783678,0.188299748,2.435510342,0.519372878,1.432151834,1.180710289,0.300176171,0.708880877,0.349648413,0.589051076,0.0,0.337392862,0.41970084,0.81770909,1.097294115,0.10308245,0.667802605,0.173119494,0.0,0.891352813,0.206502467,0.331156359,0.0,10.51890198,0.194552849,0.706025158,0.127438433,0.0,36.61770893,1.300011404,0.751298832,0.065759579,1.016094141,0.45422643,0.0,0.254295483,1.668821298,0.427319237,0.039498771,0.0,0.232951479,1.226594915,0.300619551,0.098592508,0.168459387,1.539185707,0.0,0.959858406,0.034696754,0.061029593,0.0,0.028201242,0.084120104,0.097374761,4.442513446,1.529378189,2.335039469,0.093992883,0.0,3.443822491,1.043465186,0.0,0.083401938,0.0,0.0,0.147768611,0.123791888,2.516034385,0.32897674,0.165928239,0.739156978,0.168379389,0.0,0.65963083,0.347274589,0.0,1.017305502,0.244548513,0
RNA35_FPKM,17.32295701,0.050038539,0.103264099,0.361613473,0.223147555,0.0,0.023814847,2.809171457,0.449951213,0.148318026,0.326025357,0.342326625,0.426994518,2.2292992,0.38224243,0.978095166,0.160144972,0.623109744,0.016804439,0.433368432,0.517714511,0.129781523,0.113645984,0.823484145,0.81957665,1.969238667,0.921710647,0.101983965,0.9279548,0.0,0.699444989,0.17760214,1.95584189,0.55981414,1.857250709,1.78846944,0.566223891,0.633387565,0.494701728,0.611098999,0.188717991,0.106075012,1.385782113,1.842348023,1.59341462,0.138886435,0.458099667,0.126989219,0.0,0.952768417,0.246700771,0.312406577,0.0,6.341537734,0.137621484,0.544859548,0.48074948,0.0,13.35083351,0.094318928,0.450918942,0.062036329,2.354717,1.058385645,0.0,0.548156742,2.95896158,0.690828371,0.223574309,0.0,0.282476994,0.578440302,1.255521379,0.154993424,0.436891055,2.322679842,0.0,1.771216428,0.098196762,0.403019059,0.0,0.026604513,0.238071893,0.734891897,9.137557697,1.442344649,3.483610128,0.22167772,1.10507998,4.872027399,0.454235329,0.0,0.117992603,0.0,0.295570294,0.557443162,0.0,1.957671312,1.08593558,0.469600583,1.95195104,0.412889594,0.0,0.82958385,0.327612206,0.015409024,0.799571907,0.28188471,0
RNA358_FPKM,17.58303048,0.134011429,0.460914089,0.242093695,0.478121755,0.386602845,0.095653214,4.975487757,0.324469548,0.953328097,0.654838973,0.130995548,0.483846422,0.785599212,0.409501287,1.612096482,0.500389591,0.303444526,0.067495652,0.725433809,1.008457049,0.0,0.380439833,1.43566104,0.512206909,2.079270331,1.110848226,0.238994615,0.843238061,0.102441766,1.713847522,0.026429539,2.454440739,0.655943137,3.561090746,2.394996316,1.390171874,1.130944358,0.51524897,0.71916459,0.084251172,0.28408631,2.916015602,1.090158465,1.649833944,0.371947554,0.613460164,0.182202807,0.0,0.825578982,0.173873414,0.83682388,0.058024359,2.917557964,0.245693602,0.243160951,0.804729063,0.04428925,10.63847354,0.126323095,0.661352465,0.0,3.446595937,1.383585261,0.0,0.321166294,2.613471298,0.154220264,0.199571954,0.0,0.168100667,0.387357929,2.657588864,0.041517115,0.585080384,0.971986476,0.0,0.843329579,0.087677834,0.0,0.0,0.0,0.106284705,0.491996865,8.058075777,1.931076904,2.681036275,0.178075355,0.0,4.989220952,0.608258418,0.0,0.131663507,0.050775028,0.296792259,0.233276754,0.156409511,1.429992145,0.103890655,0.838370979,1.680343834,0.127578654,0.0,1.388552108,0.657933281,0.0,0.856591784,0.411821899,0
RNA365_FPKM,17.44083238,0.201072277,0.599410286,0.121083899,0.478265546,0.19340766,0.127587924,2.549171645,0.231832157,0.55626956,0.742405275,0.262001885,0.880015943,1.571755892,0.307231344,0.503952219,0.858048591,0.45528439,0.135067434,0.870839272,1.387089233,0.347651932,0.608935181,1.269629613,0.585566451,3.906173583,1.358164558,0.37565264,0.488314801,0.20489197,1.415369295,0.105722509,2.412708905,0.65616674,3.336002763,3.435438116,1.896324987,1.084129592,0.589044202,0.669779977,0.084297476,0.094716059,1.59119549,0.975695821,1.320294426,0.148835592,0.460252988,0.267323127,0.16512406,0.525529456,0.156534521,0.836858343,0.174109746,4.012910854,0.307242245,0.162171241,0.523267664,0.088582147,11.52874439,0.631705712,0.805364746,0.0,2.274002368,0.405076037,0.048399087,0.321251463,2.951634402,0.925438099,0.549016238,0.0,0.084076061,1.162318581,1.681866084,0.186845267,0.372437989,1.166876693,0.0,0.527261014,0.087681444,0.0,0.0,0.0,0.0,0.246073731,9.37428794,0.644273567,2.896463328,0.296939511,0.0,5.118723923,1.014087902,0.0,0.158062978,0.0,0.0,0.466719044,0.0,1.986734711,0.103894933,1.467704886,3.175145724,0.127650603,0.0,0.833483352,0.438795193,0.0,0.963887515,0.171647277,0
RNA368_FPKM,13.813464,0.085932886,0.248255874,0.419174339,0.321879678,0.594837209,0.073607879,1.960826384,0.320994655,0.336197866,0.201538439,0.151153829,0.575352115,1.208946565,0.078751836,1.705589174,0.164994158,0.321021375,0.0,0.446563153,0.436495593,0.200566956,0.234191472,0.464280825,0.450408101,1.170640779,0.403623924,0.394043169,0.614659024,0.394066197,0.644031595,0.223654017,1.831341686,0.504724372,0.826369926,1.286509165,0.486198396,0.543869468,0.566329089,0.706003279,0.194432368,0.255013556,0.81591307,0.750488234,0.778612974,0.07155432,0.589980884,0.1775855,0.0,1.155001847,0.45488499,0.0,0.044648678,5.812694449,0.330854018,1.185161774,0.77400432,0.272578373,22.51082652,1.263387331,0.575246878,0.0,0.59245383,0.856858278,0.0,0.388315536,4.281376905,0.771196777,0.460721925,0.0,0.25871258,0.595868385,0.834659431,0.175664617,0.368351699,0.598336251,0.0,1.216694696,0.202340316,0.177952486,0.0,0.0,0.081784127,0.0,5.649161824,0.495484356,1.444055599,0.228416814,0.569437245,5.906071544,1.32601602,0.0,0.526813077,0.0,0.38069469,0.215385315,0.0,1.100279054,0.439575628,0.645140567,0.430973441,0.163644821,0.0,1.175279935,0.0,0.0,0.494269757,0.501714382,0
RNA37_FPKM,19.67370017,0.054062295,0.557917459,0.781520494,0.578720872,0.467802196,0.0,5.679791192,0.598471514,0.320545515,0.986413292,0.158508934,0.993852966,1.901870767,0.289114698,1.056975744,0.634497341,0.489720952,0.090785031,0.897632067,0.559470954,0.701210873,0.921013395,1.057793967,1.062839034,3.273905384,1.444254405,0.881603729,0.752072255,0.330612234,1.704662754,0.085296546,3.485438326,1.474610731,2.508736013,3.136068364,0.764869633,1.292867657,0.178160747,1.120653597,0.135952694,0.191021417,2.13925563,1.018622415,2.130200011,0.090048577,0.618779277,0.137235267,0.221974943,0.726796311,0.210466583,0.33741015,0.046791226,3.615624798,0.297428106,0.850420386,0.551987327,0.035715143,18.24285378,1.019212237,0.672910296,0.100537297,2.04158181,0.980330113,0.0,0.703430401,4.898387459,0.062182119,0.201307925,0.341735921,0.101730618,0.0,1.706934523,0.133988965,0.55797432,1.411826451,0.0,1.616281867,0.282964317,0.0,0.0,0.014366907,0.0,0.397062832,7.65864169,1.558328096,2.726007708,0.0,0.596762728,4.026162978,0.899844388,0.0,0.127503045,0.0,0.079806592,0.26353655,0.252391674,3.333606122,0.125711119,1.691504452,1.958689515,0.06864707,0.021392778,0.896449978,0.176916384,0.0,0.259160396,0.249232084,0
RNA379_FPKM,23.13287112,0.225605025,0.620753404,0.339670645,0.603653229,1.301286026,0.143158633,4.085729347,0.312089636,0.356634768,0.538943306,0.146948177,0.2468414,0.528969676,0.229778106,0.678414361,1.203331246,0.297957175,0.101016839,0.814156311,1.131799596,0.682611794,1.024743341,1.167563868,1.396030324,2.162762792,1.004314243,0.421467027,0.597690498,0.804607496,1.163023615,0.177921037,2.450532538,0.683620462,1.966557128,2.586482296,1.418356249,0.687519438,0.743474913,1.475073238,0.0,0.371948451,2.380107973,1.352257685,1.654107593,0.125222234,0.516287495,0.395351833,0.0,1.43196146,0.429302086,0.0,0.0,3.098971523,0.2757622,0.272918942,0.496728997,0.198785257,12.43699449,0.850394562,1.194031915,0.186460072,1.646006623,0.30298175,0.0,0.66938496,1.040765517,0.086547687,0.44799214,0.0,0.141492101,0.0,2.313020382,0.046573067,0.895397231,0.654470325,0.0,1.537990795,0.19676401,0.346096571,0.0,0.059967637,0.238456099,0.138089734,7.837824119,1.44467234,2.647854029,0.0,0.830599443,4.594376164,1.023988453,0.0,0.11821519,0.0,0.111078169,0.837798006,0.0,2.407260426,0.174845398,1.646638597,1.466779768,0.143191706,0.0,1.090840415,0.0,0.023163439,0.961296309,0.154060295,1
RNA38_FPKM,24.39731542,0.050287815,0.276751075,0.18172935,0.403666568,0.14501223,0.023927718,6.011222566,0.173942941,0.178868279,0.0,0.491497953,0.066032093,1.179283519,0.307326568,0.907483982,1.019330019,0.455464087,0.101328921,0.36298922,0.473062874,0.130443767,0.970816883,0.359178051,0.549171882,1.141856732,0.416875027,0.28185922,0.566237421,0.307513095,0.628199829,0.198328332,1.798291527,0.457162341,0.933317189,0.712236588,0.61654271,0.424412661,0.552433482,1.079509073,0.0,0.106603444,1.193730546,1.464121868,0.924570876,0.237286513,1.093434445,0.027349622,0.041282616,1.013943575,0.48285342,0.0,0.0,2.619870678,0.55326161,0.182524622,0.060404358,0.06647447,17.52168211,0.094765954,0.647427468,0.0,0.715499639,0.835810522,0.0,0.791986771,0.253123024,0.347165804,0.262154146,0.0,0.126185958,0.581391945,1.668984068,0.046729666,0.119757303,0.4377012,0.0,0.870302153,0.098685947,0.173582902,0.401176113,0.026740269,0.398782369,0.184660469,4.569541097,1.449529949,2.978074851,0.0,0.555158762,3.552555096,0.304368789,0.0,0.13835333,0.0,0.074242789,0.140081259,0.0,2.325373828,0.155931208,0.471939983,0.140096561,0.319231188,0.0,0.41690851,0.0,0.0,0.401796922,0.077268125,0
RNA383_FPKM,27.09046163,0.127684348,0.903422258,0.346026141,0.439265714,0.157773527,0.052091026,4.459772011,0.567797783,0.356848084,0.463515552,0.588304372,0.682529484,0.769973058,0.250827568,0.41142258,0.583763258,0.464621063,0.055126831,0.789931354,1.286887767,0.0,0.807861718,1.053537081,1.434141163,2.070830462,1.159219282,0.418222954,0.724869864,0.334609504,0.911422423,0.194227564,2.71171942,0.459182721,1.754186382,1.955953679,0.825705951,1.116017631,0.480867586,0.972116696,0.068766202,0.193333247,1.515483473,1.030850854,1.059954598,0.07594069,0.0,0.297612629,0.0,1.900115136,0.269803833,1.024847339,0.0,3.276247509,0.351171511,0.463443025,0.394330616,0.108480938,11.22228955,0.515719515,1.127181715,0.0,1.527177046,0.63387456,0.0,0.299735603,1.1016434,0.062937651,0.814976989,0.0,0.171615014,0.632621093,2.259019,0.03390224,0.608144656,0.63510196,0.0,0.947001742,0.071596375,0.37780171,0.218161238,0.029096479,0.0,0.502282654,5.264750815,1.051629869,2.802625847,0.096976647,1.208589551,4.074653026,0.579540715,0.0,0.15054205,0.0,0.161627744,0.457237947,0.127662176,2.984432334,0.424138103,0.34239112,0.9149774,0.104199408,0.021652707,1.020646805,0.537364644,0.0,1.224170235,0.588567829,0
