,AC093525.8,AC131649.2,AC005921.3,AC099811.6,AC092117.2,AC092653.2,AL133243.4,AC233300.1,AC134407.3,AL356750.1,AC020951.1,AC090181.3,AC018529.3,AC005785.2,AP000560.1,AC022413.1,AC005261.5,AC009951.4,AC009948.3,AC141586.5,AC141586.4,AC020978.8,AC064801.2,AC118344.2,AC131212.2,AC012676.5,AC005839.1,AC020763.3,AP003108.3,AC092139.1,AC000123.3,AL356274.2,AC027290.2,AC012513.3,AC055811.4,AC120114.3,AC093525.10,AC127070.4,AC087741.3,AC093330.2,AC010435.1,AC127024.8,AC130448.2,AC022532.1,AP000648.4,AC092881.1,AC126474.1,AL845472.1,AC025809.2,AC109326.1,AL353795.3,AC007998.5,AC084876.2,AL353763.2,AC011466.4,AC009093.7,AC111170.3,AC008985.1,AL445363.3,AD001527.2,AL662907.2,AP000974.1,AC020978.9,AC099521.2,PRO1804,AC124319.3,AL118508.3,AL031602.1,AC006330.1,FP671120.9,AP001148.1,AC091925.2,AC002350.2,AL023806.3,AC005538.2,AC007224.2,PWAR1,AC008537.3,AC091132.3,AL158212.4,AC073592.9,AC026362.2,AL139288.2,AC008993.2,AC006128.1,AC120057.4,AL031587.5,AL359922.3,AC090617.9,AC093909.6,AC099494.2,AC090373.1,AC009716.2,AC079777.1,AC004678.2,AC007610.4,AC004836.1,AL109806.1,AC020604.1,AC011815.3,AC021106.2,AL359258.3,AL049833.3,AC099804.1,AP001767.3,AC093642.3,AC012313.10,AC100788.2,AC067931.1,AC090772.4,AC008533.1,AC102945.2,AL132780.4,AC015799.1,AC020910.6,AC020895.2,AJ003147.3,AC005831.1,AL121753.2,AC009090.4,AL049780.3,AD000864.1,AC002525.1,AC093323.2,AL118508.2,AC069547.1,AC080080.1,AL132656.4,AC002310.5,AL356273.3,AP001350.2,AC015804.1,AC074183.2,AP001528.2,AC004623.1,AC093525.9,AC011498.7,AC117503.2,AC112484.4,AC006511.3,Diagnosis
RNA140_FPKM,17.00228345,0.051575246,0.674078097,0.139769546,0.414000934,0.594989093,0.0,1.5878658,0.178361988,0.550309794,0.53764838,0.403209253,0.47397686,0.604621699,0.236388763,3.334756369,0.550190654,0.700634384,0.034647215,0.707288774,0.291090294,0.200650759,0.23425127,0.432403105,0.563184087,0.468424586,0.380018509,0.183943499,0.853959341,0.157702096,1.058394809,0.081351121,1.852378749,0.360640093,1.957795919,1.460853865,0.826823683,0.435251933,0.396564158,0.744414923,0.12969892,0.21866525,1.224291532,0.794891925,1.202149534,0.057255563,0.531189134,0.31788443,0.084714555,0.577679362,0.080302531,0.0,0.044638319,5.012553622,0.236379363,0.311951179,0.309705535,0.0,20.81222413,1.749774836,0.420516818,0.127871556,1.467539873,0.467519825,0.07446616,0.176546179,0.908455648,0.415374744,0.345660569,0.978386823,0.258778639,0.596311049,2.25426783,0.143778009,0.655042635,0.598489028,0.031601859,1.298245051,0.0,0.059321064,0.0,0.054838197,0.081765153,0.757393063,5.605074581,0.495369402,2.641382385,0.0,0.569305134,4.627909253,0.0,0.0,0.060808105,0.0,0.0,0.287274734,0.120326322,1.528641961,0.439707347,0.645305295,0.574819971,0.098216438,0.0,0.854984326,1.013019985,0.015876564,0.988952555,0.316985139,2.047054019,4.637802497,0.426336157,0.322000727,0.470636054,0.293328016,0.491029526,0.58093738,0.798167982,3.147790844,3.395073866,0.227418403,0.67488556,2.959365164,0.658658349,0.0,0.205780093,0.577408617,0.15765136,0.10788997,0.997511435,1.611419497,0.069732073,0.175372156,0.413792074,0.023480113,0.538143267,0.349632766,1.204735541,0.507869225,0.334591614,0.256805964,1
RNA145_FPKM,31.51508053,0.0,0.407491121,0.044611712,0.484329005,0.142444415,0.023504016,2.414013167,0.136592395,0.029276436,0.0,0.289469419,0.064811698,0.926057476,0.113143806,1.781594721,1.053293491,0.195612351,0.016585108,0.249429603,0.510808531,0.064043808,0.056081339,0.689825574,0.700802499,1.457167344,0.50015675,0.17607806,0.817440998,0.603659367,0.499199405,0.077870771,2.700743106,0.31068821,0.499722578,0.832344207,0.465537179,0.3818925,0.32535761,1.041419375,0.0,0.174424603,0.39060312,1.183599733,0.875179745,0.054806065,0.677891262,0.071593025,0.0,2.156519423,0.550847649,0.0,0.299198763,3.876827084,0.362046015,0.59724271,0.385384491,0.065245899,28.08593466,1.116577581,0.487243393,0.030613316,0.324154364,0.44752638,0.0,0.101415804,2.670861643,0.795226572,0.25733804,0.312281987,0.185780712,0.285445254,1.078910699,0.137621154,0.15674417,1.43221144,0.0,1.436829661,0.0,0.056822694,0.0,0.0,0.234897698,0.453157715,8.48749261,0.948607577,1.935743641,0.0,0.0,3.581613647,0.896230472,0.0,0.232805684,0.0,0.072928129,0.171880056,0.46083775,1.931494758,0.229573966,0.154490454,0.275114062,0.282031854,0.0,0.920751054,0.0,0.030402823,0.788798957,0.328690684,3.156981109,4.035685281,0.0,0.051388175,0.321801867,0.772102965,0.234990188,0.516360732,0.930086557,2.066103954,4.049749397,1.484266369,0.692149686,3.596564419,0.090065084,0.0,0.393974021,0.782949886,0.030195862,0.172123053,1.37921189,0.771206462,0.400600275,0.0,0.158444216,0.0,1.133288885,0.460195773,2.342346784,0.243070827,0.64072617,0.61451091,0
RNA150_FPKM,35.38335149,0.1457818,0.75215949,0.740806889,0.780188282,0.630726519,0.078054689,5.643735154,0.52943874,0.550970768,0.854891135,0.267142259,0.717788405,2.435823119,0.626454148,1.890820216,0.174961808,0.649879778,0.25702893,0.828675971,0.719942444,0.779839997,1.179588939,0.933714642,0.776072907,4.386055158,1.33438186,0.27854916,1.412183486,0.668517984,0.715447805,0.064678046,3.641117384,0.420509185,1.936995403,2.728420536,1.28894101,1.191869059,0.360314815,0.991447277,0.068726148,0.618114785,2.162852301,1.732081341,1.776885191,0.136562762,0.437923227,0.218044158,0.0,0.734813106,0.283741681,0.341310869,0.0,4.165807084,0.701653943,1.058325723,0.459606114,0.14451215,15.79297508,0.927409025,0.750749181,0.338880084,2.094123672,0.991200096,0.039458866,0.860975054,1.582114874,0.503207938,0.407099527,0.34568665,0.13716096,0.0,1.725830366,0.152400269,0.737780599,0.951655012,0.033508979,1.118149453,0.143042752,0.314504961,0.0,0.072664998,0.086699546,0.602163842,6.574743517,1.05052826,3.325005954,0.0,0.0,3.548857456,0.330841211,0.0,0.601599063,0.0,0.080729218,0.380662005,0.0,2.916861785,0.127119973,1.026097371,1.218691918,0.138808539,0.0,0.906338107,0.357923345,0.016834688,1.659831952,0.672017227,0.843866963,4.692778287,0.903806436,0.398196014,0.783962499,0.777322814,0.607222233,0.659837783,0.993237743,5.481882096,5.370732516,1.293067725,0.102199212,3.278029412,0.299225682,0.05844702,0.0,0.561032432,0.100277698,0.495560221,2.34982468,3.375651453,0.517582022,0.185955577,0.350935688,0.0,1.559285031,1.667895693,1.955503805,1.076747768,0.354783667,0.317574163,1
RNA151_FPKM,19.24010786,0.08169964,0.269753713,0.088541482,0.306025106,0.424123846,0.046648745,1.420416736,0.067803155,0.145298359,0.159693837,0.095793229,0.353955532,1.149399659,0.112326037,0.442226693,0.10456449,0.998861072,0.0,0.247656415,0.276637677,0.317848119,1.16890787,0.380526143,0.588793926,1.521067798,0.722347564,0.224788162,0.486990102,0.14982536,0.349881907,0.13531334,1.931561398,0.137107806,0.496214569,1.22313921,0.231143852,0.517079795,0.269238829,0.471673751,0.061635161,0.242452556,0.387783284,1.175221415,1.528782296,0.0,0.729193131,0.079978537,0.080483323,0.658864765,0.114483483,0.0,0.127311605,5.716920997,0.404451562,0.711660143,0.264928905,0.097175316,31.23821724,0.739159537,0.504832508,0.091150202,0.724221983,0.691212596,0.0,2.181559479,1.78854353,0.507608726,0.218999027,0.310019594,0.061479842,0.849904427,1.190301847,0.04554648,0.116725071,1.990963339,0.030051609,1.041093165,0.096187238,0.112776787,0.781994928,0.0,0.07775411,0.0,3.187591974,0.941759403,2.392769018,0.0,0.0,4.585713267,1.112408883,0.0,0.520131804,0.0,0.144741465,0.51196983,0.114423636,1.452890283,0.379922045,0.0,0.956112338,0.062218339,0.0,0.812661396,0.16049687,0.0,0.626609327,0.075311711,0.648511276,4.407821932,0.675353265,0.051015883,0.575140812,0.464638242,0.194458286,0.631038865,0.593684139,3.761064324,4.269332792,0.353701279,0.045827281,2.970665457,0.223591062,0.0,0.07822597,0.548777021,0.209791592,0.0,0.948083821,0.838700917,0.265192064,0.0,0.157300378,0.0,0.750179379,0.33232545,0.679850028,0.603435446,0.318178005,0.081340969,0
RNA152_FPKM,23.49546172,0.0,0.39088267,0.307992058,0.405475798,0.327862298,0.189317359,2.367034619,0.275169551,0.505317316,0.296206231,0.111092047,0.634150973,1.732295817,0.26044966,2.563470481,1.030552482,0.578987365,0.038173708,0.902327124,0.427644215,0.515852472,0.387176509,0.599966773,0.310254104,1.075222835,0.889773318,0.636973349,0.940940305,0.608045114,0.439428607,0.022413827,2.401455248,0.357646989,1.62989833,1.379647194,0.375135545,0.479554174,0.811491211,0.778149731,0.14290005,0.160600588,0.674572294,0.681235729,1.082051394,0.0,0.715301858,0.206036061,0.0,0.954785783,0.383401845,1.064514929,0.0,6.84853293,0.05210451,0.687480476,0.477749732,0.225319781,19.17222773,1.392456893,0.560866382,0.140887152,1.927922806,1.516787691,0.0,0.427989497,3.36040072,0.588476694,0.211572376,0.718775037,0.320805862,0.328502654,2.069872524,0.123212826,0.676648079,1.48388437,0.0,1.341018051,0.074356038,0.065393996,0.226675686,0.030217995,0.0,0.313014936,9.820586483,0.546082334,3.046780734,0.100714586,0.0,5.207648937,0.945690493,0.0,0.156331386,0.0,0.251786465,0.276982433,0.265289209,1.684343463,0.52853954,1.244371396,0.791703035,0.396776191,0.0,0.706570015,0.0,0.0,1.089613371,0.291031022,1.378368558,2.554931774,0.0,0.177419155,1.407550354,0.834898025,0.541009105,0.457198816,2.103008457,4.756596899,5.122078896,0.615078299,0.212443229,3.480543903,0.362877725,0.060763497,0.362828667,0.371114546,0.104252082,0.079261715,2.625659851,2.367326433,0.307401857,0.1933257,0.547170272,0.0,0.711552878,1.685480679,1.659266237,0.139927919,0.368845085,0.70738756,0
RNA155_FPKM,29.47270997,0.017610065,0.145366951,0.238617453,0.424033338,0.152380268,0.025143479,2.487529054,0.146182473,0.219229785,0.0,0.0,0.277418026,0.495537735,0.0,1.588773539,0.0,0.059809547,0.0,0.419421202,0.447216343,0.0,0.059993152,0.442913392,0.519167017,0.759683931,0.729846109,0.134592076,0.384876215,0.161510491,0.43993033,0.041669018,2.768631975,0.258599973,0.534768837,0.783817374,0.498178703,0.445810143,0.638317345,0.860260691,0.0,0.0,0.209013577,1.17610604,0.745762407,0.0,0.66497561,0.095766036,0.0,2.011869688,0.287885696,0.0,0.0,2.957422825,0.242165668,0.575201396,0.475851369,0.034913389,34.13237902,0.497904953,0.748117396,0.0,0.780503815,0.957801911,0.038132233,0.506398286,2.459347867,0.911740104,0.118023771,0.334064434,0.066274759,0.0,0.769699676,0.065456209,0.335461497,1.226078883,0.0,1.205116677,0.0,0.121572438,0.0,0.014044391,0.0,0.387945795,5.929565718,1.015208801,2.74788885,0.093618057,0.0,3.83272796,0.719295816,0.0,0.186844969,0.0,0.0,0.110359168,0.616491149,0.814227258,0.368502519,0.165266549,0.441644507,0.167677129,0.062737623,0.985253933,0.0,0.0,0.253254031,0.243499933,2.562884229,2.591117516,0.291139954,0.0,0.688671705,0.525792518,0.335281625,0.382529259,0.710938227,2.717631124,5.082711863,0.72004331,0.296289618,6.982214308,0.19277701,0.0,0.421597835,0.345017367,0.161510491,0.810412496,1.362359536,1.571964773,0.428726203,0.0,0.169568498,0.0,0.47774124,0.044771522,1.23400972,0.130068349,0.342855604,0.613755859,0
RNA165_FPKM,39.33765024,0.316613743,0.530862251,0.589889964,1.588399987,0.684963306,0.11302225,5.483246794,0.739174075,0.739045294,0.309412618,0.812224023,0.467640741,0.696051736,0.453493697,1.517551704,0.316660884,1.041690148,0.039864943,1.885298902,1.507748359,1.07774511,0.53927556,1.345686434,2.463344379,3.055285681,1.804339331,0.937664617,1.179568298,1.270358647,0.90046485,0.163873557,7.493268248,0.788712579,3.505546435,3.122791478,1.623539266,1.377718291,0.521660026,1.494017886,0.0,0.377552446,2.818348212,1.931615528,1.676098703,0.214197093,0.135842954,0.398187842,0.09747222,1.861855139,0.246483411,0.0,0.0,5.538950242,0.489835701,1.005484195,0.356500524,0.11771492,12.69794384,1.342754435,1.63042266,0.331208555,1.819129061,0.807245803,0.0,0.853612704,1.269788161,1.297757245,0.486280705,0.7506194,0.223412936,1.029545727,2.018171668,0.091942358,0.094230118,0.861193423,0.0,1.307554832,0.194168278,0.273239639,0.236718248,0.094687588,0.188258242,0.108960881,6.610373845,2.281728415,3.277937251,0.105176611,1.310783132,2.493521965,0.449088595,0.0,0.583252837,0.0,0.175294351,0.578685727,0.277042492,3.308034018,1.104308257,0.371342367,1.157916357,0.037675877,0.0,1.845414478,0.1942975,0.0,0.569148073,0.57767941,2.879999288,1.45588706,0.817893195,0.061759824,1.780001755,1.71625036,0.800681435,1.098587272,0.958674153,5.4349397,4.689530802,1.380294288,0.776820702,6.276941767,0.054144556,0.0,0.236897867,0.886159147,0.181491176,0.372570604,2.232653757,4.151258376,0.240917464,0.0,0.190504273,0.0,1.486688619,2.314206177,2.600054837,0.876923653,0.770372542,0.147820362,0
RNA174_FPKM,34.97966261,0.27116065,0.67147694,0.489880888,0.967359728,1.564181081,0.103250494,4.223321808,0.937871445,0.707272709,1.095343959,0.530003233,0.818812834,2.28898082,0.579984863,2.609530057,0.69425219,1.381391281,0.054642383,1.487456709,1.428392472,0.0,0.554239024,1.296710168,1.895038802,3.694073462,1.198789651,0.386856294,1.005757099,0.994760111,1.274218548,0.171087954,4.145061578,1.251431485,3.202430918,4.096333577,0.971700665,0.839045951,0.476556795,1.103897375,0.477205231,0.30655301,1.716368991,0.928732517,2.118710101,0.210735449,0.434393315,0.18679225,0.0,0.243002108,0.394047941,0.0,0.140874393,4.975709394,0.149166257,0.984204518,0.911875551,0.0,13.75263881,1.431121884,0.861088981,0.067240424,3.056617179,2.157670959,0.0,0.928323471,2.047002283,0.561565668,0.242284404,0.0,0.238096887,0.626964423,1.3607911,0.134377643,0.344378757,1.41602637,0.0,2.21835031,0.212828961,0.249615696,0.648933526,0.072090771,0.344057647,0.398270204,6.763472402,1.042226573,3.037892823,0.288274916,2.395565556,4.762849362,1.230758819,0.133086975,0.404939799,0.04109137,0.320365054,0.453142488,0.253159136,1.928905997,0.504414765,0.339329582,1.20889266,0.172139524,0.0,1.573432324,1.420181422,0.016701654,1.819763753,0.888811899,2.272128679,3.546777822,0.896497412,0.282178081,0.565570046,0.873888683,0.860509271,2.225375468,1.86105752,6.430884762,4.229174505,2.847996264,0.811076166,4.090859927,0.544190099,0.057985149,0.216427848,0.809541974,0.198933517,0.0,0.815853798,2.420632949,0.366779918,0.553458249,0.174081228,0.0,2.07493263,0.551505033,1.543925851,0.400589581,0.351980027,1.170139353,1
RNA179_FPKM,47.43057583,0.12951414,0.152715048,0.050147172,0.148537192,0.480357118,0.105657789,5.428516794,0.422383141,0.329061086,0.759462707,0.813717045,0.94740246,0.780938513,0.211993358,1.418952988,0.355279165,1.570977028,0.18641318,1.121781989,0.835415558,0.0,0.126079919,0.758397009,1.394112134,2.100528876,1.303664805,0.311114855,0.808809702,0.678775141,1.568343914,0.131335875,4.590239081,0.310517172,2.388070136,2.433261513,1.256318043,0.624576365,0.182942243,1.910512465,0.0,0.27455266,3.294031031,2.091297309,1.148057161,0.292727795,0.762215316,0.161003268,0.091166556,1.367812926,0.388900738,0.346586782,0.048063819,6.128545307,0.254418299,1.544580492,0.366671079,0.110059492,13.83133767,0.418458685,0.714598379,0.068823684,1.640199046,0.950476338,0.0,0.190019035,4.818933526,0.830237536,0.082678477,0.351030202,0.174070002,0.641727088,0.808747706,0.051585347,0.132201288,1.12728092,0.0,1.921191786,0.036313469,0.0,0.0,0.044272943,0.0,0.917115885,4.994150013,2.133052386,1.865632135,0.0,0.0,2.543436141,1.091702936,0.0,0.261764782,0.0,0.081977113,0.772987643,0.259120086,3.290491948,0.258131064,0.173659762,2.784163479,0.070477106,0.043949207,0.805200657,0.36345605,0.0,0.709561918,0.73916412,1.591185501,2.722498353,0.305925763,0.346534601,0.43416053,1.709985829,0.484438358,0.714577854,1.867455185,5.323794093,3.260498486,1.268361263,0.103778986,5.547007143,0.455730828,0.118700964,0.575882131,0.362492604,0.203624877,0.696696893,1.13328386,5.781002407,0.525514871,0.377660079,0.267270284,0.0,1.312881749,2.399012038,2.228534429,0.136673989,0.360267839,0.644883084,0
RNA18_FPKM,12.93162796,0.29644641,0.917685054,0.602545956,0.892378188,2.084279096,0.238108665,1.510116251,1.268920239,0.790841567,0.651895823,0.923507604,0.291932094,2.606949627,0.679362732,0.919416032,3.024279599,2.108110718,0.560014909,0.601836574,0.522848363,0.937103572,0.441864956,0.880309718,1.031874917,0.799345429,1.791874215,0.113276631,0.147249479,0.84962859,1.967324192,0.745304112,3.005732743,0.50530963,1.875636354,2.02432372,0.366953498,1.250929416,0.0,1.316609984,0.0,0.392760494,3.738477308,2.951030775,3.905267235,0.138863223,1.463012878,0.977459827,0.273854128,3.486673764,0.288492672,1.387997203,0.0,15.38636742,0.050969579,2.622817276,0.500716306,0.183662455,28.55999961,0.209592103,0.357820469,0.344549843,1.064587991,2.211562863,0.0,0.494787217,3.007364682,0.767472998,0.331160009,2.460470249,0.209192513,0.0,0.584920775,0.120525442,0.353012306,1.935235835,0.0,1.049410182,0.327267833,0.0,0.0,0.059100851,0.0,0.0,0.69325712,0.0,1.957234054,0.0,0.0,5.094040133,0.756932351,0.0,0.240293592,0.379047537,0.0,0.4644566,0.259510727,2.438442089,1.07711129,2.260539485,1.239199508,0.59982433,0.0,0.345650842,0.0,0.0,0.0,0.427056067,0.980648195,4.316906945,0.918966737,0.0,0.579748845,1.317236036,0.39693289,1.386454916,4.039441783,11.05040631,1.238474162,0.200563489,0.207805014,1.003440474,0.0,0.0,0.576718002,0.726040401,0.135931957,3.449581606,0.0,7.774041767,1.353249921,0.756219166,0.089224404,0.050640136,0.0,1.083433935,1.623022281,0.136880034,0.0,0.784178639,1
RNA185_FPKM,33.72542678,0.052924176,0.436836238,0.33460565,1.227178886,0.305302684,0.12594104,6.133922023,0.549118823,0.345081975,0.655132416,0.775802618,0.868491408,0.868595967,0.363812252,1.51199768,0.620998276,1.917143953,0.035547044,0.878516759,1.144920125,0.411797398,0.360599256,0.838083821,1.15580506,2.242977033,1.121072402,0.701063971,0.981427954,1.536989377,1.274894419,0.125229433,6.88126195,0.703121795,2.410718256,1.927256072,1.197749838,0.818749628,0.697575908,1.155565411,0.0,0.411329804,1.465465388,2.039175631,2.20648,0.440654723,0.484450266,0.182284454,0.086914693,4.090056764,0.370782166,0.330422525,0.045822199,4.197025125,0.242596464,1.344512739,0.317781847,0.034975497,17.27115416,1.296745078,1.498849933,0.196841572,1.042494173,0.586333975,0.0,0.326101033,1.198550662,0.243577414,0.197056212,0.334658712,0.19917797,0.611797957,1.156564503,0.131127108,0.168047508,0.921295747,0.0,0.790965294,0.069239733,0.0,0.0,0.0,0.503602177,0.777164012,5.562801995,0.508507393,2.87974843,0.187569194,0.0,3.435205117,0.560413144,0.0,0.020799506,0.0,0.078153831,0.994917605,0.0,3.5136379,0.164086199,0.993363279,0.737383602,0.067190166,0.041899486,1.316015053,0.173252519,0.0,0.591883429,0.569172406,3.851059228,3.677307846,2.478930056,0.220281684,0.344978584,1.103582752,0.671783004,0.298033744,0.890213567,5.952350456,2.733380839,0.297007593,0.989334085,4.333161377,0.14483996,0.0,0.253430869,0.839335082,0.129438246,0.0,0.739248283,6.29893373,0.357907397,0.360046614,0.084935074,0.048205687,1.914329828,1.928450866,1.583845553,0.130299731,0.34346552,0.526996493,1
RNA2_FPKM,31.69301751,0.162084576,0.22299502,0.829714389,0.481913914,0.155779137,0.180014165,2.935616277,0.897024876,0.256241481,0.668863328,2.059431298,0.496557687,1.520462173,0.123815769,0.649978391,1.498668101,1.03987429,0.054432852,1.208975731,0.965663457,0.280309285,1.902072332,0.721453269,0.708052864,3.680451431,1.468061718,0.110135294,0.393648111,0.74327834,1.558765735,0.063920881,4.660953175,0.717858515,1.73202807,1.348250929,0.866202785,0.911946867,0.296768814,0.559922237,0.203764779,0.4963354,2.351363318,1.526753265,1.667412556,0.239947003,0.556452772,0.146930014,0.0,0.302609835,0.841263425,0.0,0.0,3.27686333,0.148594266,0.849817112,0.486705672,0.035692138,21.56554366,0.712947821,0.997019961,0.0,1.448737839,0.244892251,0.0,0.776911182,1.631578409,0.435197542,0.281662828,0.683403621,0.203332891,0.0,1.005919864,0.28450328,0.385994331,1.410771438,0.0,2.63514803,0.24742,0.0,0.646445133,0.0,0.34280053,0.198407503,6.594071774,2.595763584,2.551045051,0.095758352,1.193406324,3.713739149,0.408739869,0.0,0.063700171,0.0,0.0,0.451487826,0.0,3.138931984,0.37689546,1.859217507,0.602321836,0.034283439,0.0,1.119741154,0.35379745,0.0,0.604388811,0.60879881,1.310595948,5.5211351,0.0,0.0,0.633914919,1.177948742,0.514429829,0.347786154,1.781440253,5.13510381,4.870144283,4.007105292,0.252525327,4.354435136,0.64076839,0.173288399,0.215613588,1.209795844,0.132162353,2.222847455,1.625685624,3.456736879,0.950024066,0.551335964,0.173445171,0.0,0.977269702,1.098932537,3.313083502,1.463244394,0.350503058,0.269019792,0
RNA201_FPKM,12.94328001,0.073282276,0.211705647,0.119140755,0.588204597,0.253564958,0.146471163,1.114758499,0.273738342,0.338843191,0.200519087,0.21486131,0.230901766,0.412402995,0.067154788,3.437879196,0.187618089,0.746619302,0.073831145,0.095196369,0.248127854,0.285100809,0.249654661,0.327672139,0.76819569,1.0981153,0.789663607,0.336030106,1.543396088,0.604882555,0.849975022,0.0,2.004449231,0.461167971,2.039962559,1.008153667,0.207329524,0.64930444,0.096569282,0.423070676,0.055287794,0.031076281,0.347804341,0.527058851,1.356826016,0.061020451,0.251585478,0.175350438,0.072185807,2.314641747,0.136913166,0.274572714,0.038077082,5.401384916,0.0,0.265985301,0.105611319,0.0,23.85048672,2.15469626,0.471682956,0.027261723,0.481187667,0.265717791,0.0,0.331145367,0.553172962,0.151751599,0.065464934,0.278092877,0.220624239,1.016508946,1.708231312,0.19065474,0.767816671,0.765304144,0.0,0.380438669,0.028768229,0.0,0.0,0.0,0.0,0.403598044,4.425811301,1.267224395,2.005501975,0.0,0.485624876,5.540257375,1.729485239,0.107916639,0.0,0.0,0.0,0.428591856,0.205171646,1.09466069,0.272631001,0.275008083,0.244969536,0.195357721,0.0,0.273322909,0.143968437,0.027071555,0.421495803,0.13510042,2.035971,5.75085724,0.242232446,0.137238085,0.229274264,0.354253329,0.62787345,0.389127318,0.384607823,4.485267449,3.206026406,0.58163517,0.369883963,3.514979393,0.922493223,0.0,0.035099101,0.861372346,0.21506305,0.0,1.086626004,0.78499635,0.23786681,0.0,0.141083323,0.02002885,0.305844572,0.149041403,1.347973224,0.432988835,0.285411111,0.474342459,1
RNA205_FPKM,18.38516465,0.037306835,0.230934348,0.303259941,0.199644415,0.0,0.0,1.114752004,0.309651624,0.232188423,0.0,0.38278884,0.293853072,0.524897122,0.0,1.093859176,0.119398012,0.570120387,0.0,0.242312089,0.15791962,0.362850662,0.254190395,0.399644763,0.488815369,1.143448612,0.850375712,0.342133233,0.667096997,0.427698972,0.532553697,0.154462234,1.681453885,0.391280655,0.660866563,0.792480517,0.211096293,0.590286346,0.430246699,0.786942077,0.0,0.118628254,0.221397115,1.868632492,1.138962556,0.015532268,0.320195364,0.334753389,0.0,0.877486715,0.392045254,0.0,0.048450861,3.39358586,0.512980091,0.744687153,0.268808776,0.073963842,25.04829343,1.160194124,0.696359362,0.0,0.520522252,0.479064728,0.0,0.268182463,0.98568023,0.450654979,0.125016388,0.353856927,0.070201374,0.323447348,0.905853246,0.10398572,0.488601066,0.324715769,0.034300961,2.024741759,0.073211778,0.0,0.0,0.0,0.0,0.102732656,4.336629281,0.537678708,2.955348287,0.099164696,0.0,5.555295968,0.592579042,0.0,0.0,0.0,0.0,0.194829461,0.261206691,1.857567755,0.086749629,0.0,0.155936951,0.426235482,0.0,0.927653816,0.0,0.0,0.804694758,0.601835325,2.714612184,3.659363672,0.616778555,0.291148105,0.291815052,0.503874828,0.710289356,0.315139915,1.506047961,2.439451581,2.776828756,0.381330851,0.313796451,4.437388219,0.153148929,0.0,0.089323108,0.626453284,0.171079589,0.35115332,0.841800981,1.873208683,0.151375724,0.190350623,0.0,0.0,0.506044866,0.426773967,2.450764282,0.137774577,0.363168952,0.139320002,0
RNA209_FPKM,38.99738645,0.156150601,0.604234461,0.37030269,0.208929561,0.506708899,0.167218826,2.757408214,0.526619512,0.24301114,0.228922647,0.34338397,0.307521082,0.686546521,0.134198072,1.408923579,0.874575234,0.696094742,0.0589972,0.380402437,1.046564974,0.0,0.332471876,0.345487241,0.767355469,2.260362306,1.159595402,0.268534778,0.814499399,0.537069556,0.557323787,0.346404138,3.927925383,0.532343637,1.630192883,1.066305828,0.71793444,1.070723627,0.450301267,1.23532163,0.073638467,0.372409263,1.390062381,1.35386284,0.903570927,0.081262588,0.737118473,0.106162395,0.0,0.983882155,0.425477324,0.36570665,0.25348792,3.278257595,0.268408212,0.495957323,0.492303511,0.232194431,20.53179209,0.551860961,0.829280255,0.0,1.345851817,2.477294372,0.042279257,0.641545952,1.694609563,0.471660814,0.26164234,0.0,0.220382929,0.0,0.426600107,0.126974211,0.418361049,0.339743508,0.035904091,1.704357627,0.076599995,0.134734984,0.233618534,0.03112993,0.092896544,0.0,6.468515947,1.125124606,2.389945002,0.103754006,0.646809522,4.583884951,0.708744908,0.0,0.276166444,0.044379148,0.0,0.285438027,0.136707375,2.291152498,0.272332808,1.099119092,0.979064652,0.297362728,0.0,0.849517936,0.383338914,0.0,0.467830296,0.509857222,1.678746851,3.350927763,0.968125383,0.182800046,0.152660079,1.082396428,0.185852086,1.130795716,1.418508405,3.829384719,3.97352043,0.938997118,0.49262476,3.058104226,0.106824408,0.0,0.280411721,1.365781863,0.17901275,1.102485856,1.510191229,4.486985084,0.395987984,0.0,0.094004855,0.0,0.733262807,0.794032533,1.154156382,0.14421377,0.0,0.728944659,0
