,AC093525.8,AC131649.2,AC005921.3,AC099811.6,AC092117.2,AC092653.2,AL133243.4,AC233300.1,AC134407.3,AL356750.1,AC020951.1,AC090181.3,AC018529.3,AC005785.2,AP000560.1,AC022413.1,AC005261.5,AC009951.4,AC009948.3,AC141586.5,AC141586.4,AC020978.8,AC064801.2,AC118344.2,AC131212.2,AC012676.5,AC005839.1,AC020763.3,AP003108.3,AC092139.1,AC000123.3,AL356274.2,AC027290.2,AC012513.3,AC055811.4,AC120114.3,AC093525.10,AC127070.4,AC087741.3,AC093330.2,AC010435.1,AC127024.8,AC130448.2,AC022532.1,AP000648.4,AC092881.1,AC126474.1,AL845472.1,AC025809.2,AC109326.1,AL353795.3,AC007998.5,AC084876.2,AL353763.2,AC011466.4,AC009093.7,AC111170.3,AC008985.1,AL445363.3,AD001527.2,AL662907.2,AP000974.1,AC020978.9,AC099521.2,PRO1804,AC124319.3,AL118508.3,AL031602.1,AC006330.1,FP671120.9,AP001148.1,AC091925.2,AC002350.2,AL023806.3,AC005538.2,AC007224.2,PWAR1,AC008537.3,AC091132.3,AL158212.4,AC073592.9,AC026362.2,AL139288.2,AC008993.2,AC006128.1,AC120057.4,AL031587.5,AL359922.3,AC090617.9,AC093909.6,AC099494.2,AC090373.1,AC009716.2,AC079777.1,AC004678.2,AC007610.4,AC004836.1,AL109806.1,AC020604.1,AC011815.3,AC021106.2,AL359258.3,AL049833.3,AC099804.1,AP001767.3,AC093642.3,AC012313.10,AC100788.2,AC067931.1,AC090772.4,AC008533.1,AC102945.2,AL132780.4,AC015799.1,AC020910.6,AC020895.2,AJ003147.3,AC005831.1,AL121753.2,AC009090.4,AL049780.3,AD000864.1,AC002525.1,AC093323.2,AL118508.2,AC069547.1,AC080080.1,AL132656.4,AC002310.5,AL356273.3,AP001350.2,AC015804.1,AC074183.2,AP001528.2,AC004623.1,AC093525.9,AC011498.7,AC117503.2,AC112484.4,AC006511.3,Diagnosis
RNA519_FPKM,43.90517996,0.0,0.273516336,0.102628984,0.405319532,0.491464106,0.054070851,4.320969153,0.19645973,0.505111676,0.111017651,0.166526477,0.372906557,0.932382945,0.130160602,1.793778019,0.363604058,0.160760276,0.076307887,0.36899508,0.427479405,0.0,0.193492775,0.599749568,0.310130895,3.353487525,0.575527245,0.289439181,0.489101373,0.347327017,0.337902062,0.112000896,2.711366904,0.15889062,1.054258288,1.877194821,0.696400552,0.439423094,0.062371797,0.357394952,0.0,0.200681644,0.898964043,1.167404695,0.391630258,0.031533723,0.130012588,0.113274466,0.0,0.827140399,0.147409923,0.0,0.147525504,2.826759947,0.468674049,0.481057758,0.375221668,0.037523363,16.91066863,1.284888734,0.828830248,0.105622575,1.274460182,2.975306229,0.0,0.505623538,1.215021275,1.11109255,0.126885298,0.35903765,0.142523337,0.0,1.011580436,0.070381527,0.450928852,0.494355071,0.0,1.117113303,0.111459366,0.065330334,0.226455014,0.0,0.270226245,0.104236737,10.93035792,2.183198391,2.182017645,0.100662441,0.0,4.988960452,0.42968033,0.0,0.044649741,0.0,0.251617851,0.158217672,0.0,3.367513543,0.484309162,0.355404389,1.266337296,0.180277719,0.0,1.177214819,0.185873474,0.017484872,1.361510521,0.494588099,2.004247703,0.928763956,0.313047069,0.059082145,0.518355629,0.457676175,0.135185569,1.325450068,1.261352991,3.318516159,7.651575891,0.478211209,0.530973708,5.933095883,0.414565416,0.0,0.498676478,0.635963213,0.069465403,0.158441354,1.831223051,0.97193758,0.76831022,0.0,0.091122354,0.0,0.869378955,1.010926444,1.990404848,0.139791697,0.368486009,0.14140274,0
RNA52_FPKM,2.428001083,0.0,0.815688763,0.229522424,0.0,0.0,0.040308538,0.0,0.029311913,0.577407797,0.0,0.165547217,0.500387397,2.383372492,0.776410967,0.0,1.852258871,2.133443772,0.0,0.061131338,0.0,0.0,0.0,0.355057366,0.693677407,0.512815319,1.131134511,0.0,0.0,0.9062342,1.058002507,0.0,2.565280361,1.806404825,0.821670388,1.627946273,0.0,0.327611407,0.0,0.0,1.224477367,0.299234106,0.0,1.414215168,5.15805973,0.0,0.581527813,0.522045014,0.0,8.680588817,0.0,0.0,0.0,21.27125347,0.0,0.0,0.0,0.0,46.59904774,0.718439689,0.181727441,0.0,0.602524884,0.383891488,0.0,0.029013504,0.0,0.0,0.0,0.267940947,0.39844548,0.0,0.822706807,0.0,0.201694062,0.0,0.33745387,0.0,0.027718029,0.0,0.0,0.0,0.0,0.155482933,3.131164533,0.0,2.982261199,0.0,0.0,16.5749284,0.640691429,0.0,0.0,0.0,0.0,0.0,0.0,2.71129543,0.0,0.0,0.0,0.215048037,0.0,0.614364023,0.0,0.026081008,0.0,0.0,5.976591527,0.0,0.0,0.660993591,0.165654119,0.220786163,1.847932911,0.0,1.139819005,9.637351472,3.302468554,0.30557388,1.385423451,0.627978153,0.0,0.0,0.0,2.093994726,0.0,0.561060968,0.0,2.362788997,0.0,0.0,1.699055428,0.0,0.0,0.0,1.236537736,3.75345009,0.0,0.773141716,0
RNA521_FPKM,10.78522869,0.07642447,0.184002601,0.034518541,0.579349419,0.110217097,0.054559058,2.837296166,0.396474028,0.362419598,0.373429302,0.224074124,0.300991053,0.716847806,0.058380352,0.402225198,0.61143327,0.346059417,0.141146723,0.330943333,0.646968886,0.0,0.130179672,1.447570101,0.375551539,2.863060164,1.12619355,0.214150297,0.582089933,0.058410507,1.000065838,0.105487632,2.09344634,0.988613178,2.836560743,1.881162078,0.792764525,1.128618031,0.587614383,0.791928192,0.096077095,0.350991024,1.058260948,1.046989949,3.073401779,0.106049726,0.743341598,0.380983526,0.062754018,1.241209034,0.13881385,0.477142369,0.033084477,5.734029631,0.385311315,0.092463403,0.367126346,0.0,13.39728318,1.728573606,0.590302817,0.02368721,1.881808537,1.09689254,0.0,0.130822237,1.250011073,0.659454079,0.256100823,0.0,0.455372373,0.220864729,2.288736854,0.213037902,0.151666767,1.108531552,0.0,0.751446917,0.04999237,0.131900554,0.0,0.020316698,0.242406734,0.280602336,9.73503479,0.367151758,3.424693253,0.101571325,0.421950527,4.59602388,0.635881863,0.0,0.015017628,0.0,0.056428514,0.425693796,0.089181973,2.038651002,0.355387026,1.553858782,0.851847392,0.048512545,0.015126102,0.712706353,0.250183056,0.0,0.488478364,0.273975969,1.179607413,2.811276401,0.105291193,0.119285592,0.298897114,0.416524315,0.121268355,0.338168821,0.951298538,6.596679577,5.301662886,1.041621609,0.357139035,4.237277656,0.348551844,0.0,0.030496964,0.499064675,0.046728406,0.159871925,1.272808468,4.604927666,0.155049463,0.129980162,0.429272879,0.017402699,0.558206944,0.874315231,1.70144833,0.376315279,0.247988468,0.28540232,0
RNA528_FPKM,38.83906165,0.058805367,0.404532625,0.053137117,0.576967013,0.0,0.055966043,4.89923226,0.122036945,0.209164284,0.957909984,0.172415473,0.270236313,1.103250789,0.134763565,0.972752311,0.376405229,0.599196987,0.059245807,1.570517892,0.940408345,0.228779164,0.667804817,1.022628003,0.577941755,3.694237563,0.86661919,0.269666349,0.545311236,0.449498163,0.717113026,0.069572768,2.988784516,0.411223855,1.835553979,2.220976496,0.998279748,0.454937393,0.258408036,1.54529423,0.295731201,0.207790937,1.628643449,1.107811215,1.293545753,0.163224475,0.672969587,0.191901608,0.0,0.988087735,0.320473159,0.367251468,0.203672103,2.97215569,0.215660238,0.569216065,0.353145161,0.038873871,11.6711581,0.775939682,0.908504374,0.0,1.061940109,1.836247953,0.0,0.281866104,2.589764669,0.811934762,0.262744868,0.0,0.073759401,1.019675883,1.761248183,0.091085246,0.606859819,0.853165141,0.0,0.55510266,0.153879586,0.067681647,0.234605385,0.0,0.0,0.107988335,6.6007647,1.129859922,2.682455939,0.156309596,0.0,1.908725582,0.622814571,0.0,0.300447995,0.0,0.086864868,0.327600587,0.27444547,2.091705952,0.045593818,0.551875319,0.983190305,0.0746454,0.0,0.609403672,0.384952274,0.0,0.751783205,0.752998814,0.648456367,1.442193514,0.16208305,0.24477892,0.536663128,0.641043042,0.139966234,0.757054773,1.582809779,5.230155544,5.360264945,2.64040196,0.549683939,4.284393666,0.160935281,0.125721408,0.704025835,0.713232473,0.035966363,0.246029242,1.390194466,4.768530839,0.318167846,0.0,0.566240837,0.0,0.777273509,1.345596794,2.446897401,0.144822958,0.381748237,0.634428885,0
RNA53_FPKM,28.49784288,0.085302168,0.234716456,0.269698236,0.342365572,0.492080991,0.121793607,4.48022577,0.590083096,0.379263144,0.694731254,0.500206503,0.055997682,1.000148766,0.228066964,1.090304453,0.273003838,0.796713763,0.042970531,0.523346137,0.240722392,0.16593178,0.290603471,0.582751948,1.35068061,2.033704036,1.473141623,0.130391296,0.45199203,0.521565183,1.167047963,0.117741394,3.310673253,0.775446156,1.727052784,1.610813892,0.724008265,2.009662043,0.0,1.104966758,0.160856552,0.361658379,2.362383476,1.643473623,1.190214756,0.201249218,0.439276477,0.185570362,0.0,1.719862178,0.309902287,0.266284334,0.036927669,5.67085867,0.273708618,1.23845077,0.332963487,0.0,21.9141968,0.562758866,0.787037021,0.026438788,1.610409657,6.701840191,0.030785067,0.146018943,6.171359157,0.588890082,0.31761141,0.0,0.107010406,0.246521044,0.276189878,0.105688737,0.236998771,0.618719482,0.0,2.113711531,0.083699452,0.196296694,0.0,0.022676747,0.338206791,0.391497439,7.180983153,1.639204861,1.774844852,0.226740313,0.0,2.768669887,1.096993437,0.0,0.016762121,0.0,0.0,0.564272167,0.29862486,2.47785254,0.198353234,0.133423651,0.71310042,0.054147908,0.0,0.972273471,0.0,0.0,0.408916115,0.043689434,2.069160234,4.009712443,0.0,0.133142167,0.222411937,0.646861111,0.169194067,2.367888914,2.123735629,6.284870521,2.980525471,0.307767263,0.677738207,4.124769899,0.311267014,0.0,0.204237499,1.432495547,0.078234777,0.475848348,1.054114673,3.648827737,0.230747302,0.0,0.068448359,0.077696999,1.097812564,1.445804975,1.15197204,0.630043798,0.276795558,0.920271489,0
RNA535_FPKM,18.82402704,0.053859469,0.296373392,0.535153449,0.288224453,0.0,0.076900027,1.268049124,0.372563792,0.223490291,0.456185,0.473742769,0.176759974,1.136682332,0.0,0.890834705,0.631998089,0.304863791,0.054262865,0.544226114,0.45597365,0.279359845,0.183485943,0.434835733,0.352888832,1.385929123,0.843290207,0.082328576,0.784763966,0.246985727,0.560634941,0.127442529,1.712351596,0.527251197,1.499329553,1.307578046,0.304757405,0.416626117,0.177492341,0.657784901,0.0,0.190265989,0.213014435,1.060711855,0.724944132,0.029903355,0.308133783,0.205034955,0.0,2.232076926,0.11180273,0.336149362,0.046616383,5.527659574,0.197490448,0.13034733,0.291090321,0.0,20.54613915,1.319740299,0.600925832,0.100160111,0.76626933,0.406851917,0.0,0.184366951,2.168432525,0.495722524,0.360969578,0.0,0.236469592,0.622714004,1.787375931,0.300274883,0.769534934,1.093787778,0.033002236,0.932037586,0.035219893,0.061949766,0.0,0.0,0.512502002,0.59325604,7.196598004,1.035160942,3.534151651,0.0,0.0,3.49611798,0.896299948,0.0,0.063501244,0.040792319,0.159096592,0.225018526,0.125658358,1.404777804,0.333944036,0.168430019,0.750314466,0.102566359,0.0,0.669697994,0.176255307,0.0,1.032666035,0.027576116,1.306380551,4.622915194,0.0,0.168130931,0.561673274,0.459453272,0.341822609,0.303334294,1.232147083,4.461144697,3.709091629,0.79885495,0.201357917,7.916969981,0.540432398,0.0,0.472805474,1.306426399,0.329303285,0.112668324,1.967677149,1.602642435,0.145717354,0.0,0.691430765,0.0,0.861734878,0.365119797,1.690507153,0.265249226,0.349418416,0.312861339,1
RNA58_FPKM,35.88827872,0.153905641,0.436691165,0.469209804,0.669125819,0.166429861,0.02746173,2.403946036,0.199612945,0.068412275,0.112820366,0.789655052,0.265185948,0.811966097,0.176351869,1.562044535,0.184726065,0.751348092,0.058151396,1.124691455,0.379993087,0.823245133,0.196634729,0.734765001,0.37811853,2.227672331,1.063111332,0.23525728,0.573373441,0.0,1.098528471,0.227597062,3.701829569,0.847479619,1.606595262,1.985004288,0.326545958,1.542271948,0.570575842,1.836874571,0.0,0.16312969,0.456569618,2.075540364,1.345238022,0.176200093,0.594404996,0.177857548,0.0,0.646437682,0.434313226,0.720493828,0.19987921,9.019538928,0.158745385,0.977545174,0.311917881,0.114432806,24.9436818,1.631740467,0.693444316,0.0,1.231626737,2.092704657,0.083296116,0.31614398,2.61410131,0.796812764,0.171914228,0.0,0.144804396,0.0,1.121160791,0.321760901,0.595536338,1.506991489,0.0,1.27113025,0.075489406,0.066390761,0.0,0.0,0.0,0.317884679,6.991899713,1.10881193,2.170635932,0.051124861,0.637153124,7.602775781,1.047751754,0.0,0.362893701,0.0,0.0,0.361677957,0.134666433,3.694899811,0.581498027,0.361008535,3.055574081,0.21979863,0.04568139,0.956844735,0.0,0.0,2.120976146,0.738961732,2.29068826,6.369109066,1.11308962,0.060041152,0.677150361,1.230861243,0.320498191,0.928704924,1.592157904,3.572768275,3.740711253,0.370169273,0.809170099,4.725481379,0.263238033,0.0,0.230297783,0.646091561,0.070560759,0.362189283,1.240296555,3.219960703,0.156085043,0.0,0.0,0.0,1.083976249,0.782528514,1.348095496,0.142060763,0.374467187,0.478936723,0
RNA6_FPKM,26.10831149,0.055197865,0.531572497,0.548467105,0.196942433,0.318360916,0.026279888,2.499145117,0.496357302,0.229031099,0.683291464,0.107872622,0.217411999,0.77661909,0.168677076,1.32797926,0.235564165,0.468675063,0.018543843,0.438238595,0.155768165,0.501018074,0.250750189,0.737028646,1.265737317,2.882536079,1.75392407,0.33749769,0.621502133,0.337528405,1.149158233,0.065304724,2.708985187,0.887751612,2.514441629,1.302865317,0.104091236,0.543446978,0.242559388,1.123548173,0.138758836,0.03901823,0.873602931,1.796012633,1.721514038,0.091923963,0.947499316,0.240149153,0.090632159,1.174681994,0.286471254,0.344743347,0.0,4.93553487,0.354189357,1.001730675,0.464047257,0.036491368,26.29095868,1.040362988,0.544803483,0.068420255,1.751837617,1.000745636,0.0,0.340152693,1.736225817,0.317529139,0.534327261,0.349163133,0.346199638,0.319156927,0.58080321,0.068395959,0.788701683,0.800671515,0.0,1.259186101,0.072201216,0.190531355,0.0,0.029342283,0.0,0.30399916,7.080531437,1.591060539,1.943513507,0.684678109,0.0,2.950741785,0.918598281,0.0,0.195237708,0.0,0.0,0.307466257,0.257601183,1.897859821,0.128351662,0.345283615,1.23044406,0.070063985,0.043691586,1.372679681,0.0,0.050993407,0.617345165,0.169625007,1.095484305,3.835457914,0.456281793,0.344617895,0.503666628,1.22952588,0.525519191,0.488520456,1.18851859,5.630902773,4.975234171,0.398303966,0.103170657,3.772223481,0.352442431,0.059034807,0.176228423,0.978407891,0.168736559,0.692808642,0.711759834,3.572397171,0.447940261,1.126544014,0.177135737,0.10056248,1.343905268,0.748414428,1.128181985,0.815385434,0.358351637,0.870305617,0
RNA60_FPKM,29.9078818,0.150390074,0.155158955,0.560386844,0.452680131,0.162601949,0.107348637,3.268345701,0.429132141,0.367753866,0.587879948,0.110249216,0.814436374,1.586891363,0.258474045,2.289622981,1.864986248,0.702272222,0.037884093,0.488452903,0.424400215,0.0,0.256137308,0.560385821,1.477975572,2.518230045,1.376431843,0.316085968,0.485560989,0.431042795,1.509540377,0.133439292,3.912400129,0.788709824,2.37864504,1.407201527,0.638195316,1.070812268,0.247770536,1.043557629,0.0,0.119547332,1.784977373,1.062349298,2.703077657,0.125226325,0.193605655,0.368045252,0.0,2.653027688,0.424396058,0.0,0.048809128,7.234986063,0.310200883,0.955229569,0.4063833,0.11180532,22.13563255,0.956683233,0.556624739,0.10487311,1.728109329,0.852049396,0.040690146,0.54060424,1.277204656,0.713774223,0.084004687,0.356473504,0.106117894,0.652020752,1.00423391,0.122269003,0.223846258,0.327288848,0.0,1.197761304,0.147545054,0.25952326,0.0,0.0,0.268308802,0.310585748,7.535531556,0.0,1.489266218,0.099950487,1.245651587,2.58407342,0.170672099,0.0,0.310291039,0.0,0.083248303,0.667566059,0.131569085,2.674464954,0.611967398,0.705596009,1.257215702,0.143177569,0.0,1.285593348,0.553832107,0.0,0.540674109,0.259950273,1.243533737,5.993298931,0.310832984,0.058660197,0.367620639,0.988917409,0.402679001,0.862103032,2.314714439,7.474033722,3.14126819,0.293888716,0.0,3.854047381,0.0,0.060270809,0.180014516,0.683949086,0.068974096,0.196630266,0.666603958,6.922161125,0.228822772,0.0,0.090471583,0.154097946,1.25540124,1.624895783,2.058284855,0.138793344,0.732093476,0.514814162,0
RNA62_FPKM,39.63137354,0.03827367,0.158002787,0.103722114,0.358495723,0.496842903,0.163962952,1.455836546,0.238317353,0.068067637,0.187044135,0.33669803,0.301534002,0.403930918,0.043873819,2.244857819,0.367527627,0.845042117,0.077136631,0.414451129,0.43207733,0.372285041,0.065221479,0.445755899,0.564310869,1.347205973,1.057712077,0.117033056,0.266223995,0.614405377,0.546486686,0.02265021,2.836267436,0.441653142,0.920334117,2.013651112,0.487343038,0.96912703,0.504571374,1.381304593,0.0,0.081135063,1.817266418,1.524182683,0.716337271,0.095621988,0.854219043,0.114498658,0.0,1.865117716,0.5811023,0.358580534,0.0,3.035909706,0.421101388,0.972541667,0.241373541,0.113836717,26.9695669,0.216429073,0.492801414,0.0,0.502731373,0.375937788,0.0,0.393162801,4.768170916,0.528505164,0.171043782,0.0,0.396158563,0.331967135,0.790097849,0.124501655,0.091146364,0.499765508,0.0,2.529406983,0.037570109,0.06608366,0.0,0.045792384,0.0,0.737896284,4.245477553,0.551841471,1.608248606,0.101734624,0.0,2.631023577,1.476788208,0.0,0.361058601,0.0,0.0,0.359831166,0.0,3.948486664,0.801090861,0.179669316,0.799957121,0.473833214,0.045451263,1.189950719,0.0,0.03535834,0.733971534,0.352897763,2.025910032,3.989775877,0.158256213,0.239004216,0.673692711,0.734760948,0.182232705,0.970181002,1.622703832,3.754867545,2.267929717,0.690545676,0.912380839,6.700600643,0.157139586,0.12275782,0.59574176,0.857115783,0.105322483,0.040048816,0.370196672,4.314238647,0.232980264,0.0,0.0,0.0,0.399447491,0.53524516,1.08975831,0.141403638,0.372735029,1.286552822,0
RNA63_FPKM,28.39641821,0.033409562,0.241270366,0.407373385,0.268144507,0.144485031,0.023840727,1.996452754,0.103985913,0.11880877,0.032637966,0.48969513,0.460490291,1.174957886,0.038265783,1.130212746,0.106925052,0.283626024,0.033659793,0.470158192,0.989776016,0.0,0.28452104,0.295629807,1.149016733,0.455091291,0.715317803,0.0,0.16594938,0.612699772,0.491783145,0.256882808,2.419425034,0.455493523,0.634053217,1.250304392,0.80329572,0.704751356,0.330253702,1.576267715,0.0,0.035396763,0.991259133,1.244256052,1.299548833,0.139073049,0.458695575,0.281587368,0.0,1.795988135,0.208041067,0.0,0.173520591,6.038732164,0.183734008,0.60621294,0.090270239,0.0,33.47904927,0.094421428,0.752588803,0.0,0.932227059,1.110326887,0.0,0.205854575,4.350057961,0.749474568,0.186578216,0.0,0.597149653,0.289534457,0.162224666,0.108639849,0.039764389,1.453722404,0.0,1.261297356,0.032767825,0.0,0.799317222,0.0,0.0,0.0,3.749426553,0.963019788,2.085071486,0.0,0.0,3.061290743,0.606434948,0.0,0.33475989,0.0,0.073972875,0.279102767,0.116909812,1.841599439,0.194201632,0.313541326,1.256643324,0.572497557,0.0,0.311520824,0.163984117,0.015425769,0.160156639,0.282284267,3.204283841,3.072180503,0.276173273,0.0,0.13066524,1.234880582,0.198783333,1.209459097,1.921766571,4.543661966,5.074595662,0.54233796,0.889877468,4.00583495,0.228564066,0.0,0.67981175,0.514198769,0.21445147,0.384316328,0.161529316,4.659382619,0.474380766,0.170392692,0.0,0.0,1.010848358,0.594470284,0.914419225,0.123329153,0.32509132,0.790059468,0
RNA64_FPKM,16.41696421,0.118579551,0.314623991,0.0,0.362583673,1.172565915,0.024197456,2.024817094,0.281218473,0.24099612,0.099344548,0.0,0.033376171,1.549159051,0.0,1.2990676,1.030039003,0.805440054,0.255992043,0.770266183,0.191203533,0.724923561,0.0,0.126238471,0.166502929,2.538490279,1.47436571,0.18125848,0.168304856,0.077716829,1.284706049,0.040080378,3.050103452,1.172653661,0.985990453,0.925337471,0.335484146,1.393801371,0.334925565,2.539027078,0.0,0.359077313,2.412538694,1.653546409,2.102124263,0.0,0.581521959,0.322435276,0.0,2.561470719,0.698917772,0.0,0.0,8.732355618,0.512476941,1.229676196,0.0,0.0,44.15205841,0.862109814,0.523392443,0.031516502,0.611788301,0.818986882,0.0,0.069588884,2.173949862,1.169435449,0.075682727,0.321495257,0.254992079,1.468722841,0.617013643,0.157401694,0.201713008,1.91670463,0.0,2.158628827,0.0,0.0,0.0,0.067551751,0.725354989,0.653070255,6.428299148,0.48850578,1.464005741,0.0,0.0,7.276780258,0.691979759,0.0,0.159767945,0.0,0.0,1.132321628,0.237194919,1.385759018,0.393875271,0.0,0.0,0.548383749,0.0,0.84247383,0.0,0.0,0.974394678,0.130146434,1.792924931,3.531167178,0.0,0.898932854,0.596260973,1.878615621,0.604772622,0.817778133,3.077456771,8.950505978,3.293885638,1.07971529,0.142521458,2.031366161,0.741709389,0.0,1.095032584,1.374887762,0.0,0.141735701,0.0,5.368227695,1.305908681,0.0,0.0,0.0,1.520132225,0.0,1.780580211,0.375393459,0.659568327,1.222979243,0
RNA66_FPKM,19.88403128,0.114346823,0.101128248,0.619762575,0.131119265,0.282641391,0.023329632,0.887530489,0.13560481,0.087150185,0.095784615,0.239491754,0.450386467,0.689467071,0.074855464,1.326453034,0.261420703,0.194179628,0.0,0.282984086,0.138287896,0.317783098,0.0,0.258698417,0.695674738,0.704702298,0.586765808,0.374553349,0.357047554,0.074929573,0.743335452,0.173928727,2.424576133,0.0,0.206722072,1.288963733,0.231096568,0.413581779,0.107642935,0.562248388,0.123190343,0.242399975,0.969493355,1.384759311,1.657137691,0.068015478,0.56079846,0.168793554,0.0,1.207636997,0.114447664,1.22387632,0.0,9.144947486,0.179714181,0.355726673,0.647438504,0.0,42.46972475,0.646605794,0.273387259,0.030386186,0.134094125,0.197453157,0.0,0.234884567,2.836370731,0.281952189,0.328425054,0.0,0.215169796,1.982756049,0.356991566,0.121439685,0.311221768,3.55453987,0.030046324,1.966025451,0.0,0.0,0.0,0.026050132,0.310888197,0.179894583,7.115871554,0.0,1.647113733,0.130255605,0.0,5.613862035,1.557010885,0.0,0.346674578,0.0,0.0,0.0,0.800608121,2.498433589,0.873625814,0.0,2.184870303,0.124435302,0.0,0.406244661,0.0,0.015095073,0.15658211,0.200802138,3.13394042,9.41446184,0.0,0.152972476,0.191653622,1.068408706,0.194418507,0.670308841,1.747684187,4.871163118,2.878630679,0.373257381,0.320647851,3.981033226,0.089392746,0.0,0.508435421,1.600206648,0.089887133,0.854295633,0.263319183,2.005104355,0.530271824,0.0,0.0,0.0,0.852287416,0.249171662,1.323592884,0.120685236,0.318122049,0.894721522,0
RNA67_FPKM,23.33251858,0.187109241,0.617808511,0.659183159,0.901135961,0.323739671,0.267152757,3.253136127,0.310615539,0.698777505,1.536059065,0.822866886,0.994887684,1.711160087,0.171528,1.603729879,0.598830513,0.603699388,0.037693702,0.648246882,0.528021565,0.0,0.446211687,1.150409839,1.96148503,3.611137127,2.016296065,0.457612296,0.929453173,1.201268241,1.051766591,0.088552701,4.352650593,0.981284682,1.467917089,2.157798817,0.794021967,1.736914728,0.36995411,1.059500354,0.493979463,0.317290658,1.776488335,2.73970521,1.916539447,0.12463077,0.578106945,0.203523137,0.0,1.634734315,0.305883664,1.051325288,0.048616526,4.844591232,0.411652192,1.222391299,0.91009612,0.037108371,18.81454785,1.692874023,0.626300473,0.034807558,2.426569859,1.074247925,0.12154346,1.191451446,3.460717658,0.064607809,0.125397128,0.355066847,0.492932453,0.64874395,0.908728579,0.139084496,0.356441329,1.465671136,0.103216277,1.942832849,0.110152119,0.193751239,0.0,0.05969273,0.0,0.103083923,8.600672759,0.539517156,1.796765199,0.298400112,0.0,3.750937173,1.868337724,0.0,0.242672925,0.127580181,0.165746957,0.742621271,0.393003302,3.26106087,0.870170688,1.053547963,1.720647013,0.071247727,0.0,1.861213036,0.183817792,0.0,1.524829104,0.086245792,1.485329915,3.212231096,2.165414631,0.0,1.024517759,1.383397841,0.66800025,0.541955613,2.606124137,7.096728215,4.832151324,1.057608421,0.419713605,2.569515582,0.102391154,0.060032978,0.134392715,0.995000127,0.137293279,1.056775136,0.422232265,7.182361716,0.227755113,0.572791019,0.36035763,0.0,0.195224515,2.045465605,2.335575039,0.690919375,0.364410711,0.326087397,0
RNA69_FPKM,20.13770742,0.105269406,0.181023903,0.475485237,0.281670219,0.455449214,0.025059015,2.097119482,0.109231158,0.15600257,0.240070177,0.257187857,0.587384295,0.617087821,0.28146586,1.266398081,0.168453819,0.38733369,0.070711286,0.455893554,0.396076199,0.0,0.119521848,0.719154926,0.804663288,0.995903869,1.18772351,0.268197251,0.697229028,0.160885298,1.033189917,0.311361203,2.04489317,0.441673812,0.976822472,1.490900754,0.744568026,0.999433945,0.346912319,0.759727565,0.1985093,0.334735597,0.833031885,1.66757746,2.142731707,0.014614233,0.903501341,0.152675289,0.0,1.061220802,0.24585631,0.0,0.0,6.056949757,0.048270433,0.44578853,0.063204938,0.069556484,31.10610023,1.885071539,0.496910272,0.0,1.612927148,2.385732952,0.038004136,0.540595666,3.112600908,0.605633607,0.039209098,0.0,0.099044276,0.608347533,0.681693496,0.081511914,0.12534627,0.305366605,0.032273603,1.324928993,0.103291533,0.181683862,0.0,0.0,0.250423844,0.096660643,9.143163189,1.011279015,2.485127342,0.0,0.0,6.531988836,0.875944078,0.0,0.041364401,0.0,0.077752972,0.293189582,0.0,2.308953405,0.285594223,0.329253633,1.906761328,0.534592755,0.0,0.327234519,0.516914705,0.0,0.504633794,0.188715601,3.017735532,5.163435285,0.435093942,0.0,0.754778245,0.723429208,0.542890222,1.948075144,2.125015431,5.782574409,3.038510258,0.253205578,0.393574139,2.613016617,0.288095495,0.0,0.210022878,0.638392349,0.064354119,1.211168668,0.904964206,3.602363182,0.498354087,0.0,0.253411547,0.0,0.878779301,0.401452657,1.536862011,0.259129731,0.341703852,0.43681706,0
RNA7_FPKM,34.55417857,0.055762077,0.07672887,0.302231821,0.0,0.160787647,0.026530737,3.635752768,0.347163901,0.23141645,0.39965979,0.490477929,0.622308388,1.046116516,0.0,0.50310541,1.427756716,0.473494637,0.018720849,0.643999534,0.0,0.0,0.379935321,0.450229248,1.156994026,1.308357213,1.669243772,0.255710601,0.369356903,0.426210393,1.227309311,0.439821687,2.847372789,0.233958281,1.270140494,1.429103833,0.578475069,0.627471028,0.122526948,1.362122136,0.070079917,0.03939067,2.206265563,1.336985237,1.922293731,0.247645666,0.510517805,0.121307455,0.0,0.124938531,0.694597883,0.0,0.0,4.596038839,0.306725975,0.539737957,0.200915472,0.221105727,28.6517057,0.735815872,0.430754885,0.0,1.159561321,0.645928805,0.0,0.152712598,6.455022674,0.513296673,0.0,0.70531538,0.069963459,0.0,0.631923001,0.120915943,0.132793917,1.779661536,0.068369428,1.623056751,0.07296366,0.0,0.22232901,0.029652138,0.35371053,0.307106528,3.974063543,0.535610797,1.383363089,0.0,0.0,5.323310009,0.337435505,0.0,0.24106969,0.0,0.0,0.310635069,0.911065393,2.909062126,0.388990877,0.697699628,2.175433606,0.318568676,0.0,0.808985237,0.365141148,0.0,0.267308706,0.085679426,2.705297715,2.279401438,0.921891477,0.348140452,0.799671703,0.845739298,0.530890856,0.897341473,1.500908417,7.001600307,3.501541668,1.005979212,0.312732611,2.624566344,0.559572986,0.0,0.222530561,0.572274517,0.068199917,0.699925939,0.359517591,11.40812482,0.980503823,0.189618535,0.268468396,0.0,1.396525628,0.708886014,1.343306438,0.137244697,0.361772205,0.694175536,0
