,FAH,SALL4,CIRH1A,LRRIQ1,NCCRP1,STAC2,PDP2,FAM47C,ZNF737,MAX,CSTA,MMS19,C2orf91,VENTX,C3orf30,SH3BP5L,NCAM2,PIK3R3,CNNM1,DHCR7,RP4-758J18.2,HECW2,ORM2,TACC1,SYNDIG1,NOXRED1,KCTD17,COL25A1,OR6Y1,DEFB110,RAB20,MAP3K7CL,DUOX1,MMP2,SERPINB2,NXPH1,SIPA1L2,AASDH,TOR1B,PLEKHM3,GLTP,ADAM11,BLID,RP11-178C3.1,SYCP1,MKNK1,TOPBP1,TNFRSF12A,LRRC3C,DCLRE1B,TCFL5,PEX5L,CEBPZ,RBFOX3,ART1,NUS1,CCDC50,DPEP2,LINC00346,NXF1,KIAA1755,TYRO3,LPAR4,TMEM255A,FAM163A,FAM200A,CD5,ARL3,PCP4L1,AC009060.1,PRICKLE1,DBH,TUBB4A,HOMER2,ITGB5,RRAGD,AVPI1,WRB,ST8SIA5,FRG2C,KEL,GLIS3,TCF20,AP3S1,RP11-480I12.4,CTB-129P6.11,UBE3C,OR10J5,RP11-286N22.8,TIMM21,ISOC2,RING1,RMDN1,TMSB4Y,MPHOSPH6,RP11-162A12.2,FSD1,GAGE2C,MRPL14,RP11-257K9.8,SERTAD3,RP11-552I14.1,SLCO1B3,TRAPPC3L,KRT35,CDKAL1,CD53,PQLC2,POU2F3,C19orf18,SMC3,COL4A6,ZNF626,GSTA4,PPFIBP1,ZNF570,OR1J4,CCDC11,HMGB3,PPP1R1A,POR,AKR1B10,B3GALT5,SBK3,LILRB4,STRA6,ZNF619,TXNDC15,LIMS3,NBPF9,C16orf47,TOMM7,AC016586.1,UBAP2L,OR13C2,AL133318.1,EFTUD2,GLT8D2,RNF181,HOXA3,AC008132.1,VILL,OR2A2,NOP10,UTS2R,HKDC1,GABARAPL3,TMEM114,RP11-794P6.2,SRGAP1,RNF187,METTL17,SWSAP1,SLC26A2,HIST1H1B,PRPSAP2,COL3A1,CCDC7,ZBTB26,NMNAT3,FUOM,OSBP,KLRG1,SLC27A6,ARHGEF39,HCAR1,PCDHB14,DNAJC28,WDR5B,FLJ00325,EBLN1,SCN1A,XPNPEP3,NOX1,GDF9,CHST8,RP11-58C22.1,SUN5,MLX,ASPH,DYNAP,RNF151,FAM208A,C3orf36,TRMU,EMC7,CCDC113,SFRP2,PEA15,ARID3A,NFE2L1,OR5AN1,ASS1,FAM71F1,TCTEX1D4,FBXL16,DEDD,MED25,CYP7B1,SIDT2,Diagnosis
SEQ12135,7.71795781,6.733339717,8.00627295,7.319020279,5.661166736,6.303744934,6.953409644,5.092053459,6.123711007,8.295648178,6.689522606,7.720918312,6.562268603,5.534571246,5.572907871,6.787550054,9.167132566,8.844401794,7.547965831,7.354156433,5.428641387,9.637651718,5.827763687,9.264389598,8.104190586,7.114547382,6.555196097,9.693659397,5.092053459,5.514628102,8.307409222,8.570470456,6.91120122,8.00627295,6.733339717,7.767453516,8.848417484,7.123714864,6.610674585,9.689198528,7.678889242,6.459323594,5.329437819,6.303744934,7.190548517,8.23739004,7.911423013,5.134842832,5.827763687,6.443876268,7.224884317,7.826275288,6.540927897,9.476966718,6.822459552,7.421835794,8.008684897,5.272658796,5.405293926,6.459323594,7.520914963,6.81092772,5.553985603,7.119138953,7.295083746,6.355135526,7.194888468,7.764589955,7.077236948,5.301786789,8.53763144,6.793434375,6.092383445,9.615878136,9.581785363,7.758845206,6.222066856,7.440058702,7.726820572,5.301786789,6.436077328,10.17185121,9.764629333,8.29957934,6.133954017,5.627031186,9.451721141,5.301786789,7.644954783,6.355135526,6.18377191,5.661166736,6.123711007,4.985548628,6.78163868,7.43643337,6.948207145,5.90721938,6.775699978,6.436077328,5.725488966,6.154154365,5.572907871,6.497097287,5.381050567,11.23734374,6.720974024,7.119138953,7.49332477,6.038023793,7.432798466,7.654291862,6.65071768,6.533731109,9.629913192,5.932310472,4.910017491,6.420325065,6.123711007,6.1029281,9.016010198,6.049123258,7.164211654,5.64427864,6.603874021,6.948207145,6.16411594,7.086662548,7.503735714,7.278889313,6.873118887,6.20308417,5.956778665,7.885363887,5.043388964,4.985548628,7.882731237,7.482834782,5.355807251,7.038854316,7.141864153,7.048554117,4.985548628,5.514628102,5.329437819,7.421835794,5.272658796,5.770758784,5.405293926,9.543573505,6.133954017,6.026804514,5.591370646,6.84521932,5.043388964,8.748790946,6.092383445,7.468722992,6.412370153,8.364799186,5.534571246,7.660482007,7.350296696,8.332562791,6.459323594,8.527630674,4.910017491,5.740839928,5.868321758,4.727253356,5.173451149,7.421835794,8.328721832,6.286093788,6.049123258,7.959645188,6.833889433,6.489636314,6.1029281,9.401680418,5.494114607,5.381050567,8.011092733,5.134842832,7.35800532,6.555196097,7.250076818,5.553985603,6.396298639,8.328721832,6.583246071,5.208885505,8.101936258,6.610674585,5.381050567,5.90721938,6.355135526,6.937740014,8.825511671,7.072499093,1
SEQ12145,7.727988278,7.058405942,7.753846439,6.932029288,5.892754059,6.409253489,7.06547799,4.949395521,6.114282093,8.473925202,6.553973334,7.571654645,6.800828133,5.702982081,5.456941014,7.007820598,8.656822479,8.599203996,7.470740883,7.454947622,5.519016015,9.312443109,5.93016196,9.315300821,8.021323036,6.947540195,6.692853265,9.7609878,5.423642253,5.041101026,8.389305316,8.284755158,7.022471121,7.880339435,6.916332955,7.127497097,8.434884063,7.06547799,6.625343328,9.555329936,7.697203326,6.809428518,5.041101026,6.373220332,6.884364255,8.203298848,7.787597433,5.170234478,5.83375909,6.595257632,7.154166586,7.444317357,6.421025027,9.643196794,6.843268722,7.093397425,7.373143094,5.311565179,5.576156754,6.654721265,7.465496532,6.993006324,5.629308127,7.036961744,7.261976457,6.360960118,7.749569793,7.706068454,6.962870365,5.311565179,8.565893395,6.673931426,6.297646228,9.756792745,9.6397832,8.014243795,6.421025027,7.68828156,7.828674688,5.351310435,6.48932196,9.336554503,9.805329288,8.083489859,6.409253489,5.488668984,9.487303848,5.311565179,7.624178145,6.159372364,6.500338073,6.034630696,5.983743792,5.041101026,6.774676769,7.395438186,7.333231924,6.21674447,6.908413734,6.48932196,5.83375909,5.72616885,5.38853425,6.444225057,5.268742012,11.17823231,6.738957519,7.670265087,7.481170168,5.983743792,7.309891393,7.134214239,6.348570207,6.478204794,9.308145863,5.770765836,4.949395521,6.257916796,6.06721609,6.06721609,9.129665181,6.129521629,7.044148258,5.770765836,6.625343328,6.884364255,5.911637478,6.900446309,7.745280039,7.28014271,6.792169958,6.06721609,6.051050332,7.727988278,4.727253356,4.949395521,7.856729932,7.309891393,5.423642253,7.41737702,6.962870365,7.261976457,5.111260483,5.519016015,5.423642253,7.619484438,5.041101026,5.488668984,5.748750114,9.356111774,6.48932196,6.034630696,5.983743792,6.859863085,4.949395521,8.836999169,6.114282093,7.373143094,6.421025027,8.281820057,5.72616885,7.389898283,7.154166586,7.992790674,6.543432605,8.650029601,5.170234478,5.629308127,5.629308127,4.727253356,5.268742012,7.249729342,8.052748005,6.144549377,5.702982081,7.922620683,6.323388106,6.916332955,6.159372364,9.254062476,5.351310435,5.654606191,7.899715755,5.311565179,7.274114207,6.397364067,7.051296176,5.576156754,6.397364067,9.098467547,6.800828133,5.111260483,7.844774796,6.859863085,5.770765836,6.284556012,6.284556012,7.107141576,8.526848107,7.000434176,0
SEQ12136,7.718186197,6.888908136,7.891005949,6.978131898,5.703932467,6.302190625,6.833902846,5.033874452,6.053853525,8.542860789,6.463712479,7.645250072,6.80959581,5.703932467,5.681225254,6.970923436,8.659379129,8.794788721,7.636413043,7.341101429,5.210711555,9.586925453,6.006265225,9.336223136,8.122273853,7.133968685,6.452876947,9.896288524,5.210711555,5.407841614,8.321026906,8.41343058,7.088436984,7.977021007,6.941688853,7.214644002,8.588806465,7.165571417,6.547075164,9.642240136,7.722360186,6.374142997,4.944270843,6.143028209,6.91178934,8.171604151,7.755311085,5.373503172,5.921644194,6.75102923,7.075138368,7.697127168,6.547075164,9.361507679,6.904206669,7.256169815,7.486793855,5.033874452,5.557064999,6.516479038,7.525739746,6.919328356,5.583518559,7.095037017,7.133968685,6.350649291,7.506403915,7.791476848,6.949058574,5.210711555,8.50020673,6.596435968,6.212117491,9.865948607,9.682902103,7.830596347,6.463712479,7.558941031,7.572930306,5.337099761,6.385715916,9.608196197,9.829248426,8.106499242,6.289751439,5.557064999,9.465802107,5.25636639,7.544809207,6.225433232,6.536961154,5.973267698,5.956355623,5.160072681,6.91178934,7.441625331,6.919328356,6.09937164,6.733792081,6.63455755,5.768662343,5.471454405,5.657883558,6.516479038,5.407841614,11.33960915,6.80959581,7.441625331,7.636413043,5.973267698,7.378998663,7.436514007,6.463712479,6.326673148,9.424734789,5.84826963,5.033874452,6.338722975,5.956355623,5.93915213,8.872884174,6.143028209,6.956387252,5.768662343,6.586720201,6.91178934,5.829004354,7.013596252,7.938247908,7.389636722,6.841904777,6.184998879,6.08441532,7.747145825,5.033874452,4.727253356,8.031582276,7.441625331,5.407841614,7.431383635,7.101604662,7.095037017,4.727253356,5.681225254,5.102435049,7.738932645,5.210711555,5.747614095,5.440414421,9.53174536,6.374142997,6.289751439,5.703932467,6.934277585,4.944270843,8.70178165,6.038232197,7.491722523,6.485095633,8.60230694,5.407841614,7.582178757,7.357471679,8.276700975,6.452876947,8.549847553,4.944270843,5.609091034,5.885657726,4.944270843,5.160072681,7.640838567,8.304566121,6.08441532,5.921644194,7.743045261,6.452876947,6.653190915,6.338722975,9.422207774,5.703932467,5.337099761,8.140974449,5.25636639,7.232596704,6.314496757,7.22065471,5.557064999,6.526762983,8.582008099,6.680632881,4.727253356,7.718186197,6.716318586,5.633857694,5.956355623,6.441942763,7.027520452,8.538183885,7.006578963,1
SEQ12142,7.718804486,6.550302284,7.837542153,6.734590888,5.783393986,6.550302284,7.038793581,5.144039146,5.987182079,8.302209334,6.486602596,7.697997374,6.776749892,5.783393986,5.58518494,7.080561332,9.172712468,8.749939698,7.61151942,7.470787615,5.444258546,9.487025683,6.103073254,9.304076758,7.865720164,7.10500898,6.574883199,10.02021884,5.361012319,5.144039146,8.454314139,8.295361973,6.847356473,7.729093017,6.419364415,7.20608961,8.274619837,7.183427181,6.766339614,9.484034881,7.566178071,6.86684203,5.144039146,6.362701023,6.745261696,8.523222784,7.622627356,5.314663361,5.901884019,6.562654015,7.33464772,7.51930468,6.473452229,9.651979937,6.995671587,7.055658045,7.464601353,5.361012319,5.58518494,6.433117098,7.464601353,7.03028051,5.704088874,7.047252514,7.175787737,6.405451,7.676875549,7.784366243,7.080561332,5.264091997,8.667752411,6.755844069,6.333310417,9.780599551,9.747325531,7.633647322,6.348098258,7.808787222,7.774477479,5.207964592,6.58699256,9.558423192,9.772046505,7.832790378,6.272191736,5.58518494,9.482537146,5.361012319,7.554607506,6.287778919,6.598984724,5.856267282,5.945449243,5.207964592,6.702031036,7.495259074,7.220989635,6.303156794,6.827573859,6.391372423,5.675944124,5.361012319,5.482202266,6.634282926,5.207964592,11.21699761,6.712977292,7.692746803,7.799069803,5.966532557,7.407638313,7.038793581,6.333310417,6.2403615,9.501887142,5.783393986,4.96844144,6.173858514,5.945449243,5.757745864,9.044468627,5.966532557,7.20608961,5.9239084,6.333310417,7.080561332,5.783393986,6.969107939,7.779430583,7.583354996,6.807484068,6.156589294,6.224103481,7.692746803,4.96844144,4.96844144,7.784366243,7.320948236,5.482202266,7.401160996,7.235727537,7.121062953,5.067949947,5.444258546,5.616599194,7.703228276,5.314663361,5.675944124,5.482202266,9.337612318,6.333310417,5.987182079,5.757745864,6.634282926,4.96844144,8.784464279,5.808331804,7.577652938,6.49961171,8.537772688,5.731331915,7.483077556,7.293129804,8.032170439,6.486602596,8.635672835,5.067949947,5.704088874,5.987182079,4.727253356,5.264091997,7.09690929,8.225010984,6.2403615,5.808331804,7.89334451,6.08462561,6.776749892,5.987182079,9.218448342,5.482202266,5.552432376,7.981697953,5.40400898,7.37494174,6.333310417,7.327815148,5.40400898,6.391372423,8.99062612,6.702031036,4.727253356,8.068876008,6.837502918,5.966532557,6.272191736,6.224103481,7.271886903,8.659799718,6.932836316,0
SEQ12168,7.618294415,7.005551208,7.932426248,7.024789645,5.986224693,6.428722468,6.795886775,4.727253356,6.094278578,8.437837317,6.545175454,7.678756646,6.749560388,5.86522578,5.695848802,7.080889446,8.485444842,8.846976727,7.64885348,7.338465923,5.440684061,9.494480087,6.05239147,9.314922868,8.099861147,7.043753361,6.502805137,9.91609721,5.346649082,5.483023218,8.292337642,8.518503276,7.005551208,7.980961553,6.956194871,7.228163642,8.769597824,7.117021322,6.851545844,9.416265276,7.742372238,6.725752593,4.981737112,6.210968369,7.005551208,8.245619863,7.696395623,5.522922858,5.755946689,6.915333814,7.053134809,7.684661108,6.545175454,9.64070158,7.015205301,7.117021322,7.360985054,5.086684207,5.59673546,6.701490894,7.567958733,7.053134809,5.664130172,7.268591189,7.383139922,6.38196567,7.593354508,7.759231149,7.053134809,5.29339479,8.482096491,6.61270246,6.413340634,9.655574939,9.520718247,7.922515398,6.210968369,7.419287924,7.887267637,5.234267791,6.558979419,9.559199678,9.881100825,8.17252981,6.365959704,5.395439142,9.423237932,5.234267791,7.587048973,6.008756573,6.61270246,5.939593944,5.986224693,4.727253356,6.915333814,7.574351361,7.09001427,6.349732288,6.851545844,6.413340634,5.939593944,5.560735504,5.440684061,6.502805137,5.234267791,11.15454444,6.915333814,7.203315609,7.678756646,6.03080378,7.300089445,7.684661108,6.397757119,6.31658345,9.386248491,5.784518727,4.727253356,6.365959704,6.094278578,5.890655702,9.047821463,6.094278578,7.178002469,5.560735504,6.676755571,6.976159254,5.915431337,7.09001427,7.731019055,7.211649066,6.956194871,6.03080378,6.094278578,7.672827092,4.727253356,4.981737112,7.937355655,7.509058413,5.440684061,7.599631557,6.862396373,7.268591189,5.086684207,5.59673546,5.726419689,7.636710221,5.16690066,5.522922858,5.560735504,9.44224027,6.333276111,6.265002514,5.784518727,6.701490894,4.727253356,8.783240733,6.210968369,7.315569717,6.192361887,8.42742562,5.664130172,7.330876404,7.34601355,8.151540645,6.558979419,8.75027673,5.16690066,5.560735504,5.890655702,4.727253356,5.234267791,7.605880383,8.315133298,6.265002514,5.59673546,8.013969536,6.333276111,6.651525478,6.282455552,9.209931253,5.755946689,5.483023218,8.151540645,5.234267791,7.134728487,6.502805137,7.368409871,5.29339479,6.458904613,8.925318083,6.8838297,5.086684207,7.851114126,6.829568776,5.755946689,6.192361887,6.545175454,7.375794677,8.495443015,7.071701886,1
SEQ12125,7.456862196,6.885546465,7.654922834,7.415694271,5.409435614,6.354158083,6.900957015,5.25761459,5.888281185,8.35923482,6.330139477,7.51639771,6.755193423,5.683421258,5.338533205,6.838189974,9.097118755,8.921060972,7.740164699,7.164038317,5.531508494,9.646502008,5.683421258,9.390111567,8.201378152,7.073050786,6.146157539,10.29821231,5.338533205,5.585503077,8.282495961,8.544146062,7.032077985,7.925786939,6.789036901,7.681046277,8.72858609,7.373255469,6.445609945,9.685120981,7.373255469,6.37769305,5.161097478,6.117195815,7.373255469,8.343135525,7.881629335,5.409435614,5.850816525,6.590627755,7.073050786,7.911221078,6.445609945,9.345241486,6.900957015,6.97540434,7.591992495,5.161097478,5.585503077,6.50988301,7.225459028,6.960848155,5.72834061,7.506651575,7.086433396,6.530572606,7.415694271,7.723527355,6.960848155,5.161097478,8.703649473,6.423399166,6.354158083,9.663794018,9.602340774,7.889085808,6.354158083,7.554710233,7.836040558,5.338533205,6.467416655,9.650844522,9.67662807,8.288116711,6.488835853,5.531508494,9.418416532,5.161097478,7.689646503,6.423399166,6.254931292,5.924340634,6.02526941,4.727253356,6.97540434,7.415694271,6.960848155,6.087432804,6.838189974,6.610014975,5.850816525,5.635951717,5.72834061,6.772226782,5.25761459,11.48946254,6.805630137,7.373255469,7.764755576,5.888281185,7.582765379,7.903881261,6.305613225,6.467416655,9.683002446,5.72834061,4.727253356,6.305613225,6.305613225,5.585503077,8.765195,6.02526941,7.138665021,5.585503077,6.117195815,6.684689224,6.087432804,6.946129398,7.706689636,7.340541522,6.885546465,6.280553278,5.683421258,7.748409754,4.727253356,5.034603152,7.982590242,7.689646503,5.473191233,7.261017085,6.916188057,6.869951727,5.161097478,5.473191233,5.034603152,7.748409754,5.161097478,5.585503077,5.338533205,9.644325828,6.254931292,6.056811888,5.409435614,6.93124408,4.727253356,8.72446004,6.280553278,7.646105092,6.55091822,8.61278079,5.25761459,7.486950729,7.307025819,8.401297273,6.37769305,8.643716268,5.034603152,5.811796957,5.473191233,4.727253356,5.473191233,7.764755576,8.159012548,6.423399166,6.117195815,7.982590242,6.610014975,6.789036901,6.146157539,9.473408415,5.585503077,5.338533205,8.016965098,5.25761459,6.838189974,6.400766561,7.307025819,5.585503077,6.400766561,8.248296652,6.629104927,5.034603152,7.591992495,7.032077985,5.25761459,5.850816525,6.488835853,6.755193423,8.643716268,6.822012561,0
SEQ12156,7.633767267,6.850356319,7.803167833,7.290585999,5.627568767,6.274188715,7.0197095,5.072266532,5.938310258,8.280744724,6.5832638,7.51637801,6.631885201,5.796258484,5.68759615,6.928332019,8.491884912,8.702482389,7.599580546,7.319162479,5.491595251,9.531392063,6.30588174,9.317129,8.200271589,7.153985783,6.396069749,9.921935618,5.322037473,5.491595251,8.287839459,8.33653586,6.928332019,7.918005031,7.0197095,7.936265275,8.620807029,7.1855553,6.532654343,9.483049748,7.721032215,6.788641112,5.072266532,6.022707601,7.054565234,8.114960407,7.587995592,5.214026914,5.796258484,6.767394695,6.965645705,7.803167833,6.366773065,9.678151254,6.850356319,7.137919134,7.453728195,5.072266532,5.412466525,6.723813711,7.440849478,6.983913629,5.68759615,7.304949077,7.153985783,6.173406511,7.587995592,7.742022287,7.12165811,5.491595251,8.615192513,6.631885201,6.137669015,9.617876731,9.507423917,8.032677883,6.100713892,7.51637801,7.954291951,5.214026914,6.850356319,9.413809986,9.761550519,8.082619196,6.336725957,5.214026914,9.381200732,5.322037473,7.401474104,6.100713892,6.655503775,5.68759615,5.84601773,4.727253356,6.909269976,7.453728195,7.290585999,6.909269976,7.0197095,6.55821906,5.743612773,5.491595251,5.562654397,6.655503775,5.68759615,11.07628304,7.137919134,7.491658047,7.466487687,6.022707601,7.290585999,7.832768868,6.506544411,6.366773065,9.387781999,5.893267974,4.727253356,6.274188715,6.062434508,5.68759615,9.019314196,5.981389365,7.088532373,5.214026914,7.054565234,7.0197095,6.173406511,6.909269976,8.252006345,7.793160393,6.909269976,6.022707601,6.062434508,7.587995592,5.072266532,4.727253356,7.772928621,7.644978739,5.322037473,7.319162479,7.587995592,7.304949077,5.072266532,5.796258484,5.322037473,7.731566629,5.562654397,5.627568767,5.491595251,9.470706048,6.173406511,5.893267974,5.562654397,7.0197095,4.727253356,8.744208312,6.173406511,7.290585999,6.55821906,8.460886843,5.322037473,7.360936543,7.319162479,8.534181363,6.424658333,8.833870394,4.727253356,5.562654397,5.627568767,4.727253356,5.072266532,7.540664034,8.154375535,6.208019387,5.938310258,8.057868943,6.506544411,6.830110134,6.336725957,9.278686542,5.68759615,5.412466525,8.237416257,5.796258484,7.24656449,6.607811944,7.261397249,5.491595251,6.30588174,8.876681504,6.830110134,4.727253356,7.762702122,6.723813711,5.796258484,6.241589364,6.55821906,6.889926247,8.504098028,7.071656833,1
SEQ12157,7.628911645,6.988790678,7.783977525,7.498311137,5.727825638,6.432996111,6.856370628,5.181861874,6.049917226,8.390275269,6.64202445,7.505500503,6.759958897,5.625650305,5.36756173,6.796963302,8.858854894,8.603070095,7.705493452,7.439407335,5.549514736,9.536083512,5.847694231,9.274623493,8.278940195,7.109142887,6.313074244,10.10656641,5.36756173,5.251475857,8.180479315,8.283070144,6.867932248,7.939438627,6.988790678,7.547869434,8.738167613,7.288475804,6.571384122,9.522257539,7.723999903,6.759958897,4.990443843,6.294889774,7.288475804,8.283070144,7.818769186,5.36756173,5.625650305,6.747382827,7.192798259,7.975761842,6.480900484,9.50478614,6.890752037,7.128187855,7.476515823,5.417940955,5.251475857,6.55675993,7.446909388,7.060310423,5.695134514,7.146966485,7.288475804,6.465143356,7.408983399,7.588981487,7.070220733,5.181861874,8.704803255,6.695799631,5.953934524,9.6000017,9.492428695,7.928886331,6.11650496,7.554806612,7.955120414,5.251475857,6.313074244,9.427143296,9.787907909,8.351504693,6.158704443,5.508345203,9.399041614,5.251475857,7.547869434,6.158704443,6.432996111,5.847694231,6.049917226,4.727253356,6.796963302,7.424279472,6.967626826,6.276412568,6.913179851,6.600123517,5.875372063,5.625650305,5.549514736,6.526979193,5.251475857,11.28284737,6.821054669,7.401271052,7.760293913,5.759327004,7.588981487,7.85829863,6.365975408,6.449177397,9.551480582,5.902269829,5.098948395,6.179207398,6.158704443,5.902269829,8.811223211,6.179207398,7.146966485,5.727825638,6.541959915,6.867932248,5.928441363,7.228375878,7.772185766,7.346035553,6.821054669,5.928441363,5.759327004,7.680430489,4.727253356,5.098948395,7.705493452,7.66772818,5.312559233,7.377870637,7.060310423,7.174652048,5.098948395,5.417940955,5.251475857,7.8301773,5.251475857,5.36756173,5.36756173,9.635749668,6.219106414,6.026750393,5.661126637,7.009621153,4.727253356,8.811223211,6.294889774,7.483819212,6.416592667,8.486404222,5.417940955,7.424279472,7.519768065,8.468414144,6.526979193,8.707868721,4.990443843,5.661126637,6.026750393,4.727253356,5.098948395,7.346035553,8.135443558,6.257631203,5.727825638,7.98597041,6.511812657,6.682569355,6.11650496,9.333235246,5.789746216,5.464648168,8.055436097,5.312559233,7.377870637,6.600123517,7.288475804,5.508345203,6.276412568,8.479235386,6.55675993,5.098948395,7.674093792,6.924251294,5.625650305,5.902269829,6.137809859,6.879392072,8.625950855,6.902014022,0
SEQ12170,7.801942201,6.832555236,7.877243378,7.348857959,5.889772154,6.237199919,6.880240172,4.993910764,6.196892088,8.359882458,6.868481894,7.631281003,6.563158776,5.637141913,5.740528235,7.095709038,8.920047108,8.684896356,7.716054846,7.459741882,5.518413821,9.566193238,6.04282403,9.309419326,8.247238021,7.125215868,6.21722764,9.903750622,5.187817042,5.673041843,8.189643727,8.565006713,6.844641622,8.066925743,6.959714918,7.597251056,8.655853071,7.182353974,6.880240172,9.569647394,7.70971349,6.783046627,5.320184709,6.21722764,7.191645854,8.441720886,7.888478274,5.103830939,5.707452684,6.795603171,7.07567023,7.807880165,6.592847767,9.319717747,6.731553421,7.105617006,7.651306612,5.320184709,5.258324119,6.868481894,7.684056194,7.105617006,5.518413821,7.323883964,7.373384341,6.176176963,7.413311372,7.848757052,6.844641622,5.103830939,8.544009647,6.469521249,6.111571398,9.674415693,9.478867958,8.110618292,6.176176963,7.624541283,7.831383899,5.320184709,6.578092358,9.282292982,9.788466588,8.194157959,6.256824092,5.740528235,9.439757004,5.426891235,7.51931348,6.133536357,6.385526729,5.637141913,5.916972468,5.187817042,7.05532617,7.541007382,6.844641622,6.155064705,6.937494832,6.155064705,5.740528235,5.320184709,5.375881348,6.469521249,5.426891235,11.23447153,7.05532617,7.497274047,7.637988251,6.04282403,7.657918355,7.428962865,6.664111242,6.276114299,9.393716589,5.943436264,4.993910764,6.350187413,6.111571398,6.066240588,9.044602865,5.916972468,7.013681149,5.320184709,6.844641622,6.808038435,6.066240588,6.981566509,7.894062259,7.690514853,7.085727176,6.04282403,5.916972468,7.716054846,4.993910764,4.993910764,7.894062259,7.489848789,5.426891235,7.482383401,7.182353974,7.289858573,5.103830939,5.707452684,5.103830939,7.526582614,5.187817042,5.518413821,5.258324119,9.46965181,6.350187413,6.196892088,5.518413821,6.903443482,4.727253356,8.713361806,6.237199919,7.397479622,6.62184282,8.46798864,5.560086546,7.56236683,7.474877431,8.46798864,6.436629035,8.870401392,5.103830939,5.772397251,5.518413821,4.993910764,5.187817042,7.555283515,8.255895015,5.994343295,5.889772154,7.964708498,6.517238285,6.844641622,6.29508375,9.24386776,5.707452684,5.560086546,8.134321825,5.637141913,7.281217854,6.385526729,7.04503652,5.426891235,6.176176963,8.684896356,6.744622445,5.103830939,7.637988251,6.948651777,5.861780727,6.089147555,6.29508375,7.034666709,8.642753205,7.154088043,1
SEQ12158,7.744999912,6.76102273,7.645763664,7.251786821,5.668852211,6.307119192,6.693106678,5.154302249,6.03717416,8.504417268,6.639667002,7.575449688,6.710428755,5.39886388,5.713136903,6.871857801,8.828818021,8.802528797,7.776572689,7.055649273,5.572338748,9.592700231,5.622060112,9.474249101,7.945503926,7.274417007,6.376920879,10.25286112,5.329026967,5.519130557,8.019652574,8.442395573,6.931189539,7.822636974,6.931189539,7.482229517,8.603603261,7.240328775,6.484802466,9.633658839,7.584435922,6.505263485,5.029771638,6.525386059,7.29667695,8.186698304,8.039217053,5.029771638,5.755242665,6.421250816,7.094672749,7.679632312,6.307119192,9.117703013,7.068784233,7.263149005,7.881795289,5.39886388,5.572338748,6.657733584,7.37184647,7.107431508,5.668852211,7.285592459,7.157286803,6.307119192,7.462806888,7.852527409,7.081791177,5.249337422,8.744515553,6.639667002,5.973930405,9.817003859,9.781004331,7.88901807,6.153240029,7.628515555,7.807449685,5.519130557,6.421250816,9.863040867,9.792470118,8.226974545,6.25812462,5.668852211,9.507111019,5.461671461,7.584435922,6.25812462,6.307119192,5.833915565,6.153240029,5.249337422,6.710428755,7.37184647,6.871857801,5.795431304,6.916606895,6.639667002,5.795431304,5.622060112,5.461671461,6.583844746,4.727253356,11.54718851,7.015448482,7.443106803,7.5664049,5.795431304,7.529624009,7.240328775,6.505263485,6.484802466,9.681729916,5.795431304,4.727253356,6.330854813,6.03717416,5.940762761,8.68816333,5.668852211,7.055649273,5.622060112,6.39929331,6.693106678,6.006040677,6.871857801,7.5664049,7.081791177,6.945611985,6.282884326,5.940762761,7.5664049,5.029771638,4.727253356,7.752960103,7.679632312,5.519130557,7.501382713,7.217118142,6.945611985,4.727253356,5.461671461,5.029771638,7.859901698,5.329026967,5.519130557,5.572338748,9.616554946,6.25812462,5.870871175,5.249337422,6.871857801,4.727253356,8.581658031,6.03717416,7.671241959,6.564665244,8.843626678,5.154302249,7.557300761,7.423120855,8.271648075,6.856593576,8.586074119,5.029771638,6.067401627,5.940762761,4.727253356,5.622060112,7.72894237,8.232636158,6.25812462,5.973930405,7.896203966,6.505263485,6.76102273,5.973930405,9.452720192,5.461671461,5.249337422,8.169080916,5.39886388,7.094672749,6.525386059,7.228773141,5.713136903,6.505263485,8.215583161,6.710428755,4.727253356,7.538911156,6.916606895,5.249337422,5.755242665,6.39929331,6.793673303,8.977167589,6.675544149,0
