,FAH,SALL4,CIRH1A,LRRIQ1,NCCRP1,STAC2,PDP2,FAM47C,ZNF737,MAX,CSTA,MMS19,C2orf91,VENTX,C3orf30,SH3BP5L,NCAM2,PIK3R3,CNNM1,DHCR7,RP4-758J18.2,HECW2,ORM2,TACC1,SYNDIG1,NOXRED1,KCTD17,COL25A1,OR6Y1,DEFB110,RAB20,MAP3K7CL,DUOX1,MMP2,SERPINB2,NXPH1,SIPA1L2,AASDH,TOR1B,PLEKHM3,GLTP,ADAM11,BLID,RP11-178C3.1,SYCP1,MKNK1,TOPBP1,TNFRSF12A,LRRC3C,DCLRE1B,TCFL5,PEX5L,CEBPZ,RBFOX3,ART1,NUS1,CCDC50,DPEP2,LINC00346,NXF1,KIAA1755,TYRO3,LPAR4,TMEM255A,FAM163A,FAM200A,CD5,ARL3,PCP4L1,AC009060.1,PRICKLE1,DBH,TUBB4A,HOMER2,ITGB5,RRAGD,AVPI1,WRB,ST8SIA5,FRG2C,KEL,GLIS3,TCF20,AP3S1,RP11-480I12.4,CTB-129P6.11,UBE3C,OR10J5,RP11-286N22.8,TIMM21,ISOC2,RING1,RMDN1,TMSB4Y,MPHOSPH6,RP11-162A12.2,FSD1,GAGE2C,MRPL14,RP11-257K9.8,SERTAD3,RP11-552I14.1,SLCO1B3,TRAPPC3L,KRT35,CDKAL1,CD53,PQLC2,POU2F3,C19orf18,SMC3,COL4A6,ZNF626,GSTA4,PPFIBP1,ZNF570,OR1J4,CCDC11,HMGB3,PPP1R1A,POR,AKR1B10,B3GALT5,SBK3,LILRB4,STRA6,ZNF619,TXNDC15,LIMS3,NBPF9,C16orf47,TOMM7,AC016586.1,UBAP2L,OR13C2,AL133318.1,EFTUD2,GLT8D2,RNF181,HOXA3,AC008132.1,VILL,OR2A2,NOP10,UTS2R,HKDC1,GABARAPL3,TMEM114,RP11-794P6.2,SRGAP1,RNF187,METTL17,SWSAP1,SLC26A2,HIST1H1B,PRPSAP2,COL3A1,CCDC7,ZBTB26,NMNAT3,FUOM,OSBP,KLRG1,SLC27A6,ARHGEF39,HCAR1,PCDHB14,DNAJC28,WDR5B,FLJ00325,EBLN1,SCN1A,XPNPEP3,NOX1,GDF9,CHST8,RP11-58C22.1,SUN5,MLX,ASPH,DYNAP,RNF151,FAM208A,C3orf36,TRMU,EMC7,CCDC113,SFRP2,PEA15,ARID3A,NFE2L1,OR5AN1,ASS1,FAM71F1,TCTEX1D4,FBXL16,DEDD,MED25,CYP7B1,SIDT2,Diagnosis
SEQ12123,7.449508352,6.835977629,7.744728509,7.411011175,5.62064071,6.162788273,6.875357462,5.317379666,6.467422743,8.428557427,7.185115996,7.593585768,6.197185886,5.485662587,5.407124535,7.397935519,9.340065392,8.583845826,7.713690349,7.316749353,5.735856961,9.515914555,6.294452682,9.032059915,8.323846608,6.950722231,6.354983323,9.411733847,4.727253356,5.317379666,8.087998287,8.708422283,7.154041396,8.013926323,7.638467178,7.852990219,9.002791632,7.486959114,6.986843235,9.6185741,8.181093071,6.855816736,5.210197572,6.354983323,7.397935519,8.377163939,7.754923394,5.485662587,5.680237274,6.968906358,7.302737047,8.377163939,6.894609449,9.402168651,6.894609449,7.302737047,7.411011175,5.407124535,5.407124535,6.519921108,7.890376445,6.731929529,5.680237274,7.288579266,7.423963608,6.467422743,7.288579266,7.411011175,6.894609449,5.210197572,8.079957026,6.354983323,6.493955862,9.158745492,8.97291395,8.692775394,6.467422743,7.384734163,7.27427279,5.680237274,6.3841092,9.379599321,9.667282559,8.789101127,6.090555471,5.62064071,9.440053604,5.06953982,7.558947114,6.197185886,6.618615182,5.78813429,5.884477346,5.210197572,6.731929529,7.411011175,6.950722231,6.262950399,6.710064942,6.642109052,5.680237274,5.407124535,5.210197572,6.162788273,5.485662587,10.77791392,6.875357462,7.627381827,7.627381827,6.013054034,7.804813632,7.72411314,6.519921108,5.929215857,9.295973587,5.972007893,5.210197572,6.642109052,5.884477346,5.680237274,9.214489898,5.680237274,7.106040948,5.485662587,6.835977629,6.731929529,6.090555471,7.288579266,7.804813632,7.523421089,6.493955862,5.78813429,6.325113241,7.785070142,4.727253356,5.06953982,7.703189238,8.030725356,5.485662587,7.302737047,7.200389021,7.371404546,5.06953982,5.837549656,5.62064071,7.627381827,5.210197572,5.317379666,5.680237274,9.386083922,6.197185886,6.162788273,6.3841092,7.169668222,4.727253356,8.566766139,5.884477346,7.462105257,6.23054938,8.330621502,5.210197572,7.523421089,7.384734163,8.310199285,6.731929529,9.13197219,5.06953982,5.837549656,5.884477346,4.727253356,5.06953982,7.616207476,8.323846608,6.013054034,5.680237274,7.890376445,6.665170524,6.932283352,6.294452682,9.688412793,6.197185886,5.556198293,8.317039308,5.317379666,7.106040948,6.687817044,6.913581848,5.680237274,6.294452682,9.088864771,6.835977629,5.210197572,7.330619296,6.3841092,5.680237274,6.412532826,6.3841092,7.330619296,8.622922115,7.230427254,0
SEQ12106,7.765468334,6.693600177,7.837075788,7.28153776,5.855958926,6.315502505,6.873647764,5.054005109,6.067762956,8.433324221,6.421690528,7.645687592,6.855836318,5.691554071,5.519353629,6.96749544,8.777772963,8.486731788,7.573823634,7.452785139,5.610170632,9.433062406,6.014261395,9.254100817,8.058664398,7.207908254,6.631016718,9.950859528,5.188373083,5.290824245,8.313886817,8.418930729,6.908556823,7.81508858,6.772506855,7.620446017,8.475653048,7.158878496,6.553804515,9.512133993,7.80619634,7.100567121,4.958548098,6.287370258,7.151726436,8.19030785,7.694839253,5.290824245,5.976985232,6.782036193,7.115384144,7.737643224,6.471417182,9.66562477,6.98386155,7.228388575,7.369834763,5.290824245,5.486404296,6.553804515,7.441237004,7.062790396,5.855958926,7.332689621,7.201012031,6.396028218,7.536447306,7.888482314,7.008036998,5.376658029,8.663002146,6.891218945,6.228935834,9.661980403,9.631246452,7.760869052,6.446811616,7.557928409,8.009342898,5.376658029,6.471417182,9.522891998,9.876309468,8.069806054,6.369796799,5.550862028,9.35843053,5.519353629,7.525580548,6.18302647,6.565134039,5.855958926,5.95781937,4.727253356,6.934140652,7.498034355,6.959235623,6.18302647,6.641666196,6.471417182,6.101974283,5.550862028,5.451816114,6.446811616,5.127016616,11.15844854,6.693600177,7.620446017,7.751624918,5.897994684,7.405999664,7.880044016,6.396028218,6.287370258,9.334195355,5.877207939,4.958548098,6.329315477,6.014261395,6.101974283,9.079130908,5.95781937,6.959235623,5.665315379,6.507410396,6.810207708,5.665315379,7.100567121,7.704465198,7.320080285,6.723765986,6.18302647,6.198541036,7.650681466,4.958548098,4.958548098,7.87580581,7.452785139,5.242259339,7.447023171,7.201012031,7.221596155,5.127016616,5.376658029,5.550862028,7.573823634,5.188373083,5.665315379,5.765747983,9.35692774,6.228935834,6.050232493,5.610170632,6.846838226,4.727253356,8.764203873,5.877207939,7.3575647,6.483534136,8.569795575,5.691554071,7.435426425,7.41193561,8.207195665,6.446811616,8.658116314,4.958548098,5.519353629,5.789150192,4.958548098,5.054005109,7.788240934,8.127790944,6.421690528,5.877207939,7.905208611,6.396028218,7.085584308,6.315502505,9.293920574,5.581090166,5.811961877,8.073500527,5.376658029,7.38199595,6.213841841,7.078029481,5.451816114,6.243829591,8.933326824,6.713790169,4.958548098,7.921738523,6.846838226,5.716999947,6.459177311,6.356458298,7.275006662,8.320102705,6.837777302,1
SEQ12198,7.635280604,6.581553018,8.081773255,7.427984612,5.408394742,5.974239361,6.832711205,5.285101048,6.199763166,8.433260689,6.763844112,7.789380764,6.443215526,5.46186059,5.349992901,6.984476819,9.384665716,8.711524408,7.511427169,7.183779084,5.408394742,9.50516191,5.91666978,9.194991323,8.021208852,6.705955421,6.386955023,9.675966434,5.285101048,5.557733527,8.314840813,8.697601687,6.935815334,8.124247029,7.244145527,7.679021949,8.859481618,7.282947086,6.791834488,9.775125617,7.769340552,6.496951373,5.408394742,6.153587317,7.183779084,8.129467808,7.885501318,5.122931918,5.719529827,6.46139496,7.076742198,8.009912844,6.531496001,9.219507663,6.660737405,7.453551686,8.263621514,5.211108032,5.211108032,6.581553018,7.664593467,6.597797633,5.642678403,7.4869198,6.972478786,6.367591329,7.08783857,7.59012039,6.805604438,5.285101048,8.070952682,6.347902733,6.222148815,9.507153427,9.552213705,8.015572138,6.176917173,7.141981898,7.393138838,5.285101048,6.327876173,10.19492497,9.631025004,8.350966118,6.080426566,5.719529827,9.404037834,5.408394742,7.612883786,6.199763166,6.286752348,5.681987309,5.823358296,5.007477362,6.996366919,7.244145527,6.832711205,6.001830049,6.77791558,6.386955023,6.001830049,6.153587317,5.755502196,6.443215526,5.122931918,11.10062168,7.141981898,7.214298775,7.461969688,6.02869507,7.4869198,8.249326327,6.613832502,6.514346033,9.640126233,5.719529827,5.007477362,6.443215526,6.386955023,6.080426566,9.197461867,5.719529827,7.194029073,5.349992901,6.67599075,6.749616339,6.02869507,7.065552871,7.224320903,7.301940721,6.935815334,6.265624121,5.886568147,7.952036057,5.007477362,4.727253356,7.80258349,7.627854975,5.349992901,6.935815334,6.660737405,6.91079223,5.122931918,5.681987309,5.211108032,7.511427169,5.122931918,5.601361537,5.349992901,9.487113111,6.176917173,6.222148815,5.855492698,6.67599075,4.727253356,8.651393814,6.265624121,7.627854975,6.386955023,8.263621514,5.511404869,7.80258349,7.339152634,8.277774366,6.691061824,8.633216365,4.727253356,5.91666978,5.886568147,5.007477362,5.349992901,7.664593467,8.394870839,6.367591329,5.9458718,7.627854975,6.791834488,6.327876173,6.265624121,9.569468927,5.681987309,5.557733527,8.097850578,5.211108032,7.131326606,6.565092347,7.019831557,5.681987309,6.386955023,8.42904585,6.613832502,5.122931918,8.070952682,6.597797633,5.408394742,5.719529827,6.105371287,7.019831557,9.052118996,6.984476819,1
SEQ12176,7.732493286,6.738411904,7.988448725,6.993901248,5.933467299,6.563915062,7.029135949,5.147534871,5.976393628,8.234470791,6.473239493,7.618793928,6.659985494,5.817053642,5.524689673,6.984944156,9.018836277,8.453499582,7.663207668,7.596043987,5.45019147,9.256802582,5.955161299,9.052115116,8.088813894,6.957702561,6.624820962,9.721934449,5.21198722,5.524689673,8.2308232,8.4314664,7.10516011,7.852036867,6.636652491,7.303347866,8.366570353,7.310421356,6.563915062,9.614812289,7.700941855,6.957702561,5.070814116,6.38970186,6.957702561,8.252569574,7.716806601,5.524689673,6.09530471,6.648373234,7.451099657,7.555312461,6.330543078,9.676046031,6.882171603,6.948495487,7.385905591,5.21198722,5.524689673,6.432200881,7.646718027,7.046408768,5.45019147,6.920480975,7.230514941,6.202251025,7.601766467,7.711538342,7.169294112,5.366279763,8.219823887,6.975925954,6.315272104,9.716763477,9.623128857,7.543451802,6.284109836,7.412355304,7.74285417,5.366279763,6.268204995,9.715467827,9.879460492,8.060269286,6.09530471,5.62387898,9.446916428,5.559215889,7.657732769,6.268204995,6.563915062,5.911285381,5.817053642,4.970473803,6.600815929,7.463775967,7.379212757,5.997188237,6.84270271,6.360496025,5.817053642,5.976393628,5.59222257,6.375189604,5.559215889,11.07650249,6.563915062,7.63003087,7.57873375,6.113877539,7.372487102,7.345249394,6.315272104,6.150089162,9.378125393,5.791931926,4.727253356,6.375189604,6.057156376,6.017567064,9.183654222,6.076402568,7.177100154,5.683677,6.473239493,6.948495487,5.911285381,7.063460349,7.921893437,7.482574641,6.801994647,6.076402568,5.976393628,7.549394818,4.970473803,4.970473803,7.722055076,7.531488745,5.524689673,7.260117948,7.379212757,7.274681004,4.970473803,5.62387898,5.654324817,7.624423741,5.31955656,5.976393628,5.739482312,9.207838263,6.432200881,5.976393628,5.559215889,6.727500591,4.970473803,8.741089098,5.841508129,7.596043987,6.360496025,8.405861507,5.366279763,7.463775967,7.16144261,8.245357702,6.499842533,8.629583892,5.31955656,5.865339375,5.911285381,4.727253356,5.147534871,7.274681004,8.33976088,6.09530471,6.076402568,8.084771173,6.716494945,6.891854723,6.150089162,9.135970138,5.40962126,5.766093489,8.001391154,5.654324817,7.567072526,6.459715087,7.145600944,5.559215889,6.432200881,9.062358495,6.812292522,4.970473803,8.322744903,6.716494945,5.955161299,6.512928535,6.252074688,7.192578068,8.514638867,7.16144261,0
SEQ12180,7.718655275,6.590128565,7.992278544,7.224845382,5.635684141,6.25450571,6.647396841,5.103211294,6.131377199,8.298550521,6.754661472,7.839200907,7.112207895,5.257455085,5.635684141,6.900397873,9.077076785,8.638569386,7.544571369,7.328831322,5.472969294,9.578922538,5.770739478,9.275797454,8.212520098,7.052136241,6.400307893,10.03237339,5.103211294,5.558745347,8.355817829,8.379672905,6.780122517,7.706009539,6.945562174,7.112207895,8.715398458,7.29504413,6.728683214,9.622665758,7.572813221,6.675077655,5.103211294,5.941534787,7.242738094,8.456423434,7.862115074,4.727253356,5.770739478,6.675077655,7.361803177,7.627629992,6.702163853,9.245964028,6.702163853,7.361803177,7.981879018,5.103211294,4.727253356,6.702163853,7.39399996,7.169702684,5.770739478,7.242738094,7.242738094,6.434090052,7.600491828,7.530231688,6.853617326,5.257455085,8.638569386,6.647396841,6.040786033,9.797238431,9.696943756,7.780223883,6.040786033,7.600491828,7.680369318,5.103211294,6.728683214,9.773558333,9.758558064,8.203623432,6.2149597,5.558745347,9.46151569,5.472969294,7.345416575,6.365533665,6.530085919,6.087047268,5.831191155,5.103211294,6.989226904,7.572813221,6.877217487,6.087047268,6.945562174,6.46694343,5.831191155,5.831191155,5.770739478,6.754661472,5.257455085,11.27841794,6.780122517,7.39399996,7.718655275,5.887945976,7.260397958,7.614127096,6.329696622,6.560472998,9.6811192,5.831191155,4.727253356,6.400307893,5.770739478,5.992371408,9.002517885,5.941534787,6.923174434,5.831191155,6.329696622,6.829580398,6.131377199,7.092482394,7.706009539,7.131647371,7.031495831,6.173962015,6.040786033,7.755920438,4.727253356,4.727253356,8.082582377,7.680369318,5.257455085,7.010529807,7.092482394,7.312042288,5.103211294,5.635684141,5.103211294,7.425458912,5.257455085,5.887945976,5.103211294,9.512499131,6.434090052,5.941534787,5.635684141,6.877217487,5.103211294,8.75231963,6.25450571,7.48629895,6.46694343,8.395357205,5.472969294,7.515741945,6.923174434,8.355817829,6.647396841,8.651664209,5.103211294,5.374825695,5.992371408,4.727253356,5.103211294,7.361803177,8.306874022,6.329696622,5.770739478,7.906852731,6.530085919,6.675077655,5.992371408,9.483587319,5.831191155,5.257455085,7.971402296,5.472969294,7.39399996,6.400307893,7.277831287,5.374825695,6.131377199,8.550397964,6.498924926,4.727253356,8.012850589,6.853617326,5.472969294,6.040786033,6.292717262,7.052136241,8.550397964,7.010529807,1
SEQ12178,7.819368455,6.91476441,7.781278702,7.512434831,5.980450402,6.130007478,7.096097115,5.115922175,5.925327971,8.569578537,6.485948861,7.52795819,6.787233372,5.586229817,5.980450402,6.645631272,8.977751994,8.689839169,7.794090579,7.074738609,5.497754068,9.634429662,5.586229817,9.295132039,8.02849255,7.053032937,6.261325091,10.24419883,5.396469187,5.396469187,8.320219657,8.337692899,6.890238889,7.755298068,6.98570596,7.49673528,8.598798718,7.178284122,6.415720724,9.558661809,7.728826151,6.615300451,5.586229817,6.301894584,7.432088425,8.438256355,7.755298068,5.396469187,5.804688373,6.51958809,7.274444853,7.904421762,6.341081751,9.434943597,6.890238889,7.236795123,7.217571175,5.586229817,5.586229817,6.301894584,7.29288592,7.030967764,5.497754068,7.074738609,7.198070373,6.451348301,7.701843426,7.819368455,6.91476441,5.115922175,8.983291158,6.301894584,5.866924,9.888327384,9.765363393,7.819368455,6.451348301,7.573511037,7.962173556,5.275277008,6.890238889,9.135278598,9.979658997,7.962173556,6.485948861,5.737895046,9.498132043,5.275277008,7.715399906,6.219251654,6.584213044,6.219251654,5.980450402,4.727253356,6.732469745,7.198070373,7.137818728,6.032720221,6.98570596,6.675245704,5.737895046,5.665550522,5.737895046,6.732469745,5.275277008,11.49011275,6.962480863,7.603069436,7.868598514,6.082479742,7.29288592,7.158203401,6.51958809,6.415720724,9.451002803,5.804688373,4.727253356,6.175533743,6.261325091,5.665550522,8.89787031,5.925327971,7.217571175,5.737895046,6.732469745,7.008530044,5.497754068,6.890238889,7.892581727,6.98570596,6.938839194,6.341081751,5.866924,7.904421762,4.727253356,5.115922175,7.995722394,7.617616179,4.727253356,7.54330942,7.311080746,7.217571175,5.115922175,5.275277008,5.115922175,7.558492441,5.115922175,5.586229817,5.586229817,9.562361699,6.261325091,5.804688373,5.275277008,6.839759162,4.727253356,8.80077084,6.082479742,7.49673528,6.485948861,8.716724611,5.115922175,7.76834862,7.178284122,8.248097872,6.865243836,8.576939789,5.115922175,5.737895046,5.665550522,4.727253356,5.115922175,7.844199119,8.162328817,6.219251654,5.804688373,8.039249196,6.261325091,6.675245704,6.37899271,9.44299561,5.665550522,5.396469187,8.142543915,5.396469187,7.096097115,6.485948861,7.198070373,5.497754068,6.37899271,8.52459617,6.645631272,4.727253356,7.54330942,6.813763363,5.396469187,6.082479742,6.415720724,6.962480863,8.856196303,6.890238889,0
SEQ12122,7.871318285,6.656764882,7.784222542,7.196424853,5.931291063,6.609715405,7.008004434,5.211071025,6.092873747,8.426742829,6.342815161,7.568752905,6.819090788,5.523205808,5.523205808,6.829215187,8.568474592,8.646675925,7.63140248,7.557052103,5.62222127,9.230201071,6.035208823,9.208323378,7.876002181,7.117736105,6.798600731,9.787253596,5.408343113,5.26755325,8.665575764,8.314652269,7.008004434,7.743706463,6.777779451,7.327472755,8.45188337,7.141829499,6.798600731,9.577338036,7.625822281,6.849229544,5.070161743,6.147574718,6.798600731,8.417199654,7.669850172,5.448840327,6.015256967,6.645167246,7.327472755,7.636960401,6.522827983,9.650763745,7.07659252,7.149765592,7.395180593,5.146738665,5.523205808,6.386839376,7.509235191,7.008004434,5.652614444,7.241526841,7.188759497,6.386839376,7.691353469,7.648010137,7.084923071,5.448840327,8.654806455,6.839260997,6.386839376,9.790934378,9.688093743,7.804049571,6.372347392,7.521345127,7.88996101,5.365080124,6.386839376,9.257087991,9.918663659,7.962157405,6.182569372,5.557671128,9.359872252,5.318442131,7.503140229,6.074000736,6.535622361,5.815067809,5.909144976,4.727253356,6.767240866,7.313519594,7.196424853,6.147574718,6.839260997,6.41530072,5.710225323,5.737626489,5.523205808,6.597670549,5.26755325,11.16528673,6.668256461,7.591862668,7.658972926,5.863273865,7.226659079,7.591862668,6.54828451,6.386839376,9.341570277,5.710225323,4.727253356,6.233069113,6.074000736,5.863273865,9.366470182,6.054784376,6.999176484,5.909144976,6.535622361,6.88835641,5.994910286,7.101430085,7.722999961,7.421354819,6.878684345,6.129647521,6.216488597,7.712530573,4.970010881,4.727253356,7.842882382,7.427821248,5.408343113,7.381904008,7.292318637,7.141829499,5.26755325,5.487015959,5.487015959,7.764111015,5.26755325,5.737626489,5.523205808,9.358218028,6.429279638,6.074000736,5.652614444,6.819090788,5.070161743,8.992672012,6.054784376,7.557052103,6.372347392,8.533603698,5.764192792,7.465994783,7.173296993,8.100328925,6.54828451,8.649391241,5.211071025,5.764192792,5.62222127,4.727253356,5.318442131,7.211626392,8.196701396,6.054784376,6.129647521,7.970927395,6.327763892,6.849229544,6.054784376,9.186107431,5.365080124,5.557671128,7.852425086,5.318442131,7.421354819,6.429279638,7.084923071,5.365080124,6.456756288,9.051234434,6.829215187,4.727253356,8.185476582,6.767240866,6.092873747,6.233069113,6.147574718,7.20404698,8.57420454,7.034141125,0
SEQ12113,7.715163164,6.595939365,7.823683532,7.102771636,5.743153263,6.423940374,6.799247251,4.727253356,6.106923928,8.364304692,6.849505307,7.588023079,6.692415783,5.905234252,5.543575108,7.075367961,8.957026251,8.655831051,7.559198665,7.394419597,5.543575108,9.38861465,6.376809087,9.333946503,8.291189334,7.181776397,6.692415783,9.886896437,5.167727125,4.727253356,8.364304692,8.449426919,6.959737543,8.145453691,7.075367961,7.47926655,8.771689421,7.25641069,6.764619356,9.489588227,7.916914958,6.959737543,5.167727125,6.011035919,7.047390175,8.164510154,7.688877887,5.34780472,5.976994416,6.764619356,7.004288652,7.52976243,6.615838939,9.469445537,6.929177865,7.116265949,7.033177802,5.167727125,5.543575108,6.764619356,7.662088137,6.710854562,5.786436317,7.268459978,7.458539737,6.400609156,7.48951439,7.732415952,6.897889644,5.59833437,8.563523372,6.469278368,6.166368504,9.643567484,9.350566269,8.164510154,6.194920602,7.468942068,7.706456248,5.039317743,6.302360656,9.548377738,9.766245123,8.285406325,6.276439871,5.543575108,9.238935955,5.265688708,7.394419597,6.0759224,6.534245917,5.697617584,5.976994416,4.727253356,6.5757156,7.697694726,7.116265949,6.469278368,6.746948292,6.555155441,5.827737288,5.59833437,5.543575108,6.555155441,5.419744661,11.04675917,7.018811833,7.47926655,7.715163164,5.941764038,7.349947067,7.47926655,6.512973218,6.446823642,9.328363617,5.59833437,4.727253356,6.276439871,6.106923928,5.976994416,9.140387962,5.786436317,6.832968598,5.543575108,6.67370427,6.764619356,6.327710292,7.194504798,7.997272532,7.597499765,6.913627176,6.327710292,6.376809087,7.680005005,5.039317743,5.039317743,7.878816769,7.383435963,5.419744661,7.315618085,7.207114425,7.349947067,5.039317743,5.543575108,5.59833437,7.643938013,5.543575108,5.59833437,5.419744661,9.285786287,6.352517604,6.0759224,5.697617584,6.881960308,4.727253356,8.669177246,6.0759224,7.48951439,6.534245917,8.510091668,5.59833437,7.47926655,7.102771636,8.158186412,6.534245917,8.912889591,4.727253356,5.697617584,5.649489889,4.727253356,5.039317743,7.67107534,8.093347056,6.469278368,5.743153263,7.954009668,6.276439871,6.974755484,6.534245917,9.333946503,5.34780472,5.484422995,7.982998438,5.167727125,7.315618085,6.222756002,6.764619356,5.649489889,6.5757156,9.153082531,6.881960308,4.727253356,7.643938013,6.849505307,5.941764038,6.302360656,6.352517604,7.219607605,8.296948924,7.047390175,1
SEQ12099,7.861054693,6.759507224,8.051438548,6.970865351,6.038194255,6.495598405,7.006520249,5.256350218,6.006228095,8.162410419,6.485047157,7.491656225,6.557056556,5.80929863,5.440392817,6.888851538,9.055329377,8.443704309,7.636344818,7.481781376,5.501123555,9.162245683,5.956319777,9.076394174,7.990787872,6.90414979,6.586669555,9.43596913,5.256350218,5.471431901,8.400515179,8.345290753,6.999465728,7.82666256,6.397129862,7.330014097,8.55672285,7.081744208,6.567006682,9.705845073,7.649579258,6.841849055,5.337081188,6.385669645,6.825795748,8.112756578,7.544742185,5.373483526,5.956319777,6.385669645,7.368212904,7.446652088,6.506058722,9.786604365,6.90414979,7.256106976,7.771430229,5.102423519,5.501123555,6.576877205,7.511196702,6.784767422,5.657855753,7.208544398,7.048077505,6.408480151,7.491656225,7.662689174,7.10154432,5.373483526,8.355976103,6.98524289,6.022334973,9.775764913,9.647572992,7.389571873,6.362409282,7.436448483,7.539999439,5.440392817,6.419722934,9.984424211,9.889821633,8.122200156,5.726019389,5.828971866,9.434716084,5.440392817,7.636344818,6.326628224,6.707437818,5.867114112,6.006228095,4.727253356,6.865562533,7.461817196,7.094976786,6.022334973,6.776402497,6.225390684,5.848236627,5.80929863,5.256350218,6.474403144,5.440392817,10.99061348,6.547025354,7.335536806,7.697058177,6.006228095,7.127497251,7.905640022,6.485047157,6.385669645,9.554911608,5.703903383,4.944264148,6.485047157,6.006228095,6.142987655,9.220155592,5.867114112,7.10154432,5.609064597,6.397129862,6.849801757,5.921609252,7.048077505,7.368212904,7.384263232,6.793078257,5.973231415,6.157156987,7.738863142,4.944264148,4.944264148,7.830525758,7.313310739,5.501123555,7.081744208,7.075078472,7.088376863,5.033865011,5.501123555,5.828971866,7.486727626,5.256350218,5.939116731,5.557040036,9.302179821,6.198599052,6.12863122,5.440392817,6.68959631,5.033865011,8.720381758,5.921609252,7.400127955,6.430860545,8.262485899,5.657855753,7.415811514,7.108079803,7.934597876,6.17114503,8.400515179,5.160059404,5.657855753,5.867114112,4.727253356,5.102423519,7.061646325,8.355976103,6.157156987,5.973231415,8.134694476,6.586669555,6.653138895,6.142987655,9.131617435,5.373483526,5.557040036,8.007898104,5.40782096,7.591298378,6.474403144,7.03436899,5.681196799,6.485047157,8.896703474,6.606025245,5.033865011,8.570527554,6.707437818,5.903783305,6.198599052,6.238549845,7.232534234,8.622243595,7.127497251,0
SEQ12107,7.817738125,6.678568097,7.806630801,7.42413495,5.741899702,6.729055551,6.913208105,5.092448363,6.251470069,8.532021254,6.625975767,7.641097696,6.51361024,5.67871333,5.451951672,7.016362271,8.869811812,8.754429382,7.48164805,7.33308517,5.451951672,9.534083222,6.356740145,9.319345472,8.177110056,7.148513769,6.483833499,9.72963086,5.242356677,5.356480667,8.339056842,8.641365762,7.252285554,7.903569945,6.704063145,7.714452894,8.361833497,6.996366162,6.51361024,9.472959223,7.772771052,6.75356684,5.092448363,6.483833499,6.934495523,8.24411914,7.641097696,5.356480667,5.741899702,6.801225033,7.130415072,7.7497346,6.287642241,9.697345715,6.934495523,7.130415072,7.409373322,5.356480667,5.356480667,6.389811341,7.563662778,6.955443421,5.958041128,7.218571774,7.394451413,6.322706608,7.438739857,7.817738125,6.955443421,5.356480667,8.659822659,6.976063328,6.175442215,9.58631827,9.493623751,7.903569945,6.135373992,7.523262819,7.66598051,5.451951672,6.777617084,9.45199355,9.833202355,8.079476976,6.453305608,5.535427579,9.215311173,5.242356677,7.45319148,6.251470069,6.356740145,5.958041128,5.85616415,4.727253356,7.036061476,7.33308517,6.976063328,6.625975767,7.166372244,6.135373992,5.6103342,5.85616415,5.356480667,6.135373992,5.356480667,10.98624138,6.704063145,7.678257334,7.467493141,6.050468851,7.523262819,7.795434831,6.51361024,6.453305608,9.327044737,5.85616415,4.727253356,6.389811341,6.005298545,6.005298545,9.156008288,6.050468851,6.869565215,5.741899702,6.51361024,7.036061476,5.85616415,7.166372244,7.806630801,7.7497346,6.824408236,5.800823483,6.251470069,7.738072637,4.727253356,4.727253356,7.903569945,7.48164805,5.6103342,7.48164805,7.653594637,7.252285554,4.727253356,5.741899702,5.535427579,7.726312639,5.242356677,5.6103342,5.242356677,9.198615779,6.005298545,6.050468851,5.535427579,6.869565215,5.092448363,8.584521007,5.90843633,7.641097696,6.389811341,8.498201018,5.741899702,7.523262819,7.301337791,8.308109713,6.251470069,8.895966845,4.727253356,5.741899702,5.800823483,4.727253356,5.092448363,7.438739857,8.16850703,6.389811341,5.90843633,8.08863605,6.389811341,6.777617084,6.483833499,9.185965682,5.535427579,5.90843633,7.944599094,5.356480667,7.317303761,6.287642241,6.955443421,5.451951672,6.571070907,9.160326353,6.704063145,5.092448363,8.032770523,6.625975767,5.85616415,6.251470069,6.005298545,7.055473106,8.671996258,6.934495523,1
