,IGHV3-33,IGHV3OR16-13,IGKV1-12,IGLV2-8,IGLV2-11,IGHV1-3,IGHV1OR15-1,IGHV2-70,IGKV2-40,IGLV10-54,IGHV4-34,IGHV3-7,IGLV6-57,IGKV1-33,IGKV1-39,IGKV4-1,IGLV2-18,IGHV4-31,IGKV1-16,IGLV4-60,IGKV1-6,IGKV3-20,IGKV2-28,IGHV3-72,IGHV3-13,IGKV1D-33,IGKV1D-39,IGHV1-46,IGLV7-43,IGLV3-1,IGKV2-30,IGHV3-11,Diagnosis
RNA457_FPKM,5.208591473,0.0,0.578502385,20.82016775,23.02463912,3.351714249,3.587370312,0.643139523,0.0,2.41177321,0.143963521,7.496428209,5.707249223,0.815311434,5.495772654,23.11016903,1.725327742,0.268976576,1.218221953,1.590082521,1.514762823,6.763477058,1.771107301,1.789090714,0.937096121,1.356148915,15.61507858,0.35151748,5.531898572,9.111473918,2.361476401,2.190481545,0
RNA466_FPKM,18.46775785,0.230130764,0.816250346,8.012135659,18.88374959,13.98222999,7.592788282,3.630021096,0.0,0.340267428,2.842688083,12.4662989,7.132744887,0.575217844,3.265194855,29.28761142,4.204847495,2.846521946,1.074348671,1.346242976,0.427558735,8.934245046,2.707279675,1.975598474,2.644361007,4.464955103,16.63285181,0.991962253,9.91514155,9.183251704,4.373465,4.979675742,0
RNA471_FPKM,3.651074111,0.153675695,0.545337784,11.23039724,9.902890287,3.709159243,13.52731077,1.667278752,0.0,0.378899383,0.949603388,13.1239964,4.15047564,0.691771604,3.408463578,11.80065733,2.217793545,0.0,0.861359352,3.447566594,0.856825881,3.662794752,2.226096799,0.806602423,1.892861003,1.988698196,10.82368487,0.497089824,1.832299196,3.681200756,1.391380187,4.015236315,0
RNA476_FPKM,27.95998072,0.254842919,0.903887078,22.43933506,24.28133133,10.70058659,10.19061837,3.014385551,0.0,1.004880048,1.57383641,24.05131883,4.585623345,0.509556738,3.163490271,33.09728629,2.940463289,0.420158777,0.951711792,3.478091514,0.0,8.093853065,2.305954028,1.701444768,0.627412806,4.237619406,15.30741579,1.098464297,7.941875649,12.20167404,10.14601076,6.274320759,0
RNA483_FPKM,5.712204361,0.565423135,0.501493384,12.22680553,4.990451615,4.042867513,4.712530787,1.486901925,0.0,0.464687881,2.994359835,3.249623956,5.277953922,0.377032673,1.671793469,11.25489338,0.72529991,0.155447326,1.232220724,0.183788551,1.40081813,2.162568529,0.682525812,0.449616922,0.154724315,0.870908116,8.494480266,0.609538898,3.629450132,4.8483648,0.511780428,1.266051469,0
RNA488_FPKM,5.86759114,0.204728726,0.544566553,10.48189464,11.01895216,5.304776132,2.865605286,2.422040274,0.0,0.403640682,2.167726045,4.368951358,7.164112695,0.614086698,2.178619141,13.8331912,2.362644191,0.33770673,0.382376933,2.195638613,0.950726234,2.709569766,1.111654382,0.390549633,0.840176672,1.134935102,8.455357656,0.110334718,1.689045967,5.446371388,1.111654382,3.513406688,0
RNA499_FPKM,2.305469528,0.433044006,1.536326977,23.80214446,12.61151354,7.15957412,13.64099355,4.696954963,0.122156807,0.320299854,4.394950094,10.84280509,9.743597491,1.515654022,5.37714442,36.36967983,6.664393863,0.0,1.617614119,0.422277719,3.419437987,8.025388047,2.939799746,0.929632835,1.777494584,6.002633266,29.67868826,1.633666778,3.375029701,8.257852714,1.959801721,10.18027637,0
RNA50_FPKM,12.41003134,1.262738765,2.799817362,28.01952888,9.657384405,7.522884795,7.155220141,1.037548706,0.118697041,0.31122031,0.371521737,10.71125264,9.680473025,0.841750961,5.412940385,34.93456688,1.619281141,0.694247872,1.768731551,1.026084079,2.541364777,13.1860479,4.571558555,1.003898478,0.0,1.652953802,13.63268555,1.020733628,5.981711605,7.466179633,6.095343628,8.638196203,1
RNA504_FPKM,6.065809436,0.112261012,0.597114814,31.72002982,13.56707344,8.22324002,9.089381503,2.102296836,0.189848833,2.102296836,2.079598748,11.60715358,2.693158268,0.729420073,4.478704442,24.8861828,1.942763297,0.185086991,0.62870819,4.705268331,0.2084664,5.446623925,2.742385225,0.695906178,2.026668922,3.733055766,21.59683637,0.665212667,1.440414717,9.355583523,3.14862744,4.85728317,0
RNA519_FPKM,2.925194299,0.0,0.633470066,2.601257657,3.572162547,3.191794285,6.905106729,1.408711811,0.0,0.0,2.311365476,2.541052248,1.428665236,0.0,0.422377578,19.5288611,0.458055248,0.392771673,0.222261402,0.0,0.663476543,2.521594141,0.431041734,0.340704171,0.586328107,0.770070207,3.800172922,0.128266886,0.0,1.689510312,0.646464324,2.132426335,0
RNA52_FPKM,7.123984101,0.0,1.259489885,0.969587958,9.869179632,3.489902986,24.31908812,0.0,0.50053781,0.0,1.566490545,4.954661072,0.0,6.212928846,18.26318464,19.91647815,0.0,0.0,0.0,0.0,3.133082563,6.109409525,1.285325575,0.0,5.100291448,2.952648566,32.83056525,2.487369903,0.0,0.0,2.410084325,9.538365769,0
RNA521_FPKM,49.58572721,0.0,1.562543875,23.84009679,14.98268054,5.725391384,13.45389427,2.526813731,0.0,0.236905184,9.470209974,21.03748462,7.847986736,23.38405242,5.256043931,34.25914941,7.086588067,0.264212012,13.61098322,1.249533053,0.892758484,33.35753024,5.363860217,3.59097188,1.70924466,33.00525023,13.68338206,0.949454141,5.139799333,11.64859783,4.783948723,15.77806051,0
RNA528_FPKM,9.085180804,0.0,0.43718198,9.256987626,23.7115196,4.626172026,9.860052988,1.944556559,0.0,0.0,0.217596495,5.059101336,3.943976567,0.73948166,1.749123739,10.99823291,1.896869886,0.0,0.690574143,0.721096757,0.4578906,5.655933511,1.338651416,1.175877941,0.607062851,1.936207233,6.248436177,0.531413166,1.80818506,2.842177644,1.115677492,3.863293764,0
RNA53_FPKM,5.710594196,0.178780134,0.951397796,0.976547577,3.786563228,2.875870806,4.290723205,1.410265634,0.0,0.440708011,0.157773468,1.614426183,2.324141736,0.178780134,1.902795592,9.618902873,0.0,1.032162874,0.333912101,0.348670647,0.166077335,4.259883632,1.780008355,0.0,0.44029805,0.330415639,2.685505836,0.289050628,1.311363889,4.598422681,1.780008355,0.800541909,0
RNA535_FPKM,1.109430088,0.225686682,1.601756697,18.65097644,20.52035426,10.69258721,33.63705917,3.116378585,0.0,1.335542945,2.988327331,19.45924768,10.61044637,1.467416621,6.207058419,43.54835351,2.38850504,0.0,1.475745415,6.383962613,2.097141975,10.55892987,2.656400345,1.076910744,2.965298415,6.154105128,32.85118685,1.095032904,2.483762983,20.62347162,1.839093723,9.603216771,1
RNA58_FPKM,3.566245528,0.725821676,1.072794193,10.40580391,4.910059779,2.161883994,9.91828677,0.715684502,0.13638741,0.715573474,1.921414148,5.957750078,1.693283643,0.362910838,2.145588386,11.90427851,0.698133656,0.0,0.903686694,0.235852261,0.0,8.112350445,1.313719506,0.576989309,0.397109389,1.005975994,6.359031916,0.782214668,1.330780799,3.861939253,2.408519734,1.624874544,0
RNA6_FPKM,7.76921845,0.462660481,1.23127298,12.32191103,6.125360083,3.308181244,5.552683817,2.965665554,0.0,0.342211345,1.633414489,4.938385427,7.635035003,1.041175593,5.130154675,22.01202024,1.11264979,3.244008796,1.080271092,2.932895769,1.504372691,8.983891187,3.141324654,0.441523644,2.469088997,2.244861341,13.90163713,0.748162818,4.879175093,8.208337124,2.931826774,4.661988817,0
RNA60_FPKM,2.129730047,0.236302549,1.886925471,8.069909866,14.60263347,0.0,9.45533219,1.165501188,0.0,1.165378684,2.086027844,7.18000035,5.200395433,1.063734189,4.193241175,29.62407563,1.819023263,0.0,1.545182606,0.0,1.098024803,13.55950991,4.279256379,1.691433193,0.582167704,0.9829795,7.545393718,0.764372863,4.768154773,3.144875786,4.279256379,2.29332611,0
RNA62_FPKM,0.197177695,0.240746704,0.426876438,6.573363449,2.761263056,3.871601149,4.332244912,0.0,0.0,0.0,1.274402045,2.173344301,1.203334933,0.0,1.280806075,11.37012977,0.0,0.0,1.348573593,0.469328239,0.0,5.09760818,1.30707902,0.68886597,0.197636248,0.22237804,2.711493713,0.518876329,0.662027036,1.707682514,1.524985653,0.538859216,0
RNA63_FPKM,0.344095238,0.209973997,0.0,2.437854901,3.336229513,2.627709153,13.44174857,0.0,0.0,0.931951963,0.556064671,1.551808384,1.26020322,0.315050805,1.30395115,6.339117921,1.616058253,0.0,1.176856447,1.228872201,0.0,5.004423526,2.091074993,0.701314267,0.0,0.679283453,3.94360865,0.339581478,0.577729528,3.166761266,0.760376127,0.0,0
RNA64_FPKM,6.280618598,2.130050688,0.755686324,2.763373496,3.195706297,0.761425714,8.307529984,0.0,0.0,0.315099817,1.691890511,5.770546854,4.26032291,0.639015206,8.312746055,14.67514569,3.278072557,0.0,0.994690601,0.0,2.176678376,9.023090218,4.434428857,1.625746795,0.874402435,1.476310131,7.799356608,0.34444499,0.390601503,3.211765122,1.542375165,7.153705751,0
RNA66_FPKM,1.850682683,0.205472598,0.546549901,2.805077019,5.619672638,0.367076035,18.69295222,0.810219798,0.0,0.303808465,0.0,2.866739437,2.670366204,1.335183102,2.550681149,9.5693656,1.778148726,0.508240329,1.150935771,0.0,0.572439107,3.081744895,1.115522363,0.587910435,0.50587642,1.423694927,4.821317377,0.332102078,0.0,1.821890476,1.115522363,3.066014416,0
RNA67_FPKM,4.239522725,0.235370091,0.626040435,4.819601093,9.759081705,0.0,7.529213076,0.928071886,0.0,0.464035943,5.190995969,2.897256897,3.999976629,0.941085889,2.50416174,11.57842967,0.90531263,0.0,0.878967554,0.458780252,0.655694982,6.229334412,1.064724472,1.010124702,0.965680335,0.543511184,6.847677058,0.633958083,2.157345251,4.591040941,0.63888229,6.496944525,0
RNA69_FPKM,18.61200389,0.441181214,2.348195444,14.91338443,40.4982108,8.675375245,7.501213607,0.652640912,0.0,1.957922737,0.973456038,13.58385158,4.853673135,1.213418284,6.261787525,28.51786434,2.75882906,0.909771998,2.266331504,1.290858821,1.844569316,11.87684356,4.592961782,1.052492998,1.811267019,2.548418931,24.02708498,1.545786664,3.843587424,13.89342272,3.195219773,9.055912326,0
RNA7_FPKM,5.551903077,0.467546172,0.829175689,3.670674719,9.901492828,1.044485216,4.441152706,0.921821017,0.131763678,3.572399932,1.856458961,5.756637881,5.609910951,0.934985158,3.939012325,15.79690344,1.573884085,0.771055898,0.436623806,0.455922096,0.651389109,7.63242437,0.634686824,0.33449711,1.535115167,1.620045787,8.119600394,0.377905132,3.214844107,8.49995395,0.423189228,5.931166779,0
RNA72_FPKM,7.620383457,1.298308283,0.767676422,13.14870893,4.391970145,5.027595028,25.74877555,0.853450324,0.0,2.240252025,0.572779945,6.217011251,2.596616567,0.973675357,2.878687502,18.03046134,2.913608686,0.178374696,1.212441333,0.844019934,0.602926258,4.96475009,2.937737502,2.477205984,1.243365567,1.699588003,6.500539521,0.466465979,2.975889938,5.757375005,2.741780482,5.005876579,0
RNA74_FPKM,16.88856517,0.0,1.255107056,22.6371874,15.87811388,13.91103466,18.8007973,0.0,0.342007532,2.990066996,5.352219924,11.11913807,7.277626689,1.819406672,7.530642338,31.834471,2.333263436,0.166680325,1.699180276,3.154206499,3.943678488,14.09404057,1.646897806,1.735812312,3.485111222,5.417563355,27.14050016,1.198425194,2.594974589,18.10943023,3.293592591,14.33285197,0
RNA75_FPKM,17.9677116,0.0,1.144548313,5.790163017,5.043470122,4.118793908,12.90473683,1.272430806,0.0,1.817772224,1.138825572,6.507713858,2.027940896,0.737388105,6.376844349,17.53916927,0.709353972,1.672577421,2.754476203,0.719151679,0.0,13.99141026,1.835546504,0.0,0.453947258,1.19248751,11.42297657,0.198674118,1.69038276,3.270163096,4.171598958,3.30202499,0
RNA78_FPKM,7.817352662,0.908986681,1.209317708,8.534127531,8.02210712,36.96245325,3.863278285,0.672302206,0.0,1.904660942,2.005451866,7.275801879,8.86287481,1.931639142,3.628103706,85.2902919,1.530126671,2.249244923,1.697737029,3.102522034,4.433182982,9.024758139,2.056873709,0.867222429,0.932837997,2.310023002,9.387540284,0.122516092,2.292022823,7.457685072,2.674012656,3.731199944,1
RNA86_FPKM,6.458427456,0.219055039,0.582862529,5.982375143,7.732219872,0.391526222,3.504640961,0.215995611,0.0,0.539989028,1.933160721,9.17068387,4.599916157,0.657165118,2.914100076,14.51588532,0.632096149,0.722676905,0.613701816,2.136089194,1.83141542,7.925535944,1.78445605,0.626971045,0.179828904,1.416865709,4.318538307,0.118055617,2.811650393,3.885537624,2.577330699,2.452033468,1
RNA87_FPKM,8.503915098,0.494308193,1.75416808,8.439741399,7.199580118,2.209239716,10.87755259,2.681407865,0.0,1.584406156,10.25390296,9.538514379,1.730494527,1.60684817,5.043171757,25.30428813,1.902340315,0.0,1.61604383,3.133797812,0.688908211,8.290514558,3.803882707,0.589694292,1.217605209,2.51294245,13.69361576,1.199165227,3.173322431,6.139342391,4.027714317,4.98152602,0
RNA89_FPKM,1.396677359,0.426368418,0.5672414,12.51633755,10.91038778,2.857422424,13.64196885,0.420413552,0.0,3.257756251,0.376270129,5.949571054,3.410401186,1.172331097,1.89048173,12.8669264,3.485355979,0.0,1.194338333,0.415768098,1.584126162,4.5145989,1.929260842,1.525245753,0.175009362,1.37883224,5.403195845,0.0,2.540711184,4.726365794,4.630357847,1.908921311,0
RNA94_FPKM,5.941390574,0.0,0.0,0.0,0.0,0.0,15.16802812,0.0,0.0,0.108354545,0.0,0.0,0.0,0.0,4.484274906,10.96185241,0.0,0.0,0.0,0.0,0.0,0.193954636,0.0,0.0,3.428869755,0.0,13.20828448,0.0,0.0,0.0,0.0,4.593531448,1
RNA95_FPKM,3.953801801,0.0,1.019362748,3.923995896,9.331768623,2.670736652,2.528580238,0.90675224,0.0,0.680003422,2.23147206,4.529139073,4.137811193,0.689635199,2.854346857,11.16143969,0.442139369,0.379124178,1.288048811,1.120735838,0.854256058,7.100296564,1.040272753,1.206201113,0.943503194,0.955921041,7.121950737,0.247733051,3.583042271,0.815621362,1.664481022,8.063178702,0
RNA97_FPKM,17.53037217,2.980302994,1.441941434,14.24434951,8.129429311,5.326820035,21.67484776,4.274305093,0.152764941,2.805116007,4.782080519,16.23650631,6.502423854,0.948333632,6.488060754,26.13221906,3.127187494,0.0,2.024217982,2.377859808,0.50332028,14.10689549,5.149905284,2.843370154,1.111986666,2.8792209,13.73564875,1.02217335,1.739022192,9.371673343,7.847461584,8.492444231,0
RNA98_FPKM,6.704184973,2.258086333,0.751040649,5.0108115,4.483712674,6.306206293,4.516172665,2.226548814,0.0,1.252433708,1.245475743,15.98866521,4.233911874,0.987912771,3.755203245,16.66826261,1.0859734,2.560791247,1.845149249,3.302919097,0.524410839,9.216770342,2.554822037,0.942522184,2.317164173,2.086660931,14.04499225,0.304238349,1.294000772,5.757978309,3.065786444,8.004960246,1
R_JS001_FPKM,8.20434106,0.263705308,0.701377599,1.620039633,2.791771936,0.471038761,3.426858672,1.299788358,0.148702834,1.039766084,1.395741422,5.843176357,2.636070331,1.186346303,1.402755198,15.73999013,0.253645705,1.304431235,0.492223044,0.0,0.0,3.489642647,0.477077719,0.503021971,1.298364113,0.852597569,6.929622793,0.426180587,0.483273534,3.039399777,0.238687112,1.573937667,1
R_JS002_FPKM,22.56161658,0.912195427,0.970905797,10.21396582,5.31282809,9.944955662,6.749916998,0.719523643,0.0,1.798809108,4.668854429,11.2322254,2.736380555,0.820955312,3.074200503,15.68050079,1.228238167,0.30100711,1.192495786,1.245202782,0.0,9.176670055,1.981457418,1.566471487,3.594271595,1.180103974,6.337023139,0.786532715,3.010880261,3.074200503,2.807111228,10.211114,1
R_JS003_FPKM,8.539467451,0.226714929,0.603041495,7.273773387,9.601428027,6.887057765,8.839827398,0.447097038,0.0,0.558758735,1.400128499,4.279757053,4.306670391,1.359947102,1.206285488,12.34384646,0.653979605,1.495518153,0.846669007,2.431194155,0.0,3.200408847,2.051647459,1.189313898,2.046726242,1.780358519,6.596748144,0.610795808,2.909567256,5.628859781,1.641235306,2.706476826,1
R_JS004_FPKM,29.08554223,0.670099822,0.396223178,24.70486255,7.687018708,5.189548495,6.030368464,4.844910631,0.12595593,0.330370443,1.379847216,6.234090592,5.807001857,0.223366607,4.160108359,31.65400386,22.12733445,0.368450525,1.251562101,0.435626588,1.452470754,100.1292996,1.819338919,5.220664334,5.133880186,1.857562683,13.42001133,0.120379256,238.3690113,6.933435595,3.638917666,4.667163806,1
R_JS005_FPKM,2.297008732,0.0,0.0,0.159562523,2.68126147,1.044225626,5.141498606,0.230429677,0.0,0.0,0.412469122,2.11050451,0.701080661,0.0,1.243625494,3.986848152,0.224778813,0.0,0.218237631,0.0,0.0,1.443641928,0.423045254,0.111478141,0.0,1.0797621,2.413608881,0.0,0.857078696,1.658167326,0.0,1.046433291,1
R_JS006_FPKM,5.991073756,0.471935941,0.209175835,11.43893831,6.663511928,6.32610477,9.910401435,3.257412597,0.0,0.581618375,5.205931569,8.523174637,4.955200718,0.825824566,2.720633932,26.62950483,1.588643443,0.0,0.660966586,0.920405453,0.657487815,4.372964633,2.776441808,1.350757193,0.387426482,1.635347764,9.082765224,0.635784361,1.730840385,8.37130231,5.339416994,3.874264816,1
R_JS007_FPKM,5.451848377,0.214812621,0.380833018,4.544964508,4.926721359,2.686514246,18.89569928,1.270393276,0.121132357,0.846888735,2.084431827,4.054358875,2.576775031,0.322096879,3.999287955,15.35668857,0.413001475,0.531309338,0.60158835,0.628177891,0.199549619,3.221433809,1.943445834,0.409769259,1.586514394,1.190577992,6.249326198,0.231406933,1.37803501,3.427930175,1.943445834,4.807437199,1
R_JS008_FPKM,8.75775138,0.0,0.0,9.126230404,8.149715546,3.04044927,8.991918526,0.0,0.274070621,1.317975243,3.217016729,5.586151569,1.215200135,0.364585608,2.371030839,15.94550408,2.804929844,2.004301504,0.680945606,3.317617297,0.451495286,3.860510326,1.319755452,0.579683308,2.792970841,2.807130544,10.95164232,0.392973189,2.00545991,3.664258544,0.659993433,8.16156464,1
R_JS009_FPKM,2.549323911,0.518816386,0.0,4.073213963,6.180339969,3.476904764,7.522034482,2.557587769,0.0,0.255785174,2.975824245,4.045725001,3.112630611,0.0,3.220618818,11.91304916,0.499025026,0.0,0.484503133,0.0,0.0,2.975824245,0.704393017,0.618595892,0.851824113,0.359572352,5.600669199,0.139803194,2.378224471,3.220618818,0.704393017,4.065124598,1
R_JS010_FPKM,1.56671316,0.191367699,0.509019452,3.526308943,5.57053139,3.760696297,11.09427007,0.377198168,0.0,0.094347483,2.700910512,2.04133596,3.060521826,0.669495227,1.526885865,11.04455167,0.919963722,0.0,1.250432884,0.559640171,0.355360379,5.908295378,1.384994299,0.456252278,1.25615762,1.237339346,3.950731482,0.309297316,0.0,1.696616513,1.038745725,2.997866577,1
R_JS011_FPKM,3.81506326,0.155350774,0.964032193,2.226290372,3.425556955,2.497722242,9.16075271,2.143316506,0.0,1.148248788,1.370191623,2.804258013,3.88165094,0.543462908,1.101661607,4.380712022,1.045462706,0.256110584,0.725051543,0.908414336,0.288461394,1.233250357,1.405324742,0.666621815,0.382451519,0.430426688,2.915467063,0.251075043,0.427153645,7.161113594,1.124259794,3.360366684,1
R_JS012_FPKM,13.07435493,0.0,1.690464161,17.56939289,15.34912632,10.85907612,17.1545324,1.174589274,0.268691987,1.409650197,2.523273853,16.03874022,6.909403982,0.71473591,4.015109762,28.92106219,1.604098486,1.768470393,1.334930032,0.92928831,1.77053878,7.569565467,1.509497806,1.704880158,4.498641985,1.100793089,14.3158117,0.385193551,5.242900378,23.03386109,1.078212718,7.290336463,1
R_JS013_FPKM,1.836071136,0.0,0.331357993,6.505360024,3.462181493,2.671319985,7.472704571,2.21046553,0.0,0.82894684,0.659402406,2.760585757,3.736352285,0.653888749,1.98830819,5.393356275,0.0,0.616263931,0.174445081,0.546466083,0.173526949,2.637928485,1.014628758,1.158495811,1.073594085,1.035794057,2.455391332,0.100672123,1.37035246,4.970850591,1.014628758,0.55763417,1
R_JS014_FPKM,5.290841748,0.258396917,1.031258408,6.351466195,5.472846705,4.387514236,13.95343352,1.146482812,0.0,0.636970054,2.052317514,6.363775238,2.583969171,0.387595376,1.145905926,13.13953718,0.497079628,0.639351251,1.20653587,3.527617581,0.0,3.192493911,1.754059441,0.986098505,0.742387755,0.537226239,3.881451564,0.069594503,1.895358166,3.093889076,1.052412427,5.206725195,1
R_JS015_FPKM,9.676299252,0.422008696,0.374294145,3.601253156,5.957877823,3.959265171,2.953559476,1.040204401,0.0,2.392288844,3.723636766,7.100847555,3.16464739,0.42192513,1.496880109,14.67308874,2.232104603,1.044037877,0.0,1.028710429,0.979982041,4.28219703,1.145764645,0.603848934,3.290696908,1.754562352,6.53618661,0.68221101,2.32128941,3.368054364,1.336674994,7.557561721,1
R_JS016_FPKM,2.436036362,0.793199878,0.351758237,2.166211918,4.724825858,3.189699595,7.535021129,0.586591251,0.0,0.293295625,0.524999169,2.767282443,1.189799817,0.297449954,0.879395594,6.245095448,1.716618537,0.0,0.555554677,1.160219159,0.36842047,2.274829734,1.076921373,0.662161115,0.32558088,1.191010332,1.489359346,0.10687006,1.090907365,1.758791187,0.717947582,2.663702621,1
R_JS017_FPKM,8.890474903,0.217154074,0.192601478,5.336359269,13.02810889,4.656308743,5.644625297,0.64216911,0.122452697,1.391398817,1.149482706,6.77257795,4.341898085,0.325632495,0.962832457,14.6720363,0.835291361,0.716242826,0.0,0.211755216,0.0,1.91586253,0.589478311,0.932107091,1.782197702,1.805561349,8.356662393,0.819005299,3.782088985,4.813812416,0.786030588,6.966905312,1
R_JS018_FPKM,6.165135,0.728449276,0.43064159,7.957991315,7.071421345,7.378014632,7.770032002,2.394343644,0.0,0.119758717,4.071507019,7.574666246,3.642246379,0.364224638,2.584347682,38.39601424,1.868339351,0.0,1.813969687,0.0,1.12773144,2.785794047,1.758155235,0.694979985,0.398593844,1.121956838,5.699170203,0.261672295,4.230137163,3.014989273,1.318679971,1.993283586,1
R_JS019_FPKM,3.672363441,0.707958315,1.04644633,6.284159029,4.165303937,3.163408675,16.04747776,1.861688362,0.0,0.581683854,2.082651968,4.455885721,3.303974516,0.353979158,0.837292002,7.742034252,2.042855193,0.0,0.220457491,0.690357142,0.0,4.998409479,1.067911895,1.801188322,0.0,1.417500095,6.646761601,0.381540894,1.081780881,4.186235112,2.349727484,0.704528999,1
R_JS020_FPKM,9.07247287,3.272700807,1.339789814,10.65734315,9.108921038,8.999437272,16.11225118,2.730680338,0.0,1.489349517,3.110381288,7.233559319,4.783285356,0.62938699,3.349350869,22.13454878,1.210755355,0.0,0.47031286,0.736378326,0.935416012,2.888158462,0.911430986,0.840710103,0.413437817,1.977384122,17.25380311,0.0,2.077416364,8.708262793,1.139351834,3.569766872,1
R_JS021_FPKM,6.389101795,0.445835219,0.0,10.3482126,7.670985503,0.0,10.47528854,1.098925732,0.0,0.769171658,2.163545587,4.025360016,3.120265764,0.334328017,3.953580338,18.1336608,1.500618276,0.183775111,0.624432751,0.652031989,0.621146263,4.130451805,1.210438871,0.212675449,0.548919953,1.441693475,6.27736027,0.360359664,2.247839571,4.349007052,1.61380168,3.326691278,1
R_JS022_FPKM,3.651377283,0.742949482,0.219649219,4.904170583,4.152909995,3.320208714,12.38399227,0.976764123,0.0,0.610600906,2.622832429,1.829934429,3.962897538,0.247649827,0.439298437,8.288047695,2.620470252,0.0,0.23127087,0.482985575,0.0,7.4316161,0.672464531,1.181475937,0.609909691,1.14436151,4.185488322,0.400398728,2.952086651,5.931194506,0.0,6.654307014,1
R_JS023_FPKM,17.14966939,0.460181993,1.428635462,5.341656212,1.421492285,3.906993352,12.88557242,3.403279015,0.0,1.361264609,0.609271068,5.855841765,4.371848086,0.345196073,2.653089558,48.16153973,0.66405566,0.0,0.429746676,1.121968703,0.213853116,4.873537612,0.833047402,2.52452819,0.37777731,2.764213728,2.808323522,0.496012957,1.687732399,4.285695019,1.874464506,5.666926432,1
R_JS024_FPKM,5.193899756,0.0,0.0,5.88874152,2.910133789,4.080549727,7.610012525,0.250101218,0.0,0.750418803,1.343249657,4.164859568,3.804889484,0.380465593,0.89986167,9.486947377,0.975871783,0.836787254,0.23686835,1.978929102,0.471243348,2.238612018,0.918320371,1.089065637,0.624671415,0.468776105,3.334015297,0.820305134,2.093269016,2.474826742,0.918320371,2.271706722,1
R_JS025_FPKM,16.92831585,0.46981201,1.041535036,10.7446429,7.254682298,6.087139633,12.21334105,3.936973387,0.132462971,0.578953833,0.621913648,8.676592576,3.758053278,0.352359007,2.08326644,23.88677418,0.903567097,2.518288196,1.09664271,2.061376308,0.43643063,6.218354937,1.275519908,3.921449891,2.699416669,1.844812137,8.158820635,0.632871671,1.507466452,9.166058147,1.062899857,3.856333132,1
R_JS026_FPKM,18.78515754,1.798977976,0.797787972,16.88866949,18.65340918,17.68385528,24.73496352,3.769275092,0.126835772,0.332570418,3.968802256,20.67479849,16.41507291,0.449744494,3.789250524,34.96692857,4.109323457,0.0,1.050049752,3.289169219,0.0,10.71580467,1.424718031,0.750864908,4.06120765,4.883091409,16.0442584,0.969525535,2.680210053,16.75277191,1.424718031,12.0827094,1
R_JS027_FPKM,21.08434855,1.939561966,1.251158315,3.611782897,8.869542806,8.509146223,12.34269901,1.912473112,0.0,0.173869068,1.244902524,6.948004653,7.40558426,0.793449181,2.033054338,9.024040443,4.579088188,0.581730151,1.975871657,0.343895725,0.0,5.290525586,3.989833622,0.504690212,1.592245056,1.46642702,5.462755644,1.140274025,0.970053915,11.10348458,1.11714069,7.237477527,1
R_JS028_FPKM,3.508953321,0.214136987,0.380049082,3.364040179,3.402748366,8.614552826,12.42441107,2.534635655,0.120751368,0.52808579,0.378148837,3.86869673,1.71376577,0.42838562,1.139949201,15.6013472,0.0,0.176612982,0.600131987,0.417844019,0.0,1.701374183,1.163332775,0.510958684,0.703349413,0.593847882,3.217659074,0.115405124,0.0,3.799896687,0.969511348,2.238179914,1
R_JS029_FPKM,10.58744784,0.430938946,1.719871182,15.00471594,11.59803239,6.931351348,21.32922999,0.0,0.0,1.380832481,1.330968206,5.659805712,3.878022355,0.107681217,1.528668899,27.42429191,3.522939924,0.0,0.603556579,0.210008119,1.000699565,7.795374043,1.560026209,0.925011798,0.884339151,0.49773015,4.854537858,0.46449297,2.172869113,4.394994286,1.365095596,5.466887747,1
R_JS030_FPKM,1.859284636,0.454023614,1.006723214,15.96580535,9.616619216,8.115357833,13.39437492,1.343047505,0.12801145,1.455079605,0.801351678,7.454805451,9.761959908,0.68103542,2.214991612,27.70605865,1.310111735,0.0,1.271986791,0.0,0.632646062,9.215943377,3.493276073,3.140540111,0.745443421,1.048889631,7.246689727,0.489375071,3.538643295,4.832471968,4.109700441,5.591163149,1
R_JS031_FPKM,8.905487959,0.252854521,0.448530884,22.27251296,41.2842261,6.101627787,9.356145707,2.244167825,0.142584099,1.246745429,2.901106662,7.888318792,6.574481761,0.632136302,5.831135833,13.27337921,0.486417689,0.0,1.180656692,1.972544661,0.0,5.13254781,1.602060311,1.085692002,1.037879604,2.687197806,12.58227404,0.136271215,3.014136792,5.158339507,2.060030978,7.737315049,1
R_JS032_FPKM,11.47233588,1.167316664,0.862704057,6.375985511,5.494023244,3.998697942,12.06177184,2.493780049,0.109660852,1.246890025,0.858390537,4.152433757,3.696419377,0.194552777,1.380444832,13.02002403,2.245413324,0.0,0.36337106,2.845656128,0.180651824,4.120480636,2.289162199,0.278381019,0.479074311,0.629202193,6.757887001,0.733909123,1.783821568,6.384335458,2.112991513,3.920072322,1
R_JS033_FPKM,18.60481229,0.966749007,0.643028211,30.36010073,19.6202151,5.614945809,12.08301818,1.906252829,0.272504883,2.859379243,5.971444844,23.8061953,11.11626918,0.845752608,6.644480316,65.00968599,7.90283953,3.188965013,4.739127804,1.413951536,6.959218857,31.34976186,5.030935008,7.608354655,4.166023977,3.461391578,15.65454168,0.65116532,2.880394279,14.78921526,8.311806428,18.03493563,1
