,CSN1S2AP,PFN5P,SMBD1P,OFCC1,AC123767.1,AC008163.1,LINC00301,ADAM5,CYMP,SULT1D1P,AP002008.2,AC231760.1,GLYCAM1,AL359273.2,SSPOP,NRADDP,AL109809.1,MFSD13B,LINC01529,TP73-AS1,PRORSD1P,TEX21P,ZNF271P,LDC1P,TRY2P,CYP2T1P,AC113208.3,GGNBP1,MROH3P,SLC26A10,C22orf46,TMEM198B,UOX,CRYZL2P,CDIPTOSP,AL590556.2,FMO6P,CETN4P,SLC66A1L,OACYLP,AC104162.1,AHSA2P,SLC22A20P,MBL1P,CUTALP,GUCY1B2,EGFEM1P,MGAT4EP,Diagnosis
R_JS005_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.247175273,2.017915965,2.458545672,0.131919762,0.139341542,0.216900342,1.129050705,0.12882112,0.739816182,0.0,0.0,1.549534546,0.599978827,0.164932671,0.044603311,0.011471815,0.490548896,2.184637917,0.0,0.555405015,0.0,0.041123542,0.0,0.057971767,0.0,0.0,0.021777673,4.091099039,0.115154527,0.0,2.556601834,0.032080041,0.0,0.0,1
R_JS006_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.219618582,1.038668878,3.112726895,0.088802445,0.103166188,0.168863577,1.450863271,0.178844216,0.999537246,0.0,0.0,1.793973654,0.372796391,0.166537874,0.0,0.011577247,0.585695817,1.480465676,0.044212682,0.752246964,0.0,0.041501487,0.0,0.039023984,0.0,0.0,0.087958494,4.646028638,0.101733056,0.0,5.20443083,0.032392259,0.0,0.0,1
R_JS007_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21195987,2.035782417,1.254914727,0.040420499,0.110949698,0.224493178,1.155229505,0.162750875,0.787313659,0.011349926,0.0,1.765377857,0.25443401,0.151549748,0.061476182,0.063245834,0.178852842,3.184298307,0.0,0.871228155,0.0,0.037801025,0.0,0.062139082,0.0,0.0,0.0,8.708719422,0.092574329,0.0,2.474012831,0.029471425,0.0,0.0,1
R_JS008_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.253607162,1.522372777,3.53048378,0.137205458,0.08693864,0.286691421,1.013961499,0.334915545,0.808060032,0.051360039,0.0,1.589855868,0.383954104,0.085770556,0.046382322,0.0,0.400799538,1.701881863,0.0,0.464862204,0.0,0.0,0.0,0.030147276,0.0,0.0,0.022658192,7.702667414,0.044913181,0.0,2.627770532,0.0,0.0,0.0,1
R_JS009_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.354800113,0.746532166,2.208873557,0.195247531,0.1546422,0.291482404,0.911320979,0.089354082,0.708858229,0.0,0.0,1.307033622,0.307345065,0.030513526,0.123752625,0.0,0.367276915,1.767102047,0.0,0.766758407,0.0,0.0,0.0,0.021450244,0.0,0.0,0.0,7.067567942,0.143787355,0.0,3.119889545,0.0,0.0,0.0,1
R_JS010_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142965776,1.198251844,3.225990191,0.107990268,0.144460528,0.214957749,1.428158851,0.35586604,0.932243667,0.030323266,0.0,0.659502139,0.453290065,0.112504727,0.018262449,0.0,0.401501087,1.763824787,0.0,0.66524044,0.0,0.201949568,0.0,0.094903996,0.0,0.029387801,0.05348198,7.060638942,0.094250179,0.0,3.313150094,0.026256454,0.0,0.0,1
R_JS011_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.271508458,1.314392269,4.433516295,0.204522821,0.240692761,0.202265724,1.500236848,0.203274798,0.845128987,0.041022225,0.0,1.331470475,0.413940731,0.200904856,0.044459084,0.0,0.486277249,2.848730088,0.0,0.76499299,0.0,0.0,0.0,0.019261437,0.0,0.0,0.086812563,9.378945895,0.124329227,0.0,0.479683242,0.0213135,0.0,0.0,1
R_JS012_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.204955394,1.815218952,2.546237086,0.224148699,0.189405954,0.275742769,1.308004502,0.426843223,0.86276217,0.025176049,0.0,1.34804538,0.517570758,0.084072568,0.022736035,0.0,0.599334896,2.438602134,0.04463938,0.220970757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.25450189,0.073373401,0.0,3.927737515,0.032704877,0.0,0.021318274,1
R_JS013_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.300331133,0.917246184,1.59095134,0.105448146,0.170786294,0.2130753,0.984587997,0.231710302,0.680739281,0.049358625,0.0,0.924877563,0.239800532,0.131857786,0.0,0.0,0.398356764,1.408914524,0.070000255,0.660547998,0.0,0.0,0.0,0.069515804,0.0,0.0,0.0,4.206799679,0.103564114,0.0,0.515651917,0.0,0.0,0.0,1
R_JS014_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.185838914,1.04994661,2.545710782,0.12154191,0.143789839,0.147357208,1.305085269,0.293775168,0.614958195,0.08191658,0.106310154,0.947999745,0.306173242,0.030394572,0.061641693,0.0,0.322843718,2.677465819,0.0,0.988527319,0.0,0.0,0.0,0.037388936,0.0,0.0,0.084273161,6.460175388,0.0,0.0,1.747067613,0.0,0.0,0.0,1
R_JS015_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.359988905,2.107390448,4.05127439,0.158784191,0.092239882,0.261855457,0.370630036,0.188981351,0.437229691,0.0,0.0,1.510726987,0.833261374,0.04963981,0.020128423,0.0,0.140580907,2.085778817,0.0,0.183435226,0.0,0.222755838,0.0,0.0,0.0,0.0,0.0,3.301953889,0.194925934,0.0,3.119960016,0.0,0.0,0.0,1
R_JS016_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.240481137,2.383593351,4.006458499,0.149253495,0.094576287,0.185142305,1.066830868,0.081983083,0.582553917,0.0,0.0,1.612753104,0.939821357,0.069976564,0.037848007,0.0,0.502100826,1.420045629,0.055732396,0.218379512,0.0,0.0,0.0,0.008198628,0.0,0.0,0.0,6.437578846,0.158773668,0.0,0.38162063,0.0,0.0,0.0,1
R_JS017_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.413307021,1.984818519,2.64638168,0.0,0.077666845,0.21726857,0.667432001,0.179515087,0.613090383,0.034410499,0.059534247,1.228322471,1.672072221,0.076606645,0.020723273,0.0,0.546108515,1.54785868,0.0,0.704705647,0.0,0.038213055,0.0,0.053852551,0.0,0.0,0.04045437,4.591894688,0.187209377,0.036381295,4.623459746,0.029796063,0.025790503,0.0,1
R_JS018_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.277358982,1.808820947,2.027283284,0.137069613,0.260588149,0.247077054,1.546331737,0.468481474,0.801838235,0.102631424,0.0,1.631408207,0.503495989,0.142798383,0.092697982,0.023834704,0.533944037,2.277492861,0.022756699,0.436317436,0.0,0.042745385,0.0,0.0,0.0,0.0,0.09052002,5.143446207,0.284174282,0.040696365,6.00735583,0.016672612,0.0,0.0,1
R_JS019_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.196349944,1.55823032,1.497434856,0.044420539,0.178221894,0.261243164,1.425128951,0.11383008,0.822299489,0.087285062,0.0,0.771911935,0.046594784,0.111043724,0.0,0.0,0.302712954,3.125810518,0.044208162,1.231109619,0.0,0.0,0.019474861,0.00976024,0.03972489,0.0,0.04397475,7.928516489,0.174426303,0.118609058,0.460149749,0.064795298,0.0,0.0,1
R_JS020_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.369219557,2.472128692,1.429300557,0.142094325,0.070051287,0.233649314,1.160951025,0.312240992,0.865748949,0.026609529,0.0,1.046031746,0.472307617,0.088826709,0.048061168,0.0,0.616500738,1.954471874,0.047181067,0.583707344,0.0,0.0,0.0,0.0,0.0,0.0,0.16423587,4.70373332,0.139557721,0.0,0.439883205,0.051831412,0.0,0.0,1
R_JS021_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.330019187,2.07540904,3.87056979,0.083891169,0.053155181,0.229283228,0.9299342,0.230368514,0.568501109,0.023556329,0.061142126,2.108294545,0.396124515,0.078652309,0.042546589,0.0,0.360153734,1.186503661,0.0,0.477999075,0.055942922,0.0,0.0,0.0,0.0,0.0,0.0,3.803541732,0.192192255,0.037330682,0.129810657,0.0,0.0,0.0,1
R_JS022_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.227027142,1.341873219,2.729594985,0.139798063,0.177203424,0.221559943,1.767634031,0.290127507,0.569705202,0.013084926,0.0,1.379439677,0.34239498,0.145681522,0.02363352,0.012156917,0.251687676,2.943119804,0.0,0.631681221,0.0,0.087158912,0.0,0.010238977,0.0,0.0,0.046156488,4.460250563,0.09153911,0.0,4.459316539,0.033995874,0.0,0.0,1
R_JS023_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.451036178,1.324525785,2.68959361,0.0,0.100606396,0.321618861,1.364280815,0.221978104,0.79129052,0.048628721,0.0,2.563087391,0.613461111,0.081209073,0.043915719,0.022589938,0.283656884,2.304057446,0.129334589,0.746897712,0.0,0.0,0.0,0.01902603,0.051643377,0.0,0.0,4.114786328,0.113379336,0.0,3.600953385,0.047386433,0.0,0.0,1
R_JS024_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.325524908,1.116598096,2.626178484,0.190908819,0.110908799,0.214151951,0.919111393,0.192266454,0.722130249,0.013401622,0.0,2.242515809,0.500948144,0.119341868,0.072616574,0.0,0.274674376,1.551344488,0.0,0.485212337,0.0,0.0,0.0,0.031460378,0.0,0.019485579,0.07091043,5.767898142,0.187492109,0.0,2.819927399,0.0,0.0,0.0,1
R_JS025_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.351089103,1.232702945,2.666935761,0.044201396,0.196050417,0.238994916,0.825227826,0.307491726,0.529554054,0.024823176,0.0,2.055619294,0.463832708,0.138130938,0.044834723,0.0,0.336491765,2.865390108,0.044013705,0.408430538,0.0,0.0,0.0,0.029136268,0.0,0.0,0.087542008,6.455221639,0.173600685,0.0,2.860821115,0.048369718,0.0,0.042038945,1
R_JS026_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.320270202,1.256307805,2.32798538,0.084606197,0.134070404,0.262753407,0.938202357,0.185922638,0.691342237,0.023757106,0.0,2.981839201,0.377454681,0.105804603,0.107304354,0.0,0.442020018,1.816966539,0.06319544,0.612591435,0.0,0.039580854,0.0,0.0,0.0,0.0,0.062861779,3.681906529,0.124648623,0.0,0.472617015,0.015438303,0.0,0.0,1
R_JS027_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.211354212,1.582175836,1.354376418,0.06635941,0.091110869,0.263212889,0.483992259,0.12150132,0.851316677,0.037266952,0.0,2.244659655,0.226337238,0.103696973,0.0,0.0,0.340732633,1.949962981,0.066077629,0.694988916,0.0,0.0,0.0,0.087477101,0.0,0.0,0.0,3.732212975,0.260656256,0.0,1.754752446,0.036302618,0.006979371,0.0,1
R_JS028_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.410830708,1.015462531,2.432335449,0.08062875,0.119204943,0.200006391,1.364173284,0.19187779,0.936675603,0.0,0.0,0.984752649,0.571090635,0.100779823,0.102219364,0.031546362,0.549552318,3.264973914,0.060204324,0.893989719,0.0,0.075403557,0.0,0.0,0.0,0.0,0.0,5.032380158,0.10555912,0.0,0.358012741,0.088216952,0.0,0.0,1
R_JS029_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.443581502,1.495515404,1.331117451,0.202700338,0.111324857,0.332456585,0.662355695,0.163293892,0.897917061,0.068296479,0.0,1.771332184,0.489288874,0.126713041,0.061677315,0.0,0.549132583,3.106294021,0.0,0.387129384,0.0,0.075833224,0.0,0.053442115,0.0,0.0,0.0,3.69701953,0.06635244,0.0,0.310978883,0.0,0.0,0.0,1
R_JS030_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.409786688,1.153062278,2.312433625,0.042715974,0.054139287,0.237353016,0.972140335,0.20336463,1.008198456,0.0,0.0,0.943278868,0.537992683,0.080108465,0.086656034,0.0,0.279864166,1.848805738,0.0,0.394767627,0.0,0.0,0.0,0.018771414,0.0,0.0,0.084620029,3.738680844,0.069913774,0.0,4.093181723,0.0,0.0,0.0,1
R_JS031_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29597519,1.883748789,1.731196792,0.237893513,0.130665766,0.243169688,0.999521552,0.34847671,0.938699077,0.093519461,0.0,1.788399202,0.274664999,0.178455807,0.120651049,0.0,0.433888492,1.810901298,0.0,0.527662034,0.0,0.088990674,0.020859464,0.020908327,0.0,0.0,0.0,3.584190106,0.077872663,0.0,2.164336902,0.0,0.0,0.0,1
R_JS032_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.329217053,0.889301779,1.494337866,0.036592587,0.092789854,0.205573145,0.640825828,0.107245177,0.682313933,0.041117875,0.0,1.479087832,0.461032798,0.160183431,0.018558446,0.0,0.304644396,1.319238524,0.036452829,0.428507915,0.097691508,0.0,0.0,0.008040255,0.0,0.0,0.0,3.842762931,0.083878987,0.0,2.615937782,0.0,0.015408824,0.0,1
R_JS033_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166984989,1.309234557,1.735155058,0.136420697,0.07684253,0.260761313,1.592016171,0.249763782,0.660429934,0.0,0.0,0.854543592,0.119304415,0.113716228,0.06918768,0.023722439,0.161028436,2.549977663,0.113193547,0.714377061,0.0,0.0,0.0,0.05994969,0.013564961,0.0,0.0,5.210070542,0.14884428,0.0,0.177462613,0.0,0.0,0.0,1
R_JS034_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.424772645,1.917192405,4.424663149,0.127865716,0.216051844,0.257042932,1.467124807,0.374537659,0.758204026,0.011968073,0.0,2.18235723,0.626155839,0.10654805,0.0648489,0.011119273,0.731931689,3.294022209,0.0,0.538226928,0.056869626,0.0,0.0,0.028095114,0.0,0.0,0.063325259,4.669241096,0.306899152,0.0,2.213726513,0.015547092,0.017940026,0.020268364,1
R_JS035_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.235920703,1.86344453,1.948148117,0.124255477,0.113741988,0.231374827,1.039298848,0.27302457,1.363598478,0.023256065,0.0,1.226001613,0.130407426,0.051774,0.084031569,0.0,0.399710878,2.099565968,0.0,0.701766649,0.0,0.0,0.0,0.045509754,0.0,0.0,0.0,9.159671448,0.094911193,0.0,2.60874466,0.0,0.034870179,0.0,1
R_JS036_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36798533,1.643884464,2.094217826,0.114196956,0.233168102,0.27142918,1.399249657,0.292710427,0.750918098,0.021377388,0.0,2.002879519,0.339555487,0.142774735,0.019305532,0.00993063,0.47851227,3.192121562,0.0,0.797314198,0.0,0.035598785,0.0,0.0,0.0,0.0,0.018851944,7.228341545,0.174433323,0.0,2.361418865,0.055540473,0.0,0.0,1
R_JS037_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.184536007,1.520423444,1.628110277,0.048302509,0.142775751,0.299819222,1.577659198,0.159110377,0.987550593,0.027110723,0.0,1.270266546,0.228006282,0.18110113,0.0,0.0,0.265009652,2.276540669,0.0,0.6841439,0.0,0.0,0.0,0.031827389,0.0,0.0,0.0,7.688943101,0.221251342,0.0,5.405845208,0.0,0.0,0.0,1
R_JS038_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.479677772,1.439713602,3.286213538,0.091437265,0.135204838,0.263528965,1.040396727,0.301352095,1.018129693,0.012837622,0.066641923,1.782767776,0.407848567,0.085739575,0.046373698,0.0,0.283322592,1.562883539,0.0,0.591490959,0.061001532,0.0,0.0,0.0,0.0,0.0,0.0,4.909875927,0.149656525,0.0,2.251828133,0.016676678,0.0,0.0,1
R_JS039_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.148676706,3.123727381,0.77022838,0.041324602,0.305570468,0.230870174,1.471122516,0.317833847,1.235567097,0.0,0.0,1.16507236,0.433772823,0.103358683,0.041916709,0.0,0.574473294,1.941867763,0.0,0.33101602,0.0,0.0,0.0,0.00907999,0.0,0.0,0.040931865,7.510556504,0.135286883,0.0,1.56294525,0.030147755,0.0,0.0,1
R_JS040_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.356968715,1.428546836,1.675531671,0.085816842,0.117839319,0.293251794,1.101733734,0.392849069,1.064699767,0.0,0.0,1.008026832,0.360285198,0.1072925,0.043523221,0.0,0.463481806,2.297978425,0.0,0.224715235,0.057251919,0.0,0.0,0.0,0.0,0.0,0.021250316,4.210706238,0.042137252,0.0,2.431215993,0.0,0.0,0.0,1
R_JS041_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.405571681,2.195115386,2.401177703,0.088712524,0.16866493,0.378263614,0.93179953,0.389847223,0.869732593,0.024910147,0.0,1.167060712,0.581917252,0.138656192,0.06750001,0.0,0.475177559,2.719065194,0.044167912,0.382600445,0.118367492,0.207431322,0.0,0.0,0.0,0.0,0.175738854,7.716233131,0.101645773,0.0,0.388022241,0.016188575,0.0,0.0,1
