,CSN1S2AP,PFN5P,SMBD1P,OFCC1,AC123767.1,AC008163.1,LINC00301,ADAM5,CYMP,SULT1D1P,AP002008.2,AC231760.1,GLYCAM1,AL359273.2,SSPOP,NRADDP,AL109809.1,MFSD13B,LINC01529,TP73-AS1,PRORSD1P,TEX21P,ZNF271P,LDC1P,TRY2P,CYP2T1P,AC113208.3,GGNBP1,MROH3P,SLC26A10,C22orf46,TMEM198B,UOX,CRYZL2P,CDIPTOSP,AL590556.2,FMO6P,CETN4P,SLC66A1L,OACYLP,AC104162.1,AHSA2P,SLC22A20P,MBL1P,CUTALP,GUCY1B2,EGFEM1P,MGAT4EP,AC005041.2,AL118558.1,OR6D1P,CASP16P,C3orf86,CYP2AB1P,SMPD5,AC114490.1,KIF28P,FBXL21P,AC116353.6,OR55B1P,HCG22,ZNF663P,MROH4P,SERHL,VINAC1P,H1-9P,COL6A4P2,AC011491.1,GUCY2GP,BPIFB9P,FER1L4,CALR4P,ACTE1P,AC015871.7,TMCO5B,SDR16C6P,IQCF4P,OR9K1P,Diagnosis
RNA98_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12339325,0.621244495,1.084047004,0.053111972,0.134630865,0.214624726,1.456637241,0.058347487,1.092823866,0.0,0.0,0.773548671,0.250837073,0.066403239,0.0,0.0,0.540753974,2.173469317,0.0,0.654453582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.380291351,0.086929035,0.0,2.165769849,0.0,0.0,0.0,0.0,0.0,0.0,0.067036147,4.79849637,0.0,0.203758813,1.133493722,1.071980182,0.0,2.05318827,0.0,0.0,0.0,0.0,0.270247188,0.0,0.060680913,0.085562954,0.0,0.0,0.289141206,0.0,0.0,0.0,47.70013417,0.0,0.0,0.0,0.0,1
R_JS001_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.241636179,1.294305105,1.496665268,0.09917927,0.188605488,0.309508815,1.881380041,0.526766766,0.960579857,0.12536454,0.0,1.258456306,0.260288903,0.093018422,0.050300165,0.012945067,0.588462007,3.157550467,0.049379063,0.870962942,0.066207663,0.0,0.0,0.010902784,0.029575634,0.0,0.147385578,10.0785695,0.11365984,0.0,2.783663643,0.018099937,0.0,0.0,0.0,0.0,0.0,0.083479762,2.431111795,0.0,0.266414946,0.165419208,0.425475355,0.0,1.278363788,0.038426334,0.0,0.0,0.0,0.349469089,0.0,0.0,0.279684217,0.0,0.0,0.162012933,0.0,0.0,0.0,32.66874896,0.0,0.0,0.0,0.0,1
R_JS002_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.177510243,1.760512241,1.858210732,0.171644449,0.123271408,0.211129736,1.301974168,0.213697712,0.938962172,0.038555525,0.0,1.322469404,0.432317982,0.128763914,0.0,0.0,0.300868037,1.323796015,0.0,0.391251347,0.0,0.0,0.0,0.030169766,0.0,0.0,0.118997732,6.464431376,0.101133214,0.0,2.028023201,0.025049785,0.0,0.065295175,0.0,0.0,0.0,0.0,1.864850583,0.0,0.237052945,0.206041397,0.554253823,0.0,1.144842064,0.013303495,0.0,0.0,0.031747423,0.32245708,0.0,0.0,0.179730338,0.0,0.015842479,0.560616562,0.025336598,0.0,0.0,67.82333732,0.0,0.0,0.052777977,0.030983897,1
R_JS003_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.460276168,1.573352142,1.930265717,0.042660112,0.198205738,0.263587187,0.821262036,0.218657699,0.588470071,0.0,0.0,1.06201915,0.649039598,0.159980548,0.08652092,0.0,0.36626202,2.420454906,0.0,0.53865997,0.0,0.039895498,0.018703054,0.037484292,0.0,0.0,0.0,5.88403224,0.223375247,0.0,0.269766201,0.031122057,0.0,0.040573065,0.0,0.090378735,0.0,0.035896107,4.961370948,0.0,0.229059877,0.113772088,0.215207775,0.009312354,1.745693835,0.0,0.0,0.0,0.0,0.600969864,0.0,0.048739567,0.085889063,0.0,0.0,0.0,0.008996725,0.0,0.0,51.07121133,0.0,0.0,0.0,0.0,1
R_JS004_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.258269759,2.155388668,1.417199182,0.294210494,0.159799334,0.250993402,1.471393658,0.307802989,1.052923348,0.047207551,0.0,1.02673261,0.132333,0.105096184,0.021316143,0.0,0.721820485,2.696482339,0.0,0.647313632,0.112159904,0.0,0.0,0.018469996,0.0,0.0,0.0,8.725126982,0.055032917,0.0,0.480742744,0.0,0.0,0.0,0.0,0.089043944,0.0,0.035365962,3.250960095,0.0,0.2902013,0.196210056,0.593751608,0.0,0.573405208,0.0,0.0,0.0,0.0,0.213840148,0.0,0.096039479,0.524713121,0.0,0.0,0.228811411,0.101923805,0.0,0.0,38.58240819,0.0,0.0,0.0,0.0,1
R_JS005_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.247175273,2.017915965,2.458545672,0.131919762,0.139341542,0.216900342,1.129050705,0.12882112,0.739816182,0.0,0.0,1.549534546,0.599978827,0.164932671,0.044603311,0.011471815,0.490548896,2.184637917,0.0,0.555405015,0.0,0.041123542,0.0,0.057971767,0.0,0.0,0.021777673,4.091099039,0.115154527,0.0,2.556601834,0.032080041,0.0,0.0,0.084005931,0.0,0.0,0.111003128,5.063600755,0.0,0.303658249,0.175955545,0.843177802,0.0,1.799933843,0.0,0.0,0.0,0.0,0.309821346,0.0,0.0,0.053130415,0.0,0.0,0.287268106,0.023184145,0.0,0.0,42.12631185,0.0,0.0,0.0,0.0,1
R_JS006_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.219618582,1.038668878,3.112726895,0.088802445,0.103166188,0.168863577,1.450863271,0.178844216,0.999537246,0.0,0.0,1.793973654,0.372796391,0.166537874,0.0,0.011577247,0.585695817,1.480465676,0.044212682,0.752246964,0.0,0.041501487,0.0,0.039023984,0.0,0.0,0.087958494,4.646028638,0.101733056,0.0,5.20443083,0.032392259,0.0,0.0,0.0,0.0,0.0,0.112083463,4.824121474,0.0,0.340681773,0.207263471,0.828922257,0.0,1.413483518,0.0,0.0,0.021607055,0.0,0.486588357,0.0,0.0,0.107295011,0.0,0.020475156,0.096687979,0.009363914,0.0,0.0,33.67218013,0.0,0.0,0.0,0.0,1
R_JS007_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21195987,2.035782417,1.254914727,0.040420499,0.110949698,0.224493178,1.155229505,0.162750875,0.787313659,0.011349926,0.0,1.765377857,0.25443401,0.151549748,0.061476182,0.063245834,0.178852842,3.184298307,0.0,0.871228155,0.0,0.037801025,0.0,0.062139082,0.0,0.0,0.0,8.708719422,0.092574329,0.0,2.474012831,0.029471425,0.0,0.0,0.0,0.0,0.0,0.050998071,4.318330383,0.0,0.620030233,0.242517309,0.428110975,0.0,0.76563469,0.0,0.0,0.0,0.0,0.553492538,0.0,0.046180789,0.162718737,0.0,0.0,0.0,0.017043969,0.015609069,0.0,58.86361556,0.0,0.0,0.0,0.0,1
R_JS008_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.253607162,1.522372777,3.53048378,0.137205458,0.08693864,0.286691421,1.013961499,0.334915545,0.808060032,0.051360039,0.0,1.589855868,0.383954104,0.085770556,0.046382322,0.0,0.400799538,1.701881863,0.0,0.464862204,0.0,0.0,0.0,0.030147276,0.0,0.0,0.022658192,7.702667414,0.044913181,0.0,2.627770532,0.0,0.0,0.0,0.0,0.0,0.0,0.057725373,5.697552066,0.0,0.21051314,1.52484384,0.853724379,0.0,0.970523303,0.0,0.0,0.0,0.0,0.429565774,0.0,0.0,0.092092239,0.0,0.0,0.0,0.019287079,0.0,0.0,48.36907351,0.0,0.0,0.0,0.0,1
R_JS009_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.354800113,0.746532166,2.208873557,0.195247531,0.1546422,0.291482404,0.911320979,0.089354082,0.708858229,0.0,0.0,1.307033622,0.307345065,0.030513526,0.123752625,0.0,0.367276915,1.767102047,0.0,0.766758407,0.0,0.0,0.0,0.021450244,0.0,0.0,0.0,7.067567942,0.143787355,0.0,3.119889545,0.0,0.0,0.0,0.0,0.0,0.0,0.041072479,6.455638067,0.0,0.524256151,0.162730523,0.492531695,0.0,2.18263957,0.037823665,0.0,0.0,0.0,0.458464993,0.0,0.055768022,0.196568575,0.0,0.180146148,0.15943893,0.015441137,0.0,0.0,40.9097167,0.0,0.0,0.0,0.0,1
R_JS010_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142965776,1.198251844,3.225990191,0.107990268,0.144460528,0.214957749,1.428158851,0.35586604,0.932243667,0.030323266,0.0,0.659502139,0.453290065,0.112504727,0.018262449,0.0,0.401501087,1.763824787,0.0,0.66524044,0.0,0.201949568,0.0,0.094903996,0.0,0.029387801,0.05348198,7.060638942,0.094250179,0.0,3.313150094,0.026256454,0.0,0.0,0.0,0.0,0.0,0.030284132,3.230540012,0.0,0.35900796,0.168028308,0.799090566,0.0,2.400795475,0.0,0.0,0.0,0.0,0.239484321,0.0,0.0,0.260927683,0.0,0.0,0.0,0.0,0.013905475,0.0,56.02961787,0.0,0.0,0.0,0.0,1
R_JS011_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.271508458,1.314392269,4.433516295,0.204522821,0.240692761,0.202265724,1.500236848,0.203274798,0.845128987,0.041022225,0.0,1.331470475,0.413940731,0.200904856,0.044459084,0.0,0.486277249,2.848730088,0.0,0.76499299,0.0,0.0,0.0,0.019261437,0.0,0.0,0.086812563,9.378945895,0.124329227,0.0,0.479683242,0.0213135,0.0,0.0,0.0,0.185683789,0.008625169,0.02458294,1.466417158,0.0,0.268994675,0.214331842,0.398019933,0.0,1.660901278,0.0,0.0,0.0,0.0,0.228711791,0.0,0.0,0.235340407,0.0,0.0,0.286303043,0.015404951,0.0,0.0,57.72528657,0.0,0.0,0.0,0.0,1
R_JS012_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.204955394,1.815218952,2.546237086,0.224148699,0.189405954,0.275742769,1.308004502,0.426843223,0.86276217,0.025176049,0.0,1.34804538,0.517570758,0.084072568,0.022736035,0.0,0.599334896,2.438602134,0.04463938,0.220970757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.25450189,0.073373401,0.0,3.927737515,0.032704877,0.0,0.021318274,0.0,0.0,0.0,0.169747775,2.964991656,0.0,0.240778791,1.734142072,0.113099236,0.0,1.325304227,0.017368978,0.0,0.0,0.0,0.368498825,0.0,0.0,0.162495777,0.0,0.0,0.097621117,0.0,0.0,0.0,58.15793396,0.0,0.0,0.0,0.0,1
R_JS013_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.300331133,0.917246184,1.59095134,0.105448146,0.170786294,0.2130753,0.984587997,0.231710302,0.680739281,0.049358625,0.0,0.924877563,0.239800532,0.131857786,0.0,0.0,0.398356764,1.408914524,0.070000255,0.660547998,0.0,0.0,0.0,0.069515804,0.0,0.0,0.0,4.206799679,0.103564114,0.0,0.515651917,0.0,0.0,0.0,0.0,0.0,0.0,0.177471778,3.902416401,0.0,0.377598013,0.070323755,0.266065399,0.0,1.252327341,0.0,0.0,0.0,0.0,0.261421264,0.0,0.0,0.084951742,0.0,0.0,0.191390003,0.011119146,0.013573537,0.0,48.40769157,0.0,0.0,0.0,0.0,1
R_JS014_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.185838914,1.04994661,2.545710782,0.12154191,0.143789839,0.147357208,1.305085269,0.293775168,0.614958195,0.08191658,0.106310154,0.947999745,0.306173242,0.030394572,0.061641693,0.0,0.322843718,2.677465819,0.0,0.988527319,0.0,0.0,0.0,0.037388936,0.0,0.0,0.084273161,6.460175388,0.0,0.0,1.747067613,0.0,0.0,0.0,0.0,0.025739356,0.0,0.0,4.421444097,0.0,0.354401393,0.048630825,0.269864236,0.0,1.17933397,0.028252481,0.0,0.0,0.0,0.123694778,0.0,0.0,0.078328992,0.0,0.0,0.132334662,0.017943159,0.0,0.0,65.49925411,0.0,0.0,0.0,0.0,1
R_JS015_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.359988905,2.107390448,4.05127439,0.158784191,0.092239882,0.261855457,0.370630036,0.188981351,0.437229691,0.0,0.0,1.510726987,0.833261374,0.04963981,0.020128423,0.0,0.140580907,2.085778817,0.0,0.183435226,0.0,0.222755838,0.0,0.0,0.0,0.0,0.0,3.301953889,0.194925934,0.0,3.119960016,0.0,0.0,0.0,0.0,0.0,0.0,0.033408627,15.47125663,0.037153212,0.700563931,1.747320416,0.120185103,0.0,1.143434077,0.0,0.0,0.0,0.0,0.372905038,0.0,0.0,0.095931346,0.0,0.0,0.129671565,0.0,0.0,0.0,80.81109151,0.0,0.0,0.0,0.0,1
R_JS016_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.240481137,2.383593351,4.006458499,0.149253495,0.094576287,0.185142305,1.066830868,0.081983083,0.582553917,0.0,0.0,1.612753104,0.939821357,0.069976564,0.037848007,0.0,0.502100826,1.420045629,0.055732396,0.218379512,0.0,0.0,0.0,0.008198628,0.0,0.0,0.0,6.437578846,0.158773668,0.0,0.38162063,0.0,0.0,0.0,0.0,0.0,0.0,0.078492811,7.160538456,0.0,0.372160284,0.124422128,0.489491784,0.0,1.527216439,0.0,0.0,0.0,0.0,0.306682872,0.0,0.0,0.225403966,0.0,0.0,0.203133747,0.007869135,0.0,0.0,60.31621663,0.0,0.0,0.0,0.0,1
R_JS017_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.413307021,1.984818519,2.64638168,0.0,0.077666845,0.21726857,0.667432001,0.179515087,0.613090383,0.034410499,0.059534247,1.228322471,1.672072221,0.076606645,0.020723273,0.0,0.546108515,1.54785868,0.0,0.704705647,0.0,0.038213055,0.0,0.053852551,0.0,0.0,0.04045437,4.591894688,0.187209377,0.036381295,4.623459746,0.029796063,0.025790503,0.0,0.0,0.0,0.0,0.085940192,7.188415666,0.0,0.501516449,0.24520414,0.267950929,0.0,2.508102922,0.031648317,0.0,0.0,0.0,0.11192332,0.0,0.0,0.0,0.0,0.037688429,0.311345601,0.008613409,0.0,0.0,61.14565984,0.0,0.0,0.0,0.0,1
R_JS018_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.277358982,1.808820947,2.027283284,0.137069613,0.260588149,0.247077054,1.546331737,0.468481474,0.801838235,0.102631424,0.0,1.631408207,0.503495989,0.142798383,0.092697982,0.023834704,0.533944037,2.277492861,0.022756699,0.436317436,0.0,0.042745385,0.0,0.0,0.0,0.0,0.09052002,5.143446207,0.284174282,0.040696365,6.00735583,0.016672612,0.0,0.0,0.0,0.0,0.0,0.09610629,4.073899223,0.0,0.525853976,0.426578646,0.5993911,0.0,1.523794616,0.017709054,0.0,0.0,0.0,0.14305874,0.0,0.104382066,0.276022536,0.0,0.0,0.149241204,0.009633823,0.017650729,0.0,38.29783321,0.0,0.0,0.0,0.0,1
R_JS019_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.196349944,1.55823032,1.497434856,0.044420539,0.178221894,0.261243164,1.425128951,0.11383008,0.822299489,0.087285062,0.0,0.771911935,0.046594784,0.111043724,0.0,0.0,0.302712954,3.125810518,0.044208162,1.231109619,0.0,0.0,0.019474861,0.00976024,0.03972489,0.0,0.04397475,7.928516489,0.174426303,0.118609058,0.460149749,0.064795298,0.0,0.0,0.0,0.0,0.0,0.093403373,6.266901777,0.0,0.136295385,0.355363363,0.403296318,0.0,1.211717549,0.034402386,0.0,0.0,0.0,0.260702363,0.0,0.0,0.536535501,0.0,0.0,0.096678093,0.009362956,0.0,0.0,49.62896284,0.0,0.0,0.0,0.0,1
R_JS020_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.369219557,2.472128692,1.429300557,0.142094325,0.070051287,0.233649314,1.160951025,0.312240992,0.865748949,0.026609529,0.0,1.046031746,0.472307617,0.088826709,0.048061168,0.0,0.616500738,1.954471874,0.047181067,0.583707344,0.0,0.0,0.0,0.0,0.0,0.0,0.16423587,4.70373332,0.139557721,0.0,0.439883205,0.051831412,0.0,0.0,0.0,0.100382982,0.0,0.079716996,4.05601851,0.0,0.436144889,4.043779203,0.57365437,0.0,1.364444227,0.0,0.0,0.0,0.0,0.166869455,0.0,0.108269343,0.019083111,0.0,0.0,0.154712103,0.03496855,0.0,0.0,30.2527991,0.0,0.0,0.0,0.0,1
R_JS021_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.330019187,2.07540904,3.87056979,0.083891169,0.053155181,0.229283228,0.9299342,0.230368514,0.568501109,0.023556329,0.061142126,2.108294545,0.396124515,0.078652309,0.042546589,0.0,0.360153734,1.186503661,0.0,0.477999075,0.055942922,0.0,0.0,0.0,0.0,0.0,0.0,3.803541732,0.192192255,0.037330682,0.129810657,0.0,0.0,0.0,0.0,0.0,0.0,0.017639773,7.132158946,0.0,0.707936526,0.223740723,0.359733565,0.0,1.494051255,0.0,0.0,0.0,0.0,0.082081246,0.0,0.0,0.0,0.0,0.0,0.091340587,0.008846036,0.0,0.0,75.32832325,0.0,0.0,0.0,0.0,1
R_JS022_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.227027142,1.341873219,2.729594985,0.139798063,0.177203424,0.221559943,1.767634031,0.290127507,0.569705202,0.013084926,0.0,1.379439677,0.34239498,0.145681522,0.02363352,0.012156917,0.251687676,2.943119804,0.0,0.631681221,0.0,0.087158912,0.0,0.010238977,0.0,0.0,0.046156488,4.460250563,0.09153911,0.0,4.459316539,0.033995874,0.0,0.0,0.0,0.0,0.0,0.098046703,5.669068654,0.0,0.536393637,0.186495072,0.352738688,0.0,1.836925272,0.0,0.0,0.0,0.0,0.200649402,0.0,0.0,0.03753559,0.0,0.0,0.101474624,0.068802319,0.0,0.0,49.29585572,0.0,0.0,0.0,0.0,1
R_JS023_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.451036178,1.324525785,2.68959361,0.0,0.100606396,0.321618861,1.364280815,0.221978104,0.79129052,0.048628721,0.0,2.563087391,0.613461111,0.081209073,0.043915719,0.022589938,0.283656884,2.304057446,0.129334589,0.746897712,0.0,0.0,0.0,0.01902603,0.051643377,0.0,0.0,4.114786328,0.113379336,0.0,3.600953385,0.047386433,0.0,0.0,0.0,0.0,0.025549582,0.036430644,3.962850384,0.0,0.39863618,1.414863188,0.262147784,0.0,1.378382772,0.0,0.0,0.0,0.0,0.2541986,0.0,0.0,0.034874247,0.0,0.0,0.047164355,0.018261395,0.0,0.0,52.71020993,0.0,0.0,0.0,0.0,1
R_JS024_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.325524908,1.116598096,2.626178484,0.190908819,0.110908799,0.214151951,0.919111393,0.192266454,0.722130249,0.013401622,0.0,2.242515809,0.500948144,0.119341868,0.072616574,0.0,0.274674376,1.551344488,0.0,0.485212337,0.0,0.0,0.0,0.031460378,0.0,0.019485579,0.07091043,5.767898142,0.187492109,0.0,2.819927399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.369820815,0.0,0.183100687,0.095488343,0.240840454,0.0,2.17077529,0.036983162,0.0,0.0,0.0,0.261545953,0.0,0.0,0.096110172,0.0,0.0,0.0,0.0,0.018430678,0.0,56.20353837,0.0,0.0,0.0,0.0,1
R_JS025_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.351089103,1.232702945,2.666935761,0.044201396,0.196050417,0.238994916,0.825227826,0.307491726,0.529554054,0.024823176,0.0,2.055619294,0.463832708,0.138130938,0.044834723,0.0,0.336491765,2.865390108,0.044013705,0.408430538,0.0,0.0,0.0,0.029136268,0.0,0.0,0.087542008,6.455221639,0.173600685,0.0,2.860821115,0.048369718,0.0,0.042038945,0.0,0.0,0.0,0.074368496,7.359354953,0.0,0.339116582,0.147362582,0.08919019,0.0,1.473976219,0.017125531,0.0,0.0,0.0,0.415149396,0.0,0.0,0.071191311,0.0,0.040787909,0.096252838,0.009321772,0.017069127,0.0,59.97768297,0.0,0.0,0.0,0.0,1
R_JS026_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.320270202,1.256307805,2.32798538,0.084606197,0.134070404,0.262753407,0.938202357,0.185922638,0.691342237,0.023757106,0.0,2.981839201,0.377454681,0.105804603,0.107304354,0.0,0.442020018,1.816966539,0.06319544,0.612591435,0.0,0.039580854,0.0,0.0,0.0,0.0,0.062861779,3.681906529,0.124648623,0.0,0.472617015,0.015438303,0.0,0.0,0.0,0.0,0.012488077,0.071208704,5.596577494,0.0,0.259729745,1.354454685,0.128090597,0.0,1.314925656,0.0,0.0,0.0,0.0,0.563071347,0.0,0.048355173,0.085212281,0.0,0.0,0.0,0.062463047,0.0,0.0,54.8881012,0.0,0.0,0.0,0.0,1
R_JS027_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.211354212,1.582175836,1.354376418,0.06635941,0.091110869,0.263212889,0.483992259,0.12150132,0.851316677,0.037266952,0.0,2.244659655,0.226337238,0.103696973,0.0,0.0,0.340732633,1.949962981,0.066077629,0.694988916,0.0,0.0,0.0,0.087477101,0.0,0.0,0.0,3.732212975,0.260656256,0.0,1.754752446,0.036302618,0.006979371,0.0,0.0,0.0,0.0,0.083756617,3.369740472,0.0,0.636415179,0.154882641,0.937477402,0.0,0.729299239,0.0,0.0,0.0,0.0,0.142846938,0.0,0.0,0.240521735,0.0,0.0,0.144504065,0.05247855,0.0,0.0,32.4452778,0.0,0.0,0.0,0.0,1
R_JS028_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.410830708,1.015462531,2.432335449,0.08062875,0.119204943,0.200006391,1.364173284,0.19187779,0.936675603,0.0,0.0,0.984752649,0.571090635,0.100779823,0.102219364,0.031546362,0.549552318,3.264973914,0.060204324,0.893989719,0.0,0.075403557,0.0,0.0,0.0,0.0,0.0,5.032380158,0.10555912,0.0,0.358012741,0.088216952,0.0,0.0,0.307983959,0.0,0.0,0.118701534,4.855483606,0.0,0.340208265,0.241930207,0.508442573,0.0,1.374847825,0.031239061,0.0,0.0,0.0,0.441735735,0.0,0.0,0.162331479,0.0,0.0,0.0,0.004248798,0.0,0.0,33.78615399,0.0,0.0,0.0,0.0,1
R_JS029_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.443581502,1.495515404,1.331117451,0.202700338,0.111324857,0.332456585,0.662355695,0.163293892,0.897917061,0.068296479,0.0,1.771332184,0.489288874,0.126713041,0.061677315,0.0,0.549132583,3.106294021,0.0,0.387129384,0.0,0.075833224,0.0,0.053442115,0.0,0.0,0.0,3.69701953,0.06635244,0.0,0.310978883,0.0,0.0,0.0,0.0,0.128822353,0.0,0.102329844,5.386177839,0.0,0.591018568,2.649553945,0.531832198,0.0,0.89114023,0.0,0.0,0.0,0.0,0.349089252,0.0,0.046298989,0.065316208,0.0,0.0,0.08828871,0.055571697,0.0,0.0,37.21718566,0.0,0.0,0.0,0.0,1
R_JS030_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.409786688,1.153062278,2.312433625,0.042715974,0.054139287,0.237353016,0.972140335,0.20336463,1.008198456,0.0,0.0,0.943278868,0.537992683,0.080108465,0.086656034,0.0,0.279864166,1.848805738,0.0,0.394767627,0.0,0.0,0.0,0.018771414,0.0,0.0,0.084620029,3.738680844,0.069913774,0.0,4.093181723,0.0,0.0,0.0,0.0,0.0,0.0,0.071886224,4.918815255,0.0,0.62275992,0.170924638,2.198543893,0.0,1.262800475,0.016550014,0.0,0.0,0.0,0.601924822,0.0,0.0,0.137630172,0.0,0.0,0.0,0.018017013,0.0,0.0,46.03764372,0.0,0.0,0.0,0.0,1
R_JS031_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29597519,1.883748789,1.731196792,0.237893513,0.130665766,0.243169688,0.999521552,0.34847671,0.938699077,0.093519461,0.0,1.788399202,0.274664999,0.178455807,0.120651049,0.0,0.433888492,1.810901298,0.0,0.527662034,0.0,0.088990674,0.020859464,0.020908327,0.0,0.0,0.0,3.584190106,0.077872663,0.0,2.164336902,0.0,0.0,0.0,0.0,0.151198723,0.0,0.020017413,6.321744669,0.0,0.511124871,1.332743571,0.720257104,0.0,1.190177314,0.018434045,0.0,0.0,0.0,0.130357505,0.0,0.0,0.095811127,0.0,0.0,0.051803625,0.035119078,0.0,0.0,37.98396141,0.0,0.0,0.0,0.0,1
R_JS032_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.329217053,0.889301779,1.494337866,0.036592587,0.092789854,0.205573145,0.640825828,0.107245177,0.682313933,0.041117875,0.0,1.479087832,0.461032798,0.160183431,0.018558446,0.0,0.304644396,1.319238524,0.036452829,0.428507915,0.097691508,0.0,0.0,0.008040255,0.0,0.0,0.0,3.842762931,0.083878987,0.0,2.615937782,0.0,0.015408824,0.0,0.0,0.0,0.0,0.015395311,5.749893039,0.0,0.786462485,1.586870348,0.166235809,0.0,1.165382516,0.0,0.0,0.017816687,0.0,0.343874871,0.0,0.0,0.029487819,0.0,0.0,0.039841958,0.0,0.0,0.0,48.21823384,0.0,0.0,0.0,0.0,1
R_JS033_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166984989,1.309234557,1.735155058,0.136420697,0.07684253,0.260761313,1.592016171,0.249763782,0.660429934,0.0,0.0,0.854543592,0.119304415,0.113716228,0.06918768,0.023722439,0.161028436,2.549977663,0.113193547,0.714377061,0.0,0.0,0.0,0.05994969,0.013564961,0.0,0.0,5.210070542,0.14884428,0.0,0.177462613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.054479338,0.0,0.174443061,0.181958925,0.458886343,0.0,0.792753395,0.017624364,0.0,0.0,0.0,0.124577789,0.0,0.0,0.238074667,0.0,0.062942752,0.148534665,0.047947084,0.0,0.0,62.61816673,0.0,0.0,0.0,0.0,1
