,IGHV3-33,IGHV3OR16-13,IGKV1-12,IGLV2-8,IGLV2-11,IGHV1-3,IGHV1OR15-1,IGHV2-70,IGKV2-40,IGLV10-54,IGHV4-34,IGHV3-7,IGLV6-57,IGKV1-33,IGKV1-39,IGKV4-1,IGLV2-18,IGHV4-31,IGKV1-16,IGLV4-60,IGKV1-6,IGKV3-20,IGKV2-28,IGHV3-72,IGHV3-13,IGKV1D-33,IGKV1D-39,IGHV1-46,IGLV7-43,IGLV3-1,IGKV2-30,IGHV3-11,IGHV1-18,IGHV3-48,IGKV3-15,IGHV6-1,IGHV2-5,IGLV3-10,IGLV3-9,IGHV3-21,IGLV2-23,IGKV2D-24,IGHV3-53,IGLV5-48,IGHV7-4-1,IGLV3-12,IGLV3-19,IGLV1-44,IGLV3-21,IGHV1-69D,IGHV2-26,IGLV1-51,IGLV1-40,IGHV5-51,IGKV3D-15,IGHV3-74,IGHV4-59,IGLV2-14,IGLV8-61,IGHV3-73,IGHV3-15,IGLV3-25,IGKV1D-12,IGKV3D-20,IGKV6D-21,IGLV4-69,IGLV4-3,IGKV3OR2-268,IGHV3-30,IGLV7-46,IGLV1-47,IGKV1-5,IGKV1D-16,IGHV3-66,IGHV4-61,IGKV2D-30,IGHV3-20,IGKV1-9,IGLV9-49,IGKV1-8,IGKV2D-28,IGKV3-11,IGHV3-23,IGLV3-27,IGHV1-69,IGKV1D-43,IGKV1-27,IGHV4-4,IGKV1D-17,IGHV1-24,IGKV2D-40,IGHV3-49,IGKV2-24,IGKV2D-29,IGHV5-10-1,IGKV1D-13,IGLV3-16,IGHV1-2,IGKV1-17,IGHV3-64,IGLV1-36,IGKV3D-11,IGLV5-52,IGHV3-43,AC135068.9,IGKV1D-37,AC135068.3,IGLV5-37,IGHV4-39,IGHV1-58,IGKV2D-26,IGLV5-45,IGKV1D-8,IGKV1OR2-108,IGHV4-28,IGHV3-64D,IGKV5-2,IGLV11-55,IGKV3D-7,IGKV1-37,Diagnosis
RNA358_FPKM,51.2974073,1.123369612,20.17758372,337.3212862,86.75136867,17.82089143,28.36724016,2.215653609,0.0,15.92403834,1.98300998,200.8251609,17.6944849,3.370406416,26.15624435,157.9309359,7.83438701,0.231690724,15.7372018,2.738746424,1.565465086,45.85424985,17.28683659,2.81353519,21.9040908,4.022830165,46.67181115,4.995067948,99.65939337,11.70790247,49.06385623,87.40644843,30.22692112,9.180115435,19.73918254,4.539262234,43.53971206,7.267163358,7.957307979,34.58536795,118.8943228,3.558911996,1.562631481,0.537472248,45.13302917,11.41846488,36.81744554,93.6247474,21.73933226,0.241274038,3.903252777,119.0243861,65.28428874,18.61982645,38.5562063,32.93547895,17.22503318,163.021278,39.03507311,4.764338766,100.9595115,30.00424067,14.69797622,34.97897424,0.727104751,39.27926291,0.246063597,0.849673838,31.51459658,47.38321119,75.02829333,23.85437697,8.917812528,1.39315394,0.0,59.98857085,0.955540899,22.54384299,7.514528719,0.498309697,32.90699971,42.49039125,92.9479089,1.577922367,0.481376844,0.372795601,4.6718068,1.902167847,0.0,3.618343815,0.307961583,5.194403873,8.134886861,1.557985479,0.0,47.46273095,1.287566501,4.755041753,5.245641299,0.689990355,2.522712991,20.76673825,1.307950139,3.198100641,0.0,2.247036805,0.0,0.0,14.4635048,0.479051352,0.0,2.247512785,0.371399362,0.0,0.466652375,0.0,0.243048112,0.0,0.516477238,0.0,0
RNA365_FPKM,8.053647463,0.281071188,0.498330219,17.84014237,12.14917928,3.766245448,8.70949349,0.554009573,0.0,2.631756713,1.23972246,13.60778802,2.24771258,1.404784657,3.239526444,23.9645203,1.621545268,0.0,0.262481824,3.013522834,0.521935335,4.215005948,1.525915675,0.536041695,0.0,2.596277403,10.28695144,0.454280239,1.030313908,4.236186883,1.780062593,2.516095973,3.870205487,1.147891167,2.917039648,1.911909737,9.182862583,3.894416105,2.796814587,5.304671305,5.926959968,0.508552378,1.042219113,0.0,0.740182977,0.0,7.102865642,4.884386855,1.647471708,0.241406641,0.780980464,8.668392695,4.386291176,1.451480764,3.506183895,8.278827445,1.202236593,23.43703739,3.593398435,2.723371614,9.985772829,4.958783701,2.138659139,2.674412124,0.0,3.550517785,0.0,0.28348037,2.070904498,2.833494197,6.335533705,8.575410063,0.524696898,0.232360959,0.651101875,3.264130442,0.716996522,1.697370199,2.424885007,0.498330219,3.108107355,4.554133951,16.9884625,0.0,0.0,0.0,1.298138702,2.140431268,2.237055254,1.20654254,0.462039684,0.0,0.508552378,0.42507651,1.209485327,2.110219523,0.0,5.470044751,0.787178721,0.920350011,0.0,1.787032749,0.523312473,0.456994072,0.0,0.0,0.0,0.0,1.400252031,0.239657317,0.0,0.0,0.371414658,0.0,0.466671594,1.404784657,0.0,0.0,0.0,0.0,0
RNA368_FPKM,7.611048209,0.43213118,0.766712282,28.92112629,17.54587619,5.021395532,21.39494543,0.426095828,0.0,2.983324604,1.144234486,6.031986538,5.618842026,0.864451808,3.066849127,32.47150913,3.117987361,0.0,0.807279069,1.264347499,2.409090695,6.865741294,2.542971936,1.855605755,1.419309247,1.497776651,8.927126313,0.232889017,3.764812596,4.408553612,1.369226629,1.451601622,4.279522775,0.529738188,2.761551928,1.838181404,2.825388282,2.596227893,2.647735255,3.193368044,10.02967976,1.956013545,0.133633259,0.0,3.985062577,10.92864573,5.261143859,24.8298842,3.548273117,0.371149164,0.400373508,17.45373671,17.6190655,1.302435086,6.357196011,2.20927371,0.308166276,36.81495798,0.0,0.698287158,5.411687217,5.219608513,3.084370247,6.51439483,0.0,2.731029503,0.567858306,0.0,2.124024279,12.48325284,10.12165025,9.464096317,0.403551075,0.714640487,1.00151815,3.090141652,0.735304791,4.476549948,1.305619524,0.383272127,7.498309136,3.502929232,10.59538298,0.607020948,0.370248317,0.0,1.397901532,1.463556298,0.0,0.742461042,0.0,0.868920453,0.391134119,0.871861395,0.0,0.0,0.594407525,0.0,1.412694141,0.353926465,0.0,4.123668758,0.201331374,0.351479969,0.43213118,0.216160314,0.0,0.0,1.974470291,0.0,0.586786916,0.576440547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
RNA37_FPKM,4.640747238,0.453304026,0.804102116,10.36831894,5.600361466,3.645941495,5.439648311,0.446972964,0.0,2.681837785,1.400037923,2.232785877,3.626432208,1.019874632,2.613226464,13.68138095,1.961938666,0.560706838,0.0,0.442034036,1.894819711,5.600361466,1.641193038,0.973015527,0.0,0.942449595,4.894004623,0.488599454,3.325014466,3.015277522,2.666831109,3.213769759,2.341702261,0.925923259,7.964423429,1.15674449,7.196279232,5.445361951,1.214783447,10.41947228,7.490720303,0.410298259,0.0,0.0,3.781375861,0.0,12.73317168,10.27924138,9.037327258,0.0,0.0,9.255334887,11.20476484,0.975606946,5.252849154,2.180801651,1.293061181,17.51380674,11.01531229,0.915329171,1.281499243,13.47483781,2.587865032,2.157523431,0.586754344,3.055204223,0.0,0.0,2.041874272,3.740641274,8.059687049,4.060485678,0.634874409,0.0,0.0,2.835732274,0.578271149,0.391237949,1.369230242,0.200920115,4.330806541,4.898458811,10.00082584,4.668911228,0.0,0.0,1.256672679,0.0,1.955007768,0.583899092,0.0,0.0,0.410298259,0.342832181,1.365890656,0.212676079,0.415626808,2.686125295,0.0,0.371267566,0.20347635,1.982089665,0.0,0.0,0.0,0.0,0.22653316,0.64166451,1.506035964,0.193155086,0.0,0.0,0.0,0.0,0.0,0.906608052,0.0,0.0,0.0,0.0,0
RNA379_FPKM,10.06844915,0.315298372,3.075226753,18.50902041,16.41225635,6.478938786,8.195356051,0.310894763,0.0,0.0,1.390951291,15.26721521,4.09784957,0.945552027,2.795577694,18.61383595,3.941528333,0.0,1.177460823,0.307459462,0.0,6.397952051,4.850310485,2.556244715,2.070140423,3.641075224,7.102343472,0.849435903,5.202078712,8.946335496,3.423693776,4.234250114,7.327465881,1.802916798,3.77606434,3.217447163,10.3027021,4.077801343,3.137832751,12.93823682,18.39717865,0.57046036,0.77947494,0.0,4.982090309,0.937583892,11.80584061,21.92043767,2.587574939,4.602484402,0.583935801,9.725246961,21.87126245,1.899658675,2.52894118,8.340514651,2.922304845,29.61657918,28.75812761,3.055470418,5.601557197,9.663004876,2.99902944,7.251374521,0.816087691,4.24897557,0.552058413,0.318000929,2.323574727,7.225406418,15.30988372,8.366169003,1.471906128,0.781685868,1.704288964,5.915699443,0.268193555,2.992518943,1.904303317,0.0,14.26530447,5.677043252,18.28736831,2.361168122,2.160583451,0.0,3.204032062,2.935108507,1.673233801,1.624232923,0.0,1.774168694,0.855845809,2.066486997,0.0,1.775424817,0.289091754,0.0,0.588570213,0.258237414,0.0,4.00973145,0.293668404,0.512625669,0.0,0.0,0.315298372,0.0,1.832611898,0.268841365,0.0,0.560401865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
RNA38_FPKM,1.035858989,0.0,0.186912749,4.749731747,4.464686718,3.390935349,7.377886293,0.623540816,0.0,0.623540816,2.046297936,3.634062965,2.108011049,0.0,1.308794694,7.192234294,1.622047854,0.0,0.984296165,0.616650862,0.391674574,2.790479626,0.954010129,0.402260373,1.211396019,0.779177438,6.332888961,0.22723105,1.159623959,2.617454238,0.572378493,0.786604546,2.90386128,0.689057121,3.030360775,1.075795721,4.330789283,0.389623922,0.484224755,5.19146491,2.81635605,0.0,0.260659086,0.0,4.072234699,0.0,5.329183818,3.186843256,1.977712832,0.0,0.781293113,5.356162887,2.376794871,0.907473049,2.818666289,1.014125319,1.803968158,9.070135418,0.359508063,2.894678258,3.57585143,2.545672401,0.200515564,1.003270167,0.0,2.486269181,0.369320938,0.0,1.899116414,0.773175782,3.473736454,2.237938204,0.393746926,0.174218441,0.0,0.565133195,0.358641778,0.727806054,0.727806054,0.0,1.377999306,2.467743654,5.339756887,1.381698377,0.0,0.0,0.779247843,1.427557703,0.0,0.0,0.0,0.0,0.0,0.531519929,0.0,1.187380916,0.0,0.356921674,0.393746926,0.0,0.189290774,1.67596374,0.196283045,0.0,0.210740153,0.0,0.0,0.397958123,0.700406297,0.0,0.0,0.374902615,0.278719734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
RNA383_FPKM,5.26023962,0.917569404,2.44128301,20.82969091,16.39631412,5.12474546,13.30390241,1.583214578,0.0,0.678565642,0.607222048,16.57050341,8.257484177,2.17906722,4.068741901,50.11695125,9.045590555,0.756780373,1.713567826,0.0,1.278560525,6.680007738,3.529411429,2.735506023,1.882975903,1.483745599,11.84391854,0.741760305,5.888735782,12.81687782,5.397980195,5.306664049,7.504494913,0.937129211,4.762923702,11.51136234,7.068791257,7.418727997,2.283392231,6.967221151,39.35575722,0.415258974,0.425374465,0.0,3.222718005,0.0,8.376276113,26.87438081,4.304095142,0.0,0.850136482,11.65636646,11.14085148,2.764833263,8.383160943,14.48345302,3.107922136,42.29763485,15.4506634,1.482216564,9.079029137,7.883960776,3.710162958,4.912696844,2.573701268,3.864819276,0.0,0.0,4.884483239,15.98359955,17.50692007,9.740705245,1.071004813,0.758552693,0.177106826,7.994572392,1.36576101,0.0,5.345110258,0.610273415,14.1869951,3.924544534,34.48712253,1.288734747,0.196451018,0.0,1.059790102,0.776743405,2.130792553,2.955035176,0.502953416,0.737817767,0.830517948,9.832039496,0.592411754,4.952987917,0.420651948,32.81514982,0.0,0.75151276,0.0,3.647205578,0.427311345,0.932810643,0.0,0.0,0.0,0.0,2.476808985,0.195501979,0.0,0.0,0.15156895,0.0,0.0,4.358134439,0.0,0.212435221,0.0,0.203361355,0
RNA385_FPKM,28.179725,0.751191399,1.332644943,17.13181926,11.00511978,8.727654604,7.812799521,1.629597386,0.084751975,3.407392361,1.591126502,22.69481796,7.512352174,1.352232155,2.798463697,28.68730928,13.87344209,1.363074449,0.98222232,0.292977662,1.116534774,6.629650793,2.039905772,2.078475359,1.480117677,3.262758727,13.400262,1.214600383,6.750144365,8.661868262,1.903867986,7.961093677,13.19458182,3.19203499,5.519667264,3.961758263,7.15572353,2.082626312,1.725733733,16.03440832,12.46682266,0.544018941,1.11462452,0.143779774,13.58900927,0.595975806,19.55473084,14.19619917,3.347856672,10.19448195,0.556869782,10.36200368,11.46749394,1.681720335,8.973438086,7.49922983,1.392940076,53.56468836,9.864305821,1.941799607,14.44256227,6.559862282,3.57386625,4.529010599,0.778056969,5.949278442,0.657991474,0.454607572,10.45976191,12.53605892,15.11618443,12.66105813,1.122442365,0.745258315,0.46426124,2.685402063,2.939389073,1.167085454,6.483766057,0.533083886,5.666331476,4.464895797,18.90670551,0.984827684,3.346988144,0.199356981,1.110689042,0.381565108,1.495419645,1.290493156,0.329452464,0.724886789,0.136037786,1.666845327,0.0,2.39792863,0.688754711,0.890359801,1.122442365,0.0,0.404866794,5.136442073,0.139986112,0.36661901,0.0,0.901488103,0.0,0.0,1.747078858,0.128151538,0.407981154,0.267148397,0.0,0.0,0.0,0.0,0.0,0.0,0.276192483,0.0,1
RNA386_FPKM,12.47868906,0.499489528,2.436905467,15.51925968,13.00498795,10.04473482,26.22601185,2.709185407,0.0,0.123188623,2.42472094,13.32800209,6.743964342,1.623524333,4.209180639,31.30185275,1.201206161,0.0,2.332500852,0.243654845,0.696112783,6.833147549,1.356527474,1.548929972,1.025215491,4.847051565,14.30402922,0.94223277,3.206262944,9.525789309,2.260731595,5.778560295,8.171759717,2.245111981,4.189080764,2.549409941,4.898343116,3.923685305,3.251296717,8.406847306,7.201084346,0.45210206,0.617582499,0.0,5.263921779,1.486083469,13.09674357,15.10400188,5.419110855,7.29387318,0.925563273,15.41276029,10.39829682,1.720403703,5.34367817,5.557588985,1.959370456,53.51600137,1.064837345,3.429857635,7.666868385,5.336561845,4.277765068,3.96263066,0.215655389,8.206741141,0.0,0.0,4.909736787,6.641400561,10.39829682,2.651750069,0.699795919,0.41292694,0.964644772,2.00903436,2.549409941,4.527075056,2.586809598,1.32926059,5.023970929,4.273606873,17.14400113,0.935383573,3.210019376,0.331428202,0.461570166,3.171529935,0.0,2.574221716,0.0,0.602557762,0.0,0.755779593,1.075226002,0.23458259,0.687072357,0.211518115,1.166250426,0.0,0.0,2.382894427,0.465223756,0.0,0.249867008,0.499489528,0.0,0.0,1.659683573,0.425893245,0.0,0.444130487,0.0,0.0,0.0,2.24806961,0.0,0.0,0.0,0.0,0
RNA39_FPKM,2.297246677,0.0,0.621983276,2.553429538,1.856409935,0.417733865,9.115595579,0.921814954,0.131860171,0.230453738,1.856409935,2.302589111,0.934871823,0.701153867,0.414585117,7.208008928,1.348813706,0.578386317,0.436520838,0.0,1.085669001,4.950566588,0.423089427,0.892031844,0.767464543,1.403892313,3.072122857,0.503831685,1.500153499,4.146273573,1.057831335,1.395567789,2.414910531,0.381955733,1.680008991,0.795204225,0.873041676,0.648034931,1.25283969,4.796946616,2.465463469,1.269268282,0.144561238,0.0,0.615794388,0.0,2.407344431,3.356900246,0.959400494,0.602309839,0.866167332,4.87836033,2.432710854,0.201327969,2.291840532,0.702818093,0.333343185,10.2623337,0.0,0.37758553,3.209765533,2.38833908,0.88951416,1.854176272,0.605255119,0.787612777,0.0,0.0,1.148525824,1.285752286,3.446357588,1.395796943,0.0,0.386428283,0.0,2.924349859,0.19890233,0.201820213,0.201820213,0.0,1.057783439,3.157302708,5.347769418,0.0,0.0,0.465318315,0.863899878,0.0,0.0,0.0,0.0,0.751730646,0.0,1.178726344,0.603778887,0.877685514,0.214401213,1.187085444,0.654892444,0.0,0.0,0.371632605,0.217795428,0.0,0.0,0.233837017,0.0,0.0,0.388246769,0.0,0.0,0.0,0.0,0.0,0.0,1.16870884,0.0,0.0,0.0,0.207398159,1
RNA392_FPKM,27.6285603,1.297431,1.15073654,11.16195581,10.99187932,16.4646525,3.892293,1.279310455,0.0,0.0,0.6870336,9.373005399,2.854447658,0.778508329,6.904419241,13.62077706,2.495875439,0.42798996,1.69622446,0.253131871,0.723193264,5.724914287,1.878991239,3.713457916,1.91709895,2.877512761,20.21995672,0.559327337,2.141175451,8.745641812,0.939383091,3.679548851,12.95789759,0.636142223,3.522984461,3.531597991,3.150263826,7.673137594,3.179204265,11.92920537,9.488444033,0.469691546,0.481284484,0.0,2.278572851,0.514549727,24.53977877,19.22220756,4.26043049,4.903046897,2.40416348,10.83180469,13.72862765,1.563836209,6.708113365,11.54744664,1.48041734,20.50737399,6.416456262,1.257727415,5.240196144,3.856876753,3.703448596,5.557630152,0.0,3.279187181,0.0,0.0,8.501032817,4.758370317,85.52270807,7.575925416,0.727019683,0.857984557,0.0,2.782698706,3.090201117,2.463618639,1.343831003,0.46025051,3.914471308,3.738809098,30.32108615,0.0,2.000855701,0.34432275,1.198934929,4.173684908,0.516566617,2.674369802,0.426728944,0.208732887,0.939383091,0.915961208,2.234112893,1.948953679,0.0,1.537584762,0.0,0.0,0.466106114,5.157580439,0.725101425,0.0,0.0,1.297431,0.0,0.0,3.232892774,0.22133753,0.0,0.461409831,0.343033151,0.0,0.215608794,2.335276342,0.0,0.0,0.0,0.0,0
RNA409_FPKM,7.426162331,1.259411999,4.914518568,72.39784112,56.67794255,43.44043028,55.66109096,11.17542208,0.142063942,1.365906697,4.445285835,62.64810814,17.8819609,4.155637225,36.18810661,99.15233503,6.540771448,0.0,8.232126816,1.228100651,0.93589581,26.22749339,10.94233201,5.646726291,5.169038999,10.0078034,103.3302069,2.171715918,25.40186115,28.36965451,7.066932125,32.70549672,35.12894252,9.878494174,16.29273612,11.78279101,46.56998596,19.31741733,4.435624108,45.0736203,34.88966209,2.279633762,2.335603507,0.0,21.67383836,10.98839628,28.2991345,85.28939396,6.941158564,0.0,4.43354936,83.87832882,63.13019392,10.40855972,44.22881406,32.41229357,19.93666378,224.9201791,19.54235322,10.37578458,31.33085953,21.29087957,9.106340475,21.37754643,1.521635177,20.58222194,0.661807394,1.270206959,7.013484707,54.036703,77.76601578,18.21576036,5.644853814,0.41633806,1.361813539,12.15424365,4.07031881,1.304197456,9.129811061,2.903933534,26.59597709,9.525746745,99.40252527,5.895720874,0.431495999,0.334166075,3.95656009,19.1884945,5.514811806,7.57115313,0.552236658,2.835301992,0.911898481,4.699314698,0.0,15.6059773,1.154733599,10.87342413,1.646425363,0.412474134,0.452357129,10.61279711,0.938365192,5.121398087,0.503615727,1.511095636,0.0,0.0,5.857400351,0.429411478,0.68386764,1.119829813,0.499453895,0.0,0.627549129,0.0,0.217970657,0.0,0.0,0.0,0
RNA41_FPKM,1.91557006,0.0,0.377202776,8.710414044,8.631280087,1.710086053,13.39502944,0.0,0.0,1.886826791,3.377419955,12.21827937,4.890243675,0.956776191,2.828659929,16.32231746,2.863139036,0.876841204,1.588490385,0.829270596,0.987600093,5.629176893,0.962277013,1.52136034,1.745525745,1.866570761,9.781046183,0.229201076,4.288886732,2.262927943,0.962277013,2.538897952,7.505424389,1.56362035,2.886727051,3.436289305,2.581315875,3.929567243,1.465258115,5.58544188,3.737814188,0.192396476,0.657246997,0.0,2.987310276,0.0,6.768877223,7.875103565,1.870110717,4.017570296,1.970015933,17.75070455,9.036052494,1.830673342,7.581286298,2.301478675,1.364614123,15.68316457,2.719339739,0.0,5.152564662,3.5551789,3.843827659,4.553953768,0.5505167,5.55299614,0.0,1.715569616,4.005234379,3.119217483,11.61780194,6.066448692,0.595664895,0.351584789,0.821199202,3.990200791,0.723363749,0.183458742,0.183458742,0.377202776,2.459054156,4.212299469,7.123203702,0.0,1.093016167,0.0,0.982429411,1.079910457,2.116177917,0.913109575,0.0,0.512895969,0.0,0.428851366,0.0,1.596939802,0.0,8.279405359,0.794169195,0.52241608,0.1909278,2.366603663,0.0,0.172890842,0.0,0.637850794,0.0,0.0,1.412822037,0.0,0.577336745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
RNA418_FPKM,8.955893331,0.446398932,0.98962378,13.86577903,13.39189616,5.584100143,19.63828985,1.760442734,0.0,2.640556849,5.120351834,9.709645748,7.141077648,0.892689092,2.375174251,18.15650107,0.858530935,0.36817482,1.250422423,0.870389097,0.207340556,4.52962323,0.807899623,1.170986406,1.648723529,3.50573198,9.847042542,0.601328648,5.933789527,11.67790791,2.625919906,4.829828685,11.72026677,0.54697093,3.742693369,8.162241807,5.418361729,1.443583998,0.683472566,10.07592954,12.39698886,1.817823378,0.827775264,0.0,9.210169144,0.0,11.49243953,12.65140804,10.59944722,8.433381415,1.860764088,14.78310727,13.35515449,1.152828478,7.55924264,4.83127437,0.477356448,29.78586352,13.50996787,3.064507131,3.965812084,6.426546818,4.246786659,3.894516586,1.540925425,9.212386697,0.0,0.675118404,5.117678786,7.161476997,17.61328687,5.182647827,3.12595448,0.922412797,0.689454821,2.592680413,2.46773196,0.385278296,2.503933406,1.97924756,6.957405683,4.421071124,21.51744885,1.462729675,0.382472871,0.888458037,1.443583998,10.95687754,1.48071528,1.533427004,0.366912176,0.538249297,1.211947887,0.900340713,0.0,2.095054598,0.818391826,2.644839747,0.0,0.0,0.400963926,3.371100088,0.207887629,0.0,0.0,0.446398932,0.223199466,0.0,1.482914115,0.0,0.0,0.0,0.0,0.446398932,0.0,0.0,0.0,0.0,0.0,0.0,0
RNA431_FPKM,36.32991488,1.874156221,3.87876736,81.26207174,47.96694566,10.04980021,14.05690893,1.232084167,0.176111034,0.770016255,1.378329097,43.59487497,25.92735142,2.655226677,18.83983928,174.831802,10.2157495,1.545740995,3.500683585,1.218469977,5.513371179,19.29712787,10.74427231,0.447081925,3.846499806,5.051604156,64.81239956,3.19859702,12.60219051,13.8528153,12.72330475,12.58880893,12.10265574,7.402426919,7.484375421,28.96232014,14.29411372,6.350580295,15.78690893,19.74575303,54.03630385,0.565361575,0.772480091,0.597536624,59.52332364,0.619356781,21.35196757,101.060332,6.59413801,0.0,57.30523636,47.05581004,73.42231628,4.034133942,21.99815384,24.60866189,13.1431076,70.76985803,47.14400698,3.784885392,23.97165549,38.01390666,14.56381397,16.10678542,4.852898633,5.526673426,0.273562052,0.629974326,13.55977057,24.63167708,41.99434205,19.06912185,2.917098618,0.516372398,0.0,23.44962167,0.797206324,7.009799033,6.20089775,2.216513225,33.14358826,20.25342389,41.60617935,9.359641778,0.535172364,0.207228397,5.195904558,6.875318476,3.316437081,3.487844044,0.513727678,1.507009444,0.282680787,3.308108808,0.0,14.66335237,1.145678264,0.793382793,2.042134276,0.511580079,0.84183365,32.03758877,0.0,1.016327492,0.0,1.249535784,0.0,0.0,9.340402546,0.0,0.0,0.0,0.0,0.312310218,1.037849722,0.0,0.0,0.0,0.287097675,0.0,1
RNA44_FPKM,5.037920702,0.683560911,0.0,4.666457497,9.449221852,2.035983818,11.39089445,0.224594696,0.0,1.797102393,1.809521767,4.114504694,2.506001443,0.0,1.818614841,21.52483871,2.629491582,0.0,0.0,0.0,0.846583955,6.634638819,2.062086174,0.978119874,0.0,0.736801841,8.341402215,0.613903518,2.088866514,2.020637206,4.330338762,0.680130873,2.15760612,0.372244913,4.002798684,0.968932058,1.489197372,1.89478719,0.0,1.49609653,4.645724352,1.031043087,0.0,0.0,2.200543555,0.225856464,1.919916994,7.577032199,1.202340044,1.36962678,0.0,16.95206702,4.742129781,0.784638787,2.436927804,1.095948054,0.649902834,44.41069077,2.525189159,0.552167051,2.024298648,1.269767645,0.433449602,1.084295967,0.0,0.767784971,0.0,0.459456579,1.492625308,2.088866514,4.742129781,3.627907558,1.276485993,0.941702117,0.351881406,4.275524347,0.0,0.0,1.376324221,0.0,2.291089627,4.513359741,16.19551128,0.853320697,0.975987388,0.0,1.473603682,1.928569803,0.604702825,0.391264726,0.249704662,0.0,1.031043087,0.574438291,4.31521224,0.0,0.0,2.699839839,0.425422758,0.0,0.0,1.63019979,0.0,0.0,0.227775924,0.0,0.0,0.0,1.892267313,0.0,0.0,0.0,0.0,0.0,0.0,0.911336835,0.0,0.0,0.0,0.0,1
RNA442_FPKM,9.774598663,0.450307748,1.997155463,12.91491231,14.70535447,9.458167388,32.20060139,2.886537782,0.126963766,1.110150663,2.980847903,7.763964725,4.503500705,0.562990491,6.391047631,23.49187875,6.497761095,1.671468591,1.682299575,0.658668378,0.836624396,11.92320486,3.464866144,1.288954743,2.403210525,5.930424074,19.87201473,1.334881209,2.684105262,9.187177891,1.630536511,7.226182134,18.80582973,0.735919607,5.934652205,5.937729252,2.523350555,1.456622832,1.551818995,14.60375134,3.166804281,0.203793122,1.392062827,0.0,4.547881593,0.66976953,12.43979477,16.85085401,7.39429348,14.50516084,1.669053122,8.37795762,18.94444764,4.846846428,4.215378195,5.010405867,2.248201704,20.36651939,12.28810124,2.546590031,7.093974551,11.50496147,4.499433329,5.35882769,0.58297788,3.225054406,0.0,0.0,6.086116647,6.813289025,12.69472539,4.781272476,1.05151134,1.489248804,1.3914863,4.427263501,2.681589984,1.360464356,1.554790316,1.198368352,9.398191376,5.677665786,23.92015385,2.741062403,3.858581915,0.597588854,1.248561791,9.721566879,0.747126478,1.160463757,0.370245268,0.362092563,0.407586244,1.589799776,2.520440307,1.902629141,1.238832738,10.67473543,1.682299575,0.184406769,0.404474899,2.864456033,0.629123886,0.732528273,0.0,1.125980982,0.0,0.0,2.992514067,0.191979028,0.0,0.600599377,0.0,0.0,0.0,3.377731334,0.194802249,0.0,0.0,0.0,0
RNA454_FPKM,25.82192921,0.557897637,1.237394871,37.9097369,18.71302125,12.46699309,6.975159021,2.475862822,0.0,12.24236795,1.969840305,18.09456154,11.43912479,2.092573862,9.403412276,18.48949313,10.46613946,0.460135201,2.605486741,1.088309561,4.406039506,15.26568531,4.04046132,1.863300066,0.916204793,4.640864162,19.90746942,1.202955911,5.116228509,5.196640888,6.566015979,8.745298408,10.80970515,2.735889312,5.347773839,5.221152219,10.16156927,11.60203956,2.350084784,14.65884725,11.37927966,4.04046132,0.34489994,0.0,13.96488381,0.0,10.71090464,25.09669682,3.762792258,1.677423417,1.550934192,8.861452757,24.68270861,1.921795419,10.6945486,5.201255641,3.183393768,31.84961816,32.82966817,1.352187476,16.90318857,18.66115905,2.920186214,6.418425158,0.722378884,7.756962426,0.0,0.281471707,15.99584744,6.651288914,21.29489031,12.77386306,12.76705601,1.153356343,0.862074532,5.984091233,1.186706406,4.334499046,1.685625977,0.9898695,11.08356334,5.024867286,38.52921223,1.045008119,0.478004529,0.370183959,2.320311232,2.361808125,0.0,4.073710493,0.917555787,1.121829518,4.798269763,1.829038502,0.0,0.785779158,0.0,1.653287828,3.387108337,0.228573312,0.250674548,3.992815563,0.0,0.680767197,0.279079596,0.557897637,0.0,0.263409352,2.549150789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.241458572,0.0,0.0,0.0,0
