,PIEZO1,UBE2Q1,TTYH3,CAMTA2,RAB2A,GTF3C6,ZNF222,DENND4B,POLR3GL,RARRES2,MFSD4B,HCFC1,SNX33,HSPA5,RSKR,APH1A,PLXND1,ENSA,ZRSR2,NUP210,SNX20,C9orf78,PACS2,ATP5PF,TAF12,CSRP2,PPID,CASP4,ARHGEF10L,APEH,NCOR2,RSL1D1,HNRNPM,CIR1,MRFAP1,H4-16,SCNM1,KCNC1,FOXK1,SMIM11A,CRNKL1,RAB7A,CAPZB,HTATSF1,MGRN1,PSMC5,OSMR,SBF1,PIGBOS1,ZMAT2,TNS3,SET,SAP30BP,NOL6,LETM1,RARS2,MRPL44,TNFSF12-TNFSF13,MED8,NAALAD2,MAVS,VPS13C,PLEC,GRINA,CLTA,CNBP,ZDHHC24,MTRNR2L8,GINM1,TAF11,GRN,COLGALT1,ATM,CAD,TBC1D10B,RNF26,CSTF1,NPIPB4,MRPL16,Diagnosis
RNA23_FPKM,17.2353764,19.70125436,8.509403367,10.15364757,11.95042229,15.30817225,0.716441209,23.69272979,10.87013466,0.099497672,0.487866552,7.652321503,0.99614077,109.917787,1.172473217,10.26473665,7.711466926,6.835928943,11.76175924,37.37966092,10.56965899,8.868006391,3.278785785,12.17058024,6.417441895,0.115863302,11.78501461,12.74689696,2.335568854,8.630104164,6.19278511,9.689105198,16.26356987,21.34955357,16.81395577,0.696710551,5.747229926,0.0722218,5.008224598,0.870287386,6.168711876,9.504233702,7.421715728,10.51067863,3.593359884,4.560235528,0.408947216,22.01646157,5.85290097,35.14315987,1.682078423,40.58413405,4.011200053,3.645628553,4.623326906,7.595563762,16.79391377,0.0,6.341641764,0.230765091,5.466158625,8.668844663,31.44418538,12.38157808,8.588696042,24.20032067,4.74681258,2.41003696,9.124540882,9.786696329,33.71782253,17.54447144,9.360105826,2.917954777,11.30378074,11.79999925,2.371351905,0.902632942,12.9384907,1
RNA246_FPKM,17.27356636,16.50894768,13.34129928,14.21874334,11.19939989,11.31767784,0.933751529,23.48091919,7.698254827,0.052713068,0.086465201,8.355456471,0.968796031,100.5525045,1.046914727,15.5465619,7.69544052,8.281657659,10.82610138,30.18556502,11.13338088,10.5376703,2.867862125,8.171321185,10.33468329,0.018599435,7.741334805,18.58069055,2.015688879,7.468559186,9.259756874,6.787750682,12.21578088,30.39122147,19.03008926,0.90016947,9.697513049,0.029224111,5.128111517,0.781605482,4.694293052,11.62703098,9.383106477,6.1949056,4.697610093,5.266986455,0.453627068,20.88290648,5.367415271,37.90384626,1.368175359,24.33348881,3.848556572,2.831348786,3.122976799,5.813284832,14.40937353,11.26518354,5.019704904,0.135829057,5.80128829,3.627867896,30.78273415,19.3912577,7.371853316,24.12826617,4.217850103,2.946102795,10.15147955,8.373031218,54.51760515,19.34341723,4.385929529,2.594345583,15.07713316,11.33051865,1.957924341,0.802232247,9.87751433,1
RNA253_FPKM,20.77369756,18.49007841,14.72182433,11.71345455,11.17725604,13.96130594,1.073684065,25.0798611,10.08594626,0.020195533,0.241193868,9.509407597,1.034970007,132.3569474,1.528423498,13.066809,11.47003977,7.774837418,12.52106897,32.58565813,16.30241366,12.47917478,3.478867728,9.252198198,10.48534558,0.03207749,11.6777736,23.08081351,2.783965428,8.618364066,8.549351319,9.479387239,13.34679847,25.51945546,8.973231686,1.155815851,9.679585818,0.009164652,5.510889645,0.822573092,5.064257729,19.18935056,7.767443666,8.436974145,4.504073247,4.371445598,0.191606171,19.84242363,5.558436287,36.88750066,1.573202676,28.26466976,4.599745584,3.224930871,3.368931803,7.110042609,17.19303349,0.0,5.362109698,0.127782166,5.053962462,4.68649821,31.67256312,16.49679543,7.659555224,20.9247512,4.715482888,1.944754896,10.64004419,10.05359123,51.72103817,23.20780228,6.862484339,3.497701221,12.88672511,14.68982027,2.240179037,0.555915761,10.7190215,1
RNA26_FPKM,16.14899701,19.16057488,7.265647008,8.821213449,8.917458361,11.41022669,1.353551473,33.20461741,12.08198729,0.106695081,0.791504478,12.58815412,0.575791794,89.95961841,4.428851981,12.73064776,3.72726087,6.40696002,12.22859538,51.44536919,9.96719997,10.70512505,3.329026814,10.53129397,6.792700418,0.14682177,7.64865377,12.89897281,1.435096807,6.011282455,8.431788186,10.26382822,11.04316306,13.37804292,9.089789855,1.439499206,5.297416289,0.032267306,9.129403459,0.844704711,4.683715042,9.551571014,4.919941798,7.971009141,2.726002206,5.811728652,0.404769212,19.71164183,4.332446818,25.65509606,7.367168164,37.13703761,3.734849065,4.35520833,4.634026016,9.360980225,12.58016817,0.0,4.761836302,0.607375947,6.153563503,16.0627008,30.32158659,12.63525584,7.551004354,22.91173714,6.335110233,3.114291608,11.17236016,11.61847127,49.37639086,23.50446528,10.73610165,5.670170157,8.561171284,13.17632787,2.566297075,0.974334091,9.386027672,0
RNA277_FPKM,16.45021522,18.75680219,8.181231472,10.84964522,9.206875202,15.81405494,0.995608155,21.27202407,13.24576501,0.096787513,0.253603183,10.37861699,0.861111088,146.2397411,1.077330481,16.94623022,14.48402977,11.96404508,18.64844613,40.19493446,13.81411486,16.91354315,3.272017129,11.56354838,10.01353068,0.0,9.084679598,14.15201647,1.08489851,8.868876791,8.790838225,10.77303501,17.84813171,25.08344241,23.31254072,0.661190564,9.47116732,0.010977598,6.089658711,1.039964051,5.459120285,8.698115131,9.519481285,8.374493106,2.739468207,7.871992987,0.229496056,22.26010223,4.270028365,46.67404672,1.288002743,33.52550521,5.580665164,3.963804391,4.135996038,6.926762798,21.45568074,0.0,6.054268489,0.034010316,4.64032081,4.352056043,26.60928028,17.0821232,7.629850097,19.52077356,5.808962516,5.785668564,8.508529938,10.05829245,32.19432635,15.20287968,2.227113405,3.131600682,11.61088285,20.07323474,2.549668398,0.439014475,10.84297873,0
RNA288_FPKM,10.87117717,20.58097765,3.765044234,8.477403374,12.50164101,14.03272346,4.94578809,18.69725764,13.26735158,0.0,0.283536991,3.664965786,0.663633472,149.7320744,1.647429176,8.175409193,4.339650585,7.667265031,17.88490652,30.85875385,13.82641416,11.06577358,2.413512535,12.52378247,11.3258838,0.039922528,15.78764644,22.9466775,1.50429996,6.74908929,4.20626446,11.33240813,11.22348089,36.43871129,23.9962248,0.096604634,7.068175027,0.017107374,3.703482145,1.343516023,7.401131549,21.14783988,8.315887541,10.77621276,2.987783024,5.57452863,0.228510317,15.02861985,9.373798149,43.18485709,1.282440899,27.23602469,4.312889901,3.110222351,2.944197814,8.738900928,15.91216263,0.0,7.060567989,0.357790558,4.852898264,7.78405577,9.40232555,12.16551308,8.29262603,25.73845941,3.020896335,2.868964634,13.11417166,10.86245439,32.54694867,16.95372122,5.70156071,2.914010539,6.168473017,8.16088736,3.110203102,0.781120156,12.25911431,0
RNA29_FPKM,8.072991759,17.81436189,2.828868853,7.935176258,13.24462444,12.95350522,1.099836294,18.23982089,15.69637179,0.0,0.305696025,5.373793395,0.415744053,135.5515679,1.221045868,7.588118671,2.792678007,5.979168809,15.97012663,27.97512614,14.10051702,9.164608793,2.446459558,17.02338313,9.132689806,0.0,17.89217349,25.69888486,0.694915415,7.051280068,4.214955096,5.960595741,11.48169038,29.29737267,21.68143231,0.579115612,5.778931515,0.013858185,3.658502318,1.223116343,7.317955012,16.83750784,8.790937003,9.204242342,3.696224433,7.037177694,0.251113394,12.9796925,5.530020785,39.5431985,0.799496044,43.83708082,3.459081089,2.35468554,2.910701324,8.676842042,19.56413493,0.0,6.197413105,0.257638642,0.528577299,4.875830284,14.71947216,10.41970302,11.09588873,29.68730193,3.030460418,1.479879401,10.36338567,9.743886388,22.91338247,17.45430134,9.75808609,3.28698175,8.809200745,9.599249241,2.952663497,0.537628469,13.73120925,0
RNA295_FPKM,16.4701099,15.86599122,14.22805079,12.69480467,12.45192912,15.38289128,1.515201931,22.96485185,11.42031368,0.066701758,0.12006113,7.627892636,0.619529025,113.9306799,1.373261477,16.22251831,5.600370082,9.458093908,16.9259226,29.56292101,16.70204801,12.42257163,2.484807786,11.28956566,11.23989838,0.0,9.095839104,21.54336047,2.259497353,9.44590204,7.265098031,7.809503463,12.74931656,27.98263572,23.01295155,0.512630848,9.769982366,0.015129231,4.616403293,0.798424984,4.710387909,15.84377237,10.52314643,6.566553557,5.134610479,5.832229367,0.175734764,22.10820524,5.758881802,43.25203813,2.350588032,26.7505809,4.618658818,3.859848768,3.431794822,6.220186684,19.46406978,0.0,5.384573009,0.087896805,4.32499412,3.937258361,32.57738298,24.93075966,6.902006849,24.62806884,4.754439305,2.899836928,10.20336686,8.845295958,59.35710998,21.65401681,2.140299545,2.955998313,13.85819808,13.44869769,2.345896483,0.438702319,10.33776654,0
RNA3_FPKM,18.45139933,20.6414019,10.54545915,11.03582912,11.88014955,18.09565008,0.967918113,25.61449457,14.2864144,0.0,0.244402298,9.442013124,0.772748354,146.9633675,1.905706206,10.99806646,9.37807586,8.646037164,14.57962709,41.63122332,12.4943074,16.24504154,3.458898361,13.18227314,10.93948529,0.049798901,11.1647763,15.10569651,2.582480863,8.95457807,7.831163984,12.12462786,16.45532041,21.00255134,18.30213801,0.582541361,9.28544978,0.007115908,6.845626091,1.073105584,4.861318668,13.28464327,8.233395909,10.48696906,3.501202912,6.274318313,0.235500033,21.41647684,5.088557478,38.98732481,1.368092075,39.35648458,4.870429913,4.112772147,3.98522013,8.570504454,19.57235749,0.0,4.812008471,0.123992279,5.138669604,7.286049553,22.68182413,17.46412157,12.38234658,26.66556404,5.346267005,1.460928881,12.02497329,11.100489,50.4256767,20.23942772,9.963759729,3.238771806,11.12609913,16.66376835,2.180231301,1.066996177,11.80227579,0
RNA302_FPKM,8.238572133,14.04204039,6.666477444,12.28512329,12.60881227,11.91880532,1.793783882,20.5998966,9.679065669,0.01869021,0.148142622,5.635147564,0.306881527,101.2106147,1.000742955,13.93362957,4.102776775,8.657338085,12.41914506,21.50393895,16.59426933,10.10647382,2.056360789,10.60300879,12.5159739,0.029668611,10.29714604,28.47896711,0.702201215,7.319778558,5.604738162,5.644358573,12.89725411,34.19412311,21.79401004,0.446729248,10.86930322,0.0,3.313128371,0.542383983,6.008778808,18.30722062,9.788321905,5.858904193,3.962828205,4.99045811,0.187050221,16.8797142,5.530652755,47.65622245,0.561726394,21.05075967,4.446869536,2.109092158,2.329716845,5.163292812,17.72190279,0.0,5.117037744,0.045957978,3.017299552,2.937408599,20.13933306,19.18767554,7.851299396,20.78616248,3.940278154,1.972618397,9.377287533,7.854058346,51.15231728,16.50204236,1.340274956,1.916453772,15.91232585,11.1597437,2.154278236,0.282490562,7.524937445,0
RNA303_FPKM,9.27382168,16.16452318,6.425940713,10.87384508,10.19352897,19.5151795,1.253056625,19.06654445,11.27172529,0.056218435,0.093939932,7.601261232,0.329810084,111.959865,0.740304723,15.4096839,6.057443866,11.53036099,25.452901,28.61182393,13.97018522,12.10180845,2.616237134,15.40670872,10.0641531,0.009918139,10.06309885,16.4864562,0.630204106,8.704612126,6.839153027,7.927948254,18.29451083,30.80867771,25.07154307,0.640131353,10.08057593,0.011337131,4.499677771,1.151678402,5.671929187,17.55857231,8.911729291,8.151714465,2.382661296,8.589269612,0.098747708,18.02039097,5.547558819,52.25918863,0.762036027,28.23497648,4.969667535,2.607028358,2.876657183,6.317089908,19.91455407,5.842463887,5.227727575,0.032930379,3.300127638,3.007770042,22.50875515,10.62981735,3.280385006,16.79730852,4.719765675,3.433597189,9.086615713,10.59919027,29.27667878,17.00038784,1.116863259,2.244847239,14.58736234,15.33071315,2.564088036,0.192679327,10.40741773,1
RNA31_FPKM,10.08822634,19.08709232,12.53110153,8.781362433,15.9044048,17.29299957,1.384838222,19.53144214,11.07038139,0.124282339,0.343550076,4.804242491,0.656090292,98.51721636,1.476858125,13.46587577,7.892366909,12.58376163,22.99504032,20.98997699,15.57818795,14.31499838,2.329435357,12.75557072,15.6519279,0.054811511,13.23428261,23.12398018,3.024933082,9.829248271,5.006488819,8.977520044,13.38874941,38.63451446,8.774335091,0.795892111,12.54624387,0.021923149,3.516997183,1.225949102,4.900804262,20.22610175,9.759097196,8.38051707,3.468603631,6.489226072,0.120051668,16.69284555,8.921421012,54.18697687,1.250513964,31.73417135,5.121536055,2.47973394,3.077155155,6.904479868,16.69141509,1.602799815,6.320292108,0.101898347,5.57721198,4.318094234,22.24852455,14.86022775,9.214006021,22.2476781,4.198366696,1.029074891,12.384409,11.13189088,59.03830798,19.76740172,2.034355634,1.696744155,11.88363203,9.861082757,1.839660374,0.219211061,13.86502953,1
RNA314_FPKM,13.89380465,20.4463264,8.376345636,12.41140306,9.379900679,20.25571046,0.848033044,21.66568918,12.09175661,0.117769812,0.163151447,8.69145464,0.930372052,109.3375273,1.324724622,16.21493761,8.194224806,9.676480942,23.2313896,40.06683773,9.789830558,14.933033,3.272787328,13.97029407,10.13893959,0.062331373,11.88037338,14.19157444,1.53756658,11.01184802,6.908233961,9.196214148,15.09044878,18.42292245,22.77671733,0.382172527,9.590134137,0.028494028,4.742421432,1.198849128,5.458244323,15.0794816,7.315295458,9.564814777,2.980210645,8.335560899,0.210991641,20.51737271,4.558950529,38.730217,1.277034692,34.46722414,4.733010827,3.249814736,3.686974048,7.239130735,21.67013848,11.61368605,5.415706231,0.182102472,4.219978184,5.034879339,31.16718982,14.3693877,8.171569995,15.40624836,5.739174304,2.779466118,6.38534407,11.55650578,36.16546294,21.02937574,2.310977601,3.453863955,12.3457543,19.84630895,2.118150772,0.434490285,11.4293908,1
RNA319_FPKM,11.45847643,18.5580794,8.239019125,9.594985926,8.632744616,23.98223211,1.245975375,20.52135926,13.34517822,0.019123124,0.217878888,8.686537341,0.837692388,127.1036699,0.717074183,11.45602305,5.429324952,9.952798134,16.04536383,40.76589317,11.79921803,13.88305589,3.711913425,15.5594913,9.370569136,0.040494849,11.35336762,14.80963538,2.263567972,9.935607391,6.9171403,12.3523919,20.03850908,16.8184273,23.33018319,0.34295956,10.88875219,0.005783319,4.481317244,1.074355186,4.618917835,11.82595659,7.955918709,10.55754863,3.39474785,7.982296673,0.030228088,18.60256243,3.955694574,44.69923711,1.173569341,35.85042836,4.797673654,3.503713688,4.051931225,7.987204502,19.64104701,0.0,5.528950705,0.10752867,3.867644329,4.02543332,19.84954269,15.75199831,11.08235723,15.50814976,5.824910567,1.365935449,7.436158932,11.62278401,47.25264765,20.34555178,1.502807968,3.357345542,11.25070166,16.36257269,2.35289862,0.277597854,11.4095471,0
RNA32_FPKM,11.06356374,14.18925274,13.56560472,13.56390104,11.1425479,7.434877311,1.528552793,23.94535475,8.640779232,0.074292548,0.182830427,6.370561528,0.658617757,101.2931007,1.542120708,7.979963797,7.823303197,6.460141808,8.320189694,19.25272818,18.23391834,7.954781706,2.124312681,9.264317803,13.67708589,0.117973224,10.3862933,31.15304764,2.139234828,5.976756832,7.008238914,5.900320171,7.58558658,41.79063084,4.461295867,1.07859782,10.63690227,0.022471388,3.897429338,0.700292676,6.147908431,16.4593176,8.293722164,5.923195549,4.345377115,3.498325629,0.313207505,16.87771941,8.976057061,39.65610056,1.934758528,20.20111903,3.265515643,1.863822911,1.943030134,5.739390113,13.71815205,7.830476601,5.170975956,0.165360501,4.754025471,5.780633267,29.85050581,20.8100681,9.546662154,28.45279851,2.941157507,2.614860212,10.05159759,6.264043779,66.88324375,17.67852222,4.824216341,1.747579402,12.09222049,5.538435537,2.158800588,0.681521426,10.62163252,1
RNA328_FPKM,13.36317097,18.07512481,4.635027394,12.4657565,9.393645289,12.33182246,1.596807166,22.10116716,8.869338272,0.198179838,0.279940882,8.808072874,0.457243848,127.5401211,1.300260311,11.01769005,3.007724187,7.836145374,16.69680861,32.52844648,11.90243612,11.6969311,2.562654189,9.132149984,12.28763498,0.04195781,9.405541825,19.45736375,0.829715702,7.793718428,6.966500337,7.252223883,16.88960867,27.41108185,19.37165548,0.761492684,9.232648807,0.008991333,4.580318931,0.881600487,5.864307191,15.73739565,7.91427756,7.488580856,3.777166037,5.896133287,0.396795855,19.99268246,3.910709447,38.85621144,0.69346625,28.82194131,4.716562994,3.223695626,2.831518432,6.065821258,19.9744397,0.0,4.807585068,0.139277446,4.171810601,2.999851374,22.67967186,14.07867659,6.63692131,19.76524814,5.406646592,2.830698128,11.14320907,9.142534997,31.29067839,14.84005815,3.184294649,2.919427398,13.14028915,16.83992835,2.055346786,0.461419107,8.961966939,0
RNA331_FPKM,16.44302021,20.59896649,6.567815497,9.603545847,7.340368621,24.13121816,0.953513535,21.95241164,17.84432827,0.017387504,0.237599507,5.844493475,0.897205553,131.4538431,1.536036254,14.02509104,6.612640223,12.20815944,29.91224499,48.02271871,12.62135505,22.55364691,3.871441743,12.11282973,7.216629489,0.0,9.012437139,9.677825479,0.802190081,10.88933702,6.499871823,11.14667312,21.94860707,20.51646912,27.34078908,0.638185969,8.974804081,0.01576967,8.21027065,0.950120042,5.972139381,6.73784392,7.730153262,12.87194687,2.255943315,9.578431063,0.091576233,26.29348123,3.990542385,49.96254551,0.642465102,39.59067645,4.239145412,4.558072677,4.479296665,7.818484171,22.84841024,10.37547399,4.730670653,0.103827937,5.720117848,5.073907341,25.77771604,7.546401981,7.753868632,14.36577312,7.206228534,1.187349925,7.969241196,13.10628333,16.79287747,19.00620263,3.907197198,4.008211198,11.21944265,23.06935774,2.320404098,0.367894211,11.15695448,0
RNA334_FPKM,9.570020722,21.50810308,5.736461191,7.784152658,8.960060765,30.63765168,1.149282023,19.29019562,15.78993553,0.051565842,0.366569176,7.495126754,0.806644849,102.510879,0.817086826,16.18765907,3.658411224,12.18370644,18.92903318,39.73950323,12.00015733,19.86731547,2.700433671,18.70233718,9.420906456,0.018197706,10.54467901,11.22368048,0.583676048,11.35069046,5.855975169,10.24525242,19.8084169,16.7692396,8.633212238,0.528409537,11.6495261,0.023392233,5.235817143,1.3284622,4.771272728,14.03886155,7.517003571,10.41998187,2.05863395,9.240353738,0.063403209,18.88041345,5.642550275,52.37309357,0.49136419,40.535502,4.507373352,2.939876222,3.999941308,7.114544858,20.18564568,1.368161697,4.881931187,0.066441306,5.015746784,3.488094593,18.77167472,7.924839051,8.830567664,13.65410651,5.587035428,2.401927463,8.493777537,13.44480918,18.45821364,18.32192053,2.798021107,2.461242027,11.6206598,20.70708349,1.906031398,0.28067501,10.98668482,0
RNA335_FPKM,21.77601186,20.68545709,6.723267855,10.56702716,6.319959132,26.04100294,0.808141342,21.86615842,17.79836551,0.067349399,0.300719115,8.718788459,1.167498129,98.81415162,1.262393558,16.13870663,10.25338407,9.739042437,16.93636551,47.50079286,9.282206023,20.50885176,3.934094147,10.0565461,6.337699655,0.035645642,8.713642502,7.679071319,0.851009452,11.09431319,6.648147993,9.32264399,20.36572389,13.70115069,26.13025969,0.46001296,9.13887338,0.010184086,6.512683986,0.913948836,5.022993658,10.29845086,7.53900811,11.07717646,2.035778325,9.419014269,0.118280426,24.05679852,2.981472661,42.6247313,0.625066196,36.9452043,5.001993313,4.615490032,4.89166646,7.872096433,18.72951333,0.0,4.534740592,0.102539013,5.910741553,5.056884177,23.68695095,6.789215023,7.418284153,12.3563928,6.261922216,0.697058659,6.815050323,12.14293116,22.26886058,17.36945878,3.569652295,4.118043758,10.43668859,23.15483535,2.501432552,0.386894517,10.98415012,1
RNA336_FPKM,10.56663921,16.60161706,6.548145539,9.561910736,8.516911138,18.95245985,1.340739075,21.70508234,16.42114917,0.01954771,0.226291384,8.632837726,0.443460818,77.41883507,1.164996906,19.75817136,4.717916179,9.171902486,14.85702848,36.40725788,14.54127185,11.89060822,3.024494347,12.37423601,8.469659666,0.010345908,11.66142926,19.8697336,1.06995813,9.742169695,4.888561113,7.075177204,15.11321492,28.84331238,23.39052342,0.617713031,9.464647653,0.020696465,3.86844219,0.987701948,5.367211292,14.57749679,7.12665941,8.179142343,3.066029346,7.102304837,0.175133497,17.56376914,4.674389958,40.53145348,0.891334035,25.54768151,4.21675299,3.225009418,3.34925437,6.517427,16.35998197,0.0,5.156210239,0.054963819,4.06295388,3.324309932,30.17272474,12.77702215,8.919884849,16.08724034,5.454163628,2.853419476,5.693656481,9.454789717,32.48701993,19.59383556,1.894425366,3.257093451,11.55332727,13.65217216,2.459187759,0.496613204,9.782253465,0
RNA35_FPKM,17.42631557,19.16936467,15.65223602,12.97213057,11.26384528,12.74302964,1.485797958,26.30804003,12.38993376,0.018440936,0.265519895,10.02364727,1.081669491,93.5792963,1.487642005,11.71501624,7.648856945,9.046271641,13.58164057,38.24568184,15.6979078,12.83725063,3.542450031,10.07084533,10.642251,0.029280395,13.27118092,15.97732832,2.978723974,9.690922214,8.020166723,8.794169166,14.85694432,23.88393477,20.45928546,0.677068776,9.582624824,0.0,6.011459592,1.084475474,5.062034813,10.26344908,9.23939972,8.660015209,5.303955363,6.462943557,0.165171533,27.36840762,6.752835081,35.01534221,1.767642433,28.22312921,5.041139868,3.335982039,3.47329458,7.403645648,15.03522777,0.0,6.219057415,0.110152904,6.008791881,4.700308895,42.04710096,17.78100564,8.237923812,22.72834301,5.304496307,1.202450513,9.540176106,10.40698641,46.21935624,27.117308,4.615320881,3.820825147,13.75424196,12.15760922,3.214549194,0.574315548,11.55788638,0
RNA358_FPKM,24.34508571,17.52810006,13.63310298,11.61440933,11.46171815,14.51650376,1.058311492,25.34136692,12.70487599,0.049396578,0.360067515,9.191306758,1.110510515,127.6412549,1.487909524,13.1382064,7.314233673,11.06176917,18.94168963,42.24022088,16.1434016,12.06952154,3.187749133,8.288381028,11.00465049,0.0,12.1744267,18.1512696,2.84921155,10.17249717,8.68944095,8.253646649,12.05696028,22.1229338,20.1969046,0.379547043,9.154305926,0.029873606,5.578665584,1.107808538,4.348052836,21.03331018,8.872256853,7.529055823,3.563987002,6.641794809,0.260216852,30.26713528,4.732342049,47.2138654,1.649063795,33.4648115,4.503966117,4.260845237,4.88516475,6.150618172,13.7945151,0.0,5.030276367,0.164869055,8.095514083,4.687341453,49.41999625,14.33719433,10.29829873,24.13908109,5.485557965,3.603824582,8.453302598,8.153626784,42.6122794,23.10748622,5.3030381,4.67462424,14.00729096,14.00062637,2.506531507,0.560009157,9.571648833,0
RNA365_FPKM,20.62531908,17.57257474,11.1909704,12.06033031,10.18874614,12.35836837,1.609169775,23.70084599,11.69337813,0.074110475,0.369187322,8.706119745,0.946648738,95.58444331,1.240325818,12.94167051,9.477461635,8.477066699,10.56104361,37.21268255,18.25759464,13.11180245,2.864486366,7.518138749,12.17053809,0.01307911,12.56322644,20.3240374,2.035803093,10.18822193,8.294471224,7.719297309,11.27195886,27.01087269,18.55114167,0.400752405,10.22013433,0.014939396,5.201746848,0.847419547,4.893111264,10.94984697,8.305270133,6.99605384,4.834407545,5.985083251,0.182211132,29.42183681,7.452281519,51.11457579,1.247845446,32.41851116,4.718707919,3.529930529,4.296947572,5.448569599,16.26514282,0.0,5.700011481,0.164916664,8.316246299,5.008931484,35.92521824,13.47304813,6.649209309,22.49555472,5.487304648,1.610729493,8.188158058,8.734666173,48.61750807,19.50726769,7.755376087,3.902431425,13.60630928,11.11855849,2.9570293,0.709571399,9.472838633,0
RNA368_FPKM,11.35466142,18.51097895,8.381414322,9.106790553,12.67237693,20.20052589,1.498381159,16.10518447,11.65058536,0.019004879,0.18008455,5.847381141,0.82475926,104.653531,0.960423396,11.01748637,4.763389122,8.535835994,15.83760072,22.85773978,16.7078594,11.29976898,1.904051434,12.16048206,14.14764106,0.0,15.42424087,23.55657354,1.616057972,9.505871301,5.441688263,7.667396969,12.72786416,29.83851698,8.695553237,0.535399749,12.75114965,0.0,2.940446177,1.074461372,5.181039951,5.671430704,8.657755815,7.303319424,2.528371131,6.359606486,0.060064802,18.73381698,7.823354181,45.93573773,1.006670051,26.00730387,3.933792765,1.899226252,2.793967632,6.074682112,20.82190096,0.0,5.862039738,0.133533821,4.088809765,3.054717276,27.46695608,18.0420186,10.45731564,18.59735091,4.191686384,1.769994372,10.56594448,10.07812416,43.96478891,16.12516499,0.891152059,2.17775198,14.99189399,10.44384759,3.500931773,0.281522486,11.36074614,0
RNA37_FPKM,21.80359586,15.5716157,15.24197169,12.16150421,12.69196741,9.658077263,1.0590141,27.42246111,10.60353996,0.0,0.352307234,8.591950792,1.277986423,114.2249939,1.94113,10.33540304,6.926054565,6.851313028,10.30955114,43.86043371,21.27556513,9.762058072,3.073816704,8.587292682,10.83853078,0.031634923,13.74847461,26.6289053,2.844471656,10.06996713,8.576754884,7.156806185,12.2290646,28.84025386,18.02863984,0.66360619,9.464896384,0.009038209,5.326076807,0.863918187,6.688520663,17.54016835,7.792308468,7.443465533,6.678082189,4.581211392,0.262488459,22.62125044,6.163060723,38.10009879,1.733397862,25.48685314,3.773056918,2.877927844,3.783576307,6.049883255,18.4266105,5.154595271,5.794151552,0.238070501,6.062347808,8.041792666,39.84334639,18.5649649,8.826645243,18.13096198,4.426668346,2.59880807,9.321744227,9.402909151,47.2037227,22.78491001,7.771502336,3.559653175,13.61585726,9.659415949,2.594326236,0.512168081,9.340033325,0
RNA379_FPKM,23.17513595,16.1605044,13.88944105,11.52389614,9.630559278,14.64528601,1.615337774,25.37546989,11.23115144,0.138575471,0.353591036,9.597181627,1.083763979,105.3388343,1.911086316,13.61892688,12.87856196,10.14126829,20.95955224,39.11677649,18.21053603,14.71066072,3.256235684,8.750226724,10.70124545,0.08799891,11.85726671,25.21139017,2.448497552,9.555801737,8.323175735,7.041444551,11.81475521,30.16125947,17.23600882,0.686274279,7.430209059,0.012570799,5.900189771,0.929865214,4.168169817,18.88876319,8.840266803,7.528777549,3.375766215,6.402594308,0.292047369,26.26861722,3.786126388,46.39703405,1.133662761,28.05607073,4.564496441,3.665453947,4.92595446,6.147317366,16.79918999,1.470529265,4.685054641,0.126600814,6.877879547,4.747564991,42.08488918,17.34879825,6.742032978,20.43568157,5.929477231,0.774524909,6.868521465,7.009136865,45.92287435,18.45665834,5.095252478,3.834590539,12.92752382,14.033689,2.277981077,0.284916483,9.637532093,1
RNA38_FPKM,11.41938318,12.30960593,12.58380978,8.551175095,13.05422781,8.17139743,1.42977018,18.00656625,6.182851064,0.037070072,0.094585095,6.14795034,0.405867433,96.17933386,0.949223341,10.50749112,1.996719176,8.314170895,10.98697896,14.83691625,42.95764571,7.490011814,1.751820476,6.879738408,9.285440959,0.0,8.480944843,43.22315477,2.712773625,5.248964642,5.918207153,4.247305825,10.58238137,43.29345982,14.21251445,0.585544492,8.588339762,0.011210932,3.961838638,0.461142614,4.781753896,19.59048512,9.040302943,4.365355243,3.369247714,3.989331964,0.371085993,15.17780233,5.415609552,42.72431886,2.447968443,18.1725793,3.435051912,1.760979018,2.00182898,4.754087388,24.75989394,9.260492221,4.214061703,0.071636546,3.761175395,4.016840747,25.98418934,54.0282721,7.811252162,23.68483137,2.57083496,1.668939395,6.832568716,4.817566342,63.52660757,16.27020784,2.736600829,1.964754361,11.29124218,7.486637536,1.584751455,0.347458198,10.0115848,0
