,PIEZO1,UBE2Q1,TTYH3,CAMTA2,RAB2A,GTF3C6,ZNF222,DENND4B,POLR3GL,RARRES2,MFSD4B,HCFC1,SNX33,HSPA5,RSKR,APH1A,PLXND1,ENSA,ZRSR2,NUP210,SNX20,C9orf78,PACS2,ATP5PF,TAF12,CSRP2,PPID,CASP4,ARHGEF10L,APEH,NCOR2,RSL1D1,HNRNPM,CIR1,MRFAP1,H4-16,SCNM1,KCNC1,FOXK1,SMIM11A,CRNKL1,RAB7A,CAPZB,HTATSF1,MGRN1,PSMC5,OSMR,SBF1,PIGBOS1,ZMAT2,TNS3,SET,SAP30BP,NOL6,LETM1,RARS2,MRPL44,TNFSF12-TNFSF13,MED8,NAALAD2,MAVS,VPS13C,PLEC,GRINA,CLTA,CNBP,ZDHHC24,MTRNR2L8,GINM1,TAF11,GRN,COLGALT1,ATM,CAD,TBC1D10B,RNF26,CSTF1,NPIPB4,MRPL16,Diagnosis
RNA58_FPKM,14.6881309,15.23096113,8.299115512,12.37465175,11.18064908,10.10890982,0.911554417,22.86089945,8.144647544,0.0,0.157003176,6.20782621,0.291107882,101.7059195,1.03235877,11.21435399,4.039610955,7.087754072,15.5504509,33.18694999,13.2545971,12.73217291,2.568793942,8.046312518,8.624735512,0.022509496,11.1186724,22.22810566,1.626684755,7.795279069,7.426548053,6.030061157,13.0116043,27.37177961,17.90735577,0.308735284,7.145482117,0.019296121,4.903374798,0.697585216,4.681247436,17.81355376,8.042677797,7.867840943,4.693784352,5.63272713,0.381027048,21.287661,5.407744984,41.74098236,0.99581295,23.5626397,4.340689858,2.214873853,2.732535873,5.877416041,16.83607722,5.736788367,5.465195877,0.134522302,4.18209716,3.588990605,26.68622651,14.68788911,9.918261748,22.85358791,4.300172939,1.849184842,8.499827584,7.670246132,34.7893401,17.97109383,6.419437736,3.418681768,14.12675166,11.01558512,2.48742859,0.681707553,9.822755901,0
RNA6_FPKM,16.40888966,16.31203366,8.455270602,9.774513415,12.14519573,13.80284131,1.987768548,21.57366792,11.37388351,0.0,0.126060992,8.032790722,0.660248415,137.9741851,1.423168455,10.33665344,5.535582019,8.121597615,25.79891702,45.30812704,13.52832048,13.10084406,3.226830215,9.92332987,8.445952403,0.107656861,11.49866266,19.31189889,1.824031779,9.170537376,7.297947272,9.526126604,16.80405057,28.49373619,18.14141913,0.625306397,8.332188362,0.006150917,6.095996505,0.889571628,5.322938792,18.41177254,7.177508461,9.567866464,3.023355019,6.357718143,0.19293175,20.9348045,4.708877353,40.56943626,1.152927375,32.78989477,4.228633654,3.339869117,3.399796802,8.545346273,18.90695334,0.0,5.519322523,0.307364038,4.491109883,5.709379414,28.25489684,13.4624506,9.575982615,23.93927472,5.0498475,1.642309152,9.956959689,9.836868601,34.53906156,19.45657197,9.605723124,3.808802133,10.48274032,12.1789226,2.906442096,0.77501973,11.51965706,0
RNA60_FPKM,19.06227426,18.12144521,7.489592544,12.24427131,10.71050097,15.72694595,1.211386865,26.15004216,12.67035695,0.103922646,0.333350557,9.849776492,0.544533094,128.6449921,1.53056289,11.42520098,11.09165449,8.097963433,17.54745031,47.06448708,14.44803102,13.35005283,3.328652443,8.187701538,8.427768633,0.0,12.27804807,19.78905103,1.048267512,9.852081023,7.881125741,7.972567106,18.63188879,19.88802946,16.53508528,0.621133677,7.033902389,0.021997553,6.829396058,0.838352445,4.536231716,15.92319743,7.549702038,8.739293577,4.897189366,5.94911054,0.328519833,24.35863631,4.653292622,38.45257881,0.809187961,28.23029556,4.832491153,3.586083715,4.22968404,6.64459073,13.33913701,3.35428717,5.024184795,0.153362926,4.831995773,5.605332996,28.77295424,15.28273022,8.522973825,23.48944028,5.723188108,2.710479177,10.23731336,9.12549975,32.92810458,20.80573644,9.052612671,3.791264979,12.91560262,14.78178434,2.591128817,0.672424577,9.912678819,0
RNA62_FPKM,10.09957233,15.68655433,7.625741556,11.14956586,12.12383121,11.57953089,1.632453516,21.01651776,12.00583877,0.021166522,0.138848961,6.244883238,0.62890755,113.9524273,1.112125663,11.2383804,5.044085618,7.146722206,13.7229411,23.20475711,12.83308666,10.27164685,2.152952286,8.938470135,10.3381749,0.022396101,9.743192822,23.18338571,1.339388827,7.296370057,5.976181931,6.143226773,12.04998448,28.10855643,7.710145559,0.469787345,10.19105738,0.0,3.1462352,0.526513521,4.45049553,10.86936032,8.379791958,6.008543149,5.081518069,4.3481876,0.24529481,18.89505318,4.015140398,47.82994424,1.141983687,22.96828064,4.880227214,2.517286679,2.766791366,4.877362873,14.48706925,0.0,5.24072362,0.022307055,3.989258035,2.353402069,21.39651611,12.73258273,8.931952946,24.05614124,3.725956674,2.168356148,9.9972835,7.92865584,47.81973883,18.8351678,1.655682522,1.966513288,14.77399123,9.830157402,2.591538969,0.383913856,7.649651868,0
RNA63_FPKM,9.905714794,15.63597353,4.877058949,14.07219688,11.57956691,10.91317187,1.107995813,18.3692389,9.9345083,0.092336467,0.159871907,6.873246347,0.375503767,124.0584869,0.834493118,9.36571866,3.182004204,6.857814337,13.23574033,28.76488093,14.45241457,11.4268729,1.963602344,10.32132175,8.71485492,0.048870408,11.45848713,26.04483501,0.663540674,7.066293093,5.038000232,7.543645463,10.84214595,31.99812212,5.991446167,0.157677249,8.343053084,0.005585457,3.52539527,0.717033815,5.159437878,20.69168585,7.351489899,7.244568597,4.782135919,4.418718528,0.223782509,17.44438662,4.55493523,40.94304012,0.441393347,26.21018102,4.54649384,1.937019372,2.806322888,6.590239544,15.71472179,0.0,4.916662218,0.103820249,3.404646899,3.47889337,16.475583,13.75589511,8.261122667,26.19668085,4.499069936,2.121552851,10.61187863,8.064827777,26.95851671,12.93528948,5.286116759,2.66942655,13.01223326,10.78933933,2.546719437,0.351771082,6.675401696,0
RNA64_FPKM,9.957185419,14.9295371,2.458258795,7.726555531,15.91063577,11.82944599,1.155826907,18.60033095,15.06937899,0.0,0.264547945,5.126517241,0.263655071,136.1374088,0.890228855,10.8237033,2.166120582,4.944853073,11.13597054,28.64844824,15.77069189,8.618371847,1.843966953,14.14362134,5.754162161,0.0,16.05212344,20.96069907,0.5309602,5.63498552,3.222265364,5.428484238,12.92728185,24.93515124,21.84474502,0.511736167,6.012960936,0.031151619,3.505029481,0.713095326,6.137267562,17.63620826,10.05267106,9.201227739,3.082557364,6.388023176,0.424320373,14.21315626,5.650135824,47.4515254,0.544574218,42.46340041,3.617056492,2.235006782,2.80358532,7.147983615,24.12941434,0.0,6.537830588,0.144781688,2.666536965,5.893825665,14.32743906,11.31666957,9.798516236,34.16526815,1.773422505,2.84954832,14.24372425,10.21870062,28.59187178,18.52969151,3.525896377,2.900710981,10.35172,13.26616359,3.585043528,0.317129131,12.974068,0
RNA66_FPKM,6.659487838,19.10153148,4.748401285,8.560638917,12.76536581,18.80564037,1.331359999,15.87076701,15.46552206,0.036113333,0.192570607,6.786654374,0.395508366,135.5737822,1.360280204,12.09538769,2.200224741,6.331045293,11.64733306,27.54788159,14.81531701,10.26484689,2.49741456,15.48872942,8.648448853,0.0,13.84225301,17.36292093,1.083599281,7.376099874,3.198863126,7.672440951,12.76515492,25.18579549,18.63925453,0.092525249,8.862236343,0.0,2.930775926,0.714909223,5.918433763,19.96658297,7.138524665,10.34766172,2.813662823,5.848173636,0.19983683,12.62822167,5.825637146,46.9771706,0.556313021,36.74602488,4.070068405,2.512246776,2.895273035,7.318329787,17.43032835,0.0,6.152062678,0.120575266,3.199678107,4.804123451,16.54085396,11.65225477,10.3963454,35.26478121,4.437243594,2.018916914,10.07111158,10.42530709,38.40940821,15.49030658,2.371755268,2.592153349,11.34075442,11.59461409,2.480830485,0.185675246,11.56815052,0
RNA67_FPKM,16.09583252,18.23268308,9.849268427,12.41468937,10.62005426,10.54378908,1.702270847,26.71242339,11.37224728,0.0,0.371393586,8.872573723,1.043561086,104.9590286,1.84893017,11.75783022,7.14149843,5.912714018,18.13489801,38.3664662,14.52815581,10.87628838,3.376570748,10.70935102,9.276207881,0.05473801,9.993711355,20.48442485,2.004971286,8.500924753,7.717296885,8.844352157,12.83056021,26.94356317,16.34910212,0.653563326,8.67880611,0.031281181,6.731872594,0.811065097,6.387009105,17.01591436,9.577408253,9.61044138,5.336072522,4.856871088,0.250698154,24.24557476,5.691468706,36.99573015,1.264223793,32.07180375,4.431007637,3.522271695,4.108132811,6.998270569,18.04716519,0.0,5.333096602,0.283496066,5.961626513,5.004885525,30.20136457,16.46840914,7.032466764,21.72440976,5.707213088,2.376685816,9.677100605,9.252719541,35.56606012,17.90765614,11.41905294,3.12574247,10.43929525,13.9073887,2.761702401,0.58798504,9.440152585,0
RNA69_FPKM,14.42189664,18.57730752,8.919219889,13.06964397,11.56235529,12.79823191,0.931100559,23.88281647,12.66878764,0.0,0.321735604,8.721885869,0.584092056,135.1847209,1.233734504,12.95392187,6.918593699,7.84405624,12.37039428,33.54633035,15.53077105,10.2094632,3.722169972,11.47664493,8.241814572,0.061599116,12.94354805,24.62390706,1.5027583,8.813413062,5.579985891,9.075151972,15.0239401,25.02391071,17.50420076,0.712221341,9.261631141,0.005865357,4.662768646,0.840972344,5.562095052,19.67109278,9.115367729,8.394972269,5.289501247,4.80928128,0.122648528,21.10872895,6.58825063,37.56022888,1.056390756,28.41337014,5.110913884,2.904689704,3.506636404,5.768973999,15.86214204,0.0,5.804194261,0.115872939,4.670703074,4.759328783,29.49910498,14.58644612,7.979329869,21.1871976,4.676442526,2.349103485,10.72668526,9.084990648,45.10393494,17.14209981,7.443044171,3.451744994,13.16530914,12.3412004,2.867847383,0.45163979,11.19826175,0
RNA7_FPKM,11.18910676,14.63607918,6.87463399,11.02890717,11.10679767,10.02478751,1.620646171,18.54935234,7.893905592,0.102757574,0.127356276,6.723983689,0.61078286,151.6191239,1.224542072,7.240306868,6.618087947,7.375371377,13.47508865,24.36298864,12.41162939,9.261424787,2.324725561,8.505476197,8.902521224,0.043502758,10.62696652,24.64738616,1.280465144,6.774843486,5.264822202,7.315783257,12.03480558,28.46778329,4.461405054,0.193030069,7.210438508,0.012428891,4.095874658,0.720524951,5.440491381,21.64992325,8.385515166,6.280828429,3.622413138,3.821424364,0.314024964,17.98504911,4.757306689,35.75260008,1.174905468,26.72468839,3.956142016,2.413498878,2.66368551,6.672273071,15.2908313,0.0,4.742272028,0.194978683,4.137266036,5.273506939,21.50191304,15.55886668,8.40182544,25.39807927,3.418715093,1.595346194,10.98248926,7.844527633,36.36911136,16.29501667,8.09198632,2.397904538,11.908453,9.576484869,2.664239945,0.689775084,9.095814217,0
RNA72_FPKM,14.94997327,18.6385907,8.860892212,11.74970005,11.39578547,14.39577162,2.087278275,25.61140966,11.26270881,0.076098435,0.277395484,9.225594616,0.751386789,110.33427,1.490170112,12.25875302,5.478508019,6.479871468,15.27614326,40.53979515,15.92427136,10.67390079,2.888731909,8.468701665,8.504302944,0.08055239,12.88286474,21.1470275,1.072429415,9.479172261,6.405219006,6.754939232,11.22837586,27.88754238,16.27402742,0.373625704,8.107197266,0.011507051,5.519446613,0.817599829,5.68756222,9.206285974,9.331415607,8.810524761,3.863437517,5.259755935,0.410973446,22.03709866,5.59501694,38.1903938,1.200114475,29.28558743,4.832148124,2.949955523,3.893297898,6.742253208,15.46609573,4.374229154,5.129567921,0.147065011,5.156738648,5.721447268,31.46621879,18.03991821,5.878221765,27.82050106,5.637996938,2.008484507,7.926857701,7.684849128,37.1404657,18.33745012,4.759364046,3.863234496,14.16072473,12.13090212,3.316341804,0.650023719,11.11325415,0
RNA74_FPKM,18.82852728,21.27438021,8.85134464,11.83824944,8.486126241,16.28435323,1.462591409,23.96250647,17.32902294,0.0,0.28346637,12.90898693,0.8201729,92.85637149,1.154263355,10.68860424,10.83189879,8.765074934,26.40559449,61.6090262,15.81527647,15.49186258,4.312841675,12.89220673,6.051382162,0.009404057,15.25951932,9.611785824,0.966808857,12.4993668,8.052039763,12.35656549,16.4197945,10.55447344,15.76787924,0.485658513,9.295327664,0.008063299,6.776322982,0.971596847,4.487982679,11.35112279,7.854182303,13.66373086,3.012841264,7.778527844,0.103014239,27.2490164,3.844649939,38.97625888,1.243897343,38.86242777,3.518881801,4.24227705,5.112691708,7.444568493,14.70339327,0.0,6.024462188,0.318526676,5.801360176,7.122296077,39.67567232,10.30824321,9.422865997,22.98551271,5.995364853,2.64917949,6.800338738,10.44731053,24.98766147,19.47356531,5.635300299,6.295044091,10.50960432,17.02640897,3.539675361,0.644936941,10.62736024,0
RNA75_FPKM,16.58498921,18.22699725,9.954219416,11.51432319,8.935335873,20.88122817,1.111464485,24.18535455,17.30673565,0.064840077,0.344170345,9.556154306,0.754269378,109.2074812,1.367285965,13.46621565,4.182357256,8.377350129,26.96230427,44.14375544,17.03395772,12.53739475,3.869119784,14.52289744,8.546745578,0.008577086,15.47687099,13.14123102,1.656430828,11.97935259,6.762171442,10.1670341,17.72996203,18.05906152,21.46388967,0.332168826,9.187410452,0.009804644,5.19016859,1.234314599,4.895344627,5.867371533,8.603678675,10.94950726,3.590282299,8.268497579,0.085406478,22.92392831,7.411831066,43.19201284,0.794831115,31.26947366,4.827047881,3.81316512,4.410499822,6.206359653,18.64827164,0.0,7.315953262,0.153776925,6.119989064,4.980841931,30.76267677,10.21903564,9.156168749,19.76369036,5.069056645,2.214526475,7.783052102,9.716862506,32.17374329,20.93461939,6.296212508,4.870270514,12.59083682,15.38636736,3.683909999,0.583226668,11.07255238,0
RNA78_FPKM,11.18390611,12.98750044,11.3170333,12.68181515,13.2078289,10.30874751,1.19885675,21.1013332,8.848198676,0.059946249,0.083760471,5.443402318,0.921986214,114.0601734,1.009948209,9.981016185,5.138060309,7.189764131,9.726974245,17.29013413,16.40705063,8.231491372,1.770537822,8.866035563,12.77557708,0.031727418,11.7471947,32.68691858,2.246098403,6.3748826,4.974024275,5.37518721,9.378933156,29.80626628,5.709108716,0.563012837,10.31690783,0.003022297,3.230786175,0.504672378,4.37322517,18.2165017,9.46104216,4.590629268,5.661092762,4.30075085,0.168444767,15.03660946,6.899890848,49.2398985,1.24075456,20.43571622,4.830996502,1.328910692,2.203531137,5.694677926,14.53375367,3.445588995,5.319895281,0.028082645,4.555329297,2.896420537,34.5803552,29.29541144,10.1759216,25.29463968,3.078326059,1.73717403,8.572953659,6.667512515,66.49807009,18.76058873,4.471645579,1.499192426,15.9937827,7.753988964,2.435938973,0.211456734,8.623503781,1
RNA86_FPKM,19.18453182,19.61093382,7.583615914,12.56055754,9.593001823,15.53669689,2.24506548,26.57589243,10.51926377,0.0,0.252733193,10.3374984,0.888673516,115.8749415,1.553664676,12.27176401,10.41931049,7.041078817,17.60941263,42.86966484,15.20168631,14.81029002,2.903271553,7.943138481,8.502508501,0.020386615,15.00608737,15.94583448,0.977715184,10.05296274,7.038167386,9.132134425,13.91578821,21.97538843,20.01136126,0.740008527,8.589583859,0.011649055,5.25880815,1.234255031,4.697967574,7.568336326,7.03168502,8.23732093,4.833628677,6.800425842,0.223241054,26.68119421,5.408184902,40.10370137,0.873215582,29.79731084,4.883598006,4.069595813,4.481394113,6.968559503,16.8927942,0.0,6.34856838,0.175949812,5.529218573,6.101861958,38.158534,11.94498727,8.980777274,19.50936751,4.524590131,1.913593595,9.098492192,9.087447879,30.10136258,23.54442846,5.434363659,4.878628885,14.51906166,13.75298305,3.314726128,0.430924637,10.40317668,1
RNA87_FPKM,21.40142492,17.7032215,14.85293853,11.86795442,10.15285921,12.91342164,0.819764317,27.94244658,9.829708218,0.021742049,0.320895567,13.15982691,1.079473499,110.7257581,1.273287471,10.27593395,10.23448431,5.557816561,15.4621417,46.15619953,16.02891041,11.53738433,3.771284345,8.377442773,8.633485307,0.057523567,15.11937311,22.21955704,3.152776317,10.16090661,8.918649263,9.076211033,13.95777783,20.43962278,15.6987052,0.723820138,7.769889504,0.006571663,6.199263985,0.884962582,5.249077241,15.36636789,7.022263974,8.809977855,4.084822117,5.813480356,0.286308813,25.31612969,5.485171322,32.27755025,2.137099962,30.7035395,4.2802887,3.651292259,4.283467623,6.248771851,15.39708993,0.0,6.430235758,0.213850715,6.585116938,5.778627557,41.54650366,15.17694648,8.08947202,22.06351373,4.516909008,1.552345212,9.056686841,9.187391037,55.77259527,25.17597972,8.668702053,4.309135911,13.86423278,14.0480854,2.69787802,0.420626257,10.33705594,0
RNA89_FPKM,9.696153754,17.94820586,10.04096338,9.577043749,13.255533,19.45555337,1.8312985,14.89033608,12.76811662,0.0,0.186162981,5.299975471,0.564311757,97.67690121,0.809278309,14.26219959,2.629709747,10.26871256,12.4564644,21.24850832,15.98529626,11.44991907,2.275767249,12.47400938,11.61986927,0.029760358,14.01860529,21.5979774,2.959339374,10.20848794,5.2214996,8.258575333,11.47946472,37.94182077,9.544297217,0.24004293,13.53831327,0.002834213,2.764722458,0.85488414,5.39665392,16.86261986,10.16174174,6.485836645,3.52969208,6.181147254,0.069122561,14.72265644,6.649610058,51.06332201,1.126832135,28.00862408,4.748377405,2.008589868,2.109441686,6.920580014,21.82916518,0.0,6.985795125,0.118534891,3.022993558,3.07967318,24.45132043,17.38792969,16.2116487,25.03230357,4.892191192,0.931068537,10.10218612,10.09395175,69.6595024,21.41861762,1.085784992,1.677103459,11.91110354,10.24700679,2.553618858,0.266342021,12.26158727,0
RNA94_FPKM,4.621927498,16.00041917,0.215250681,7.431191393,18.95024351,13.53753276,1.02714587,8.716295217,13.12234575,0.0,0.220171699,0.932887497,0.914528807,204.1796513,0.245851117,3.834213015,5.429717627,9.50014716,44.40674551,14.26202173,13.54927732,13.31412629,1.547751337,26.33362729,12.97326815,0.0,19.16698197,45.53123,0.452382571,4.185838067,2.723937835,14.56566695,19.08183009,55.48495031,50.22443686,0.24755357,19.01590779,0.172428292,3.287332543,0.531899628,20.21802831,27.76476259,16.53948747,6.884341391,2.37798332,18.46315078,0.244411149,10.80763853,6.454374218,83.17275456,0.47150971,63.6202541,11.28386647,1.307517943,1.36974095,11.73563267,43.69246743,22.26267923,7.171782751,0.332777707,0.916124802,5.63104995,9.196695172,11.8023562,18.44104988,66.33793564,0.979386499,0.300076537,9.370563984,16.20323573,22.685341,8.622104252,7.072676419,1.237322253,3.629844386,0.752841725,2.985390604,0.315583449,17.87883203,1
RNA95_FPKM,16.36410098,15.2368663,13.69862491,10.7806337,10.43556512,9.669326697,1.871025642,23.17558978,7.8820108,0.020218201,0.431004371,8.701302302,0.916823971,117.9224179,1.610217264,7.584255734,9.510718307,5.724951104,15.97517227,33.72260874,18.77040139,8.666376017,3.25913375,7.416173702,9.67829816,0.010700775,13.80123048,26.37691963,2.218720912,7.050471125,6.05162992,9.05291373,10.45925471,28.79129099,11.63304583,0.24160571,8.495977353,0.02139419,4.250259694,0.815277749,6.388427866,10.89485936,7.534886775,7.680966253,4.514123744,3.788562729,0.319476673,18.82983132,8.321766203,26.45594424,1.862695027,26.16648508,3.575680377,2.435015788,3.125149388,7.137910305,17.77636043,0.0,5.637567951,0.333789911,6.236169793,7.422497625,33.90073374,17.66642787,10.51050106,33.20926165,3.475936156,3.01242042,10.26855541,7.71473621,42.45076106,18.35460348,11.59811806,3.213868381,10.09897587,7.843495216,3.054981253,0.751694775,9.195322437,0
RNA97_FPKM,16.09826088,18.03328288,5.429141064,9.788865067,12.61601106,6.778246274,1.470125291,23.89299709,8.730172802,0.0,0.284384081,9.414308209,0.717281455,120.4465643,1.554931224,8.585862065,7.67107299,4.961378979,7.788159477,36.53269356,15.97159092,7.43704435,2.871812728,10.29917685,8.307942636,0.037818687,12.79027637,18.2730553,2.175246577,8.105297903,6.076632425,8.976042305,11.89658797,24.42139312,16.31040047,1.566211973,6.090856982,0.01800822,4.017158934,1.14947723,7.267309477,18.73469429,8.626608576,9.293812597,3.350231638,5.431654344,0.21336379,25.35476971,6.87017397,34.21453552,2.025156295,40.44879438,4.374871315,3.657575701,3.277075178,7.556748457,20.32848492,0.0,7.46999765,0.217627982,5.460981199,7.67291954,24.83046535,15.65824032,10.97287835,38.42315076,3.743175523,2.071058804,11.51224176,8.785833537,40.42442648,19.83646826,12.03979436,4.173239386,11.73905419,11.92494905,4.283961274,0.475394016,11.68899326,0
RNA98_FPKM,14.99851151,15.09631893,13.35569577,12.06621198,10.55396377,12.33859133,1.786890877,21.92655763,10.40707631,0.099265813,0.253306304,7.018349606,0.834613134,102.5620005,1.113198252,12.06494886,11.07349922,6.520710928,15.20227202,32.34375676,19.14269173,7.970613918,2.644388798,9.318047269,8.38058816,0.091941262,13.14934152,27.37779237,2.397113975,7.354261326,6.999740136,8.03635779,9.453117187,35.99452666,5.387502794,0.720500629,8.255379126,0.026267943,4.40769221,0.645551741,6.615333254,10.14994458,6.866710173,6.347394757,4.105081135,3.272226655,0.339972381,19.55124352,5.273942596,33.46105509,2.122077349,25.71929869,3.596080586,2.112772157,3.385907214,5.228015407,22.12248189,0.0,6.314011701,0.156965261,5.497018174,5.753266861,29.15116574,17.85230383,11.7453739,21.92481841,3.683775743,1.078834364,8.726172547,7.148253827,69.68800513,18.64947787,5.425377764,2.758987817,10.91318153,11.06311896,2.751793042,0.60032721,9.244201937,1
R_JS001_FPKM,27.1086253,16.43342907,16.48344969,13.90935,7.791740923,10.29126358,0.874142443,29.00769138,8.358156468,0.0,0.513270155,13.94261855,1.4864346,101.3148804,2.614631726,14.61372953,20.24818377,6.00816186,9.576211724,68.8581262,11.31066681,8.626153482,4.59447844,8.010141676,6.287141835,0.09813769,10.01482105,16.34954514,2.972225389,10.64766951,11.07009754,5.405952669,13.11789454,14.3863923,13.10915266,0.732262582,5.676949301,0.052570694,9.25195352,0.961146292,4.633659885,14.96666278,6.90740391,8.037942721,3.762661793,4.414230716,0.366366682,31.57307143,3.606122023,24.30566305,2.632956139,28.19253514,3.392636198,4.439620372,5.68314329,4.451748008,15.20626212,0.0,4.486286498,0.399062821,8.396212125,12.50537024,42.22731838,20.97056111,5.989914117,13.38934184,6.80955006,2.878767939,6.354515875,8.657010085,58.85083563,24.10098701,10.63254845,5.456511191,11.13875278,15.48146976,2.237528057,0.651767962,8.601533772,1
R_JS002_FPKM,27.64958883,14.27554657,10.54582107,13.12362017,8.415838134,9.980631088,0.962378163,31.08506065,10.43779842,0.080200495,0.48967779,8.412132574,1.116467076,97.65598034,1.728869502,22.74125325,9.9395842,5.874435724,8.499932923,61.26497344,7.840775494,5.906646033,3.509413035,12.9571101,7.503074343,0.127332235,10.38453059,13.80732608,2.818296424,13.92733852,9.590601129,5.041401719,10.70107549,21.12300271,13.33503827,0.246531029,5.216061061,0.024254669,7.40945716,0.574441713,5.462093639,7.020396699,8.126057402,9.699640823,4.741504059,5.663724478,0.523972836,33.65043234,3.165122256,25.98135742,1.418939515,30.75089833,2.979531222,4.194024834,5.209444155,4.611191837,17.08121092,8.227016273,4.148569043,0.264898536,4.477807568,9.823541762,36.80607558,20.79927652,6.010052582,22.07261845,5.549835538,0.547836714,6.086977418,7.437008519,62.96978196,27.53940969,8.005911829,6.19962792,14.34530849,23.85702551,2.557148884,0.577145732,8.531978008,1
R_JS003_FPKM,37.33068054,12.90659342,25.34937548,16.60553622,7.062430524,7.540045249,0.854088675,32.88367255,7.701517229,0.119576992,0.148923167,15.41611341,1.527441817,84.68438027,1.774477364,16.67103498,11.08588771,6.417518064,10.77557902,61.55330865,10.24226862,6.65738059,4.696039121,6.518821449,7.033060541,0.073826971,7.48166942,13.46695784,3.639572016,13.02839534,15.43839967,4.548877183,10.86499243,15.48276812,14.6740229,0.459450535,6.183902794,0.030134924,9.344273987,0.578487115,3.49677422,7.963178255,6.277732196,5.111407582,6.592823357,3.99758076,0.346503602,41.04984047,2.344363899,29.07131963,2.745130967,17.93862063,3.416530843,3.983905793,5.075294938,4.445086912,10.42184159,14.40733764,4.851213911,0.154057865,7.977078646,4.861132274,79.8532307,20.09524975,7.970918398,11.11772157,6.864827249,4.455387872,4.938964729,6.60346323,67.58292327,31.8987399,5.297882039,5.569589947,18.29506593,20.67129551,1.495129331,0.711050383,7.61492782,1
R_JS004_FPKM,25.52754338,18.08019597,19.57380956,11.63294843,8.959983533,13.07890096,1.178269584,26.09968417,10.91056349,0.098192294,0.454555717,11.75568722,1.297775328,116.0411227,1.557910389,12.09054938,11.21785264,6.908901979,18.23774297,46.05136579,14.01288437,13.54942606,3.884096225,8.741618447,6.631307327,0.020787876,11.48968786,14.31631436,3.230329062,10.28029206,9.940514575,8.368908057,14.09107013,15.5002512,14.43650692,1.224046456,6.645997884,0.047509832,8.293179305,0.903169769,4.406125935,13.96757964,8.79919103,9.449116451,5.314556886,6.447221222,0.496646089,24.4432703,4.061352654,31.73538313,2.675972367,28.9995921,3.929072659,3.433109633,4.509939875,6.034819816,20.9591697,0.0,4.747110584,0.400213004,6.575771939,9.887758508,45.57239778,14.40225193,9.852154333,18.15068172,6.814752813,5.54883552,8.273530492,10.62262276,43.45720387,25.52978835,7.836091004,3.690336256,11.49873014,15.66640955,2.285752342,0.742220948,10.33773026,1
R_JS005_FPKM,26.72149873,13.98678027,19.3208492,16.21028365,7.039158718,7.838594863,0.951075205,29.4583468,5.454784385,0.082185628,0.368895207,12.74674378,1.277599316,58.44904557,1.939666651,17.64090403,15.18218916,5.787354459,9.375592775,51.03017338,10.78413201,6.288391722,4.999316685,7.188953024,6.142542152,0.065246895,5.763775961,15.43282647,3.03465109,9.895994318,11.95161348,4.541325829,10.54642443,17.87699467,5.895284549,0.596546102,6.971162522,0.034178854,9.503883695,0.611957898,3.894361773,6.508993147,7.410601863,4.988158731,8.921972207,4.391952913,0.465538608,28.92379289,3.625834194,25.4727345,2.465866301,18.87132902,3.457782402,4.045232672,4.08049848,4.328589234,12.55294927,0.0,4.081469962,0.245489215,7.632438607,5.553490424,61.37784344,24.33282001,7.05008946,13.77788592,5.090372027,3.764416282,5.728999754,6.183123746,63.60697622,26.60442453,7.32869788,4.08068823,15.36537749,14.79208423,1.598260301,0.683442163,8.755314537,1
R_JS006_FPKM,24.87870768,14.39944819,15.65387419,12.31526744,9.057559503,12.97428428,0.818009923,26.39349471,8.553677229,0.020735238,0.291161761,10.46393063,0.892418179,97.8251634,1.562560751,18.17827207,9.177832196,6.448197516,15.68999906,46.4535561,10.44549589,8.070161104,3.69038948,9.559866366,8.78599182,0.109803182,8.111979846,15.28275838,2.899827019,12.52616747,10.42310731,6.154329055,13.17071534,18.19994499,13.45034998,0.708587478,7.622202624,0.034506588,7.24328738,0.750826642,4.743756359,14.12928147,7.309810531,7.164823698,7.02900537,4.831847634,0.338865195,30.7842891,2.991668178,37.02421446,1.559253071,25.49508675,3.998044949,3.658535742,3.695351307,5.861481178,14.6468542,0.0,4.892481195,0.189534799,5.481446364,7.090175704,56.5986828,16.90039388,9.477828673,21.25601186,5.128934733,5.991073756,6.362803871,8.259040493,53.2336516,24.23922261,6.154043625,4.391449578,13.52610129,16.64099481,2.208829274,0.627315146,8.326634023,1
