,ENSG00000183111,ENSG00000282998,ENSG00000174417,ENSG00000089597,Diagnosis
33,0.0809799251446069,0.3684210526315789,0.4583333333333333,0.8940202391904323,0.0
34,0.2184416468186457,0.5438596491228069,0.9166666666666666,0.4754369825206991,0.0
35,0.0415107179312691,0.0701754385964912,0.2083333333333333,0.317571297148114,0.0
36,0.2749234433480776,0.2280701754385964,1.0,0.432750689972401,0.0
37,0.2286492004083021,0.1578947368421052,0.4166666666666666,0.531738730450782,0.0
38,0.6287853011228309,1.0,0.875,1.0,0.0
39,0.2834297380061245,0.2807017543859649,0.4583333333333333,0.2029438822447102,0.0
40,0.2868322558693432,0.2631578947368421,0.1666666666666666,0.4883164673413064,1.0
41,0.3007825791085403,0.175438596491228,0.2083333333333333,0.3937442502299908,1.0
42,0.2752636951343994,0.2105263157894736,0.125,0.5201471941122354,1.0
43,0.050017012589316,0.2456140350877192,0.125,0.2894204231830727,1.0
44,0.1772711806736985,0.1228070175438596,0.5833333333333334,0.2945722171113155,1.0
45,0.1748894181694454,0.3157894736842105,0.0416666666666666,0.5558417663293468,1.0
46,0.3259612112963593,0.0,0.2499999999999999,0.3344986200551978,1.0
47,0.2647158897584212,0.1578947368421052,0.2083333333333333,0.4618215271389144,1.0
48,0.4185096971759101,0.1929824561403508,0.2083333333333333,0.2723091076356946,1.0
49,0.4212317114664852,0.2631578947368421,0.1666666666666666,0.6373505059797607,1.0
50,0.4481116025859135,0.3157894736842105,0.2083333333333333,0.3462741490340386,1.0
51,0.3548826131337189,0.2982456140350877,0.3749999999999999,0.7089236430542779,1.0
52,0.2558693433140524,0.4385964912280701,0.2499999999999999,0.5273229070837168,1.0
53,0.2786662129976182,0.4385964912280701,0.3749999999999999,0.4469181232750691,1.0
54,0.1725076556651922,0.2280701754385964,0.6666666666666666,0.6732290708371665,1.0
55,0.0506975161619598,0.2280701754385964,0.3333333333333333,0.4883164673413064,1.0
56,0.4242939775433821,0.0526315789473684,0.3333333333333333,0.4509659613615456,1.0
57,0.3473970738346377,0.1929824561403508,0.2083333333333333,0.3863845446182152,1.0
58,0.4722694794147669,0.2280701754385964,0.125,0.6395584176632935,1.0
59,0.1490302824089826,0.0526315789473684,0.2499999999999999,0.6597976080956761,1.0
60,0.2310309629125553,0.2631578947368421,0.1666666666666666,0.4250229990800368,1.0
61,0.4144266757400476,0.1228070175438596,0.2499999999999999,0.3238270469181232,1.0
62,0.3208574345015311,0.2280701754385964,0.0,0.0195032198712051,1.0
63,0.3222184416468187,0.175438596491228,0.0833333333333333,0.2978840846366145,1.0
64,0.3933310649880912,0.3859649122807017,0.0833333333333333,0.4195032198712051,1.0
65,0.3732562095951004,0.175438596491228,0.4583333333333333,0.2713891444342227,1.0
66,0.485879550867642,0.1578947368421052,0.125,0.3525298988040478,1.0
67,1.0,0.5789473684210527,0.4166666666666666,0.916651333946642,1.0
68,0.3943518203470568,0.1403508771929824,0.0833333333333333,0.8529898804047839,1.0
69,0.2725416808438244,0.3333333333333333,0.3333333333333333,0.2743330266789329,1.0
70,0.1109220823409322,0.0350877192982456,0.0416666666666666,0.4713891444342227,1.0
71,0.5505273902687989,0.3333333333333333,0.2083333333333333,0.5063477460901563,1.0
72,0.2912555290915277,0.2807017543859649,0.3749999999999999,0.5740570377184914,1.0
73,0.1384824770330044,0.2280701754385964,0.125,0.5499540018399264,1.0
74,0.2606328683225587,0.4561403508771929,0.1666666666666666,0.6958601655933762,1.0
75,0.4862198026539639,0.4385964912280701,0.3333333333333333,0.7747930082796689,1.0
76,0.3371895202449813,0.1578947368421052,0.2083333333333333,0.1424103035878565,1.0
77,0.3096291255529091,0.087719298245614,0.3333333333333333,0.4178472861085557,1.0
78,0.1258931609390949,0.2105263157894736,0.3333333333333333,0.4404783808647653,1.0
