,ENSG00000183111,ENSG00000282998,ENSG00000174417,ENSG00000089597,ENSG00000171566,ENSG00000269054,ENSG00000207327,ENSG00000222007,ENSG00000182698,ENSG00000213033,ENSG00000178093,ENSG00000262468,ENSG00000268618,ENSG00000249715,ENSG00000204099,Diagnosis
42,0.2752636951343994,0.2105263157894736,0.125,0.5201471941122354,0.602905569007264,0.1512415349887133,0.2222222222222222,0.0,0.3076923076923077,0.3103448275862069,0.3188405797101449,0.2538071065989847,0.5,0.2794117647058823,0.4266666666666667,1.0
43,0.050017012589316,0.2456140350877192,0.125,0.2894204231830727,0.3559322033898305,0.1309255079006772,0.1481481481481481,0.0,0.1538461538461538,0.3793103448275862,0.4927536231884059,0.3299492385786802,0.5833333333333333,0.0588235294117646,0.2133333333333333,1.0
44,0.1772711806736985,0.1228070175438596,0.5833333333333334,0.2945722171113155,0.3050847457627119,0.27313769751693,0.1481481481481481,0.6000000000000001,0.2307692307692308,0.3793103448275862,0.2608695652173913,0.2538071065989847,0.5,0.3676470588235294,0.4600000000000001,1.0
45,0.1748894181694454,0.3157894736842105,0.0416666666666666,0.5558417663293468,0.1864406779661017,0.3431151241534989,0.1851851851851851,0.0,0.2307692307692308,0.5517241379310345,0.5362318840579711,0.6192893401015228,0.8333333333333333,0.3602941176470588,0.5066666666666667,1.0
46,0.3259612112963593,0.0,0.2499999999999999,0.3344986200551978,0.2776432606941081,0.2979683972911964,0.1481481481481481,0.0,0.1538461538461538,0.4482758620689655,0.5072463768115942,0.5076142131979695,0.4166666666666666,0.0955882352941176,0.7066666666666668,1.0
47,0.2647158897584212,0.1578947368421052,0.2083333333333333,0.4618215271389144,0.4390637610976594,0.2415349887133182,0.2222222222222222,0.2,0.3461538461538461,0.4482758620689655,0.5507246376811594,0.4060913705583756,0.6666666666666666,0.1176470588235294,0.7133333333333334,1.0
48,0.4185096971759101,0.1929824561403508,0.2083333333333333,0.2723091076356946,0.1662631154156578,0.2686230248306998,0.2222222222222222,0.4,0.2307692307692308,0.3103448275862069,0.3333333333333333,0.2944162436548223,0.4166666666666666,0.1985294117647059,0.96,1.0
49,0.4212317114664852,0.2631578947368421,0.1666666666666666,0.6373505059797607,0.4576271186440677,0.5259593679458239,0.3703703703703703,0.0,0.0384615384615384,0.7586206896551724,0.782608695652174,0.8832487309644669,1.0,0.4632352941176471,0.0999999999999999,1.0
50,0.4481116025859135,0.3157894736842105,0.2083333333333333,0.3462741490340386,0.1226795803066989,0.1896162528216704,0.2592592592592592,0.0,0.0,0.6896551724137931,0.5362318840579711,0.3908629441624365,0.25,0.3088235294117647,0.6466666666666667,1.0
51,0.3548826131337189,0.2982456140350877,0.3749999999999999,0.7089236430542779,0.5964487489911219,0.4401805869074492,0.2592592592592592,0.0,0.2307692307692308,0.4482758620689655,0.4782608695652174,0.4923857868020304,0.5833333333333333,0.8235294117647058,0.7666666666666667,1.0
52,0.2558693433140524,0.4385964912280701,0.2499999999999999,0.5273229070837168,0.3099273607748183,0.6072234762979684,0.6296296296296295,0.2,0.2307692307692308,0.5862068965517242,0.2753623188405797,0.7208121827411167,0.5833333333333333,0.3161764705882353,0.3533333333333334,1.0
53,0.2786662129976182,0.4385964912280701,0.3749999999999999,0.4469181232750691,0.4576271186440677,0.4740406320541761,0.2222222222222222,0.2,0.576923076923077,0.0344827586206896,0.391304347826087,0.4619289340101522,0.5,0.7279411764705882,0.52,1.0
54,0.1725076556651922,0.2280701754385964,0.6666666666666666,0.6732290708371665,0.4043583535108958,0.2686230248306998,0.2222222222222222,0.0,0.4615384615384615,0.4137931034482759,0.6956521739130435,0.4771573604060913,0.0833333333333333,0.4558823529411765,0.36,1.0
55,0.0506975161619598,0.2280701754385964,0.3333333333333333,0.4883164673413064,0.1581920903954802,0.3679458239277652,0.1481481481481481,0.0,0.576923076923077,0.3793103448275862,0.3333333333333333,0.6903553299492385,0.3333333333333333,0.4926470588235294,0.2933333333333334,1.0
56,0.4242939775433821,0.0526315789473684,0.3333333333333333,0.4509659613615456,0.3147699757869249,0.5688487584650113,0.4814814814814814,0.0,0.2692307692307693,0.1034482758620689,0.3623188405797102,0.934010152284264,0.5,0.25,0.7066666666666668,1.0
57,0.3473970738346377,0.1929824561403508,0.2083333333333333,0.3863845446182152,0.2550443906376109,0.4288939051918736,0.3703703703703703,0.2,0.1153846153846153,0.4827586206896552,0.4492753623188406,0.5025380710659898,0.4166666666666666,0.4485294117647058,0.5466666666666667,1.0
58,0.4722694794147669,0.2280701754385964,0.125,0.6395584176632935,0.3228410008071025,0.3724604966139955,0.2592592592592592,0.0,0.3076923076923077,0.5517241379310345,0.5507246376811594,0.4873096446700506,0.25,0.4191176470588235,0.4533333333333333,1.0
59,0.1490302824089826,0.0526315789473684,0.2499999999999999,0.6597976080956761,0.6489104116222761,0.3205417607223476,0.2222222222222222,0.6000000000000001,0.0384615384615384,0.4827586206896552,0.3623188405797102,0.4365482233502538,0.5833333333333333,0.2720588235294117,0.5866666666666667,1.0
60,0.2310309629125553,0.2631578947368421,0.1666666666666666,0.4250229990800368,0.4051654560129136,0.5665914221218962,0.1481481481481481,0.0,0.3076923076923077,0.4482758620689655,0.3768115942028985,0.6040609137055837,0.3333333333333333,0.2279411764705882,0.4533333333333333,1.0
61,0.4144266757400476,0.1228070175438596,0.2499999999999999,0.3238270469181232,0.3107344632768361,0.146726862302483,0.2592592592592592,0.4,0.1153846153846153,0.4482758620689655,0.3478260869565217,0.4010152284263959,0.5833333333333333,0.3529411764705882,0.4933333333333334,1.0
62,0.3208574345015311,0.2280701754385964,0.0,0.0195032198712051,0.16545601291364,0.3860045146726862,0.2592592592592592,0.0,0.0769230769230769,0.7586206896551724,0.4492753623188406,0.5279187817258882,0.4166666666666666,0.4485294117647058,0.3533333333333334,1.0
63,0.3222184416468187,0.175438596491228,0.0833333333333333,0.2978840846366145,0.3680387409200968,0.4401805869074492,0.3333333333333333,0.0,0.3076923076923077,0.4827586206896552,0.3478260869565217,0.5939086294416244,0.6666666666666666,0.3529411764705882,0.6000000000000001,1.0
64,0.3933310649880912,0.3859649122807017,0.0833333333333333,0.4195032198712051,0.3438256658595641,0.5620767494356659,0.1851851851851851,0.0,0.3076923076923077,0.2413793103448276,0.4782608695652174,0.6649746192893401,0.6666666666666666,0.4411764705882353,0.98,1.0
65,0.3732562095951004,0.175438596491228,0.4583333333333333,0.2713891444342227,0.1686844229217111,0.0812641083521444,0.2222222222222222,0.2,0.5000000000000001,0.3448275862068966,0.2753623188405797,0.3857868020304568,0.0833333333333333,0.2647058823529412,0.5933333333333334,1.0
66,0.485879550867642,0.1578947368421052,0.125,0.3525298988040478,0.3494753833736885,0.146726862302483,0.2592592592592592,0.0,0.5000000000000001,0.3793103448275862,0.2318840579710145,0.3248730964467005,0.3333333333333333,0.5294117647058824,0.4266666666666667,1.0
67,1.0,0.5789473684210527,0.4166666666666666,0.916651333946642,1.0,0.1196388261851016,0.1111111111111111,0.0,0.576923076923077,0.3793103448275862,0.6811594202898551,0.5076142131979695,0.75,1.0,1.0,1.0
68,0.3943518203470568,0.1403508771929824,0.0833333333333333,0.8529898804047839,0.8878127522195318,0.3137697516930022,0.1481481481481481,0.0,0.3846153846153847,0.5517241379310345,0.5797101449275363,0.4923857868020304,0.6666666666666666,0.1764705882352941,0.6200000000000001,1.0
69,0.2725416808438244,0.3333333333333333,0.3333333333333333,0.2743330266789329,0.3979015334947538,0.5756207674943566,0.1851851851851851,0.4,0.1153846153846153,0.5172413793103449,0.1739130434782609,0.5177664974619289,0.3333333333333333,0.5367647058823529,0.6066666666666667,1.0
70,0.1109220823409322,0.0350877192982456,0.0416666666666666,0.4713891444342227,0.2736077481840194,0.3566591422121896,0.4444444444444444,0.2,0.1153846153846153,0.6896551724137931,0.391304347826087,0.5279187817258882,0.5833333333333333,0.4485294117647058,0.32,1.0
71,0.5505273902687989,0.3333333333333333,0.2083333333333333,0.5063477460901563,0.4761904761904762,0.1331828442437923,0.1851851851851851,0.0,0.2307692307692308,0.4482758620689655,0.4927536231884059,0.3502538071065989,0.3333333333333333,0.8161764705882353,0.1866666666666667,1.0
72,0.2912555290915277,0.2807017543859649,0.3749999999999999,0.5740570377184914,0.2526230831315577,0.7042889390519187,0.2592592592592592,0.0,0.3076923076923077,0.3448275862068966,0.4347826086956522,0.532994923857868,0.6666666666666666,0.6470588235294118,0.6266666666666667,1.0
73,0.1384824770330044,0.2280701754385964,0.125,0.5499540018399264,0.5221953188054882,0.7042889390519187,0.4444444444444444,0.0,0.3076923076923077,0.3103448275862069,0.5217391304347826,0.8375634517766496,0.5,0.2941176470588235,0.24,1.0
74,0.2606328683225587,0.4561403508771929,0.1666666666666666,0.6958601655933762,0.5673930589184828,1.0,0.5555555555555556,0.0,0.2307692307692308,0.5862068965517242,0.9565217391304348,0.9949238578680204,0.6666666666666666,0.5808823529411764,0.5133333333333334,1.0
75,0.4862198026539639,0.4385964912280701,0.3333333333333333,0.7747930082796689,0.6230831315577079,0.6817155756207675,1.0,0.4,0.3461538461538461,0.896551724137931,0.3333333333333333,0.7309644670050761,0.5,0.7132352941176471,0.9533333333333336,1.0
76,0.3371895202449813,0.1578947368421052,0.2083333333333333,0.1424103035878565,0.1493139628732848,0.0,0.5925925925925926,0.0,0.3461538461538461,0.7931034482758621,0.217391304347826,0.2233502538071066,0.1666666666666666,0.8088235294117647,0.1266666666666666,1.0
77,0.3096291255529091,0.087719298245614,0.3333333333333333,0.4178472861085557,0.4301856335754641,0.3205417607223476,0.1851851851851851,0.4,0.1153846153846153,0.3103448275862069,0.289855072463768,0.3756345177664975,0.6666666666666666,0.3823529411764705,0.3533333333333334,1.0
78,0.1258931609390949,0.2105263157894736,0.3333333333333333,0.4404783808647653,0.602905569007264,0.3769751693002258,0.3703703703703703,0.0,0.1538461538461538,0.5862068965517242,0.4492753623188406,0.3553299492385786,0.5,0.4191176470588235,0.3266666666666667,1.0
