,TRAV18,TRAV1-2,TRBV14,TRBV17,TRBV5-1,TRBV5-7,TRBV10-3,TRBV15,TRBV6-2,TRBV7-4,TRAV41,TRDV2,TRBV6-8,TRAV6,TRAV8-2,TRBV4-2,TRBV23-1,TRBV13,TRGV10,TRBV28,TRAV16,TRAV17,TRAV12-3,TRAV8-6,TRAV14DV4,TRAV9-2,TRAV8-4,TRAV13-2,TRAV19,TRBV9,TRBV10-1,TRBV7-3,TRBV5-3,TRBV6-4,TRBV4-1,TRGV11,TRGV5,TRGV8,TRGV9,TRGV3,TRGV4,TRBV20OR9-2,TRBV18,TRBV6-7,TRAV25,TRAV26-1,TRAV24,TRAV22,TRAV23DV6,TRAV20,TRAV21,TRBV7-6,TRBV5-5,TRBV6-6,TRBV6-5,TRBV11-1,TRDV3,TRBV7-9,TRBV29-1,TRGV2,TRBV20-1,TRBV19,TRBV12-4,TRBV7-7,TRAV4,TRAV5,TRAV12-2,TRAV13-1,TRAV7,TRAV9-1,TRAV12-1,TRAV10,TRAV8-3,TRBV7-1,TRBV10-2,TRGV1,TRBV6-1,TRDV1,TRAV8-7,TRBV2,TRAV8-1,TRAV2,TRAV3,TRBV5-4,TRAV30,TRBV3-1,TRAV29DV5,TRAV34,TRAV26-2,TRAV36DV7,TRAV38-2DV8,TRAV38-1,TRAV27,TRBV27,TRBV24-1,TRBV5-6,TRAV1-1,TRBV16,TRBV12-3,TRBV30,TRBV25-1,TRBV12-5,TRBV7-2,TRAV40,TRAV39,TRBV11-3,Diagnosis
RNA86_FPKM,1.581676953,6.347271013,0.0,0.0,2.490445404,0.0,8.404586818,2.020204549,0.0,1.782741875,3.221682742,5.501747428,0.0,2.488017259,8.060080379,1.699481952,1.782741875,3.514611465,78.3793299,14.65733457,21.38713257,3.195132179,12.79020175,5.926679564,2.001190859,9.81256913,6.10001847,3.206011434,6.126142746,1.189637367,0.0,0.0,0.0,0.0,3.938652937,0.0,1.680856058,5.286915637,5.125090319,5.039582504,8.091808819,0.0,2.529171499,0.22478613,1.726892952,19.00666852,3.155934115,2.499594462,3.02478792,2.856679385,6.762997851,1.578090384,2.430017471,3.786385427,7.920831236,0.0,2.728969012,3.342397205,4.23158416,22.45753481,10.67155602,20.45120724,2.856679385,0.0,19.77100329,47.66734214,6.776542742,18.04189337,0.0,0.0,10.23388263,5.30449221,9.070052636,1.017453011,0.0,1.662933953,28.92362122,5.463817874,0.0,25.52917195,6.04843269,4.888209288,3.575625607,4.832590765,4.359399245,2.768504863,7.419019388,2.658545971,2.600936131,2.389062121,3.915048037,1.971495353,0.909722692,6.593289269,0.405913012,0.402741817,1.775351682,0.0,6.238638012,9.340879979,1.014782531,1.128852976,0.392519943,0.0,0.934458354,2.366919755,2
RNA87_FPKM,0.991758581,3.039127204,0.0,0.0,1.070795852,0.0,0.711372609,2.072802109,0.411534887,0.754423977,5.454147928,4.363398999,0.0,1.295965941,4.008776465,1.534415156,0.754423977,1.866735015,11.41984067,16.78226248,1.856731209,3.065112099,4.811749453,6.377880469,3.080055209,4.651253055,4.46562649,6.598154614,4.671676984,0.0,0.211879437,0.0,0.0,0.0,6.083022733,0.565410626,6.797974158,4.288851195,3.621460712,15.43839235,10.78163809,0.0,2.44681856,0.0,3.24819718,4.712760893,1.272226751,1.69278712,4.054041349,1.719603192,20.60841854,0.667819184,1.246782216,4.048475731,13.83504821,0.0,3.080055209,2.01198529,8.466174844,7.700102042,4.648639302,4.110448332,0.429780276,0.0,4.19772889,2.727113681,11.17800196,8.969198598,0.0,0.0,4.363277223,0.921053952,8.189260174,0.0,0.0,0.938438227,6.52879533,2.429196591,0.0,7.047806117,1.476023035,2.006203723,4.203609155,4.491651235,3.107532177,1.785572623,3.721529295,1.750328275,0.800566116,1.470702921,2.430238015,0.247292714,2.053293383,6.990293002,0.916219023,1.363464167,1.113198408,0.0,8.108082697,4.880700563,0.0,2.972576973,1.107547654,0.0,1.054620688,1.335638367,1
RNA89_FPKM,0.0,0.374398138,3.891974748,0.0,1.731107143,0.0,0.817803909,12.15336542,0.53245773,0.0,0.895689995,1.157630657,0.0,0.186272341,0.797632315,0.49618039,0.867296364,0.402427945,8.376759937,13.22971155,2.28696574,3.731073471,19.8009529,2.682509308,2.655722018,4.01051205,12.51395061,4.588033137,3.866894133,1.157589462,0.0,0.0,0.0,0.0,3.025956722,0.0,0.681532363,0.964657885,1.257663069,3.643105422,13.12392742,0.0,2.637107144,0.0,0.746778755,3.502967572,2.1936202,1.621577001,0.919818739,1.111970173,4.606827252,2.303366786,2.149747796,0.581861024,4.588033137,0.0,1.239326861,1.951648321,3.556302726,4.979337023,2.368459578,0.81786212,0.0,0.0,3.619325812,4.916436177,2.367253554,5.852376843,0.0,0.0,5.753963564,0.595678304,3.530415304,0.0,0.571549563,0.647208255,2.439336174,3.544744697,0.0,12.15336542,0.636261815,0.432494401,1.594731704,1.93644822,0.669917144,4.618515499,3.529628515,0.431255162,0.0,0.845370333,4.000358854,3.836769604,1.770380538,2.722035741,1.579968351,0.0,0.767734282,0.0,2.391622997,2.525015341,0.789899838,0.0,1.145837284,0.0,0.909220056,0.0,1
RNA90_FPKM,1.391680907,3.807986988,0.0,0.0,1.408698114,0.0,2.703815389,1.090911671,0.722008423,0.661667661,3.872427483,1.177576152,0.0,1.70512993,4.32735325,1.345801317,3.749670416,2.046538462,24.81563878,19.13490357,3.489574008,6.483790148,4.220241992,4.229499192,5.222784144,4.468044284,4.73280013,3.547019211,6.883698767,0.58871456,0.0,0.385556135,0.0,0.0,5.129960411,0.0,7.348959423,7.523117298,4.014469682,5.701343647,15.90871745,0.0,1.251884828,0.889917358,16.71341494,3.135710531,3.570270384,0.494824738,2.43277277,3.204767572,16.06655108,1.757327785,3.280199568,3.353442357,16.80139514,1.051276,0.540232185,5.955449623,3.998367319,8.16045968,4.447802277,5.268984233,3.204767572,0.0,14.92042517,6.740764337,5.33202033,14.8826701,0.454201144,0.0,5.627868334,2.019539273,5.386927685,0.604207049,0.0,2.139793684,3.626628121,3.605731381,0.0,28.17973581,2.589012139,5.278569944,4.866695246,2.67330492,0.681301717,1.566085931,20.07331948,0.0,0.0,0.859920144,2.518997628,0.650421185,1.440799056,10.67999611,1.406316814,0.597913225,1.562090814,0.882223548,55.39296856,22.43115534,1.20544308,0.0,2.331145102,0.0,0.924868795,1.562090814,0
RNA94_FPKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.078619256,6.864562529,0.0,0.0,0.0,0.0,1.565310292,0.0,0.0,0.0,2.122845198,0.0,7.973868554,6.501166434,4.564693674,2.56026266,14.22915677,20.81923776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.801667245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.13186243,0.0,5.590763146,0.0,1.569080476,0.0,9.137494239,4.204826498,0.0,7.268750494,18.95873444,12.55539142,0.0,0.0,0.0,14.60680872,0.0,5.233845785,0.0,0.0,0.0,4.257255756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.289538845,0.0,6.121868753,0.0,0.0,0.0,0.0,0.0,0.0,5.614316214,0.0,0.0,0.0,0.0,7.589221757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
RNA95_FPKM,0.368784428,2.220370209,0.0,0.0,1.742377376,0.0,2.866687439,5.782451905,0.191453012,0.233936821,5.554624181,6.398078992,0.0,1.20515458,4.731189889,1.24848028,1.169182633,2.603649467,8.716857666,15.38227522,4.93286474,4.694518809,5.69460427,5.641240513,2.291211531,7.620263385,5.882792226,4.552082255,3.475187365,0.0,0.0,0.0,0.0,0.0,42.20487012,0.350464683,3.822092301,3.987935309,3.227174743,9.822217649,12.50222668,0.0,2.275151637,0.0,2.416290076,3.626684919,1.419482363,0.349709371,4.761686556,2.19849464,5.677929451,0.621023534,4.868824504,1.882277514,9.104164511,0.0,0.572802883,1.870742359,2.624231288,3.87829954,4.126122461,3.822092301,2.398435716,0.0,7.806480635,2.996991414,8.752942928,8.790933132,0.0,0.0,5.728028828,0.856510032,8.328793623,0.427013548,0.410797844,2.094118066,6.880372953,2.780261676,0.0,8.866288478,3.43110465,4.197262503,4.690582374,5.071745504,0.481498956,2.490447317,7.612883371,0.232596209,15.88181896,2.507271977,1.232613798,2.068905597,1.718408648,7.129275333,0.213060569,0.211396034,2.691175963,0.0,10.31684572,7.442955427,1.916860041,1.184628833,1.029711608,0.0,0.980716925,0.0,1
RNA97_FPKM,1.086714241,0.0,0.471087947,0.0,1.613568952,0.0,0.0,2.271772218,2.255698358,1.102372948,5.977568633,19.67974892,0.0,0.946840131,4.393316832,2.312191114,4.961298274,1.022789874,9.153011903,14.45119446,7.848778663,1.97606633,5.752770979,9.717462552,4.275767892,6.31121149,7.749030143,3.732198105,5.529439358,1.22603658,0.0,0.0,0.0,0.0,3.07688421,0.0,12.12827021,17.77936924,9.260862775,21.55010979,12.92809582,0.0,1.787743919,0.0,2.373240952,6.589691404,1.394035762,1.442938672,3.507507017,2.355704689,5.297963132,0.0,10.93016241,2.957932501,12.59659496,0.262722124,2.475404605,3.858615322,2.854919926,10.54850929,2.778880896,2.598859366,0.0,0.0,4.358406332,5.162503847,38.68601062,17.53411595,0.0,0.0,12.65829024,1.009296604,10.93819939,1.00664056,1.21051713,1.645493327,9.063080143,9.83021679,0.0,2.953227229,3.841863328,7.695054694,7.002495447,6.8564816,3.405572137,0.0,11.82756363,1.370069531,0.0,2.955188081,2.421306592,13.27575664,4.725795437,12.85073554,1.003998459,0.0,4.147530807,0.0,11.6918654,5.776841566,0.0,1.629011056,2.670169942,0.0,1.444574822,4.391761482,1
RNA98_FPKM,1.585150946,1.734991085,0.736241818,0.0,0.611276438,0.0,5.144356329,2.603369724,0.939981693,0.574282763,0.889625531,3.640621402,0.876581168,1.72640202,3.168701537,1.09492373,1.72284829,1.598471542,11.28731911,9.580857192,7.268429867,3.293820147,4.744669497,2.131295389,5.157734841,4.046215611,4.886301422,2.673216229,4.693870038,0.255482204,0.0,0.0,0.0,0.0,9.08255753,0.0,3.610074617,3.619331219,1.607991737,8.535289892,8.110219863,0.0,2.560791247,0.0,1.236204211,7.23646975,2.614409723,0.644211591,3.897821396,3.435795153,6.681269291,1.779251061,1.423400849,6.163178934,8.262912094,0.0,0.703327478,6.317110396,2.974270431,4.945271332,13.26923295,10.64990117,8.098906156,0.0,4.792716783,2.830626688,10.0759834,5.535447746,0.0,0.294787158,6.740221667,0.788691763,5.843874454,0.786616259,0.0,0.857101587,8.448363986,7.467734514,0.0,3.786719598,2.527815461,4.008427678,4.991502014,3.66316395,0.886985692,2.293459169,5.311197198,0.856487617,0.0,2.798821894,1.765737762,1.129043166,1.641097449,8.753989557,0.261517216,0.0,0.0,0.287141382,9.988411674,4.01227085,0.0,2.181855316,0.758665427,0.314315645,1.505106638,1.779251061,2
R_JS001_FPKM,0.211563577,18.51864152,0.0,0.0,0.999056047,0.27139351,0.50559867,1.105283211,1.31673719,0.53619686,1.107846006,9.663492365,0.272985261,0.230415777,1.972983701,1.227025426,1.072726969,2.488055687,11.99555626,23.26405135,2.828367255,1.153505307,23.32220437,2.819817058,6.130678047,2.598022337,2.381042163,6.354971146,8.767629985,0.0,0.0,0.0,0.27139351,0.76478982,7.234922638,1.607932001,4.383112064,7.158142492,5.899831704,63.25033724,19.07106753,0.0,0.652215618,0.0,1.847326343,2.079532169,1.085236904,2.60707136,0.910113101,2.521233499,3.798160598,3.560859844,0.797566527,1.438908682,7.489908298,0.0,1.313638985,0.804461914,0.462836593,15.73729233,7.660896794,4.720177844,0.458276627,0.0,4.240519856,1.321943841,3.345943894,40.84114397,0.0,0.0,9.031948241,1.227768422,6.27662632,0.0,73.26687359,4.602859302,4.64106148,13.15144498,0.0,2.873351808,1.377134339,1.871794662,2.689512638,2.223678513,3.037450447,0.713934231,3.372958144,2.399886791,0.0,1.829731861,2.827110822,1.318198958,5.254828028,2.404477589,1.221323444,0.726948657,0.949582291,0.268265054,8.645650359,4.57995884,0.488347272,0.0,1.65326026,0.293652914,1.12458084,0.0,2
R_JS002_FPKM,0.0,2.563079247,0.634456809,0.0,2.666734247,0.563189338,1.924871933,83.9771734,0.759445721,1.299029992,2.491618793,1.857581415,0.377803645,0.637597684,1.706611901,4.246059985,0.0,40.11945742,14.33854696,9.376589444,4.6976802,2.395018389,2.905235339,1.721822345,20.30419615,3.10541066,4.119311926,13.03667281,1.379036342,0.0,0.0,0.0,0.0,0.0,5.52470701,0.834601528,4.899865374,42.93188774,4.454038358,11.63233271,14.5082067,0.0,1.053185531,0.748806582,1.757699433,8.754238137,0.0,0.97147286,0.629803091,2.379168315,9.950666349,1.807022631,2.391954041,2.821580873,8.952848834,0.0,0.303131866,3.711663751,3.52432429,38.94650154,1.559346178,3.033275053,0.0,0.0,1.630404992,1.829573783,2.026066148,3.219969168,0.0,0.0,82.20187775,2.548660517,2.832675471,0.0,0.16307727,2.354351352,6.423677415,5.102185654,0.0,26.00377327,7.215810904,6.291801028,2.977912882,3.314570313,0.191143981,3.29398292,67.41856387,0.36914339,1.18171409,2.351640209,0.326154539,0.912195427,2.575937362,9.48493029,1.352175666,0.0,1.149906651,0.0,11.17913804,2.881313919,0.507018223,0.313457526,3.595884174,0.0,1.556431809,0.82144129,2
R_JS003_FPKM,1.091140055,1.592243207,0.394238275,0.0,1.472580758,0.466649387,2.174300296,2.280576375,0.943564279,0.922308025,1.190688257,16.92547158,0.0,2.178446248,3.534055968,0.70338656,2.536289004,16.04499207,12.18929325,12.7489921,1.945537293,1.983724492,3.208429922,2.852414302,3.200456255,3.046023271,2.388450733,1.561175047,4.797186708,0.820617653,0.776798264,0.0,0.0,0.0,3.217515198,0.0,8.696909176,3.590245285,6.041198855,5.363963793,6.512577006,0.0,2.61725092,0.0,1.389705706,1.191958602,3.265840798,0.344958491,2.543161428,1.379436945,4.432229295,2.245133378,4.572012638,4.743029724,6.244700189,0.0,0.564730623,7.609099272,2.189284289,5.2949422,7.168034702,16.08926737,3.350231302,0.0,2.228081732,1.363925069,18.6993802,6.667630368,0.0,0.0,8.942437358,0.633273126,4.458224775,0.631606618,0.405217062,1.720736578,11.37327519,3.255363272,0.0,8.552209267,2.706476826,2.299260083,2.466596414,5.441908699,0.949676216,1.023200139,2.558919337,0.687709212,1.223459494,1.348600068,2.025677238,2.039977731,1.506074751,37.62806651,1.46995118,0.625027383,1.42870255,0.0,6.651314956,6.085878786,1.680004644,0.0,1.218532041,0.252461734,1.933781781,3.674041526,2
R_JS004_FPKM,0.358401874,2.353451282,0.0,0.0,0.967321727,0.0,0.21426199,1.872661735,0.743852947,1.13614427,0.704003682,10.46167844,0.693681047,0.78067735,4.457530264,0.519879642,1.363373125,2.318820864,18.632636,12.34611366,2.156663156,2.280545951,2.173531336,5.480940255,7.049315461,2.401237095,3.194085932,3.846035889,3.882925949,0.606526249,0.0,0.198610611,0.0,0.0,4.861464928,0.0,4.999107549,7.749458055,6.180139645,5.725898479,10.4282621,0.0,1.289576838,0.0,0.978268144,2.055464134,2.528393595,1.869049575,16.38521724,1.359455386,4.597302374,0.804575636,3.604231614,1.625499397,10.19168713,0.0,1.483985331,6.816326527,2.353451282,12.89880056,2.672601066,2.999498418,0.388415824,0.0,4.391083559,1.568008201,3.897703384,2.628020598,0.0,0.0,3.942145521,0.624129913,4.393039009,0.0,0.399232468,3.22156194,6.684935048,3.207765101,0.0,11.61099153,6.167252978,2.718641998,5.77256083,1.304305475,1.4038293,1.209950062,2.857845367,0.677780049,0.72337993,0.664452913,2.395158014,0.893466429,0.742102705,12.42733597,2.483169069,0.410668814,0.402287818,0.454457708,6.554178373,6.702369286,0.827804854,0.575535857,0.800491496,0.746199486,0.714638179,0.402287818,2
R_JS005_FPKM,0.562457894,1.43645963,0.609560279,0.0,1.138718436,0.0,0.0,2.35156951,2.334931046,1.188671822,1.964138677,3.331644584,0.0,0.204192635,3.789618915,1.087830652,0.475468729,0.661715169,11.60119135,35.5827597,3.259892365,1.875034998,4.135241502,3.382251038,5.04688072,1.884376701,3.166255246,2.817069299,1.76646305,0.63456788,0.0,0.0,0.0,0.0,5.308141171,0.356344814,2.391279097,4.054365027,2.282347731,4.30151202,7.074695135,0.0,1.734683224,0.0,0.409398632,1.536197848,0.481013554,0.888942074,2.420564214,0.406373519,15.6336828,1.473104008,2.59290554,3.189412982,4.829113797,0.0,0.776412465,4.517197506,1.026042593,5.914391349,1.997429163,2.241833763,0.0,0.0,2.088451252,1.640502191,6.117901005,4.81237551,0.0,0.0,3.63968305,1.08830903,6.04818323,0.0,0.626535376,0.88703037,5.554658679,1.41317044,0.0,6.074568713,4.360318142,0.948204879,9.219453619,2.426444966,0.979155186,2.531996838,1.055358095,0.47274398,0.756824077,0.463448452,0.835380501,0.934774215,0.776412465,7.247958066,0.649557673,0.429655336,1.262660578,0.0,6.252795668,2.030239237,1.082596121,0.0,0.837500756,0.260232885,0.996904223,0.0,2
R_JS006_FPKM,0.567830385,2.900879875,0.615382684,0.0,2.427289059,0.0,1.584326478,4.748292691,0.982166879,0.480096216,2.726842018,3.844290813,0.0,1.237079607,4.267772794,1.830696561,0.480096216,0.668035748,17.24466928,32.95180111,4.050903029,3.097810917,9.394251875,3.860293422,3.135875522,4.439558003,2.663978021,4.063253343,2.497117151,1.494954215,0.0,0.0,0.0,0.0,8.485750489,0.0,2.263416109,4.805482937,2.06438796,5.583969358,5.084842597,0.0,4.865356606,0.0,1.033346791,2.79206794,4.128277199,1.436149889,2.443912769,1.436039763,4.128277199,1.487326897,2.141787231,2.146821998,11.37689126,0.0,0.78396888,5.28105838,4.144114107,5.665317923,6.453764579,5.88501148,1.025711223,0.0,4.217554103,1.893106671,6.55132486,8.329420959,0.0,0.0,4.409824952,1.318681164,9.526470197,0.0,0.42175541,0.716530697,6.854728618,1.248462835,0.0,7.518253996,2.465441246,2.872299777,2.246924296,3.368616283,1.483027185,0.0,5.860866046,0.0,0.0,3.509566551,2.741296975,3.303551585,1.371840338,6.026403093,1.093015109,0.0,0.212377506,5.520977638,9.978982519,4.285859598,1.093015109,1.621346833,1.691303422,0.52553119,1.509909853,1.487326897,2
R_JS007_FPKM,1.378118941,0.754301621,0.560099499,0.0,1.860037835,0.0,4.119494348,2.880628666,0.715163329,0.21852696,3.835040249,0.728792188,0.666863333,1.313226433,2.678399152,1.499343273,1.092138149,1.013293951,12.87959568,18.11635437,6.220417626,5.794341476,6.838893705,2.972451802,2.853516867,3.65519052,4.686756802,2.772965398,3.733135581,0.194432962,0.0,0.0,0.0,0.0,6.096294358,0.0,3.982045181,5.182669523,1.922242607,4.093275494,11.34752567,0.0,2.479376465,0.0,1.128537948,1.12918498,1.104874454,0.653511318,2.038564133,1.493527917,5.745447649,1.933530294,2.16555393,1.172166992,9.983011702,0.0,0.356638921,2.402803258,3.016777782,4.179995947,9.176493257,9.337333197,2.240397995,0.0,6.716176539,3.229874469,5.961549962,1.684367595,0.0,0.0,5.350344125,1.599927003,6.890752641,0.398872477,0.767668992,0.489033111,7.371867792,2.434509236,0.0,25.20580784,2.243494983,4.138347887,3.359102729,2.507934209,1.124545809,4.652473152,5.171619055,0.43430241,0.0,1.277530317,5.564782127,5.153305956,1.605179269,10.18465958,0.994677002,1.381623643,1.160206104,0.0,16.49370301,6.443602079,1.591528436,0.553285636,1.7314751,0.239207745,1.831940587,1.740309157,2
R_JS008_FPKM,0.195066432,1.280359767,0.0,0.0,1.315707123,0.0,4.662424835,1.833971652,0.404642002,0.247346485,3.82978182,1.979633178,0.0,1.061796158,4.243896068,0.565708657,0.741779363,2.064444025,9.047894805,14.8478687,2.346814788,1.063439311,3.009968575,2.599598753,1.009330936,3.048166146,4.206992594,2.510754275,1.65332348,2.419667369,0.0,0.432161735,0.0,0.0,4.139957455,0.0,1.398735626,2.19959242,1.53281995,3.35476968,3.49134473,0.0,2.204837089,0.0,1.064430888,0.798818711,0.500198859,0.369759071,0.209851419,0.63398384,5.252219586,1.094300122,3.431364176,2.432139882,9.415658719,0.0,0.0,1.236212241,1.280359767,3.626984424,2.077096959,4.817830821,1.267745385,0.0,3.47502765,1.706062092,2.891700431,5.242612634,0.0,0.0,2.775500806,0.679148915,5.283024393,0.0,0.434349896,1.844819449,5.134435803,0.551172246,0.0,4.279124271,2.539064401,2.71169619,3.471120073,2.680836214,0.509104477,1.316380119,2.012090137,1.22912793,3.672713949,0.241093343,1.954688773,1.701229055,0.605641033,6.428382825,1.576204348,0.0,1.094300122,0.0,9.43867989,2.686750473,1.125894089,1.461152936,0.435452307,0.0,4.924299424,1.750696008,2
R_JS009_FPKM,0.208116119,3.416361646,0.225544562,0.0,1.123426744,0.0,0.0,3.044670522,2.591411806,0.527787275,0.817599038,6.867104987,0.268536927,1.359732803,2.588248187,1.207323193,0.0,5.875461794,14.30632201,1.257585056,3.618023398,1.13498358,3.901051544,1.795343161,3.016014799,2.323899547,2.733062451,1.786522529,7.842538941,1.173746052,0.0,0.230657663,0.0,0.0,8.83694723,0.0,1.658725401,3.717225963,4.063471812,1.534535064,3.593220912,0.0,3.208825658,0.266195035,0.0,1.534535064,2.669435631,0.394702984,4.925122316,0.676633686,2.402464517,0.700799175,13.07996459,4.247656336,12.05919994,0.0,0.430922787,1.319195851,1.822075216,4.881026051,3.768812509,1.990504721,0.676633686,0.0,5.099683613,3.121473312,5.349584035,4.069301317,0.0,0.0,7.270988199,0.0,5.101647362,0.0,0.4636511,0.59078124,10.50323625,3.921269471,0.0,7.611900771,1.354974936,1.315405059,2.469761637,12.28664288,1.086897237,0.468394334,2.342768882,0.0,1.959948455,3.343622747,1.854365157,0.259408193,1.292546006,1.892698287,0.480688148,0.238466386,0.9343989,0.0,10.07390378,5.325648536,1.682160485,0.0,0.929655758,0.577735597,0.553299651,0.700799175,2
R_JS010_FPKM,0.920706438,2.35156035,0.0,0.0,1.760503606,0.393693715,4.587132552,3.368149384,0.318483359,0.972987568,0.60294566,1.428341382,0.396002769,1.671419238,2.385933027,1.484073345,2.140453944,0.90274515,6.462063986,9.831646429,3.488900764,2.232157448,6.599980049,2.527612996,3.495235382,4.798615536,1.871587341,2.470271724,3.90385808,0.346248575,0.491722674,0.0,0.0,0.0,4.163613499,0.0,1.100906838,2.741354587,1.751298485,3.269306475,8.636582559,0.0,2.839722311,0.0,2.680804478,1.383123871,0.78738743,0.582055794,0.660327355,0.997809932,2.952802936,1.377928002,2.893746877,3.306582337,6.752265814,0.556565225,0.794415732,2.140453944,5.374946292,2.234193288,2.452327862,3.547352659,2.827212688,0.0,7.179526912,1.150883047,5.462477074,5.064171454,0.200453406,0.0,6.950935739,0.890835583,4.554333827,0.355360379,0.341865681,0.580804061,7.745774738,0.144652672,0.0,6.25508798,2.855048823,3.686649272,5.724506215,3.351289933,0.601156504,1.554221418,4.319171568,0.0,0.0,1.517269036,1.367462726,0.765081837,1.112149718,7.327940905,0.70885535,0.0,2.239220568,0.19467665,11.72156589,6.042228605,0.886159281,0.49291908,2.399307768,0.0,1.0200202,1.205774567,2
R_JS011_FPKM,1.494754498,3.272254416,0.0,0.0,2.606029277,0.0,0.893603233,2.473579079,1.034106886,0.158036955,1.141919086,2.740503087,0.0,0.67838981,1.355666624,0.963651252,1.895365934,0.293089117,17.12800386,18.37028679,3.498456298,2.491386251,3.022132696,2.051679362,1.289592116,4.868938447,3.622880785,3.743114476,3.873118669,0.562129897,0.0,0.138133056,0.0,0.0,1.469374395,0.0,3.872450014,4.801725935,3.759268148,5.40949668,18.08402226,0.0,1.536663503,0.0,0.952071496,3.266122151,0.319578221,0.0,3.350177951,0.405059491,5.433011443,1.677785661,4.071604586,5.36792161,5.881950181,0.301141016,1.547510539,1.26357729,7.089858733,6.145998811,10.08612466,13.10663232,2.700038462,0.0,2.913904107,3.425656095,4.557251861,2.588226284,0.0,0.0,9.99470547,1.735335038,4.018248627,0.0,0.832521493,1.768056199,2.733704777,1.291039556,0.0,3.645313385,0.926979534,3.465031453,4.646627311,7.455683528,8.294612425,1.682076673,4.090323557,0.0,0.0,0.30790823,3.191411271,1.552625069,3.224053604,8.355932059,1.150817112,0.0,0.699156845,0.158036955,15.54508166,6.621339017,0.863112834,0.533407931,3.755934294,0.691579368,1.159168619,1.118523774,2
R_JS012_FPKM,0.573413127,2.929131157,0.207144315,0.0,1.289886381,0.24519123,2.285342175,2.79693759,3.173848843,0.242364819,2.002395048,6.146206482,0.739887906,0.416339565,3.269108589,21.0724828,1.938918548,6.746310689,14.78410748,9.935522887,1.789374299,2.606634953,4.215825257,5.2472827,3.166380963,2.348246064,1.075913757,4.718087935,3.241783926,1.078212718,0.0,0.0,0.0,0.0,3.833277483,0.544928242,5.637548512,5.211580354,4.944537505,6.421469547,7.579279093,0.0,1.964967104,0.244478465,5.426098833,2.819205016,1.225956152,0.362502552,3.290249167,1.450010207,9.317864055,0.429084653,1.201437029,1.300524619,10.25666945,0.0,0.395767492,1.211824093,2.092054528,6.49343702,17.71709747,39.0054,2.900272722,0.0,4.045604267,4.30088947,6.993093885,22.42824727,0.0,0.0,5.442104298,0.665703895,12.57869521,0.0,0.212912891,1.266030418,3.355890048,0.540260763,0.0,6.192923491,4.445279572,2.658646406,2.754937382,4.174298569,1.74689657,1.720728226,5.021149283,1.44585545,1.543130129,0.472475236,3.193952702,0.71473591,2.176962233,9.562353806,0.441472924,0.438023917,1.501796286,1.454188911,6.374622958,6.585515872,1.545155234,4.092735468,0.640359838,0.0,1.016321354,2.145423266,2
R_JS013_FPKM,1.648650952,3.116895811,0.0,0.0,1.415992547,0.0,0.53755631,5.639201308,0.622077742,1.520419876,1.570195527,14.4574787,0.0,1.795560443,2.796277949,0.579694423,0.570088536,1.058035336,19.06271913,48.55413828,2.204882732,8.311440725,2.479276074,2.233497533,3.723984281,4.01698812,3.655943651,3.699397753,2.118267995,1.014628758,0.0,0.0,0.0,0.0,21.21607008,0.854654894,6.212339444,17.33208304,4.18105358,4.666637304,10.16041715,0.0,2.465353725,0.191686746,0.163623426,19.28051794,0.384491199,0.852812965,0.806271333,1.29947216,3.845283839,2.018741479,7.536756324,3.909157419,18.33631445,0.0,0.310307015,2.090508412,0.0,10.18288675,7.18554404,5.734511613,4.548074024,0.0,5.843451925,2.810315777,4.297659089,6.045053492,0.0,0.0,12.41340598,0.347969608,9.476218918,0.0,0.834848038,0.283613938,8.058330801,15.25106527,0.0,13.47134119,1.115403165,3.600552058,4.574381023,5.455201633,0.0,0.0,4.077736235,0.377881035,0.201652112,1.111531505,1.669534629,0.9341784,3.103370251,8.179458425,1.211667865,0.171719377,0.1682149,0.380059024,18.05870035,12.98280788,0.0,0.0,1.673772026,0.416026755,0.0,1.850526579,2
